Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 6966079b203ae743319b3d6f - minikube	Unknown Heuristic - Run None (Profile ?) 6966079b203ae743319b3d6f - minikube-m02	Unknown Heuristic - Run None (Profile ?) 6966079b203ae743319b3d6f - minikube-m03	Unknown Heuristic - Run None (Profile ?) 6966079b203ae743319b3d6f - minikube-m04
12593.693062368606	3	3	3	3
12608.829712683953	3	3	3	2
12623.966362999297	3	3	2	2
12639.103013314645	3	3	2	2
12654.239663629993	3	3	3	3
12669.37631394534	3	3	2	2
12684.512964260686	3	3	3	3
12699.649614576034	2	2	2	2
12714.786264891382	2	2	2	1
12729.922915206726	3	3	2	2
12745.059565522073	3	2	2	2
12760.19621583742	2	2	2	2
12775.332866152768	2	2	2	2
12790.469516468114	3	3	3	2
12805.606166783462	3	3	3	2
12820.74281709881	3	3	3	3
12835.879467414157	2	2	2	1
12851.016117729501	3	3	2	2
12866.152768044849	2	2	2	2
12881.289418360197	2	2	2	1
12896.426068675542	2	2	1	1
12911.56271899089	3	3	3	3
12926.699369306238	3	3	3	3
12941.836019621585	3	3	3	3
12956.97266993693	3	3	2	2
12972.109320252277	3	3	3	3
12987.245970567625	3	3	3	2
13002.38262088297	4	4	4	3
13017.519271198318	4	4	3	3
13032.655921513666	3	2	2	2
13047.792571829013	3	2	2	2
13062.929222144357	3	3	2	2
13078.065872459705	2	2	2	1
13093.202522775053	2	2	2	2
13108.339173090399	3	3	2	2
13123.475823405746	2	2	2	1
13138.612473721094	3	3	3	2
13153.749124036442	3	3	3	2
13168.885774351787	3	2	2	2
13184.022424667133	4	3	3	3
13199.15907498248	3	3	3	2
13214.295725297827	3	3	2	2
13229.432375613174	3	3	2	2
13244.569025928522	2	2	1	1
13259.70567624387	2	1	1	1
13274.842326559216	3	2	2	2
13289.978976874561	2	2	2	2
13305.115627189909	3	3	2	2
13320.252277505255	3	3	3	2
13335.388927820602	4	3	3	3
13350.52557813595	3	3	3	3
13365.662228451298	3	3	2	2
13380.798878766644	4	3	3	3
13395.93552908199	3	3	3	2
13411.072179397337	3	3	2	2
13426.208829712683	4	3	3	3
13441.34548002803	3	3	3	3
13456.482130343378	2	2	2	2
13471.618780658726	3	3	3	3
13486.755430974072	3	2	2	2
13501.892081289418	3	3	3	2
13517.028731604765	3	3	3	3
13532.165381920111	3	3	3	3
13547.302032235459	3	3	3	2
13562.438682550806	3	2	2	2
13577.575332866154	2	2	2	2
13592.7119831815	3	3	2	2
13607.848633496847	3	3	2	2
13622.985283812193	2	2	2	2
13638.12193412754	4	3	3	3
13653.258584442887	3	3	3	3
13668.395234758234	3	3	3	3
13683.531885073582	3	2	2	2
13698.668535388928	2	2	2	1
13713.805185704276	2	2	2	1
13728.941836019621	3	3	2	2
13744.078486334967	3	2	2	2
13759.215136650315	2	2	2	1
13774.351786965663	3	2	2	2
13789.48843728101	3	3	3	2
13804.625087596356	3	3	3	2
13819.761737911704	3	2	2	2
13834.89838822705	3	3	3	3
13850.035038542395	3	3	2	2
13865.171688857743	3	3	3	2
13880.30833917309	2	2	2	2
13895.444989488438	2	2	1	1
13910.581639803784	3	3	2	2
13925.718290119132	3	2	2	2
13940.854940434478	2	2	2	2
13955.991590749823	1	1	1	1
13971.128241065171	4	3	3	3
13986.264891380519	3	3	2	2
14001.401541695866	3	3	3	2
14016.538192011212	3	2	2	2
14031.67484232656	3	3	3	3
14046.811492641908	4	4	3	3
14061.948142957252	4	4	3	3
14077.0847932726	3	3	3	2
14092.221443587947	3	3	3	2
14107.358093903295	2	2	1	1
14122.49474421864	3	3	3	3
14137.631394533988	3	2	2	2
14152.768044849336	3	2	2	2
14167.90469516468	3	2	2	2
14183.041345480027	3	3	3	2
14198.177995795375	3	2	2	2
14213.314646110723	2	2	2	2
14228.451296426068	2	2	1	1
14243.587946741416	3	2	2	2
14258.724597056764	2	2	1	1
14273.861247372108	2	2	2	2
14288.997897687455	4	4	4	3
14304.134548002803	3	3	3	2
14319.27119831815	3	3	3	2
14334.407848633497	3	3	3	3
14349.544498948844	3	2	2	2
14364.681149264192	3	3	2	2
14379.81779957954	2	2	2	2
14394.954449894884	3	3	3	2
14410.091100210231	4	3	3	3
14425.227750525577	3	3	3	2
14440.364400840925	3	2	2	2
14455.501051156272	3	3	3	2
14470.63770147162	3	3	3	2
14485.774351786968	3	3	2	2
14500.911002102312	3	2	2	2
14516.04765241766	3	3	2	2
14531.184302733005	3	2	2	2
14546.320953048353	2	2	2	1
14561.4576033637	3	3	3	3
14576.594253679048	3	3	2	2
14591.730903994396	3	2	2	2
14606.86755430974	3	2	2	2
14622.004204625087	2	2	1	1
14637.140854940433	2	2	2	2
14652.27750525578	3	3	3	3
14667.414155571129	3	2	2	2
14682.550805886476	3	3	3	3
14697.687456201822	3	3	3	3
14712.824106517168	3	2	2	2
14727.960756832515	3	2	2	2
14743.097407147861	3	3	3	3
14758.234057463209	3	3	2	2
14773.370707778557	3	2	2	2
14788.507358093904	3	2	2	2
14803.64400840925	3	2	2	2
14818.780658724598	2	2	2	2
14833.917309039944	3	2	2	2
14849.05395935529	4	4	3	3
14864.190609670637	4	4	4	4
14879.327259985985	3	3	3	3
14894.463910301332	3	2	2	2
14909.600560616678	3	3	3	2
14924.737210932026	3	2	2	2
14939.873861247372	4	4	4	3
14955.010511562718	2	2	2	2
14970.147161878065	2	2	2	2
14985.283812193413	2	2	1	1
15000.42046250876	4	3	3	3
15015.557112824106	3	2	2	2
15030.693763139454	4	4	3	3
15045.8304134548	3	3	3	2
15060.967063770146	3	3	3	2
15076.103714085493	2	2	2	2
15091.240364400841	4	3	3	3
15106.377014716189	4	3	3	3
15121.513665031534	3	3	3	3
15136.650315346882	3	3	2	2
15151.78696566223	4	3	3	3
15166.923615977574	3	3	3	2
15182.060266292921	3	2	2	2
15197.196916608269	3	3	3	2
15212.333566923617	3	3	3	2
15227.470217238963	2	2	2	1
15242.60686755431	3	2	2	2
15257.743517869658	2	2	2	1
15272.880168185002	3	3	3	2
15288.01681850035	2	2	1	1
15303.153468815697	3	2	2	2
15318.290119131045	3	3	3	2
15333.42676944639	2	2	2	2
15348.563419761738	2	2	2	2
15363.700070077086	3	2	2	2
15378.83672039243	3	3	3	2
15393.973370707778	3	3	2	2
15409.110021023125	3	2	2	2
15424.246671338473	3	3	3	2
15439.383321653819	3	3	3	2
15454.519971969166	3	3	3	3
15469.656622284514	4	3	3	3
15484.793272599858	3	3	2	2
15499.929922915206	3	3	3	3
15515.066573230553	4	3	3	3
15530.203223545901	3	3	3	2
15545.339873861247	4	4	3	3
15560.476524176594	4	4	4	3
15575.613174491942	3	3	2	2
15590.74982480729	3	3	3	3
15605.886475122634	3	2	2	2
15621.023125437981	3	2	2	2
15636.159775753329	3	3	3	3
15651.296426068675	3	3	3	2
15666.433076384023	3	2	2	2
15681.56972669937	3	2	2	2
15696.706377014718	3	3	3	2
15711.843027330062	2	2	2	2
15726.97967764541	3	3	3	2
15742.116327960757	3	2	2	2
15757.252978276103	2	2	2	2
15772.38962859145	4	4	4	3
15787.526278906798	3	3	2	2
15802.662929222146	3	3	2	2
15817.79957953749	3	3	3	3
15832.936229852838	3	3	3	3
15848.072880168185	2	1	1	1
15863.209530483531	3	2	2	2
15878.346180798879	2	2	2	2
15893.482831114226	2	2	1	1
15908.619481429574	3	3	2	2
15923.75613174492	3	3	2	2
15938.892782060266	2	2	2	2
15954.029432375613	3	3	3	3
15969.16608269096	3	3	2	2
15984.302733006307	2	2	2	2
15999.439383321655	2	2	2	2
16014.576033637002	4	3	3	3
16029.712683952348	4	4	3	3
16044.849334267694	3	2	2	2
16059.985984583041	3	2	2	2
16075.122634898387	2	2	2	2
16090.259285213735	2	2	2	1
16105.395935529083	3	2	2	2
16120.53258584443	2	2	1	1
16135.669236159776	2	2	2	1
16150.805886475122	2	2	1	1
16165.94253679047	2	2	1	1
16181.079187105815	3	3	2	2
16196.215837421163	3	3	3	3
16211.35248773651	2	2	2	2
16226.489138051858	4	3	3	3
16241.625788367204	2	1	1	1
16256.76243868255	2	1	1	1
16271.899088997898	3	2	2	2
16287.035739313244	3	2	2	2
16302.172389628591	3	3	2	2
16317.309039943939	3	3	3	2
16332.445690259286	3	3	3	2
16347.582340574632	3	2	2	2
16362.71899088998	3	2	2	2
16377.855641205326	3	3	3	3
16392.992291520673	3	3	3	2
16408.12894183602	3	2	2	2
16423.265592151365	3	3	3	3
16438.402242466713	3	2	2	2
16453.53889278206	2	2	1	1
16468.675543097408	3	2	2	2
16483.812193412752	4	3	3	3
16498.9488437281	3	3	3	3
16514.085494043447	3	3	3	2
16529.222144358795	3	2	2	2
16544.358794674143	3	3	3	2
16559.49544498949	3	3	3	3
16574.632095304838	3	3	3	3
16589.768745620182	3	3	3	2
16604.90539593553	4	3	3	3
16620.042046250877	3	3	2	2
16635.17869656622	4	3	3	3
16650.31534688157	3	3	3	2
16665.451997196917	2	2	2	2
16680.588647512264	4	4	3	3
16695.725297827612	3	3	3	3
16710.861948142956	3	3	2	2
16725.998598458304	3	3	3	3
16741.13524877365	3	3	2	2
16756.271899089	3	3	3	3
16771.408549404347	3	3	3	3
16786.545199719694	3	2	2	2
16801.68185003504	2	2	1	1
16816.818500350386	3	3	2	2
16831.95515066573	2	2	2	2
16847.091800981078	3	3	2	2
16862.228451296425	3	3	2	2
16877.365101611773	4	3	3	3
16892.50175192712	3	3	2	2
16907.638402242468	3	3	3	3
16922.775052557812	3	3	2	2
16937.91170287316	3	3	3	2
16953.048353188507	3	3	2	2
16968.185003503855	3	2	2	2
16983.321653819203	2	2	2	2
16998.458304134547	3	3	3	3
17013.594954449894	3	3	2	2
17028.731604765242	3	3	2	2
17043.868255080586	2	2	2	2
17059.004905395934	4	4	3	3
17074.14155571128	3	3	3	3
17089.27820602663	2	2	2	1
17104.414856341977	2	2	2	1
17119.551506657324	3	3	2	2
17134.688156972672	2	2	2	1
17149.824807288016	3	3	2	2
17164.961457603364	3	2	2	2
17180.09810791871	3	3	3	3
17195.23475823406	2	2	2	2
17210.371408549403	3	3	2	2
17225.50805886475	4	4	3	3
17240.6447091801	2	2	2	2
17255.781359495442	2	2	2	1
17270.91800981079	4	3	3	3
17286.054660126138	4	4	4	3
17301.191310441485	4	3	3	3
17316.327960756833	4	4	3	3
17331.46461107218	3	3	3	2
17346.60126138753	3	3	2	2
17361.737911702872	3	3	3	2
17376.87456201822	2	2	2	1
17392.011212333568	2	2	1	1
17407.147862648915	3	3	3	3
17422.28451296426	3	2	2	2
17437.421163279607	3	2	2	2
17452.557813594954	2	2	2	2
17467.6944639103	3	3	3	2
17482.831114225646	3	3	3	3
17497.967764540994	4	4	3	3
17513.10441485634	3	3	3	2
17528.24106517169	3	3	3	2
17543.377715487037	3	3	3	2
17558.514365802384	3	2	2	2
17573.651016117732	3	3	2	2
17588.787666433076	2	2	2	2
17603.924316748424	2	2	1	1
17619.06096706377	1	1	1	1
17634.197617379115	2	2	2	1
17649.334267694463	3	2	2	2
17664.47091800981	3	2	2	2
17679.60756832516	3	2	2	2
17694.744218640502	3	3	3	3
17709.88086895585	3	2	2	2
17725.017519271198	3	3	3	3
17740.154169586545	3	3	3	3
17755.290819901893	2	2	2	2
17770.42747021724	2	2	2	1
17785.56412053259	3	2	2	2
17800.700770847932	2	2	2	1
17815.83742116328	3	3	3	3
17830.974071478628	3	3	3	3
17846.11072179397	2	2	2	2
17861.24737210932	2	2	2	1
17876.384022424667	3	3	2	2
17891.520672740015	2	2	2	2
17906.657323055362	2	2	2	2
17921.793973370706	4	3	3	3
17936.930623686054	3	3	2	2
17952.0672740014	3	2	2	2
17967.20392431675	2	2	2	2
17982.340574632097	2	2	2	1
17997.477224947444	3	3	2	2
18012.61387526279	3	2	2	2
18027.750525578136	3	2	2	2
18042.887175893484	2	2	2	1
18058.023826208828	3	2	2	2
18073.160476524175	3	2	2	2
18088.297126839523	3	2	2	2
18103.43377715487	3	3	2	2
18118.57042747022	2	2	2	2
18133.707077785562	2	2	2	1
18148.84372810091	2	2	2	2
18163.980378416258	2	2	2	2
18179.117028731605	3	2	2	2
18194.253679046953	3	3	2	2
18209.3903293623	3	3	2	2
18224.526979677645	3	3	2	2
18239.663629992992	2	1	1	1
18254.80028030834	2	1	1	1
18269.936930623684	2	2	2	2
18285.07358093903	3	2	2	2
18300.21023125438	3	3	2	2
18315.346881569727	3	2	2	2
18330.483531885075	3	3	2	2
18345.620182200422	3	2	2	2
18360.756832515766	3	3	3	2
18375.893482831114	2	2	2	2
18391.03013314646	2	2	2	1
18406.16678346181	4	3	3	3
18421.303433777157	4	3	3	3
18436.4400840925	3	3	3	3
18451.57673440785	4	3	3	3
18466.713384723196	3	3	3	3
18481.85003503854	3	2	2	2
18496.986685353888	3	2	2	2
18512.123335669236	3	2	2	2
18527.259985984583	2	2	2	2
18542.39663629993	3	3	3	2
18557.53328661528	3	2	2	2
18572.669936930622	3	3	3	2
18587.80658724597	3	3	3	2
18602.943237561318	2	2	2	1
18618.079887876665	2	2	2	1
18633.216538192013	3	3	2	2
18648.353188507357	4	4	4	3
18663.489838822705	2	2	2	1
18678.626489138052	2	2	1	1
18693.763139453396	4	3	3	3
18708.899789768744	3	3	3	2
18724.03644008409	3	2	2	2
18739.17309039944	3	3	2	2
18754.309740714787	3	2	2	2
18769.446391030135	3	2	2	2
18784.583041345482	3	2	2	2
18799.719691660826	2	2	2	1
18814.856341976174	3	2	2	2
18829.99299229152	3	3	2	2
18845.12964260687	4	3	3	3
18860.266292922213	3	3	3	3
18875.40294323756	3	3	3	2
18890.53959355291	3	2	2	2
18905.676243868253	3	3	3	3
18920.8128941836	3	2	2	2
18935.949544498948	3	2	2	2
18951.086194814296	2	1	1	1
18966.222845129643	3	3	2	2
18981.35949544499	2	2	2	2
18996.49614576034	3	3	3	3
19011.632796075683	3	3	3	2
19026.76944639103	3	2	2	2
19041.906096706378	3	3	3	3
19057.042747021726	2	2	2	2
19072.17939733707	2	2	1	1
19087.316047652417	2	2	2	2
19102.452697967765	3	3	3	3
19117.589348283112	3	3	3	3
19132.725998598456	3	2	2	2
19147.862648913804	2	2	2	1
19162.99929922915	2	2	2	1
19178.1359495445	2	1	1	1
19193.272599859847	2	2	2	2
19208.409250175195	3	3	2	2
19223.545900490542	3	3	3	2
19238.682550805886	3	3	2	2
19253.819201121234	3	3	2	2
19268.955851436578	3	2	2	2
19284.092501751926	3	3	3	3
19299.229152067273	3	3	3	3
19314.36580238262	3	3	3	3
19329.50245269797	4	3	3	3
19344.639103013313	3	3	3	2
19359.77575332866	2	2	2	2
19374.912403644008	2	2	2	1
19390.049053959356	3	3	3	2
19405.185704274703	3	3	2	2
19420.32235459005	3	3	2	2
19435.459004905395	2	2	2	2
19450.595655220743	3	3	2	2
19465.73230553609	2	2	2	1
19480.868955851434	2	2	2	1
19496.005606166782	3	3	2	2
19511.14225648213	4	3	3	3
19526.278906797477	3	3	2	2
19541.415557112825	3	3	2	2
19556.552207428173	2	2	2	2
19571.688857743517	3	3	2	2
19586.825508058864	3	3	3	2
19601.962158374212	2	2	2	2
19617.09880868956	2	2	1	1
19632.235459004907	2	2	2	2
19647.37210932025	4	4	3	3
19662.5087596356	3	3	3	2
19677.645409950946	3	3	3	2
19692.78206026629	3	3	2	2
19707.918710581638	3	2	2	2
19723.055360896986	2	2	2	1
19738.192011212333	2	2	1	1
19753.32866152768	3	3	3	2
19768.46531184303	2	2	2	2
19783.601962158373	3	3	3	2
19798.73861247372	3	3	3	2
19813.875262789068	3	3	3	2
19829.011913104416	3	3	3	3
19844.148563419763	2	2	2	2
19859.285213735107	2	2	2	1
19874.421864050455	3	3	2	2
19889.558514365803	3	3	2	2
19904.695164681147	3	2	2	2
19919.831814996494	3	3	3	2
19934.968465311842	3	3	3	3
19950.10511562719	3	3	3	3
19965.241765942537	3	3	3	3
19980.378416257885	3	2	2	2
19995.515066573233	3	3	3	3
20010.651716888577	4	4	4	3
20025.788367203924	2	2	2	2
20040.925017519272	3	3	3	2
20056.06166783462	4	4	3	3
20071.198318149964	3	3	3	2
20086.33496846531	4	4	4	3
20101.47161878066	4	4	4	3
20116.608269096003	2	2	1	1
20131.74491941135	2	2	2	2
20146.8815697267	2	2	2	2
20162.018220042046	2	2	2	1
20177.154870357394	3	3	3	2
20192.29152067274	3	3	3	3
20207.42817098809	3	3	3	2
20222.564821303433	3	2	2	2
20237.70147161878	3	3	2	2
20252.838121934128	3	2	2	2
20267.974772249476	3	3	3	2
20283.11142256482	3	3	3	2
20298.248072880167	3	3	3	2
20313.384723195515	4	3	3	3
20328.521373510863	3	3	3	3
20343.658023826207	3	3	2	2
20358.794674141554	3	3	3	3
20373.931324456902	3	3	2	2
20389.06797477225	3	3	3	3
20404.204625087597	2	2	2	2
20419.341275402945	4	3	3	3
20434.477925718293	3	3	2	2
20449.614576033637	3	3	3	2
20464.751226348984	3	3	3	2
20479.887876664332	4	4	3	3
20495.024526979676	4	4	3	3
20510.161177295024	3	3	3	2
20525.29782761037	3	2	2	2
20540.43447792572	3	3	3	3
20555.571128241063	3	2	2	2
20570.70777855641	3	2	2	2
20585.84442887176	4	3	3	3
20600.981079187106	4	4	3	3
20616.117729502454	3	3	3	2
20631.2543798178	2	1	1	1
20646.39103013315	3	2	2	2
20661.527680448493	3	3	3	2
20676.66433076384	3	3	3	2
20691.80098107919	3	2	2	2
20706.937631394532	3	2	2	2
20722.07428170988	3	3	2	2
20737.210932025228	3	3	2	2
20752.347582340575	3	3	3	2
20767.484232655923	4	3	3	3
20782.620882971267	3	3	3	2
20797.757533286614	3	3	2	2
20812.894183601962	3	3	2	2
20828.03083391731	2	2	2	2
20843.167484232657	2	2	2	2
20858.304134548005	3	2	2	2
20873.44078486335	3	3	2	2
20888.577435178697	3	3	2	2
20903.714085494044	3	3	2	2
20918.85073580939	4	3	3	3
20933.987386124736	3	3	3	3
20949.124036440084	4	4	3	3
20964.26068675543	4	4	3	3
20979.39733707078	3	3	3	3
20994.533987386123	3	3	2	2
21009.67063770147	4	3	3	3
21024.80728801682	2	2	2	2
21039.943938332166	3	3	2	2
21055.080588647514	3	3	3	3
21070.21723896286	3	3	3	2
21085.353889278205	3	3	3	3
21100.490539593553	3	3	3	2
21115.6271899089	3	3	2	2
21130.763840224245	3	3	2	2
21145.900490539592	2	2	2	2
21161.03714085494	2	2	2	1
21176.173791170288	3	2	2	2
21191.310441485635	3	3	3	2
21206.447091800983	3	3	3	3
21221.583742116327	3	3	3	3
21236.720392431675	4	4	3	3
21251.857042747022	4	3	3	3
21266.99369306237	3	2	2	2
21282.130343377718	4	3	3	3
21297.26699369306	2	2	1	1
21312.40364400841	3	3	3	2
21327.540294323753	3	2	2	2
21342.6769446391	2	2	1	1
21357.81359495445	4	4	3	3
21372.950245269796	3	2	2	2
21388.086895585144	2	2	1	1
21403.22354590049	3	3	3	3
21418.36019621584	3	3	2	2
21433.496846531187	3	3	2	2
21448.63349684653	3	3	3	2
21463.77014716188	2	2	1	1
21478.906797477226	2	2	2	2
21494.043447792574	3	2	2	2
21509.180098107918	4	4	3	3
21524.316748423265	3	3	3	2
21539.453398738613	3	3	3	2
21554.590049053957	3	3	3	3
21569.726699369305	3	3	2	2
21584.863349684652	4	3	3	3
21600.0	3	3	2	2
21615.136650315348	2	2	2	2
21630.273300630695	3	3	2	2
21645.409950946043	3	3	2	2
21660.54660126139	2	2	2	1
21675.683251576735	2	2	2	1
21690.819901892082	3	3	3	2
21705.95655220743	3	2	2	2
21721.093202522774	2	2	2	2
21736.22985283812	3	2	2	2
21751.366503153466	3	2	2	2
21766.503153468813	2	2	2	2
21781.63980378416	2	2	2	1
21796.77645409951	2	2	2	1
21811.913104414856	3	3	2	2
21827.049754730204	2	2	2	1
21842.18640504555	3	3	3	2
21857.3230553609	2	2	1	1
21872.459705676247	3	3	3	3
21887.59635599159	3	3	3	2
21902.73300630694	3	3	3	3
21917.869656622286	4	4	3	3
21933.00630693763	3	2	2	2
21948.142957252978	3	2	2	2
21963.27960756832	3	3	2	2
21978.41625788367	3	2	2	2
21993.552908199017	3	3	3	2
22008.689558514365	4	4	3	3
22023.826208829712	3	2	2	2
22038.96285914506	2	2	2	2
22054.099509460408	3	3	3	3
22069.236159775755	3	3	2	2
22084.3728100911	3	3	2	2
22099.509460406447	2	2	1	1
22114.646110721795	2	2	1	1
22129.782761037142	2	2	1	1
22144.91941135249	2	2	1	1
22160.056061667834	2	1	1	1
22175.192711983178	3	3	2	2
22190.329362298526	2	2	2	1
22205.466012613873	2	2	2	1
22220.60266292922	3	2	2	2
22235.73931324457	4	4	4	3
22250.875963559916	3	3	3	3
22266.012613875264	4	4	3	3
22281.14926419061	3	3	3	2
22296.285914505956	3	3	3	2
22311.422564821303	2	2	2	2
22326.55921513665	3	3	2	2
22341.695865452	3	3	2	2
22356.832515767346	4	4	4	3
22371.96916608269	3	3	2	2
22387.105816398034	3	3	3	2
22402.242466713382	3	2	2	2
22417.37911702873	2	2	2	1
22432.515767344077	2	1	1	1
22447.652417659425	2	2	2	1
22462.789067974772	2	2	2	1
22477.92571829012	3	2	2	2
22493.062368605468	2	2	2	2
22508.19901892081	3	2	2	2
22523.33566923616	2	2	2	1
22538.472319551507	3	2	2	2
22553.608969866855	3	3	3	3
22568.745620182202	3	3	2	2
22583.88227049755	3	3	2	2
22599.01892081289	3	3	3	2
22614.155571128238	2	2	2	2
22629.292221443586	2	1	1	1
22644.428871758933	3	3	3	3
22659.56552207428	3	3	3	2
22674.70217238963	3	3	3	3
22689.838822704976	2	2	2	1
22704.975473020324	2	2	2	1
22720.112123335668	3	3	3	2
22735.248773651016	3	2	2	2
22750.385423966363	2	2	2	2
22765.52207428171	3	2	2	2
22780.65872459706	3	3	2	2
22795.795374912406	2	2	2	2
22810.932025227754	4	3	3	3
22826.068675543094	4	3	3	3
22841.205325858442	4	3	3	3
22856.34197617379	3	3	3	2
22871.478626489137	3	3	3	2
22886.615276804485	2	2	2	2
22901.751927119833	4	4	3	3
22916.88857743518	3	3	2	2
22932.025227750524	3	3	3	2
22947.161878065872	3	2	2	2
22962.29852838122	3	2	2	2
22977.435178696567	3	2	2	2
22992.571829011915	3	3	2	2
23007.708479327262	3	3	3	2
23022.84512964261	2	2	2	2
23037.98177995795	4	4	3	3
23053.118430273298	2	2	2	1
23068.255080588646	2	2	2	1
23083.391730903993	2	2	2	2
23098.52838121934	2	2	2	2
23113.66503153469	2	2	2	2
23128.801681850036	4	4	4	3
23143.93833216538	3	3	2	2
23159.074982480728	2	2	2	1
23174.211632796076	3	2	2	2
23189.348283111423	3	3	3	2
23204.48493342677	4	4	3	3
23219.62158374212	3	2	2	2
23234.758234057466	2	2	2	1
23249.894884372814	2	2	2	1
23265.031534688154	2	2	1	1
23280.168185003502	3	3	3	2
23295.30483531885	3	3	3	2
23310.441485634197	3	3	2	2
23325.578135949545	3	3	3	2
23340.714786264893	3	2	2	2
23355.851436580237	2	2	2	2
23370.988086895584	4	3	3	3
23386.124737210932	3	3	2	2
23401.26138752628	3	3	3	2
23416.398037841627	3	3	2	2
23431.534688156975	2	2	2	2
23446.671338472323	3	3	3	3
23461.80798878767	3	3	2	2
23476.94463910301	3	3	3	3
23492.08128941836	3	2	2	2
23507.217939733706	3	3	3	3
23522.354590049054	3	3	3	3
23537.4912403644	3	2	2	2
23552.62789067975	3	3	3	2
23567.764540995093	3	3	2	2
23582.90119131044	4	3	3	3
23598.037841625788	2	2	1	1
23613.174491941136	2	2	1	1
23628.311142256483	2	2	2	1
23643.44779257183	2	2	2	1
23658.58444288718	3	2	2	2
23673.721093202526	3	3	3	3
23688.85774351787	2	2	2	2
23703.994393833214	2	2	2	1
23719.131044148562	3	3	3	2
23734.26769446391	3	3	2	2
23749.404344779257	3	3	3	2
23764.540995094605	3	3	3	2
23779.67764540995	3	3	3	3
23794.814295725297	3	2	2	2
23809.950946040644	3	3	2	2
23825.087596355992	3	2	2	2
23840.22424667134	2	2	1	1
23855.360896986687	3	3	2	2
23870.497547302035	2	2	2	1
23885.634197617383	2	2	1	1
23900.770847932727	3	3	3	2
23915.90749824807	2	2	2	1
23931.04414856342	2	2	2	2
23946.180798878766	2	2	2	2
23961.317449194114	3	3	3	2
23976.454099509458	2	2	2	2
23991.590749824805	2	2	2	2
24006.727400140153	3	3	3	2
24021.8640504555	2	2	2	2
24037.00070077085	3	3	3	3
24052.137351086196	3	3	2	2
24067.274001401544	2	2	2	2
24082.41065171689	2	2	1	1
24097.54730203224	2	2	2	2
24112.683952347583	2	2	2	2
24127.82060266293	2	2	2	1
24142.957252978274	2	1	1	1
24158.093903293622	2	1	1	1
24173.23055360897	2	1	1	1
24188.367203924314	2	2	1	1
24203.50385423966	4	4	4	3
24218.64050455501	3	3	2	2
24233.777154870357	2	2	2	2
24248.913805185704	2	2	2	2
24264.050455501052	4	3	3	3
24279.1871058164	3	3	3	3
24294.323756131747	3	2	2	2
24309.460406447095	3	3	2	2
24324.59705676244	3	3	3	2
24339.733707077787	3	3	2	2
24354.870357393134	3	2	2	2
24370.00700770848	3	3	2	2
24385.143658023826	2	2	2	2
24400.28030833917	3	3	2	2
24415.416958654518	2	2	2	2
24430.553608969865	2	2	1	1
24445.690259285213	3	3	3	3
24460.82690960056	4	4	3	3
24475.96355991591	3	3	2	2
24491.100210231256	3	3	2	2
24506.236860546604	3	3	2	2
24521.373510861948	2	2	2	1
24536.510161177295	3	2	2	2
24551.646811492643	3	3	3	3
24566.78346180799	2	1	1	1
24581.920112123335	3	3	3	2
24597.056762438682	3	3	2	2
24612.193412754026	3	2	2	2
24627.330063069374	3	3	2	2
24642.46671338472	2	2	2	2
24657.60336370007	3	3	3	2
24672.740014015417	3	3	2	2
24687.876664330764	2	2	2	2
24703.013314646112	2	2	2	1
24718.14996496146	2	2	2	1
24733.286615276804	2	2	2	1
24748.42326559215	3	2	2	2
24763.5599159075	3	3	3	2
24778.696566222847	3	3	3	2
24793.833216538194	3	3	3	2
24808.96986685354	3	2	2	2
24824.106517168882	3	2	2	2
24839.24316748423	3	3	2	2
24854.379817799578	3	3	3	2
24869.516468114925	3	3	3	2
24884.653118430273	2	2	2	2
24899.78976874562	2	2	2	1
24914.92641906097	2	2	2	2
24930.063069376316	1	1	1	1
24945.19971969166	3	3	3	2
24960.336370007008	2	2	2	1
24975.473020322355	1	1	1	1
24990.609670637703	2	2	2	2
25005.74632095305	3	3	3	2
25020.882971268395	3	3	2	2
25036.01962158374	2	2	2	2
25051.156271899086	3	3	2	2
25066.292922214434	2	2	2	2
25081.42957252978	2	2	2	1
25096.56622284513	3	3	2	2
25111.702873160477	3	3	2	2
25126.839523475825	3	2	2	2
25141.976173791172	4	3	3	3
25157.112824106516	3	3	2	2
25172.249474421864	2	2	2	2
25187.38612473721	2	2	2	2
25202.52277505256	2	2	2	1
25217.659425367907	3	3	3	3
25232.796075683254	3	3	3	2
25247.932725998595	3	2	2	2
25263.069376313942	3	3	2	2
25278.20602662929	3	2	2	2
25293.342676944638	2	2	2	2
25308.479327259985	4	3	3	3
25323.615977575333	4	3	3	3
25338.75262789068	3	3	3	2
25353.88927820603	2	2	2	2
25369.025928521372	3	3	3	2
25384.16257883672	4	4	4	3
25399.299229152068	3	3	2	2
25414.435879467415	3	3	2	2
25429.572529782763	2	2	2	1
25444.70918009811	3	3	3	2
25459.84583041345	3	3	3	3
25474.9824807288	3	2	2	2
25490.119131044146	3	3	3	3
25505.255781359494	3	2	2	2
25520.39243167484	3	2	2	2
25535.52908199019	2	2	2	1
25550.665732305537	3	3	2	2
25565.802382620885	3	2	2	2
25580.93903293623	3	2	2	2
25596.075683251576	2	2	2	2
25611.212333566924	2	2	2	1
25626.34898388227	3	3	3	3
25641.48563419762	2	2	2	2
25656.622284512967	3	3	2	2
