Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 6959ac3358fafb2297a62052 - minikube	Unknown Heuristic - Run None (Profile ?) 6959ac3358fafb2297a62052 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 6959ac3358fafb2297a62052 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 6959ac3358fafb2297a62052 - minikube-m04
6632.352261369795	3	3	2	2
6642.542295572461	3	2	2	2
6652.752329842256	3	3	2	2
6652.9923306478195	3	2	2	2
6663.132364682659	3	2	2	2
6673.3523989860205	2	2	2	2
6683.602433390076	3	3	3	2
6693.77246752561	2	2	2	2
6703.922501594016	3	3	3	2
6704.162502399579	3	2	2	2
6714.382536702939	3	3	3	2
6724.6025710063	2	2	2	1
6734.8326053432265	3	3	3	2
6745.052639646587	2	2	2	2
6755.242673849252	3	3	3	2
6755.47267462125	3	3	3	2
6765.602708622525	4	3	3	3
6775.822742925885	3	3	3	3
6785.99277706142	4	3	3	3
6796.182811264085	3	3	3	2
6806.412845601011	2	2	2	2
6806.64284637301	2	2	2	2
6816.722880206458	2	2	2	2
6826.952914543384	3	3	2	2
6837.132948712484	2	2	2	1
6847.302982848019	4	3	3	3
6857.493017050685	3	3	3	2
6857.723017822683	3	3	3	2
6867.843051790393	3	3	2	2
6877.993085858797	3	3	3	2
6888.193120095027	3	3	3	3
6898.343154163432	3	3	3	3
6908.563188466793	3	2	2	2
6908.803189272356	2	2	2	2
6919.013223542152	3	3	3	2
6929.203257744816	4	3	3	3
6939.433292081742	2	2	2	2
6949.6833264858	3	3	3	3
6959.913360822725	3	3	3	3
6960.153361628288	3	2	2	2
6970.383395965214	2	2	2	2
6980.61343030214	3	3	3	3
6990.783464437674	2	2	2	1
7000.953498573209	2	2	2	1
7011.203532977266	3	2	2	2
7011.443533782829	2	2	2	1
7021.573567784104	2	1	1	1
7031.82360218816	4	3	3	3
7041.9736362565645	4	3	3	3
7052.103670257839	3	3	2	2
7062.333704594766	3	3	3	3
7062.5737054003275	3	3	3	2
7072.793739703689	3	3	3	3
7083.003773973484	2	2	2	1
7093.213808243279	1	1	1	1
7103.273842009598	1	1	1	1
7113.533876447219	3	3	3	3
7113.773877252783	3	2	2	2
7123.943911388318	2	2	2	2
7134.153945658114	3	3	3	3
7144.373979961474	4	3	3	3
7154.514013996314	4	4	4	3
7164.724048266109	2	2	2	1
7164.964049071672	2	1	1	1
7175.154083274338	2	2	2	1
7185.344117477003	3	3	2	2
7195.494151545408	3	3	2	2
7205.614185513117	3	3	2	2
7215.744219514392	2	2	2	2
7215.97422028639	2	2	2	2
7226.184254556185	3	3	3	3
7236.394288825982	3	3	3	2
7246.614323129342	2	2	2	2
7256.784357264876	3	3	2	2
7267.014391601802	3	3	2	2
7267.254392407366	2	2	2	1
7277.444426610032	3	2	2	2
7287.644460846262	2	2	2	2
7297.894495250317	3	2	2	2
7308.114529553679	3	3	2	2
7318.334563857038	3	3	2	2
7318.574564662603	2	2	2	2
7328.714598697442	2	2	2	1
7338.954633067933	3	3	2	2
7349.154667304164	2	2	1	1
7359.3347014732635	3	3	2	2
7369.56473581019	2	2	2	1
7369.794736582187	2	2	2	1
7380.004770851983	3	2	2	2
7390.214805121779	3	3	2	2
7400.384839257314	2	1	1	1
7410.61487359424	3	2	2	2
7420.844907931166	3	3	3	3
7421.08490873673	3	3	3	2
7431.30494304009	3	2	2	2
7441.494977242754	3	2	2	2
7451.7150115461145	4	4	3	3
7461.84504554739	3	3	3	2
7472.035079750054	2	2	2	2
7472.275080555619	2	1	1	1
7482.405114556893	2	2	2	1
7492.5951487595585	2	1	1	1
7502.865183230745	4	4	3	3
7513.09521756767	3	3	3	2
7523.295251803901	3	3	3	3
7523.535252609464	3	3	2	2
7533.685286677869	3	3	3	2
7543.885320914099	4	4	3	3
7554.0653550832	4	3	3	3
7564.255389285864	3	3	2	2
7574.44542348853	2	2	2	1
7574.6854242940935	2	2	1	1
7584.885458530324	3	2	2	2
7595.085492766554	3	3	3	2
7605.305527069914	4	3	3	3
7615.525561373275	3	3	3	2
7625.73559564307	3	3	2	2
7625.975596448635	2	2	2	2
7636.1556306177345	2	2	2	1
7646.265664551878	3	2	2	2
7656.415698620283	3	3	3	2
7666.5557326551225	2	2	2	1
7676.755766891353	3	3	2	2
7676.995767696917	2	2	2	2
7687.155801798887	2	2	1	1
7697.395836169378	3	3	2	2
7707.535870204217	3	3	2	2
7717.745904474013	2	2	1	1
7727.995938878069	3	3	3	3
7728.235939683633	3	2	2	2
7738.345973617776	3	2	2	2
7748.526007786877	3	2	2	2
7758.6960419224115	3	3	3	2
7768.896076158641	3	3	3	2
7779.086110361307	4	4	3	3
7779.32611116687	3	3	3	3
7789.48614526884	2	2	2	2
7799.72617963933	3	3	3	3
7809.926213875562	3	3	2	2
7820.126248111793	4	4	3	3
7830.296282247327	3	2	2	2
7830.526283019325	3	2	2	2
7840.666317054165	3	2	2	2
7850.85635125683	3	3	3	3
7861.05638549306	3	2	2	2
7871.226419628596	2	2	2	1
7881.406453797696	3	3	2	2
7881.646454603259	2	2	2	2
7891.84648883949	3	3	3	3
7901.986522874328	2	2	2	1
7912.16655704343	2	2	2	2
7922.356591246094	3	3	3	2
7932.52662538163	2	2	2	1
7932.756626153628	2	2	2	1
7942.996660524119	4	3	3	3
7953.186694726784	3	2	2	2
7963.286728627362	3	3	2	2
7973.426762662203	3	3	3	3
7983.606796831302	3	2	2	2
7983.8467976368665	2	2	2	1
7994.0568319066615	2	2	2	1
8004.296866277152	3	3	3	3
8014.516900580514	3	3	2	2
8024.706934783178	4	4	4	3
8034.9269690865385	3	2	2	2
8035.166969892102	2	2	2	2
8045.387004195462	3	3	3	3
8055.6170385323885	2	2	2	1
8065.87707297001	4	3	3	3
8076.05710713911	2	2	1	1
8086.23714130821	3	2	2	2
8086.477142113775	2	2	2	1
8096.637176215743	3	3	2	2
8106.807210351279	3	3	2	2
8117.007244587509	3	2	2	2
8127.217278857304	3	2	2	2
8137.397313026405	2	2	2	2
8137.637313831968	2	2	2	1
8147.797347933938	3	2	2	2
8158.017382237299	4	3	3	3
8168.197416406399	3	3	3	2
8178.3174503741075	3	3	3	2
8188.517484610338	4	4	4	3
8188.757485415902	3	3	3	3
8198.907519484304	4	3	3	3
8209.1175537541	2	2	2	2
8219.287587889634	3	2	2	2
8229.527622260126	3	3	3	3
8239.767656630618	3	3	3	3
8240.007657436181	3	2	2	2
8250.18769160528	3	3	2	2
8260.40772590864	3	2	2	2
8270.627760212003	2	2	2	2
8280.827794448232	3	2	2	2
8291.027828684462	3	3	2	2
8291.267829490027	3	2	2	2
8301.407863524866	3	2	2	2
8311.637897861792	4	4	4	3
8321.847932131586	3	3	2	2
8332.087966502078	3	2	2	2
8342.278000704744	3	3	2	2
8342.508001476743	3	3	2	2
8352.668035578712	2	2	2	1
8362.838069714247	3	2	2	2
8373.038103950477	3	2	2	2
8383.278138320968	4	4	3	3
8393.438172422937	4	3	3	3
8393.678173228502	3	3	2	2
8403.888207498298	3	3	2	2
8414.068241667397	2	2	2	1
8424.278275937193	4	3	3	3
8434.498310240553	3	3	3	2
8444.658344342522	3	2	2	2
8444.888345114521	3	2	2	2
8455.058379250057	3	3	2	2
8465.228413385592	2	2	2	1
8475.428447621822	3	2	2	2
8485.618481824487	2	2	2	1
8495.828516094281	2	2	1	1
8496.058516866282	2	2	1	1
8506.288551203206	3	2	2	2
8516.39858513735	3	3	3	2
8526.568619272884	3	3	3	2
8536.69865327416	3	2	2	2
8546.89868751039	3	3	3	3
8547.138688315954	3	3	3	2
8557.34872258575	2	2	2	1
8567.56875688911	2	2	1	1
8577.8087912596	3	3	3	3
8588.008825495832	4	4	3	3
8598.188859664931	2	2	2	2
8598.428860470494	2	2	2	1
8608.638894740292	2	2	2	2
8618.85892904365	3	3	3	3
8629.048963246316	3	3	2	2
8639.288997616808	2	2	2	2
8649.489031853038	3	3	2	2
8649.729032658603	2	2	2	2
8659.9090668277	2	2	2	1
8670.159101231759	3	3	3	3
8680.359135467988	3	3	2	2
8690.559169704218	3	3	3	2
8700.699203739057	2	2	2	1
8700.939204544622	2	1	1	1
8711.159238847982	3	3	3	3
8721.339273017082	3	2	2	2
8731.549307286878	4	3	3	3
8741.739341489543	3	3	3	2
8751.889375557948	3	3	3	2
8752.129376363511	3	3	2	2
8762.349410666871	3	3	3	3
8772.509444768843	3	3	3	2
8782.699478971508	3	2	2	2
8792.869513107042	2	2	1	1
8803.019547175445	3	2	2	2
8803.249547947446	3	2	2	2
8813.4995823515	3	3	3	2
8823.689616554166	3	3	3	2
8833.889650790397	4	3	3	3
8844.109685093757	3	3	2	2
8854.25971916216	3	3	2	2
8854.489719934161	3	3	2	2
8864.639754002565	2	2	2	2
8874.799788104534	3	3	3	2
8884.959822206505	3	3	2	2
8895.119856308474	3	2	2	2
8905.3498906454	3	3	3	2
8905.589891450963	3	2	2	2
8915.81992578789	3	3	3	3
8925.99995995699	2	1	1	1
8936.209994226785	3	3	3	2
8946.370028328754	3	3	3	3
8956.54006246429	3	2	2	2
8956.780063269853	2	2	2	1
8967.010097606779	3	3	3	3
8977.240131943705	3	3	3	2
8987.43016614637	2	2	2	2
8997.660200483295	4	3	3	3
9007.870234753093	2	2	2	2
9008.110235558655	2	1	1	1
9018.220269492798	2	2	2	2
9028.410303695464	4	3	3	3
9038.60033789813	3	3	2	2
9048.790372100795	3	3	2	2
9058.9404061692	2	2	2	2
9059.180406974763	2	1	1	1
9069.350441110299	3	2	2	2
9079.580475447225	2	2	2	2
9089.770509649888	3	3	3	2
9099.960543852554	3	2	2	2
9110.100577887395	3	3	2	2
9110.340578692956	3	2	2	2
9120.480612727797	3	3	2	2
9130.67064693046	3	3	3	3
9140.850681099562	2	2	2	1
9151.060715369358	4	4	3	3
9161.240749538458	2	2	2	2
9161.48075034402	2	2	2	1
9171.700784647383	3	3	3	2
9181.880818816482	3	3	3	2
9192.070853019148	3	3	2	2
9202.260887221813	3	3	3	2
9212.450921424477	2	2	2	2
9212.69092223004	2	2	1	1
9222.800956164185	2	2	1	1
9233.050990568241	3	2	2	2
9243.191024603082	3	3	3	2
9253.381058805746	3	3	3	3
9263.51109280702	3	3	3	2
9263.751093612584	3	3	2	2
9273.951127848813	3	3	3	2
9284.131162017915	3	3	2	2
9294.311196187015	3	3	3	2
9304.471230288984	3	3	3	2
9314.671264525214	3	3	3	3
9314.911265330778	3	3	2	2
9325.141299667705	3	3	2	2
9335.321333836804	3	3	2	2
9345.461367871645	2	2	2	2
9355.7114022757	3	3	3	3
9365.941436612626	2	2	2	1
9366.171437384624	2	2	2	1
9376.351471553724	3	3	2	2
9386.54150575639	2	2	2	2
9396.731539959053	4	3	3	3
9406.951574262415	3	2	2	2
9417.131608431517	3	3	2	2
9417.37160923708	2	2	2	1
9427.501643238353	2	1	1	1
9437.701677474583	2	2	1	1
9447.851711542988	3	2	2	2
9458.11174598061	4	3	3	3
9468.281780116145	4	4	4	3
9468.521780921708	4	3	3	3
9478.741815225068	3	3	3	2
9488.951849494864	3	3	3	2
9499.16188376466	2	2	2	2
9509.38191806802	2	2	2	2
9519.62195243851	3	2	2	2
9519.861953244075	2	2	2	1
9530.081987547435	3	3	2	2
9540.322021917927	2	2	2	1
9550.502056087027	2	2	2	2
9560.6320900883	3	2	2	2
9570.822124290966	3	3	2	2
9571.052125062964	3	3	2	2
9581.192159097804	3	3	2	2
9591.372193266903	4	3	3	3
9601.562227469569	3	3	3	3
9611.74226163867	4	4	4	3
9621.952295908464	4	4	3	3
9622.192296714029	3	3	3	2
9632.322330715304	3	3	3	3
9642.452364716577	3	3	3	2
9652.652398952809	3	3	2	2
9662.802433021214	3	3	3	2
9673.012467291008	2	2	1	1
9673.252468096573	1	1	1	1
9683.432502265672	3	3	2	2
9693.652536569032	3	2	2	2
9703.882570905958	3	3	2	2
9714.052605041494	2	2	2	2
9724.182639042767	2	2	2	1
9724.422639848332	2	1	1	1
9734.622674084561	2	2	1	1
9744.852708421487	3	3	2	2
9755.032742590587	3	3	3	3
9765.262776927513	2	2	1	1
9775.51281133157	3	3	2	2
9775.752812137132	2	2	2	2
9785.972846440493	4	3	3	3
9796.102880441767	3	3	3	2
9806.34291481226	4	3	3	3
9816.482948847099	3	3	3	2
9826.622982881938	4	3	3	3
9826.8629836875	3	3	3	2
9837.023017789472	4	3	3	3
9847.203051958571	3	2	2	2
9857.403086194801	2	2	2	1
9867.573120330337	3	2	2	2
9877.813154700827	3	3	3	2
9878.053155506392	3	2	2	2
9888.223189641925	3	3	2	2
9898.31322350894	3	3	2	2
9908.523257778736	3	3	3	2
9918.703291947835	4	3	3	3
9928.913326217631	2	2	2	1
9929.14332698963	2	2	2	1
9939.283361024469	2	2	2	2
9949.433395092872	2	2	2	1
9959.623429295538	2	2	1	1
9969.8434635989	2	2	2	1
9980.06349790226	3	3	3	2
9980.303498707823	3	2	2	2
9990.463532809794	2	1	1	1
10000.703567180284	4	3	3	3
10010.89360138295	3	3	3	2
10021.083635585615	3	2	2	2
10031.303669888975	3	3	3	3
10031.543670694538	3	2	2	2
10041.78370506503	4	4	4	3
10051.993739334825	4	3	3	3
10062.153773436796	3	3	3	3
10072.38380777372	2	2	2	2
10082.543841875691	3	3	3	2
10082.773842647688	3	3	3	2
10092.983876917486	3	3	3	2
10103.173911120151	2	2	2	2
10113.343945255685	3	3	2	2
10123.47397925696	2	2	2	2
10133.71401362745	3	3	3	3
10133.954014433015	3	2	2	2
10144.134048602114	3	2	2	2
10154.304082737648	3	3	2	2
10164.48411690675	3	3	3	3
10174.68415114298	2	2	2	2
10184.914185479905	3	3	3	2
10185.154186285468	3	3	2	2
10195.364220555264	2	1	1	1
10205.484254522975	2	1	1	1
10215.724288893465	3	3	3	3
10225.864322928304	3	2	2	2
10236.09435726523	2	2	2	1
10236.334358070793	2	2	1	1
10246.554392374153	4	3	3	3
10256.744426576819	3	3	3	3
10266.934460779485	4	4	4	4
10277.114494948584	3	2	2	2
10287.354529319075	4	3	3	3
10287.59453012464	3	3	3	2
10297.79456436087	3	3	3	2
10307.884598227884	3	3	3	2
10318.104632531244	2	1	1	1
10328.344666901736	3	3	3	2
10338.524701070835	3	3	2	2
10338.754701842834	3	3	2	2
10348.964736112628	3	3	3	3
10359.20477048312	3	3	2	2
10369.434804820046	4	4	4	4
10379.56483882132	4	4	4	3
10389.72487292329	3	3	3	3
10389.964873728853	3	3	2	2
10400.104907763693	3	3	2	2
10410.334942100619	2	2	2	2
10420.564976437545	3	3	2	2
10430.705010472384	2	2	2	2
10440.91504474218	3	3	3	2
10441.155045547743	2	2	2	2
10451.335079716844	3	3	2	2
10461.56511405377	2	2	2	1
10471.775148323564	2	1	1	1
10481.935182425534	2	2	1	1
10492.175216796026	3	3	3	3
10492.415217601589	3	2	2	2
10502.645251938515	3	3	3	3
10512.81528607405	3	2	2	2
10523.045320410976	3	3	2	2
10533.245354647206	4	4	3	3
10543.465388950566	3	3	2	2
10543.70538975613	2	2	2	2
10553.88542392523	2	2	2	1
10564.075458127894	3	3	3	3
10574.235492229865	3	2	2	2
10584.465526566792	3	3	3	2
10594.655560769457	3	3	3	2
10594.89556157502	3	3	2	2
10605.11559587838	4	4	4	4
10615.31563011461	3	3	3	3
10625.475664216581	4	4	4	4
10635.65569838568	3	3	3	3
10645.845732588346	3	2	2	2
10646.08573339391	2	2	2	2
10656.28576763014	4	3	3	3
10666.495801899935	2	2	2	2
10676.715836203297	3	3	2	2
10686.875870305266	3	2	2	2
10697.105904642192	2	2	2	1
10697.33590541419	2	2	2	1
10707.41593924764	2	2	2	1
10717.67597368526	3	3	3	2
10727.87600792149	2	2	2	1
10738.096042224852	2	2	2	1
10748.326076561776	2	2	2	2
10748.566077367339	2	2	1	1
10758.716111435744	2	2	2	1
10768.966145839802	4	4	4	4
10779.096179841075	4	4	4	3
10789.316214144435	3	2	2	2
10799.496248313537	3	2	2	2
10799.726249085534	3	2	2	2
10809.9162832882	3	3	2	2
10820.136317591561	3	2	2	2
10830.316351760659	3	3	3	3
10840.546386097585	3	3	2	2
10850.67642009886	3	2	2	2
10850.916420904423	2	2	2	1
10861.0464549057	1	1	1	1
10871.286489276188	3	3	2	2
10881.476523478856	3	3	3	3
10891.62655754726	3	3	3	3
10901.816591749925	3	3	3	2
10902.046592521923	3	3	3	2
10912.236626724589	4	4	4	3
10922.406660860122	4	3	3	3
10932.586695029224	1	1	1	1
10942.846729466844	3	3	3	3
10953.046763703076	3	3	3	3
10953.286764508639	3	2	2	2
10963.456798644173	3	2	2	2
10973.51683241049	3	2	2	2
10983.71686664672	3	2	2	2
10993.886900782256	3	3	3	2
11004.056934917793	2	2	2	2
11004.28693568979	2	2	2	2
11014.516970026716	4	3	3	3
11024.677004128687	3	3	3	2
11034.897038432047	3	3	2	2
11045.077072601147	3	3	3	2
11055.297106904507	2	1	1	1
11055.527107676508	2	1	1	1
11065.63714161065	2	1	1	1
11075.83717584688	3	2	2	2
11085.97720988172	3	3	3	2
11096.15724405082	3	3	3	2
11106.327278186354	2	2	2	1
11106.557278958355	2	2	2	1
11116.727313093888	2	2	2	2
11126.937347363684	3	3	3	3
11137.117381532784	2	2	2	2
11147.247415534059	2	2	2	1
11157.42744970316	2	2	2	1
11157.657450475157	2	2	2	1
11167.82748461069	2	2	2	2
11178.017518813358	3	2	2	2
11188.217553049588	3	3	2	2
11198.39758721869	1	1	1	1
11208.637621589178	3	3	2	2
11208.867622361176	3	3	2	2
11219.097656698103	3	3	3	2
11229.287690900768	2	2	2	2
11239.517725237694	3	3	3	3
11249.717759473924	2	2	2	2
11259.937793777284	3	3	2	2
11260.177794582849	2	2	2	2
11270.357828751947	3	3	3	3
11280.49786278679	2	2	2	2
11290.657896888757	2	2	2	1
11300.907931292813	3	3	2	2
11311.007965193392	2	2	2	1
11311.247965998955	1	1	1	1
11321.39800006736	2	2	2	1
11331.61803437072	3	3	3	2
11341.808068573388	3	3	3	3
11352.008102809617	3	3	3	3
11362.128136777326	3	3	3	3
11362.36813758289	3	3	2	2
11372.4881715506	3	3	2	2
11382.6682057197	3	3	3	2
11392.898240056626	3	3	2	2
11403.118274359986	2	2	2	2
11413.288308495521	1	1	1	1
11413.51830926752	1	1	1	1
11423.698343436618	2	2	1	1
11433.93837780711	3	3	2	2
11444.168412144036	2	2	1	1
11454.388446447396	3	3	2	2
11464.538480515801	3	2	2	2
11464.7684812878	3	2	2	2
11474.908515322639	3	2	2	2
11485.068549424608	2	2	1	1
11495.318583828666	4	3	3	3
11505.518618064896	3	3	3	2
11515.72865233469	3	3	3	3
11515.968653140255	3	3	3	2
11526.108687175094	3	3	3	3
11536.298721377758	3	3	3	2
11546.49875561399	3	3	3	2
11556.728789950916	2	2	2	1
11566.918824153581	2	2	1	1
11567.148824925578	2	2	1	1
11577.298858993983	2	2	2	1
11587.458893095954	2	2	2	2
11597.698927466445	2	2	2	2
11607.90896173624	3	2	2	2
11617.998995603255	3	2	2	2
11618.238996408816	2	2	2	2
11628.409030544351	2	2	2	1
11638.619064814147	4	3	3	3
11648.849099151073	4	3	3	3
11659.019133286609	4	3	3	3
11669.199167455708	3	3	2	2
11669.439168261271	2	2	2	1
11679.669202598197	3	2	2	2
11689.889236901558	3	2	2	2
11700.069271070659	3	2	2	2
11710.309305441151	3	3	3	3
11720.44933947599	2	2	2	1
11720.679340247987	2	2	2	1
11730.889374517783	3	2	2	2
11741.099408787579	3	2	2	2
11751.269442923114	3	2	2	2
11761.459477125778	3	2	2	2
11771.609511194183	3	2	2	2
11771.849511999746	2	2	2	2
11781.999546068151	2	2	1	1
11792.259580505774	3	3	3	2
11802.459614742003	4	3	3	3
11812.6696490118	2	2	2	2
11822.829683113769	2	2	1	1
11823.059683885767	2	2	1	1
11833.209717954172	3	3	2	2
11843.369752056142	3	2	2	2
11853.549786225241	3	3	3	2
11863.68982026008	3	2	2	2
11873.88985449631	2	1	1	1
11874.129855301873	1	1	1	1
11884.289889403844	2	2	2	1
11894.469923572946	3	3	2	2
11904.65995777561	2	2	2	1
11914.909992179666	3	3	2	2
11925.110026415896	3	3	3	2
11925.35002722146	2	2	2	2
11935.51006132343	3	3	3	3
11945.680095458963	3	2	2	2
11955.880129695195	3	3	2	2
11966.07016389786	3	2	2	2
11976.260198100526	3	3	3	2
11976.490198872525	3	3	3	2
11986.670233041623	3	2	2	2
11996.900267378549	3	2	2	2
12007.110301648345	3	3	2	2
12017.270335750316	3	2	2	2
12027.490370053676	2	2	1	1
12027.720370825673	2	2	1	1
12037.960405196165	3	3	2	2
12048.200439566657	3	2	2	2
12058.440473937148	4	4	3	3
12068.630508139813	4	3	3	3
12078.840542409607	3	3	3	3
12079.080543215172	3	3	2	2
12089.260577384272	3	2	2	2
12099.480611687633	3	3	3	3
12109.71064602456	2	2	2	2
12119.960680428614	3	3	2	2
12130.170714698408	2	2	2	2
12130.410715503975	2	2	1	1
12140.630749807335	3	3	3	2
12150.800783942868	3	2	2	2
12161.000818179098	3	3	3	2
12171.220852482458	3	3	2	2
12181.330886416605	3	3	3	2
12181.570887222168	2	2	2	2
12191.81092159266	3	3	3	2
12201.990955761758	2	2	1	1
12212.23099013225	4	3	3	3
12222.421024334913	3	3	3	2
12232.591058470449	2	2	1	1
12232.821059242448	2	2	1	1
12243.001093411549	2	2	1	1
12253.181127580649	2	2	2	2
12263.351161716184	1	1	1	1
12273.591196086674	3	3	3	2
12283.761230222208	2	2	2	2
12284.001231027774	2	1	1	1
12294.201265264004	3	2	2	2
12304.43129960093	3	3	2	2
12314.57133363577	2	2	1	1
12324.841368106954	3	3	3	3
12335.05140237675	4	4	4	3
12335.291403182313	3	3	3	3
12345.501437452109	3	2	2	2
12355.651471520514	3	3	3	2
12365.871505823874	4	3	3	3
12376.04153995941	3	3	3	2
12386.271574296336	4	4	3	3
12386.511575101898	3	3	3	3
12396.681609237436	3	3	2	2
12406.821643272275	2	2	2	1
12417.021677508505	3	3	3	2
12427.19171164404	2	2	2	1
12437.37174581314	3	3	2	2
12437.611746618702	2	2	2	2
12447.781780754238	3	3	2	2
12457.971814956902	3	3	2	2
12468.191849260264	3	2	2	2
12478.381883462927	3	3	3	2
12488.611917799853	3	3	3	3
12488.851918605416	3	2	2	2
12499.081952942342	4	4	3	3
12509.241987044314	3	3	3	2
12519.482021414804	4	4	3	3
12529.662055583904	4	4	4	3
12539.79208958518	3	3	3	3
12540.032090390743	3	3	2	2
12550.19212449271	2	2	2	1
12560.402158762508	3	3	2	2
12570.592192965174	2	2	2	2
12580.782227167838	3	3	2	2
12590.972261370503	4	3	3	3
12591.212262176068	3	3	2	2
12601.392296345166	2	2	2	2
12611.572330514267	3	2	2	2
12621.732364616239	2	2	2	1
12631.962398953165	3	3	3	2
12642.102432988004	3	3	3	3
12642.342433793567	3	3	2	2
12652.492467861972	2	2	2	2
12662.702502131768	3	3	3	2
12672.942536502256	4	4	4	4
12683.162570805616	2	2	2	2
12693.342604974718	3	2	2	2
12693.58260578028	2	2	2	1
12703.772639982946	2	2	2	2
12714.012674353437	4	4	4	3
12724.192708522538	2	2	2	1
12734.392742758768	3	3	3	2
12744.57277692787	3	3	3	2
12744.81277773343	2	2	2	2
12754.91281163401	3	3	2	2
12765.102845836675	3	3	3	2
12775.282880005776	3	3	3	2
12785.462914174877	2	2	1	1
12795.642948343977	3	2	2	2
12795.88294914954	2	2	2	2
12806.08298338577	2	2	2	2
12816.283017622001	2	2	1	1
12826.543052059622	3	3	3	2
12836.673086060895	3	2	2	2
12846.84312019643	3	2	2	2
12847.073120968429	3	2	2	2
12857.283155238225	3	3	2	2
12867.483189474457	4	4	3	3
12877.65322360999	2	2	2	2
12887.89325798048	3	3	3	3
12898.043292048886	3	3	3	2
12898.28329285445	3	2	2	2
12908.513327191376	4	4	3	3
12918.72336146117	2	2	2	2
12928.9233956974	3	3	2	2
12939.083429799372	4	4	3	3
12949.293464069166	2	2	2	2
12949.53346487473	2	1	1	1
12959.683498943134	3	3	2	2
12969.903533246495	3	3	2	2
12980.123567549856	3	3	2	2
12990.373601953912	3	3	3	3
13000.583636223708	3	3	3	3
13000.82363702927	3	2	2	2
13011.003671198372	2	2	2	1
13021.253705602427	3	2	2	2
13031.403739670832	3	3	3	3
13041.533773672107	3	2	2	2
13051.673807706946	2	2	2	2
13051.903808478943	2	2	2	2
13062.123842782305	2	2	2	1
13072.343877085665	2	2	2	2
13082.57391142259	3	3	2	2
13092.823945826647	4	4	3	3
13103.043980130009	3	2	2	2
13103.273980902006	3	2	2	2
13113.494015205366	3	2	2	2
13123.6940494416	3	3	3	3
13133.874083610697	4	3	3	3
13144.084117880493	2	2	2	1
13154.234151948898	2	2	2	1
13154.464152720895	2	2	2	1
13164.624186822866	2	2	2	2
13174.81422102553	3	2	2	2
13185.024255295328	2	2	2	2
13195.274289699382	3	3	3	2
13205.504324036308	3	3	2	2
13205.744324841871	2	2	2	2
13215.934359044539	2	2	2	2
13226.134393280769	4	3	3	3
13236.344427550563	4	4	3	3
13246.504461652534	4	3	3	3
13256.684495821633	4	3	3	3
13256.91449659363	4	3	3	3
13267.074530695601	3	2	2	2
13277.304565032528	3	3	2	2
13287.474599168063	2	2	2	1
13297.604633169336	2	2	2	2
13307.734667170611	2	2	1	1
13307.96466794261	2	2	1	1
13318.194702279536	3	3	3	3
13328.414736582896	4	3	3	3
13338.634770886256	3	3	2	2
13348.76480488753	3	2	2	2
13358.944839056632	3	2	2	2
13359.184839862195	2	2	2	1
13369.424874232685	4	4	4	3
13379.624908468915	3	3	3	3
13389.864942839407	2	2	2	2
13400.064977075637	3	2	2	2
13410.195011076912	3	3	2	2
13410.425011848909	3	3	2	2
13420.565045883748	3	3	3	3
13430.755080086416	3	2	2	2
13440.94511428908	3	3	2	2
13451.12514845818	2	2	2	2
13461.355182795107	3	3	3	2
13461.585183567106	3	3	3	2
13471.715217568379	3	3	3	3
13481.935251871739	3	3	3	3
13492.145286141535	3	3	2	2
13502.365320444895	3	2	2	2
13512.565354681125	3	3	3	2
13512.80535548669	3	3	2	2
13523.04538985718	3	3	3	3
13533.265424160541	3	3	2	2
13543.42545826251	3	2	2	2
13553.56549229735	3	3	3	2
13563.775526567146	3	3	3	2
13564.015527372709	2	2	2	2
13574.19556154181	3	3	3	3
13584.325595543085	3	3	3	2
13594.555629880011	4	4	4	3
13604.725664015545	4	3	3	3
13614.905698184644	2	2	2	1
13615.145698990209	2	2	1	1
13625.345733226439	2	2	2	2
13635.605767664061	4	4	3	3
13645.735801665334	3	3	3	3
13655.86583566661	3	3	3	2
13666.035869802145	3	2	2	2
13666.275870607707	2	2	2	2
13676.495904911068	3	3	3	2
13686.58593877808	3	3	3	2
13696.715972779357	3	3	2	2
13706.876006881324	4	4	3	3
13717.096041184686	2	2	2	2
13717.33604199025	2	2	2	1
13727.45607595796	2	2	2	2
13737.65611019419	3	3	2	2
13747.866144463986	3	3	3	2
13758.016178532389	3	3	3	2
13768.196212701489	4	3	3	3
13768.436213507055	3	3	2	2
13778.616247676153	3	3	3	2
13788.796281845254	2	1	1	1
13799.046316249309	3	3	3	3
13809.236350451976	3	3	3	2
13819.376384486815	3	2	2	2
13819.606385258814	3	2	2	2
13829.746419293653	2	2	2	2
13839.956453563447	3	2	2	2
13850.146487766113	3	2	2	2
13860.346522002344	3	3	2	2
13870.57655633927	3	2	2	2
13870.816557144833	2	2	2	2
13880.996591313933	2	2	2	2
13891.186625516597	2	1	1	1
13901.406659819957	2	2	2	2
13911.636694156883	3	3	2	2
13921.776728191726	2	2	2	2
13922.006728963723	2	2	2	2
13932.196763166388	3	3	2	2
13942.396797402618	3	3	3	3
13952.626831739544	4	4	3	3
13962.79686587508	3	3	3	2
13972.916899842789	3	3	3	2
13973.156900648351	2	2	2	2
