Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695845335fab039b83473150 - minikube	Unknown Heuristic - Run None (Profile ?) 695845335fab039b83473150 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695845335fab039b83473150 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695845335fab039b83473150 - minikube-m04
6887.963119323037	3	3	2	2
6898.023153089355	3	3	2	2
6908.223187325586	3	3	2	2
6908.46318813115	2	2	2	1
6918.633222266684	2	2	2	2
6928.813256435785	2	2	2	2
6938.983290571319	3	3	2	2
6949.2233249418105	4	3	3	3
6959.423359178041	4	4	3	3
6959.663359983605	4	3	3	3
6969.883394286965	3	3	3	2
6980.103428590326	4	3	3	3
6990.263462692295	3	3	3	2
7000.433496827831	2	2	2	2
7010.6135309969295	2	2	1	1
7010.843531768929	2	2	1	1
7020.993565837333	3	2	2	2
7031.2236001742585	3	3	3	3
7041.44363447762	3	3	3	2
7051.64366871385	2	2	2	2
7061.8037028158205	2	2	1	1
7062.033703587818	2	2	1	1
7072.273737958309	3	3	2	2
7082.473772194539	4	3	3	3
7092.7038065314655	3	2	2	2
7102.893840734131	4	3	3	3
7113.063874869666	3	2	2	2
7113.303875675229	2	2	1	1
7123.483909844329	3	3	3	2
7133.653943979865	2	2	2	2
7143.843978182529	2	2	2	1
7154.074012519455	3	3	2	2
7164.274046755685	4	4	3	3
7164.51404756125	4	3	3	3
7174.684081696784	2	2	1	1
7184.91411603371	2	2	2	2
7195.154150404201	3	2	2	2
7205.364184673996	3	2	2	2
7215.514218742401	2	2	2	2
7215.7542195479655	2	2	2	1
7226.004253952021	4	4	3	3
7236.174288087555	3	2	2	2
7246.364322290221	2	2	2	1
7256.52435639219	2	1	1	1
7266.724390628421	2	2	2	2
7266.95439140042	2	2	2	2
7277.124425535955	3	3	3	2
7287.3644599064455	3	3	2	2
7297.554494109111	3	3	2	2
7307.764528378906	3	2	2	2
7317.914562447311	3	2	2	2
7318.144563219309	3	2	2	2
7328.314597354844	2	2	2	2
7338.46463142325	2	2	2	1
7348.664665659479	3	3	3	2
7358.8146997278845	3	3	3	2
7368.964733796289	4	4	3	3
7369.204734601853	3	3	3	3
7379.374768737387	3	3	3	3
7389.5448028729215	2	2	2	1
7399.794837276979	4	4	3	3
7409.924871278253	3	3	3	3
7420.104905447352	4	4	4	3
7420.344906252916	4	3	3	3
7430.514940388451	4	4	4	3
7440.694974557551	2	2	2	1
7450.9450089616075	4	4	3	3
7461.1550432314025	3	3	2	2
7471.385077568329	2	1	1	1
7471.625078373892	1	1	1	1
7481.865112744383	3	2	2	2
7492.085147047745	2	2	2	2
7502.29518131754	2	2	2	1
7512.5052155873345	4	4	3	3
7522.685249756435	4	4	4	3
7522.925250561998	4	3	3	3
7533.135284831795	3	2	2	2
7543.375319202285	3	3	3	3
7553.605353539211	3	3	2	2
7563.805387775441	3	3	2	2
7574.015422045237	3	3	3	2
7574.2454228172355	3	3	3	2
7584.475457154161	3	3	3	3
7594.63549125613	3	3	3	2
7604.855525559492	3	3	3	2
7615.045559762157	3	3	3	3
7625.225593931256	3	2	2	2
7625.455594703256	3	2	2	2
7635.64562890592	3	2	2	2
7645.825663075021	3	3	2	2
7656.025697311251	2	2	2	1
7666.275731715306	4	4	3	3
7676.495766018667	4	3	3	3
7676.73576682423	3	3	3	3
7686.875800859071	4	4	3	3
7697.075835095301	2	2	2	2
7707.255869264401	3	3	2	2
7717.475903567762	2	2	2	2
7727.625937636167	3	2	2	2
7727.86593844173	2	2	2	2
7738.015972510135	3	2	2	2
7748.156006544974	3	3	2	2
7758.326040680509	2	2	1	1
7768.436074614653	2	2	2	2
7778.636108850883	3	2	2	2
7778.8661096228825	3	2	2	2
7789.086143926243	4	4	3	3
7799.286178162472	3	3	3	2
7809.456212298008	2	2	2	1
7819.656246534239	3	2	2	2
7829.876280837599	2	2	2	1
7830.116281643163	2	2	1	1
7840.346315980089	3	3	3	2
7850.516350115624	3	2	2	2
7860.766384519679	3	3	3	3
7870.966418755909	3	2	2	2
7881.2064531264	3	2	2	2
7881.436453898399	3	2	2	2
7891.556487866109	2	2	2	2
7901.756522102339	3	3	3	3
7911.9565563385695	2	2	1	1
7922.21659077619	4	3	3	3
7932.426625045986	2	2	2	2
7932.666625851549	2	2	2	1
7942.856660054214	3	3	3	2
7953.036694223315	3	3	3	2
7963.22672842598	3	3	2	2
7973.416762628645	2	2	2	2
7983.656796999136	4	3	3	3
7983.886797771135	4	3	3	3
7994.086832007365	4	3	3	3
8004.266866176465	4	4	3	3
8014.396900177739	4	3	3	3
8024.566934313275	3	3	2	2
8034.736968448809	2	2	2	1
8034.966969220807	2	2	2	1
8045.167003457038	2	2	2	2
8055.317037525443	2	2	2	2
8065.5670719294985	3	3	3	3
8075.727106031469	3	3	2	2
8085.927140267699	3	2	2	2
8086.167141073262	2	2	2	2
8096.3971754101885	4	3	3	3
8106.6072096799835	3	2	2	2
8116.807243916214	3	3	3	3
8126.987278085315	3	3	3	3
8137.157312220849	2	2	2	1
8137.387312992848	2	2	2	1
8147.567347161948	2	2	2	1
8157.7873814653085	4	3	3	3
8168.027415835799	3	3	2	2
8178.127449736378	2	2	2	2
8188.377484140435	4	4	3	3
8188.6174849459985	3	3	3	3
8198.837519249357	3	3	2	2
8209.00755338489	2	2	2	2
8219.217587654686	2	2	2	2
8229.357621689525	3	3	3	2
8239.547655892191	3	2	2	2
8239.787656697754	2	2	2	1
8249.97769090042	2	2	2	2
8260.167725103085	2	2	2	1
8270.307759137924	2	2	2	2
8280.527793441286	2	2	2	1
8290.77782784534	3	3	2	2
8291.017828650905	3	2	2	2
8301.217862887135	4	4	3	3
8311.34789688841	3	3	3	3
8321.52793105751	4	4	3	3
8331.74796536087	3	3	3	2
8341.997999764928	4	4	4	3
8342.238000570489	3	3	3	3
8352.41803473959	3	3	2	2
8362.59806890869	2	2	2	2
8372.848103312746	4	3	3	3
8383.058137582542	4	3	3	3
8393.188171583815	3	3	3	2
8393.418172355814	3	3	3	2
8403.578206457783	2	2	2	2
8413.758240626885	3	2	2	2
8423.94827482955	3	3	2	2
8434.12830899865	3	3	3	2
8444.318343201316	4	3	3	3
8444.558344006879	3	3	2	2
8454.75837824311	2	2	1	1
8464.93841241221	2	2	1	1
8475.168446749136	3	3	2	2
8485.39848108606	3	3	2	2
8495.568515221596	2	2	2	1
8495.798515993594	2	2	2	1
8505.978550162694	2	2	2	1
8516.16858436536	3	3	3	2
8526.398618702286	2	2	2	2
8536.598652938515	3	3	3	2
8546.838687309008	3	3	3	3
8547.07868811457	3	2	2	2
8557.2787223508	3	3	3	3
8567.448756486336	2	2	2	2
8577.648790722566	3	3	3	3
8587.768824690276	3	3	3	3
8597.988858993636	3	3	3	2
8598.2288597992	2	2	2	2
8608.368893834038	2	2	2	2
8618.50892786888	3	2	2	2
8628.72896217224	3	2	2	2
8638.938996442033	4	3	3	3
8649.159030745395	2	2	2	2
8649.389031517394	2	2	2	2
8659.549065619363	2	1	1	1
8669.769099922723	2	2	2	2
8679.97913419252	2	2	2	2
8690.189168462315	2	2	2	2
8700.37920266498	2	2	2	2
8700.619203470544	2	2	2	1
8710.819237706773	2	2	2	1
8721.00927190944	3	2	2	2
8731.219306179235	4	4	3	3
8741.439340482597	2	2	2	1
8751.639374718827	3	3	3	2
8751.869375490824	3	3	3	2
8762.049409659925	3	3	2	2
8772.169443627634	3	3	2	2
8782.329477729603	3	3	3	2
8792.439511663748	4	3	3	3
8802.639545899978	3	3	3	3
8802.879546705542	3	2	2	2
8813.129581109597	3	3	3	2
8823.289615211568	4	3	3	3
8833.389649112147	3	3	2	2
8843.579683314812	3	2	2	2
8853.789717584606	3	3	2	2
8854.019718356605	3	3	2	2
8864.199752525705	3	3	3	2
8874.409786795502	3	3	3	2
8884.619821065296	2	2	2	1
8894.869855469353	4	3	3	3
8904.999889470626	3	3	3	2
8905.23989027619	3	3	2	2
8915.459924579553	3	3	3	2
8925.669958849347	3	3	3	3
8935.839992984882	4	3	3	3
8946.060027288242	3	3	3	3
8956.260061524474	2	2	2	1
8956.500062330037	2	2	1	1
8966.640096364876	2	2	1	1
8976.890130768932	3	3	3	3
8987.120165105858	4	4	3	3
8997.290199241392	3	3	2	2
9007.530233611884	4	3	3	3
9007.770234417447	3	3	2	2
9017.880268351591	3	3	2	2
9028.0003023193	3	3	2	2
9038.200336555532	4	3	3	3
9048.370370691066	4	4	3	3
9058.550404860165	2	2	2	2
9058.780405632166	2	2	2	2
9069.03044003622	4	3	3	3
9079.180474104625	4	3	3	3
9089.380508340855	3	2	2	2
9099.560542509955	3	3	3	3
9109.720576611926	3	3	3	2
9109.960577417489	3	2	2	2
9120.170611687285	3	2	2	2
9130.350645856384	3	2	2	2
9140.50067992479	3	3	3	3
9150.740714295282	3	3	2	2
9160.870748296555	2	2	2	2
9161.110749102118	2	2	2	1
9171.270783204087	3	3	3	2
9181.450817373188	3	3	3	2
9191.590851408027	2	2	2	1
9201.780885610693	2	2	2	2
9211.990919880489	4	3	3	3
9212.230920686052	3	3	3	2
9222.410954855151	3	3	2	2
9232.580988990687	2	2	2	1
9242.701022958396	2	2	2	1
9252.941057328888	3	3	2	2
9263.041091229466	2	2	2	2
9263.271092001463	2	2	2	2
9273.50112633839	4	3	3	3
9283.701160574621	4	3	3	3
9293.901194810851	3	3	2	2
9304.051228879256	4	3	3	3
9314.171262846965	4	3	3	3
9314.411263652528	3	3	2	2
9324.63129795589	3	3	3	2
9334.79133205786	4	4	3	3
9345.001366327655	3	3	3	3
9355.181400496755	3	2	2	2
9365.35143463229	2	2	2	2
9365.581435404287	2	2	2	2
9375.741469506258	1	1	1	1
9385.901503608227	2	2	2	1
9396.061537710197	3	3	3	2
9406.261571946427	2	2	2	1
9416.461606182658	3	3	2	2
9416.691606954657	3	3	2	2
9426.88164115732	3	2	2	2
9437.031675225726	3	3	2	2
9447.181709294131	3	3	3	2
9457.38174353036	3	3	3	3
9467.611777867287	3	3	3	3
9467.85177867285	3	2	2	2
9478.081813009776	3	3	3	3
9488.321847380268	3	3	3	2
9498.511881582932	3	3	3	2
9508.701915785598	4	4	4	3
9518.881949954697	3	3	2	2
9519.121950760262	3	2	2	2
9529.361985130752	3	3	2	2
9539.592019467678	3	3	3	2
9549.822053804604	3	3	3	2
9559.942087772313	3	3	3	2
9570.142122008545	2	2	2	2
9570.382122814108	2	2	2	1
9580.612157151032	3	3	3	3
9590.792191320133	2	2	2	1
9600.992225556363	3	3	3	2
9611.22225989329	3	3	3	2
9621.462294263782	3	3	2	2
9621.702295069343	2	2	2	2
9631.892329272008	2	2	2	2
9642.082363474674	2	2	2	2
9652.27239767734	3	3	3	2
9662.512432047832	2	2	2	2
9672.702466250495	2	2	2	1
9672.932467022494	2	2	2	1
9683.14250129229	3	3	3	3
9693.34253552852	4	4	3	3
9703.562569831882	3	3	3	3
9713.74260400098	2	2	2	1
9723.992638405038	4	3	3	3
9724.2326392106	3	3	2	2
9734.442673480396	3	3	3	3
9744.662707783757	2	2	2	1
9754.872742053552	3	3	3	2
9765.122776457609	4	3	3	3
9775.302810626708	2	2	2	1
9775.542811432271	2	2	1	1
9785.692845500676	2	2	2	2
9795.952879938299	3	3	3	3
9806.142914140963	3	3	3	3
9816.342948377192	4	4	4	3
9826.562982680554	2	2	2	1
9826.802983486119	2	2	1	1
9837.04301785661	4	3	3	3
9847.233052059273	3	3	3	2
9857.393086161243	4	4	3	3
9867.573120330344	2	2	1	1
9877.773154566574	3	3	2	2
9878.013155372138	2	2	2	2
9888.203189574802	3	3	2	2
9898.403223811032	2	2	2	2
9908.61325808083	3	3	3	2
9918.743292082103	3	3	2	2
9928.923326251203	2	2	2	2
9929.163327056767	2	2	2	1
9939.363361292997	3	2	2	2
9949.593395629923	3	2	2	2
9959.82342996685	2	1	1	1
9970.013464169515	2	2	2	2
9980.203498372179	3	3	3	3
9980.443499177743	3	3	3	2
9990.623533346843	3	3	3	2
10000.843567650203	3	2	2	2
10011.063601953565	3	3	2	2
10021.303636324055	3	3	2	2
10031.453670392459	3	3	3	2
10031.693671198023	3	3	2	2
10041.90370546782	3	2	2	2
10052.083739636919	3	3	3	2
10062.303773940279	3	2	2	2
10072.553808344335	4	4	3	3
10082.773842647695	3	3	2	2
10083.01384345326	2	2	2	2
10093.233877756622	3	3	3	2
10103.433911992852	2	2	2	2
10113.593946094821	3	3	2	2
10123.73398012966	3	3	3	2
10133.89401423163	3	3	2	2
10134.134015037194	2	2	2	2
10144.30404917273	3	2	2	2
10154.514083442524	4	3	3	3
10164.74411777945	4	3	3	3
10174.90415188142	3	3	3	2
10185.114186151215	3	3	3	2
10185.35418695678	3	2	2	2
10195.57422126014	3	3	3	2
10205.75425542924	3	3	3	3
10215.924289564775	4	3	3	3
10226.144323868135	3	3	2	2
10236.3343580708	3	3	3	3
10236.574358876363	3	3	3	2
10246.704392877638	3	3	3	3
10256.914427147434	2	2	2	2
10267.14446148436	3	2	2	2
10277.38449585485	2	2	2	2
10287.56453002395	3	2	2	2
10287.804530829515	2	2	2	2
10298.024565132875	3	3	2	2
10308.204599301975	3	3	2	2
10318.41463357177	2	2	2	2
10328.614667808	3	3	2	2
10338.744701809275	2	2	2	1
10338.974702581274	2	2	2	1
10349.14473671681	2	2	2	2
10359.354770986603	3	2	2	2
10369.544805189269	2	2	2	2
10379.794839593325	4	4	3	3
10390.004873863121	2	2	2	2
10390.23487463512	2	2	2	2
10400.324908502133	2	2	2	1
10410.57494290619	3	3	2	2
10420.814977276681	3	3	3	3
10431.035011580041	3	2	2	2
10441.265045916967	3	3	2	2
10441.495046688966	3	3	2	2
10451.72508102589	4	3	3	3
10461.855115027165	3	3	2	2
10472.075149330525	3	3	2	2
10482.315183701017	3	3	3	2
10492.505217903683	3	3	3	3
10492.745218709246	3	3	2	2
10502.975253046172	3	3	2	2
10513.145287181707	3	3	3	3
10523.355321451501	2	2	2	2
10533.495355486342	2	1	1	1
10543.685389689006	3	3	2	2
10543.915390461007	3	3	2	2
10554.095424630104	2	2	2	2
10564.26545876564	3	3	2	2
10574.50549313613	4	4	3	3
10584.715527405928	3	2	2	2
10594.915561642158	3	2	2	2
10595.145562414154	3	2	2	2
10605.325596583256	2	2	2	1
10615.495630718791	2	1	1	1
10625.685664921457	3	3	3	2
10635.905699224817	2	2	2	1
10646.125733528177	3	3	3	2
10646.36573433374	2	2	2	2
10656.565768569972	3	3	3	2
10666.745802739071	3	3	2	2
10676.955837008867	3	3	3	2
10687.095871043706	2	2	1	1
10697.295905279936	3	2	2	2
10697.525906051935	3	2	2	2
10707.705940221036	2	2	2	1
10717.935974557962	2	2	2	2
10728.156008861322	4	3	3	3
10738.366043131116	2	2	2	1
10748.556077333782	2	2	2	1
10748.78607810578	2	2	2	1
10759.026112476273	3	3	3	3
10769.176146544676	4	4	4	3
10779.396180848036	3	3	3	2
10789.636215218528	2	2	2	2
10799.896249656149	4	4	4	4
10800.136250461712	4	3	3	3
10810.266284462989	2	2	2	2
10820.486318766347	3	2	2	2
10830.646352868318	3	3	3	2
10840.866387171678	2	2	2	2
10851.04642134078	2	2	1	1
10851.276422112776	2	2	1	1
10861.456456281876	2	2	2	2
10871.696490652368	3	3	2	2
10881.806524586513	3	3	3	3
10891.86655835283	3	3	3	3
10902.06659258906	3	2	2	2
10902.29659336106	3	2	2	2
10912.486627563723	3	3	2	2
10922.616661565	2	2	2	2
10932.776695666967	3	2	2	2
10942.906729668244	2	2	2	1
10953.066763770212	3	3	3	2
10953.296764542212	3	3	3	2
10963.466798677746	3	3	2	2
10973.626832779715	3	2	2	2
10983.806866948815	2	1	1	1
10994.03690128574	3	2	2	2
11004.256935589101	2	2	2	1
11004.4869363611	2	2	2	1
11014.676970563765	2	2	2	2
11024.817004598606	3	3	2	2
11034.997038767704	3	3	2	2
11045.217073071068	3	3	3	2
11055.447107407994	3	3	3	2
11055.687108213555	3	3	2	2
11065.847142315524	2	2	1	1
11076.07717665245	2	2	2	1
11086.257210821552	3	3	3	2
11096.437244990651	2	2	2	1
11106.687279394708	4	4	3	3
11106.92728020027	3	3	3	2
11117.117314402936	3	3	3	3
11127.277348504906	4	3	3	3
11137.457382674007	4	3	3	3
11147.62741680954	3	3	2	2
11157.8474511129	3	2	2	2
11158.087451918465	2	2	2	2
11168.267486087565	2	2	2	1
11178.497520424491	3	3	2	2
11188.727554761415	3	3	3	3
11198.957589098341	2	2	2	2
11209.137623267443	2	2	2	2
11209.367624039442	2	2	2	2
11219.587658342802	3	2	2	2
11229.787692579031	3	3	3	2
11239.977726781697	3	3	3	2
11250.197761085059	2	2	2	2
11260.397795321289	3	3	2	2
11260.637796126852	2	2	2	1
11270.827830329517	2	2	2	2
11280.987864431487	3	3	3	3
11291.177898634152	3	3	3	2
11301.397932937514	3	3	2	2
11311.557967039484	3	2	2	2
11311.797967845047	2	2	2	2
11321.998002081276	2	2	2	1
11332.178036250376	2	2	2	1
11342.448070721564	4	4	3	3
11352.6181048571	3	2	2	2
11362.768138925505	3	2	2	2
11363.008139731066	2	2	2	1
11373.138173732339	2	2	2	2
11383.328207935007	2	2	1	1
11393.498242070542	2	2	2	2
11403.748276474596	3	3	3	3
11413.918310610132	2	2	2	2
11414.158311415697	2	2	2	1
11424.36834568549	3	2	2	2
11434.56837992172	3	3	3	3
11444.748414090822	3	3	3	3
11454.988448461314	3	3	3	2
11465.218482798236	3	3	3	3
11465.458483603803	3	3	2	2
11475.658517840033	3	3	3	2
11485.848552042697	3	3	2	2
11496.028586211798	3	3	2	2
11506.198620347332	2	2	2	2
11516.358654449303	3	3	3	3
11516.598655254866	3	3	3	2
11526.818689558226	3	2	2	2
11537.038723861586	2	2	2	2
11547.218758030687	2	2	2	1
11557.45879240118	3	3	3	3
11567.628826536713	3	3	3	3
11567.868827342276	3	3	2	2
11578.018861410681	4	3	3	3
11588.168895479086	4	3	3	3
11598.308929513925	3	3	3	3
11608.518963783721	4	3	3	3
11618.718998019953	3	3	2	2
11618.958998825516	2	2	2	2
11629.139032994615	4	3	3	3
11639.329067197279	4	3	3	3
11649.559101534205	2	2	2	2
11659.739135703307	2	2	2	2
11669.909169838842	3	3	2	2
11670.149170644405	2	2	2	2
11680.29920471281	2	2	1	1
11690.529239049734	3	3	3	2
11700.669273084573	3	3	3	3
11710.829307186545	3	3	3	2
11721.069341557035	3	3	2	2
11721.299342329034	3	3	2	2
11731.489376531697	2	2	1	1
11741.679410734365	3	2	2	2
11751.869444937029	3	3	3	2
11762.079479206826	3	3	3	2
11772.299513510186	3	3	2	2
11772.539514315748	2	2	2	2
11782.77954868624	3	3	3	3
11792.919582721079	4	3	3	3
11803.09961689018	3	3	3	2
11813.289651092844	2	2	2	2
11823.529685463336	3	3	2	2
11823.769686268899	2	2	2	1
11833.879720203042	2	2	2	1
11844.039754305013	3	2	2	2
11854.24978857481	3	3	3	3
11864.419822710344	3	2	2	2
11874.639857013704	3	3	3	3
11874.879857819267	3	2	2	2
11885.109892156193	3	2	2	2
11895.31992642599	3	3	3	3
11905.459960460828	3	3	3	2
11915.689994797754	2	2	2	2
11925.880029000418	3	3	3	2
11926.120029805985	3	2	2	2
11936.280063907952	2	2	2	1
11946.440098009924	3	2	2	2
11956.640132246153	3	3	2	2
11966.840166482385	4	3	3	3
11977.010200617919	3	2	2	2
11977.24020138992	3	2	2	2
11987.490235793974	4	3	3	3
11997.650269895943	3	3	3	2
12007.800303964348	3	3	3	2
12017.990338167012	3	3	2	2
12028.090372067592	2	2	2	2
12028.320372839591	2	2	2	2
12038.540407142951	3	3	2	2
12048.760441446311	3	2	2	2
12058.980475749673	3	2	2	2
12069.2105100866	3	3	3	2
12079.380544222135	3	3	2	2
12079.610544994131	3	3	2	2
12089.840579331058	3	3	2	2
12100.080613701548	2	2	2	2
12110.270647904214	3	3	3	2
12120.46068210688	3	3	3	2
12130.670716376673	2	2	1	1
12130.900717148674	2	2	1	1
12141.150751552728	3	3	3	3
12151.3107856547	3	2	2	2
12161.520819924493	3	3	2	2
12171.650853925768	3	3	3	2
12181.850888162	4	4	3	3
12182.090888967561	3	3	3	2
12192.270923136663	3	2	2	2
12202.470957372892	3	3	2	2
12212.650991541994	3	3	2	2
12222.851025778224	3	3	2	2
12233.091060148714	4	3	3	3
12233.331060954279	3	3	2	2
12243.411094787727	3	3	2	2
12253.58112892326	2	2	2	2
12263.761163092362	3	2	2	2
12273.951197295026	3	2	2	2
12284.141231497693	2	2	2	1
12284.37123226969	2	2	2	1
12294.601266606616	4	3	3	3
12304.821300909978	3	3	3	3
12314.961334944817	2	2	2	2
12325.161369181047	3	2	2	2
12335.391403517973	3	3	3	2
12335.631404323536	3	2	2	2
12345.801438459072	2	2	2	2
12356.041472829564	3	3	3	3
12366.181506864401	3	2	2	2
12376.371541067067	3	3	2	2
12386.571575303296	4	3	3	3
12386.811576108861	3	3	2	2
12396.99161027796	3	3	2	2
12407.19164451419	3	3	3	2
12417.431678884683	3	3	3	2
12427.611713053782	3	3	3	2
12437.831747357142	2	2	2	2
12438.071748162705	2	2	2	1
12448.261782365373	2	2	2	2
12458.44181653447	3	3	3	2
12468.631850737138	2	2	2	1
12478.851885040498	3	3	3	2
12489.041919243164	3	3	2	2
12489.281920048727	2	2	2	1
12499.461954217828	2	2	2	1
12509.621988319795	2	2	2	1
12519.872022723852	3	3	3	2
12530.102057060778	2	1	1	1
12540.302091297008	3	3	3	2
12540.542092102572	2	2	2	2
12550.722126271672	3	3	2	2
12560.962160642164	2	2	2	2
12571.142194811264	3	3	2	2
12581.33222901393	3	2	2	2
12591.53226325016	2	2	2	1
12591.772264055722	2	2	1	1
12601.942298191256	2	2	2	2
12612.142332427487	3	2	2	2
12622.38236679798	3	3	3	3
12632.58240103421	2	2	2	2
12642.732435102615	2	2	2	2
12642.972435908177	2	2	2	1
12653.182470177973	2	2	2	2
12663.382504414203	4	3	3	3
12673.562538583305	4	3	3	3
12683.782572886665	3	3	3	3
12693.962607055764	3	3	2	2
12694.192607827761	3	3	2	2
12704.422642164687	4	3	3	3
12714.632676434485	2	2	2	2
12724.852710737843	3	3	2	2
12735.072745041207	2	2	2	2
12745.252779210305	3	2	2	2
12745.482779982303	3	2	2	2
12755.652814117839	2	2	2	2
12765.902848521893	4	3	3	3
12776.082882690995	3	3	3	3
12786.182916591575	3	3	2	2
12796.362950760673	3	3	3	2
12796.602951566238	2	2	2	2
12806.802985802467	3	2	2	2
12816.953019870873	3	3	2	2
12827.173054174233	3	2	2	2
12837.38308844403	2	2	2	2
12847.52312247887	3	3	3	2
12847.753123250866	3	3	3	2
12857.873157218575	3	3	2	2
12868.083191488371	4	4	4	3
12878.293225758167	3	2	2	2
12888.533260128657	3	2	2	2
12898.703294264193	3	3	3	2
12898.943295069757	3	2	2	2
12909.123329238855	3	3	3	2
12919.363363609347	3	3	3	2
12929.583397912707	3	3	3	2
12939.713431913982	3	3	2	2
12949.913466150212	3	3	3	3
12950.153466955775	3	3	2	2
12960.343501158442	3	2	2	2
12970.583535528933	3	2	2	2
12980.783569765163	3	3	2	2
12990.983604001392	3	3	3	3
13001.153638136928	3	3	2	2
13001.393638942493	2	2	2	2
13011.563673078028	2	2	2	1
13021.773707347822	3	3	3	2
13031.89374131553	3	3	3	2
13042.07377548463	3	3	3	3
13052.273809720862	3	3	2	2
13052.513810526425	3	2	2	2
13062.693844695525	3	3	3	3
13072.873878864626	2	2	2	1
13083.113913235116	3	2	2	2
13093.353947605607	4	3	3	3
13103.553981841838	2	2	2	2
13103.793982647401	2	2	2	1
13113.984016850067	3	2	2	2
13124.224051220557	3	3	3	2
13134.444085523919	2	2	2	2
13144.594119592322	2	2	2	2
13154.854154029943	4	4	4	3
13155.09415483551	3	3	3	3
13165.214188803218	3	3	2	2
13175.44422314014	3	3	2	2
13185.624257309242	2	2	2	2
13195.854291646168	3	3	3	2
13206.074325949528	2	2	2	2
13206.314326755093	2	2	2	1
13216.534361058453	2	2	2	2
13226.714395227555	2	2	2	2
13236.924429497349	2	2	2	2
13247.094463632886	3	3	3	2
13257.28449783555	3	2	2	2
13257.514498607548	3	2	2	2
13267.734532910908	3	3	3	3
13277.954567214269	3	2	2	2
13288.144601416936	3	2	2	2
13298.364635720296	2	2	2	2
13308.524669822264	2	2	2	1
13308.764670627828	2	1	1	1
13318.984704931188	3	3	2	2
13329.234739335245	4	4	4	3
13339.36477333652	3	3	3	3
13349.534807472055	3	3	2	2
13359.674841506894	3	3	3	2
13359.914842312457	3	2	2	2
13370.084876447994	3	3	2	2
13380.224910482833	4	3	3	3
13390.414944685497	3	3	3	2
13400.614978921727	3	3	3	3
13410.805013124394	3	3	3	3
13411.045013929957	3	3	2	2
13421.195047998362	2	2	2	2
13431.395082234592	3	3	3	3
13441.545116302997	3	3	3	3
13451.77515063992	3	3	2	2
13461.965184842587	4	3	3	3
13462.20518564815	3	3	2	2
13472.32521961586	2	2	2	2
13482.565253986351	3	3	3	3
13492.795288323277	4	3	3	3
13502.995322559507	4	4	3	3
13513.155356661477	4	3	3	3
13513.39535746704	3	3	2	2
13523.585391669707	4	4	3	3
13533.765425838807	4	4	3	3
13543.89545984008	3	3	3	3
13554.085494042743	3	3	3	3
13564.235528111149	3	3	3	2
13564.475528916715	2	2	2	2
13574.695563220075	3	2	2	2
13584.805597154218	3	3	2	2
13594.985631323318	3	3	2	2
13605.175665525983	3	2	2	2
13615.40569986291	3	3	3	2
13615.645700668474	3	2	2	2
13625.795734736876	3	3	3	3
13635.965768872413	3	3	2	2
13646.155803075078	2	2	2	1
13656.375837378439	3	3	2	2
13666.605871715365	3	3	3	2
13666.845872520928	3	2	2	2
13677.045906757157	3	3	2	2
13687.245940993387	3	3	2	2
13697.46597529675	4	4	3	3
13707.626009398718	4	3	3	3
13717.776043467124	4	3	3	3
13718.016044272686	3	3	2	2
13728.196078441786	2	2	2	2
13738.386112644454	3	3	3	2
13748.556146779989	2	2	2	2
13758.766181049783	2	2	2	2
13768.936215185317	2	2	2	2
13769.176215990881	2	2	2	1
13779.386250260675	3	3	3	2
13789.526284295518	4	3	3	3
13799.746318598878	3	3	2	2
13809.956352868674	3	3	2	2
13820.196387239163	3	3	3	2
13820.426388011163	3	3	3	2
13830.65642234809	3	2	2	2
13840.896456718578	4	4	3	3
13851.076490887679	3	2	2	2
13861.29652519104	3	2	2	2
13871.496559427269	2	2	1	1
13871.726560199268	2	2	1	1
13881.836594133412	2	2	1	1
13892.076628503904	3	3	2	2
13902.2866627737	3	2	2	2
13912.476696976364	3	3	3	3
13922.666731179028	3	2	2	2
13922.906731984594	2	2	2	1
13933.076766120128	2	2	2	2
13943.296800423488	3	2	2	2
13953.47683459259	2	2	2	2
13963.636868694557	3	3	2	2
13973.866903031483	2	2	2	2
13974.10690383705	2	2	1	1
13984.286938006147	3	2	2	2
13994.536972410202	3	3	3	3
14004.737006646435	3	2	2	2
14014.96704098336	2	2	2	2
14025.16707521959	3	3	3	2
14025.407076025154	3	2	2	2
14035.537110026427	2	2	2	1
14045.767144363354	3	2	2	2
14056.007178733846	3	3	3	3
14066.237213070772	2	2	2	2
14076.467247407698	2	1	1	1
14076.697248179695	2	1	1	1
14086.877282348794	2	2	2	1
14097.067316551462	3	3	2	2
14107.287350854822	4	4	3	3
14117.507385158182	3	3	2	2
14127.707419394412	3	3	2	2
14127.947420199975	3	2	2	2
14138.027454033425	3	2	2	2
14148.207488202526	3	3	2	2
14158.31752213667	3	3	3	2
14168.517556372899	4	3	3	3
14178.737590676259	3	3	2	2
14178.967591448258	3	3	2	2
14189.117625516663	2	2	2	1
14199.327659786457	3	3	2	2
14209.537694056253	3	3	3	2
14219.767728393179	3	2	2	2
14230.007762763671	3	3	2	2
14230.237763535668	3	3	2	2
14240.457797839032	3	3	3	3
