Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695845335fab039b83473150 - minikube	Unknown Heuristic - Run None (Profile ?) 695845335fab039b83473150 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695845335fab039b83473150 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695845335fab039b83473150 - minikube-m04
14250.667832108824	3	2	2	2
14260.907866479316	4	3	3	3
14271.077900614851	2	2	2	2
14281.307934951777	3	3	2	2
14281.54793575734	2	2	2	2
14291.717969892874	3	3	3	2
14301.88800402841	3	3	2	2
14312.04803813038	3	3	3	2
14322.228072299482	2	2	2	2
14332.438106569276	3	3	2	2
14332.67810737484	2	2	2	1
14342.888141644635	3	3	3	2
14353.11817598156	2	2	2	2
14363.31821021779	3	3	3	2
14373.508244420458	3	3	3	3
14383.698278623122	3	2	2	2
14383.938279428685	2	2	2	2
14394.12831363135	3	2	2	2
14404.30834780045	3	3	3	3
14414.50838203668	2	2	2	2
14424.748416407172	3	3	2	2
14434.978450744098	3	3	3	2
14435.218451549661	3	3	2	2
14445.388485685195	3	3	2	2
14455.608519988558	3	3	3	3
14465.828554291918	3	3	3	3
14476.028588528148	2	2	2	1
14486.218622730812	3	3	3	2
14486.44862350281	3	3	3	2
14496.578657504087	2	2	2	2
14506.828691908142	3	3	3	3
14517.058726245068	4	3	3	3
14527.228760380603	3	2	2	2
14537.408794549703	2	2	2	1
14537.648795355266	2	2	1	1
14547.818829490801	2	2	1	1
14557.998863659903	2	2	1	1
14568.208897929695	3	3	2	2
14578.348931964538	3	3	3	3
14588.568966267898	3	3	2	2
14588.798967039897	3	3	2	2
14598.939001074736	3	3	2	2
14609.14903534453	3	3	2	2
14619.379069681456	3	3	3	2
14629.589103951252	2	2	2	1
14639.719137952527	2	2	2	2
14639.95913875809	2	2	1	1
14650.0791727258	2	2	2	1
14660.269206928464	2	2	1	1
14670.41924099687	2	2	1	1
14680.609275199533	2	2	2	2
14690.709309100113	2	2	2	1
14690.949309905676	2	1	1	1
14701.059343839821	2	2	2	2
14711.21937794179	2	1	1	1
14721.379412043761	2	2	1	1
14731.599446347122	2	2	2	2
14741.83948071761	3	3	3	2
14742.079481523177	3	3	2	2
14752.259515692276	3	3	2	2
14762.46954996207	2	1	1	1
14772.659584164738	3	2	2	2
14782.899618535226	3	3	3	3
14793.079652704328	3	3	3	2
14793.31965350989	3	3	2	2
14803.45968754473	3	3	3	2
14813.63972171383	1	1	1	1
14823.899756151452	4	3	3	3
14834.119790454812	3	3	3	2
14844.349824791738	4	3	3	3
14844.589825597302	3	3	2	2
14854.7698597664	2	2	2	1
14864.989894069764	3	3	2	2
14875.129928104603	3	3	3	3
14885.369962475092	3	3	3	3
14895.589996778453	3	3	2	2
14895.81999755045	3	3	2	2
14906.060031920942	4	4	3	3
14916.200065955782	3	3	3	2
14926.420100259142	3	3	2	2
14936.650134596068	3	3	3	2
14946.83016876517	3	3	3	3
14947.070169570732	3	3	3	2
14957.290203874094	4	3	3	3
14967.470238043192	3	2	2	2
14977.600272044467	2	2	2	2
14987.810306314264	2	2	2	2
14998.030340617624	4	3	3	3
14998.270341423187	3	3	3	3
15008.49037572655	4	3	3	3
15018.660409862083	3	2	2	2
15028.890444199009	3	3	3	2
15039.040478267412	3	3	3	2
15049.260512570774	3	2	2	2
15049.500513376337	2	2	2	2
15059.650547444742	2	2	1	1
15069.760581378885	2	2	2	1
15079.91061544729	2	2	2	2
15090.05064948213	3	3	2	2
15100.270683785493	3	2	2	2
15100.50068455749	3	2	2	2
15110.710718827286	3	3	3	2
15120.910753063516	3	2	2	2
15131.110787299745	2	2	2	1
15141.300821502411	3	2	2	2
15151.44085553725	3	3	2	2
15151.670856309249	3	3	2	2
15161.890890612609	3	2	2	2
15172.090924848839	4	3	3	3
15182.150958615159	4	3	3	3
15192.330992784258	3	3	3	2
15202.55102708762	3	3	3	3
15202.791027893183	3	2	2	2
15212.991062129413	2	2	1	1
15223.231096499905	3	3	3	2
15233.46113083683	2	2	2	1
15243.611164905235	3	3	2	2
15253.82119917503	3	3	2	2
15254.061199980593	3	2	2	2
15264.281234283955	3	3	2	2
15274.421268318794	2	2	2	1
15284.59130245433	3	2	2	2
15294.781336656994	3	2	2	2
15305.01137099392	3	3	2	2
15305.241371765918	3	3	2	2
15315.451406035714	2	2	1	1
15325.70144043977	3	2	2	2
15335.851474508176	2	2	2	2
15346.081508845102	2	2	2	1
15356.24154294707	3	3	2	2
15356.481543752632	3	2	2	2
15366.591577686779	3	2	2	2
15376.801611956573	3	3	3	3
15386.991646159238	3	3	2	2
15397.19168039547	3	3	3	2
15407.361714531004	3	3	3	2
15407.601715336566	2	2	2	2
15417.831749673493	3	3	2	2
15427.96178367477	3	3	3	2
15438.171817944562	2	2	1	1
15448.391852247925	3	2	2	2
15458.611886551285	2	2	2	2
15458.851887356848	2	2	2	1
15469.041921559514	2	2	2	2
15479.271955896438	3	2	2	2
15489.501990233364	3	3	2	2
15499.682024402464	3	2	2	2
15509.832058470869	3	3	3	3
15510.072059276432	3	3	3	2
15520.2620934791	3	2	2	2
15530.452127681763	3	3	3	3
15540.632161850865	3	3	3	3
15550.822196053528	3	3	2	2
15560.972230121934	3	3	3	2
15561.212230927496	3	2	2	2
15571.362264995902	3	3	2	2
15581.602299366394	3	3	2	2
15591.802333602624	3	3	3	2
15601.982367771725	3	3	3	2
15612.122401806564	3	3	3	3
15612.362402612125	3	3	2	2
15622.542436781227	3	3	3	2
15632.762471084587	2	2	2	1
15643.002505455079	3	3	3	2
15653.172539590614	3	3	3	2
15663.302573591885	3	3	2	2
15663.532574363886	3	3	2	2
15673.672608398725	3	3	2	2
15683.852642567825	3	3	2	2
15694.012676669794	3	3	3	3
15704.1627107382	3	3	3	2
15714.302744773038	3	3	3	3
15714.542745578603	3	2	2	2
15724.77277991553	3	3	3	2
15734.952814084627	3	3	3	2
15745.17284838799	1	1	1	1
15755.41288275848	3	3	2	2
15765.562916826884	3	3	2	2
15765.792917598883	3	3	2	2
15775.982951801549	3	3	3	2
15786.162985970648	3	3	3	2
15796.373020240446	2	2	1	1
15806.583054510238	2	2	2	2
15816.753088645773	1	1	1	1
15816.983089417772	1	1	1	1
15827.183123654004	3	3	2	2
15837.3931579238	4	3	3	3
15847.603192193594	3	3	2	2
15857.783226362693	2	2	2	2
15867.923260397532	2	1	1	1
15868.163261203099	1	1	1	1
15878.353295405763	3	3	2	2
15888.553329641993	3	3	2	2
15898.733363811094	3	3	3	2
15908.973398181583	3	3	2	2
15919.173432417814	4	3	3	3
15919.413433223379	3	3	3	3
15929.573467325348	2	2	2	1
15939.773501561578	3	3	3	3
15949.963535764244	3	3	3	2
15960.15356996691	2	2	2	2
15970.363604236705	3	3	3	2
15970.603605042268	3	2	2	2
15980.823639345628	4	4	3	3
15991.04367364899	3	2	2	2
16001.223707818088	3	2	2	2
16011.443742121452	2	2	2	2
16021.633776324115	2	2	2	2
16021.863777096114	2	2	2	2
16032.043811265212	3	3	3	2
16042.283845635704	3	2	2	2
16052.51387997263	3	3	3	2
16062.693914141732	4	4	3	3
16072.913948445092	3	3	3	2
16073.14394921709	3	3	3	2
16083.323983386188	3	2	2	2
16093.554017723114	3	3	3	2
16103.774052026478	3	3	3	2
16113.90408602775	3	3	3	3
16124.10412026398	3	2	2	2
16124.33412103598	3	2	2	2
16134.564155372906	3	2	2	2
16144.764189609135	3	3	3	2
16154.944223778237	3	3	3	2
16165.164258081597	3	3	3	3
16175.384292384957	3	2	2	2
16175.624293190522	2	2	2	1
16185.724327091099	3	2	2	2
16195.864361125938	3	2	2	2
16206.014395194343	2	2	2	2
16216.194429363444	2	2	1	1
16226.34446343185	2	2	2	1
16226.574464203846	2	2	2	1
16236.804498540772	3	3	3	2
16246.994532743438	3	3	3	3
16257.184566946102	3	3	3	2
16267.334601014507	3	3	3	2
16277.534635250739	2	2	2	1
16277.774636056301	2	2	1	1
16288.004670393228	3	3	2	2
16298.184704562327	2	2	2	1
16308.354738697863	2	2	2	1
16318.544772900528	3	3	3	2
16328.794807304585	4	4	3	3
16329.034808110147	3	3	3	2
16339.154842077856	2	2	2	2
16349.354876314086	3	3	3	2
16359.574910617446	3	2	2	2
16369.814944987938	3	2	2	2
16379.99497915704	3	3	2	2
16380.224979929037	3	3	2	2
16390.365013963874	3	3	3	2
16400.50504799869	2	2	2	2
16410.625081966376	2	2	2	2
16420.835116236136	3	3	3	2
16430.965150237385	2	2	2	2
16431.205151042905	2	2	2	1
16441.37518517841	3	2	2	2
16451.545219313914	2	2	1	1
16461.715253449416	2	2	2	2
16471.955287819863	3	3	2	2
16482.115321921807	3	2	2	2
16482.355322727326	2	2	2	1
16492.495356762138	2	2	2	2
16502.725391099026	3	2	2	2
16512.92542533522	3	3	2	2
16523.075459403593	3	3	2	2
16533.255493572662	2	2	2	2
16533.49549437818	2	2	2	1
16543.655528480125	2	1	1	1
16553.85556271632	2	2	2	2
16564.0855970532	3	3	3	2
16574.32563142365	3	2	2	2
16584.50566559272	3	3	3	3
16584.745666398238	3	3	2	2
16594.875700399487	2	2	2	2
16605.07573463568	3	3	3	3
16615.255768804745	3	3	3	2
16625.465803074505	3	3	3	2
16635.6658373107	4	3	3	3
16635.905838116218	3	3	3	2
16646.115872385977	3	3	2	2
16656.355906756424	4	4	3	3
16666.545940959055	3	3	3	2
16676.765975262377	3	3	2	2
16686.90600929719	2	2	2	2
16687.146010102708	2	2	2	1
16697.326044271776	4	3	3	3
16707.536078541532	3	2	2	2
16717.776112911983	3	3	2	2
16727.906146913232	2	2	2	2
16738.086181082297	2	2	2	2
16738.326181887816	2	2	2	1
16748.526216124013	2	2	2	2
16758.73625039377	3	3	2	2
16768.826284260766	3	3	2	2
16779.006318429834	3	3	3	2
16789.23635276672	3	3	3	2
16789.476353572238	3	3	2	2
16799.596387539925	3	2	2	2
16809.76642167543	2	2	1	1
16819.976455945187	3	3	3	3
16830.156490114256	3	3	3	3
16840.36652438401	3	3	3	2
16840.606525189534	2	2	2	2
16850.7865593586	3	3	3	3
16860.906593326286	3	3	3	3
16871.066627428227	3	3	3	2
16881.276661697986	3	3	2	2
16891.506696034867	3	3	2	2
16891.74669684039	2	2	2	2
16901.936731043017	3	3	2	2
16912.076765077833	2	2	2	1
16922.266799280464	3	3	2	2
16932.496833617348	3	2	2	2
16942.69686785354	3	3	2	2
16942.93686865906	2	2	2	1
16953.136902895254	3	3	3	2
16963.33693713145	2	2	2	2
16973.526971334082	2	2	2	1
16983.65700533533	2	2	2	2
16993.797039370143	3	2	2	2
16994.037040175663	2	2	2	2
17004.277074546113	4	3	3	3
17014.447108681616	2	2	2	2
17024.617142817122	2	2	2	1
17034.847177154006	3	2	2	2
17045.037211356637	4	3	3	3
17045.277212162157	3	3	3	2
17055.44724629766	3	3	3	2
17065.667280600977	2	2	1	1
17075.897314937865	3	3	2	2
17086.07734910693	3	3	2	2
17096.22738317531	3	3	2	2
17096.467383980827	2	2	2	1
17106.677418250583	3	2	2	2
17116.917452621034	2	2	2	2
17127.087486756536	2	2	1	1
17137.297521026296	2	1	1	1
17147.4675551618	2	2	1	1
17147.707555967318	2	1	1	1
17157.90759020351	2	2	1	1
17168.047624238327	2	2	2	2
17178.257658508082	3	3	2	2
17188.447692710713	2	2	2	1
17198.59772677909	3	3	3	2
17198.83772758461	3	2	2	2
17208.98776165299	2	2	2	2
17219.15779578849	3	3	2	2
17229.267829722616	3	3	3	2
17239.487864025938	3	2	2	2
17249.667898195006	3	2	2	2
17249.907899000526	2	2	2	1
17260.13793333741	3	2	2	2
17270.27796737222	3	3	3	2
17280.518001742672	4	4	4	3
17290.64803574392	3	3	3	3
17300.878070080806	4	3	3	3
17301.118070886325	3	3	3	2
17311.328105156084	2	2	2	2
17321.458139157334	2	2	1	1
17331.718173594905	4	3	3	3
17341.938207898227	3	3	2	2
17352.118242067296	3	3	2	2
17352.358242872815	2	2	2	2
17362.59827724326	4	4	4	3
17372.77831141233	3	3	3	3
17382.958345581395	2	2	1	1
17393.1283797169	3	3	3	2
17403.328413953095	3	3	2	2
17403.568414758614	3	2	2	2
17413.768448994808	3	3	3	2
17423.948483163877	4	4	3	3
17434.108517265817	4	3	3	3
17444.318551535573	3	2	2	2
17454.48858567108	3	3	2	2
17454.728586476598	3	2	2	2
17464.898620612104	3	2	2	2
17475.04865468048	3	2	2	2
17485.20868878242	2	2	2	1
17495.328722750106	3	3	2	2
17505.528756986303	3	3	2	2
17505.758757758256	3	3	2	2
17515.988792095144	3	3	3	2
17526.14882619708	3	2	2	2
17536.278860198334	2	2	2	1
17546.42889426671	2	2	2	2
17556.61892846934	3	3	3	2
17556.858929274862	2	2	2	2
17566.95896317542	3	2	2	2
17577.19899754587	3	3	2	2
17587.339031580683	3	3	3	2
17597.54906585044	3	3	2	2
17607.719099985945	3	3	2	2
17607.959100791464	2	2	2	2
17618.13913496053	3	3	3	3
17628.369169297417	2	2	2	2
17638.53920343292	3	2	2	2
17648.77923780337	3	3	3	2
17658.939271905307	3	3	2	2
17659.17927271083	3	2	2	2
17669.40930704771	3	2	2	2
17679.539341048963	2	2	2	1
17689.699375150904	2	2	2	2
17699.839409185715	2	1	1	1
17710.019443354784	3	2	2	2
17710.259444160303	2	2	2	2
17720.419478262247	2	2	1	1
17730.549512263497	1	1	1	1
17740.77954660038	3	3	2	2
17750.949580735884	3	3	3	2
17761.169615039205	2	2	2	2
17761.399615811162	2	2	2	2
17771.61965011448	2	2	2	1
17781.819684350674	2	2	2	1
17792.059718721124	3	3	3	3
17802.289753058005	4	3	3	3
17812.489787294202	3	2	2	2
17812.72978809972	2	2	2	1
17822.959822436605	4	3	3	3
17833.179856739924	3	3	2	2
17843.31989077474	4	3	3	3
17853.5299250445	2	2	2	1
17863.72995928069	3	3	2	2
17863.96996008621	2	2	2	2
17874.199994423096	2	2	2	2
17884.3700285586	3	3	2	2
17894.550062727667	1	1	1	1
17904.69009676248	2	1	1	1
17914.90013103224	2	2	2	2
17915.130131804195	2	2	2	2
17925.33016604039	4	4	3	3
17935.420199907385	4	4	3	3
17945.630234177144	2	2	2	2
17955.78026824552	2	2	1	1
17965.960302414587	2	2	2	1
17966.190303186544	2	2	2	1
17976.33033722136	3	2	2	2
17986.56037155824	2	2	2	1
17996.790405895124	2	2	2	2
18006.99044013132	3	3	3	3
18017.180474333953	3	3	3	3
18017.42047513947	3	3	2	2
18027.620509375665	3	3	2	2
18037.790543511168	3	3	3	3
18047.9805777138	3	3	3	2
18058.180611949992	3	2	2	2
18068.410646286877	3	3	3	2
18068.650647092396	2	2	2	2
18078.840681295027	3	3	2	2
18089.080715665477	4	4	3	3
18099.310750002358	3	3	3	2
18109.490784171427	3	3	2	2
18119.69081840762	3	3	2	2
18119.920819179577	3	3	2	2
18130.110853382208	3	3	3	2
18140.290887551273	3	3	3	2
18150.500921821033	2	2	1	1
18160.730956157917	2	2	2	2
18170.9609904948	2	2	2	2
18171.190991266754	2	2	2	2
18181.36102540226	2	2	2	2
18191.581059705582	3	3	2	2
18201.771093908214	3	3	3	2
18211.95112807728	3	2	2	2
18222.151162313472	3	2	2	2
18222.39116311899	2	2	2	2
18232.57119728806	3	2	2	2
18242.79123159138	3	3	2	2
18252.981265794013	3	2	2	2
18263.171299996644	2	2	2	2
18273.371334232837	3	2	2	2
18273.601335004794	3	2	2	2
18283.771369140297	3	2	2	2
18293.90140314155	2	2	2	1
18304.111437411306	3	3	3	2
18314.251471446118	4	3	3	3
18324.41150554806	3	3	3	2
18324.65150635358	3	3	2	2
18334.8715406569	4	3	3	3
18345.09157496022	3	3	3	2
18355.25160906216	3	3	2	2
18365.471643365483	3	3	3	3
18375.661677568114	3	3	3	3
18375.901678373633	3	2	2	2
18386.131712710518	3	3	2	2
18396.33174694671	3	3	3	3
18406.531781182905	4	3	3	3
18416.76181551979	2	2	2	2
18426.95184972242	2	2	2	1
18427.181850494377	2	2	2	1
18437.421884864823	3	3	3	3
18447.601919033892	4	4	3	3
18457.771953169395	3	3	2	2
18467.89198713708	3	3	2	2
18478.10202140684	3	3	3	2
18478.332022178794	3	3	3	2
18488.5020563143	3	3	3	2
18498.742090684747	3	3	2	2
18509.0621253237	4	4	4	3
18519.282159627022	3	2	2	2
18529.382193527585	2	2	2	1
18529.612194299538	2	2	2	1
18539.812228535735	2	2	2	1
18550.032262839057	3	3	2	2
18560.232297075247	3	3	2	2
18570.43233131144	3	3	3	3
18580.61236548051	4	3	3	3
18580.852366286028	3	3	3	3
18591.082400622912	3	2	2	2
18601.302434926234	3	2	2	2
18611.462469028174	3	3	3	3
18621.612503096552	3	3	3	2
18631.722537030677	4	3	3	3
18631.962537836196	3	3	2	2
18642.142572005265	3	2	2	2
18652.37260634215	2	2	2	2
18662.622640746158	4	3	3	3
18672.81267494879	3	3	3	2
18682.992709117854	3	3	2	2
18683.232709923373	2	2	2	1
18693.40274405888	2	2	2	2
18703.652778462892	4	4	4	3
18713.792812497704	3	3	3	2
18723.972846666773	3	3	3	3
18734.12288073515	3	3	3	3
18734.36288154067	3	2	2	2
18744.52291564261	3	3	2	2
18754.722949878804	2	2	1	1
18764.952984215688	3	2	2	2
18775.15301845188	4	3	3	3
18785.31305255382	3	3	3	3
18785.55305335934	3	2	2	2
18795.753087595538	4	3	3	3
18805.943121798166	3	3	2	2
18816.11315593367	3	3	3	3
18826.333190236994	2	2	2	2
18836.57322460744	4	3	3	3
18836.81322541296	3	3	3	2
18846.983259548462	3	3	3	2
18857.203293851784	4	4	3	3
18867.41332812154	2	2	2	1
18877.60336232417	3	3	2	2
18887.78339649324	3	3	2	2
18888.02339729876	2	2	2	1
18898.253431635643	3	3	3	2
18908.443465838274	3	2	2	2
18918.663500141593	3	3	2	2
18928.913534545605	3	3	3	3
18939.09356871467	3	3	3	2
18939.333569520193	3	2	2	2
18949.55360382351	3	3	2	2
18959.773638126833	3	3	3	2
18969.973672363027	3	3	2	2
18980.213706733473	3	3	3	3
18990.36374080185	3	3	3	3
18990.603741607374	3	2	2	2
19000.833775944255	3	2	2	2
19011.013810113323	2	2	2	1
19021.19384428239	3	3	2	2
19031.393878518586	3	3	3	3
19041.56391265409	2	2	2	1
19041.803913459607	2	1	1	1
19051.883947293045	2	1	1	1
19062.0939815628	3	2	2	2
19072.27401573187	3	3	2	2
19082.40404973312	2	2	2	1
19092.654084137128	3	3	2	2
19092.884084909085	3	3	2	2
19103.074119111716	3	3	3	3
19113.27415334791	3	3	3	3
19123.484187617665	2	2	2	1
19133.674221820296	3	2	2	2
19143.884256090056	3	3	2	2
19144.124256895575	2	2	2	1
19154.304291064644	3	3	3	2
19164.524325367966	2	2	2	2
19174.76435973841	3	2	2	2
19185.00439410886	3	2	2	2
19195.224428412177	3	3	3	2
19195.464429217696	3	2	2	2
19205.60446325251	3	3	2	2
19215.78449742158	3	2	2	2
19225.994531691336	3	3	2	2
19236.234566061783	2	2	2	2
19246.40460019729	3	3	3	3
19246.64460100281	3	3	2	2
19256.844635239002	3	3	3	2
19267.05466950876	2	2	1	1
19277.264703778517	2	2	2	2
19287.46473801471	2	2	2	2
19297.664772250904	2	2	2	2
19297.89477302286	2	2	2	2
19308.134807393308	3	3	3	3
19318.35484169663	4	4	3	3
19328.594876067076	4	3	3	3
19338.784910269707	3	3	3	2
19348.88494417027	3	2	2	2
19349.12494497579	2	2	2	2
19359.234978909913	2	2	2	2
19369.50501338105	3	3	3	3
19379.705047617244	4	3	3	3
19389.88508178631	4	3	3	3
19400.065115955378	3	3	3	3
19400.305116760897	3	3	2	2
19410.465150862838	3	3	2	2
19420.66518509903	3	3	3	3
19430.87521936879	3	3	3	2
19441.1252537728	3	3	2	2
19451.355288109684	3	3	3	2
19451.595288915203	3	2	2	2
19461.73532295002	2	2	2	1
19471.945357219774	4	4	3	3
19482.075391221028	4	3	3	3
19492.26542542366	3	2	2	2
19502.475459693414	3	3	2	2
19502.715460498934	3	2	2	2
19512.91549473513	4	3	3	3
19523.11552897132	3	2	2	2
19533.30556317395	4	3	3	3
19543.48559734302	2	2	2	1
19553.685631579214	3	3	3	3
19553.925632384733	3	2	2	2
19564.1056665538	3	2	2	2
19574.275700689308	2	2	1	1
19584.465734891935	2	2	2	2
19594.67576916169	3	3	3	3
19604.845803297198	2	2	2	1
19605.075804069154	2	2	2	1
19615.285838338914	4	4	4	3
19625.485872575107	4	3	3	3
19635.695906844863	2	2	2	2
19645.885941047494	2	2	2	2
19656.085975283688	4	3	3	3
19656.325976089207	3	3	2	2
19666.40600992264	3	3	2	2
19676.596044125272	2	2	2	2
19686.806078395028	3	3	3	3
19697.006112631225	3	3	2	2
19707.23614696811	3	2	2	2
19707.47614777363	2	2	2	2
19717.64618190913	2	2	2	2
19727.8262160782	2	2	2	2
19738.05625041508	4	3	3	3
19748.28628475197	4	3	3	3
19758.51631908885	2	2	2	2
19758.75631989437	2	2	2	1
19768.99635426482	3	3	2	2
19779.216388568137	4	3	3	3
19789.41642280433	3	3	3	2
19799.586456939836	2	2	2	1
19809.796491209592	2	2	2	2
19810.03649201511	2	1	1	1
19820.286526419124	4	4	3	3
19830.466560588193	2	2	2	1
19840.68659489151	3	3	3	3
19850.86662906058	2	2	1	1
19861.0866633639	3	3	2	2
19861.32666416942	2	2	2	1
19871.516698372052	2	2	2	2
19881.696732541117	3	2	2	2
19891.91676684444	3	3	2	2
19902.116801080632	2	2	2	2
19912.31683531683	3	3	2	2
19912.55683612235	2	2	2	2
19922.72687025785	2	2	2	2
19932.916904460482	3	3	3	3
19943.15693883093	4	4	3	3
19953.34697303356	4	3	3	3
19963.44700693412	3	3	3	2
19963.687007739638	3	3	2	2
19973.897042009397	3	3	2	2
19984.037076044213	2	2	1	1
19994.267110381094	3	3	3	3
20004.427144483037	3	3	2	2
20014.617178685665	2	2	2	1
20014.847179457625	2	2	2	1
20025.02721362669	3	3	3	3
20035.197247762193	2	2	2	1
20045.407282031952	2	2	2	1
20055.637316368837	3	3	3	2
20065.787350437215	3	3	3	2
20066.01735120917	3	3	3	2
20076.197385378237	3	3	2	2
20086.427419715124	2	2	2	1
20096.687454152696	4	4	4	3
20106.89748842245	2	2	2	2
20117.067522557958	3	2	2	2
20117.297523329915	3	2	2	2
20127.457557431855	3	3	3	2
20137.63759160092	3	3	3	3
20147.867625937804	4	4	3	3
20158.087660241126	4	3	3	3
20168.307694544448	3	2	2	2
20168.5376953164	3	2	2	2
20178.757729619723	3	2	2	2
20188.99776399017	3	3	2	2
20199.227798327054	3	3	2	2
20209.4678326975	3	3	3	2
20219.637866833007	2	2	2	2
20219.86786760496	2	2	2	2
20230.067901841157	3	3	3	3
20240.28793614448	3	3	2	2
20250.47797034711	2	2	2	2
20260.69800465043	2	2	1	1
20270.91803895375	3	2	2	2
20271.15803975927	2	2	2	2
20281.298073794085	3	2	2	2
20291.49810803028	4	3	3	3
20301.708142300035	4	3	3	3
20311.87817643554	4	3	3	3
20322.058210604606	2	2	2	1
20322.288211376563	2	2	2	1
20332.40824534425	2	2	1	1
20342.618279614006	3	3	3	3
20352.75831364882	3	3	2	2
20362.93834781789	2	2	2	2
20373.148382087646	3	3	2	2
20373.388382893165	3	2	2	2
20383.518416894418	1	1	1	1
20393.758451264865	3	2	2	2
20403.978485568186	2	2	2	1
20414.188519837942	3	3	3	3
20424.418554174827	3	3	3	2
20424.648554946783	3	3	3	2
20434.868589250105	3	3	3	2
20445.028623352046	2	2	2	2
20455.2386576218	4	4	4	3
20465.41869179087	3	3	2	2
20475.558725825682	2	2	2	1
20475.798726631205	2	2	1	1
20485.968760766707	2	2	2	1
20496.128794868648	3	2	2	2
20506.378829272657	3	3	2	2
20516.50886327391	3	2	2	2
20526.678897409412	2	2	2	2
20526.90889818137	2	2	1	1
20537.168932618944	4	4	4	4
20547.368966855138	3	3	3	2
20557.549001024207	2	2	1	1
20567.809035461778	4	4	3	3
20577.979069597284	3	3	3	2
20578.219070402803	2	2	2	2
20588.39910457187	3	3	2	2
20598.639138942315	3	3	3	3
20608.80917307782	3	2	2	2
20618.999207280453	2	2	2	2
20629.159241382393	3	3	2	2
20629.399242187912	3	2	2	2
20639.54927625629	3	3	2	2
20649.789310626737	2	2	2	2
20659.969344795805	2	2	2	2
20670.14937896487	2	2	2	2
20680.349413201067	3	3	2	2
20680.589414006587	2	2	2	2
20690.719448007836	3	2	2	2
20700.909482210467	2	2	2	1
20711.07951634597	2	2	2	2
20721.19955031366	2	2	2	2
20731.369584449163	2	1	1	1
20731.609585254682	1	1	1	1
20741.799619457313	2	2	2	2
20751.93965349213	3	3	2	2
20762.179687862576	3	3	3	3
20772.37972209877	2	2	2	1
20782.499756066456	2	2	2	1
20782.739756871975	2	2	1	1
20792.929791074606	2	2	2	2
20803.1298253108	2	2	2	2
20813.34985961412	3	3	3	3
20823.509893716062	3	3	2	2
20833.72992801938	3	2	2	2
20833.969928824903	2	2	2	1
20844.199963161787	2	2	2	2
20854.38999736442	4	3	3	3
20864.53003139923	2	2	2	2
20874.780065803243	3	3	3	3
20884.940099905183	4	4	3	3
20885.180100710702	3	3	3	2
20895.320134745518	4	3	3	3
20905.52016898171	4	3	3	3
20915.730203251467	4	4	3	3
20925.870237286283	3	3	2	2
20936.11027165673	3	3	3	2
20936.35027246225	3	2	2	2
20946.580306799133	3	3	3	3
20956.80034110245	4	3	3	3
20966.930375103704	3	3	3	3
20977.080409172082	3	3	3	3
20987.32044354253	4	3	3	3
20987.560444348048	3	3	3	2
20997.770478617807	3	2	2	2
21007.990512921126	3	3	3	3
21018.19054715732	4	4	3	3
21028.370581326388	2	2	2	2
21038.520615394766	3	3	3	2
21038.760616200285	3	3	2	2
21048.950650402916	4	3	3	3
21059.08068440417	3	3	2	2
21069.34071884174	3	3	3	2
21079.540753077934	4	4	4	4
21089.71078721344	3	3	3	3
21089.940787985393	3	3	3	3
21100.160822288715	3	3	3	2
21110.33085642422	3	2	2	2
21120.57089079467	3	3	3	3
21130.71092482948	3	3	2	2
21140.950959199927	4	4	3	3
21141.190960005446	3	3	3	2
21151.30099393957	3	3	3	2
21161.48102810864	3	2	2	2
21171.731062512652	4	3	3	3
21181.901096648155	3	2	2	2
21192.071130783657	2	2	1	1
21192.301131555614	2	2	1	1
21202.451165623992	3	3	2	2
21212.591199658807	3	3	3	2
21222.791233895	4	3	3	3
21233.011268198323	3	3	3	2
21243.201302400954	3	3	3	2
21243.441303206473	2	2	2	2
21253.641337442667	2	2	2	2
21263.821371611735	2	2	2	2
21274.02140584793	3	3	2	2
21284.121439748487	2	2	2	2
21294.361474118934	4	3	3	3
21294.601474924453	3	3	2	2
21304.8415092949	4	3	3	3
21315.011543430406	3	2	2	2
21325.131577398093	3	2	2	2
21335.381611802106	3	3	3	3
21345.541645904046	3	3	3	2
21345.781646709565	3	2	2	2
21356.01168104645	2	2	2	2
21366.241715383334	3	2	2	2
21376.441749619527	3	3	3	2
21386.64178385572	3	2	2	2
21396.871818192605	3	3	2	2
21397.101818964562	3	3	2	2
21407.311853234318	2	2	2	2
21417.491887403386	2	2	2	2
21427.75192184096	3	3	3	3
21437.891955875773	4	3	3	3
21448.111990179095	4	3	3	3
21448.351990984615	3	3	3	3
21458.562025254374	2	2	2	2
21468.722059356314	3	3	2	2
21478.90209352538	2	1	1	1
21489.11212779514	2	2	2	1
21499.322162064895	4	3	3	3
21499.562162870414	3	3	2	2
21509.6821968381	3	3	3	2
21519.812230839354	3	2	2	2
21530.00226504198	3	3	3	3
21540.192299244613	3	3	3	2
21550.37233341368	3	3	3	3
21550.6123342192	3	3	3	2
21560.742368220453	4	3	3	3
21570.96240252377	3	2	2	2
21581.192436860656	3	3	3	2
21591.412471163978	3	3	2	2
21601.6325054673	4	3	3	3
21601.872506272815	3	3	3	2
21612.04254040832	3	3	3	2
