Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube-m04
6757.062679958095	3	3	3	3
6757.302680763658	3	2	2	2
6767.4027146642375	3	3	3	2
6777.582748833337	3	3	3	2
6787.802783136699	2	2	2	1
6797.992817339363	3	3	2	2
6808.192851575594	3	3	2	2
6808.432852381157	3	2	2	2
6818.612886550258	3	3	3	2
6828.812920786489	3	3	3	3
6839.042955123414	3	2	2	2
6849.212989258949	2	2	2	1
6859.433023562309	3	3	2	2
6859.673024367873	2	2	2	2
6869.823058436278	4	3	3	3
6879.953092437552	3	3	3	3
6890.153126673782	4	3	3	3
6900.363160943578	3	2	2	2
6910.553195146243	3	3	3	2
6910.793195951807	3	2	2	2
6920.933229986646	2	2	2	2
6931.083264055051	2	2	2	2
6941.333298459107	2	2	2	2
6951.603332930293	4	4	3	3
6961.833367267219	2	2	2	1
6962.0633680392175	2	2	2	1
6972.253402241882	2	2	2	2
6982.443436444548	4	3	3	3
6992.663470747908	3	3	3	2
7002.873505017705	2	2	1	1
7013.103539354631	2	2	2	2
7013.343540160193	2	2	1	1
7023.533574362858	3	3	3	2
7033.723608565524	3	3	2	2
7043.943642868884	2	2	2	2
7054.083676903724	3	2	2	2
7064.243711005694	3	3	3	2
7064.483711811257	3	2	2	2
7074.653745946793	3	2	2	2
7084.843780149457	2	2	2	2
7094.993814217863	2	2	2	1
7105.133848252702	2	2	2	2
7115.323882455366	3	3	3	3
7115.563883260931	3	2	2	2
7125.793917597857	3	3	3	2
7136.013951901216	2	2	2	1
7146.203986103882	2	2	2	2
7156.324020071592	2	2	2	2
7166.534054341387	2	2	2	2
7166.774055146951	2	2	2	1
7176.904089148225	2	2	2	2
7187.104123384455	4	4	3	3
7197.27415751999	3	3	2	2
7207.3941914877	3	3	2	2
7217.544225556105	3	2	2	2
7217.7742263281025	3	2	2	2
7227.954260497203	2	2	2	1
7238.144294699868	3	2	2	2
7248.304328801837	3	3	2	2
7258.474362937372	2	2	1	1
7268.684397207168	2	2	2	2
7268.924398012731	2	1	1	1
7279.104432181832	2	2	2	1
7289.3044664180625	2	2	2	2
7299.504500654292	3	3	3	3
7309.694534856958	3	3	3	2
7319.904569126753	3	3	3	2
7320.144569932317	3	3	2	2
7330.344604168547	3	2	2	2
7340.514638304082	2	2	1	1
7350.654672338921	2	2	2	2
7360.904706742978	4	3	3	3
7371.1247410463375	3	3	3	2
7371.354741818337	3	3	3	2
7381.534775987437	3	3	3	2
7391.714810156537	3	2	2	2
7401.914844392768	3	2	2	2
7412.074878494737	2	2	2	1
7422.2249125631415	2	2	2	1
7422.45491333514	2	2	2	1
7432.624947470675	3	3	2	2
7442.77498153908	3	2	2	2
7452.905015540355	3	3	2	2
7463.065049642324	3	3	3	2
7473.175083576468	4	3	3	3
7473.415084382032	3	3	2	2
7483.625118651827	3	3	2	2
7493.825152888057	3	3	3	2
7503.9751869564625	4	3	3	3
7514.1952212598235	3	3	3	2
7524.345255328227	3	3	3	3
7524.5852561337915	3	3	2	2
7534.755290269326	3	2	2	2
7544.985324606252	3	3	3	2
7555.185358842482	2	2	1	1
7565.395393112277	2	2	2	2
7575.645427516334	3	3	3	3
7575.885428321897	3	3	3	2
7586.045462423866	2	2	2	1
7596.205496525837	3	3	2	2
7606.375530661371	2	2	1	1
7616.525564729776	2	2	1	1
7626.725598966006	3	3	3	2
7626.965599771571	2	2	2	2
7637.135633907105	3	2	2	2
7647.2856679755105	3	2	2	2
7657.515702312437	3	3	3	2
7667.675736414406	3	2	2	2
7677.885770684201	3	3	3	2
7678.1157714562	3	3	3	2
7688.2358054239085	3	3	2	2
7698.405839559443	3	3	3	2
7708.575873694978	2	2	1	1
7718.795907998339	3	3	2	2
7729.025942335265	3	3	2	2
7729.255943107263	3	3	2	2
7739.455977343493	3	2	2	2
7749.616011445463	2	2	2	2
7759.806045648129	3	3	3	2
7770.006079884359	3	3	3	3
7780.196114087024	3	3	2	2
7780.436114892587	2	2	2	1
7790.646149162384	3	3	3	3
7800.776183163658	3	2	2	2
7810.906217164932	2	2	2	2
7821.096251367598	3	3	3	2
7831.246285436003	3	3	2	2
7831.486286241566	2	2	2	2
7841.676320444231	3	2	2	2
7851.77635434481	2	2	1	1
7861.986388614606	3	2	2	2
7872.13642268301	3	2	2	2
7882.356456986371	2	2	1	1
7882.586457758369	2	2	1	1
7892.756491893903	2	2	2	2
7902.916525995874	3	3	2	2
7913.1465603328	3	3	3	2
7923.316594468334	3	2	2	2
7933.516628704564	4	3	3	3
7933.756629510129	3	3	2	2
7943.956663746359	4	4	4	3
7954.126697881893	3	3	3	2
7964.316732084559	3	3	3	2
7974.546766421485	3	2	2	2
7984.726800590585	2	2	1	1
7984.956801362584	2	2	1	1
7995.176835665943	3	3	3	2
8005.346869801479	3	3	3	3
8015.576904138406	3	3	2	2
8025.796938441766	2	2	2	1
8036.006972711561	2	2	2	1
8036.236973483559	2	2	2	1
8046.43700771979	4	3	3	3
8056.61704188889	2	2	2	2
8066.837076192251	3	3	2	2
8077.077110562742	3	3	3	3
8087.267144765407	3	3	3	2
8087.507145570969	3	2	2	2
8097.727179874331	3	3	3	3
8107.917214076996	3	3	2	2
8118.097248246096	3	3	3	2
8128.337282616587	3	3	3	2
8138.567316953513	3	3	3	2
8138.807317759077	2	2	2	2
8148.987351928176	3	3	3	3
8159.167386097277	2	2	2	1
8169.3474202663765	3	2	2	2
8179.507454368346	2	2	2	2
8189.707488604577	3	3	2	2
8189.94748941014	2	2	2	1
8200.12752357924	4	3	3	3
8210.297557714775	2	2	2	2
8220.537592085266	3	2	2	2
8230.757626388626	2	2	2	1
8240.967660658422	3	3	3	2
8241.207661463986	3	2	2	2
8251.427695767346	2	2	2	2
8261.607729936446	2	2	2	2
8271.867764374067	3	3	2	2
8282.047798543168	3	3	2	2
8292.287832913658	3	3	3	2
8292.527833719223	3	2	2	2
8302.707867888323	4	4	3	3
8312.927902191683	2	2	2	1
8323.127936427913	3	3	3	3
8333.347970731274	2	2	2	1
8343.498004799678	3	3	2	2
8343.738005605243	2	2	2	2
8353.868039606517	3	3	2	2
8364.028073708487	3	2	2	2
8374.248108011847	2	2	2	2
8384.438142214512	2	2	1	1
8394.628176417178	3	3	3	3
8394.868177222741	3	3	2	2
8405.02821132471	2	2	2	2
8415.258245661636	3	3	2	2
8425.438279830736	3	2	2	2
8435.688314234792	3	3	3	3
8445.908348538154	3	2	2	2
8446.138349310151	3	2	2	2
8456.318383479253	3	3	2	2
8466.498417648352	3	2	2	2
8476.728451985278	3	3	3	2
8486.888486087248	3	2	2	2
8497.088520323477	3	2	2	2
8497.328521129042	2	2	1	1
8507.568555499533	3	3	2	2
8517.778589769328	3	3	3	2
8527.918623804168	2	2	2	2
8538.158658174658	3	3	3	3
8548.328692310193	3	3	3	3
8548.568693115758	3	3	3	2
8558.768727351988	3	3	2	2
8569.008761722478	3	3	3	3
8579.238796059404	3	2	2	2
8589.418830228504	3	3	3	3
8599.64886456543	3	2	2	2
8599.888865370995	2	2	2	2
8610.048899472964	3	3	2	2
8620.288933843454	3	3	3	2
8630.508968146814	3	3	2	2
8640.729002450176	2	2	2	2
8650.93903671997	2	2	1	1
8651.179037525535	2	1	1	1
8661.399071828895	2	2	2	1
8671.649106232951	3	3	2	2
8681.799140301357	3	2	2	2
8691.899174201935	2	2	2	2
8702.079208371035	3	2	2	2
8702.3192091766	2	2	2	1
8712.469243245003	3	2	2	2
8722.659277447669	3	3	2	2
8732.879311751029	3	2	2	2
8743.09934605439	2	2	2	2
8753.27938022349	2	2	2	2
8753.519381029053	2	2	1	1
8763.739415332413	3	3	3	3
8773.889449400818	4	3	3	3
8784.019483402093	3	3	3	3
8794.189517537628	3	2	2	2
8804.409551840989	2	2	2	2
8804.649552646553	2	2	2	1
8814.889587017044	4	3	3	3
8825.059621152579	3	2	2	2
8835.279655455939	3	2	2	2
8845.489689725735	3	3	2	2
8855.669723894835	3	3	3	3
8855.909724700397	3	3	3	2
8866.069758802369	3	3	3	2
8876.169792702947	2	2	2	2
8886.429827140568	3	3	3	3
8896.64986144393	4	4	4	4
8906.789895478769	3	3	3	3
8907.019896250766	3	3	3	3
8917.229930520563	3	2	2	2
8927.429964756793	2	1	1	1
8937.669999127284	3	3	3	3
8947.850033296383	4	4	3	3
8958.070067599745	2	2	1	1
8958.300068371742	2	2	1	1
8968.520102675104	3	3	3	2
8978.71013687777	3	2	2	2
8988.940171214694	3	3	3	2
8999.080205249535	3	3	3	3
9009.2702394522	3	2	2	2
9009.500240224197	3	2	2	2
9019.730274561123	3	3	3	2
9029.890308663093	4	4	4	4
9040.020342664367	4	4	4	3
9050.200376833467	4	4	3	3
9060.410411103263	4	3	3	3
9060.650411908826	3	3	2	2
9070.850446145058	3	3	3	3
9081.070480448418	2	2	2	1
9091.260514651083	4	3	3	3
9101.460548887313	2	2	2	2
9111.660583123545	3	2	2	2
9111.890583895542	3	2	2	2
9122.060618031077	3	3	2	2
9132.290652368003	3	3	3	2
9142.350686134321	3	3	3	2
9152.51072023629	3	2	2	2
9162.710754472522	3	3	3	3
9162.950755278085	3	2	2	2
9173.14078948075	2	2	2	1
9183.380823851241	3	3	3	2
9193.530857919646	3	3	2	2
9203.700892055182	3	2	2	2
9213.890926257847	3	3	3	2
9214.130927063408	3	2	2	2
9224.33096129964	4	4	4	3
9234.49099540161	4	4	3	3
9244.67102957071	3	3	2	2
9254.841063706244	3	3	2	2
9265.05109797604	2	2	1	1
9265.291098781603	2	1	1	1
9275.501133051399	3	3	3	2
9285.691167254065	3	3	3	2
9295.8612013896	3	3	3	2
9306.02123549157	3	2	2	2
9316.2212697278	3	3	2	2
9316.461270533364	3	2	2	2
9326.591304534637	3	3	2	2
9336.771338703738	3	3	3	2
9346.961372906402	3	2	2	2
9357.171407176198	4	3	3	3
9367.381441445994	2	2	2	2
9367.621442251559	2	2	2	1
9377.741476219266	2	2	1	1
9387.981510589758	2	2	2	2
9398.141544691729	2	2	2	1
9408.351578961523	2	2	1	1
9418.58161329845	3	3	3	2
9418.821614104012	2	2	2	2
9429.021648340242	3	2	2	2
9439.251682677168	3	3	2	2
9449.43171684627	3	3	3	3
9459.601750981803	2	2	2	2
9469.791785184469	3	3	3	2
9470.031785990031	2	2	2	2
9480.261820326958	2	2	2	2
9490.48185463032	4	4	3	3
9500.691888900114	2	2	2	2
9510.841922968519	2	2	2	1
9520.951956902663	2	2	2	2
9521.191957708226	2	2	1	1
9531.401991978022	3	3	2	2
9541.592026180688	2	2	2	1
9551.772060349787	2	2	1	1
9561.922094418193	2	2	1	1
9572.092128553728	3	3	3	2
9572.33212935929	2	2	2	2
9582.47216339413	2	2	2	1
9592.65219756323	2	2	2	1
9602.842231765895	3	3	3	2
9613.062266069255	2	2	2	2
9623.1723000034	3	2	2	2
9623.412300808965	2	2	2	2
9633.642335145889	4	3	3	3
9643.802369247858	3	3	3	3
9654.00240348409	4	3	3	3
9664.172437619625	3	3	2	2
9674.322471688029	2	2	2	2
9674.562472493593	2	2	1	1
9684.732506629127	2	2	2	2
9694.962540966053	3	2	2	2
9705.162575202285	2	2	1	1
9715.372609472079	3	3	3	2
9725.602643809005	4	3	3	3
9725.84264461457	3	3	2	2
9736.06267891793	3	2	2	2
9746.252713120595	3	3	3	3
9756.462747390391	4	4	4	3
9766.692781727315	2	2	2	2
9776.922816064241	2	2	2	2
9777.162816869806	2	2	2	1
9787.352851072472	3	3	3	2
9797.442884939484	3	3	3	2
9807.582918974324	2	2	2	1
9817.83295337838	3	3	3	3
9828.01298754748	3	3	3	2
9828.252988353044	3	3	2	2
9838.393022387883	3	3	2	2
9848.613056691245	2	2	2	2
9858.793090860343	2	2	2	1
9869.013125163705	4	3	3	3
9879.193159332804	2	2	2	2
9879.423160104803	2	2	2	2
9889.623194341035	3	3	3	3
9899.823228577265	4	4	3	3
9910.043262880625	2	2	1	1
9920.23329708329	3	3	3	2
9930.423331285956	2	2	2	2
9930.653332057953	2	2	2	2
9940.773366025664	3	2	2	2
9951.003400362588	3	3	2	2
9961.20343459882	3	3	3	3
9971.333468600093	3	3	3	2
9981.543502869888	2	2	2	2
9981.783503675453	2	2	1	1
9991.943537777423	2	2	2	1
10002.133571980088	3	2	2	2
10012.343606249882	3	3	2	2
10022.543640486114	4	3	3	3
10032.73367468878	4	3	3	3
10032.973675494342	3	3	2	2
10043.173709730572	2	2	2	1
10053.423744134629	3	3	3	3
10063.613778337294	2	2	2	2
10073.78381247283	2	2	1	1
10083.973846675495	2	2	2	2
10084.213847481056	2	2	2	1
10094.333881448767	2	2	2	2
10104.533915684997	3	3	2	2
10114.753949988359	3	3	3	2
10124.893984023198	3	3	3	3
10135.104018292994	3	3	3	2
10135.33401906499	3	3	3	2
10145.51405323409	3	3	3	3
10155.724087503888	4	4	3	3
10165.914121706553	3	3	3	2
10176.094155875653	3	3	3	2
10186.264190011187	3	2	2	2
10186.494190783185	3	2	2	2
10196.714225086545	3	2	2	2
10206.874259188517	3	3	2	2
10217.054293357616	2	2	2	1
10227.194327392455	3	2	2	2
10237.394361628685	3	3	2	2
10237.63436243425	2	2	2	1
10247.83439667048	2	2	2	2
10257.984430738885	2	2	2	1
10268.17446494155	3	3	2	2
10278.33449904352	3	2	2	2
10288.524533246185	3	3	3	2
10288.764534051748	3	2	2	2
10298.954568254414	3	3	3	3
10309.154602490644	3	2	2	2
10319.38463682757	3	3	3	2
10329.574671030236	3	3	3	3
10339.764705232901	3	3	3	2
10340.004706038464	3	2	2	2
10350.144740073303	3	2	2	2
10360.384774443794	3	3	2	2
10370.57480864646	2	2	1	1
10380.784842916255	3	3	3	2
10390.95487705179	2	2	1	1
10391.184877823789	2	2	1	1
10401.324911858628	3	2	2	2
10411.534946128422	3	3	2	2
10421.70498026396	2	2	1	1
10431.915014533753	3	2	2	2
10442.115048769985	3	3	3	2
10442.355049575548	3	2	2	2
10452.535083744648	2	2	2	1
10462.715117913747	3	3	2	2
10472.775151680067	3	3	2	2
10482.995185983427	3	3	2	2
10493.195220219657	3	3	3	2
10493.435221025222	2	2	2	2
10503.665255362146	3	3	2	2
10513.795289363421	3	3	3	2
10524.015323666783	2	2	2	1
10534.245358003707	3	3	2	2
10544.46539230707	4	3	3	3
10544.705393112632	3	3	2	2
10554.895427315296	3	3	2	2
10565.105461585094	3	3	3	2
10575.275495720627	3	2	2	2
10585.51553009112	3	3	3	3
10595.765564495176	3	3	2	2
10595.995565267172	3	3	2	2
10606.145599335578	3	3	3	2
10616.315633471113	2	2	1	1
10626.515667707343	3	3	2	2
10636.725701977139	3	2	2	2
10646.925736213369	3	2	2	2
10647.165737018933	2	2	2	1
10657.375771288727	4	3	3	3
10667.515805323566	3	2	2	2
10677.725839593362	3	3	2	2
10687.915873796028	3	2	2	2
10698.085907931563	2	2	2	2
10698.325908737126	2	2	1	1
10708.465942771967	3	2	2	2
10718.675977041761	3	3	3	2
10728.856011210863	3	3	2	2
10739.086045547789	2	2	2	2
10749.206079515496	2	2	2	2
10749.436080287496	2	2	2	2
10759.656114590856	3	3	3	2
10769.84614879352	2	2	2	2
10780.036182996186	2	1	1	1
10790.1262168632	2	1	1	1
10800.336251132996	4	3	3	3
10800.566251904993	4	3	3	3
10810.77628617479	3	2	2	2
10820.966320377454	2	2	2	1
10831.146354546554	3	2	2	2
10841.27638854783	3	3	2	2
10851.446422683364	2	2	2	1
10851.676423455361	2	2	2	1
10861.866457658029	2	2	2	2
10871.996491659302	2	2	1	1
10882.146525727707	2	2	2	2
10892.376560064633	3	3	3	3
10902.616594435125	3	3	3	3
10902.856595240688	3	3	2	2
10913.006629309091	3	3	2	2
10923.186663478193	3	3	3	2
10933.36669764729	2	2	2	1
10943.536731782826	2	2	2	2
10953.706765918363	3	3	3	2
10953.946766723926	3	2	2	2
10964.166801027286	3	3	3	3
10974.306835062125	4	3	3	3
10984.446869096966	3	3	2	2
10994.646903333196	4	4	3	3
11004.85693760299	2	2	2	2
11005.096938408555	2	2	2	1
11015.246972476958	3	2	2	2
11025.417006612495	3	3	2	2
11035.517040513072	3	2	2	2
11045.667074581477	3	2	2	2
11055.857108784143	2	2	2	2
11056.087109556142	2	2	2	2
11066.257143691675	2	2	2	2
11076.467177961473	3	3	3	2
11086.657212164137	3	3	2	2
11096.827246299672	2	2	2	1
11107.017280502338	3	3	2	2
11107.2572813079	2	2	2	2
11117.447315510564	3	3	2	2
11127.647349746796	3	3	3	2
11137.857384016592	3	3	3	2
11148.067418286388	2	2	1	1
11158.307452656878	3	3	3	2
11158.547453462443	2	2	2	2
11168.677487463716	3	2	2	2
11178.857521632817	2	2	2	2
11189.017555734785	2	2	2	1
11199.157589769626	3	3	2	2
11209.327623905161	3	3	3	3
11209.567624710724	3	3	3	2
11219.647658544172	3	3	3	2
11229.867692847534	2	2	2	2
11240.057727050198	3	3	3	2
11250.21776115217	2	2	2	2
11260.407795354833	3	3	2	2
11260.647796160396	3	2	2	2
11270.86783046376	3	3	3	2
11281.027864565727	3	3	2	2
11291.26789893622	3	2	2	2
11301.457933138883	2	2	2	1
11311.637967307985	2	2	2	2
11311.877968113547	2	2	1	1
11322.048002249083	3	2	2	2
11332.208036351054	2	2	1	1
11342.388070520152	2	2	1	1
11352.578104722817	2	2	2	2
11362.718138757657	3	3	3	2
11362.95813956322	3	3	2	2
11373.188173900146	3	3	2	2
11383.438208304202	4	4	3	3
11393.60824243974	3	2	2	2
11403.808276675969	4	4	3	3
11414.018310945763	3	3	3	3
11414.258311751328	3	3	2	2
11424.468346021122	2	2	2	1
11434.698380358048	3	3	3	2
11444.918414661408	3	3	3	2
11455.108448864075	2	2	2	2
11465.368483301696	3	3	3	2
11465.608484107259	3	2	2	2
11475.728518074968	3	3	2	2
11485.888552176937	3	3	3	3
11496.098586446733	2	2	1	1
11506.358620884355	3	3	3	2
11516.498654919194	3	3	2	2
11516.728655691193	3	3	2	2
11526.948689994553	3	3	3	2
11537.088724029392	3	2	2	2
11547.258758164928	2	2	2	1
11557.458792401158	1	1	1	1
11567.658826637387	2	2	2	2
11567.898827442952	2	1	1	1
11578.078861612052	2	2	2	1
11588.288895881848	3	2	2	2
11598.498930151643	3	3	3	3
11608.628964152917	3	3	2	2
11618.828998389146	4	4	3	3
11619.068999194713	3	3	3	3
11629.24903336381	2	2	2	2
11639.429067532912	3	3	2	2
11649.629101769142	3	3	3	3
11659.799135904675	4	3	3	3
11670.039170275168	3	3	3	2
11670.27917108073	3	2	2	2
11680.429205149136	2	2	2	1
11690.659239486062	2	2	2	2
11700.859273722292	2	2	2	1
11711.109308126348	4	3	3	3
11721.279342261883	3	3	3	2
11721.519343067448	2	2	2	2
11731.749377404374	3	3	3	3
11741.939411607038	4	4	3	3
11752.089445675443	4	3	3	3
11762.259479810979	3	3	3	2
11772.409513879384	4	3	3	3
11772.649514684947	3	3	2	2
11782.849548921176	3	3	3	2
11793.01958305671	3	2	2	2
11803.23961736007	3	3	2	2
11813.389651428475	3	2	2	2
11823.55968556401	3	3	2	2
11823.78968633601	3	3	2	2
11833.96972050511	3	3	3	2
11844.14975467421	3	3	2	2
11854.379789011136	3	3	3	3
11864.579823247368	3	3	3	2
11874.719857282207	4	4	3	3
11874.95985808777	3	3	3	2
11885.189892424694	4	3	3	3
11895.319926425971	3	3	3	2
11905.509960628635	3	3	2	2
11915.649994663474	3	3	3	2
11925.82002879901	2	2	2	1
11926.060029604574	2	2	1	1
11936.280063907934	2	2	2	2
11946.49009817773	2	2	1	1
11956.680132380394	3	2	2	2
11966.920166750884	3	3	3	3
11977.090200886421	2	2	2	2
11977.320201658418	2	2	2	2
11987.450235659693	1	1	1	1
11997.640269862357	2	2	2	2
12007.86030416572	2	2	2	1
12018.070338435515	3	2	2	2
12028.240372571048	2	2	1	1
12028.470373343047	2	2	1	1
12038.660407545713	2	2	2	2
12048.850441748378	2	1	1	1
12058.940475615393	2	1	1	1
12069.150509885187	3	3	2	2
12079.340544087852	3	3	3	2
12079.580544893415	2	2	2	2
12089.77057909608	2	2	2	1
12099.980613365877	3	3	3	3
12110.230647769931	4	3	3	3
12120.450682073295	3	2	2	2
12130.650716309525	3	2	2	2
12130.880717081522	3	2	2	2
12141.050751217057	3	2	2	2
12151.230785386157	2	2	2	2
12161.420819588824	3	3	2	2
12171.620853825054	4	3	3	3
12181.840888128414	3	3	3	3
12182.080888933977	3	2	2	2
12192.300923237339	3	2	2	2
12202.440957272178	2	2	1	1
12212.650991541972	3	3	3	2
12222.831025711073	4	4	3	3
12233.021059913739	3	3	3	2
12233.261060719302	2	2	2	2
12243.38109468701	3	2	2	2
12253.591128956805	2	2	2	2
12263.781163159472	2	2	1	1
12274.001197462832	3	2	2	2
12284.171231598368	3	3	3	2
12284.411232403932	3	2	2	2
12294.551266438772	3	2	2	2
12304.751300675001	3	3	2	2
12314.991335045492	4	3	3	3
12325.221369382418	3	3	2	2
12335.451403719344	3	3	3	3
12335.691404524905	3	2	2	2
12345.931438895397	3	3	3	3
12356.091472997368	3	3	2	2
12366.321507334293	4	4	4	3
12376.541541637655	3	3	2	2
12386.69157570606	3	3	3	2
12386.921576478057	3	3	3	2
12397.091610613592	3	2	2	2
12407.331644984084	3	3	3	3
12417.471679018923	4	3	3	3
12427.591712986632	4	3	3	3
12437.761747122166	4	3	3	3
12438.001747927732	3	3	2	2
12448.231782264655	3	3	3	2
12458.46181660158	2	2	2	1
12468.721851039203	3	3	3	2
12478.931885308999	3	3	3	2
12489.181919713055	4	3	3	3
12489.421920518618	3	3	2	2
12499.601954687718	4	4	4	3
12509.801988923948	3	3	3	3
12520.032023260874	4	3	3	3
12530.2620575978	2	2	2	2
12540.462091834032	4	3	3	3
12540.69209260603	4	3	3	3
12550.83212664087	4	3	3	3
12561.042160910665	2	2	1	1
12571.292195314722	3	2	2	2
12581.512229618082	4	3	3	3
12591.692263787181	4	4	3	3
12591.932264592744	4	3	3	3
12602.052298560453	3	3	3	2
12612.30233296451	3	3	2	2
12622.50236720074	3	3	2	2
12632.722401504103	3	2	2	2
12642.962435874591	3	3	2	2
12643.202436680156	3	2	2	2
12653.41247094995	4	3	3	3
12663.652505320442	2	2	2	2
12673.892539690933	3	3	3	2
12684.122574027859	3	3	2	2
12694.332608297655	4	3	3	3
12694.572609103217	3	3	2	2
12704.742643238753	3	3	2	2
12714.952677508549	4	3	3	3
12725.182711845475	2	2	2	1
12735.39274611527	2	2	2	2
12745.61278041863	3	3	2	2
12745.852781224194	2	2	2	2
12756.022815359729	3	3	2	2
12766.26284973022	4	4	3	3
12776.462883966451	3	3	2	2
12786.692918303377	2	2	1	1
12796.86295243891	2	2	2	2
12797.102953244474	2	2	1	1
12807.272987380009	2	2	2	1
12817.473021616239	3	3	2	2
12827.65305578534	2	2	2	2
12837.823089920874	2	2	2	1
12848.07312432493	3	3	3	3
12848.313125130495	3	3	2	2
12858.453159165334	3	2	2	2
12868.693193535826	3	3	2	2
12878.913227839186	2	2	2	2
12889.10326204185	3	3	2	2
12899.293296244517	3	2	2	2
12899.53329705008	2	2	2	1
12909.71333121918	3	3	3	3
12919.883365354715	3	3	2	2
12930.103399658075	3	3	3	2
12940.323433961436	3	2	2	2
12950.523468197665	3	3	3	2
12950.76346900323	3	2	2	2
12960.88350297094	2	2	2	2
12971.073537173605	3	3	3	2
12981.263571376268	3	3	3	2
12991.513605780327	4	4	3	3
13001.683639915862	3	3	3	2
13001.923640721425	3	3	2	2
13012.093674856958	2	2	2	2
13022.29370909319	3	3	3	3
13032.443743161595	4	3	3	3
13042.613777297129	3	2	2	2
13052.783811432664	3	3	2	2
13053.013812204663	3	3	2	2
13063.253846575153	3	3	3	3
13073.443880777819	3	3	3	2
13083.633914980483	3	3	3	2
13093.873949350975	3	3	3	3
13104.06398355364	3	2	2	2
13104.303984359205	2	2	2	1
13114.524018662565	2	2	2	2
13124.754052999491	3	2	2	2
13134.964087269285	4	4	4	3
13145.154121471951	3	3	2	2
13155.29415550679	3	3	2	2
13155.534156312353	3	2	2	2
13165.74419058215	4	4	4	3
13175.954224851946	3	2	2	2
13186.174259155307	3	3	3	3
13196.374293391536	4	3	3	3
13206.594327694896	4	4	4	3
13206.834328500461	4	3	3	3
13217.024362703125	3	2	2	2
13227.204396872226	3	3	3	2
13237.344430907066	3	3	3	2
13247.53446510973	4	4	3	3
13257.674499144568	3	3	3	2
13257.914499950133	3	3	2	2
13268.124534219927	2	2	2	2
13278.324568456159	3	3	2	2
13288.504602625258	3	3	3	2
13298.74463699575	3	3	3	2
13308.914671131286	3	2	2	2
13309.154671936849	2	2	2	2
13319.244705803862	2	2	2	1
13329.444740040093	3	2	2	2
13339.684774410585	4	3	3	3
13349.914808747511	2	2	2	1
13360.114842983741	2	2	1	1
13360.344843755738	2	2	1	1
13370.514877891275	2	2	2	1
13380.70491209394	3	3	3	2
13390.88494626304	2	1	1	1
13401.024980297878	2	2	1	1
13411.275014701934	3	3	3	3
13411.515015507497	3	2	2	2
13421.705049710165	2	2	2	2
13431.925084013525	3	3	3	3
13442.115118216188	3	2	2	2
13452.265152284594	3	3	3	3
13462.49518662152	3	2	2	2
13462.725187393518	3	2	2	2
13472.955221730444	3	3	3	2
13483.175256033805	4	3	3	3
13493.30529003508	3	3	3	3
13503.475324170615	2	2	1	1
13513.68535844041	2	2	1	1
13513.915359212408	2	2	1	1
13524.145393549334	3	3	3	3
13534.325427718433	3	3	3	2
13544.505461887535	3	3	2	2
13554.695496090199	3	2	2	2
13564.885530292864	3	2	2	2
13565.115531064863	3	2	2	2
13575.285565200396	3	3	2	2
13585.495599470194	3	3	2	2
13595.635633505033	3	2	2	2
13605.825667707697	3	2	2	2
13616.005701876798	3	3	3	2
13616.245702682361	3	2	2	2
13626.415736817897	3	3	3	3
13636.605771020562	3	3	2	2
13646.785805189662	3	3	3	2
13657.015839526588	2	2	1	1
13667.21587376282	2	2	2	2
13667.445874534815	2	2	2	2
13677.665908838178	3	3	3	3
13687.835942973712	3	2	2	2
13698.025977176378	3	3	3	3
13708.206011345477	3	3	2	2
13718.476045816662	4	4	4	4
13718.716046622229	4	3	3	3
13728.926080892023	3	3	3	2
13739.116115094688	3	3	3	2
13749.31614933092	2	2	2	1
13759.506183533584	2	2	1	1
13769.706217769814	2	2	1	1
13769.946218575376	2	1	1	1
13780.156252845172	2	2	2	2
13790.34628704784	3	3	3	3
13800.526321216938	2	2	2	2
13810.686355318909	2	2	2	1
13820.856389454444	2	1	1	1
13821.086390226443	2	1	1	1
13831.18642412702	2	2	2	2
13841.396458396817	3	3	3	3
13851.576492565917	2	2	1	1
13861.806526902843	3	3	3	2
13871.996561105507	3	3	2	2
13872.23656191107	3	2	2	2
13882.456596214433	3	3	2	2
13892.696630584922	3	3	3	2
13902.876664754023	1	1	1	1
13913.076698990253	3	3	2	2
13923.256733159355	4	3	3	3
13923.496733964917	3	3	2	2
13933.636767999757	3	3	3	2
13943.836802235986	4	3	3	3
13954.00683637152	2	2	2	1
13964.156870439925	2	2	2	2
13974.336904609027	2	2	2	2
13974.566905381025	2	2	2	2
13984.75693958369	3	2	2	2
13994.946973786355	4	3	3	3
14005.147008022584	4	3	3	3
14015.367042325946	3	3	3	3
14025.51707639435	3	3	3	2
14025.757077199914	2	2	2	2
14035.977111503275	2	2	1	1
14046.157145672376	2	2	1	1
14056.36717994217	2	2	1	1
14066.62721437979	3	2	2	2
14076.877248783849	4	3	3	3
14077.117249589412	3	3	2	2
14087.287283724947	4	3	3	3
14097.497317994743	3	2	2	2
