Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695b33b59d973141a19f39f2 - minikube-m04
14107.727352331669	2	2	2	2
14117.947386635029	3	3	3	2
14128.097420703434	3	3	3	2
14128.337421508997	3	2	2	2
14138.477455543836	3	3	2	2
14148.707489880762	4	3	3	3
14158.887524049862	4	4	4	3
14169.037558118267	4	4	4	3
14179.177592153106	4	4	3	3
14179.417592958669	3	3	3	2
14189.557626993508	3	3	2	2
14199.797661364	3	3	3	2
14209.977695533102	3	3	3	2
14220.117729567939	3	3	3	3
14230.287763703474	4	4	3	3
14230.527764509037	3	3	3	2
14240.737798778833	2	2	2	2
14250.877832813672	3	3	2	2
14261.06786701634	2	2	2	1
14271.237901151873	3	2	2	2
14281.417935320973	3	2	2	2
14281.657936126538	2	2	2	1
14291.887970463464	3	3	3	2
14302.078004666128	2	2	2	2
14312.268038868791	3	2	2	2
14322.508073239283	3	2	2	2
14332.658107307689	2	2	2	1
14332.898108113252	2	2	1	1
14343.138142483744	2	2	2	1
14353.3881768878	3	3	3	3
14363.498210821943	4	4	3	3
14373.598244722523	3	3	3	3
14383.788278925187	3	2	2	2
14384.028279730752	2	2	2	2
14394.208313899851	3	2	2	2
14404.388348068951	3	3	2	2
14414.598382338747	3	2	2	2
14424.818416642107	3	3	3	2
14435.0584510126	3	3	3	3
14435.298451818162	3	2	2	2
14445.488486020826	2	2	1	1
14455.668520189927	3	2	2	2
14465.858554392591	3	3	3	3
14476.038588561692	2	2	2	2
14486.278622932185	3	3	2	2
14486.518623737747	2	2	2	2
14496.708657940411	3	3	3	2
14506.898692143079	3	3	2	2
14517.138726513567	3	2	2	2
14527.27876054841	2	2	2	2
14537.488794818202	3	3	3	2
14537.728795623769	3	2	2	2
14547.938829893563	4	4	3	3
14558.158864196925	3	2	2	2
14568.308898265328	3	2	2	2
14578.508932501558	3	3	3	2
14588.648966536399	3	3	3	2
14588.888967341962	3	2	2	2
14599.099001611758	2	2	2	2
14609.29903584799	3	2	2	2
14619.489070050653	3	3	3	2
14629.709104354013	4	3	3	3
14639.93913869094	2	2	2	2
14640.169139462938	2	2	2	2
14650.389173766298	2	2	2	2
14660.579207968965	3	3	3	3
14670.76924217163	3	3	2	2
14680.959276374293	2	2	2	2
14691.129310509828	2	2	2	2
14691.369311315393	2	2	2	1
14701.61934571945	3	3	3	3
14711.849380056374	4	4	3	3
14721.999414124779	3	3	3	3
14732.189448327445	2	2	2	1
14742.37948253011	3	3	3	2
14742.609483302107	3	3	3	2
14752.819517571903	3	3	2	2
14762.959551606742	3	3	2	2
14773.16958587654	2	1	1	1
14783.319619944945	2	2	2	2
14793.479654046912	3	3	2	2
14793.719654852475	2	2	2	1
14803.84968885375	3	3	2	2
14814.029723022852	3	3	2	2
14824.249757326212	3	3	3	2
14834.469791629572	3	3	3	2
14844.689825932934	2	2	2	2
14844.929826738497	2	1	1	1
14855.079860806902	2	2	2	2
14865.309895143828	3	3	3	2
14875.509929380058	3	3	2	2
14885.739963716984	3	2	2	2
14895.959998020344	4	3	3	3
14896.199998825907	3	3	2	2
14906.380032995008	3	2	2	2
14916.580067231238	2	1	1	1
14926.790101501034	3	3	2	2
14937.010135804394	3	3	3	3
14947.18016993993	3	2	2	2
14947.420170745492	2	2	2	1
14957.500204578942	2	2	2	1
14967.650238647348	2	2	2	2
14977.890273017836	3	3	3	2
14988.070307186937	2	2	2	1
14998.280341456733	3	3	3	3
14998.51034222873	3	3	3	3
15008.600376095745	3	3	3	2
15018.740410130584	4	3	3	3
15028.95044440038	3	3	3	3
15039.17047870374	3	3	2	2
15049.340512839277	4	3	3	3
15049.58051364484	3	3	3	2
15059.810547981766	3	3	2	2
15069.990582150864	3	3	2	2
15080.210616454226	3	2	2	2
15090.380650589761	3	2	2	2
15100.56068475886	2	2	2	2
15100.800685564423	2	2	2	1
15110.910719498568	2	2	2	1
15121.160753902623	3	3	2	2
15131.400788273115	3	3	2	2
15141.600822509345	3	3	3	3
15151.660856275663	3	3	3	3
15151.890857047663	3	3	3	3
15162.110891351023	3	3	3	2
15172.290925520123	3	3	3	2
15182.490959756353	3	3	3	3
15192.660993891888	3	2	2	2
15202.911028295945	3	3	3	3
15203.15102910151	3	2	2	2
15213.321063237043	2	2	2	2
15223.491097372578	2	1	1	1
15233.7511318102	4	4	3	3
15243.961166079995	3	2	2	2
15254.19120041692	3	2	2	2
15254.42120118892	3	2	2	2
15264.62123542515	3	3	3	3
15274.82126966138	3	2	2	2
15285.071304065435	3	3	3	2
15295.261338268103	3	2	2	2
15305.501372638591	4	3	3	3
15305.741373444154	3	3	3	2
15315.95140771395	3	3	2	2
15326.05144161453	3	3	3	2
15336.291475985021	3	3	2	2
15346.501510254817	3	3	2	2
15356.681544423916	3	3	2	2
15356.92154522948	2	2	2	2
15367.151579566405	3	3	2	2
15377.361613836203	3	3	3	2
15387.571648105995	2	2	1	1
15397.761682308663	2	1	1	1
15408.01171671272	3	3	3	2
15408.251717518282	2	2	2	2
15418.471751821642	3	3	2	2
15428.681786091438	3	3	3	2
15438.931820495493	3	3	2	2
15449.151854798856	3	3	2	2
15459.34188900152	3	2	2	2
15459.581889807083	2	2	1	1
15469.751923942616	3	2	2	2
15479.941958145284	3	3	3	2
15490.141992381514	3	3	3	2
15500.37202671844	3	2	2	2
15510.61206108893	2	2	2	2
15510.852061894495	2	1	1	1
15521.062096164289	3	3	3	2
15531.24213033339	3	3	2	2
15541.472164670316	2	2	2	2
15551.66219887298	3	3	3	2
15561.882233176342	3	3	3	2
15562.122233981905	2	2	2	2
15572.302268151007	3	3	3	2
15582.462302252974	3	3	2	2
15592.672336522772	3	3	2	2
15602.902370859696	2	2	1	1
15613.01240479384	2	2	2	2
15613.24240556584	2	2	2	2
15623.4624398692	3	2	2	2
15633.672474138995	4	3	3	3
15643.852508308095	2	2	2	1
15654.04254251076	3	3	3	2
15664.20257661273	4	4	3	3
15664.442577418295	3	3	3	2
15674.61261155383	3	3	3	2
15684.742645555103	3	3	2	2
15694.912679690637	2	2	1	1
15705.082713826174	3	2	2	2
15715.222747861013	3	3	2	2
15715.462748666576	2	2	2	1
15725.662782902806	2	2	1	1
15735.852817105471	3	3	2	2
15746.062851375267	3	3	3	2
15756.262885611497	3	3	2	2
15766.432919747032	2	2	1	1
15766.672920552597	2	1	1	1
15776.80295455387	2	2	1	1
15786.982988722972	3	3	2	2
15797.173022925635	4	4	3	3
15807.403057262562	3	3	3	2
15817.633091599488	3	3	3	2
15817.87309240505	3	3	2	2
15828.033126507022	2	2	1	1
15838.203160642555	2	2	2	2
15848.39319484522	2	2	2	2
15858.59322908145	3	2	2	2
15868.813263384813	2	2	2	1
15869.053264190376	2	1	1	1
15879.273298493736	2	2	2	2
15889.373332394314	3	2	2	2
15899.62336679837	3	3	3	3
15909.783400900342	3	3	3	2
15919.983435136572	4	3	3	3
15920.223435942135	3	3	3	2
15930.363469976974	3	3	3	2
15940.493503978249	3	2	2	2
15950.733538348739	3	3	3	2
15960.933572584969	2	2	2	2
15971.153606888332	2	2	2	1
15971.383607660327	2	2	2	1
15981.533641728733	3	3	3	2
15991.703675864268	2	2	2	2
16001.873709999803	3	3	2	2
16012.093744303165	3	3	2	2
16022.323778640091	2	2	2	2
16022.553779412088	2	2	2	2
16032.763813681884	2	2	2	1
16042.97384795168	4	4	4	3
16053.163882154346	3	3	3	2
16063.323916256313	3	3	2	2
16073.533950526109	2	2	2	1
16073.773951331672	2	1	1	1
16083.98398560147	3	3	3	3
16094.174019804135	3	3	3	2
16104.34405393967	2	2	2	1
16114.58408831016	3	3	3	3
16124.80412261352	2	2	2	2
16125.03412338552	2	2	2	2
16135.184157453925	3	3	3	3
16145.374191656589	3	3	3	2
16155.544225792122	3	3	3	3
16165.664259759833	3	3	3	3
16175.894294096759	4	3	3	3
16176.124294868758	4	3	3	3
16186.324329104988	3	3	3	3
16196.554363441914	3	2	2	2
16206.724397577449	3	3	2	2
16216.914431780113	3	3	3	2
16227.164466184171	4	4	3	3
16227.404466989734	3	3	3	3
16237.564501091703	4	3	3	3
16247.724535193673	3	3	3	2
16257.914569396338	3	3	3	2
16268.114603632568	2	2	2	2
16278.35463800306	3	2	2	2
16278.594638808623	2	2	2	2
16288.764672944157	3	2	2	2
16298.944707113258	3	3	3	3
16309.164741416618	3	3	2	2
16319.274775350765	3	3	3	2
16329.444809486298	4	3	3	3
16329.684810291861	3	3	3	2
16339.864844460963	2	2	2	2
16350.074878730758	3	2	2	2
16360.204912732032	2	2	2	1
16370.434947068958	3	2	2	2
16380.584981137363	3	2	2	2
16380.814981909361	2	2	2	1
16391.065016313416	4	3	3	3
16401.24505048248	3	3	3	2
16411.435084685112	3	3	3	2
16421.605118820615	3	2	2	2
16431.825153123937	3	3	3	2
16432.065153929456	2	2	2	2
16442.265188165653	3	3	2	2
16452.435222301156	2	2	2	2
16462.675256671602	3	3	3	2
16472.835290773543	4	3	3	3
16483.00532490905	3	2	2	2
16483.245325714568	2	2	2	1
16493.345359615127	2	2	2	2
16503.56539391845	3	2	2	2
16513.815428322458	3	3	3	3
16524.03546262578	3	3	3	3
16534.235496861973	3	3	3	2
16534.475497667496	3	2	2	2
16544.645531803	2	2	1	1
16554.915566274136	4	3	3	3
16565.095600443205	2	2	2	1
16575.27563461227	3	3	2	2
16585.515668982716	2	2	2	2
16585.755669788236	2	2	2	1
16595.905703856613	2	2	2	2
16606.155738260626	3	3	3	3
16616.32577239613	3	3	3	2
16626.555806733013	3	3	3	3
16636.715840834953	3	2	2	2
16636.94584160691	3	2	2	2
16647.12587577598	2	2	2	1
16657.355910112863	3	2	2	2
16667.56594438262	4	3	3	3
16677.785978685937	3	3	3	3
16687.97601288857	3	3	3	3
16688.216013694087	3	2	2	2
16698.306047561087	2	2	1	1
16708.53608189797	2	2	2	2
16718.726116100603	3	2	2	2
16728.856150101852	2	2	2	2
16739.03618427092	3	3	2	2
16739.266185042878	3	3	2	2
16749.506219413324	3	3	3	3
16759.73625375021	3	2	2	2
16769.92628795284	3	2	2	2
16780.166322323286	2	2	2	2
16790.376356593042	3	3	2	2
16790.61635739856	2	2	2	2
16800.766391466943	3	2	2	2
16810.956425669574	2	2	2	2
16821.11645977151	3	3	3	3
16831.246493772764	3	2	2	2
16841.346527673326	2	2	2	2
16841.57652844528	2	2	2	2
16851.73656254722	2	2	2	2
16861.916596716288	3	2	2	2
16872.1666311203	3	3	3	3
16882.346665289366	3	3	2	2
16892.526699458434	3	2	2	2
16892.766700263954	2	2	2	2
16902.996734600838	3	3	3	3
16913.176768769903	2	2	2	2
16923.376803006096	2	1	1	1
16933.59683730942	3	3	3	2
16943.766871444925	4	4	4	3
16944.006872250444	3	3	3	3
16954.226906553766	3	2	2	2
16964.336940487887	3	3	2	2
16974.526974690518	2	2	2	1
16984.727008926715	3	3	3	3
16994.927043162905	3	3	2	2
16995.157043934865	3	3	2	2
17005.30707800324	3	3	3	2
17015.49711220587	3	3	2	2
17025.717146509192	3	3	2	2
17035.947180846077	3	3	2	2
17046.157215115833	3	2	2	2
17046.39721592135	2	2	2	1
17056.537249956167	3	2	2	2
17066.7272841588	2	2	2	1
17076.91731836143	3	3	3	2
17087.07735246337	3	3	3	3
17097.307386800254	2	2	2	2
17097.547387605773	2	2	2	1
17107.747421841967	2	2	2	1
17117.97745617885	2	2	2	2
17128.177490415044	3	2	2	2
17138.357524584113	4	3	3	3
17148.557558820306	3	3	2	2
17148.797559625826	3	2	2	2
17159.017593929148	2	2	2	2
17169.197628098213	2	2	2	2
17179.417662401534	2	2	2	2
17189.587696537037	2	2	2	1
17199.77773073967	3	3	2	2
17200.017731545187	2	2	2	2
17210.157765580003	2	2	2	2
17220.327799715506	2	2	2	2
17230.517833918137	3	3	2	2
17240.747868255025	2	2	2	1
17250.947902491218	2	2	2	2
17251.187903296737	2	2	2	1
17261.35793743224	3	2	2	2
17271.53797160131	2	2	2	1
17281.72800580394	3	2	2	2
17291.938040073695	3	2	2	2
17302.078074108507	3	3	3	2
17302.31807491403	3	2	2	2
17312.528109183786	3	2	2	2
17322.718143386417	2	1	1	1
17332.928177656177	3	2	2	2
17343.10821182524	3	3	2	2
17353.308246061435	3	3	3	3
17353.548246866958	3	2	2	2
17363.73828106959	3	3	3	3
17373.90831520509	2	2	2	2
17384.058349273466	2	2	2	2
17394.258383509663	2	2	2	2
17404.508417913672	3	3	3	2
17404.748418719195	2	2	2	2
17414.92845288826	3	3	3	3
17425.098487023763	2	2	2	1
17435.348521427775	4	3	3	3
17445.52855559684	4	3	3	3
17455.698589732347	2	2	2	2
17455.938590537866	2	2	2	1
17466.178624908312	4	4	3	3
17476.338659010253	3	3	3	3
17486.468693011506	3	3	2	2
17496.688727314828	2	2	2	1
17506.938761718837	4	4	4	3
17507.178762524356	3	3	3	3
17517.398796827678	3	2	2	2
17527.558830929618	3	3	3	2
17537.768865199374	4	4	3	3
17547.99889953626	3	2	2	2
17558.138933571074	3	3	3	2
17558.36893434303	3	2	2	2
17568.58896864635	3	3	3	3
17578.7190026476	3	3	3	2
17588.949036984486	3	3	3	3
17599.169071287804	3	3	3	3
17609.389105591126	4	3	3	3
17609.629106396646	3	3	2	2
17619.849140699967	3	3	2	2
17630.079175036848	3	3	3	2
17640.219209071663	3	3	3	2
17650.409243274295	3	3	3	3
17660.589277443363	3	3	3	2
17660.829278248882	2	2	2	2
17670.999312384385	3	2	2	2
17681.209346654145	2	2	2	2
17691.439380991025	3	2	2	2
17701.56941499228	2	2	2	2
17711.73944912778	2	2	1	1
17711.9794499333	2	1	1	1
17722.109483934553	2	2	1	1
17732.359518338562	3	3	2	2
17742.559552574756	3	3	3	2
17752.759586810953	3	3	3	3
17762.959621047146	4	4	3	3
17763.199621852666	3	3	3	2
17773.419656155987	4	4	3	3
17783.599690325053	2	2	2	2
17793.79972456125	3	3	2	2
17803.9297585625	3	2	2	2
17814.149792865817	3	3	3	3
17814.38979367134	3	3	2	2
17824.589827907534	3	3	3	2
17834.819862244414	2	2	2	1
17844.999896413483	3	3	2	2
17855.189930616114	3	3	3	3
17865.379964818745	3	3	2	2
17865.619965624268	3	2	2	2
17875.809999826895	3	3	3	2
17885.990033995964	3	3	3	3
17896.210068299282	3	3	3	3
17906.41010253548	4	3	3	3
17916.600136738107	3	3	2	2
17916.830137510064	3	3	2	2
17927.030171746257	2	2	2	2
17937.230205982454	2	2	2	1
17947.450240285776	2	2	2	2
17957.63027445484	3	2	2	2
17967.820308657472	2	2	2	2
17968.05030942943	2	2	2	2
17978.230343598494	2	2	2	2
17988.390377700434	3	3	2	2
17998.59041193663	2	2	1	1
18008.790446172825	2	2	2	1
18019.03048054327	3	3	3	3
18019.27048134879	3	2	2	2
18029.510515719237	3	3	3	2
18039.690549888306	4	3	3	3
18049.910584191628	3	3	3	3
18060.060618260006	3	3	3	2
18070.250652462633	3	3	3	2
18070.490653268156	3	2	2	2
18080.680687470784	3	3	3	3
18090.890721740543	3	3	3	3
18101.080755943174	3	2	2	2
18111.230790011552	2	2	2	1
18121.410824180617	2	2	2	1
18121.650824986136	2	2	1	1
18131.860859255896	3	3	3	3
18142.00089329071	4	3	3	3
18152.190927493342	4	3	3	3
18162.390961729536	3	3	2	2
18172.610996032854	2	1	1	1
18172.84099680481	2	1	1	1
18183.071031141695	3	3	2	2
18193.281065411455	4	4	4	4
18203.46109958052	3	3	3	3
18213.671133850276	2	2	2	1
18223.821167918653	2	2	1	1
18224.061168724176	2	1	1	1
18234.271202993932	3	3	3	3
18244.461237196563	3	3	3	2
18254.591271197813	3	2	2	2
18264.751305299753	3	3	2	2
18274.95133953595	3	3	3	3
18275.19134034147	3	3	2	2
18285.35137444341	2	2	2	2
18295.531408612474	3	3	3	2
18305.771442982925	3	3	2	2
18315.95147715199	3	3	2	2
18326.17151145531	2	2	2	1
18326.401512227265	2	2	2	1
18336.57154636277	3	2	2	2
18346.77158059897	3	3	3	3
18356.971614835158	3	3	2	2
18367.201649172042	3	3	3	2
18377.431683508927	3	2	2	2
18377.671684314446	2	2	2	1
18387.821718382824	2	2	1	1
18398.071752786836	3	3	3	2
18408.29178709016	3	3	3	2
18418.531821460605	3	3	2	2
18428.681855528983	3	3	2	2
18428.921856334502	3	2	2	2
18439.111890537133	3	2	2	2
18449.311924773327	3	3	2	2
18459.54195911021	2	2	1	1
18469.681993145023	3	2	2	2
18479.8320272134	3	3	2	2
18480.07202801892	3	2	2	2
18490.212062053735	3	3	2	2
18500.452096424182	3	3	3	3
18510.672130727504	3	3	2	2
18520.902165064384	3	3	3	3
18531.022199032075	3	3	3	3
18531.262199837594	3	2	2	2
18541.482234140916	3	3	2	2
18551.672268343547	3	3	2	2
18561.892302646866	4	4	3	3
18572.03233668168	2	2	2	2
18582.122370548677	2	2	2	2
18582.352371320634	2	2	2	2
18592.58240565752	3	3	3	3
18602.812439994403	4	4	4	3
18613.02247426416	3	3	2	2
18623.252508601043	3	3	3	3
18633.43254277011	2	2	1	1
18633.67254357563	2	1	1	1
18643.902577912515	3	3	3	2
18654.122612215837	3	2	2	2
18664.362646586284	3	2	2	2
18674.60268095673	3	3	3	2
18684.802715192924	4	3	3	3
18685.042715998447	3	3	3	3
18695.172749999692	4	3	3	3
18705.392784303014	3	2	2	2
18715.572818472083	3	2	2	2
18725.762852674714	2	2	2	1
18735.962886910907	3	3	3	2
18736.202887716427	3	3	2	2
18746.37292185193	3	3	3	3
18756.602956188817	4	4	4	4
18766.74299022363	4	3	3	3
18776.923024392694	3	3	3	2
18787.133058662454	3	3	3	2
18787.373059467973	3	3	2	2
18797.503093469226	2	2	1	1
18807.663127571166	2	2	2	1
18817.853161773797	3	2	2	2
18828.09319614424	3	3	2	2
18838.24323021262	3	3	2	2
18838.48323101814	3	2	2	2
18848.673265220772	3	3	2	2
18858.903299557653	4	4	4	3
18869.10333379385	3	3	3	3
18879.343368164296	4	4	4	4
18889.5134022998	3	3	3	3
18889.75340310532	3	3	3	2
18899.963437375078	3	3	2	2
18910.143471544146	3	3	2	2
18920.363505847465	3	3	3	2
18930.57354011722	3	2	2	2
18940.773574353418	3	3	2	2
18941.013575158937	2	2	2	1
18951.21360939513	2	2	2	2
18961.383643530633	2	2	2	2
18971.573677733264	3	3	3	2
18981.743711868767	3	3	3	3
18991.90374597071	3	3	2	2
18992.14374677623	3	2	2	2
19002.273780777483	3	3	3	3
19012.453814946548	4	3	3	3
19022.64384914918	3	3	3	2
19032.81388328468	3	2	2	2
19043.05391765513	3	3	3	2
19043.293918460648	3	2	2	2
19053.503952730407	3	3	3	2
19063.693986933038	3	2	2	2
19073.924021269922	4	3	3	3
19084.11405547255	4	4	3	3
19094.314089708747	3	3	2	2
19094.544090480704	3	3	2	2
19104.724124649772	3	3	3	3
19114.784158416078	3	3	3	3
19124.964192585143	3	3	3	3
19135.124226687087	3	3	3	2
19145.344260990405	3	3	2	2
19145.584261795924	3	2	2	2
19155.794296065684	2	2	2	1
19166.024330402568	3	2	2	2
19176.254364739452	3	3	2	2
19186.454398975646	2	2	1	1
19196.634433144714	3	2	2	2
19196.874433950234	2	2	2	1
19207.0544681193	3	3	3	2
19217.254502355496	4	3	3	3
19227.43453652456	3	3	3	3
19237.61457069363	3	3	3	3
19247.77460479557	3	3	3	2
19248.004605567527	3	3	3	2
19258.224639870845	3	3	3	2
19268.414674073476	2	2	2	1
19278.594708242545	2	2	1	1
19288.8047425123	3	3	3	3
19299.024776815622	2	2	2	2
19299.25477758758	2	2	2	2
19309.42481172308	3	3	3	2
19319.664846093532	3	3	3	2
19329.814880161906	3	3	3	2
19340.014914398103	3	3	3	3
19350.1049482651	3	3	3	3
19350.34494907062	3	3	2	2
19360.544983306812	3	3	2	2
19370.755017576572	3	3	3	2
19380.985051913452	3	3	2	2
19391.195086183212	2	2	1	1
19401.455120620787	3	3	3	3
19401.695121426306	3	2	2	2
19411.825155427556	3	3	2	2
19422.015189630187	3	3	3	2
19432.165223698565	3	3	2	2
19442.33525783407	3	3	3	3
19452.535292070264	4	4	3	3
19452.775292875784	3	3	3	3
19462.935326977724	3	2	2	2
19473.185361381733	3	3	3	3
19483.3653955508	3	3	3	3
19493.585429854124	3	3	3	2
19503.815464191004	3	2	2	2
19504.055464996523	2	2	1	1
19514.205499064905	2	2	2	2
19524.335533066154	3	2	2	2
19534.515567235223	3	2	2	2
19544.695601404288	3	2	2	2
19554.875635573357	2	2	2	1
19555.115636378876	2	2	1	1
19565.32567064863	2	2	2	1
19575.545704951954	2	2	2	2
19585.72573912102	3	2	2	2
19595.955773457907	2	2	2	2
19606.145807660534	2	2	2	2
19606.37580843249	2	2	2	2
19616.575842668688	2	2	2	1
19626.825877072697	4	4	4	4
19637.04591137602	2	2	2	1
19647.245945612212	3	2	2	2
19657.445979848406	3	3	3	3
19657.685980653925	3	3	2	2
19667.866014822994	3	3	2	2
19678.096049159874	3	3	2	2
19688.25608326182	3	2	2	2
19698.44611746445	4	4	3	3
19708.666151767768	3	3	3	3
19708.906152573287	3	2	2	2
19719.086186742355	2	2	2	2
19729.31622107924	3	3	3	2
19739.49625524831	2	2	2	1
19749.596289148867	2	2	1	1
19759.79632338506	2	2	2	1
19760.036324190583	2	2	1	1
19770.226358393214	3	3	3	2
19780.416392595842	3	3	2	2
19790.65642696629	3	3	3	3
19800.84646116892	3	3	2	2
19811.05649543868	2	1	1	1
19811.2964962442	1	1	1	1
19821.476530413267	2	2	2	2
19831.666564615894	2	2	2	1
19841.82659871784	3	3	3	2
19851.96663275265	3	2	2	2
19862.166666988844	3	3	2	2
19862.406667794367	2	2	2	2
19872.54670182918	2	2	2	2
19882.756736098934	3	3	3	2
19892.966770368694	3	3	2	2
19903.156804571325	3	2	2	2
19913.33683874039	3	2	2	2
19913.576839545913	2	2	2	2
19923.756873714978	3	3	2	2
19933.95690795117	3	3	2	2
19944.13694212024	4	3	3	3
19954.32697632287	3	3	3	3
19964.567010693318	4	4	3	3
19964.80701149884	3	3	3	2
19975.007045735034	4	4	3	3
19985.1870799041	3	3	2	2
19995.427114274546	3	3	3	2
20005.597148410052	3	3	3	2
20015.737182444864	3	3	3	3
20015.977183250387	3	3	2	2
20026.15721741945	3	3	2	2
20036.347251622083	2	2	2	2
20046.557285891842	2	2	2	1
20056.79732026229	3	3	2	2
20066.997354498482	4	3	3	3
20067.237355304	3	3	3	3
20077.447389573757	3	3	2	2
20087.66742387708	2	2	2	1
20097.867458113273	2	1	1	1
20108.067492349466	3	3	3	2
20118.257526552097	3	2	2	2
20118.487527324054	3	2	2	2
20128.637561392432	2	2	1	1
20138.797595494372	2	2	2	2
20149.037629864823	2	2	2	2
20159.177663899634	3	2	2	2
20169.277697800193	2	2	2	1
20169.50769857215	2	2	2	1
20179.69773277478	3	3	3	2
20189.897767010974	4	3	3	3
20200.047801079356	3	3	3	3
20210.237835281983	4	4	4	3
20220.44786955174	2	2	2	2
20220.68787035726	2	2	2	1
20230.87790455989	3	2	2	2
20241.047938695396	3	2	2	2
20251.29797309941	4	4	3	3
20261.398006999967	3	3	3	3
20271.638041370414	3	3	3	3
20271.878042175933	3	2	2	2
20282.01807621075	2	2	2	2
20292.23811051407	3	3	2	2
20302.388144582445	2	2	2	2
20312.64817902002	4	4	3	3
20322.778213021273	3	3	3	2
20323.008213793226	3	3	3	2
20333.178247928732	4	3	3	3
20343.408282265616	3	3	2	2
20353.58831643468	3	3	2	2
20363.828350805128	2	2	2	2
20374.008384974197	3	2	2	2
20374.24838577972	2	2	1	1
20384.418419915222	2	2	1	1
20394.54845391647	2	1	1	1
20404.808488354047	4	4	3	3
20414.97852248955	3	3	3	2
20425.148556625056	3	2	2	2
20425.388557430575	2	2	2	2
20435.638591834584	4	3	3	3
20445.838626070778	3	2	2	2
20456.02866027341	2	2	2	2
20466.278694677418	3	2	2	2
20476.478728913615	2	2	2	2
20476.70872968557	2	2	2	2
20486.938764022456	4	3	3	3
20497.158798325778	3	2	2	2
20507.368832595534	3	2	2	2
20517.468866496092	2	2	2	1
20527.67890076585	3	3	2	2
20527.91890157137	2	2	2	1
20538.108935774002	3	3	3	3
20548.338970110886	3	2	2	2
20558.529004313517	4	3	3	3
20568.739038583273	3	2	2	2
20578.939072819467	3	3	3	3
20579.179073624986	3	2	2	2
20589.3191076598	3	2	2	2
20599.509141862432	4	3	3	3
20609.649175897248	3	3	3	2
20619.869210200566	3	3	2	2
20630.06924443676	3	3	3	2
20630.30924524228	3	3	2	2
20640.479279377785	3	3	3	2
20650.699313681107	3	3	3	2
20660.829347682356	3	2	2	2
20671.05938201924	3	3	2	2
20681.24941622187	3	2	2	2
20681.48941702739	2	2	2	2
20691.609450995078	2	2	1	1
20701.869485432653	3	3	3	2
20712.039519568156	2	2	2	2
20722.259553871478	2	2	2	1
20732.469588141234	2	2	2	2
20732.69958891319	2	2	2	2
20742.929623250075	3	3	2	2
20753.119657452706	4	4	4	3
20763.28969158821	3	3	3	3
20773.519725925093	4	4	3	3
20783.719760161286	3	3	2	2
20783.959760966805	3	2	2	2
20794.139795135874	2	2	2	2
20804.329829338505	2	2	2	2
20814.50986350757	2	2	2	2
20824.649897542386	3	3	2	2
20834.829931711454	3	2	2	2
20835.069932516973	2	2	2	1
20845.269966753167	3	3	3	2
20855.450000922236	3	3	2	2
20865.65003515843	2	2	1	1
20875.900069562438	3	3	3	3
20886.09010376507	3	3	2	2
20886.33010457059	3	2	2	2
20896.55013887391	3	3	3	2
20906.770173177232	3	2	2	2
20916.970207413426	3	3	2	2
20927.08024134755	4	3	3	3
20937.220275382366	3	3	3	2
20937.460276187885	3	2	2	2
20947.580310155572	2	2	2	2
20957.810344492453	3	2	2	2
20968.020378762212	3	2	2	2
20978.210412964843	3	3	3	2
20988.390447133912	3	3	3	2
20988.620447905865	3	3	3	2
20998.840482209187	3	3	3	3
21009.030516411818	3	2	2	2
21019.260550748702	3	3	3	2
21029.51058515271	4	3	3	3
21039.680619288218	4	3	3	3
21039.920620093737	3	3	2	2
21050.06065412855	3	3	2	2
21060.260688364742	4	3	3	3
21070.390722365995	3	3	3	3
21080.610756669317	3	3	3	2
21090.760790737695	4	4	3	3
21091.000791543214	3	3	3	2
21101.1208255109	3	2	2	2
21111.320859747095	4	3	3	3
21121.450893748344	3	3	2	2
21131.630927917413	3	3	3	2
21141.790962019353	3	2	2	2
21142.02096279131	3	2	2	2
21152.250997128194	3	3	3	3
21162.441031330825	3	3	2	2
21172.64106556702	3	3	3	3
21182.821099736087	2	2	2	1
21192.931133670212	2	2	2	2
21193.17113447573	2	2	1	1
21203.361168678362	3	3	3	2
21213.531202813865	2	2	2	2
21223.76123715075	3	3	3	3
21233.98127145407	3	3	2	2
21244.161305623136	2	2	2	1
21244.391306395093	2	2	2	1
21254.561340530596	3	3	2	2
21264.76137476679	3	3	2	2
21275.00140913724	3	3	3	2
21285.201443373433	3	3	3	3
21295.391477576064	3	3	2	2
21295.631478381583	2	2	2	1
21305.801512517086	2	2	2	2
21315.951546585464	3	3	3	3
21326.131580754532	4	3	3	3
21336.32161495716	3	3	3	2
21346.54164926048	2	2	2	1
21346.77165003244	2	2	2	1
21356.971684268632	3	3	3	2
21367.191718571954	3	3	2	2
21377.411752875276	3	3	3	2
21387.571786977216	3	2	2	2
21397.791821280534	2	2	2	2
21398.031822086057	2	2	2	1
21408.20185622156	2	2	2	2
21418.38189039063	3	3	2	2
21428.631924794638	4	3	3	3
21438.77195882945	3	3	3	2
21448.941992964956	2	2	2	2
21449.171993736913	2	2	2	2
21459.42202814092	3	3	3	2
