Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695a8f635c413a6b8f8b1cab - minikube	Unknown Heuristic - Run None (Profile ?) 695a8f635c413a6b8f8b1cab - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695a8f635c413a6b8f8b1cab - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695a8f635c413a6b8f8b1cab - minikube-m04
11761.557663504744	3	3	3	2
11775.936095856217	3	2	2	2
11790.314528207688	2	2	2	2
11804.69296055916	3	3	3	3
11819.071392910633	3	3	3	2
11833.449825262105	3	2	2	2
11847.828257613579	3	3	3	2
11862.206689965053	3	3	2	2
11876.585122316525	3	2	2	2
11890.963554667998	3	3	3	3
11905.34198701947	3	3	3	2
11919.720419370944	3	2	2	2
11934.098851722416	2	2	2	2
11948.47728407389	3	2	2	2
11962.855716425362	3	2	2	2
11977.234148776835	3	2	2	2
11991.612581128307	3	2	2	2
12005.991013479781	2	2	2	1
12020.369445831253	2	2	2	1
12034.747878182727	4	3	3	3
12049.126310534199	4	3	3	3
12063.504742885672	3	3	3	2
12077.883175237144	2	2	2	2
12092.261607588618	3	2	2	2
12106.640039940092	2	2	2	2
12121.018472291564	3	3	2	2
12135.396904643034	3	2	2	2
12149.775336994508	3	2	2	2
12164.15376934598	2	2	2	2
12178.532201697453	3	2	2	2
12192.910634048925	3	3	3	2
12207.289066400399	3	3	3	2
12221.66749875187	2	2	2	2
12236.045931103345	2	2	2	2
12250.424363454818	2	2	2	1
12264.80279580629	3	3	3	2
12279.181228157764	2	2	2	2
12293.559660509236	2	2	2	1
12307.93809286071	3	3	2	2
12322.316525212182	2	2	2	2
12336.694957563655	2	2	2	1
12351.073389915127	4	3	3	3
12365.451822266601	3	2	2	2
12379.830254618073	3	3	3	3
12394.208686969547	3	3	3	2
12408.587119321019	3	2	2	2
12422.965551672492	2	2	2	2
12437.343984023964	3	3	3	3
12451.722416375438	3	3	2	2
12466.100848726908	3	3	3	2
12480.479281078382	3	3	3	3
12494.857713429854	2	2	2	2
12509.236145781328	2	2	2	2
12523.6145781328	3	3	2	2
12537.993010484273	3	3	3	3
12552.371442835745	3	3	2	2
12566.749875187219	2	2	2	1
12581.128307538691	3	3	3	3
12595.506739890165	3	2	2	2
12609.885172241637	3	2	2	2
12624.26360459311	3	3	3	2
12638.642036944582	3	3	2	2
12653.020469296056	3	3	2	2
12667.39890164753	3	3	3	2
12681.777333999002	3	2	2	2
12696.155766350475	3	3	3	2
12710.534198701947	3	3	3	3
12724.912631053421	4	3	3	3
12739.291063404893	3	2	2	2
12753.669495756367	3	3	2	2
12768.047928107839	3	2	2	2
12782.426360459312	2	2	2	2
12796.804792810784	3	3	2	2
12811.183225162256	2	2	2	2
12825.561657513728	2	2	1	1
12839.940089865202	3	2	2	2
12854.318522216674	2	2	2	2
12868.696954568148	3	2	2	2
12883.07538691962	3	3	2	2
12897.453819271093	4	3	3	3
12911.832251622565	3	2	2	2
12926.210683974039	4	4	3	3
12940.589116325511	3	3	3	2
12954.967548676985	2	2	1	1
12969.345981028457	2	2	2	1
12983.72441337993	3	2	2	2
12998.102845731402	3	2	2	2
13012.481278082876	3	2	2	2
13026.859710434348	2	2	2	2
13041.238142785822	3	3	2	2
13055.616575137296	3	2	2	2
13069.995007488767	3	2	2	2
13084.373439840241	2	2	2	2
13098.751872191713	3	2	2	2
13113.130304543187	2	2	2	2
13127.508736894659	2	2	2	2
13141.887169246133	3	2	2	2
13156.265601597603	2	2	2	1
13170.644033949075	3	2	2	2
13185.022466300548	4	3	3	3
13199.40089865202	3	3	2	2
13213.779331003494	2	2	2	2
13228.157763354968	3	2	2	2
13242.53619570644	3	3	3	3
13256.914628057913	3	3	3	2
13271.293060409385	3	3	3	3
13285.67149276086	3	3	2	2
13300.049925112331	3	3	2	2
13314.428357463805	3	2	2	2
13328.806789815277	2	2	2	1
13343.18522216675	2	2	1	1
13357.563654518222	3	3	3	3
13371.942086869696	3	3	2	2
13386.320519221168	3	3	3	2
13400.698951572642	3	3	2	2
13415.077383924114	2	2	2	1
13429.455816275587	2	2	2	2
13443.83424862706	3	2	2	2
13458.212680978533	2	2	2	2
13472.591113330007	3	3	2	2
13486.969545681479	3	3	3	2
13501.347978032949	2	2	1	1
13515.726410384423	3	3	2	2
13530.104842735895	3	2	2	2
13544.483275087368	2	2	2	2
13558.86170743884	3	2	2	2
13573.240139790314	3	2	2	2
13587.618572141786	3	2	2	2
13601.99700449326	3	3	3	2
13616.375436844733	3	2	2	2
13630.753869196205	2	2	2	2
13645.13230154768	2	2	2	1
13659.510733899151	2	2	1	1
13673.889166250625	3	3	3	2
13688.267598602097	3	3	3	2
13702.64603095357	3	3	3	2
13717.024463305042	3	3	2	2
13731.402895656516	3	3	2	2
13745.781328007988	2	2	1	1
13760.159760359462	3	2	2	2
13774.538192710934	4	3	3	3
13788.916625062408	3	3	3	2
13803.29505741388	3	2	2	2
13817.673489765353	3	2	2	2
13832.051922116823	2	2	2	1
13846.430354468297	2	2	2	2
13860.808786819769	3	3	2	2
13875.187219171243	3	3	3	2
13889.565651522715	3	2	2	2
13903.944083874188	2	2	2	2
13918.32251622566	2	2	2	2
13932.700948577134	2	2	2	2
13947.079380928606	3	3	3	2
13961.45781328008	3	2	2	2
13975.836245631552	2	2	2	2
13990.214677983025	3	3	2	2
14004.593110334497	3	2	2	2
14018.971542685971	2	2	2	1
14033.349975037445	3	3	3	2
14047.728407388917	3	3	2	2
14062.10683974039	2	2	2	1
14076.485272091862	4	3	3	3
14090.863704443336	2	2	2	1
14105.242136794808	3	3	3	2
14119.620569146282	3	2	2	2
14133.999001497754	3	2	2	2
14148.377433849228	2	2	2	2
14162.7558662007	3	2	2	2
14177.134298552171	3	3	2	2
14191.512730903643	3	3	2	2
14205.891163255117	2	2	2	2
14220.269595606589	4	4	3	3
14234.648027958063	3	3	3	2
14249.026460309535	3	3	3	2
14263.404892661008	2	2	1	1
14277.78332501248	3	3	2	2
14292.161757363954	4	3	3	3
14306.540189715426	3	2	2	2
14320.9186220669	2	2	2	2
14335.297054418372	3	2	2	2
14349.675486769846	3	2	2	2
14364.053919121317	3	2	2	2
14378.432351472791	2	2	2	1
14392.810783824263	3	2	2	2
14407.189216175737	2	2	2	2
14421.56764852721	2	2	2	2
14435.946080878683	2	2	2	1
14450.324513230156	3	3	2	2
14464.702945581628	3	3	2	2
14479.081377933102	2	2	2	2
14493.459810284574	2	2	2	1
14507.838242636048	3	3	2	2
14522.216674987518	3	2	2	2
14536.59510733899	4	3	3	3
14550.973539690463	3	2	2	2
14565.351972041935	3	3	2	2
14579.73040439341	2	2	2	2
14594.108836744883	3	2	2	2
14608.487269096355	4	3	3	3
14622.865701447829	3	3	3	3
14637.2441337993	2	2	2	2
14651.622566150774	4	3	3	3
14666.000998502246	3	3	3	2
14680.37943085372	4	4	3	3
14694.757863205192	2	2	1	1
14709.136295556666	2	2	1	1
14723.514727908138	4	4	3	3
14737.893160259611	3	2	2	2
14752.271592611083	2	2	2	2
14766.650024962557	3	2	2	2
14781.028457314029	3	3	2	2
14795.406889665503	3	3	3	2
14809.785322016975	4	3	3	3
14824.163754368448	3	3	3	2
14838.542186719922	3	3	2	2
14852.920619071394	3	3	2	2
14867.299051422864	2	2	2	2
14881.677483774338	3	3	2	2
14896.05591612581	3	3	2	2
14910.434348477283	4	3	3	3
14924.812780828755	3	3	3	2
14939.19121318023	3	3	3	2
14953.569645531701	4	4	3	3
14967.948077883175	3	3	2	2
14982.326510234649	3	3	3	2
14996.70494258612	3	3	2	2
15011.083374937594	3	2	2	2
15025.461807289066	3	2	2	2
15039.84023964054	3	2	2	2
15054.218671992012	3	3	3	2
15068.597104343486	3	3	2	2
15082.975536694958	2	2	2	2
15097.353969046431	2	2	2	1
15111.732401397903	3	2	2	2
15126.110833749377	3	2	2	2
15140.489266100849	2	2	2	1
15154.867698452323	3	3	2	2
15169.246130803795	3	3	3	2
15183.624563155268	3	2	2	2
15198.002995506738	4	3	3	3
15212.381427858212	2	2	2	2
15226.759860209684	3	2	2	2
15241.138292561158	3	3	2	2
15255.51672491263	3	2	2	2
15269.895157264104	2	2	2	2
15284.273589615575	3	3	3	3
15298.65202196705	3	3	2	2
15313.030454318521	2	2	2	2
15327.408886669995	2	2	2	2
15341.787319021467	2	2	2	2
15356.16575137294	2	2	2	1
15370.544183724413	3	3	2	2
15384.922616075886	3	2	2	2
15399.30104842736	3	2	2	2
15413.679480778832	3	3	2	2
15428.057913130306	2	2	2	2
15442.436345481778	2	2	2	1
15456.814777833251	2	2	2	2
15471.193210184723	3	3	3	2
15485.571642536197	2	2	2	1
15499.950074887669	3	2	2	2
15514.328507239143	3	3	3	2
15528.706939590615	3	2	2	2
15543.085371942087	3	2	2	2
15557.463804293558	3	3	2	2
15571.842236645032	2	2	2	2
15586.220668996504	3	2	2	2
15600.599101347978	2	2	2	2
15614.97753369945	2	1	1	1
15629.355966050924	3	2	2	2
15643.734398402396	3	3	3	3
15658.11283075387	3	2	2	2
15672.491263105341	3	3	3	2
15686.869695456815	3	3	2	2
15701.248127808287	3	2	2	2
15715.62656015976	2	2	2	2
15730.004992511233	3	2	2	2
15744.383424862706	2	2	2	2
15758.761857214178	2	2	2	2
15773.140289565652	3	3	3	3
15787.518721917126	3	3	2	2
15801.897154268598	2	2	2	2
15816.275586620071	2	2	1	1
15830.654018971543	3	3	3	2
15845.032451323017	3	3	3	2
15859.410883674489	3	2	2	2
15873.789316025963	2	2	2	2
15888.167748377433	2	2	1	1
15902.546180728905	3	2	2	2
15916.924613080379	3	3	2	2
15931.30304543185	3	3	2	2
15945.681477783324	3	2	2	2
15960.059910134798	2	2	2	1
15974.43834248627	4	3	3	3
15988.816774837744	3	3	3	2
16003.195207189216	3	2	2	2
16017.57363954069	3	2	2	2
16031.952071892161	3	3	3	3
16046.330504243635	3	2	2	2
16060.708936595107	3	3	3	3
16075.08736894658	2	2	2	1
16089.465801298053	2	2	2	1
16103.844233649526	3	3	3	2
16118.222666000998	3	3	2	2
16132.601098352472	3	2	2	2
16146.979530703944	3	3	2	2
16161.357963055418	2	2	2	2
16175.73639540689	3	3	2	2
16190.114827758363	3	3	2	2
16204.493260109837	2	2	2	2
16218.871692461309	2	2	2	2
16233.25012481278	3	3	3	2
16247.628557164253	3	3	3	2
16262.006989515725	3	3	3	3
16276.385421867199	2	2	2	2
16290.76385421867	3	2	2	2
16305.142286570144	2	2	2	2
16319.520718921616	2	2	2	2
16333.89915127309	3	3	2	2
16348.277583624564	3	2	2	2
16362.656015976036	3	2	2	2
16377.03444832751	3	2	2	2
16391.41288067898	2	2	2	2
16405.791313030455	2	2	2	2
16420.16974538193	3	2	2	2
16434.5481777334	3	3	2	2
16448.926610084873	2	2	2	2
16463.305042436346	3	3	3	3
16477.68347478782	3	3	3	2
16492.06190713929	3	2	2	2
16506.440339490764	3	2	2	2
16520.818771842238	3	3	2	2
16535.19720419371	2	2	2	1
16549.57563654518	3	3	2	2
16563.954068896655	3	2	2	2
16578.332501248125	3	2	2	2
16592.7109335996	3	3	3	2
16607.089365951073	3	3	2	2
16621.467798302547	3	3	3	2
16635.846230654017	3	3	2	2
16650.22466300549	3	2	2	2
16664.603095356964	4	4	3	3
16678.981527708438	3	3	3	3
16693.35996005991	2	2	2	2
16707.738392411382	3	2	2	2
16722.116824762856	3	2	2	2
16736.49525711433	2	2	2	2
16750.873689465803	3	3	3	3
16765.252121817273	3	3	3	3
16779.630554168747	3	3	2	2
16794.00898652022	3	2	2	2
16808.387418871695	3	2	2	2
16822.765851223165	2	2	2	2
16837.14428357464	2	2	2	2
16851.522715926112	3	3	2	2
16865.901148277586	3	3	2	2
16880.279580629056	3	3	3	3
16894.65801298053	3	2	2	2
16909.036445332	2	2	2	2
16923.414877683474	3	2	2	2
16937.793310034947	3	2	2	2
16952.17174238642	2	1	1	1
16966.55017473789	3	2	2	2
16980.928607089365	3	3	2	2
16995.30703944084	3	2	2	2
17009.685471792312	2	2	2	1
17024.063904143783	1	1	1	1
17038.442336495256	2	2	2	2
17052.82076884673	3	3	3	2
17067.199201198204	3	2	2	2
17081.577633549674	2	2	2	2
17095.956065901148	3	3	3	2
17110.33449825262	3	2	2	2
17124.712930604095	3	3	3	2
17139.09136295557	3	2	2	2
17153.46979530704	3	3	2	2
17167.848227658513	3	2	2	2
17182.226660009987	3	2	2	2
17196.60509236146	3	3	3	2
17210.98352471293	3	2	2	2
17225.361957064404	3	3	2	2
17239.740389415878	3	3	2	2
17254.118821767348	2	2	2	1
17268.49725411882	3	2	2	2
17282.875686470292	3	3	3	2
17297.254118821766	2	2	2	2
17311.63255117324	3	3	2	2
17326.010983524713	3	3	2	2
17340.389415876187	3	2	2	2
17354.767848227657	3	3	3	3
17369.14628057913	2	2	2	2
17383.524712930604	2	2	2	2
17397.90314528208	3	2	2	2
17412.28157763355	2	2	2	2
17426.660009985022	2	2	2	1
17441.038442336496	2	2	2	1
17455.41687468797	3	3	2	2
17469.79530703944	2	2	2	2
17484.173739390913	3	2	2	2
17498.552171742387	3	2	2	2
17512.93060409386	2	2	2	2
17527.30903644533	3	2	2	2
17541.687468796805	3	2	2	2
17556.06590114828	3	2	2	2
17570.444333499752	3	2	2	2
17584.822765851226	3	3	3	2
17599.201198202696	3	2	2	2
17613.579630554166	3	3	3	2
17627.95806290564	3	3	3	3
17642.336495257114	3	3	2	2
17656.714927608587	3	3	3	3
17671.093359960058	3	2	2	2
17685.47179231153	2	2	2	2
17699.850224663005	2	2	2	2
17714.22865701448	3	2	2	2
17728.607089365953	3	3	2	2
17742.985521717423	3	3	2	2
17757.363954068896	3	2	2	2
17771.74238642037	2	2	2	2
17786.120818771844	3	3	2	2
17800.499251123314	3	3	3	3
17814.877683474788	2	2	2	2
17829.25611582626	3	3	3	3
17843.634548177735	3	2	2	2
17858.012980529205	2	2	2	2
17872.39141288068	3	2	2	2
17886.769845232153	3	3	2	2
17901.148277583627	3	3	2	2
17915.526709935097	3	2	2	2
17929.90514228657	3	2	2	2
17944.28357463804	2	2	2	2
17958.662006989514	3	3	2	2
17973.040439340988	3	2	2	2
17987.418871692462	3	3	2	2
18001.797304043932	3	3	3	2
18016.175736395406	3	3	3	2
18030.55416874688	3	2	2	2
18044.932601098353	2	2	2	2
18059.311033449823	3	3	3	2
18073.689465801297	3	2	2	2
18088.06789815277	3	2	2	2
18102.446330504245	2	2	2	2
18116.82476285572	2	2	2	2
18131.20319520719	3	2	2	2
18145.581627558662	3	2	2	2
18159.960059910136	3	2	2	2
18174.33849226161	3	3	2	2
18188.71692461308	3	2	2	2
18203.095356964554	2	2	2	2
18217.473789316027	2	2	2	2
18231.8522216675	3	3	2	2
18246.23065401897	3	2	2	2
18260.609086370445	3	2	2	2
18274.987518721915	2	2	2	2
18289.36595107339	2	2	2	1
18303.744383424862	3	3	2	2
18318.122815776336	3	3	3	2
18332.501248127806	3	3	3	2
18346.87968047928	3	3	3	2
18361.258112830754	3	2	2	2
18375.636545182228	3	2	2	2
18390.014977533698	3	3	2	2
18404.39340988517	3	3	2	2
18418.771842236645	2	2	1	1
18433.15027458812	3	3	2	2
18447.52870693959	3	3	3	3
18461.907139291063	3	2	2	2
18476.285571642537	3	3	3	2
18490.66400399401	3	3	3	2
18505.042436345484	3	3	3	2
18519.420868696954	3	2	2	2
18533.799301048428	2	2	2	2
18548.1777333999	2	2	2	1
18562.556165751375	2	2	2	2
18576.934598102845	2	2	2	1
18591.31303045432	2	2	2	1
18605.691462805793	2	2	2	2
18620.069895157263	3	2	2	2
18634.448327508737	2	2	2	2
18648.826759860207	3	3	2	2
18663.20519221168	2	2	2	2
18677.583624563154	3	3	2	2
18691.96205691463	3	2	2	2
18706.340489266102	3	3	2	2
18720.718921617572	3	2	2	2
18735.097353969046	3	3	2	2
18749.47578632052	3	2	2	2
18763.854218671993	3	2	2	2
18778.232651023463	3	3	2	2
18792.611083374937	2	2	2	2
18806.98951572641	2	2	2	1
18821.367948077885	3	2	2	2
18835.746380429355	3	3	3	2
18850.12481278083	3	3	2	2
18864.503245132302	2	2	2	2
18878.881677483776	3	3	2	2
18893.260109835246	2	2	2	2
18907.63854218672	3	3	3	2
18922.016974538194	2	2	2	2
18936.395406889667	3	3	2	2
18950.77383924114	3	3	2	2
18965.15227159261	2	2	2	2
18979.53070394408	2	2	2	1
18993.909136295555	3	3	3	3
19008.28756864703	3	2	2	2
19022.666000998503	2	2	1	1
19037.044433349973	3	3	3	3
19051.422865701446	3	3	3	2
19065.80129805292	3	3	3	2
19080.179730404394	2	2	2	2
19094.558162755868	3	3	2	2
19108.936595107338	3	2	2	2
19123.31502745881	3	3	2	2
19137.693459810285	3	3	3	3
19152.07189216176	3	3	3	2
19166.45032451323	2	2	2	2
19180.828756864703	3	2	2	2
19195.207189216177	3	3	2	2
19209.58562156765	3	3	3	3
19223.96405391912	3	3	2	2
19238.342486270594	2	2	2	1
19252.720918622068	2	2	2	2
19267.09935097354	3	3	3	3
19281.477783325012	3	3	2	2
19295.856215676486	3	3	2	2
19310.234648027956	3	2	2	2
19324.61308037943	2	2	2	2
19338.991512730903	3	3	2	2
19353.369945082377	3	2	2	2
19367.748377433847	3	2	2	2
19382.12680978532	3	2	2	2
19396.505242136795	3	3	2	2
19410.88367448827	3	2	2	2
19425.26210683974	2	2	2	2
19439.640539191212	2	2	2	1
19454.018971542686	2	2	2	2
19468.39740389416	3	3	2	2
19482.775836245633	3	2	2	2
19497.154268597104	2	2	2	2
19511.532700948577	3	2	2	2
19525.91113330005	3	3	2	2
19540.289565651525	3	3	3	2
19554.667998002995	3	3	3	3
19569.04643035447	3	3	2	2
19583.424862705942	3	2	2	2
19597.803295057416	3	3	2	2
19612.181727408886	2	2	2	2
19626.56015976036	3	2	2	2
19640.93859211183	2	2	2	1
19655.317024463304	3	3	2	2
19669.695456814778	3	2	2	2
19684.07388916625	3	2	2	2
19698.45232151772	3	3	2	2
19712.830753869195	3	3	2	2
19727.20918622067	3	2	2	2
19741.587618572143	4	3	3	3
19755.966050923613	3	3	3	3
19770.344483275087	3	2	2	2
19784.72291562656	4	3	3	3
19799.101347978034	3	3	2	2
19813.479780329504	3	3	2	2
19827.858212680978	3	3	2	2
19842.23664503245	2	2	2	1
19856.615077383925	2	2	2	2
19870.9935097354	3	2	2	2
19885.37194208687	3	3	2	2
19899.750374438343	3	3	2	2
19914.128806789817	2	2	2	2
19928.50723914129	2	2	2	2
19942.88567149276	4	4	3	3
19957.264103844234	3	3	3	2
19971.642536195708	2	2	2	1
19986.02096854718	3	3	2	2
20000.399400898652	3	3	2	2
20014.777833250122	3	3	2	2
20029.156265601596	3	3	2	2
20043.53469795307	3	2	2	2
20057.913130304543	3	3	3	2
20072.291562656017	2	2	2	2
20086.669995007487	3	2	2	2
20101.04842735896	2	2	2	2
20115.426859710435	3	3	2	2
20129.80529206191	3	2	2	2
20144.18372441338	3	3	2	2
20158.562156764852	2	2	2	2
20172.940589116326	2	2	2	2
20187.3190214678	2	2	1	1
20201.69745381927	3	2	2	2
20216.075886170744	3	3	3	3
20230.454318522217	3	3	2	2
20244.83275087369	3	2	2	2
20259.21118322516	3	3	2	2
20273.589615576635	3	2	2	2
20287.96804792811	3	3	2	2
20302.346480279582	3	3	3	3
20316.724912631056	3	3	2	2
20331.103344982526	3	3	2	2
20345.481777333996	3	2	2	2
20359.86020968547	2	2	2	2
20374.238642036944	3	3	3	2
20388.617074388418	2	2	2	1
20402.995506739888	3	3	2	2
20417.37393909136	2	2	2	2
20431.752371442835	3	3	3	2
20446.13080379431	3	3	2	2
20460.509236145783	4	4	4	3
20474.887668497253	3	3	2	2
20489.266100848727	2	2	2	2
20503.6445332002	3	3	2	2
20518.022965551674	3	2	2	2
20532.401397903144	2	2	2	2
20546.779830254618	2	2	2	2
20561.15826260609	2	2	2	2
20575.536694957565	3	3	2	2
20589.915127309036	3	2	2	2
20604.29355966051	3	3	3	2
20618.671992011983	3	2	2	2
20633.050424363457	3	3	2	2
20647.428856714927	3	3	3	2
20661.8072890664	3	3	3	2
20676.18572141787	3	2	2	2
20690.564153769345	3	2	2	2
20704.94258612082	3	2	2	2
20719.321018472292	3	2	2	2
20733.699450823762	3	3	3	2
20748.077883175236	3	2	2	2
20762.45631552671	3	2	2	2
20776.834747878183	3	2	2	2
20791.213180229654	2	2	2	2
20805.591612581127	3	3	2	2
20819.9700449326	3	3	2	2
20834.348477284075	3	3	2	2
20848.72690963555	3	3	3	3
20863.10534198702	3	3	2	2
20877.483774338492	3	2	2	2
20891.862206689966	3	2	2	2
20906.24063904144	3	3	2	2
20920.61907139291	2	2	2	2
20934.997503744384	3	2	2	2
20949.375936095857	3	2	2	2
20963.75436844733	2	2	2	2
20978.1328007988	3	2	2	2
20992.511233150275	3	3	2	2
21006.889665501745	3	3	2	2
21021.26809785322	2	2	2	1
21035.646530204693	3	3	3	2
21050.024962556166	3	3	3	2
21064.403394907637	3	3	2	2
21078.78182725911	3	3	2	2
21093.160259610584	3	3	3	2
21107.538691962058	3	3	3	2
21121.917124313528	3	3	2	2
21136.295556665	3	2	2	2
21150.673989016475	3	3	2	2
21165.05242136795	3	2	2	2
21179.43085371942	3	3	3	2
21193.809286070893	3	3	2	2
21208.187718422367	2	2	2	2
21222.56615077384	2	2	2	2
21236.944583125314	3	3	2	2
21251.323015476784	3	3	3	2
21265.701447828258	2	2	2	2
21280.079880179732	3	3	3	2
21294.458312531206	3	3	3	3
21308.836744882676	3	3	2	2
21323.21517723415	2	2	2	1
21337.593609585623	4	3	3	3
21351.972041937093	2	2	2	2
21366.350474288567	3	3	3	2
21380.72890664004	3	3	2	2
21395.10733899151	3	2	2	2
21409.485771342985	3	3	2	2
21423.86420369446	3	3	2	2
21438.242636045932	2	2	2	2
21452.621068397402	3	2	2	2
21466.999500748876	3	2	2	2
21481.37793310035	2	2	2	2
21495.756365451824	3	3	2	2
21510.134797803294	2	2	2	1
21524.513230154767	3	3	2	2
21538.89166250624	3	3	2	2
21553.270094857715	2	2	2	2
21567.648527209185	2	2	2	1
21582.02695956066	3	2	2	2
21596.405391912132	4	4	3	3
21610.783824263606	2	2	2	2
21625.162256615076	3	3	2	2
21639.54068896655	3	2	2	2
21653.91912131802	2	2	2	2
21668.297553669498	3	3	2	2
21682.675986020968	3	3	3	2
21697.05441837244	3	3	2	2
21711.43285072391	3	3	2	2
21725.81128307539	3	3	3	3
21740.18971542686	3	3	3	2
21754.568147778333	2	2	1	1
21768.946580129803	3	3	3	3
21783.32501248128	3	3	2	2
21797.70344483275	3	3	2	2
21812.081877184224	3	3	3	2
21826.460309535698	3	2	2	2
21840.83874188717	3	3	2	2
21855.21717423864	3	2	2	2
21869.595606590112	3	3	3	2
21883.97403894159	3	3	3	3
21898.35247129306	2	2	2	2
21912.730903644533	2	2	2	1
21927.109335996003	3	3	3	2
21941.48776834748	4	3	3	3
21955.86620069895	3	2	2	2
21970.244633050424	3	2	2	2
21984.623065401895	4	3	3	3
21999.001497753372	3	3	2	2
22013.379930104842	3	3	2	2
22027.758362456316	2	2	2	1
22042.136794807786	3	3	3	2
22056.515227159263	3	3	3	2
22070.893659510733	4	4	3	3
22085.272091862207	3	3	3	2
22099.650524213677	3	3	3	2
22114.028956565155	3	2	2	2
22128.407388916625	3	3	3	2
22142.7858212681	2	2	2	2
22157.16425361957	3	3	2	2
22171.542685971046	3	2	2	2
22185.921118322516	3	2	2	2
22200.299550673986	3	3	3	3
22214.677983025464	3	3	2	2
22229.056415376934	3	2	2	2
22243.434847728407	3	2	2	2
22257.813280079878	2	2	2	2
22272.191712431355	3	2	2	2
22286.570144782825	2	2	2	2
22300.9485771343	2	2	2	2
22315.32700948577	3	2	2	2
22329.705441837246	3	2	2	2
22344.083874188716	2	2	1	1
22358.46230654019	3	3	3	2
22372.84073889166	3	3	3	2
22387.219171243138	3	3	2	2
22401.597603594608	3	3	2	2
22415.97603594608	3	2	2	2
22430.35446829755	2	2	2	2
22444.73290064903	3	3	3	2
22459.1113330005	2	2	2	1
22473.489765351973	3	3	2	2
22487.868197703443	3	3	3	2
22502.24663005492	3	2	2	2
22516.62506240639	2	2	2	1
22531.003494757864	3	2	2	2
22545.381927109334	2	2	2	2
22559.760359460808	3	3	2	2
22574.138791812282	2	2	2	2
22588.517224163752	3	3	3	3
22602.89565651523	3	3	2	2
22617.2740888667	3	3	2	2
22631.652521218173	3	3	3	2
22646.030953569643	3	2	2	2
22660.40938592112	2	2	2	2
22674.78781827259	3	3	3	2
22689.166250624065	3	3	2	2
22703.544682975535	3	3	2	2
22717.923115327012	2	2	1	1
22732.301547678482	4	4	3	3
22746.679980029956	3	3	2	2
22761.058412381426	3	3	3	3
22775.436844732903	3	3	3	2
22789.815277084374	3	2	2	2
22804.193709435847	2	2	2	2
22818.572141787317	2	2	2	2
22832.950574138795	2	2	2	2
22847.329006490265	3	3	2	2
22861.70743884174	3	2	2	2
22876.08587119321	3	3	2	2
22890.46430354468	2	2	2	2
22904.842735896156	3	3	2	2
22919.221168247626	2	2	2	2
22933.5996005991	2	2	2	2
22947.978032950574	2	2	2	2
22962.356465302048	3	2	2	2
22976.734897653518	4	4	3	3
22991.113330004995	2	2	2	2
23005.491762356465	3	3	2	2
23019.87019470794	3	2	2	2
23034.24862705941	2	2	2	2
23048.627059410886	3	3	3	2
23063.005491762357	3	3	2	2
23077.38392411383	3	3	2	2
23091.7623564653	3	2	2	2
23106.140788816778	2	2	2	2
23120.519221168248	2	2	2	1
23134.89765351972	2	2	2	1
23149.27608587119	2	2	2	1
23163.65451822267	3	2	2	2
23178.03295057414	3	3	2	2
23192.411382925613	3	3	2	2
23206.789815277083	2	2	2	2
23221.16824762856	2	2	2	2
23235.54667998003	3	3	3	3
23249.9251123315	3	2	2	2
23264.303544682974	2	2	2	2
23278.681977034445	3	3	2	2
23293.060409385922	3	2	2	2
23307.438841737392	3	3	2	2
23321.817274088866	3	3	3	2
23336.19570644034	3	3	2	2
23350.574138791813	3	2	2	2
23364.952571143283	3	2	2	2
23379.331003494757	2	2	2	2
23393.70943584623	3	3	3	2
23408.087868197705	3	2	2	2
23422.466300549175	3	3	2	2
23436.844732900652	2	2	2	2
23451.223165252122	3	2	2	2
23465.601597603596	2	2	2	2
23479.980029955066	3	3	2	2
23494.358462306544	3	3	3	2
23508.736894658014	3	3	2	2
23523.115327009487	2	2	2	1
23537.493759360957	2	2	2	2
23551.872191712435	2	2	2	1
23566.250624063905	3	2	2	2
23580.629056415375	3	2	2	2
23595.00748876685	3	2	2	2
23609.38592111832	2	2	2	1
23623.764353469796	3	3	2	2
23638.142785821266	3	2	2	2
23652.52121817274	2	2	2	1
23666.89965052421	3	3	2	2
23681.278082875688	2	2	2	1
23695.656515227158	2	2	2	2
23710.03494757863	3	2	2	2
23724.413379930105	2	2	2	2
23738.79181228158	2	2	2	1
23753.17024463305	2	2	2	2
23767.548676984523	3	2	2	2
23781.927109335997	2	1	1	1
23796.30554168747	2	2	2	1
23810.68397403894	2	2	1	1
23825.062406390418	2	2	2	2
23839.440838741888	3	3	2	2
23853.81927109336	3	2	2	2
23868.197703444832	2	2	2	2
23882.57613579631	2	2	2	2
23896.95456814778	2	2	2	1
23911.33300049925	2	2	2	2
23925.711432850723	3	3	2	2
23940.089865202193	3	3	3	2
23954.46829755367	2	2	2	2
23968.84672990514	2	2	1	1
23983.225162256615	2	2	1	1
23997.603594608085	2	2	2	2
24011.982026959562	2	2	2	2
24026.360459311032	2	2	1	1
24040.738891662506	2	2	2	1
24055.117324013976	4	4	3	3
24069.495756365453	3	3	3	2
24083.874188716924	3	2	2	2
24098.252621068397	2	2	2	2
24112.63105341987	3	2	2	2
24127.009485771345	3	2	2	2
24141.387918122815	2	2	2	2
24155.76635047429	2	2	2	1
