Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695a8f635c413a6b8f8b1cab - minikube	Unknown Heuristic - Run None (Profile ?) 695a8f635c413a6b8f8b1cab - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695a8f635c413a6b8f8b1cab - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695a8f635c413a6b8f8b1cab - minikube-m04
24170.144782825762	3	2	2	2
24184.523215177236	3	2	2	2
24198.901647528706	2	2	1	1
24213.280079880184	3	3	2	2
24227.658512231654	3	3	2	2
24242.036944583127	3	2	2	2
24256.415376934598	3	2	2	2
24270.793809286068	2	2	2	2
24285.172241637545	3	3	2	2
24299.550673989015	3	3	3	2
24313.92910634049	3	2	2	2
24328.30753869196	2	2	2	2
24342.685971043436	3	3	2	2
24357.064403394907	3	2	2	2
24371.44283574638	3	3	2	2
24385.82126809785	3	3	2	2
24400.199700449328	3	3	2	2
24414.578132800798	2	2	2	2
24428.95656515227	3	2	2	2
24443.33499750374	3	2	2	2
24457.71342985522	3	2	2	2
24472.09186220669	3	2	2	2
24486.470294558163	3	3	2	2
24500.848726909637	2	2	2	2
24515.22715926111	3	3	2	2
24529.60559161258	2	2	2	2
24543.984023964054	3	2	2	2
24558.362456315528	3	3	2	2
24572.740888667002	3	3	3	3
24587.119321018472	3	3	2	2
24601.497753369942	3	3	3	2
24615.87618572142	3	2	2	2
24630.25461807289	3	3	2	2
24644.633050424363	3	3	3	2
24659.011482775833	3	3	2	2
24673.38991512731	3	2	2	2
24687.76834747878	3	2	2	2
24702.146779830255	2	2	2	2
24716.525212181725	3	2	2	2
24730.903644533202	3	2	2	2
24745.282076884672	2	2	2	2
24759.660509236146	2	2	2	1
24774.038941587616	3	3	2	2
24788.417373939094	2	2	2	2
24802.795806290564	3	2	2	2
24817.174238642037	3	2	2	2
24831.552670993507	3	2	2	2
24845.931103344985	2	2	2	2
24860.309535696455	3	2	2	2
24874.68796804793	3	3	3	3
24889.0664003994	2	2	2	2
24903.444832750876	3	2	2	2
24917.823265102346	2	2	2	2
24932.201697453816	2	2	2	2
24946.580129805294	3	2	2	2
24960.958562156764	2	2	1	1
24975.336994508238	3	3	3	3
24989.715426859708	3	2	2	2
25004.093859211185	3	2	2	2
25018.472291562655	3	2	2	2
25032.85072391413	2	1	1	1
25047.2291562656	3	2	2	2
25061.607588617077	3	3	2	2
25075.986020968547	2	2	2	2
25090.36445332002	3	2	2	2
25104.74288567149	2	2	2	2
25119.121318022968	2	2	2	1
25133.499750374438	3	2	2	2
25147.87818272591	3	2	2	2
25162.256615077382	2	2	2	2
25176.63504742886	3	2	2	2
25191.01347978033	2	2	2	2
25205.391912131803	3	3	3	2
25219.770344483273	3	2	2	2
25234.14877683475	3	2	2	2
25248.52720918622	3	3	3	2
25262.905641537694	3	3	3	2
25277.284073889165	3	3	2	2
25291.66250624064	2	2	1	1
25306.040938592112	3	3	2	2
25320.419370943582	3	3	2	2
25334.79780329506	3	3	2	2
25349.17623564653	3	3	2	2
25363.554667998003	2	2	2	2
25377.933100349474	2	2	2	1
25392.31153270095	3	3	2	2
25406.68996505242	3	3	2	2
25421.068397403895	3	3	2	2
25435.446829755365	3	2	2	2
25449.825262106842	3	2	2	2
25464.203694458312	3	2	2	2
25478.582126809786	3	3	2	2
25492.960559161256	3	3	2	2
25507.338991512734	3	3	3	2
25521.717423864204	3	3	3	3
25536.095856215677	3	3	3	2
25550.474288567148	3	3	3	2
25564.852720918625	3	2	2	2
25579.231153270095	3	2	2	2
25593.60958562157	2	2	2	2
25607.98801797304	3	2	2	2
25622.366450324513	2	2	2	2
25636.744882675986	2	2	2	2
25651.123315027457	3	3	2	2
25665.50174737893	3	3	2	2
25679.880179730404	4	3	3	3
25694.258612081878	3	3	3	2
25708.637044433348	3	3	2	2
25723.015476784825	3	2	2	2
25737.393909136295	3	3	2	2
25751.77234148777	3	2	2	2
25766.15077383924	3	2	2	2
25780.529206190717	3	3	3	2
25794.907638542187	3	3	2	2
25809.28607089366	3	3	3	3
25823.66450324513	3	2	2	2
25838.042935596608	3	3	2	2
25852.421367948078	3	2	2	2
25866.799800299552	3	3	3	2
25881.178232651022	3	3	2	2
25895.5566650025	2	2	2	2
25909.93509735397	3	3	3	2
25924.313529705443	3	2	2	2
25938.691962056913	2	2	2	2
25953.07039440839	3	3	3	2
25967.44882675986	3	2	2	2
25981.82725911133	3	2	2	2
25996.205691462805	3	3	2	2
26010.584123814275	3	2	2	2
26024.962556165752	3	3	2	2
26039.340988517222	3	3	2	2
26053.719420868696	2	2	2	2
26068.09785322017	3	3	2	2
26082.476285571644	3	3	3	2
26096.854717923114	3	3	2	2
26111.23315027459	3	2	2	2
26125.61158262606	3	3	2	2
26139.990014977535	3	2	2	2
26154.368447329005	3	2	2	2
26168.746879680482	2	2	2	2
26183.125312031952	3	2	2	2
26197.503744383426	3	3	3	2
26211.882176734896	3	2	2	2
26226.260609086374	2	2	2	1
26240.639041437844	2	2	1	1
26255.017473789318	3	2	2	2
26269.395906140788	3	3	2	2
26283.774338492265	2	2	2	2
26298.152770843735	3	2	2	2
26312.531203195205	2	2	2	2
26326.90963554668	3	3	3	2
26341.28806789815	3	3	3	2
26355.666500249627	3	3	2	2
26370.044932601097	3	2	2	2
26384.42336495257	3	2	2	2
26398.80179730404	2	2	2	2
26413.180229655518	3	2	2	2
26427.558662006988	3	3	2	2
26441.93709435846	3	3	2	2
26456.315526709936	3	3	3	2
26470.69395906141	3	3	2	2
26485.07239141288	3	2	2	2
26499.450823764353	3	3	3	2
26513.829256115827	2	2	2	2
26528.2076884673	3	2	2	2
26542.58612081877	3	3	2	2
26556.964553170248	3	3	2	2
26571.34298552172	3	2	2	2
26585.721417873192	3	2	2	2
26600.099850224662	3	3	2	2
26614.47828257614	3	2	2	2
26628.85671492761	2	2	2	2
26643.23514727908	3	2	2	2
26657.613579630553	2	2	2	2
26671.992011982024	3	3	2	2
26686.3704443335	2	2	2	2
26700.74887668497	3	3	2	2
26715.127309036445	2	2	2	2
26729.505741387915	3	3	3	3
26743.884173739392	3	3	3	2
26758.262606090862	4	3	3	3
26772.641038442336	3	2	2	2
26787.019470793806	2	2	2	2
26801.397903145284	3	2	2	2
26815.776335496754	2	2	2	1
26830.154767848227	2	2	2	1
26844.5332001997	3	3	2	2
26858.911632551175	2	2	2	2
26873.290064902645	2	2	2	2
26887.66849725412	3	3	2	2
26902.046929605593	2	2	2	2
26916.425361957066	2	2	2	1
26930.803794308536	3	3	2	2
26945.182226660014	3	2	2	2
26959.560659011484	3	3	3	2
26973.939091362958	3	2	2	2
26988.317523714428	3	2	2	2
27002.695956065898	2	2	2	2
27017.074388417375	2	2	2	2
27031.452820768845	2	2	1	1
27045.83125312032	3	2	2	2
27060.20968547179	3	3	2	2
27074.588117823267	3	2	2	2
27088.966550174737	2	2	2	1
27103.34498252621	2	2	2	2
27117.72341487768	3	2	2	2
27132.101847229158	3	2	2	2
27146.480279580628	2	2	2	2
27160.858711932102	4	4	4	3
27175.237144283572	3	3	3	3
27189.61557663505	3	2	2	2
27203.99400898652	3	3	2	2
27218.372441337993	2	2	2	2
27232.750873689467	2	2	2	2
27247.12930604094	2	2	2	1
27261.50773839241	2	2	1	1
27275.886170743885	3	2	2	2
27290.26460309536	3	3	2	2
27304.643035446832	3	2	2	2
27319.021467798302	3	2	2	2
27333.399900149772	3	2	2	2
27347.77833250125	2	2	2	2
27362.15676485272	2	2	2	2
27376.535197204194	3	2	2	2
27390.913629555664	3	2	2	2
27405.29206190714	3	2	2	2
27419.67049425861	4	4	3	3
27434.048926610085	3	3	3	3
27448.427358961555	3	2	2	2
27462.805791313032	2	2	2	2
27477.184223664502	3	2	2	2
27491.562656015976	3	2	2	2
27505.941088367446	3	2	2	2
27520.319520718924	2	2	2	1
27534.697953070394	2	2	2	2
27549.076385421868	3	3	2	2
27563.454817773338	2	2	1	1
27577.833250124815	3	2	2	2
27592.211682476285	3	3	2	2
27606.59011482776	3	2	2	2
27620.96854717923	3	3	3	2
27635.346979530706	3	3	3	2
27649.725411882177	3	2	2	2
27664.103844233647	3	3	2	2
27678.482276585124	3	3	2	2
27692.860708936594	3	2	2	2
27707.239141288068	2	2	2	2
27721.617573639538	3	2	2	2
27735.996005991015	3	2	2	2
27750.374438342486	3	2	2	2
27764.75287069396	3	2	2	2
27779.13130304543	2	2	2	2
27793.509735396907	3	2	2	2
27807.888167748377	2	2	2	1
27822.26660009985	3	2	2	2
27836.64503245132	2	2	2	1
27851.023464802798	3	3	2	2
27865.40189715427	2	2	2	2
27879.780329505742	2	2	2	2
27894.158761857212	2	2	2	2
27908.53719420869	3	2	2	2
27922.91562656016	3	3	3	3
27937.294058911633	3	3	2	2
27951.672491263103	2	2	2	2
27966.05092361458	3	3	2	2
27980.42935596605	3	2	2	2
27994.807788317525	3	2	2	2
28009.186220668995	2	2	2	2
28023.56465302047	3	2	2	2
28037.943085371942	2	2	2	2
28052.321517723412	3	3	2	2
28066.69995007489	3	2	2	2
28081.07838242636	3	3	3	2
28095.456814777834	3	3	3	2
28109.835247129304	3	3	2	2
28124.21367948078	2	2	2	2
28138.59211183225	2	2	2	2
28152.970544183725	3	3	2	2
28167.348976535195	3	3	2	2
28181.727408886672	3	3	2	2
28196.105841238143	3	2	2	2
28210.484273589616	3	2	2	2
28224.862705941086	3	3	3	2
28239.241138292564	3	2	2	2
28253.619570644034	3	3	2	2
28267.998002995508	3	2	2	2
28282.376435346978	3	2	2	2
28296.754867698455	2	2	2	2
28311.133300049925	3	3	3	2
28325.5117324014	2	2	2	2
28339.89016475287	3	3	2	2
28354.268597104343	3	3	2	2
28368.647029455817	3	3	3	2
28383.025461807287	3	3	2	2
28397.40389415876	3	3	3	2
28411.782326510234	2	2	2	2
28426.160758861708	3	2	2	2
28440.539191213178	3	3	2	2
28454.917623564656	3	3	2	2
28469.296055916126	3	2	2	2
28483.6744882676	2	2	2	2
28498.05292061907	2	2	2	2
28512.431352970547	3	2	2	2
28526.809785322017	2	2	2	2
28541.18821767349	3	3	2	2
28555.56665002496	3	2	2	2
28569.94508237644	3	3	3	2
28584.32351472791	3	2	2	2
28598.701947079382	3	3	3	3
28613.080379430852	3	3	2	2
28627.45881178233	3	3	3	2
28641.8372441338	3	3	3	2
28656.215676485273	3	3	3	2
28670.594108836744	2	2	2	2
28684.97254118822	3	3	3	3
28699.35097353969	3	3	3	3
28713.72940589116	3	3	3	3
28728.107838242635	3	3	3	2
28742.48627059411	2	2	2	2
28756.864702945582	3	3	2	2
28771.243135297053	3	3	2	2
28785.621567648526	3	2	2	2
28800.0	3	3	3	2
28814.378432351474	3	2	2	2
28828.756864702944	3	3	2	2
28843.13529705442	3	2	2	2
28857.51372940589	2	2	2	2
28871.892161757365	3	2	2	2
28886.270594108835	3	3	3	3
28900.649026460313	3	3	3	2
28915.027458811783	2	2	2	2
28929.405891163256	3	2	2	2
28943.784323514727	2	2	2	2
28958.162755866204	2	2	2	2
28972.541188217674	3	3	2	2
28986.919620569148	3	2	2	2
29001.298052920618	3	2	2	2
29015.676485272095	3	2	2	2
29030.054917623565	2	2	2	2
29044.433349975036	3	2	2	2
29058.81178232651	3	2	2	2
29073.19021467798	2	2	2	2
29087.568647029457	3	2	2	2
29101.947079380927	3	2	2	2
29116.3255117324	2	2	2	2
29130.70394408387	3	2	2	2
29145.082376435348	2	2	2	1
29159.46080878682	2	2	2	1
29173.839241138292	3	2	2	2
29188.217673489766	2	2	2	2
29202.59610584124	3	2	2	2
29216.97453819271	3	2	2	2
29231.352970544183	3	3	2	2
29245.731402895657	3	3	2	2
29260.10983524713	3	2	2	2
29274.4882675986	2	2	2	2
29288.86669995008	3	2	2	2
29303.24513230155	2	2	2	2
29317.623564653022	3	2	2	2
29332.001997004492	2	2	2	2
29346.38042935597	2	2	2	2
29360.75886170744	3	3	2	2
29375.13729405891	2	2	2	2
29389.515726410384	2	2	2	2
29403.894158761854	3	3	3	2
29418.27259111333	2	2	2	2
29432.6510234648	3	3	2	2
29447.029455816275	3	3	2	2
29461.407888167745	3	3	2	2
29475.786320519222	3	2	2	2
29490.164752870693	3	3	3	2
29504.543185222166	3	2	2	2
29518.921617573636	3	2	2	2
29533.300049925114	2	2	2	2
29547.678482276584	3	2	2	2
29562.056914628058	3	2	2	2
29576.43534697953	3	2	2	2
29590.813779331005	3	2	2	2
29605.192211682475	3	2	2	2
29619.57064403395	3	3	3	2
29633.949076385423	2	2	2	2
29648.327508736897	3	3	2	2
29662.705941088367	2	2	2	2
29677.084373439844	2	2	2	1
29691.462805791314	3	2	2	2
29705.841238142788	2	2	2	1
29720.219670494258	3	2	2	2
29734.598102845728	2	2	2	2
29748.976535197206	3	3	2	2
29763.354967548676	3	2	2	2
29777.73339990015	2	2	2	2
29792.11183225162	2	2	2	2
29806.490264603097	3	3	2	2
29820.868696954567	3	2	2	2
29835.24712930604	2	2	2	2
29849.62556165751	2	2	2	2
29864.00399400899	2	2	2	1
29878.38242636046	3	2	2	2
29892.760858711932	3	2	2	2
29907.139291063402	2	2	2	2
29921.51772341488	3	3	2	2
29935.89615576635	3	2	2	2
29950.274588117823	3	3	2	2
29964.653020469297	3	3	2	2
29979.03145282077	3	3	2	2
29993.40988517224	3	2	2	2
30007.788317523715	3	3	2	2
30022.16674987519	3	2	2	2
30036.545182226662	3	3	3	2
30050.923614578132	2	2	2	2
30065.302046929603	3	2	2	2
30079.68047928108	3	2	2	2
30094.05891163255	3	2	2	2
30108.437343984024	2	2	2	2
30122.815776335494	3	3	3	3
30137.19420868697	2	2	2	2
30151.57264103844	3	3	3	3
30165.951073389915	3	2	2	2
30180.329505741385	3	3	3	2
30194.707938092863	2	2	2	2
30209.086370444333	3	2	2	2
30223.464802795806	3	3	3	3
30237.843235147277	3	3	3	3
30252.221667498754	3	3	3	3
30266.600099850224	3	3	2	2
30280.978532201698	3	2	2	2
30295.356964553168	3	3	3	2
30309.735396904645	3	3	2	2
30324.113829256115	3	2	2	2
30338.49226160759	2	2	2	1
30352.870693959063	4	3	3	3
30367.249126310537	3	3	3	2
30381.627558662007	2	2	2	2
30396.005991013477	2	2	2	2
30410.384423364954	3	3	2	2
30424.762855716424	3	3	3	3
30439.141288067898	2	2	2	2
30453.51972041937	2	2	2	2
30467.898152770846	3	3	3	2
30482.276585122316	3	2	2	2
30496.65501747379	3	3	2	2
30511.03344982526	3	2	2	2
30525.411882176737	3	3	3	2
30539.790314528207	3	3	2	2
30554.16874687968	3	3	2	2
30568.54717923115	3	2	2	2
30582.92561158263	3	3	2	2
30597.3040439341	3	2	2	2
30611.682476285572	3	3	2	2
30626.060908637042	3	2	2	2
30640.43934098852	3	3	2	2
30654.81777333999	3	3	3	2
30669.196205691464	3	2	2	2
30683.574638042934	3	3	3	2
30697.95307039441	3	3	2	2
30712.33150274588	3	2	2	2
30726.709935097355	2	2	2	2
30741.088367448825	3	3	2	2
30755.4667998003	2	2	2	1
30769.845232151773	2	2	2	2
30784.223664503243	3	3	3	2
30798.60209685472	3	3	2	2
30812.98052920619	2	2	2	2
30827.358961557664	3	2	2	2
30841.737393909134	3	2	2	2
30856.11582626061	3	3	2	2
30870.49425861208	3	2	2	2
30884.872690963555	2	2	2	2
30899.251123315025	3	2	2	2
30913.629555666503	3	3	2	2
30928.007988017973	3	3	2	2
30942.386420369447	3	3	2	2
30956.764852720917	3	3	2	2
30971.143285072394	2	2	2	2
30985.521717423864	3	2	2	2
30999.900149775338	3	3	2	2
31014.278582126808	3	2	2	2
31028.657014478285	3	2	2	2
31043.035446829756	2	2	2	2
31057.41387918123	2	2	2	1
31071.7923115327	2	2	2	1
31086.170743884173	4	3	3	3
31100.549176235647	3	3	3	2
31114.927608587117	3	2	2	2
31129.30604093859	3	2	2	2
31143.684473290064	2	2	2	2
31158.06290564154	2	2	2	2
31172.44133799301	2	2	2	2
31186.819770344486	2	2	2	2
31201.198202695956	3	2	2	2
31215.57663504743	3	2	2	2
31229.9550673989	3	2	2	2
31244.333499750377	3	2	2	2
31258.711932101847	3	3	2	2
31273.09036445332	3	3	2	2
31287.46879680479	3	3	2	2
31301.84722915627	3	2	2	2
31316.22566150774	2	2	2	2
31330.604093859212	3	2	2	2
31344.982526210682	2	2	2	2
31359.36095856216	3	2	2	2
31373.73939091363	3	2	2	2
31388.117823265104	2	2	2	1
31402.496255616574	2	2	1	1
31416.87468796805	3	2	2	2
31431.25312031952	3	2	2	2
31445.63155267099	3	2	2	2
31460.009985022465	3	3	3	2
31474.38841737394	4	4	3	3
31488.766849725413	3	3	3	2
31503.145282076883	3	2	2	2
31517.523714428356	3	3	3	2
31531.90214677983	3	3	2	2
31546.280579131304	3	3	3	2
31560.659011482774	4	4	3	3
31575.03744383425	3	3	3	2
31589.41587618572	3	2	2	2
31603.794308537195	3	2	2	2
31618.172740888665	3	3	2	2
31632.551173240143	3	2	2	2
31646.929605591613	3	3	2	2
31661.308037943087	3	2	2	2
31675.686470294557	3	3	2	2
31690.064902646034	4	4	4	3
31704.443334997504	3	3	3	3
31718.821767348978	3	2	2	2
31733.200199700448	3	3	3	2
31747.578632051926	3	2	2	2
31761.957064403396	3	3	3	2
31776.335496754866	2	2	2	2
31790.71392910634	3	3	2	2
31805.09236145781	3	2	2	2
31819.470793809287	1	1	1	1
31833.849226160757	1	1	1	1
31848.22765851223	2	2	2	1
31862.6060908637	3	2	2	2
31876.98452321518	3	2	2	2
31891.36295556665	3	3	2	2
31905.741387918122	3	3	3	2
31920.119820269596	3	3	2	2
31934.49825262107	3	2	2	2
31948.87668497254	3	3	3	2
31963.255117324017	3	3	2	2
31977.633549675487	3	2	2	2
31992.01198202696	3	2	2	2
32006.39041437843	2	2	2	2
32020.76884672991	2	2	2	2
32035.14727908138	3	3	2	2
32049.525711432852	3	2	2	2
32063.904143784323	2	2	2	2
32078.2825761358	2	2	1	1
32092.66100848727	2	2	1	1
32107.03944083874	3	3	2	2
32121.417873190214	3	3	3	2
32135.796305541684	3	3	3	3
32150.17473789316	4	4	3	3
32164.55317024463	3	3	2	2
32178.931602596105	3	3	2	2
32193.310034947575	3	3	3	2
32207.688467299053	3	3	2	2
32222.066899650523	2	2	2	2
32236.445332001997	2	2	2	2
32250.823764353467	3	3	3	2
32265.202196704944	3	3	2	2
32279.580629056414	2	2	2	2
32293.959061407888	3	3	3	3
32308.33749375936	2	2	2	2
32322.715926110835	3	2	2	2
32337.094358462306	2	2	2	2
32351.47279081378	2	2	2	2
32365.851223165253	3	2	2	2
32380.229655516727	3	2	2	2
32394.608087868197	3	2	2	2
32408.986520219674	2	2	2	1
32423.364952571144	3	2	2	2
32437.743384922618	3	2	2	2
32452.12181727409	3	3	2	2
32466.50024962556	2	2	2	2
32480.878681977036	3	3	2	2
32495.257114328506	2	2	2	1
32509.63554667998	3	3	2	2
32524.01397903145	3	2	2	2
32538.392411382927	3	3	2	2
32552.770843734397	3	2	2	2
32567.14927608587	3	3	3	2
32581.52770843734	3	2	2	2
32595.90614078882	2	2	2	2
32610.28457314029	2	2	2	1
32624.663005491762	4	3	3	3
32639.041437843232	3	3	3	2
32653.41987019471	3	2	2	2
32667.79830254618	3	3	2	2
32682.176734897654	3	3	2	2
32696.555167249127	3	2	2	2
32710.9335996006	3	2	2	2
32725.31203195207	2	2	2	2
32739.690464303545	3	2	2	2
32754.06889665502	3	3	2	2
32768.44732900649	3	3	3	2
32782.82576135796	3	3	2	2
32797.20419370943	3	2	2	2
32811.58262606091	3	2	2	2
32825.96105841238	3	3	3	2
32840.33949076386	3	3	3	3
32854.71792311533	3	3	2	2
32869.0963554668	3	2	2	2
32883.47478781827	2	2	2	2
32897.853220169745	3	3	3	2
32912.231652521215	3	2	2	2
32926.61008487269	3	3	3	2
32940.98851722416	3	2	2	2
32955.36694957564	2	2	2	2
32969.74538192711	3	3	3	2
32984.12381427858	2	2	2	2
32998.50224663005	3	3	3	2
33012.88067898153	3	2	2	2
33027.259111333	3	3	2	2
33041.637543684476	3	2	2	2
33056.015976035946	2	2	2	1
33070.39440838742	2	2	2	2
33084.77284073889	3	2	2	2
33099.15127309036	3	2	2	2
33113.52970544184	3	3	2	2
33127.90813779331	3	2	2	2
33142.28657014478	2	2	2	2
33156.66500249625	2	2	2	2
33171.04343484773	3	3	3	2
33185.4218671992	3	2	2	2
33199.800299550676	3	2	2	2
33214.178731902146	2	2	2	2
33228.55716425362	2	2	2	2
33242.93559660509	3	3	2	2
33257.31402895656	3	2	2	2
33271.692461308034	3	2	2	2
33286.07089365951	3	3	2	2
33300.44932601098	3	2	2	2
33314.82775836246	3	2	2	2
33329.20619071393	3	3	2	2
33343.584623065406	2	2	2	2
33357.963055416876	3	2	2	2
33372.341487768346	3	2	2	2
33386.71992011982	3	2	2	2
33401.098352471294	3	3	2	2
33415.476784822764	3	3	2	2
33429.85521717424	3	2	2	2
33444.23364952571	3	3	2	2
33458.61208187719	3	3	2	2
33472.99051422866	3	2	2	2
33487.36894658013	3	3	2	2
33501.74737893161	3	2	2	2
33516.12581128308	3	3	2	2
33530.50424363455	2	2	2	2
33544.88267598602	3	2	2	2
33559.261108337494	2	2	2	2
33573.639540688964	3	2	2	2
33588.01797304044	3	2	2	2
33602.39640539191	3	3	2	2
33616.77483774339	3	3	3	3
33631.15327009486	3	3	2	2
33645.53170244633	3	2	2	2
33659.9101347978	2	2	2	2
33674.28856714928	2	2	2	2
33688.66699950075	3	2	2	2
33703.045431852224	3	2	2	2
33717.423864203694	3	3	2	2
33731.80229655517	3	2	2	2
33746.18072890664	2	2	2	2
33760.55916125811	3	2	2	2
33774.93759360958	3	3	2	2
33789.31602596106	3	3	2	2
33803.69445831253	3	3	2	2
33818.072890664	3	2	2	2
33832.45132301548	3	2	2	2
33846.82975536695	3	2	2	2
33861.208187718425	3	3	2	2
33875.586620069895	3	2	2	2
33889.96505242137	3	2	2	2
33904.34348477284	2	2	2	2
33918.72191712431	3	3	2	2
33933.10034947578	2	2	2	2
33947.47878182726	3	3	2	2
33961.85721417873	3	2	2	2
33976.23564653021	2	2	2	1
33990.61407888168	2	2	2	1
34004.992511233155	2	2	2	2
34019.370943584625	3	2	2	2
34033.749375936095	3	2	2	2
34048.127808287565	3	2	2	2
34062.50624063904	3	3	3	3
34076.88467299051	3	2	2	2
34091.26310534199	4	4	3	3
34105.64153769346	2	2	2	1
34120.01997004494	3	3	3	2
34134.39840239641	3	3	2	2
34148.77683474788	3	2	2	2
34163.15526709935	2	2	2	2
34177.53369945082	3	3	2	2
34191.912131802295	2	2	2	2
34206.290564153765	3	3	3	2
34220.66899650524	2	2	2	2
34235.04742885671	2	2	2	2
34249.42586120819	2	2	2	2
34263.80429355966	3	3	3	2
34278.18272591114	2	2	2	1
34292.56115826261	3	3	3	2
34306.93959061408	2	2	2	2
34321.31802296555	2	2	2	2
34335.696455317026	2	2	2	1
34350.074887668496	3	3	2	2
34364.45332001997	3	2	2	2
34378.83175237144	2	2	2	2
34393.21018472292	3	2	2	2
34407.58861707439	3	3	3	2
34421.96704942586	3	2	2	2
34436.34548177733	3	2	2	2
34450.72391412881	3	3	3	2
34465.10234648028	3	3	2	2
34479.480778831756	2	2	2	2
34493.859211183226	3	3	2	2
34508.237643534696	3	2	2	2
34522.61607588617	3	3	2	2
34536.99450823764	2	2	2	1
34551.37294058911	2	2	2	1
34565.751372940584	3	3	2	2
34580.12980529206	3	2	2	2
34594.50823764353	2	2	2	2
34608.88666999501	3	3	2	2
34623.26510234648	3	2	2	2
34637.643534697956	3	2	2	2
34652.021967049426	3	3	2	2
34666.400399400896	2	2	2	1
34680.778831752374	2	2	1	1
34695.157264103844	3	2	2	2
34709.535696455314	3	3	3	3
34723.91412880679	3	2	2	2
34738.29256115826	3	2	2	2
34752.67099350974	3	2	2	2
34767.04942586121	2	2	2	2
34781.427858212686	3	2	2	2
34795.80629056416	3	2	2	2
34810.18472291563	3	3	3	2
34824.5631552671	2	2	2	2
34838.94158761857	3	3	2	2
34853.320019970044	3	2	2	2
34867.698452321514	3	3	2	2
34882.07688467299	3	2	2	2
34896.45531702446	3	2	2	2
34910.83374937594	2	2	2	2
34925.21218172741	3	2	2	2
34939.59061407888	2	2	2	2
34953.96904643035	3	3	3	2
34968.34747878183	3	2	2	2
34982.7259111333	3	2	2	2
34997.104343484774	3	2	2	2
35011.482775836244	3	3	2	2
35025.86120818772	3	2	2	2
35040.23964053919	3	2	2	2
35054.61807289066	3	3	2	2
35068.99650524214	3	3	2	2
35083.37493759361	2	2	2	2
35097.75336994508	3	3	3	2
35112.13180229656	3	3	2	2
35126.51023464803	3	2	2	2
35140.888666999504	2	2	2	2
35155.267099350975	3	3	3	2
35169.64553170245	3	3	2	2
35184.02396405392	3	2	2	2
35198.40239640539	2	2	2	2
35212.78082875686	3	2	2	2
35227.15926110833	2	2	2	2
35241.53769345981	3	3	3	3
35255.91612581128	2	2	2	2
35270.29455816276	3	2	2	2
35284.67299051423	2	2	2	1
35299.051422865705	3	3	2	2
35313.429855217175	3	3	2	2
35327.808287568645	3	2	2	2
35342.186719920115	3	3	2	2
35356.56515227159	3	2	2	2
35370.94358462306	2	2	2	2
35385.32201697454	2	2	2	2
35399.70044932601	3	3	2	2
35414.07888167749	3	3	2	2
35428.45731402896	3	2	2	2
35442.83574638043	3	3	2	2
35457.214178731905	3	2	2	2
35471.592611083375	3	3	2	2
35485.971043434845	3	3	2	2
35500.34947578632	4	3	3	3
35514.72790813779	3	2	2	2
35529.10634048926	3	2	2	2
35543.48477284074	2	2	2	2
35557.86320519221	2	2	2	1
35572.24163754369	3	3	2	2
35586.62006989516	2	2	2	1
35600.99850224663	3	3	2	2
35615.3769345981	3	2	2	2
35629.755366949576	2	2	2	2
35644.133799301046	3	3	2	2
35658.51223165252	3	3	2	2
35672.89066400399	2	2	2	2
35687.26909635547	2	1	1	1
35701.64752870694	3	3	2	2
35716.02596105841	3	2	2	2
35730.40439340988	2	2	2	2
35744.78282576136	2	2	2	2
35759.16125811283	3	2	2	2
35773.539690464306	2	2	2	2
35787.918122815776	3	2	2	2
35802.29655516725	2	2	2	2
35816.67498751872	3	3	2	2
35831.05341987019	3	3	2	2
35845.43185222167	2	2	2	2
35859.81028457314	2	2	2	1
35874.18871692461	3	2	2	2
35888.56714927608	2	2	2	2
35902.94558162756	3	3	3	2
35917.32401397903	4	4	3	3
35931.702446330506	3	3	2	2
35946.080878681976	3	3	2	2
35960.45931103345	3	2	2	2
35974.837743384924	2	2	2	1
35989.216175736394	3	2	2	2
36003.594608087864	2	2	2	2
36017.97304043934	3	2	2	2
36032.35147279081	2	2	2	1
36046.72990514229	3	3	2	2
36061.10833749376	3	2	2	2
36075.486769845236	3	3	3	2
36089.86520219671	3	3	2	2
36104.24363454818	3	3	2	2
36118.62206689965	3	3	2	2
36133.000499251124	2	2	2	1
36147.378931602594	2	2	2	1
36161.75736395407	3	2	2	2
36176.13579630554	3	3	2	2
36190.51422865702	3	2	2	2
36204.89266100849	2	2	2	2
36219.27109335996	3	3	3	2
36233.64952571144	3	2	2	2
36248.02795806291	3	3	2	2
36262.40639041438	3	3	2	2
36276.78482276585	2	2	2	2
36291.163255117324	3	2	2	2
36305.541687468794	2	2	2	2
36319.92011982027	2	2	2	2
36334.29855217174	3	2	2	2
36348.67698452322	2	2	2	1
36363.05541687469	3	2	2	2
36377.43384922616	3	3	3	3
36391.81228157763	3	3	3	2
36406.19071392911	3	3	2	2
36420.56914628058	3	3	2	2
36434.947578632055	2	2	2	2
36449.326010983525	3	2	2	2
36463.704443335	3	2	2	2
36478.08287568647	3	2	2	2
36492.46130803794	2	2	2	2
36506.83974038941	3	3	2	2
36521.21817274089	3	2	2	2
36535.59660509236	3	3	2	2
36549.97503744383	2	2	2	2
36564.35346979531	2	2	2	2
