Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695927bece5f2ed21d522d82 - minikube	Unknown Heuristic - Run None (Profile ?) 695927bece5f2ed21d522d82 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695927bece5f2ed21d522d82 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695927bece5f2ed21d522d82 - minikube-m04
10567.565929069415	2	2	2	2
10580.66080630494	2	2	2	1
10593.755683540467	3	3	3	2
10606.850560775993	2	2	2	2
10619.945438011518	3	3	3	3
10633.040315247044	3	3	2	2
10646.13519248257	3	3	2	2
10659.230069718096	2	2	2	1
10672.324946953622	3	3	3	3
10685.419824189148	3	3	2	2
10698.514701424674	2	2	2	1
10711.6095786602	2	2	2	1
10724.704455895726	2	2	1	1
10737.799333131252	3	3	3	3
10750.894210366778	4	3	3	3
10763.989087602304	3	3	2	2
10777.08396483783	4	3	3	3
10790.178842073356	2	2	2	2
10803.273719308881	3	3	3	3
10816.36859654441	4	4	3	3
10829.463473779933	3	3	2	2
10842.55835101546	2	2	2	2
10855.653228250983	3	3	2	2
10868.748105486511	3	3	2	2
10881.842982722037	3	3	2	2
10894.937859957563	3	3	2	2
10908.032737193087	3	3	2	2
10921.127614428615	3	3	2	2
10934.22249166414	3	3	2	2
10947.317368899667	2	2	2	1
10960.412246135194	2	2	1	1
10973.507123370719	2	2	2	2
10986.602000606244	2	2	1	1
10999.696877841769	2	1	1	1
11012.791755077296	3	2	2	2
11025.886632312822	2	2	2	2
11038.981509548348	2	2	2	2
11052.076386783872	2	2	2	2
11065.1712640194	3	3	3	3
11078.266141254926	3	3	3	2
11091.361018490452	2	2	2	2
11104.455895725978	2	2	2	1
11117.550772961504	3	3	3	2
11130.64565019703	3	3	2	2
11143.740527432554	4	3	3	3
11156.835404668082	3	3	3	2
11169.930281903607	3	3	2	2
11183.025159139133	3	3	2	2
11196.120036374658	3	3	3	2
11209.214913610185	2	2	2	2
11222.309790845711	2	2	2	1
11235.404668081237	1	1	1	1
11248.499545316761	4	3	3	3
11261.594422552289	3	2	2	2
11274.689299787815	3	2	2	2
11287.784177023339	2	2	2	1
11300.879054258867	2	2	2	1
11313.973931494393	1	1	1	1
11327.068808729919	2	2	2	1
11340.163685965443	2	2	1	1
11353.25856320097	2	2	2	1
11366.353440436496	3	2	2	2
11379.448317672022	3	3	3	3
11392.543194907546	3	2	2	2
11405.638072143074	3	2	2	2
11418.7329493786	3	2	2	2
11431.827826614124	2	2	2	2
11444.922703849652	3	3	2	2
11458.017581085178	3	3	3	2
11471.112458320704	3	3	2	2
11484.207335556228	2	2	2	1
11497.302212791756	2	2	2	2
11510.397090027282	2	2	2	1
11523.491967262806	2	1	1	1
11536.586844498332	2	2	2	1
11549.68172173386	2	2	2	1
11562.776598969385	2	2	2	2
11575.87147620491	3	3	3	2
11588.966353440435	2	2	1	1
11602.061230675963	2	2	2	1
11615.156107911489	2	2	2	2
11628.250985147013	2	1	1	1
11641.34586238254	2	2	2	1
11654.440739618067	2	2	2	1
11667.53561685359	2	2	2	1
11680.630494089117	2	2	2	1
11693.725371324645	2	2	2	1
11706.82024856017	1	1	1	1
11719.915125795695	3	3	3	3
11733.01000303122	3	3	3	3
11746.104880266748	3	3	3	2
11759.199757502274	2	2	2	2
11772.294634737798	3	3	3	3
11785.389511973326	3	3	3	2
11798.484389208852	3	2	2	2
11811.579266444376	2	2	2	2
11824.674143679902	2	2	2	1
11837.76902091543	2	2	2	1
11850.863898150956	3	3	3	3
11863.95877538648	3	3	2	2
11877.053652622006	1	1	1	1
11890.148529857534	2	2	2	1
11903.24340709306	2	2	2	1
11916.338284328584	4	4	4	3
11929.43316156411	3	3	3	3
11942.528038799637	3	3	2	2
11955.622916035161	3	3	2	2
11968.717793270687	2	2	2	2
11981.812670506215	2	2	2	2
11994.907547741741	2	2	2	2
12008.002424977265	2	2	2	2
12021.097302212791	2	1	1	1
12034.192179448319	4	4	4	3
12047.287056683845	2	2	2	2
12060.381933919369	2	2	2	2
12073.476811154895	3	3	2	2
12086.571688390422	2	2	2	2
12099.666565625947	2	2	2	2
12112.761442861472	3	3	3	3
12125.856320097	3	3	2	2
12138.951197332526	3	2	2	2
12152.04607456805	4	4	3	3
12165.140951803576	3	2	2	2
12178.235829039104	2	2	1	1
12191.33070627463	3	3	2	2
12204.425583510154	2	2	2	2
12217.52046074568	3	2	2	2
12230.615337981208	2	1	1	1
12243.710215216732	2	2	2	2
12256.805092452258	2	1	1	1
12269.899969687784	3	3	3	3
12282.994846923311	3	2	2	2
12296.089724158835	2	2	2	2
12309.184601394361	3	3	2	2
12322.27947862989	2	2	2	1
12335.374355865413	1	1	1	1
12348.46923310094	2	2	1	1
12361.564110336465	4	4	3	3
12374.658987571993	2	2	2	1
12387.753864807517	2	2	2	2
12400.848742043043	2	2	2	2
12413.943619278569	2	1	1	1
12427.038496514097	3	3	2	2
12440.13337374962	2	2	2	1
12453.228250985147	2	2	2	2
12466.323128220674	2	2	2	2
12479.418005456198	2	2	1	1
12492.512882691724	1	1	1	1
12505.60775992725	2	2	2	2
12518.702637162778	2	2	2	1
12531.797514398302	3	3	2	2
12544.892391633828	3	3	2	2
12557.987268869354	3	3	3	3
12571.082146104882	3	2	2	2
12584.177023340406	3	3	3	2
12597.271900575932	2	2	2	1
12610.36677781146	2	2	2	2
12623.461655046984	2	2	2	2
12636.55653228251	2	2	2	1
12649.651409518036	1	1	1	1
12662.746286753563	2	2	2	2
12675.841163989087	2	2	2	2
12688.936041224613	3	3	2	2
12702.03091846014	2	2	2	1
12715.125795695667	2	2	2	2
12728.220672931191	2	1	1	1
12741.315550166717	3	3	3	3
12754.410427402241	2	2	2	2
12767.505304637769	3	3	2	2
12780.600181873295	2	2	2	1
12793.69505910882	2	2	2	2
12806.789936344348	2	1	1	1
12819.884813579873	2	2	2	1
12832.979690815398	2	2	1	1
12846.074568050924	2	2	1	1
12859.169445286452	2	2	2	2
12872.264322521976	2	2	2	1
12885.359199757502	2	2	2	1
12898.454076993026	3	3	3	2
12911.548954228554	3	2	2	2
12924.64383146408	3	2	2	2
12937.738708699606	3	3	3	2
12950.833585935134	3	3	2	2
12963.928463170658	2	2	2	2
12977.023340406184	3	3	3	3
12990.11821764171	2	2	2	1
13003.213094877237	2	2	1	1
13016.307972112761	3	3	2	2
13029.402849348287	3	3	2	2
13042.497726583812	2	2	2	2
13055.59260381934	2	2	2	1
13068.687481054865	3	3	3	3
13081.782358290391	2	2	2	2
13094.877235525915	3	3	3	3
13107.972112761443	2	2	2	2
13121.066989996969	2	1	1	1
13134.161867232495	3	3	3	3
13147.256744468023	3	3	3	2
13160.351621703547	2	2	2	2
13173.446498939073	2	2	2	2
13186.541376174597	2	2	2	2
13199.636253410124	2	1	1	1
13212.73113064565	2	2	2	2
13225.826007881176	2	2	2	2
13238.9208851167	2	2	1	1
13252.015762352228	2	2	2	1
13265.110639587754	2	2	2	1
13278.20551682328	1	1	1	1
13291.300394058806	2	2	2	2
13304.395271294332	2	2	2	1
13317.490148529858	2	2	2	2
13330.585025765382	3	2	2	2
13343.67990300091	3	3	3	2
13356.774780236436	3	3	3	2
13369.869657471962	4	3	3	3
13382.964534707486	2	2	2	2
13396.059411943013	2	2	2	2
13409.15428917854	2	2	2	2
13422.249166414065	3	3	2	2
13435.34404364959	2	2	2	1
13448.438920885117	3	3	3	2
13461.533798120643	3	3	3	2
13474.628675356167	3	3	2	2
13487.723552591695	3	3	3	2
13500.81842982722	2	2	2	2
13513.913307062747	2	2	2	2
13527.00818429827	2	2	1	1
13540.103061533799	3	3	2	2
13553.197938769325	3	3	2	2
13566.292816004849	3	3	2	2
13579.387693240375	3	3	2	2
13592.482570475902	2	2	2	1
13605.577447711428	3	2	2	2
13618.672324946952	2	2	2	2
13631.76720218248	3	2	2	2
13644.862079418006	3	3	2	2
13657.956956653532	3	3	2	2
13671.051833889056	3	3	2	2
13684.146711124584	2	1	1	1
13697.24158836011	2	2	2	1
13710.336465595634	3	3	3	2
13723.43134283116	2	2	2	1
13736.526220066688	2	2	2	1
13749.621097302213	1	1	1	1
13762.715974537738	4	3	3	3
13775.810851773263	2	2	2	2
13788.905729008791	3	2	2	2
13802.000606244317	2	2	2	1
13815.095483479841	2	2	2	1
13828.190360715369	1	1	1	1
13841.285237950895	2	2	2	1
13854.380115186419	2	2	2	2
13867.474992421945	3	3	3	3
13880.569869657473	3	3	3	2
13893.664746892999	2	2	1	1
13906.759624128523	1	1	1	1
13919.854501364049	3	3	3	3
13932.949378599576	3	3	2	2
13946.044255835102	2	2	1	1
13959.139133070626	3	2	2	2
13972.234010306154	2	1	1	1
13985.32888754168	1	1	1	1
13998.423764777204	2	2	2	2
14011.51864201273	2	2	2	1
14024.613519248258	3	3	3	3
14037.708396483784	3	3	2	2
14050.803273719308	3	2	2	2
14063.898150954834	2	2	2	1
14076.993028190362	2	1	1	1
14090.087905425888	2	2	2	1
14103.182782661412	2	2	2	1
14116.277659896938	2	2	2	1
14129.372537132465	3	2	2	2
14142.46741436799	2	2	2	1
14155.562291603515	2	2	2	1
14168.657168839043	2	2	2	1
14181.752046074569	3	3	2	2
14194.846923310093	2	2	2	1
14207.94180054562	3	3	2	2
14221.036677781147	2	2	2	1
14234.131555016673	3	3	2	2
14247.226432252197	2	2	2	2
14260.321309487723	2	2	1	1
14273.41618672325	2	2	2	1
14286.511063958775	2	2	2	2
14299.6059411943	2	1	1	1
14312.700818429828	3	3	3	2
14325.795695665354	3	3	2	2
14338.890572900878	2	2	2	1
14351.985450136404	4	4	4	3
14365.080327371932	4	4	3	3
14378.175204607456	3	3	3	2
14391.270081842982	3	2	2	2
14404.364959078508	2	2	2	1
14417.459836314036	2	2	2	1
14430.55471354956	2	2	2	1
14443.649590785086	2	2	2	1
14456.744468020614	1	1	1	1
14469.83934525614	2	2	2	1
14482.934222491664	2	2	1	1
14496.02909972719	2	2	2	1
14509.123976962717	2	2	2	1
14522.218854198241	3	3	3	3
14535.313731433767	3	2	2	2
14548.408608669293	3	3	2	2
14561.503485904821	2	2	2	2
14574.598363140345	3	2	2	2
14587.693240375871	3	2	2	2
14600.788117611397	2	2	2	2
14613.882994846925	2	1	1	1
14626.977872082449	2	2	2	2
14640.072749317975	2	2	2	2
14653.167626553502	3	2	2	2
14666.262503789027	3	2	2	2
14679.357381024553	3	3	2	2
14692.452258260078	2	2	2	1
14705.547135495606	3	2	2	2
14718.64201273113	2	2	2	2
14731.736889966656	2	2	2	2
14744.831767202182	2	2	2	1
14757.92664443771	3	3	3	3
14771.021521673234	3	3	2	2
14784.11639890876	2	2	2	2
14797.211276144288	4	4	3	3
14810.306153379812	3	2	2	2
14823.401030615338	2	2	2	1
14836.495907850864	2	2	2	1
14849.590785086391	1	1	1	1
14862.685662321916	2	2	2	1
14875.780539557441	2	2	2	1
14888.875416792967	4	4	3	3
14901.970294028495	2	2	2	2
14915.06517126402	2	2	2	1
14928.160048499545	2	2	1	1
14941.25492573507	2	2	2	2
14954.349802970597	2	2	2	1
14967.444680206123	2	2	1	1
14980.539557441649	3	2	2	2
14993.634434677177	2	2	2	1
15006.7293119127	1	1	1	1
15019.824189148227	2	2	1	1
15032.919066383753	2	2	2	1
15046.01394361928	2	2	2	1
15059.108820854804	3	3	2	2
15072.20369809033	3	3	2	2
15085.298575325854	2	2	2	1
15098.393452561382	2	2	1	1
15111.488329796908	2	2	2	1
15124.583207032434	2	2	2	2
15137.678084267962	2	2	2	2
15150.772961503486	2	2	2	1
15163.867838739012	1	1	1	1
15176.962715974538	2	2	2	1
15190.057593210066	2	2	2	1
15203.15247044559	4	4	4	3
15216.247347681116	2	2	2	2
15229.34222491664	3	2	2	2
15242.437102152167	2	2	2	1
15255.531979387693	2	2	2	2
15268.62685662322	2	2	2	1
15281.721733858743	2	2	2	2
15294.816611094271	3	3	2	2
15307.911488329797	2	2	2	1
15321.006365565323	1	1	1	1
15334.101242800849	2	2	2	1
15347.196120036375	2	2	2	2
15360.2909972719	2	2	1	1
15373.385874507425	2	2	2	1
15386.480751742953	2	2	2	1
15399.575628978479	1	1	1	1
15412.670506214004	2	2	2	1
15425.765383449529	2	2	1	1
15438.860260685056	4	4	3	3
15451.955137920582	3	3	2	2
15465.050015156108	3	2	2	2
15478.144892391634	2	2	2	1
15491.23976962716	3	3	3	3
15504.334646862686	3	3	2	2
15517.42952409821	2	2	2	1
15530.524401333738	2	2	2	1
15543.619278569264	2	2	2	1
15556.71415580479	1	1	1	1
15569.809033040314	2	2	2	1
15582.903910275842	2	2	2	1
15595.998787511367	2	2	2	1
15609.093664746892	2	2	2	1
15622.188541982418	2	2	2	1
15635.283419217945	1	1	1	1
15648.378296453471	3	2	2	2
15661.473173688995	4	4	4	3
15674.568050924523	4	4	3	3
15687.662928160049	3	3	3	2
15700.757805395575	3	3	2	2
15713.852682631099	2	2	2	1
15726.947559866627	2	2	2	1
15740.042437102153	3	2	2	2
15753.137314337677	2	2	2	1
15766.232191573203	2	2	2	1
15779.32706880873	2	2	2	1
15792.421946044256	1	1	1	1
15805.51682327978	2	2	2	1
15818.611700515308	2	2	2	1
15831.706577750834	2	2	2	2
15844.80145498636	2	2	2	1
15857.896332221884	2	2	2	2
15870.991209457412	2	2	1	1
15884.086086692938	2	2	2	2
15897.180963928462	2	2	2	1
15910.275841163988	3	3	3	2
15923.370718399516	3	3	3	3
15936.465595635042	3	2	2	2
15949.560472870566	2	2	1	1
15962.655350106092	3	2	2	2
15975.75022734162	2	2	2	1
15988.845104577145	3	3	3	2
16001.93998181267	2	2	2	1
16015.034859048197	2	2	1	1
16028.129736283723	2	1	1	1
16041.224613519247	2	2	2	1
16054.319490754773	3	2	2	2
16067.4143679903	4	3	3	3
16080.509245225827	4	3	3	3
16093.604122461351	3	3	2	2
16106.698999696877	2	2	2	1
16119.793876932405	3	3	2	2
16132.88875416793	3	3	2	2
16145.983631403455	3	3	3	3
16159.078508638982	3	3	3	3
16172.173385874508	4	3	3	3
16185.268263110032	3	3	2	2
16198.363140345558	3	3	3	2
16211.458017581086	3	3	3	3
16224.552894816612	3	2	2	2
16237.647772052136	3	2	2	2
16250.742649287662	3	3	2	2
16263.83752652319	2	2	2	1
16276.932403758716	3	3	3	2
16290.02728099424	3	3	3	2
16303.122158229766	3	3	2	2
16316.217035465294	3	3	2	2
16329.311912700818	3	3	3	2
16342.406789936344	2	2	2	2
16355.501667171871	2	2	2	1
16368.596544407397	2	2	2	2
16381.691421642921	4	4	3	3
16394.786298878447	2	2	2	1
16407.881176113973	2	2	2	2
16420.9760533495	2	1	1	1
16434.070930585025	2	2	2	2
16447.16580782055	3	2	2	2
16460.260685056077	3	2	2	2
16473.355562291603	3	3	3	2
16486.45043952713	2	2	2	1
16499.545316762655	2	1	1	1
16512.64019399818	2	2	2	2
16525.735071233707	2	2	2	2
16538.829948469232	2	2	2	2
16551.92482570476	3	2	2	2
16565.019702940284	2	2	2	2
16578.11458017581	2	1	1	1
16591.209457411336	2	2	2	2
16604.304334646862	3	2	2	2
16617.399211882388	2	2	2	2
16630.494089117914	2	2	2	1
16643.58896635344	3	2	2	2
16656.683843588966	2	2	1	1
16669.77872082449	2	2	2	1
16682.873598060018	3	3	3	3
16695.968475295544	2	2	2	1
16709.06335253107	3	2	2	2
16722.158229766595	2	2	2	2
16735.25310700212	2	1	1	1
16748.347984237647	3	3	3	2
16761.442861473173	2	2	2	1
16774.5377387087	3	3	3	2
16787.632615944225	4	3	3	3
16800.72749317975	3	3	3	2
16813.822370415277	2	2	2	2
16826.917247650803	3	3	2	2
16840.01212488633	2	2	2	2
16853.107002121855	2	2	2	1
16866.20187935738	2	2	2	1
16879.296756592907	3	3	3	3
16892.391633828433	3	3	2	2
16905.48651106396	3	3	2	2
16918.581388299484	3	2	2	2
16931.67626553501	3	2	2	2
16944.771142770536	3	2	2	2
16957.866020006062	2	2	2	2
16970.960897241588	2	2	1	1
16984.055774477114	3	3	3	2
16997.15065171264	3	3	3	2
17010.245528948166	3	2	2	2
17023.34040618369	2	2	2	2
17036.435283419218	2	2	2	2
17049.530160654744	2	1	1	1
17062.62503789027	3	2	2	2
17075.719915125796	3	2	2	2
17088.81479236132	3	3	2	2
17101.909669596847	3	2	2	2
17115.004546832373	2	2	2	1
17128.0994240679	1	1	1	1
17141.194301303425	3	2	2	2
17154.28917853895	2	2	2	1
17167.384055774477	2	2	2	1
17180.478933010003	3	3	3	3
17193.57381024553	3	3	3	2
17206.668687481055	2	2	2	2
17219.76356471658	3	3	3	2
17232.858441952107	3	3	2	2
17245.953319187633	2	2	1	1
17259.04819642316	2	2	2	2
17272.143073658684	2	2	2	2
17285.23795089421	2	1	1	1
17298.332828129736	2	2	2	1
17311.427705365262	3	2	2	2
17324.522582600788	3	2	2	2
17337.617459836314	2	2	2	1
17350.71233707184	2	2	2	1
17363.807214307366	1	1	1	1
17376.902091542892	2	2	2	1
17389.996968778418	2	2	2	1
17403.091846013944	2	2	2	1
17416.18672324947	2	2	1	1
17429.281600484996	2	2	2	1
17442.37647772052	1	1	1	1
17455.471354956047	2	2	2	1
17468.566232191573	2	2	2	1
17481.6611094271	2	2	2	1
17494.755986662625	2	2	2	2
17507.85086389815	2	2	2	1
17520.945741133677	1	1	1	1
17534.040618369203	2	2	1	1
17547.13549560473	3	3	3	3
17560.230372840255	3	3	2	2
17573.32525007578	3	3	2	2
17586.420127311307	3	3	2	2
17599.515004546833	2	2	2	1
17612.60988178236	2	2	2	1
17625.704759017884	3	2	2	2
17638.79963625341	2	2	2	1
17651.894513488936	2	2	2	1
17664.989390724462	2	2	2	2
17678.08426795999	2	1	1	1
17691.179145195514	2	2	2	1
17704.27402243104	2	2	2	1
17717.368899666566	4	4	3	3
17730.463776902092	4	4	4	3
17743.558654137618	3	3	2	2
17756.653531373144	2	2	2	1
17769.74840860867	2	2	2	2
17782.843285844196	3	2	2	2
17795.93816307972	3	2	2	2
17809.033040315247	3	2	2	2
17822.127917550773	3	3	3	2
17835.2227947863	2	2	2	2
17848.317672021825	3	3	2	2
17861.41254925735	3	2	2	2
17874.507426492877	3	2	2	2
17887.602303728403	4	4	3	3
17900.69718096393	3	2	2	2
17913.792058199455	2	2	1	1
17926.88693543498	3	2	2	2
17939.981812670507	3	3	3	2
17953.076689906033	3	3	2	2
17966.17156714156	3	3	2	2
17979.266444377085	3	2	2	2
17992.36132161261	2	2	1	1
18005.456198848136	3	2	2	2
18018.551076083662	4	4	4	3
18031.64595331919	2	2	2	1
18044.740830554714	2	2	2	1
18057.83570779024	2	2	2	1
18070.930585025766	1	1	1	1
18084.025462261292	2	2	2	1
18097.120339496818	2	2	2	1
18110.215216732344	2	2	2	1
18123.31009396787	2	2	2	1
18136.404971203396	2	2	2	2
18149.499848438918	2	1	1	1
18162.594725674448	2	2	2	1
18175.689602909973	2	2	2	2
18188.7844801455	2	2	2	2
18201.879357381025	2	2	2	2
18214.97423461655	3	3	3	2
18228.069111852077	2	2	2	2
18241.163989087603	3	2	2	2
18254.25886632313	2	2	2	2
18267.353743558655	4	4	3	3
18280.44862079418	4	4	4	3
18293.543498029703	3	3	3	3
18306.638375265233	3	2	2	2
18319.73325250076	3	3	2	2
18332.828129736285	2	2	2	1
18345.92300697181	2	2	2	2
18359.017884207336	3	3	3	2
18372.112761442862	3	3	3	3
18385.20763867839	3	2	2	2
18398.302515913914	3	3	3	3
18411.39739314944	3	2	2	2
18424.492270384966	3	3	2	2
18437.58714762049	3	3	2	2
18450.682024856018	2	2	2	1
18463.776902091544	1	1	1	1
18476.87177932707	2	2	2	2
18489.966656562592	3	3	2	2
18503.06153379812	2	2	2	1
18516.156411033648	2	2	2	2
18529.251288269174	2	2	2	1
18542.3461655047	1	1	1	1
18555.441042740225	2	2	2	1
18568.53591997575	2	2	2	1
18581.630797211274	2	2	2	1
18594.725674446803	2	2	2	2
18607.82055168233	2	2	2	1
18620.915428917855	1	1	1	1
18634.010306153377	3	3	3	2
18647.105183388907	2	2	2	1
18660.200060624433	2	2	2	2
18673.294937859955	2	2	2	1
18686.389815095485	2	2	2	1
18699.48469233101	1	1	1	1
18712.579569566537	2	2	2	1
18725.67444680206	2	2	2	2
18738.76932403759	2	2	2	1
18751.864201273114	2	2	1	1
18764.95907850864	2	2	2	1
18778.053955744163	1	1	1	1
18791.148832979692	2	2	2	1
18804.243710215218	2	2	2	1
18817.33858745074	3	3	3	2
18830.43346468627	2	2	2	2
18843.528341921796	2	2	2	2
18856.62321915732	2	1	1	1
18869.718096392844	2	2	2	1
18882.812973628374	3	3	2	2
18895.9078508639	3	3	2	2
18909.002728099425	4	3	3	3
18922.097605334948	2	2	2	2
18935.192482570477	2	1	1	1
18948.287359806003	2	2	2	1
18961.382237041526	3	2	2	2
18974.47711427705	3	2	2	2
18987.57199151258	3	2	2	2
19000.666868748107	2	2	2	2
19013.76174598363	2	1	1	1
19026.85662321916	2	2	2	1
19039.951500454685	2	2	2	1
19053.04637769021	3	2	2	2
19066.141254925733	3	2	2	2
19079.236132161263	3	2	2	2
19092.33100939679	2	2	1	1
19105.42588663231	3	3	3	2
19118.520763867837	3	2	2	2
19131.615641103366	2	2	2	1
19144.710518338892	3	3	2	2
19157.805395574414	2	2	2	2
19170.900272809944	2	1	1	1
19183.99515004547	3	2	2	2
19197.090027280996	3	3	2	2
19210.184904516518	3	3	3	2
19223.279781752048	3	3	2	2
19236.374658987574	3	3	2	2
19249.469536223096	2	2	2	1
19262.564413458622	3	3	2	2
19275.65929069415	2	2	2	2
19288.754167929677	2	2	2	1
19301.8490451652	2	2	2	2
19314.943922400726	2	2	2	1
19328.038799636255	2	1	1	1
19341.13367687178	2	2	2	1
19354.228554107303	4	3	3	3
19367.323431342833	2	2	2	1
19380.41830857836	3	3	2	2
19393.51318581388	3	3	3	2
19406.608063049407	2	2	2	2
19419.702940284937	2	2	1	1
19432.797817520463	4	3	3	3
19445.892694755985	2	2	2	1
19458.98757199151	3	2	2	2
19472.08244922704	2	2	2	2
19485.177326462566	2	1	1	1
19498.27220369809	2	2	2	2
19511.367080933618	2	2	2	2
19524.461958169144	4	3	3	3
19537.556835404666	3	3	3	2
19550.651712640192	3	2	2	2
19563.746589875722	2	2	2	1
19576.841467111248	2	2	2	1
19589.93634434677	2	2	2	2
19603.031221582296	2	2	2	2
19616.126098817826	2	2	2	1
19629.220976053348	2	2	2	2
19642.315853288874	2	1	1	1
19655.4107305244	3	3	3	3
19668.50560775993	2	2	2	1
19681.60048499545	2	2	2	1
19694.695362230977	2	2	2	2
19707.790239466507	2	2	2	1
19720.885116702033	1	1	1	1
19733.979993937555	2	2	2	1
19747.07487117308	2	2	2	1
19760.16974840861	2	2	2	1
19773.264625644133	3	3	3	3
19786.35950287966	3	3	3	2
19799.454380115185	2	2	2	2
19812.549257350714	3	3	2	2
19825.644134586237	2	2	2	2
19838.739011821763	3	3	2	2
19851.833889057292	2	2	2	2
19864.92876629282	2	2	2	2
19878.02364352834	2	1	1	1
19891.118520763866	3	2	2	2
19904.213397999396	2	2	2	2
19917.30827523492	2	2	2	2
19930.403152470444	2	2	2	2
19943.49802970597	2	2	2	2
19956.5929069415	2	1	1	1
19969.687784177022	3	2	2	2
19982.782661412548	2	2	1	1
19995.877538648074	2	2	2	1
20008.972415883603	3	3	2	2
20022.067293119126	4	3	3	3
20035.16217035465	3	3	2	2
20048.25704759018	3	2	2	2
20061.351924825703	3	2	2	2
20074.44680206123	3	2	2	2
20087.541679296755	3	2	2	2
20100.636556532285	3	2	2	2
20113.731433767807	2	2	1	1
20126.826311003333	3	3	2	2
20139.92118823886	3	3	3	3
20153.01606547439	4	3	3	3
20166.11094270991	3	3	2	2
20179.205819945437	3	3	3	2
20192.300697180966	2	2	2	2
20205.39557441649	3	2	2	2
20218.490451652015	3	2	2	2
20231.58532888754	3	2	2	2
20244.68020612307	3	3	2	2
20257.775083358592	3	3	2	2
20270.86996059412	2	2	2	1
20283.964837829644	3	3	2	2
20297.059715065174	2	2	2	1
20310.154592300696	2	2	2	1
20323.249469536222	2	2	2	2
20336.344346771748	2	2	2	2
20349.439224007274	2	2	1	1
20362.5341012428	2	2	2	1
20375.628978478326	2	2	2	1
20388.723855713855	2	2	1	1
20401.818732949378	2	2	2	1
20414.913610184904	2	2	1	1
20428.00848742043	1	1	1	1
20441.103364655955	2	2	2	1
20454.19824189148	2	2	2	1
20467.293119127007	2	2	2	1
20480.387996362533	2	2	2	2
20493.48287359806	3	2	2	2
20506.577750833585	2	2	1	1
20519.67262806911	2	2	2	2
20532.76750530464	2	2	2	1
20545.862382540163	3	3	3	2
20558.95725977569	3	3	2	2
20572.052137011215	3	3	3	2
20585.14701424674	2	2	2	2
20598.241891482267	3	2	2	2
20611.336768717792	4	3	3	3
20624.43164595332	2	2	2	2
20637.526523188844	3	3	2	2
20650.62140042437	2	2	2	1
20663.716277659896	1	1	1	1
20676.811154895426	2	2	2	1
20689.906032130948	3	2	2	2
20703.000909366474	2	2	2	2
20716.095786602	2	2	2	1
20729.190663837526	4	3	3	3
20742.28554107305	3	3	2	2
20755.380418308578	2	2	2	2
20768.475295544104	3	3	2	2
20781.57017277963	3	3	2	2
20794.665050015155	3	2	2	2
20807.75992725068	3	2	2	2
20820.854804486207	2	2	1	1
20833.949681721733	2	2	2	1
20847.04455895726	2	2	2	1
20860.139436192785	2	2	2	1
20873.23431342831	2	2	2	1
20886.329190663837	2	2	2	1
20899.424067899363	1	1	1	1
20912.51894513489	2	2	2	2
20925.613822370415	2	2	2	1
20938.70869960594	2	2	2	2
20951.803576841467	2	2	2	1
20964.898454076992	2	2	2	1
20977.99333131252	1	1	1	1
20991.088208548044	3	2	2	2
21004.18308578357	3	3	3	2
21017.277963019096	2	2	2	2
21030.372840254622	3	3	3	2
21043.467717490148	2	2	2	1
21056.562594725674	1	1	1	1
21069.6574719612	2	2	2	1
21082.752349196726	2	2	2	1
21095.84722643225	3	3	3	3
21108.942103667778	3	3	2	2
21122.036980903304	2	2	2	2
21135.13185813883	2	2	2	1
21148.226735374355	3	3	2	2
21161.32161260988	3	3	2	2
21174.416489845407	3	3	2	2
21187.511367080933	3	2	2	2
21200.60624431646	3	3	3	2
21213.701121551985	2	2	2	2
21226.79599878751	2	2	2	1
21239.890876023037	2	2	2	2
21252.985753258563	3	3	2	2
21266.08063049409	3	3	2	2
21279.175507729615	2	2	2	1
21292.27038496514	1	1	1	1
21305.365262200667	2	2	1	1
21318.460139436193	3	3	2	2
21331.55501667172	3	3	3	2
21344.649893907244	3	3	3	2
21357.74477114277	3	2	2	2
21370.839648378296	2	2	2	2
21383.934525613822	3	3	2	2
21397.029402849348	3	2	2	2
21410.124280084874	3	3	2	2
21423.2191573204	2	2	1	1
21436.314034555926	2	1	1	1
21449.408911791452	1	1	1	1
21462.503789026978	2	2	2	1
21475.598666262504	3	3	2	2
21488.69354349803	3	2	2	2
21501.788420733556	3	3	2	2
21514.88329796908	3	3	2	2
21527.978175204607	2	2	2	2
21541.073052440133	3	3	2	2
21554.16792967566	3	3	3	2
21567.262806911185	2	2	2	2
21580.35768414671	3	2	2	2
21593.452561382237	2	2	2	2
21606.547438617763	2	2	1	1
21619.64231585329	2	2	2	2
21632.73719308882	2	2	2	2
21645.83207032434	3	2	2	2
21658.926947559867	2	2	1	1
21672.02182479539	2	2	2	1
21685.11670203092	1	1	1	1
21698.211579266444	2	2	1	1
21711.306456501967	2	2	2	2
21724.401333737496	2	2	2	2
21737.496210973022	2	2	2	1
21750.591088208548	2	2	2	1
21763.685965444074	1	1	1	1
21776.780842679604	2	2	2	1
21789.875719915126	2	2	2	1
21802.970597150652	2	2	2	1
21816.065474386174	2	2	2	1
21829.160351621704	2	2	2	1
21842.25522885723	2	1	1	1
21855.350106092752	2	2	1	1
