Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube-m04
12121.27659574468	3	3	2	2
12135.638297872341	3	3	3	2
12150.0	3	3	2	2
12164.361702127659	3	3	2	2
12178.72340425532	4	3	3	3
12193.085106382978	3	3	3	3
12207.446808510638	3	3	3	2
12221.808510638297	3	3	3	2
12236.17021276596	2	2	2	2
12250.531914893618	3	3	3	3
12264.893617021278	4	4	4	3
12279.255319148937	3	3	2	2
12293.617021276596	2	2	2	1
12307.978723404256	3	3	2	2
12322.340425531915	2	2	2	1
12336.702127659573	3	3	2	2
12351.063829787234	4	3	3	3
12365.425531914892	3	3	3	3
12379.787234042553	3	2	2	2
12394.148936170212	3	3	2	2
12408.510638297874	2	2	2	1
12422.872340425532	4	3	3	3
12437.234042553193	2	2	2	1
12451.595744680852	2	2	2	2
12465.95744680851	2	2	2	2
12480.31914893617	4	3	3	3
12494.68085106383	3	3	2	2
12509.04255319149	3	3	3	2
12523.404255319148	2	2	2	2
12537.765957446807	4	3	3	3
12552.127659574468	3	2	2	2
12566.489361702126	3	3	3	2
12580.851063829788	2	2	2	2
12595.212765957447	3	2	2	2
12609.574468085108	2	2	1	1
12623.936170212766	3	2	2	2
12638.297872340427	3	3	2	2
12652.659574468085	3	2	2	2
12667.021276595744	3	2	2	2
12681.382978723404	2	2	2	1
12695.744680851063	3	3	3	2
12710.106382978722	3	3	3	3
12724.468085106382	2	2	2	2
12738.82978723404	3	3	3	2
12753.191489361703	2	2	2	2
12767.553191489362	3	3	2	2
12781.914893617022	2	2	2	1
12796.27659574468	3	3	2	2
12810.638297872341	3	3	3	2
12825.0	3	3	3	3
12839.361702127659	3	2	2	2
12853.72340425532	3	3	3	3
12868.085106382978	3	3	3	3
12882.446808510638	3	3	2	2
12896.808510638297	4	4	3	3
12911.17021276596	4	3	3	3
12925.531914893618	3	3	2	2
12939.893617021278	3	3	3	2
12954.255319148937	3	3	2	2
12968.617021276596	3	3	2	2
12982.978723404256	2	2	2	2
12997.340425531915	3	3	3	3
13011.702127659573	3	3	2	2
13026.063829787234	3	3	3	3
13040.425531914892	4	4	3	3
13054.787234042553	3	3	3	2
13069.148936170212	3	3	3	2
13083.510638297874	4	3	3	3
13097.872340425532	3	3	2	2
13112.234042553193	3	3	3	3
13126.595744680852	4	3	3	3
13140.95744680851	4	3	3	3
13155.31914893617	3	3	3	3
13169.68085106383	3	3	2	2
13184.04255319149	3	2	2	2
13198.404255319148	4	3	3	3
13212.765957446807	3	3	3	3
13227.127659574468	3	3	3	3
13241.489361702126	3	3	3	2
13255.851063829788	4	4	3	3
13270.212765957447	3	3	3	3
13284.574468085108	3	3	2	2
13298.936170212766	2	2	2	1
13313.297872340427	3	3	2	2
13327.659574468085	3	3	3	2
13342.021276595744	3	3	2	2
13356.382978723404	2	2	2	2
13370.744680851063	3	3	3	3
13385.106382978722	4	4	3	3
13399.468085106382	3	3	3	2
13413.82978723404	2	2	2	2
13428.191489361703	3	2	2	2
13442.553191489362	2	2	1	1
13456.914893617022	3	3	3	2
13471.27659574468	3	3	3	3
13485.638297872341	3	3	3	2
13500.0	3	3	3	2
13514.361702127659	3	3	3	3
13528.72340425532	3	2	2	2
13543.085106382978	4	4	3	3
13557.446808510638	3	2	2	2
13571.808510638297	3	3	3	2
13586.17021276596	4	4	3	3
13600.531914893618	3	3	3	3
13614.893617021278	3	2	2	2
13629.255319148937	3	3	3	2
13643.617021276596	3	3	3	2
13657.978723404256	3	3	3	2
13672.340425531915	3	3	3	3
13686.702127659573	4	3	3	3
13701.063829787234	3	3	2	2
13715.425531914892	3	3	3	3
13729.787234042553	2	2	1	1
13744.148936170212	3	2	2	2
13758.510638297874	2	2	2	2
13772.872340425532	3	3	3	2
13787.234042553193	2	2	2	2
13801.595744680852	3	3	3	2
13815.95744680851	3	3	2	2
13830.31914893617	3	3	3	2
13844.68085106383	3	3	3	2
13859.04255319149	3	3	3	2
13873.404255319148	2	2	2	2
13887.765957446807	3	3	3	2
13902.127659574468	3	2	2	2
13916.489361702126	3	3	3	2
13930.851063829788	3	3	3	2
13945.212765957447	4	3	3	3
13959.574468085108	3	3	2	2
13973.936170212766	2	2	2	2
13988.297872340427	2	2	2	2
14002.659574468085	3	3	3	3
14017.021276595744	3	3	3	2
14031.382978723404	3	3	3	2
14045.744680851063	2	2	2	2
14060.106382978722	3	3	3	2
14074.468085106382	3	3	3	2
14088.82978723404	3	3	2	2
14103.191489361703	3	3	3	2
14117.553191489362	4	3	3	3
14131.914893617022	3	3	2	2
14146.27659574468	3	3	2	2
14160.638297872341	4	4	3	3
14175.0	3	3	2	2
14189.361702127659	3	3	3	2
14203.72340425532	3	3	2	2
14218.085106382978	2	2	2	2
14232.446808510638	4	3	3	3
14246.808510638297	3	3	3	3
14261.17021276596	4	4	3	3
14275.531914893618	4	3	3	3
14289.893617021278	3	3	3	2
14304.255319148937	2	2	2	2
14318.617021276596	3	3	3	2
14332.978723404256	3	3	3	2
14347.340425531915	3	3	3	2
14361.702127659573	4	3	3	3
14376.063829787234	3	3	2	2
14390.425531914892	2	2	2	2
14404.787234042553	3	3	2	2
14419.148936170212	3	3	2	2
14433.510638297874	3	3	3	2
14447.872340425532	3	3	3	3
14462.234042553193	3	3	3	3
14476.595744680852	3	2	2	2
14490.95744680851	3	3	3	2
14505.31914893617	3	3	2	2
14519.68085106383	3	2	2	2
14534.04255319149	3	3	3	2
14548.404255319148	4	3	3	3
14562.765957446807	3	3	2	2
14577.127659574468	3	3	3	3
14591.489361702126	3	3	3	2
14605.851063829788	3	3	3	3
14620.212765957447	3	3	3	2
14634.574468085108	3	3	3	2
14648.936170212766	2	2	2	2
14663.297872340427	3	3	3	2
14677.659574468085	3	3	2	2
14692.021276595744	3	2	2	2
14706.382978723404	3	3	2	2
14720.744680851063	3	2	2	2
14735.106382978722	2	2	2	2
14749.468085106382	3	3	3	2
14763.82978723404	2	2	2	2
14778.191489361703	3	3	2	2
14792.553191489362	3	3	3	3
14806.914893617022	4	4	3	3
14821.27659574468	3	3	3	2
14835.638297872341	4	3	3	3
14850.0	3	3	3	3
14864.361702127659	3	3	2	2
14878.72340425532	3	3	3	2
14893.085106382978	2	2	2	1
14907.446808510638	2	2	1	1
14921.808510638297	3	2	2	2
14936.17021276596	3	2	2	2
14950.531914893618	3	3	3	2
14964.893617021278	3	3	3	2
14979.255319148937	3	3	3	2
14993.617021276596	3	2	2	2
15007.978723404256	2	2	2	1
15022.340425531915	4	3	3	3
15036.702127659573	3	3	3	2
15051.063829787234	3	3	3	2
15065.425531914892	3	3	3	3
15079.787234042553	3	2	2	2
15094.148936170212	3	3	3	3
15108.510638297874	3	3	3	2
15122.872340425532	3	3	2	2
15137.234042553193	3	2	2	2
15151.595744680852	3	3	3	2
15165.95744680851	2	2	2	2
15180.31914893617	2	2	2	2
15194.68085106383	4	3	3	3
15209.04255319149	3	3	2	2
15223.404255319148	3	3	3	3
15237.765957446807	3	3	3	2
15252.127659574468	3	3	3	2
15266.489361702126	3	3	2	2
15280.851063829788	3	3	2	2
15295.212765957447	3	3	3	3
15309.574468085108	4	3	3	3
15323.936170212766	3	3	3	2
15338.297872340427	2	2	2	2
15352.659574468085	3	3	3	2
15367.021276595744	2	2	2	2
15381.382978723404	3	3	3	2
15395.744680851063	4	3	3	3
15410.106382978722	3	3	3	2
15424.468085106382	3	2	2	2
15438.82978723404	2	2	2	1
15453.191489361703	3	2	2	2
15467.553191489362	3	3	3	2
15481.914893617022	3	3	3	3
15496.27659574468	3	3	2	2
15510.638297872341	2	2	2	2
15525.0	2	2	2	1
15539.361702127659	3	3	3	2
15553.72340425532	3	3	3	2
15568.085106382978	3	3	2	2
15582.446808510638	3	3	2	2
15596.808510638297	2	2	2	1
15611.17021276596	3	3	3	3
15625.531914893618	2	2	1	1
15639.893617021278	4	3	3	3
15654.255319148937	3	3	2	2
15668.617021276596	2	2	2	2
15682.978723404256	2	2	2	1
15697.340425531915	3	3	3	3
15711.702127659573	2	2	2	2
15726.063829787234	3	3	3	2
15740.425531914892	4	4	3	3
15754.787234042553	2	2	2	2
15769.148936170212	2	2	2	2
15783.510638297874	2	2	2	1
15797.872340425532	3	3	2	2
15812.234042553193	4	4	3	3
15826.595744680852	3	3	3	2
15840.95744680851	3	3	3	2
15855.31914893617	2	2	2	2
15869.68085106383	2	2	2	2
15884.04255319149	3	3	3	2
15898.404255319148	3	3	3	2
15912.765957446807	3	3	3	3
15927.127659574468	3	3	3	2
15941.489361702126	2	2	2	2
15955.851063829788	3	2	2	2
15970.212765957447	4	4	3	3
15984.574468085108	3	3	3	2
15998.936170212766	3	3	2	2
16013.297872340427	3	3	2	2
16027.659574468085	2	2	2	2
16042.021276595744	3	3	3	2
16056.382978723404	4	3	3	3
16070.744680851063	3	3	2	2
16085.106382978722	3	3	3	2
16099.468085106382	3	2	2	2
16113.82978723404	3	2	2	2
16128.191489361703	3	3	3	3
16142.553191489362	3	3	3	3
16156.914893617022	3	3	2	2
16171.27659574468	2	2	1	1
16185.638297872341	3	3	2	2
16200.0	2	2	2	1
16214.361702127659	3	3	3	2
16228.72340425532	3	2	2	2
16243.085106382978	3	3	3	2
16257.446808510638	3	3	2	2
16271.808510638297	3	3	2	2
16286.17021276596	2	2	2	2
16300.531914893618	3	3	2	2
16314.893617021278	3	3	3	2
16329.255319148937	3	3	3	2
16343.617021276596	3	3	2	2
16357.978723404256	3	3	3	2
16372.340425531915	2	2	2	2
16386.702127659573	3	3	3	2
16401.063829787232	3	3	3	2
16415.425531914894	3	2	2	2
16429.787234042553	3	3	3	2
16444.14893617021	3	3	2	2
16458.510638297874	2	2	2	1
16472.872340425532	3	3	2	2
16487.23404255319	3	3	2	2
16501.595744680853	3	3	2	2
16515.957446808512	3	3	3	2
16530.31914893617	3	2	2	2
16544.68085106383	2	2	1	1
16559.042553191488	3	3	3	2
16573.404255319147	3	3	3	3
16587.76595744681	3	3	2	2
16602.127659574468	3	3	3	2
16616.489361702126	2	2	2	1
16630.85106382979	2	2	1	1
16645.212765957447	2	2	2	2
16659.574468085106	3	2	2	2
16673.936170212768	4	3	3	3
16688.297872340427	3	3	2	2
16702.659574468085	3	3	2	2
16717.021276595744	2	2	2	2
16731.382978723403	3	3	3	2
16745.744680851065	3	3	3	3
16760.106382978724	3	3	3	3
16774.468085106382	3	3	3	3
16788.82978723404	3	3	3	2
16803.191489361703	2	2	2	2
16817.55319148936	3	3	3	3
16831.91489361702	3	3	2	2
16846.276595744683	3	3	3	3
16860.63829787234	3	3	2	2
16875.0	2	2	2	2
16889.36170212766	2	2	2	2
16903.723404255317	3	3	3	3
16918.08510638298	3	3	3	2
16932.44680851064	4	4	3	3
16946.808510638297	2	2	2	2
16961.17021276596	4	3	3	3
16975.531914893618	3	3	2	2
16989.893617021276	3	3	3	2
17004.255319148935	2	2	2	2
17018.617021276597	2	2	1	1
17032.978723404256	3	3	2	2
17047.340425531915	3	3	3	2
17061.702127659573	2	2	2	2
17076.063829787232	3	3	3	3
17090.425531914894	3	3	3	2
17104.787234042553	3	3	3	3
17119.14893617021	3	3	3	2
17133.510638297874	3	3	3	2
17147.872340425532	2	2	2	2
17162.23404255319	4	3	3	3
17176.595744680853	4	3	3	3
17190.957446808512	3	3	2	2
17205.31914893617	3	3	2	2
17219.68085106383	3	3	2	2
17234.042553191488	2	2	2	1
17248.404255319147	3	3	3	2
17262.76595744681	3	3	3	3
17277.127659574468	3	3	3	2
17291.489361702126	3	3	2	2
17305.85106382979	3	3	3	3
17320.212765957447	3	3	3	2
17334.574468085106	4	3	3	3
17348.936170212768	3	2	2	2
17363.297872340427	3	3	3	3
17377.659574468085	3	3	2	2
17392.021276595744	2	2	2	1
17406.382978723403	2	2	1	1
17420.744680851065	3	3	3	2
17435.106382978724	3	2	2	2
17449.468085106382	3	3	3	2
17463.82978723404	3	2	2	2
17478.191489361703	3	3	3	2
17492.55319148936	2	2	2	2
17506.91489361702	3	3	3	2
17521.276595744683	3	3	3	3
17535.63829787234	3	3	3	2
17550.0	3	3	3	2
17564.36170212766	2	2	2	2
17578.723404255317	2	2	1	1
17593.08510638298	2	2	2	2
17607.44680851064	2	2	2	2
17621.808510638297	3	3	3	3
17636.17021276596	3	3	3	2
17650.531914893618	3	3	3	2
17664.893617021276	2	2	2	2
17679.255319148935	3	3	3	2
17693.617021276597	2	2	2	2
17707.978723404256	3	3	3	2
17722.340425531915	3	3	3	3
17736.702127659573	3	3	3	2
17751.063829787232	2	2	2	2
17765.425531914894	3	3	3	2
17779.787234042553	3	2	2	2
17794.14893617021	3	3	3	2
17808.510638297874	3	3	3	3
17822.872340425532	3	3	3	3
17837.23404255319	3	3	3	2
17851.595744680853	3	3	2	2
17865.957446808512	3	3	2	2
17880.31914893617	2	2	2	2
17894.68085106383	3	3	2	2
17909.042553191488	3	3	3	2
17923.404255319147	3	2	2	2
17937.76595744681	3	2	2	2
17952.127659574468	3	3	3	3
17966.489361702126	3	3	3	2
17980.85106382979	3	3	2	2
17995.212765957447	3	3	3	3
18009.574468085106	3	2	2	2
18023.936170212768	3	2	2	2
18038.297872340427	3	3	2	2
18052.659574468085	3	2	2	2
18067.021276595744	3	3	3	3
18081.382978723403	3	3	3	2
18095.744680851065	2	2	2	2
18110.106382978724	3	3	2	2
18124.468085106382	3	3	2	2
18138.82978723404	3	3	3	2
18153.191489361703	3	3	3	2
18167.55319148936	3	3	2	2
18181.91489361702	2	2	2	1
18196.276595744683	3	3	3	3
18210.63829787234	3	3	3	2
18225.0	3	3	3	2
18239.36170212766	3	3	3	2
18253.723404255317	3	3	3	3
18268.08510638298	3	2	2	2
18282.44680851064	3	3	3	2
18296.808510638297	3	2	2	2
18311.17021276596	3	3	2	2
18325.531914893618	3	3	3	2
18339.893617021276	3	3	3	2
18354.255319148935	2	2	2	2
18368.617021276597	3	2	2	2
18382.978723404256	3	3	3	2
18397.340425531915	3	3	3	2
18411.702127659573	3	3	3	2
18426.063829787232	3	3	2	2
18440.425531914894	2	2	2	1
18454.787234042553	3	3	3	2
18469.14893617021	3	2	2	2
18483.510638297874	3	2	2	2
18497.872340425532	2	1	1	1
18512.23404255319	3	3	3	2
18526.595744680853	2	2	2	2
18540.957446808512	3	3	3	3
18555.31914893617	3	3	3	2
18569.68085106383	3	3	3	3
18584.042553191488	3	3	3	3
18598.404255319147	3	3	2	2
18612.76595744681	3	2	2	2
18627.127659574468	3	3	3	2
18641.489361702126	4	3	3	3
18655.85106382979	3	3	3	3
18670.212765957447	3	3	3	3
18684.574468085106	4	3	3	3
18698.936170212768	3	3	2	2
18713.297872340427	3	3	3	3
18727.659574468085	2	2	1	1
18742.021276595744	4	3	3	3
18756.382978723403	4	4	4	3
18770.744680851065	3	3	3	2
18785.106382978724	2	2	2	2
18799.468085106382	3	2	2	2
18813.82978723404	3	3	2	2
18828.191489361703	3	3	3	3
18842.55319148936	4	4	3	3
18856.91489361702	3	3	3	2
18871.276595744683	2	2	2	2
18885.63829787234	3	3	3	3
18900.0	3	3	3	3
18914.36170212766	3	3	3	3
18928.723404255317	3	3	2	2
18943.08510638298	3	3	3	3
18957.44680851064	3	2	2	2
18971.808510638297	3	3	3	2
18986.17021276596	3	3	3	2
19000.531914893618	3	3	3	2
19014.893617021276	3	3	2	2
19029.255319148935	3	3	3	2
19043.617021276597	2	2	2	2
19057.978723404256	3	3	3	3
19072.340425531915	3	3	3	2
19086.702127659573	4	4	3	3
19101.063829787232	4	4	3	3
19115.425531914894	3	3	3	3
19129.787234042553	3	2	2	2
19144.14893617021	3	3	2	2
19158.510638297874	3	3	3	3
19172.872340425532	2	1	1	1
19187.23404255319	3	3	3	3
19201.595744680853	3	2	2	2
19215.957446808512	2	2	2	1
19230.31914893617	3	3	3	2
19244.68085106383	3	3	3	3
19259.042553191488	4	3	3	3
19273.404255319147	3	3	3	3
19287.76595744681	3	3	2	2
19302.127659574468	2	2	2	1
19316.489361702126	3	3	2	2
19330.85106382979	3	3	3	2
19345.212765957447	3	3	3	2
19359.574468085106	3	3	3	2
19373.936170212768	3	3	3	3
19388.297872340427	3	3	3	3
19402.659574468085	3	3	3	3
19417.021276595744	3	3	3	2
19431.382978723403	3	3	2	2
19445.744680851065	3	2	2	2
19460.106382978724	3	3	3	3
19474.468085106382	3	2	2	2
19488.82978723404	4	3	3	3
19503.191489361703	4	4	3	3
19517.55319148936	3	2	2	2
19531.91489361702	3	3	3	2
19546.276595744683	3	3	3	2
19560.63829787234	2	2	2	2
19575.0	2	2	2	1
19589.36170212766	2	2	1	1
19603.723404255317	2	2	2	1
19618.08510638298	2	2	2	2
19632.44680851064	3	3	2	2
19646.808510638297	2	2	2	1
19661.17021276596	3	3	3	2
19675.531914893618	3	2	2	2
19689.893617021276	2	2	2	1
19704.255319148935	2	2	2	1
19718.617021276597	3	3	3	2
19732.978723404256	2	2	2	2
19747.340425531915	3	3	2	2
19761.702127659573	4	3	3	3
19776.063829787232	3	3	3	2
19790.425531914894	3	3	3	2
19804.787234042553	2	2	1	1
19819.14893617021	2	2	1	1
19833.510638297874	4	3	3	3
19847.872340425532	4	3	3	3
19862.23404255319	3	3	3	2
19876.595744680853	3	2	2	2
19890.957446808512	3	3	2	2
19905.31914893617	2	2	2	2
19919.68085106383	3	3	3	2
19934.042553191488	2	2	2	1
19948.404255319147	3	3	3	2
19962.76595744681	3	3	3	3
19977.127659574468	3	3	2	2
19991.489361702126	2	2	2	1
20005.85106382979	3	3	3	2
20020.212765957447	3	3	3	2
20034.574468085106	3	3	3	3
20048.936170212768	3	3	3	2
20063.297872340427	3	3	3	2
20077.659574468085	3	3	2	2
20092.021276595744	3	3	3	2
20106.382978723403	3	3	2	2
20120.744680851065	3	3	2	2
20135.106382978724	3	3	3	3
20149.468085106382	3	3	3	2
20163.82978723404	2	2	2	2
20178.191489361703	3	3	3	2
20192.55319148936	3	3	2	2
20206.91489361702	3	3	3	2
20221.276595744683	3	2	2	2
20235.63829787234	3	3	2	2
20250.0	2	2	2	1
20264.36170212766	3	3	2	2
20278.723404255317	3	3	2	2
20293.08510638298	3	2	2	2
20307.44680851064	3	3	3	2
20321.808510638297	3	3	3	3
20336.17021276596	3	2	2	2
20350.531914893618	3	3	3	2
20364.893617021276	3	3	3	3
20379.255319148935	3	3	3	2
20393.617021276597	3	3	2	2
20407.978723404256	2	2	2	2
20422.340425531915	2	2	2	2
20436.702127659573	3	3	3	2
20451.063829787232	4	4	3	3
20465.425531914894	3	3	3	2
20479.787234042553	4	4	3	3
20494.14893617021	3	3	3	3
20508.510638297874	3	2	2	2
20522.872340425532	3	3	3	3
20537.23404255319	2	2	2	2
20551.595744680853	3	3	3	2
20565.957446808512	3	3	3	2
20580.31914893617	3	3	3	3
20594.68085106383	3	2	2	2
20609.042553191488	3	3	3	3
20623.404255319147	3	3	3	2
20637.76595744681	3	3	2	2
20652.127659574468	3	3	2	2
20666.489361702126	3	3	3	3
20680.85106382979	3	2	2	2
20695.212765957447	3	2	2	2
20709.574468085106	3	3	3	3
20723.936170212768	3	3	2	2
20738.297872340427	3	3	2	2
20752.659574468085	3	3	3	2
20767.021276595744	2	2	2	2
20781.382978723403	3	3	2	2
20795.744680851065	3	3	2	2
20810.106382978724	3	3	2	2
20824.468085106382	3	3	3	3
20838.82978723404	3	3	3	2
20853.191489361703	2	2	2	2
20867.55319148936	3	3	3	2
20881.91489361702	3	3	2	2
20896.276595744683	3	3	3	2
20910.63829787234	4	4	4	3
20925.0	3	3	3	2
20939.36170212766	2	2	2	2
20953.723404255317	3	3	3	3
20968.08510638298	3	3	2	2
20982.44680851064	3	2	2	2
20996.808510638297	3	3	3	3
21011.17021276596	3	3	2	2
21025.531914893618	2	2	2	1
21039.893617021276	3	3	3	3
21054.255319148935	3	3	3	2
21068.617021276597	3	3	2	2
21082.978723404256	2	2	1	1
21097.340425531915	3	3	3	3
21111.702127659573	3	2	2	2
21126.063829787232	3	3	3	2
21140.425531914894	3	3	2	2
21154.787234042553	3	3	3	3
21169.14893617021	3	3	3	2
21183.510638297874	3	3	3	2
21197.872340425532	2	2	2	2
21212.23404255319	3	2	2	2
21226.595744680853	3	3	3	3
21240.957446808512	4	3	3	3
21255.31914893617	3	3	3	2
21269.68085106383	3	3	3	2
21284.042553191488	3	2	2	2
21298.404255319147	3	3	3	2
21312.76595744681	3	2	2	2
21327.127659574468	3	3	3	3
21341.489361702126	3	3	3	2
21355.85106382979	3	3	3	2
21370.212765957447	2	2	2	2
21384.574468085106	3	3	3	3
21398.936170212768	2	2	2	1
21413.297872340427	3	3	2	2
21427.659574468085	3	3	3	2
21442.021276595744	3	2	2	2
21456.382978723403	2	2	2	1
21470.744680851065	3	3	3	2
21485.106382978724	4	3	3	3
21499.468085106382	3	3	2	2
21513.82978723404	3	2	2	2
21528.191489361703	3	3	3	2
21542.55319148936	2	2	2	2
21556.91489361702	3	3	3	2
21571.276595744683	3	3	3	3
21585.63829787234	3	3	3	3
21600.0	3	3	2	2
21614.36170212766	3	3	2	2
21628.723404255317	2	2	2	2
21643.08510638298	3	2	2	2
21657.44680851064	3	2	2	2
21671.808510638297	3	3	3	3
21686.170212765956	3	3	3	3
21700.531914893614	3	3	2	2
21714.893617021276	3	3	2	2
21729.255319148935	4	3	3	3
21743.617021276594	3	2	2	2
21757.978723404252	3	3	3	3
21772.34042553192	3	3	3	3
21786.702127659577	3	3	3	2
21801.063829787236	2	2	2	2
21815.425531914894	3	2	2	2
21829.787234042557	3	3	2	2
21844.148936170215	3	3	3	2
21858.510638297874	3	3	2	2
21872.872340425532	3	3	3	2
21887.23404255319	2	2	2	2
21901.595744680853	4	3	3	3
21915.957446808512	3	3	3	3
21930.31914893617	3	3	2	2
21944.68085106383	4	3	3	3
21959.042553191488	3	3	3	2
21973.404255319147	2	2	2	2
21987.76595744681	3	3	3	2
22002.127659574468	3	2	2	2
22016.489361702126	3	3	3	3
22030.851063829785	3	3	3	2
22045.212765957443	3	3	3	2
22059.574468085106	2	2	2	2
22073.936170212764	3	3	3	2
22088.297872340423	3	3	2	2
22102.65957446808	2	2	2	1
22117.021276595748	3	3	2	2
22131.382978723406	3	3	3	2
22145.744680851065	3	2	2	2
22160.106382978724	2	2	2	2
22174.468085106386	2	2	2	1
22188.829787234044	3	3	3	3
22203.191489361703	3	3	3	2
22217.55319148936	3	3	3	3
22231.91489361702	3	2	2	2
22246.276595744683	3	3	3	3
22260.63829787234	3	3	3	2
22275.0	3	3	2	2
22289.36170212766	3	3	3	3
22303.723404255317	3	2	2	2
22318.08510638298	2	2	1	1
22332.44680851064	3	3	3	2
22346.808510638297	3	3	3	2
22361.170212765956	3	3	3	3
22375.531914893614	2	2	1	1
22389.893617021276	3	3	3	2
22404.255319148935	2	2	2	2
22418.617021276594	3	3	2	2
22432.978723404252	3	3	3	2
22447.34042553192	3	3	3	3
22461.702127659577	2	2	2	2
22476.063829787236	3	3	2	2
22490.425531914894	2	2	2	1
22504.787234042557	3	3	2	2
22519.148936170215	4	3	3	3
22533.510638297874	3	3	2	2
22547.872340425532	3	3	3	2
22562.23404255319	2	2	2	1
22576.595744680853	1	1	1	1
22590.957446808512	2	2	2	2
22605.31914893617	2	2	1	1
22619.68085106383	4	4	3	3
22634.042553191488	3	3	3	2
22648.404255319147	3	3	2	2
22662.76595744681	2	2	2	1
22677.127659574468	4	4	4	3
22691.489361702126	3	3	3	2
22705.851063829785	3	3	2	2
22720.212765957443	3	3	2	2
22734.574468085106	2	2	2	2
22748.936170212764	2	2	2	1
22763.297872340423	3	3	3	2
22777.65957446808	4	3	3	3
22792.021276595748	4	3	3	3
22806.382978723406	3	3	3	3
22820.744680851065	3	3	2	2
22835.106382978724	3	2	2	2
22849.468085106386	2	2	2	2
22863.829787234044	3	3	3	2
22878.191489361703	3	3	2	2
22892.55319148936	3	3	3	2
22906.91489361702	3	3	3	3
22921.276595744683	3	2	2	2
22935.63829787234	3	3	2	2
22950.0	3	3	3	3
22964.36170212766	3	3	3	2
22978.723404255317	3	3	3	2
22993.08510638298	2	2	2	1
23007.44680851064	2	2	2	1
23021.808510638297	3	3	3	3
23036.170212765956	3	3	2	2
23050.531914893614	3	3	3	2
23064.893617021276	3	3	3	3
23079.255319148935	4	3	3	3
23093.617021276594	3	3	2	2
23107.978723404252	3	3	3	2
23122.34042553192	3	3	3	2
23136.702127659577	3	3	3	2
23151.063829787236	3	3	3	2
23165.425531914894	3	3	2	2
23179.787234042557	2	2	2	2
23194.148936170215	3	3	3	2
23208.510638297874	2	2	2	2
23222.872340425532	2	2	2	1
23237.23404255319	3	3	2	2
23251.595744680853	3	3	2	2
23265.957446808512	2	2	2	1
23280.31914893617	3	3	2	2
23294.68085106383	3	3	3	2
23309.042553191488	3	3	2	2
23323.404255319147	3	3	3	3
23337.76595744681	3	3	2	2
23352.127659574468	2	2	2	1
23366.489361702126	3	3	2	2
23380.851063829785	3	2	2	2
23395.212765957443	3	3	2	2
23409.574468085106	2	2	2	2
23423.936170212764	3	3	2	2
23438.297872340423	2	2	2	1
23452.65957446808	4	4	3	3
23467.021276595748	2	2	2	2
23481.382978723406	3	3	3	2
23495.744680851065	3	2	2	2
23510.106382978724	4	3	3	3
23524.468085106386	3	3	2	2
23538.829787234044	4	3	3	3
23553.191489361703	3	3	3	2
23567.55319148936	4	3	3	3
23581.91489361702	3	3	3	3
23596.276595744683	3	3	2	2
23610.63829787234	2	2	2	1
23625.0	3	2	2	2
23639.36170212766	3	3	3	2
23653.723404255317	3	3	3	2
23668.08510638298	3	3	3	3
23682.44680851064	3	3	3	3
23696.808510638297	3	2	2	2
23711.170212765956	3	3	3	3
23725.531914893614	3	3	2	2
23739.893617021276	4	4	4	3
23754.255319148935	3	3	3	2
23768.617021276594	3	3	3	2
23782.978723404252	2	2	2	2
23797.34042553192	3	3	3	2
23811.702127659577	3	3	2	2
23826.063829787236	3	3	2	2
23840.425531914894	4	3	3	3
23854.787234042557	3	3	3	2
23869.148936170215	3	2	2	2
23883.510638297874	3	3	3	2
23897.872340425532	3	3	3	2
23912.23404255319	3	2	2	2
23926.595744680853	2	2	2	1
23940.957446808512	3	2	2	2
23955.31914893617	2	2	1	1
23969.68085106383	3	3	3	3
23984.042553191488	3	3	3	2
23998.404255319147	3	3	2	2
24012.76595744681	3	3	3	3
24027.127659574468	3	3	3	3
24041.489361702126	3	2	2	2
24055.851063829785	3	3	3	2
24070.212765957443	4	3	3	3
24084.574468085106	3	3	2	2
24098.936170212764	3	3	3	3
24113.297872340423	3	2	2	2
24127.65957446808	3	2	2	2
24142.021276595748	4	3	3	3
24156.382978723406	3	3	2	2
24170.744680851065	4	3	3	3
24185.106382978724	3	3	3	3
24199.468085106386	3	3	3	3
24213.829787234044	3	2	2	2
24228.191489361703	3	3	3	3
24242.55319148936	3	3	3	2
24256.91489361702	3	3	3	3
24271.276595744683	3	3	3	2
24285.63829787234	4	3	3	3
24300.0	3	3	2	2
24314.36170212766	2	2	1	1
24328.723404255317	3	3	2	2
24343.08510638298	4	3	3	3
24357.44680851064	3	3	3	3
24371.808510638297	3	3	2	2
24386.170212765956	2	2	2	1
24400.531914893614	3	3	3	3
24414.893617021276	3	3	2	2
24429.255319148935	3	3	2	2
24443.617021276594	3	3	3	3
24457.978723404252	4	3	3	3
24472.34042553192	3	3	2	2
24486.702127659577	3	3	3	2
24501.063829787236	3	3	3	3
24515.425531914894	3	2	2	2
24529.787234042557	3	3	2	2
