Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 6957b7fdadd54b1b65a5e8f9 - minikube-m04
24544.148936170215	3	3	3	3
24558.510638297874	3	2	2	2
24572.872340425532	3	3	2	2
24587.23404255319	3	2	2	2
24601.595744680853	3	3	2	2
24615.957446808512	3	3	3	2
24630.31914893617	3	3	2	2
24644.68085106383	2	2	2	1
24659.042553191488	4	3	3	3
24673.404255319147	3	3	2	2
24687.76595744681	3	3	2	2
24702.127659574468	3	3	2	2
24716.489361702126	3	3	3	3
24730.851063829785	3	2	2	2
24745.212765957443	2	2	1	1
24759.574468085106	3	3	3	2
24773.936170212764	3	3	2	2
24788.297872340423	3	3	2	2
24802.65957446808	3	3	2	2
24817.021276595748	2	2	2	1
24831.382978723406	3	2	2	2
24845.744680851065	3	3	2	2
24860.106382978724	3	3	2	2
24874.468085106386	3	3	3	3
24888.829787234044	3	3	3	2
24903.191489361703	3	2	2	2
24917.55319148936	1	1	1	1
24931.91489361702	3	3	3	3
24946.276595744683	3	3	3	2
24960.63829787234	3	3	2	2
24975.0	3	3	3	3
24989.36170212766	3	2	2	2
25003.723404255317	3	3	3	3
25018.08510638298	3	3	3	3
25032.44680851064	3	3	2	2
25046.808510638297	3	2	2	2
25061.170212765956	3	3	3	2
25075.531914893614	2	2	2	2
25089.893617021276	2	2	2	1
25104.255319148935	3	3	2	2
25118.617021276594	3	3	3	2
25132.978723404252	3	3	2	2
25147.34042553192	3	3	3	2
25161.702127659577	2	2	2	2
25176.063829787236	3	3	2	2
25190.425531914894	3	3	2	2
25204.787234042557	3	3	3	2
25219.148936170215	4	3	3	3
25233.510638297874	3	3	2	2
25247.872340425532	3	3	2	2
25262.23404255319	3	3	2	2
25276.595744680853	3	3	3	3
25290.957446808512	3	3	3	2
25305.31914893617	3	3	3	2
25319.68085106383	3	3	2	2
25334.042553191488	2	2	2	1
25348.404255319147	3	3	3	3
25362.76595744681	2	2	1	1
25377.127659574468	3	3	2	2
25391.489361702126	3	3	3	2
25405.851063829785	3	3	3	3
25420.212765957443	3	2	2	2
25434.574468085106	3	3	3	2
25448.936170212764	3	3	3	2
25463.297872340423	3	3	3	2
25477.65957446808	3	3	2	2
25492.021276595748	3	3	3	3
25506.382978723406	3	2	2	2
25520.744680851065	3	3	2	2
25535.106382978724	3	3	2	2
25549.468085106386	3	3	2	2
25563.829787234044	3	3	3	2
25578.191489361703	3	3	2	2
25592.55319148936	3	2	2	2
25606.91489361702	3	3	3	3
25621.276595744683	3	3	3	2
25635.63829787234	3	3	2	2
25650.0	3	3	3	2
25664.36170212766	3	3	3	2
25678.723404255317	2	2	2	2
25693.08510638298	3	3	3	2
25707.44680851064	3	3	2	2
25721.808510638297	3	3	3	2
25736.170212765956	3	3	2	2
25750.531914893614	4	3	3	3
25764.893617021276	3	3	2	2
25779.255319148935	3	3	3	3
25793.617021276594	3	3	3	2
25807.978723404252	2	2	2	1
25822.34042553192	3	3	3	3
25836.702127659577	3	3	3	2
25851.063829787236	2	2	2	2
25865.425531914894	3	3	3	2
25879.787234042557	3	3	3	3
25894.148936170215	3	3	3	3
25908.510638297874	4	3	3	3
25922.872340425532	4	3	3	3
25937.23404255319	3	3	2	2
25951.595744680853	4	3	3	3
25965.957446808512	3	3	2	2
25980.31914893617	3	3	2	2
25994.68085106383	3	3	3	3
26009.042553191488	3	3	3	2
26023.404255319147	2	2	2	2
26037.76595744681	3	3	2	2
26052.127659574468	3	3	3	2
26066.489361702126	3	2	2	2
26080.851063829785	3	2	2	2
26095.212765957443	3	2	2	2
26109.574468085106	2	2	1	1
26123.936170212764	3	3	3	2
26138.297872340423	3	3	3	2
26152.65957446808	3	3	3	3
26167.021276595748	3	3	3	3
26181.382978723406	3	3	3	3
26195.744680851065	3	2	2	2
26210.106382978724	3	3	3	3
26224.468085106386	3	3	3	3
26238.829787234044	4	3	3	3
26253.191489361703	3	3	3	3
26267.55319148936	3	3	2	2
26281.91489361702	2	2	2	1
26296.276595744683	3	3	3	2
26310.63829787234	3	3	3	3
26325.0	3	3	3	2
26339.36170212766	3	3	3	3
26353.723404255317	3	3	3	2
26368.08510638298	2	2	2	2
26382.44680851064	3	3	2	2
26396.808510638297	3	3	3	2
26411.170212765956	3	3	3	2
26425.531914893614	3	3	3	2
26439.893617021276	3	3	3	3
26454.255319148935	3	2	2	2
26468.617021276594	3	3	3	2
26482.978723404252	3	3	2	2
26497.34042553192	3	3	3	2
26511.702127659577	3	3	2	2
26526.063829787236	3	3	3	2
26540.425531914894	3	2	2	2
26554.787234042557	3	3	3	2
26569.148936170215	3	3	3	2
26583.510638297874	3	3	3	3
26597.872340425532	3	3	3	3
26612.23404255319	3	3	2	2
26626.595744680853	2	2	2	1
26640.957446808512	4	3	3	3
26655.31914893617	3	3	2	2
26669.68085106383	3	3	2	2
26684.042553191488	3	3	2	2
26698.404255319147	3	3	2	2
26712.76595744681	2	2	2	1
26727.127659574468	4	3	3	3
26741.489361702126	3	3	3	2
26755.851063829785	4	3	3	3
26770.212765957443	3	3	2	2
26784.574468085106	3	2	2	2
26798.936170212764	2	2	2	2
26813.297872340423	3	3	3	3
26827.65957446808	3	3	3	3
26842.021276595748	3	3	3	2
26856.382978723406	3	3	3	2
26870.744680851065	3	3	2	2
26885.106382978724	2	2	2	1
26899.468085106386	2	1	1	1
26913.829787234044	3	3	3	2
26928.191489361703	3	3	3	2
26942.55319148936	3	3	3	2
26956.91489361702	3	3	3	3
26971.276595744683	3	2	2	2
26985.63829787234	3	3	3	2
27000.0	3	3	2	2
27014.36170212766	3	3	3	3
27028.723404255317	3	2	2	2
27043.08510638298	3	3	3	3
27057.44680851064	3	2	2	2
27071.808510638297	3	3	3	3
27086.170212765956	3	3	2	2
27100.531914893614	3	3	2	2
27114.893617021276	3	3	3	3
27129.255319148935	4	4	4	3
27143.617021276594	4	3	3	3
27157.978723404252	4	4	3	3
27172.34042553192	3	3	3	2
27186.702127659577	3	3	3	2
27201.063829787236	3	2	2	2
27215.425531914894	3	2	2	2
27229.787234042557	2	2	1	1
27244.148936170215	3	3	3	3
27258.510638297874	3	3	3	2
27272.872340425532	3	3	3	2
27287.23404255319	3	3	3	2
27301.595744680853	3	3	2	2
27315.957446808512	2	2	2	2
27330.31914893617	3	3	2	2
27344.68085106383	3	3	3	2
27359.042553191488	3	2	2	2
27373.404255319147	3	3	3	2
27387.76595744681	3	3	2	2
27402.127659574468	2	2	2	1
27416.489361702126	3	3	3	3
27430.851063829785	3	3	3	2
27445.212765957443	3	3	3	2
27459.574468085106	3	3	3	2
27473.936170212764	3	3	2	2
27488.297872340423	2	2	2	2
27502.65957446808	3	3	3	3
27517.021276595748	4	3	3	3
27531.382978723406	3	3	3	3
27545.744680851065	3	3	3	2
27560.106382978724	3	3	2	2
27574.468085106386	2	2	2	2
27588.829787234044	4	3	3	3
27603.191489361703	3	3	3	3
27617.55319148936	3	3	3	2
27631.91489361702	3	3	2	2
27646.276595744683	3	3	3	2
27660.63829787234	2	2	2	2
27675.0	3	3	3	2
27689.36170212766	3	3	2	2
27703.723404255317	4	4	3	3
27718.08510638298	3	3	3	2
27732.44680851064	3	2	2	2
27746.808510638297	2	2	2	1
27761.170212765956	3	3	3	3
27775.531914893614	4	4	4	3
27789.893617021276	2	2	2	1
27804.255319148935	3	3	3	2
27818.617021276594	3	3	3	2
27832.978723404252	2	2	2	2
27847.34042553192	3	3	3	3
27861.702127659577	4	3	3	3
27876.063829787236	3	3	3	2
27890.425531914894	3	3	3	3
27904.787234042557	4	3	3	3
27919.148936170215	3	3	2	2
27933.510638297874	3	3	2	2
27947.872340425532	4	3	3	3
27962.23404255319	3	2	2	2
27976.595744680853	3	3	3	3
27990.957446808512	3	3	3	2
28005.31914893617	3	2	2	2
28019.68085106383	2	2	2	1
28034.042553191488	3	2	2	2
28048.404255319147	3	3	3	2
28062.76595744681	3	3	3	2
28077.127659574468	2	2	2	1
28091.489361702126	1	1	1	1
28105.851063829785	3	3	3	2
28120.212765957443	3	3	2	2
28134.574468085106	3	3	3	3
28148.936170212764	3	2	2	2
28163.297872340423	3	3	3	3
28177.65957446808	3	2	2	2
28192.021276595748	3	3	3	2
28206.382978723406	3	3	3	2
28220.744680851065	3	3	3	2
28235.106382978724	4	3	3	3
28249.468085106386	3	3	2	2
28263.829787234044	2	2	2	1
28278.191489361703	3	3	3	2
28292.55319148936	3	3	2	2
28306.91489361702	3	3	3	2
28321.276595744683	3	3	3	2
28335.63829787234	3	3	3	2
28350.0	2	2	2	2
28364.36170212766	3	2	2	2
28378.723404255317	4	3	3	3
28393.08510638298	3	3	3	2
28407.44680851064	3	3	2	2
28421.808510638297	3	3	3	2
28436.170212765956	2	2	2	2
28450.531914893614	3	3	3	2
28464.893617021276	3	3	2	2
28479.255319148935	3	3	3	3
28493.617021276594	3	3	2	2
28507.978723404252	3	3	2	2
28522.34042553192	2	2	2	2
28536.702127659577	3	3	2	2
28551.063829787236	3	3	3	2
28565.425531914894	3	3	3	2
28579.787234042557	3	2	2	2
28594.148936170215	2	2	2	2
28608.510638297874	2	2	2	1
28622.872340425532	4	4	3	3
28637.23404255319	3	3	3	2
28651.595744680853	3	3	3	2
28665.957446808512	3	3	3	2
28680.31914893617	3	3	3	2
28694.68085106383	2	2	2	2
28709.042553191488	3	3	3	2
28723.404255319147	3	3	2	2
28737.76595744681	3	3	3	2
28752.127659574468	3	3	3	2
28766.489361702126	3	3	3	2
28780.851063829785	2	2	2	2
28795.212765957443	3	3	3	2
28809.574468085106	3	2	2	2
28823.936170212764	3	3	3	3
28838.297872340423	3	3	3	3
28852.65957446808	3	3	2	2
28867.021276595748	3	3	2	2
28881.382978723406	3	3	3	2
28895.744680851065	3	2	2	2
28910.106382978724	3	3	2	2
28924.468085106386	3	3	3	3
28938.829787234044	3	3	3	2
28953.191489361703	3	2	2	2
28967.55319148936	3	3	3	2
28981.91489361702	3	3	3	3
28996.276595744683	3	3	3	3
29010.63829787234	3	3	3	3
29025.0	3	3	3	2
29039.36170212766	2	2	2	2
29053.723404255317	3	3	3	3
29068.08510638298	3	3	3	2
29082.44680851064	3	3	3	2
29096.808510638297	3	2	2	2
29111.170212765956	3	3	3	3
29125.531914893614	3	2	2	2
29139.893617021276	3	3	3	2
29154.255319148935	3	3	2	2
29168.617021276594	3	3	3	2
29182.978723404252	3	3	3	2
29197.34042553192	4	3	3	3
29211.702127659577	3	3	2	2
29226.063829787236	3	3	3	2
29240.425531914894	3	2	2	2
29254.787234042557	2	2	2	2
29269.148936170215	3	3	3	3
29283.510638297874	3	3	3	2
29297.872340425532	2	2	2	2
29312.23404255319	3	3	3	3
29326.595744680853	3	3	2	2
29340.957446808512	3	3	2	2
29355.31914893617	3	3	3	2
29369.68085106383	2	2	1	1
29384.042553191488	2	2	1	1
29398.404255319147	4	3	3	3
29412.76595744681	3	3	3	3
29427.127659574468	3	3	2	2
29441.489361702126	3	3	3	2
29455.851063829785	4	3	3	3
29470.212765957443	3	3	2	2
29484.574468085106	3	3	3	2
29498.936170212764	3	3	3	3
29513.297872340423	3	3	2	2
29527.65957446808	3	3	3	2
29542.021276595748	3	3	3	2
29556.382978723406	2	2	2	2
29570.744680851065	3	3	3	2
29585.106382978724	3	3	3	2
29599.468085106386	3	3	2	2
29613.829787234044	3	3	3	2
29628.191489361703	3	2	2	2
29642.55319148936	2	2	1	1
29656.91489361702	3	3	2	2
29671.276595744683	4	3	3	3
29685.63829787234	3	3	2	2
29700.0	3	3	3	2
29714.36170212766	3	3	3	2
29728.723404255317	2	2	2	2
29743.08510638298	3	3	3	2
29757.44680851064	3	3	3	2
29771.808510638297	3	3	3	2
29786.170212765956	2	2	2	1
29800.531914893614	4	3	3	3
29814.893617021276	3	3	2	2
29829.255319148935	3	3	2	2
29843.617021276594	3	3	3	2
29857.978723404252	4	3	3	3
29872.34042553192	3	3	3	2
29886.702127659577	3	3	3	2
29901.063829787236	2	2	2	2
29915.425531914894	3	3	3	3
29929.787234042557	4	3	3	3
29944.148936170215	4	4	3	3
29958.510638297874	3	3	3	3
29972.872340425532	3	3	2	2
29987.23404255319	2	2	2	1
30001.595744680853	3	3	3	2
30015.957446808512	3	2	2	2
30030.31914893617	3	3	2	2
30044.68085106383	3	2	2	2
30059.042553191488	3	2	2	2
30073.404255319147	2	2	2	1
30087.76595744681	3	3	3	2
30102.127659574468	4	3	3	3
30116.489361702126	3	3	3	2
30130.851063829785	3	3	2	2
30145.212765957443	3	2	2	2
30159.574468085106	2	2	2	1
30173.936170212764	3	3	3	3
30188.297872340423	3	3	3	2
30202.65957446808	3	2	2	2
30217.021276595748	3	3	3	3
30231.382978723406	3	3	3	2
30245.744680851065	2	2	2	2
30260.106382978724	3	3	2	2
30274.468085106386	3	3	3	2
30288.829787234044	3	3	3	2
30303.191489361703	3	3	2	2
30317.55319148936	3	3	3	2
30331.91489361702	3	2	2	2
30346.276595744683	3	3	3	2
30360.63829787234	3	3	3	2
30375.0	3	3	3	3
30389.36170212766	3	3	3	2
30403.723404255317	4	3	3	3
30418.08510638298	3	3	3	2
30432.44680851064	3	3	3	2
30446.808510638297	3	3	2	2
30461.170212765956	3	3	3	3
30475.531914893614	3	3	2	2
30489.893617021276	3	3	3	3
30504.255319148935	3	2	2	2
30518.617021276594	3	3	3	2
30532.978723404252	4	3	3	3
30547.34042553192	3	3	2	2
30561.702127659577	3	3	3	3
30576.063829787236	3	3	3	2
30590.425531914894	2	2	2	2
30604.787234042557	3	3	3	3
30619.148936170215	3	3	3	3
30633.510638297874	3	3	3	2
30647.872340425532	3	3	3	2
30662.23404255319	3	3	3	2
30676.595744680853	2	2	2	2
30690.957446808512	3	2	2	2
30705.31914893617	3	3	3	2
30719.68085106383	3	3	3	2
30734.042553191488	3	3	2	2
30748.404255319147	3	3	3	2
30762.76595744681	2	2	2	2
30777.127659574468	3	3	3	2
30791.489361702126	3	3	2	2
30805.851063829785	2	1	1	1
30820.212765957443	3	3	3	2
30834.574468085106	3	3	2	2
30848.936170212764	2	2	2	2
30863.297872340423	3	3	2	2
30877.65957446808	3	3	2	2
30892.021276595748	3	3	3	2
30906.382978723406	3	2	2	2
30920.744680851065	3	3	3	3
30935.106382978724	3	2	2	2
30949.468085106386	3	3	3	2
30963.829787234044	3	2	2	2
30978.191489361703	3	3	2	2
30992.55319148936	3	3	3	2
31006.91489361702	3	3	3	2
31021.276595744683	2	2	2	2
31035.63829787234	3	3	3	3
31050.0	2	2	2	2
31064.36170212766	3	3	3	2
31078.723404255317	3	3	3	3
31093.08510638298	3	3	3	2
31107.44680851064	2	2	2	2
31121.808510638297	3	3	2	2
31136.170212765956	3	3	3	2
31150.531914893614	3	3	3	2
31164.893617021276	3	3	3	3
31179.255319148935	3	3	3	2
31193.617021276594	2	2	2	2
31207.978723404252	3	3	3	3
31222.34042553192	4	4	4	3
31236.702127659577	3	3	3	2
31251.063829787236	3	3	3	3
31265.425531914894	2	2	2	2
31279.787234042557	2	2	1	1
31294.148936170215	3	3	3	2
31308.510638297874	3	3	3	2
31322.872340425532	3	3	2	2
31337.23404255319	3	3	2	2
31351.595744680853	4	3	3	3
31365.957446808512	3	3	2	2
31380.31914893617	2	2	2	2
31394.68085106383	3	3	3	2
31409.042553191488	3	3	3	3
31423.404255319147	3	3	2	2
31437.76595744681	3	3	3	3
31452.127659574468	3	2	2	2
31466.489361702126	4	3	3	3
31480.851063829785	3	3	2	2
31495.212765957443	2	2	2	2
31509.574468085106	3	2	2	2
31523.936170212764	3	3	3	2
31538.297872340423	3	2	2	2
31552.65957446808	3	3	3	2
31567.021276595748	3	3	3	3
31581.382978723406	3	3	3	2
31595.744680851065	3	3	2	2
31610.106382978724	3	3	3	2
31624.468085106386	2	2	2	2
31638.829787234044	3	3	2	2
31653.191489361703	3	3	3	2
31667.55319148936	3	3	2	2
31681.91489361702	3	3	3	2
31696.276595744683	2	2	2	1
31710.63829787234	2	2	2	1
31725.0	3	3	3	2
31739.36170212766	3	3	3	2
31753.723404255317	3	3	3	3
31768.08510638298	3	3	2	2
31782.44680851064	3	3	3	2
31796.808510638297	2	2	2	2
31811.170212765956	3	3	3	2
31825.531914893614	3	3	2	2
31839.893617021276	3	3	3	3
31854.255319148935	4	4	3	3
31868.617021276594	3	3	3	2
31882.978723404252	3	2	2	2
31897.34042553192	3	2	2	2
31911.702127659577	3	3	3	2
31926.063829787236	3	3	3	2
31940.425531914894	3	3	3	2
31954.787234042557	3	3	3	3
31969.148936170215	3	2	2	2
31983.510638297874	3	2	2	2
31997.872340425532	4	3	3	3
32012.23404255319	3	3	3	2
32026.595744680853	3	3	3	2
32040.957446808512	3	3	2	2
32055.31914893617	2	2	2	1
32069.68085106383	3	3	3	3
32084.042553191488	2	2	2	2
32098.404255319147	3	3	3	3
32112.76595744681	3	3	3	2
32127.127659574468	4	3	3	3
32141.489361702126	3	3	2	2
32155.851063829785	3	3	3	2
32170.212765957443	3	3	2	2
32184.574468085106	3	3	2	2
32198.936170212764	3	3	3	2
32213.297872340423	3	3	2	2
32227.65957446808	2	2	2	1
32242.021276595748	3	3	3	3
32256.382978723406	3	3	3	2
32270.744680851065	3	3	3	3
32285.106382978724	3	2	2	2
32299.468085106386	3	3	2	2
32313.829787234044	2	2	2	1
32328.191489361703	4	3	3	3
32342.55319148936	3	2	2	2
32356.91489361702	3	3	3	3
32371.276595744683	3	3	3	3
32385.63829787234	3	3	3	3
32400.0	3	2	2	2
32414.36170212766	3	3	3	2
32428.723404255317	2	2	1	1
32443.08510638298	4	4	3	3
32457.44680851064	3	3	3	3
32471.808510638297	3	3	3	3
32486.170212765956	3	2	2	2
32500.531914893614	3	3	2	2
32514.893617021276	3	3	3	2
32529.255319148935	3	3	3	2
32543.617021276594	3	3	2	2
32557.978723404252	3	3	3	3
32572.34042553192	3	2	2	2
32586.702127659577	3	3	3	2
32601.063829787236	3	3	3	3
32615.425531914894	3	3	2	2
32629.787234042557	3	3	2	2
32644.148936170215	3	3	2	2
32658.510638297874	2	2	2	2
32672.872340425532	3	3	3	2
32687.23404255319	3	3	2	2
32701.595744680853	3	2	2	2
32715.957446808512	3	3	2	2
32730.31914893617	3	3	3	3
32744.68085106383	3	2	2	2
32759.042553191488	3	3	3	2
32773.40425531915	3	3	2	2
32787.765957446805	3	2	2	2
32802.127659574464	3	3	3	2
32816.48936170213	3	3	2	2
32830.85106382979	2	2	2	1
32845.21276595745	3	2	2	2
32859.574468085106	3	3	3	2
32873.936170212764	3	3	2	2
32888.29787234042	3	3	3	2
32902.65957446808	3	3	2	2
32917.02127659575	2	2	2	1
32931.382978723406	3	3	2	2
32945.744680851065	3	3	2	2
32960.10638297872	3	3	3	2
32974.46808510638	3	3	2	2
32988.82978723404	3	3	2	2
33003.19148936171	3	2	2	2
33017.553191489365	4	3	3	3
33031.914893617024	3	3	3	2
33046.27659574468	3	3	3	2
33060.63829787234	3	3	2	2
33075.0	3	3	3	3
33089.36170212766	3	3	2	2
33103.72340425532	3	3	3	3
33118.085106382976	3	3	3	3
33132.446808510635	3	3	2	2
33146.80851063829	3	3	3	3
33161.17021276596	4	3	3	3
33175.53191489362	3	3	2	2
33189.89361702128	3	3	3	3
33204.255319148935	3	3	3	2
33218.617021276594	2	2	2	2
33232.97872340425	3	3	3	3
33247.34042553192	3	3	3	2
33261.70212765958	2	2	2	2
33276.063829787236	3	3	3	2
33290.425531914894	3	3	2	2
33304.78723404255	4	3	3	3
33319.14893617021	3	3	3	2
33333.51063829787	3	3	3	3
33347.872340425536	3	2	2	2
33362.234042553195	3	3	2	2
33376.59574468085	3	3	3	2
33390.95744680851	3	3	3	2
33405.31914893617	3	3	2	2
33419.68085106383	3	3	3	3
33434.04255319149	3	3	2	2
33448.40425531915	3	3	3	3
33462.765957446805	3	3	3	3
33477.127659574464	3	2	2	2
33491.48936170213	3	3	3	3
33505.85106382979	3	3	3	3
33520.21276595745	3	2	2	2
33534.574468085106	4	4	3	3
33548.936170212764	3	3	3	3
33563.29787234042	3	3	3	2
33577.65957446808	3	3	2	2
33592.02127659575	4	4	4	3
33606.382978723406	3	3	3	3
33620.744680851065	3	3	3	3
33635.10638297872	3	3	2	2
33649.46808510638	3	2	2	2
33663.82978723404	3	3	3	3
33678.19148936171	3	3	3	2
33692.553191489365	2	2	2	2
33706.914893617024	3	3	3	2
33721.27659574468	3	2	2	2
33735.63829787234	3	3	3	2
33750.0	3	2	2	2
33764.36170212766	3	3	3	3
33778.72340425532	3	2	2	2
33793.085106382976	3	3	3	2
33807.446808510635	3	3	3	2
33821.80851063829	3	3	3	2
33836.17021276596	3	3	2	2
33850.53191489362	3	3	3	3
33864.89361702128	3	2	2	2
33879.255319148935	3	2	2	2
33893.617021276594	4	3	3	3
33907.97872340425	4	3	3	3
33922.34042553192	3	3	2	2
33936.70212765958	3	3	3	3
33951.063829787236	3	2	2	2
33965.425531914894	3	3	2	2
33979.78723404255	3	3	3	2
33994.14893617021	3	3	3	2
34008.51063829787	3	3	3	3
34022.872340425536	3	3	3	3
34037.234042553195	3	2	2	2
34051.59574468085	3	3	3	3
34065.95744680851	3	3	3	2
34080.31914893617	3	2	2	2
34094.68085106383	3	3	3	2
34109.04255319149	3	2	2	2
34123.40425531915	2	2	2	1
34137.765957446805	3	3	2	2
34152.127659574464	2	2	2	1
34166.48936170213	3	3	3	2
34180.85106382979	3	3	3	2
34195.21276595745	3	3	3	2
34209.574468085106	2	2	2	2
34223.936170212764	3	3	3	2
34238.29787234042	4	3	3	3
34252.65957446808	3	3	3	3
34267.02127659575	4	3	3	3
34281.382978723406	4	3	3	3
34295.744680851065	3	3	2	2
34310.10638297872	3	3	3	3
34324.46808510638	3	3	3	3
34338.82978723404	3	3	3	3
34353.19148936171	4	4	4	3
34367.553191489365	4	4	3	3
34381.914893617024	3	3	3	2
34396.27659574468	3	3	2	2
34410.63829787234	3	3	3	2
34425.0	3	3	3	3
34439.36170212766	3	3	3	3
34453.72340425532	3	3	3	2
34468.085106382976	2	2	2	2
34482.446808510635	2	2	2	2
34496.80851063829	2	2	1	1
34511.17021276596	3	3	3	3
34525.53191489362	3	3	2	2
34539.89361702128	3	2	2	2
34554.255319148935	2	2	2	2
34568.617021276594	3	2	2	2
34582.97872340425	3	2	2	2
34597.34042553192	3	3	3	2
34611.70212765958	3	3	3	3
34626.063829787236	3	3	2	2
34640.425531914894	2	2	2	1
34654.78723404255	3	3	3	2
34669.14893617021	4	4	3	3
34683.51063829787	3	3	3	2
34697.872340425536	3	3	2	2
34712.234042553195	3	3	3	2
34726.59574468085	2	2	2	2
34740.95744680851	3	3	3	2
34755.31914893617	3	2	2	2
34769.68085106383	3	3	3	2
34784.04255319149	3	3	2	2
34798.40425531915	3	3	3	3
34812.765957446805	3	2	2	2
34827.127659574464	3	3	3	2
34841.48936170213	3	3	2	2
34855.85106382979	3	3	2	2
34870.21276595745	3	3	3	2
34884.574468085106	3	3	3	2
34898.936170212764	2	2	2	2
34913.29787234042	3	3	3	2
34927.65957446808	3	3	3	3
34942.02127659575	3	3	3	2
34956.382978723406	3	3	2	2
34970.744680851065	3	3	2	2
34985.10638297872	2	2	2	2
34999.46808510638	4	3	3	3
35013.82978723404	3	3	2	2
35028.19148936171	3	3	3	2
35042.553191489365	3	3	2	2
35056.914893617024	4	3	3	3
35071.27659574468	3	3	2	2
35085.63829787234	3	3	3	3
35100.0	4	3	3	3
35114.36170212766	2	2	2	1
35128.72340425532	3	3	3	2
35143.085106382976	3	3	3	3
35157.446808510635	3	2	2	2
35171.80851063829	3	3	3	3
35186.17021276596	3	3	3	2
35200.53191489362	3	3	2	2
35214.89361702128	3	3	3	2
35229.255319148935	3	3	3	2
35243.617021276594	2	2	2	2
35257.97872340425	3	3	3	2
35272.34042553192	3	3	3	2
35286.70212765958	3	3	3	3
35301.063829787236	3	3	3	2
35315.425531914894	3	3	2	2
35329.78723404255	2	2	2	2
35344.14893617021	3	3	2	2
35358.51063829787	3	3	3	2
35372.872340425536	3	3	2	2
35387.234042553195	4	3	3	3
35401.59574468085	3	3	3	3
35415.95744680851	3	2	2	2
35430.31914893617	3	3	3	2
35444.68085106383	3	3	3	3
35459.04255319149	3	3	3	3
35473.40425531915	3	3	2	2
35487.765957446805	3	3	2	2
35502.127659574464	2	2	2	2
35516.48936170213	3	3	3	3
35530.85106382979	4	4	3	3
35545.21276595745	3	3	2	2
35559.574468085106	3	3	2	2
35573.936170212764	3	3	3	2
35588.29787234042	2	2	2	2
35602.65957446808	3	3	2	2
35617.02127659575	3	3	2	2
35631.382978723406	3	3	2	2
35645.744680851065	3	3	2	2
35660.10638297872	3	3	3	3
35674.46808510638	3	2	2	2
35688.82978723404	3	3	3	3
35703.19148936171	3	3	3	2
35717.553191489365	3	3	3	3
35731.914893617024	3	3	3	3
35746.27659574468	3	3	3	2
35760.63829787234	2	2	2	2
35775.0	3	3	2	2
35789.36170212766	3	3	3	3
35803.72340425532	3	3	3	3
35818.085106382976	3	3	3	3
35832.446808510635	4	3	3	3
35846.80851063829	3	3	2	2
35861.17021276596	3	3	3	3
35875.53191489362	3	3	2	2
35889.89361702128	3	3	3	3
35904.255319148935	3	3	3	2
35918.617021276594	3	3	3	3
35932.97872340425	3	2	2	2
35947.34042553192	4	3	3	3
35961.70212765958	3	3	3	3
35976.063829787236	3	3	3	2
35990.425531914894	3	3	3	2
36004.78723404255	3	3	2	2
36019.14893617021	2	2	2	1
36033.51063829787	3	3	3	2
36047.872340425536	3	3	3	2
36062.234042553195	3	3	3	2
36076.59574468085	3	3	2	2
36090.95744680851	3	3	3	3
36105.31914893617	3	2	2	2
36119.68085106383	4	3	3	3
36134.04255319149	3	3	3	2
36148.40425531915	4	3	3	3
36162.765957446805	3	3	3	3
36177.127659574464	3	3	3	3
36191.48936170213	3	2	2	2
36205.85106382979	3	3	2	2
36220.21276595745	3	3	2	2
36234.574468085106	3	3	3	2
36248.936170212764	3	3	3	2
36263.29787234042	3	3	3	3
36277.65957446808	3	2	2	2
36292.02127659575	3	3	2	2
36306.382978723406	3	3	3	2
36320.744680851065	3	3	3	3
36335.10638297872	3	3	3	3
36349.46808510638	3	3	3	2
36363.82978723404	2	2	2	2
36378.19148936171	3	3	3	2
36392.553191489365	3	3	3	3
36406.914893617024	3	3	2	2
36421.27659574468	3	2	2	2
36435.63829787234	3	3	3	3
36450.0	3	3	3	2
36464.36170212766	3	3	3	2
36478.72340425532	3	3	2	2
36493.085106382976	4	3	3	3
36507.446808510635	3	3	3	2
36521.80851063829	3	3	3	3
36536.17021276596	3	2	2	2
36550.53191489362	3	3	2	2
36564.89361702128	3	3	3	2
36579.255319148935	4	3	3	3
36593.617021276594	3	3	3	3
36607.97872340425	3	3	3	2
36622.34042553192	2	2	2	2
36636.70212765958	4	3	3	3
36651.063829787236	3	3	3	2
36665.425531914894	3	3	3	3
36679.78723404255	3	3	2	2
36694.14893617021	4	3	3	3
36708.51063829787	3	3	2	2
36722.872340425536	3	3	3	3
36737.234042553195	3	3	2	2
36751.59574468085	3	3	3	3
36765.95744680851	3	3	3	3
36780.31914893617	3	3	2	2
36794.68085106383	2	2	2	1
36809.04255319149	3	3	3	3
36823.40425531915	3	3	2	2
36837.765957446805	4	4	3	3
36852.127659574464	3	3	3	2
36866.48936170213	3	3	3	2
36880.85106382979	2	2	2	2
36895.21276595745	2	2	2	1
36909.574468085106	2	2	2	2
36923.936170212764	3	3	2	2
36938.29787234042	3	3	3	2
36952.65957446808	3	3	3	3
