Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 6966cf61793b241a0f178943 - minikube	Unknown Heuristic - Run None (Profile ?) 6966cf61793b241a0f178943 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 6966cf61793b241a0f178943 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 6966cf61793b241a0f178943 - minikube-m04
12135.662898252827	3	3	3	2
12150.462487153134	3	2	2	2
12165.262076053443	2	2	2	1
12180.061664953751	2	2	2	1
12194.86125385406	3	2	2	2
12209.660842754367	3	3	3	3
12224.460431654677	3	3	2	2
12239.260020554984	2	2	2	1
12254.059609455293	2	2	2	1
12268.859198355602	2	2	1	1
12283.65878725591	4	3	3	3
12298.458376156217	4	4	3	3
12313.257965056528	3	3	3	2
12328.057553956834	3	2	2	2
12342.857142857141	2	2	2	2
12357.656731757452	3	3	3	2
12372.45632065776	3	2	2	2
12387.255909558067	4	4	3	3
12402.055498458378	3	3	2	2
12416.855087358685	4	3	3	3
12431.654676258991	3	3	3	2
12446.454265159302	4	3	3	3
12461.25385405961	3	3	3	3
12476.053442959917	3	3	2	2
12490.853031860228	3	3	3	2
12505.652620760535	3	3	2	2
12520.452209660842	2	2	2	2
12535.25179856115	3	3	3	3
12550.051387461459	2	2	2	2
12564.850976361768	3	3	3	3
12579.650565262074	1	1	1	1
12594.450154162385	3	3	2	2
12609.249743062692	3	2	2	2
12624.049331963	3	3	2	2
12638.84892086331	3	2	2	2
12653.648509763618	4	3	3	3
12668.448098663925	3	3	3	2
12683.247687564235	3	3	2	2
12698.047276464542	2	2	2	2
12712.84686536485	3	3	2	2
12727.64645426516	4	4	3	3
12742.446043165468	4	4	3	3
12757.245632065775	4	4	4	3
12772.045220966085	3	3	3	2
12786.844809866392	3	3	2	2
12801.6443987667	3	3	3	2
12816.44398766701	3	3	2	2
12831.243576567318	4	3	3	3
12846.043165467625	2	2	1	1
12860.842754367935	3	3	3	2
12875.642343268242	3	3	3	2
12890.441932168551	3	3	3	2
12905.24152106886	4	3	3	3
12920.041109969168	3	3	3	3
12934.840698869475	2	2	1	1
12949.640287769786	3	3	3	2
12964.439876670092	2	2	2	2
12979.239465570401	4	4	4	3
12994.03905447071	3	3	3	2
13008.838643371018	2	2	2	1
13023.638232271325	3	3	2	2
13038.437821171636	2	2	2	1
13053.237410071943	2	2	1	1
13068.036998972251	2	2	2	2
13082.836587872558	4	3	3	3
13097.636176772869	3	2	2	2
13112.435765673175	3	3	3	3
13127.235354573482	3	3	3	3
13142.034943473793	3	3	3	2
13156.8345323741	3	3	3	2
13171.634121274408	3	3	3	2
13186.433710174719	3	2	2	2
13201.233299075026	2	2	2	1
13216.032887975332	3	3	2	2
13230.832476875643	2	2	2	2
13245.63206577595	3	2	2	2
13260.431654676258	2	2	2	1
13275.231243576569	2	2	2	2
13290.030832476876	3	3	3	2
13304.830421377183	2	2	1	1
13319.630010277493	2	1	1	1
13334.4295991778	3	3	3	3
13349.229188078109	2	2	1	1
13364.028776978417	1	1	1	1
13378.828365878726	3	3	3	2
13393.627954779033	3	3	2	2
13408.427543679343	2	2	2	2
13423.22713257965	3	3	3	2
13438.026721479959	3	2	2	2
13452.826310380267	4	3	3	3
13467.625899280576	3	3	2	2
13482.425488180883	3	2	2	2
13497.225077081193	3	2	2	2
13512.0246659815	4	4	4	3
13526.824254881809	4	4	3	3
13541.623843782118	3	3	3	3
13556.423432682426	3	3	3	2
13571.223021582733	3	3	2	2
13586.022610483044	2	2	2	1
13600.82219938335	3	3	2	2
13615.621788283659	3	2	2	2
13630.421377183966	3	3	3	2
13645.220966084276	3	2	2	2
13660.020554984583	3	3	2	2
13674.820143884892	2	2	2	2
13689.6197327852	4	4	3	3
13704.41932168551	2	1	1	1
13719.218910585816	2	2	2	1
13734.018499486127	4	3	3	3
13748.818088386433	4	4	3	3
13763.61767728674	3	3	3	2
13778.41726618705	3	2	2	2
13793.21685508736	3	2	2	2
13808.016443987666	3	3	3	2
13822.816032887977	4	4	4	3
13837.615621788284	3	3	3	3
13852.41521068859	3	3	3	3
13867.2147995889	4	4	3	3
13882.01438848921	2	2	2	2
13896.813977389516	3	3	2	2
13911.613566289827	3	2	2	2
13926.413155190134	3	3	2	2
13941.21274409044	3	3	2	2
13956.012332990751	3	3	2	2
13970.811921891058	3	2	2	2
13985.611510791367	3	3	2	2
14000.411099691677	3	2	2	2
14015.210688591984	3	3	3	2
14030.01027749229	3	3	2	2
14044.809866392601	4	3	3	3
14059.609455292908	3	3	3	3
14074.409044193217	2	2	1	1
14089.208633093527	3	2	2	2
14104.008221993834	3	3	2	2
14118.80781089414	2	2	2	2
14133.60739979445	2	2	2	2
14148.406988694758	3	2	2	2
14163.206577595067	2	2	1	1
14178.006166495374	3	3	3	2
14192.805755395684	3	3	2	2
14207.605344295991	2	2	2	2
14222.4049331963	4	3	3	3
14237.204522096608	3	3	2	2
14252.004110996917	3	2	2	2
14266.803699897224	2	2	2	2
14281.603288797534	2	2	2	2
14296.402877697841	2	2	2	2
14311.20246659815	2	2	2	2
14326.002055498459	3	3	2	2
14340.801644398767	3	2	2	2
14355.601233299074	3	3	3	2
14370.400822199384	3	3	3	2
14385.200411099691	3	3	3	2
14400.0	3	3	3	2
14414.799588900309	2	2	2	2
14429.599177800617	3	3	3	2
14444.398766700924	2	2	2	2
14459.198355601235	2	2	2	2
14473.997944501541	2	2	1	1
14488.79753340185	2	2	2	2
14503.597122302159	2	1	1	1
14518.396711202467	4	4	4	3
14533.196300102774	3	3	3	2
14547.995889003085	3	3	3	2
14562.795477903392	2	2	2	2
14577.595066803699	3	3	3	3
14592.394655704009	3	3	3	3
14607.194244604318	3	3	3	3
14621.993833504624	3	3	2	2
14636.793422404935	3	3	3	3
14651.593011305242	3	2	2	2
14666.392600205549	3	3	2	2
14681.192189105857	3	3	2	2
14695.991778006168	3	3	3	2
14710.791366906475	3	3	2	2
14725.590955806781	1	1	1	1
14740.390544707092	1	1	1	1
14755.190133607399	2	2	1	1
14769.989722507707	2	2	1	1
14784.789311408016	2	2	2	1
14799.588900308325	3	2	2	2
14814.388489208632	3	2	2	2
14829.188078108942	2	2	2	1
14843.987667009249	2	2	2	2
14858.787255909558	2	1	1	1
14873.586844809866	3	3	3	2
14888.386433710175	2	2	2	2
14903.186022610482	3	3	2	2
14917.985611510792	2	2	2	1
14932.7852004111	3	3	2	2
14947.584789311408	3	3	3	3
14962.384378211716	3	3	3	2
14977.183967112025	4	3	3	3
14991.983556012332	4	3	3	3
15006.783144912642	3	3	2	2
15021.58273381295	3	3	3	2
15036.382322713258	3	3	3	3
15051.181911613567	3	3	3	3
15065.981500513875	3	3	3	2
15080.781089414182	3	2	2	2
15095.580678314493	3	2	2	2
15110.3802672148	3	3	3	2
15125.179856115108	3	3	3	2
15139.979445015417	3	3	2	2
15154.779033915725	3	3	3	3
15169.578622816032	2	2	1	1
15184.378211716343	1	1	1	1
15199.17780061665	2	2	2	2
15213.977389516958	3	3	3	2
15228.776978417265	3	3	2	2
15243.576567317576	3	3	2	2
15258.376156217882	3	3	3	3
15273.17574511819	3	2	2	2
15287.9753340185	2	2	2	2
15302.774922918808	3	3	3	2
15317.574511819115	3	3	3	2
15332.374100719426	3	3	2	2
15347.173689619733	3	3	3	2
15361.97327852004	3	3	2	2
15376.77286742035	2	2	2	2
15391.572456320657	2	2	2	2
15406.372045220965	2	2	2	1
15421.171634121276	2	2	2	2
15435.971223021583	3	3	3	2
15450.77081192189	3	3	2	2
15465.5704008222	3	2	2	2
15480.369989722507	4	3	3	3
15495.169578622816	3	3	3	3
15509.969167523126	2	2	2	2
15524.768756423433	2	2	2	1
15539.56834532374	2	2	2	1
15554.36793422405	2	2	2	2
15569.167523124357	3	3	2	2
15583.967112024666	3	3	3	3
15598.766700924974	3	3	3	2
15613.566289825283	3	3	3	2
15628.36587872559	3	2	2	2
15643.1654676259	2	1	1	1
15657.965056526207	3	2	2	2
15672.764645426516	3	3	3	3
15687.564234326825	2	2	2	1
15702.363823227133	2	2	2	2
15717.16341212744	2	2	2	1
15731.96300102775	4	3	3	3
15746.762589928057	3	3	2	2
15761.562178828366	3	3	2	2
15776.361767728673	3	3	3	3
15791.161356628983	2	2	2	2
15805.96094552929	2	2	2	2
15820.760534429599	3	3	2	2
15835.560123329908	3	3	2	2
15850.359712230216	2	2	1	1
15865.159301130523	3	3	2	2
15879.958890030834	3	3	3	3
15894.75847893114	3	2	2	2
15909.558067831449	3	3	3	3
15924.357656731758	2	2	2	1
15939.157245632066	3	3	2	2
15953.956834532373	2	2	2	2
15968.756423432684	3	3	3	2
15983.55601233299	3	2	2	2
15998.355601233297	3	3	3	3
16013.155190133608	3	2	2	2
16027.954779033917	3	2	2	2
16042.754367934223	3	3	2	2
16057.553956834534	3	3	3	3
16072.35354573484	3	3	2	2
16087.153134635148	3	2	2	2
16101.952723535458	3	3	3	3
16116.752312435767	3	2	2	2
16131.551901336074	3	2	2	2
16146.351490236384	3	3	2	2
16161.15107913669	2	2	2	2
16175.950668036998	4	4	3	3
16190.750256937308	4	4	4	3
16205.549845837615	3	2	2	2
16220.349434737924	4	3	3	3
16235.149023638234	3	3	3	3
16249.948612538541	3	3	3	3
16264.748201438848	3	3	3	2
16279.547790339157	3	2	2	2
16294.347379239465	3	3	3	2
16309.146968139774	2	2	2	2
16323.94655704008	4	3	3	3
16338.746145940391	3	3	3	2
16353.545734840698	3	3	2	2
16368.345323741007	3	3	3	2
16383.144912641315	4	4	3	3
16397.944501541624	2	2	1	1
16412.74409044193	2	2	1	1
16427.54367934224	2	2	1	1
16442.34326824255	2	2	1	1
16457.142857142855	2	2	2	2
16471.942446043166	2	2	2	2
16486.742034943472	2	2	2	2
16501.541623843783	3	3	3	3
16516.34121274409	3	3	3	3
16531.1408016444	4	3	3	3
16545.940390544707	3	3	3	2
16560.739979445018	3	3	2	2
16575.539568345324	4	3	3	3
16590.33915724563	4	3	3	3
16605.13874614594	3	3	3	3
16619.93833504625	3	2	2	2
16634.737923946555	3	3	3	2
16649.537512846866	4	3	3	3
16664.337101747173	3	3	3	3
16679.136690647483	3	3	2	2
16693.93627954779	2	2	2	2
16708.7358684481	2	2	2	1
16723.535457348407	3	3	3	2
16738.335046248718	3	2	2	2
16753.134635149025	3	3	2	2
16767.93422404933	3	2	2	2
16782.733812949642	2	2	2	2
16797.53340184995	2	2	2	2
16812.332990750256	3	2	2	2
16827.132579650563	3	3	3	2
16841.932168550873	4	4	4	3
16856.73175745118	4	4	4	3
16871.53134635149	3	3	3	3
16886.3309352518	3	2	2	2
16901.130524152108	4	3	3	3
16915.930113052415	3	2	2	2
16930.729701952725	2	2	2	2
16945.529290853032	3	3	3	2
16960.32887975334	3	2	2	2
16975.12846865365	3	3	3	2
16989.928057553956	3	2	2	2
17004.727646454263	3	3	3	2
17019.527235354573	3	3	2	2
17034.32682425488	3	2	2	2
17049.12641315519	2	2	2	1
17063.926002055498	2	2	2	2
17078.725590955808	2	2	2	1
17093.525179856115	2	2	2	2
17108.324768756425	3	3	3	2
17123.124357656732	3	3	2	2
17137.92394655704	3	2	2	2
17152.72353545735	2	2	2	1
17167.523124357656	4	3	3	3
17182.322713257963	3	2	2	2
17197.122302158274	2	2	2	2
17211.92189105858	3	3	2	2
17226.72147995889	2	2	2	2
17241.521068859198	1	1	1	1
17256.32065775951	2	2	2	2
17271.120246659815	3	3	3	3
17285.919835560126	3	3	3	3
17300.719424460432	3	3	3	3
17315.51901336074	3	3	3	2
17330.31860226105	3	3	2	2
17345.118191161357	3	3	2	2
17359.917780061664	3	2	2	2
17374.71736896197	2	2	2	2
17389.51695786228	2	2	2	2
17404.31654676259	2	2	2	1
17419.116135662898	2	2	2	1
17433.91572456321	4	3	3	3
17448.715313463515	3	2	2	2
17463.514902363822	3	3	2	2
17478.314491264133	3	3	2	2
17493.11408016444	2	2	2	2
17507.913669064747	1	1	1	1
17522.713257965057	3	2	2	2
17537.512846865364	2	2	2	2
17552.31243576567	3	2	2	2
17567.11202466598	3	2	2	2
17581.911613566288	3	2	2	2
17596.7112024666	3	2	2	2
17611.51079136691	3	2	2	2
17626.310380267216	2	2	1	1
17641.109969167523	2	2	1	1
17655.909558067833	2	2	1	1
17670.70914696814	2	1	1	1
17685.508735868447	3	3	3	2
17700.308324768757	3	3	3	2
17715.107913669064	3	3	2	2
17729.90750256937	3	2	2	2
17744.70709146968	2	2	2	2
17759.50668036999	2	2	2	1
17774.3062692703	3	3	3	3
17789.105858170606	3	3	3	2
17803.905447070916	4	3	3	3
17818.705035971223	3	2	2	2
17833.504624871533	2	2	2	2
17848.30421377184	2	2	2	2
17863.103802672147	3	2	2	2
17877.903391572454	3	3	3	2
17892.702980472764	3	2	2	2
17907.50256937307	3	3	3	3
17922.30215827338	2	2	1	1
17937.10174717369	2	2	1	1
17951.901336074	2	2	2	1
17966.700924974306	2	1	1	1
17981.500513874616	3	3	3	2
17996.300102774923	3	3	2	2
18011.09969167523	3	2	2	2
18025.89928057554	3	2	2	2
18040.698869475847	4	3	3	3
18055.498458376154	4	4	3	3
18070.298047276465	3	3	2	2
18085.09763617677	3	3	3	3
18099.897225077082	3	3	3	2
18114.69681397739	3	3	2	2
18129.4964028777	3	2	2	2
18144.295991778006	4	3	3	3
18159.095580678317	3	3	3	2
18173.895169578624	2	2	2	1
18188.69475847893	3	2	2	2
18203.49434737924	3	2	2	2
18218.293936279548	3	3	2	2
18233.093525179855	3	3	3	3
18247.893114080165	3	3	2	2
18262.692702980472	3	3	3	3
18277.49229188078	2	2	2	1
18292.29188078109	2	1	1	1
18307.0914696814	2	2	2	2
18321.891058581707	3	3	2	2
18336.690647482017	1	1	1	1
18351.490236382324	2	2	2	2
18366.28982528263	2	2	2	2
18381.08941418294	2	2	1	1
18395.889003083248	3	3	3	3
18410.688591983555	3	3	3	2
18425.48818088386	3	3	3	2
18440.287769784172	3	3	3	2
18455.08735868448	3	2	2	2
18469.88694758479	2	2	2	2
18484.686536485096	3	3	2	2
18499.486125385407	4	3	3	3
18514.285714285714	2	2	2	1
18529.085303186024	2	2	1	1
18543.88489208633	2	1	1	1
18558.684480986638	2	1	1	1
18573.48406988695	3	3	2	2
18588.283658787255	3	3	3	3
18603.083247687562	3	3	3	3
18617.882836587873	3	3	3	2
18632.68242548818	3	3	2	2
18647.48201438849	3	2	2	2
18662.281603288797	2	2	2	1
18677.081192189107	3	3	2	2
18691.880781089414	3	3	3	3
18706.680369989725	2	2	2	2
18721.47995889003	2	2	1	1
18736.27954779034	2	2	1	1
18751.07913669065	3	3	3	2
18765.878725590956	3	2	2	2
18780.678314491262	3	3	2	2
18795.477903391573	3	2	2	2
18810.27749229188	4	3	3	3
18825.07708119219	4	3	3	3
18839.876670092497	4	4	3	3
18854.676258992808	3	3	3	2
18869.475847893114	3	3	3	2
18884.275436793425	3	3	3	2
18899.07502569373	2	2	2	2
18913.87461459404	2	2	2	1
18928.67420349435	2	2	2	2
18943.473792394656	3	3	3	2
18958.273381294963	4	3	3	3
18973.07297019527	2	2	2	1
18987.87255909558	3	3	2	2
19002.672147995887	3	2	2	2
19017.471736896197	3	3	2	2
19032.271325796508	3	3	3	2
19047.070914696815	3	3	3	3
19061.87050359712	3	3	3	3
19076.670092497432	3	3	3	3
19091.46968139774	3	3	2	2
19106.269270298046	4	3	3	3
19121.068859198356	4	4	4	3
19135.868448098663	4	4	3	3
19150.66803699897	3	3	2	2
19165.46762589928	2	2	2	2
19180.267214799587	2	2	2	1
19195.066803699898	1	1	1	1
19209.866392600205	4	3	3	3
19224.665981500515	4	4	4	3
19239.465570400822	4	4	3	3
19254.265159301132	3	2	2	2
19269.06474820144	2	2	2	1
19283.864337101746	2	1	1	1
19298.663926002057	3	2	2	2
19313.463514902363	3	3	2	2
19328.26310380267	3	3	2	2
19343.06269270298	3	3	3	2
19357.862281603288	3	3	3	2
19372.661870503598	3	3	3	2
19387.461459403905	3	3	2	2
19402.261048304215	4	4	3	3
19417.060637204522	3	3	3	2
19431.860226104833	2	2	2	2
19446.65981500514	2	2	2	2
19461.459403905446	3	2	2	2
19476.258992805753	3	2	2	2
19491.058581706064	3	2	2	2
19505.85817060637	2	2	1	1
19520.65775950668	2	1	1	1
19535.457348406988	2	1	1	1
19550.2569373073	3	3	3	3
19565.056526207605	3	3	3	2
19579.856115107916	3	3	3	2
19594.655704008223	3	3	2	2
19609.45529290853	3	3	2	2
19624.25488180884	3	3	2	2
19639.054470709147	3	3	3	3
19653.854059609454	3	3	3	2
19668.653648509764	3	2	2	2
19683.45323741007	3	3	3	2
19698.252826310378	2	2	2	1
19713.05241521069	2	2	2	1
19727.852004111	3	2	2	2
19742.651593011306	2	2	2	1
19757.451181911616	3	2	2	2
19772.250770811923	3	2	2	2
19787.05035971223	3	2	2	2
19801.84994861254	3	2	2	2
19816.649537512847	3	3	3	3
19831.449126413154	3	3	3	2
19846.248715313464	3	3	3	3
19861.04830421377	3	3	2	2
19875.847893114078	3	3	2	2
19890.64748201439	2	2	2	2
19905.447070914695	2	2	2	1
19920.246659815006	2	2	2	2
19935.046248715316	3	3	2	2
19949.845837615623	3	3	2	2
19964.64542651593	3	2	2	2
19979.44501541624	2	2	2	2
19994.244604316547	3	3	3	3
20009.044193216854	3	3	2	2
20023.84378211716	3	2	2	2
20038.64337101747	2	2	2	2
20053.44295991778	3	3	3	2
20068.24254881809	2	2	2	2
20083.042137718396	3	3	3	2
20097.841726618706	3	3	2	2
20112.641315519013	4	4	4	3
20127.440904419323	4	4	3	3
20142.24049331963	4	3	3	3
20157.040082219937	4	3	3	3
20171.839671120248	2	2	2	2
20186.639260020555	3	3	3	3
20201.43884892086	3	2	2	2
20216.238437821172	3	3	3	2
20231.03802672148	4	4	3	3
20245.83761562179	3	3	3	2
20260.637204522096	2	2	2	1
20275.436793422406	3	3	3	3
20290.236382322713	4	4	3	3
20305.035971223024	3	3	3	3
20319.83556012333	3	3	3	2
20334.635149023637	2	2	2	2
20349.434737923948	3	3	2	2
20364.234326824255	4	3	3	3
20379.03391572456	3	3	2	2
20393.833504624872	4	4	4	4
20408.63309352518	3	3	3	3
20423.432682425486	3	2	2	2
20438.232271325796	3	3	2	2
20453.031860226107	4	3	3	3
20467.831449126414	3	3	3	2
20482.631038026724	3	3	3	3
20497.43062692703	3	3	3	2
20512.230215827338	3	3	2	2
20527.02980472765	3	3	3	2
20541.829393627955	2	2	2	1
20556.628982528262	3	3	2	2
20571.42857142857	3	3	3	2
20586.22816032888	2	2	1	1
20601.027749229186	2	2	1	1
20615.827338129497	3	2	2	2
20630.626927029803	3	3	3	2
20645.426515930114	4	3	3	3
20660.22610483042	3	3	3	3
20675.02569373073	3	3	3	2
20689.825282631038	2	2	2	2
20704.624871531345	3	3	3	3
20719.424460431655	2	2	2	2
20734.224049331962	3	3	3	2
20749.02363823227	2	2	2	2
20763.82322713258	3	3	2	2
20778.622816032886	3	2	2	2
20793.422404933197	3	2	2	2
20808.221993833504	3	2	2	2
20823.021582733814	3	2	2	2
20837.82117163412	2	2	2	2
20852.62076053443	2	2	1	1
20867.42034943474	2	2	1	1
20882.219938335045	3	3	3	2
20897.019527235356	2	2	1	1
20911.819116135663	3	2	2	2
20926.61870503597	3	3	3	2
20941.41829393628	4	3	3	3
20956.217882836587	3	3	3	2
20971.017471736897	2	2	2	2
20985.817060637204	2	2	2	2
21000.616649537515	3	2	2	2
21015.41623843782	3	3	2	2
21030.215827338132	2	2	2	2
21045.01541623844	2	2	2	1
21059.815005138746	3	2	2	2
21074.614594039052	2	2	2	1
21089.414182939363	3	3	3	2
21104.21377183967	3	3	3	3
21119.013360739977	3	3	3	3
21133.812949640287	3	2	2	2
21148.612538540598	4	4	3	3
21163.412127440904	2	2	2	1
21178.211716341215	3	3	3	3
21193.01130524152	4	3	3	3
21207.81089414183	3	3	3	3
21222.61048304214	3	2	2	2
21237.410071942446	4	3	3	3
21252.209660842753	3	3	2	2
21267.009249743063	3	3	3	3
21281.80883864337	3	3	2	2
21296.608427543677	3	3	2	2
21311.408016443987	3	3	2	2
21326.207605344294	3	3	2	2
21341.007194244605	4	4	4	3
21355.806783144915	3	3	2	2
21370.606372045222	3	2	2	2
21385.40596094553	3	3	3	2
21400.20554984584	2	2	2	2
21415.005138746146	3	2	2	2
21429.804727646453	3	2	2	2
21444.604316546764	2	1	1	1
21459.40390544707	2	2	2	1
21474.203494347377	2	2	1	1
21489.003083247688	2	2	1	1
21503.802672147995	3	3	3	2
21518.602261048305	3	3	3	2
21533.401849948612	4	3	3	3
21548.201438848922	3	3	3	3
21563.00102774923	1	1	1	1
21577.80061664954	1	1	1	1
21592.600205549847	2	2	1	1
21607.399794450157	2	1	1	1
21622.199383350464	3	3	2	2
21636.99897225077	3	3	3	3
21651.798561151078	3	3	3	3
21666.598150051388	3	2	2	2
21681.397738951695	3	3	3	2
21696.197327852005	2	2	2	2
21710.996916752312	2	2	2	2
21725.796505652623	3	3	2	2
21740.59609455293	3	3	2	2
21755.395683453236	3	3	2	2
21770.195272353543	3	2	2	2
21784.994861253857	3	3	3	3
21799.794450154164	3	3	2	2
21814.59403905447	4	4	3	3
21829.393627954778	3	3	3	3
21844.193216855085	3	2	2	2
21858.992805755395	4	3	3	3
21873.792394655702	3	3	3	3
21888.591983556013	2	2	2	2
21903.391572456323	2	2	1	1
21918.19116135663	4	3	3	3
21932.990750256937	3	3	3	2
21947.790339157244	4	3	3	3
21962.58992805755	3	3	3	3
21977.389516957865	3	2	2	2
21992.18910585817	3	3	3	2
22006.98869475848	3	3	2	2
22021.788283658785	2	2	2	2
22036.587872559096	3	3	3	3
22051.387461459402	3	3	3	2
22066.187050359713	4	4	3	3
22080.986639260023	3	3	3	3
22095.78622816033	2	2	2	2
22110.585817060637	2	2	1	1
22125.385405960944	2	2	2	2
22140.18499486125	2	2	2	1
22154.984583761565	2	2	1	1
22169.78417266187	3	3	2	2
22184.58376156218	2	2	2	2
22199.383350462485	2	2	2	1
22214.182939362796	1	1	1	1
22228.982528263103	3	3	3	3
22243.782117163413	1	1	1	1
22258.58170606372	4	3	3	3
22273.38129496403	3	3	3	2
22288.180883864337	3	2	2	2
22302.980472764644	3	3	2	2
22317.78006166495	2	2	2	2
22332.579650565265	2	2	2	1
22347.379239465572	2	2	2	2
22362.17882836588	2	2	2	2
22376.978417266186	2	2	2	1
22391.778006166496	3	3	3	3
22406.577595066803	3	3	2	2
22421.37718396711	4	4	3	3
22436.17677286742	3	3	3	3
22450.97636176773	3	3	3	3
22465.775950668038	3	3	2	2
22480.575539568345	3	3	3	2
22495.37512846865	3	2	2	2
22510.17471736896	3	3	3	2
22524.974306269272	3	2	2	2
22539.77389516958	3	2	2	2
22554.573484069886	2	2	1	1
22569.373072970197	4	3	3	3
22584.172661870503	4	4	4	4
22598.97225077081	2	2	1	1
22613.77183967112	2	2	1	1
22628.57142857143	2	2	2	2
22643.371017471738	2	2	2	1
22658.170606372045	2	2	2	1
22672.97019527235	2	2	2	2
22687.76978417266	3	2	2	2
22702.569373072973	2	2	2	2
22717.36896197328	2	2	2	2
22732.168550873586	2	2	2	2
22746.968139773893	3	3	2	2
22761.767728674204	3	3	3	3
22776.56731757451	4	4	4	3
22791.36690647482	4	4	4	3
22806.16649537513	3	2	2	2
22820.96608427544	3	2	2	2
22835.765673175745	3	2	2	2
22850.565262076052	3	3	3	2
22865.36485097636	3	3	3	2
22880.164439876673	2	2	2	2
22894.96402877698	2	2	2	2
22909.763617677287	2	2	2	2
22924.563206577594	4	3	3	3
22939.362795477904	3	3	3	3
22954.16238437821	4	3	3	3
22968.961973278518	2	2	2	1
22983.76156217883	3	3	2	2
22998.56115107914	3	3	2	2
23013.360739979445	4	3	3	3
23028.160328879752	2	2	2	1
23042.95991778006	2	2	2	1
23057.759506680366	4	3	3	3
23072.55909558068	4	4	4	4
23087.358684480987	4	3	3	3
23102.158273381294	3	2	2	2
23116.957862281604	3	3	3	2
23131.75745118191	3	3	2	2
23146.557040082218	3	3	2	2
23161.35662898253	2	2	2	1
23176.15621788284	2	2	2	1
23190.955806783146	3	2	2	2
23205.755395683453	3	2	2	2
23220.55498458376	3	3	3	3
23235.354573484066	3	2	2	2
23250.15416238438	3	2	2	2
23264.953751284687	2	2	2	2
23279.753340184994	4	3	3	3
23294.552929085305	3	3	3	2
23309.35251798561	3	3	3	2
23324.15210688592	4	3	3	3
23338.95169578623	3	3	2	2
23353.75128468654	3	2	2	2
23368.550873586846	3	2	2	2
23383.350462487153	3	3	2	2
23398.15005138746	3	3	3	2
23412.949640287767	4	4	3	3
23427.74922918808	3	3	2	2
23442.548818088388	3	2	2	2
23457.348406988694	3	3	2	2
23472.147995889	4	3	3	3
23486.94758478931	3	2	2	2
23501.74717368962	2	2	2	2
23516.546762589925	2	2	2	2
23531.34635149024	2	1	1	1
23546.145940390546	3	3	3	3
23560.945529290853	3	3	3	3
23575.74511819116	3	3	3	3
23590.544707091467	3	3	3	2
23605.344295991777	4	3	3	3
23620.143884892088	3	3	3	2
23634.943473792395	2	2	1	1
23649.7430626927	3	2	2	2
23664.542651593012	3	3	3	2
23679.34224049332	3	3	2	2
23694.141829393626	3	3	2	2
23708.94141829394	2	2	2	2
23723.741007194247	3	3	3	2
23738.540596094554	3	3	3	3
23753.34018499486	3	2	2	2
23768.139773895167	3	3	2	2
23782.939362795478	3	3	3	2
23797.73895169579	3	3	3	2
23812.538540596095	3	3	3	3
23827.338129496402	4	4	3	3
23842.137718396712	4	4	4	3
23856.93730729702	4	3	3	3
23871.736896197326	4	4	3	3
23886.536485097637	3	3	3	2
23901.336073997947	3	3	3	3
23916.135662898254	4	4	4	3
23930.93525179856	2	2	2	2
23945.734840698868	3	3	3	3
23960.534429599174	3	3	2	2
23975.33401849949	2	2	2	1
23990.133607399795	2	2	2	2
24004.933196300102	3	2	2	2
24019.732785200413	2	2	1	1
24034.53237410072	2	2	2	1
24049.331963001026	3	3	2	2
24064.131551901333	2	2	2	1
24078.931140801647	2	2	2	1
24093.730729701954	2	2	2	2
24108.53031860226	3	2	2	2
24123.329907502568	3	3	3	3
24138.129496402875	2	2	2	2
24152.929085303185	2	2	1	1
24167.728674203496	2	2	1	1
24182.528263103803	3	3	3	2
24197.327852004113	4	4	3	3
24212.12744090442	3	2	2	2
24226.927029804727	2	2	2	2
24241.726618705034	2	1	1	1
24256.526207605348	2	1	1	1
24271.325796505655	3	3	2	2
24286.12538540596	3	3	2	2
24300.92497430627	3	3	3	2
24315.724563206575	3	3	3	2
24330.524152106886	3	3	2	2
24345.323741007196	3	3	3	2
24360.123329907503	3	3	3	2
24374.92291880781	4	3	3	3
24389.72250770812	2	2	2	1
24404.522096608427	2	2	2	2
24419.321685508734	2	2	2	2
24434.121274409048	4	3	3	3
24448.920863309355	3	3	2	2
24463.72045220966	3	3	3	2
24478.52004110997	3	3	2	2
24493.319630010275	2	2	1	1
24508.119218910586	2	1	1	1
24522.918807810896	4	4	3	3
24537.718396711203	3	3	3	2
24552.51798561151	3	3	3	2
24567.31757451182	2	2	1	1
24582.117163412127	3	3	2	2
24596.916752312434	3	3	2	2
24611.71634121274	3	3	2	2
24626.515930113055	3	3	3	3
24641.315519013362	4	4	3	3
24656.11510791367	3	3	3	3
24670.914696813976	3	3	2	2
24685.714285714283	3	3	2	2
24700.513874614593	3	3	2	2
24715.313463514904	3	3	2	2
24730.11305241521	4	3	3	3
24744.91264131552	4	3	3	3
24759.712230215828	2	2	2	1
24774.511819116135	2	2	2	1
24789.31140801644	3	3	2	2
24804.110996916756	3	3	2	2
24818.910585817062	3	3	3	2
24833.71017471737	3	3	3	2
24848.509763617676	2	1	1	1
24863.309352517983	2	1	1	1
24878.108941418293	3	3	2	2
24892.908530318604	3	3	3	3
24907.70811921891	3	3	2	2
