Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 696608d1beaa052d104a4dff - minikube	Unknown Heuristic - Run None (Profile ?) 696608d1beaa052d104a4dff - minikube-m02	Unknown Heuristic - Run None (Profile ?) 696608d1beaa052d104a4dff - minikube-m03	Unknown Heuristic - Run None (Profile ?) 696608d1beaa052d104a4dff - minikube-m04
16974.699646643112	2	2	2	2
16984.87632508834	3	3	2	2
16995.05300353357	3	3	2	2
17005.2296819788	3	3	2	2
17015.40636042403	3	3	2	2
17025.583038869256	3	3	2	2
17035.75971731449	2	2	2	2
17045.936395759716	3	3	2	2
17056.113074204946	3	3	2	2
17066.289752650177	3	3	2	2
17076.466431095407	3	3	2	2
17086.643109540637	3	3	2	2
17096.819787985864	2	2	2	2
17106.996466431097	3	3	2	2
17117.173144876324	3	3	2	2
17127.349823321554	3	3	2	2
17137.526501766784	3	3	2	2
17147.703180212015	3	3	2	2
17157.879858657245	2	2	2	2
17168.05653710247	3	3	2	2
17178.233215547705	3	3	2	2
17188.40989399293	3	3	2	2
17198.586572438162	3	3	2	2
17208.763250883392	3	3	2	2
17218.939929328622	2	2	2	2
17229.116607773853	3	3	2	2
17239.29328621908	3	3	2	2
17249.469964664313	3	3	2	2
17259.64664310954	3	3	2	2
17269.82332155477	3	3	2	2
17280.0	2	2	2	2
17290.17667844523	3	3	2	2
17300.35335689046	3	3	2	2
17310.530035335687	3	3	2	2
17320.70671378092	3	3	2	2
17330.883392226147	3	3	2	2
17341.060070671378	2	2	2	2
17351.236749116608	3	3	2	2
17361.413427561838	3	3	2	2
17371.59010600707	3	3	2	2
17381.766784452295	3	3	2	2
17391.943462897525	3	3	2	2
17402.120141342755	2	2	2	2
17412.296819787985	3	3	2	2
17422.473498233216	3	3	2	2
17432.650176678446	3	3	2	2
17442.826855123676	3	3	2	2
17453.003533568903	3	3	2	2
17463.180212014133	2	2	2	2
17473.356890459363	3	3	2	2
17483.533568904593	3	3	2	2
17493.710247349823	3	3	2	2
17503.886925795054	3	3	2	2
17514.063604240284	3	3	2	2
17524.24028268551	2	2	2	2
17534.41696113074	3	3	2	2
17544.59363957597	3	3	2	2
17554.7703180212	3	3	2	2
17564.94699646643	3	3	2	2
17575.12367491166	3	3	2	2
17585.30035335689	2	2	2	2
17595.47703180212	3	3	2	2
17605.65371024735	3	3	2	2
17615.83038869258	3	3	2	2
17626.00706713781	3	3	2	2
17636.18374558304	3	3	2	2
17646.36042402827	2	2	2	2
17656.5371024735	3	3	2	2
17666.713780918726	3	3	2	2
17676.890459363956	3	3	2	2
17687.067137809187	3	3	2	2
17697.243816254417	3	3	2	2
17707.420494699647	2	2	2	2
17717.597173144877	3	3	2	2
17727.773851590107	3	3	2	2
17737.950530035334	3	3	2	2
17748.127208480564	3	3	2	2
17758.303886925794	3	3	2	2
17768.480565371025	2	2	2	2
17778.657243816255	3	3	2	2
17788.833922261485	3	3	2	2
17799.010600706715	3	3	2	2
17809.18727915194	3	3	2	2
17819.363957597172	3	3	2	2
17829.540636042402	2	2	2	2
17839.717314487632	3	3	2	2
17849.893992932863	3	3	2	2
17860.070671378093	3	3	2	2
17870.247349823323	3	3	2	2
17880.42402826855	3	3	2	2
17890.60070671378	2	2	2	2
17900.77738515901	3	3	2	2
17910.95406360424	3	3	2	2
17921.13074204947	3	3	2	2
17931.3074204947	3	3	2	2
17941.48409893993	3	3	2	2
17951.660777385157	2	2	2	2
17961.837455830388	3	3	2	2
17972.014134275618	3	3	2	2
17982.190812720848	3	3	2	2
17992.36749116608	3	3	2	2
18002.54416961131	3	3	2	2
18012.72084805654	2	2	2	2
18022.897526501765	3	3	2	2
18033.074204946995	3	3	2	2
18043.250883392226	3	3	2	2
18053.427561837456	3	3	2	2
18063.604240282686	3	3	2	2
18073.780918727916	2	2	2	2
18083.957597173146	3	3	2	2
18094.134275618373	3	3	2	2
18104.310954063603	3	3	2	2
18114.487632508833	3	3	2	2
18124.664310954064	3	3	2	2
18134.840989399294	2	2	2	2
18145.017667844524	3	3	2	2
18155.194346289754	3	3	2	2
18165.37102473498	3	3	2	2
18175.54770318021	3	3	2	2
18185.72438162544	3	3	2	2
18195.90106007067	2	2	2	2
18206.0777385159	3	3	2	2
18216.254416961132	3	3	2	2
18226.431095406362	3	3	2	2
18236.60777385159	3	3	2	2
18246.78445229682	3	3	2	2
18256.96113074205	2	2	2	2
18267.13780918728	3	3	2	2
18277.31448763251	3	3	2	2
18287.49116607774	3	3	2	2
18297.66784452297	3	3	2	2
18307.844522968197	3	3	2	2
18318.021201413427	2	2	2	2
18328.197879858657	3	3	2	2
18338.374558303887	3	3	2	2
18348.551236749117	3	3	2	2
18358.727915194348	3	3	2	2
18368.904593639578	3	3	2	2
18379.081272084804	2	2	2	2
18389.257950530035	3	3	2	2
18399.434628975265	3	3	2	2
18409.611307420495	3	3	2	2
18419.78798586572	3	3	2	2
18429.964664310955	3	3	2	2
18440.141342756186	2	2	2	2
18450.318021201412	3	3	2	2
18460.494699646642	3	3	2	2
18470.671378091873	3	3	2	2
18480.848056537103	3	3	2	2
18491.02473498233	3	3	2	2
18501.201413427563	2	2	2	2
18511.378091872793	3	3	2	2
18521.55477031802	3	3	2	2
18531.73144876325	3	3	2	2
18541.90812720848	3	3	2	2
18552.08480565371	3	3	2	2
18562.261484098937	2	2	2	2
18572.43816254417	3	3	2	2
18582.6148409894	3	3	2	2
18592.791519434628	3	3	2	2
18602.968197879858	3	3	2	2
18613.14487632509	3	3	2	2
18623.32155477032	2	2	2	2
18633.498233215545	3	3	2	2
18643.67491166078	3	3	2	2
18653.85159010601	3	3	2	2
18664.028268551236	3	3	2	2
18674.204946996466	3	3	2	2
18684.381625441696	2	2	2	2
18694.558303886926	3	3	2	2
18704.734982332153	3	3	2	2
18714.911660777387	3	3	2	2
18725.088339222617	3	3	2	2
18735.265017667843	3	3	2	2
18745.441696113074	2	2	2	2
18755.618374558304	3	3	2	2
18765.795053003534	3	3	2	2
18775.97173144876	3	3	2	2
18786.148409893995	3	3	2	2
18796.325088339225	3	3	2	2
18806.50176678445	2	2	2	2
18816.67844522968	3	3	2	2
18826.85512367491	3	3	2	2
18837.031802120142	3	3	2	2
18847.20848056537	3	3	2	2
18857.385159010602	3	3	2	2
18867.56183745583	2	2	2	2
18877.73851590106	3	3	2	2
18887.91519434629	3	3	2	2
18898.09187279152	3	3	2	2
18908.26855123675	3	3	2	2
18918.445229681976	3	3	2	2
18928.62190812721	2	2	2	2
18938.798586572437	3	3	2	2
18948.975265017667	3	3	2	2
18959.151943462897	3	3	2	2
18969.328621908127	3	3	2	2
18979.505300353358	3	3	2	2
18989.681978798584	2	2	2	2
18999.858657243818	3	3	2	2
19010.035335689045	3	3	2	2
19020.212014134275	3	3	2	2
19030.388692579505	3	3	2	2
19040.565371024735	3	3	2	2
19050.742049469965	2	2	2	2
19060.918727915192	3	3	2	2
19071.095406360426	3	3	2	2
19081.272084805652	3	3	2	2
19091.448763250883	3	3	2	2
19101.625441696113	3	3	2	2
19111.802120141343	2	2	2	2
19121.978798586573	3	3	2	2
19132.1554770318	3	3	2	2
19142.332155477034	3	3	2	2
19152.50883392226	3	3	2	2
19162.68551236749	3	3	2	2
19172.86219081272	2	2	2	2
19183.03886925795	3	3	2	2
19193.21554770318	3	3	2	2
19203.392226148408	3	3	2	2
19213.56890459364	3	3	2	2
19223.745583038868	3	3	2	2
19233.9222614841	2	2	2	2
19244.09893992933	3	3	2	2
19254.27561837456	3	3	2	2
19264.45229681979	3	3	2	2
19274.628975265015	3	3	2	2
19284.80565371025	3	3	2	2
19294.982332155476	2	2	2	2
19305.159010600706	3	3	2	2
19315.335689045936	3	3	2	2
19325.512367491167	3	3	2	2
19335.689045936397	3	3	2	2
19345.865724381623	3	3	2	2
19356.042402826857	2	2	2	2
19366.219081272084	3	3	2	2
19376.395759717314	3	3	2	2
19386.572438162544	3	3	2	2
19396.749116607774	3	3	2	2
19406.925795053005	3	3	2	2
19417.10247349823	2	2	2	2
19427.279151943465	3	3	2	2
19437.45583038869	3	3	2	2
19447.63250883392	3	3	2	2
19457.809187279152	3	3	2	2
19467.985865724382	3	3	2	2
19478.162544169612	2	2	2	2
19488.33922261484	3	3	2	2
19498.515901060073	3	3	2	2
19508.6925795053	3	3	2	2
19518.86925795053	3	3	2	2
19529.04593639576	3	3	2	2
19539.22261484099	2	2	2	2
19549.39929328622	3	3	2	2
19559.575971731447	3	3	2	2
19569.75265017668	3	3	2	2
19579.929328621907	3	3	2	2
19590.106007067137	3	3	2	2
19600.282685512368	2	2	2	2
19610.459363957598	3	3	2	2
19620.636042402828	3	3	2	2
19630.812720848055	3	3	2	2
19640.98939929329	3	3	2	2
19651.166077738515	3	3	2	2
19661.342756183745	2	2	2	2
19671.519434628975	3	3	2	2
19681.696113074206	3	3	2	2
19691.872791519436	3	3	2	2
19702.049469964662	3	3	2	2
19712.226148409896	3	3	2	2
19722.402826855123	2	2	2	2
19732.579505300353	3	3	2	2
19742.756183745583	3	3	2	2
19752.932862190813	3	3	2	2
19763.109540636044	3	3	2	2
19773.28621908127	3	3	2	2
19783.462897526504	2	2	2	2
19793.63957597173	3	3	2	2
19803.81625441696	3	3	2	2
19813.99293286219	3	3	2	2
19824.16961130742	3	3	2	2
19834.34628975265	3	3	2	2
19844.522968197878	2	2	2	2
19854.69964664311	3	3	2	2
19864.87632508834	3	3	2	2
19875.05300353357	3	3	2	2
19885.2296819788	3	3	2	2
19895.40636042403	3	3	2	2
19905.58303886926	2	2	2	2
19915.759717314486	3	3	2	2
19925.936395759716	3	3	2	2
19936.113074204946	3	3	2	2
19946.289752650177	3	3	2	2
19956.466431095407	3	3	2	2
19966.643109540637	2	2	2	2
19976.819787985867	3	3	2	2
19986.996466431094	3	3	2	2
19997.173144876324	3	3	2	2
20007.349823321554	3	3	2	2
20017.526501766784	3	3	2	2
20027.703180212015	2	2	2	2
20037.879858657245	3	3	2	2
20048.056537102475	3	3	2	2
20058.2332155477	3	3	2	2
20068.40989399293	3	3	2	2
20078.586572438162	3	3	2	2
20088.763250883392	2	2	2	2
20098.939929328622	3	3	2	2
20109.116607773853	3	3	2	2
20119.293286219083	3	3	2	2
20129.46996466431	3	3	2	2
20139.64664310954	3	3	2	2
20149.82332155477	2	2	2	2
20160.0	3	3	2	2
20170.17667844523	3	3	2	2
20180.35335689046	3	3	2	2
20190.53003533569	3	3	2	2
20200.706713780917	3	3	2	2
20210.883392226147	2	2	2	2
20221.060070671378	3	3	2	2
20231.236749116608	3	3	2	2
20241.413427561838	3	3	2	2
20251.59010600707	3	3	2	2
20261.7667844523	3	3	2	2
20271.943462897525	2	2	2	2
20282.120141342755	3	3	2	2
20292.296819787985	3	3	2	2
20302.473498233216	3	3	2	2
20312.650176678446	3	3	2	2
20322.826855123676	3	3	2	2
20333.003533568906	2	2	2	2
20343.180212014133	3	3	2	2
20353.356890459363	3	3	2	2
20363.533568904593	3	3	2	2
20373.710247349823	3	3	2	2
20383.886925795054	3	3	2	2
20394.063604240284	2	2	2	2
20404.240282685514	3	3	2	2
20414.41696113074	3	3	2	2
20424.59363957597	3	3	2	2
20434.7703180212	3	3	2	2
20444.94699646643	3	3	2	2
20455.12367491166	2	2	2	2
20465.30035335689	3	3	2	2
20475.477031802122	3	3	2	2
20485.65371024735	3	3	2	2
20495.83038869258	3	3	2	2
20506.00706713781	3	3	2	2
20516.18374558304	2	2	2	2
20526.36042402827	3	3	2	2
20536.5371024735	3	3	2	2
20546.71378091873	3	3	2	2
20556.890459363956	3	3	2	2
20567.067137809187	3	3	2	2
20577.243816254417	2	2	2	2
20587.420494699647	3	3	2	2
20597.597173144877	3	3	2	2
20607.773851590107	3	3	2	2
20617.950530035338	3	3	2	2
20628.127208480564	3	3	2	2
20638.303886925794	2	2	2	2
20648.480565371025	3	3	2	2
20658.657243816255	3	3	2	2
20668.833922261485	3	3	2	2
20679.010600706715	3	3	2	2
20689.18727915194	3	3	2	2
20699.363957597172	2	2	2	2
20709.540636042402	3	3	2	2
20719.717314487632	3	3	2	2
20729.893992932863	3	3	2	2
20740.070671378093	3	3	2	2
20750.247349823323	3	3	2	2
20760.42402826855	2	2	2	2
20770.60070671378	3	3	2	2
20780.77738515901	3	3	2	2
20790.95406360424	3	3	2	2
20801.13074204947	3	3	2	2
20811.3074204947	3	3	2	2
20821.48409893993	2	2	2	2
20831.660777385157	3	3	2	2
20841.837455830388	3	3	2	2
20852.014134275618	3	3	2	2
20862.190812720848	3	3	2	2
20872.36749116608	3	3	2	2
20882.544169611305	2	2	2	2
20892.72084805654	3	3	2	2
20902.897526501765	3	3	2	2
20913.074204946995	3	3	2	2
20923.250883392226	3	3	2	2
20933.427561837456	3	3	2	2
20943.604240282686	2	2	2	2
20953.780918727913	3	3	2	2
20963.957597173146	3	3	2	2
20974.134275618373	3	3	2	2
20984.310954063603	3	3	2	2
20994.487632508833	3	3	2	2
21004.664310954064	2	2	2	2
21014.840989399294	3	3	2	2
21025.01766784452	3	3	2	2
21035.194346289754	3	3	2	2
21045.37102473498	3	3	2	2
21055.54770318021	3	3	2	2
21065.72438162544	2	2	2	2
21075.90106007067	3	3	2	2
21086.0777385159	3	3	2	2
21096.25441696113	3	3	2	2
21106.431095406362	3	3	2	2
21116.60777385159	3	3	2	2
21126.78445229682	2	2	2	2
21136.96113074205	3	3	2	2
21147.13780918728	3	3	2	2
21157.31448763251	3	3	2	2
21167.491166077736	3	3	2	2
21177.66784452297	3	3	2	2
21187.844522968197	2	2	2	2
21198.021201413427	3	3	2	2
21208.197879858657	3	3	2	2
21218.374558303887	3	3	2	2
21228.551236749117	3	3	2	2
21238.727915194344	3	3	2	2
21248.904593639578	2	2	2	2
21259.081272084804	3	3	2	2
21269.257950530035	3	3	2	2
21279.434628975265	3	3	2	2
21289.611307420495	3	3	2	2
21299.787985865725	3	3	2	2
21309.96466431095	2	2	2	2
21320.141342756186	3	3	2	2
21330.318021201412	3	3	2	2
21340.494699646642	3	3	2	2
21350.671378091873	3	3	2	2
21360.848056537103	3	3	2	2
21371.024734982333	2	2	2	2
21381.20141342756	3	3	2	2
21391.378091872793	3	3	2	2
21401.55477031802	3	3	2	2
21411.73144876325	3	3	2	2
21421.90812720848	3	3	2	2
21432.08480565371	2	2	2	2
21442.26148409894	3	3	2	2
21452.438162544167	3	3	2	2
21462.6148409894	3	3	2	2
21472.791519434628	3	3	2	2
21482.968197879858	3	3	2	2
21493.14487632509	2	2	2	2
21503.32155477032	3	3	2	2
21513.49823321555	3	3	2	2
21523.674911660775	3	3	2	2
21533.85159010601	3	3	2	2
21544.028268551236	3	3	2	2
21554.204946996466	2	2	2	2
21564.381625441696	3	3	2	2
21574.558303886926	3	3	2	2
21584.734982332157	3	3	2	2
21594.911660777383	3	3	2	2
21605.088339222613	3	3	2	2
21615.265017667843	2	2	2	2
21625.441696113074	3	3	2	2
21635.618374558304	3	3	2	2
21645.795053003534	3	3	2	2
21655.97173144876	3	3	2	2
21666.14840989399	3	3	2	2
21676.325088339225	2	2	2	2
21686.501766784455	3	3	2	2
21696.67844522968	3	3	2	2
21706.85512367491	3	3	2	2
21717.031802120142	3	3	2	2
21727.208480565372	3	3	2	2
21737.385159010602	2	2	2	2
21747.56183745583	3	3	2	2
21757.73851590106	3	3	2	2
21767.91519434629	3	3	2	2
21778.09187279152	3	3	2	2
21788.26855123675	3	3	2	2
21798.445229681976	2	2	2	2
21808.621908127207	3	3	2	2
21818.79858657244	3	3	2	2
21828.97526501767	3	3	2	2
21839.151943462897	3	3	2	2
21849.328621908127	3	3	2	2
21859.505300353358	2	2	2	2
21869.681978798588	3	3	2	2
21879.858657243818	3	3	2	2
21890.035335689045	3	3	2	2
21900.212014134275	3	3	2	2
21910.388692579505	3	3	2	2
21920.565371024735	2	2	2	2
21930.742049469965	3	3	2	2
21940.918727915192	3	3	2	2
21951.095406360422	3	3	2	2
21961.272084805656	3	3	2	2
21971.448763250886	3	3	2	2
21981.62544169611	2	2	2	2
21991.802120141343	3	3	2	2
22001.978798586573	3	3	2	2
22012.155477031803	3	3	2	2
22022.332155477034	3	3	2	2
22032.50883392226	3	3	2	2
22042.68551236749	2	2	2	2
22052.86219081272	3	3	2	2
22063.03886925795	3	3	2	2
22073.215547703177	3	3	2	2
22083.392226148408	3	3	2	2
22093.568904593638	3	3	2	2
22103.74558303887	2	2	2	2
22113.922261484102	3	3	2	2
22124.098939929325	3	3	2	2
22134.27561837456	3	3	2	2
22144.45229681979	3	3	2	2
22154.62897526502	3	3	2	2
22164.80565371025	2	2	2	2
22174.982332155476	3	3	2	2
22185.159010600706	3	3	2	2
22195.335689045936	3	3	2	2
22205.512367491167	3	3	2	2
22215.689045936393	3	3	2	2
22225.865724381623	2	2	2	2
22236.042402826854	3	3	2	2
22246.219081272087	3	3	2	2
22256.395759717318	3	3	2	2
22266.57243816254	3	3	2	2
22276.749116607774	3	3	2	2
22286.925795053005	2	2	2	2
22297.102473498235	3	3	2	2
22307.279151943465	3	3	2	2
22317.45583038869	3	3	2	2
22327.63250883392	3	3	2	2
22337.809187279152	3	3	2	2
22347.985865724382	2	2	2	2
22358.16254416961	3	3	2	2
22368.33922261484	3	3	2	2
22378.51590106007	3	3	2	2
22388.6925795053	3	3	2	2
22398.869257950533	3	3	2	2
22409.045936395756	2	2	2	2
22419.22261484099	3	3	2	2
22429.39929328622	3	3	2	2
22439.57597173145	3	3	2	2
22449.75265017668	3	3	2	2
22459.929328621907	3	3	2	2
22470.106007067137	2	2	2	2
22480.282685512368	3	3	2	2
22490.459363957598	3	3	2	2
22500.636042402824	3	3	2	2
22510.812720848055	3	3	2	2
22520.989399293285	3	3	2	2
22531.166077738515	2	2	2	2
22541.34275618375	3	3	2	2
22551.51943462897	3	3	2	2
22561.696113074206	3	3	2	2
22571.872791519436	3	3	2	2
22582.049469964666	3	3	2	2
22592.226148409896	2	2	2	2
22602.402826855123	3	3	2	2
22612.579505300353	3	3	2	2
22622.756183745583	3	3	2	2
22632.932862190813	3	3	2	2
22643.10954063604	3	3	2	2
22653.28621908127	2	2	2	2
22663.4628975265	3	3	2	2
22673.63957597173	3	3	2	2
22683.816254416965	3	3	2	2
22693.992932862187	3	3	2	2
22704.16961130742	3	3	2	2
22714.34628975265	2	2	2	2
22724.52296819788	3	3	2	2
22734.699646643112	3	3	2	2
22744.87632508834	3	3	2	2
22755.05300353357	3	3	2	2
22765.2296819788	3	3	2	2
22775.40636042403	2	2	2	2
22785.583038869256	3	3	2	2
22795.759717314486	3	3	2	2
22805.936395759716	3	3	2	2
22816.113074204946	3	3	2	2
22826.28975265018	3	3	2	2
22836.466431095403	2	2	2	2
22846.643109540637	3	3	2	2
22856.819787985867	3	3	2	2
22866.996466431097	3	3	2	2
22877.173144876328	3	3	2	2
22887.349823321554	3	3	2	2
22897.526501766784	2	2	2	2
22907.703180212015	3	3	2	2
22917.879858657245	3	3	2	2
22928.05653710247	3	3	2	2
22938.2332155477	3	3	2	2
22948.40989399293	3	3	2	2
22958.586572438162	2	2	2	2
22968.763250883396	3	3	2	2
22978.93992932862	3	3	2	2
22989.116607773853	3	3	2	2
22999.293286219083	3	3	2	2
23009.469964664313	3	3	2	2
23019.64664310954	2	2	2	2
23029.82332155477	3	3	2	2
23040.0	3	3	2	2
23050.17667844523	3	3	2	2
23060.35335689046	3	3	2	2
23070.530035335687	3	3	2	2
23080.706713780917	2	2	2	2
23090.883392226147	3	3	2	2
23101.060070671378	3	3	2	2
23111.23674911661	3	3	2	2
23121.413427561834	3	3	2	2
23131.59010600707	3	3	2	2
23141.7667844523	2	2	2	2
23151.94346289753	3	3	2	2
23162.120141342755	3	3	2	2
23172.296819787985	3	3	2	2
23182.473498233216	3	3	2	2
23192.650176678446	3	3	2	2
23202.826855123676	2	2	2	2
23213.003533568903	3	3	2	2
23223.180212014133	3	3	2	2
23233.356890459363	3	3	2	2
23243.533568904593	3	3	2	2
23253.710247349827	3	3	2	2
23263.88692579505	2	2	2	2
23274.063604240284	3	3	2	2
23284.240282685514	3	3	2	2
23294.416961130744	3	3	2	2
23304.59363957597	3	3	2	2
23314.7703180212	3	3	2	2
23324.94699646643	2	2	2	2
23335.12367491166	3	3	2	2
23345.30035335689	3	3	2	2
23355.47703180212	3	3	2	2
23365.65371024735	3	3	2	2
23375.83038869258	3	3	2	2
23386.00706713781	2	2	2	2
23396.183745583043	3	3	2	2
23406.360424028266	3	3	2	2
23416.537102473496	3	3	2	2
23426.71378091873	3	3	2	2
23436.89045936396	3	3	2	2
23447.067137809187	2	2	2	2
23457.243816254417	3	3	2	2
23467.420494699647	3	3	2	2
23477.597173144877	3	3	2	2
23487.773851590107	3	3	2	2
23497.950530035334	3	3	2	2
23508.127208480564	2	2	2	2
23518.303886925794	3	3	2	2
23528.480565371025	3	3	2	2
23538.65724381626	3	3	2	2
23548.83392226148	3	3	2	2
23559.01060070671	3	3	2	2
23569.187279151945	2	2	2	2
23579.363957597176	3	3	2	2
23589.540636042402	3	3	2	2
23599.717314487632	3	3	2	2
23609.893992932863	3	3	2	2
23620.070671378093	3	3	2	2
23630.247349823323	2	2	2	2
23640.42402826855	3	3	2	2
23650.60070671378	3	3	2	2
23660.77738515901	3	3	2	2
23670.95406360424	3	3	2	2
23681.130742049474	3	3	2	2
23691.307420494697	2	2	2	2
23701.484098939927	3	3	2	2
23711.66077738516	3	3	2	2
23721.83745583039	3	3	2	2
23732.014134275618	3	3	2	2
23742.190812720848	3	3	2	2
23752.36749116608	2	2	2	2
23762.54416961131	3	3	2	2
23772.72084805654	3	3	2	2
23782.897526501765	3	3	2	2
23793.074204946995	3	3	2	2
23803.250883392226	3	3	2	2
23813.427561837456	2	2	2	2
23823.604240282686	3	3	2	2
23833.780918727913	3	3	2	2
23843.957597173143	3	3	2	2
23854.134275618377	3	3	2	2
23864.310954063607	3	3	2	2
23874.487632508833	2	2	2	2
23884.664310954064	3	3	2	2
23894.840989399294	3	3	2	2
23905.017667844524	3	3	2	2
23915.194346289754	3	3	2	2
23925.37102473498	3	3	2	2
23935.54770318021	2	2	2	2
23945.72438162544	3	3	2	2
23955.90106007067	3	3	2	2
23966.077738515898	3	3	2	2
23976.25441696113	3	3	2	2
23986.43109540636	3	3	2	2
23996.607773851592	2	2	2	2
24006.784452296823	3	3	2	2
24016.96113074205	3	3	2	2
24027.13780918728	3	3	2	2
24037.31448763251	3	3	2	2
24047.49116607774	3	3	2	2
24057.66784452297	2	2	2	2
24067.844522968197	3	3	2	2
24078.021201413427	3	3	2	2
24088.197879858657	3	3	2	2
24098.374558303887	3	3	2	2
24108.551236749114	3	3	2	2
24118.727915194344	2	2	2	2
24128.904593639574	3	3	2	2
24139.081272084808	3	3	2	2
24149.25795053004	3	3	2	2
24159.434628975265	3	3	2	2
24169.611307420495	3	3	2	2
24179.787985865725	2	2	2	2
24189.964664310955	3	3	2	2
24200.141342756186	3	3	2	2
24210.318021201412	3	3	2	2
24220.494699646642	3	3	2	2
24230.671378091873	3	3	2	2
24240.848056537103	2	2	2	2
24251.02473498233	3	3	2	2
24261.20141342756	3	3	2	2
24271.37809187279	3	3	2	2
24281.554770318024	3	3	2	2
24291.731448763254	3	3	2	2
24301.90812720848	2	2	2	2
24312.08480565371	3	3	2	2
24322.26148409894	3	3	2	2
24332.43816254417	3	3	2	2
24342.6148409894	3	3	2	2
24352.791519434628	3	3	2	2
24362.968197879858	2	2	2	2
24373.14487632509	3	3	2	2
24383.32155477032	3	3	2	2
24393.498233215545	3	3	2	2
24403.674911660775	3	3	2	2
24413.851590106005	3	3	2	2
24424.02826855124	2	2	2	2
24434.20494699647	3	3	2	2
24444.381625441692	3	3	2	2
24454.558303886926	3	3	2	2
24464.734982332157	3	3	2	2
24474.911660777387	3	3	2	2
24485.088339222617	2	2	2	2
24495.265017667843	3	3	2	2
24505.441696113074	3	3	2	2
24515.618374558304	3	3	2	2
24525.795053003534	3	3	2	2
24535.97173144876	3	3	2	2
24546.14840989399	2	2	2	2
24556.32508833922	3	3	2	2
24566.501766784455	3	3	2	2
24576.678445229685	3	3	2	2
24586.855123674908	3	3	2	2
24597.031802120142	3	3	2	2
24607.208480565372	2	2	2	2
24617.385159010602	3	3	2	2
24627.561837455833	3	3	2	2
24637.73851590106	3	3	2	2
24647.91519434629	3	3	2	2
24658.09187279152	3	3	2	2
24668.26855123675	2	2	2	2
24678.445229681976	3	3	2	2
24688.621908127207	3	3	2	2
24698.798586572437	3	3	2	2
24708.97526501767	3	3	2	2
24719.1519434629	3	3	2	2
24729.328621908124	2	2	2	2
24739.505300353358	3	3	2	2
24749.681978798588	3	3	2	2
24759.858657243818	3	3	2	2
24770.03533568905	3	3	2	2
24780.212014134275	3	3	2	2
24790.388692579505	2	2	2	2
24800.565371024735	3	3	2	2
24810.742049469965	3	3	2	2
24820.918727915192	3	3	2	2
24831.095406360422	3	3	2	2
24841.272084805652	3	3	2	2
24851.448763250883	2	2	2	2
24861.625441696116	3	3	2	2
24871.80212014134	3	3	2	2
24881.978798586573	3	3	2	2
24892.155477031803	3	3	2	2
24902.332155477034	3	3	2	2
24912.50883392226	2	2	2	2
24922.68551236749	3	3	2	2
24932.86219081272	3	3	2	2
24943.03886925795	3	3	2	2
24953.21554770318	3	3	2	2
24963.392226148408	3	3	2	2
24973.568904593638	2	2	2	2
24983.745583038868	3	3	2	2
24993.9222614841	3	3	2	2
25004.098939929332	3	3	2	2
25014.275618374555	3	3	2	2
25024.45229681979	3	3	2	2
25034.62897526502	2	2	2	2
25044.80565371025	3	3	2	2
25054.982332155476	3	3	2	2
25065.159010600706	3	3	2	2
25075.335689045936	3	3	2	2
25085.512367491167	3	3	2	2
25095.689045936397	2	2	2	2
25105.865724381623	3	3	2	2
25116.042402826854	3	3	2	2
25126.219081272084	3	3	2	2
25136.395759717314	3	3	2	2
25146.572438162548	3	3	2	2
25156.74911660777	2	2	2	2
25166.925795053005	3	3	2	2
25177.102473498235	3	3	2	2
25187.279151943465	3	3	2	2
25197.45583038869	3	3	2	2
25207.63250883392	3	3	2	2
25217.809187279152	2	2	2	2
25227.985865724382	3	3	2	2
25238.162544169612	3	3	2	2
25248.33922261484	3	3	2	2
25258.51590106007	3	3	2	2
25268.6925795053	3	3	2	2
25278.86925795053	2	2	2	2
25289.045936395763	3	3	2	2
25299.222614840986	3	3	2	2
25309.39929328622	3	3	2	2
25319.57597173145	3	3	2	2
25329.75265017668	3	3	2	2
25339.929328621907	2	2	2	2
25350.106007067137	3	3	2	2
25360.282685512368	3	3	2	2
25370.459363957598	3	3	2	2
25380.636042402828	3	3	2	2
25390.812720848055	3	3	2	2
25400.989399293285	2	2	2	2
25411.166077738515	3	3	2	2
25421.342756183745	3	3	2	2
25431.51943462898	3	3	2	2
25441.696113074202	3	3	2	2
25451.872791519436	3	3	2	2
25462.049469964666	2	2	2	2
25472.226148409896	3	3	2	2
25482.402826855123	3	3	2	2
25492.579505300353	3	3	2	2
25502.756183745583	3	3	2	2
25512.932862190813	3	3	2	2
25523.109540636044	2	2	2	2
25533.28621908127	3	3	2	2
25543.4628975265	3	3	2	2
25553.63957597173	3	3	2	2
25563.81625441696	3	3	2	2
25573.992932862195	3	3	2	2
25584.169611307418	2	2	2	2
25594.34628975265	3	3	2	2
25604.52296819788	3	3	2	2
25614.699646643112	3	3	2	2
25624.87632508834	3	3	2	2
25635.05300353357	3	3	2	2
25645.2296819788	2	2	2	2
25655.40636042403	3	3	2	2
25665.58303886926	3	3	2	2
25675.759717314486	3	3	2	2
25685.936395759716	3	3	2	2
25696.113074204946	3	3	2	2
25706.289752650177	2	2	2	2
25716.46643109541	3	3	2	2
25726.643109540633	3	3	2	2
25736.819787985867	3	3	2	2
25746.996466431097	3	3	2	2
25757.173144876328	3	3	2	2
