Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 696202e2847a5525daa3b0d2 - minikube	Unknown Heuristic - Run None (Profile ?) 696202e2847a5525daa3b0d2 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 696202e2847a5525daa3b0d2 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 696202e2847a5525daa3b0d2 - minikube-m04
20641.491609695462	4	4	4	4
20652.231199502796	4	4	4	4
20662.97078931013	4	4	4	4
20673.710379117463	4	4	4	4
20684.449968924797	4	3	3	3
20695.18955873213	4	4	4	4
20705.929148539464	4	4	4	4
20716.668738346798	4	4	4	4
20727.40832815413	4	4	4	4
20738.147917961465	4	4	4	4
20748.8875077688	4	3	3	3
20759.627097576136	4	4	4	4
20770.36668738347	4	4	4	4
20781.106277190804	4	4	4	4
20791.845866998137	4	4	4	4
20802.58545680547	4	4	4	4
20813.325046612805	4	3	3	3
20824.06463642014	4	4	4	4
20834.804226227472	4	4	4	4
20845.543816034806	4	4	4	4
20856.28340584214	4	4	4	4
20867.022995649473	4	4	4	4
20877.762585456807	4	3	3	3
20888.50217526414	4	4	4	4
20899.241765071474	4	4	4	4
20909.981354878808	4	4	4	4
20920.72094468614	4	4	4	4
20931.460534493475	4	4	4	4
20942.20012430081	4	3	3	3
20952.939714108143	4	4	4	4
20963.679303915476	4	4	4	4
20974.41889372281	4	4	4	4
20985.158483530144	4	4	4	4
20995.898073337477	4	4	4	4
21006.63766314481	4	3	3	3
21017.377252952145	4	4	4	4
21028.11684275948	4	4	4	4
21038.856432566812	4	4	4	4
21049.596022374146	4	4	4	4
21060.33561218148	4	4	4	4
21071.075201988813	4	3	3	3
21081.814791796147	4	4	4	4
21092.55438160348	4	4	4	4
21103.293971410814	4	4	4	4
21114.033561218148	4	4	4	4
21124.77315102548	4	4	4	4
21135.512740832815	4	3	3	3
21146.25233064015	4	4	4	4
21156.991920447483	4	4	4	4
21167.731510254816	4	4	4	4
21178.47110006215	4	4	4	4
21189.210689869484	4	4	4	4
21199.950279676817	4	3	3	3
21210.68986948415	4	4	4	4
21221.429459291485	4	4	4	4
21232.16904909882	4	4	4	4
21242.908638906152	4	4	4	4
21253.648228713486	4	4	4	4
21264.38781852082	4	3	3	3
21275.127408328153	4	4	4	4
21285.866998135487	4	4	4	4
21296.60658794282	4	4	4	4
21307.346177750154	4	4	4	4
21318.085767557488	4	4	4	4
21328.82535736482	4	3	3	3
21339.564947172155	4	4	4	4
21350.30453697949	4	4	4	4
21361.044126786823	4	4	4	4
21371.783716594156	4	4	4	4
21382.52330640149	4	4	4	4
21393.262896208824	4	3	3	3
21404.002486016157	4	4	4	4
21414.74207582349	4	4	4	4
21425.481665630825	4	4	4	4
21436.221255438162	4	4	4	4
21446.960845245496	4	4	4	4
21457.70043505283	4	3	3	3
21468.440024860163	4	4	4	4
21479.179614667497	4	4	4	4
21489.91920447483	4	4	4	4
21500.658794282164	4	4	4	4
21511.398384089498	4	4	4	4
21522.13797389683	4	3	3	3
21532.877563704165	4	4	4	4
21543.6171535115	4	4	4	4
21554.356743318833	4	4	4	4
21565.096333126166	4	4	4	4
21575.8359229335	4	4	4	4
21586.575512740834	4	3	3	3
21597.315102548167	4	4	4	4
21608.054692355498	4	4	4	4
21618.794282162835	4	4	4	4
21629.533871970165	4	4	4	4
21640.273461777502	4	4	4	4
21651.013051584832	4	3	3	3
21661.75264139217	4	4	4	4
21672.4922311995	4	4	4	4
21683.231821006837	4	4	4	4
21693.971410814167	4	4	4	4
21704.711000621504	4	4	4	4
21715.450590428838	4	3	3	3
21726.19018023617	4	4	4	4
21736.929770043505	4	4	4	4
21747.66935985084	4	4	4	4
21758.408949658173	4	4	4	4
21769.148539465506	4	4	4	4
21779.88812927284	4	3	3	3
21790.627719080174	4	4	4	4
21801.367308887508	4	4	4	4
21812.10689869484	4	4	4	4
21822.846488502175	4	4	4	4
21833.58607830951	4	4	4	4
21844.325668116842	4	3	3	3
21855.06525792418	4	4	4	4
21865.80484773151	4	4	4	4
21876.544437538847	4	4	4	4
21887.284027346177	4	4	4	4
21898.023617153514	4	4	4	4
21908.763206960844	4	3	3	3
21919.50279676818	4	4	4	4
21930.24238657551	4	4	4	4
21940.98197638285	4	4	4	4
21951.72156619018	4	4	4	4
21962.461155997516	4	4	4	4
21973.200745804847	4	3	3	3
21983.940335612184	4	4	4	4
21994.679925419514	4	4	4	4
22005.41951522685	4	4	4	4
22016.15910503418	4	4	4	4
22026.89869484152	4	4	4	4
22037.63828464885	4	3	3	3
22048.377874456186	4	4	4	4
22059.117464263516	4	4	4	4
22069.857054070853	4	4	4	4
22080.596643878183	4	4	4	4
22091.33623368552	4	4	4	4
22102.07582349285	4	3	3	3
22112.815413300188	4	4	4	4
22123.55500310752	4	4	4	4
22134.294592914855	4	4	4	4
22145.03418272219	4	4	4	4
22155.77377252952	4	4	4	4
22166.513362336857	4	3	3	3
22177.252952144187	4	4	4	4
22187.992541951524	4	4	4	4
22198.732131758854	4	4	4	4
22209.47172156619	4	4	4	4
22220.21131137352	4	4	4	4
22230.95090118086	4	3	3	3
22241.69049098819	4	4	4	4
22252.430080795526	4	4	4	4
22263.169670602856	4	4	4	4
22273.909260410193	4	4	4	4
22284.648850217523	4	4	4	4
22295.38844002486	4	3	3	3
22306.12802983219	4	4	4	4
22316.867619639528	4	4	4	4
22327.607209446858	4	4	4	4
22338.346799254196	4	4	4	4
22349.086389061526	4	4	4	4
22359.825978868863	4	3	3	3
22370.565568676193	4	4	4	4
22381.30515848353	4	4	4	4
22392.044748290864	4	4	4	4
22402.784338098198	4	4	4	4
22413.52392790553	4	4	4	4
22424.263517712865	4	3	3	3
22435.0031075202	4	4	4	4
22445.742697327532	4	4	4	4
22456.482287134866	4	4	4	4
22467.2218769422	4	4	4	4
22477.961466749533	4	4	4	4
22488.701056556867	4	3	3	3
22499.4406463642	4	4	4	4
22510.180236171534	4	4	4	4
22520.919825978868	4	4	4	4
22531.659415786205	4	4	4	4
22542.399005593536	4	4	4	4
22553.138595400873	4	3	3	3
22563.878185208203	4	4	4	4
22574.61777501554	4	4	4	4
22585.35736482287	4	4	4	4
22596.096954630208	4	4	4	4
22606.836544437538	4	4	4	4
22617.576134244875	4	3	3	3
22628.315724052205	4	4	4	4
22639.055313859542	4	4	4	4
22649.794903666872	4	4	4	4
22660.53449347421	4	4	4	4
22671.27408328154	4	4	4	4
22682.013673088877	4	3	3	3
22692.753262896207	4	4	4	4
22703.492852703544	4	4	4	4
22714.232442510875	4	4	4	4
22724.972032318212	4	4	4	4
22735.711622125542	4	4	4	4
22746.45121193288	4	3	3	3
22757.19080174021	4	4	4	4
22767.930391547547	4	4	4	4
22778.669981354877	4	4	4	4
22789.409571162214	4	4	4	4
22800.149160969548	4	4	4	4
22810.88875077688	4	3	3	3
22821.628340584215	4	4	4	4
22832.36793039155	4	4	4	4
22843.107520198882	4	4	4	4
22853.847110006216	4	4	4	4
22864.58669981355	4	4	4	4
22875.326289620883	4	3	3	3
22886.065879428217	4	4	4	4
22896.805469235547	4	4	4	4
22907.545059042885	4	4	4	4
22918.284648850215	4	4	4	4
22929.024238657552	4	4	4	4
22939.763828464882	4	3	3	3
22950.50341827222	4	4	4	4
22961.24300807955	4	4	4	4
22971.982597886887	4	4	4	4
22982.722187694217	4	4	4	4
22993.461777501554	4	4	4	4
23004.201367308884	4	3	3	3
23014.94095711622	4	4	4	4
23025.68054692355	4	4	4	4
23036.42013673089	4	4	4	4
23047.15972653822	4	4	4	4
23057.899316345556	4	4	4	4
23068.63890615289	4	3	3	3
23079.378495960224	4	4	4	4
23090.118085767557	4	4	4	4
23100.85767557489	4	4	4	4
23111.597265382225	4	4	4	4
23122.33685518956	4	4	4	4
23133.076444996892	4	3	3	3
23143.816034804226	4	4	4	4
23154.55562461156	4	4	4	4
23165.295214418893	4	4	4	4
23176.034804226227	4	4	4	4
23186.77439403356	4	4	4	4
23197.513983840894	4	3	3	3
23208.25357364823	4	4	4	4
23218.99316345556	4	4	4	4
23229.7327532629	4	4	4	4
23240.47234307023	4	4	4	4
23251.211932877566	4	4	4	4
23261.951522684896	4	3	3	3
23272.691112492234	4	4	4	4
23283.430702299564	4	4	4	4
23294.1702921069	4	4	4	4
23304.90988191423	4	4	4	4
23315.64947172157	4	4	4	4
23326.3890615289	4	3	3	3
23337.128651336236	4	4	4	4
23347.868241143566	4	4	4	4
23358.607830950903	4	4	4	4
23369.347420758233	4	4	4	4
23380.08701056557	4	4	4	4
23390.8266003729	4	3	3	3
23401.566190180238	4	4	4	4
23412.305779987568	4	4	4	4
23423.045369794905	4	4	4	4
23433.784959602235	4	4	4	4
23444.524549409573	4	4	4	4
23455.264139216903	4	3	3	3
23466.00372902424	4	4	4	4
23476.743318831574	4	4	4	4
23487.482908638907	4	4	4	4
23498.22249844624	4	4	4	4
23508.962088253575	4	4	4	4
23519.70167806091	4	3	3	3
23530.441267868242	4	4	4	4
23541.180857675576	4	4	4	4
23551.92044748291	4	4	4	4
23562.660037290243	4	4	4	4
23573.399627097577	4	4	4	4
23584.13921690491	4	3	3	3
23594.878806712244	4	4	4	4
23605.618396519578	4	4	4	4
23616.357986326915	4	4	4	4
23627.097576134245	4	4	4	4
23637.837165941575	4	4	4	4
23648.576755748913	4	3	3	3
23659.316345556243	4	4	4	4
23670.05593536358	4	4	4	4
23680.79552517091	4	4	4	4
23691.535114978247	4	4	4	4
23702.274704785577	4	4	4	4
23713.014294592915	4	3	3	3
23723.753884400245	4	4	4	4
23734.493474207582	4	4	4	4
23745.233064014916	4	4	4	4
23755.97265382225	4	4	4	4
23766.712243629583	4	4	4	4
23777.451833436917	4	3	3	3
23788.19142324425	4	4	4	4
23798.931013051584	4	4	4	4
23809.670602858918	4	4	4	4
23820.41019266625	4	4	4	4
23831.149782473585	4	4	4	4
23841.88937228092	4	3	3	3
23852.628962088253	4	4	4	4
23863.368551895586	4	4	4	4
23874.10814170292	4	4	4	4
23884.847731510257	4	4	4	4
23895.587321317587	4	4	4	4
23906.326911124925	4	3	3	3
23917.066500932255	4	4	4	4
23927.806090739592	4	4	4	4
23938.545680546922	4	4	4	4
23949.28527035426	4	4	4	4
23960.02486016159	4	4	4	4
23970.764449968927	4	3	3	3
23981.504039776257	4	4	4	4
23992.243629583594	4	4	4	4
24002.983219390924	4	4	4	4
24013.72280919826	4	4	4	4
24024.46239900559	4	4	4	4
24035.20198881293	4	3	3	3
24045.94157862026	4	4	4	4
24056.681168427596	4	4	4	4
24067.420758234926	4	4	4	4
24078.160348042264	4	4	4	4
24088.899937849594	4	4	4	4
24099.63952765693	4	3	3	3
24110.37911746426	4	4	4	4
24121.1187072716	4	4	4	4
24131.85829707893	4	4	4	4
24142.597886886266	4	4	4	4
24153.3374766936	4	4	4	4
24164.077066500933	4	3	3	3
24174.816656308267	4	4	4	4
24185.5562461156	4	4	4	4
24196.295835922934	4	4	4	4
24207.035425730268	4	4	4	4
24217.7750155376	4	4	4	4
24228.514605344935	4	3	3	3
24239.25419515227	4	4	4	4
24249.993784959603	4	4	4	4
24260.733374766936	4	4	4	4
24271.47296457427	4	4	4	4
24282.212554381604	4	4	4	4
24292.95214418894	4	3	3	3
24303.69173399627	4	4	4	4
24314.43132380361	4	4	4	4
24325.17091361094	4	4	4	4
24335.910503418276	4	4	4	4
24346.650093225606	4	4	4	4
24357.389683032943	4	3	3	3
24368.129272840273	4	4	4	4
24378.868862647603	4	4	4	4
24389.60845245494	4	4	4	4
24400.34804226227	4	4	4	4
24411.087632069608	4	4	4	4
24421.82722187694	4	3	3	3
24432.566811684275	4	4	4	4
24443.30640149161	4	4	4	4
24454.045991298943	4	4	4	4
24464.785581106276	4	4	4	4
24475.52517091361	4	4	4	4
24486.264760720944	4	3	3	3
24497.004350528277	4	4	4	4
24507.74394033561	4	4	4	4
24518.483530142945	4	4	4	4
24529.22311995028	4	4	4	4
24539.962709757612	4	4	4	4
24550.702299564946	4	3	3	3
24561.441889372283	4	4	4	4
24572.181479179613	4	4	4	4
24582.92106898695	4	4	4	4
24593.66065879428	4	4	4	4
24604.400248601618	4	4	4	4
24615.139838408948	4	3	3	3
24625.879428216285	4	4	4	4
24636.619018023615	4	4	4	4
24647.358607830953	4	4	4	4
24658.098197638283	4	4	4	4
24668.83778744562	4	4	4	4
24679.57737725295	4	3	3	3
24690.316967060287	4	4	4	4
24701.056556867617	4	4	4	4
24711.796146674955	4	4	4	4
24722.535736482285	4	4	4	4
24733.275326289622	4	4	4	4
24744.014916096952	4	3	3	3
24754.75450590429	4	4	4	4
24765.49409571162	4	4	4	4
24776.233685518957	4	4	4	4
24786.973275326287	4	4	4	4
24797.712865133624	4	4	4	4
24808.452454940954	4	3	3	3
24819.19204474829	4	4	4	4
24829.931634555625	4	4	4	4
24840.67122436296	4	4	4	4
24851.410814170293	4	4	4	4
24862.150403977626	4	4	4	4
24872.88999378496	4	3	3	3
24883.629583592294	4	4	4	4
24894.369173399627	4	4	4	4
24905.10876320696	4	4	4	4
24915.848353014295	4	4	4	4
24926.58794282163	4	4	4	4
24937.327532628962	4	3	3	3
24948.067122436296	4	4	4	4
24958.80671224363	4	4	4	4
24969.546302050967	4	4	4	4
24980.285891858297	4	4	4	4
24991.025481665634	4	4	4	4
25001.765071472964	4	3	3	3
25012.5046612803	4	4	4	4
25023.24425108763	4	4	4	4
25033.98384089497	4	4	4	4
25044.7234307023	4	4	4	4
25055.463020509636	4	4	4	4
25066.202610316966	4	3	3	3
25076.942200124304	4	4	4	4
25087.681789931634	4	4	4	4
25098.42137973897	4	4	4	4
25109.1609695463	4	4	4	4
25119.900559353635	4	4	4	4
25130.64014916097	4	3	3	3
25141.379738968302	4	4	4	4
25152.119328775636	4	4	4	4
25162.85891858297	4	4	4	4
25173.598508390303	4	4	4	4
25184.338098197637	4	4	4	4
25195.07768800497	4	3	3	3
25205.817277812304	4	4	4	4
25216.556867619638	4	4	4	4
25227.29645742697	4	4	4	4
25238.03604723431	4	4	4	4
25248.77563704164	4	4	4	4
25259.515226848976	4	3	3	3
25270.254816656307	4	4	4	4
25280.994406463644	4	4	4	4
25291.733996270974	4	4	4	4
25302.47358607831	4	4	4	4
25313.21317588564	4	4	4	4
25323.95276569298	4	3	3	3
25334.69235550031	4	4	4	4
25345.431945307646	4	4	4	4
25356.171535114976	4	4	4	4
25366.911124922313	4	4	4	4
25377.650714729643	4	4	4	4
25388.39030453698	4	3	3	3
25399.12989434431	4	4	4	4
25409.869484151648	4	4	4	4
25420.609073958978	4	4	4	4
25431.348663766315	4	4	4	4
25442.088253573645	4	4	4	4
25452.827843380983	4	3	3	3
25463.567433188313	4	4	4	4
25474.30702299565	4	4	4	4
25485.04661280298	4	4	4	4
25495.786202610318	4	4	4	4
25506.52579241765	4	4	4	4
25517.265382224985	4	3	3	3
25528.00497203232	4	4	4	4
25538.744561839652	4	4	4	4
25549.484151646986	4	4	4	4
25560.22374145432	4	4	4	4
25570.963331261653	4	4	4	4
25581.702921068987	4	3	3	3
25592.44251087632	4	4	4	4
25603.182100683654	4	4	4	4
25613.921690490988	4	4	4	4
25624.66128029832	4	4	4	4
25635.400870105655	4	4	4	4
25646.140459912993	4	3	3	3
25656.880049720323	4	4	4	4
25667.61963952766	4	4	4	4
25678.35922933499	4	4	4	4
25689.098819142328	4	4	4	4
25699.838408949658	4	4	4	4
25710.577998756995	4	3	3	3
25721.317588564325	4	4	4	4
25732.057178371662	4	4	4	4
25742.796768178992	4	4	4	4
25753.53635798633	4	4	4	4
25764.27594779366	4	4	4	4
25775.015537600997	4	3	3	3
25785.755127408327	4	4	4	4
25796.494717215664	4	4	4	4
25807.234307022994	4	4	4	4
25817.97389683033	4	4	4	4
25828.713486637662	4	4	4	4
25839.453076445	4	3	3	3
25850.19266625233	4	4	4	4
25860.932256059663	4	4	4	4
25871.671845866997	4	4	4	4
25882.41143567433	4	4	4	4
25893.151025481668	4	4	4	4
25903.890615288998	4	3	3	3
25914.630205096335	4	4	4	4
25925.369794903665	4	4	4	4
25936.109384711002	4	4	4	4
25946.848974518332	4	4	4	4
25957.58856432567	4	4	4	4
25968.328154133	4	3	3	3
25979.067743940337	4	4	4	4
25989.807333747667	4	4	4	4
26000.546923555004	4	4	4	4
26011.286513362335	4	4	4	4
26022.026103169672	4	4	4	4
26032.765692977002	4	3	3	3
26043.50528278434	4	4	4	4
26054.24487259167	4	4	4	4
26064.984462399007	4	4	4	4
26075.724052206337	4	4	4	4
26086.463642013674	4	4	4	4
26097.203231821004	4	3	3	3
26107.94282162834	4	4	4	4
26118.68241143567	4	4	4	4
26129.42200124301	4	4	4	4
26140.16159105034	4	4	4	4
26150.901180857676	4	4	4	4
26161.640770665006	4	3	3	3
26172.380360472343	4	4	4	4
26183.119950279677	4	4	4	4
26193.85954008701	4	4	4	4
26204.599129894345	4	4	4	4
26215.33871970168	4	4	4	4
26226.078309509012	4	3	3	3
26236.817899316346	4	4	4	4
26247.55748912368	4	4	4	4
26258.297078931013	4	4	4	4
26269.036668738347	4	4	4	4
26279.77625854568	4	4	4	4
26290.515848353014	4	3	3	3
26301.25543816035	4	4	4	4
26311.99502796768	4	4	4	4
26322.73461777502	4	4	4	4
26333.47420758235	4	4	4	4
26344.213797389686	4	4	4	4
26354.953387197016	4	3	3	3
26365.692977004353	4	4	4	4
26376.432566811684	4	4	4	4
26387.17215661902	4	4	4	4
26397.91174642635	4	4	4	4
26408.65133623369	4	4	4	4
26419.39092604102	4	3	3	3
26430.130515848356	4	4	4	4
26440.870105655686	4	4	4	4
26451.609695463023	4	4	4	4
26462.349285270353	4	4	4	4
26473.08887507769	4	4	4	4
26483.82846488502	4	3	3	3
26494.568054692358	4	4	4	4
26505.307644499688	4	4	4	4
26516.047234307025	4	4	4	4
26526.786824114355	4	4	4	4
26537.526413921692	4	4	4	4
26548.266003729022	4	3	3	3
26559.00559353636	4	4	4	4
26569.745183343693	4	4	4	4
26580.484773151027	4	4	4	4
26591.22436295836	4	4	4	4
26601.96395276569	4	4	4	4
26612.70354257303	4	3	3	3
26623.44313238036	4	4	4	4
26634.182722187696	4	4	4	4
26644.922311995026	4	4	4	4
26655.661901802363	4	4	4	4
26666.401491609693	4	4	4	4
26677.14108141703	4	3	3	3
26687.88067122436	4	4	4	4
26698.620261031698	4	4	4	4
26709.359850839028	4	4	4	4
26720.099440646365	4	4	4	4
26730.839030453695	4	4	4	4
26741.578620261032	4	3	3	3
26752.318210068363	4	4	4	4
26763.0577998757	4	4	4	4
26773.79738968303	4	4	4	4
26784.536979490367	4	4	4	4
26795.276569297697	4	4	4	4
26806.016159105035	4	3	3	3
26816.755748912365	4	4	4	4
26827.495338719702	4	4	4	4
26838.234928527036	4	4	4	4
26848.97451833437	4	4	4	4
26859.714108141703	4	4	4	4
26870.453697949037	4	3	3	3
26881.19328775637	4	4	4	4
26891.932877563704	4	4	4	4
26902.672467371038	4	4	4	4
26913.41205717837	4	4	4	4
26924.151646985705	4	4	4	4
26934.89123679304	4	3	3	3
26945.630826600373	4	4	4	4
26956.370416407706	4	4	4	4
26967.11000621504	4	4	4	4
26977.849596022377	4	4	4	4
26988.589185829707	4	4	4	4
26999.328775637045	4	3	3	3
27010.068365444375	4	4	4	4
27020.807955251712	4	4	4	4
27031.547545059042	4	4	4	4
27042.28713486638	4	4	4	4
27053.02672467371	4	4	4	4
27063.766314481047	4	3	3	3
27074.505904288377	4	4	4	4
27085.245494095714	4	4	4	4
27095.985083903044	4	4	4	4
27106.72467371038	4	4	4	4
27117.46426351771	4	4	4	4
27128.20385332505	4	3	3	3
27138.94344313238	4	4	4	4
27149.683032939716	4	4	4	4
27160.422622747046	4	4	4	4
27171.162212554384	4	4	4	4
27181.901802361714	4	4	4	4
27192.64139216905	4	3	3	3
27203.38098197638	4	4	4	4
27214.12057178372	4	4	4	4
27224.86016159105	4	4	4	4
27235.599751398386	4	4	4	4
27246.33934120572	4	4	4	4
27257.078931013053	4	3	3	3
27267.818520820387	4	4	4	4
27278.55811062772	4	4	4	4
27289.297700435054	4	4	4	4
27300.037290242388	4	4	4	4
27310.77688004972	4	4	4	4
27321.516469857055	4	3	3	3
27332.25605966439	4	4	4	4
27342.99564947172	4	4	4	4
27353.735239279056	4	4	4	4
27364.474829086386	4	4	4	4
27375.214418893724	4	4	4	4
27385.954008701054	4	3	3	3
27396.69359850839	4	4	4	4
27407.43318831572	4	4	4	4
27418.17277812306	4	4	4	4
27428.91236793039	4	4	4	4
27439.651957737726	4	4	4	4
27450.391547545056	4	3	3	3
27461.131137352393	4	4	4	4
27471.870727159723	4	4	4	4
27482.61031696706	4	4	4	4
27493.34990677439	4	4	4	4
27504.089496581728	4	4	4	4
27514.82908638906	4	3	3	3
27525.568676196395	4	4	4	4
27536.30826600373	4	4	4	4
27547.047855811063	4	4	4	4
27557.787445618396	4	4	4	4
27568.52703542573	4	4	4	4
27579.266625233064	4	3	3	3
27590.006215040397	4	4	4	4
27600.74580484773	4	4	4	4
27611.485394655065	4	4	4	4
27622.2249844624	4	4	4	4
27632.964574269732	4	4	4	4
27643.704164077066	4	3	3	3
27654.443753884403	4	4	4	4
27665.183343691733	4	4	4	4
27675.92293349907	4	4	4	4
27686.6625233064	4	4	4	4
27697.402113113738	4	4	4	4
27708.141702921068	4	3	3	3
27718.881292728405	4	4	4	4
27729.620882535735	4	4	4	4
27740.360472343073	4	4	4	4
27751.100062150403	4	4	4	4
27761.83965195774	4	4	4	4
27772.57924176507	4	3	3	3
27783.318831572407	4	4	4	4
27794.058421379737	4	4	4	4
27804.798011187075	4	4	4	4
27815.537600994405	4	4	4	4
27826.277190801742	4	4	4	4
27837.016780609072	4	3	3	3
27847.75637041641	4	4	4	4
27858.49596022374	4	4	4	4
27869.235550031077	4	4	4	4
27879.975139838407	4	4	4	4
27890.714729645744	4	4	4	4
27901.454319453074	4	3	3	3
27912.19390926041	4	4	4	4
27922.933499067745	4	4	4	4
27933.67308887508	4	4	4	4
27944.412678682413	4	4	4	4
27955.152268489746	4	4	4	4
27965.89185829708	4	3	3	3
27976.631448104414	4	4	4	4
27987.371037911747	4	4	4	4
27998.11062771908	4	4	4	4
28008.850217526415	4	4	4	4
28019.58980733375	4	4	4	4
28030.329397141082	4	3	3	3
28041.068986948416	4	4	4	4
28051.80857675575	4	4	4	4
28062.54816656308	4	4	4	4
28073.287756370417	4	4	4	4
28084.027346177747	4	4	4	4
28094.766935985084	4	3	3	3
28105.506525792414	4	4	4	4
28116.24611559975	4	4	4	4
28126.98570540708	4	4	4	4
28137.72529521442	4	4	4	4
28148.46488502175	4	4	4	4
28159.204474829086	4	3	3	3
28169.944064636416	4	4	4	4
28180.683654443754	4	4	4	4
28191.423244251087	4	4	4	4
28202.16283405842	4	4	4	4
28212.902423865755	4	4	4	4
28223.64201367309	4	3	3	3
28234.381603480422	4	4	4	4
28245.121193287756	4	4	4	4
28255.86078309509	4	4	4	4
28266.600372902423	4	4	4	4
28277.339962709757	4	4	4	4
28288.07955251709	4	3	3	3
28298.819142324424	4	4	4	4
28309.558732131758	4	4	4	4
28320.29832193909	4	4	4	4
28331.03791174643	4	4	4	4
28341.77750155376	4	4	4	4
28352.517091361096	4	3	3	3
28363.256681168426	4	4	4	4
28373.996270975764	4	4	4	4
28384.735860783094	4	4	4	4
28395.47545059043	4	4	4	4
28406.21504039776	4	4	4	4
28416.9546302051	4	3	3	3
28427.69422001243	4	4	4	4
28438.433809819766	4	4	4	4
28449.173399627096	4	4	4	4
28459.912989434433	4	4	4	4
28470.652579241763	4	4	4	4
28481.3921690491	4	3	3	3
28492.13175885643	4	4	4	4
28502.871348663768	4	4	4	4
28513.610938471098	4	4	4	4
28524.350528278435	4	4	4	4
28535.090118085765	4	4	4	4
28545.829707893103	4	3	3	3
28556.569297700433	4	4	4	4
28567.30888750777	4	4	4	4
28578.0484773151	4	4	4	4
28588.788067122437	4	4	4	4
28599.52765692977	4	4	4	4
28610.267246737105	4	3	3	3
28621.00683654444	4	4	4	4
28631.746426351772	4	4	4	4
28642.486016159106	4	4	4	4
28653.22560596644	4	4	4	4
28663.965195773773	4	4	4	4
28674.704785581107	4	3	3	3
28685.44437538844	4	4	4	4
28696.183965195774	4	4	4	4
28706.923555003108	4	4	4	4
28717.66314481044	4	4	4	4
28728.402734617775	4	4	4	4
28739.142324425113	4	3	3	3
28749.881914232443	4	4	4	4
28760.62150403978	4	4	4	4
28771.36109384711	4	4	4	4
28782.100683654447	4	4	4	4
28792.840273461778	4	4	4	4
28803.579863269108	4	3	3	3
28814.319453076445	4	4	4	4
28825.059042883775	4	4	4	4
28835.798632691112	4	4	4	4
28846.538222498442	4	4	4	4
28857.27781230578	4	4	4	4
28868.017402113113	4	3	3	3
28878.756991920447	4	4	4	4
28889.49658172778	4	4	4	4
28900.236171535114	4	4	4	4
28910.975761342448	4	4	4	4
28921.71535114978	4	4	4	4
28932.454940957115	4	3	3	3
28943.19453076445	4	4	4	4
28953.934120571783	4	4	4	4
28964.673710379117	4	4	4	4
28975.41330018645	4	4	4	4
28986.152889993784	4	4	4	4
28996.892479801118	4	3	3	3
29007.632069608455	4	4	4	4
29018.371659415785	4	4	4	4
29029.111249223122	4	4	4	4
29039.850839030452	4	4	4	4
29050.59042883779	4	4	4	4
29061.33001864512	4	3	3	3
29072.069608452457	4	4	4	4
29082.809198259787	4	4	4	4
29093.548788067124	4	4	4	4
29104.288377874454	4	4	4	4
29115.02796768179	4	4	4	4
29125.767557489122	4	3	3	3
29136.50714729646	4	4	4	4
29147.24673710379	4	4	4	4
29157.986326911127	4	4	4	4
29168.725916718457	4	4	4	4
29179.465506525794	4	4	4	4
29190.205096333124	4	3	3	3
29200.94468614046	4	4	4	4
29211.68427594779	4	4	4	4
29222.42386575513	4	4	4	4
29233.16345556246	4	4	4	4
29243.903045369796	4	4	4	4
29254.642635177126	4	3	3	3
29265.382224984463	4	4	4	4
29276.121814791797	4	4	4	4
29286.86140459913	4	4	4	4
29297.600994406464	4	4	4	4
29308.340584213798	4	4	4	4
29319.080174021132	4	3	3	3
29329.819763828466	4	4	4	4
29340.5593536358	4	4	4	4
29351.298943443133	4	4	4	4
29362.038533250467	4	4	4	4
29372.7781230578	4	4	4	4
29383.517712865134	4	3	3	3
29394.257302672468	4	4	4	4
29404.9968924798	4	4	4	4
29415.73648228714	4	4	4	4
29426.47607209447	4	4	4	4
29437.215661901806	4	4	4	4
29447.955251709136	4	3	3	3
29458.694841516473	4	4	4	4
29469.434431323803	4	4	4	4
29480.17402113114	4	4	4	4
29490.91361093847	4	4	4	4
29501.653200745808	4	4	4	4
29512.39279055314	4	3	3	3
29523.132380360476	4	4	4	4
29533.871970167806	4	4	4	4
29544.61155997514	4	4	4	4
29555.351149782473	4	4	4	4
29566.090739589807	4	4	4	4
29576.83032939714	4	3	3	3
29587.569919204474	4	4	4	4
29598.309509011808	4	4	4	4
29609.04909881914	4	4	4	4
29619.788688626475	4	4	4	4
29630.52827843381	4	4	4	4
29641.267868241142	4	3	3	3
29652.007458048476	4	4	4	4
29662.74704785581	4	4	4	4
29673.486637663143	4	4	4	4
29684.22622747048	4	4	4	4
29694.96581727781	4	4	4	4
29705.70540708515	4	3	3	3
29716.44499689248	4	4	4	4
29727.184586699816	4	4	4	4
29737.924176507146	4	4	4	4
29748.663766314483	4	4	4	4
29759.403356121813	4	4	4	4
29770.14294592915	4	3	3	3
29780.88253573648	4	4	4	4
29791.622125543818	4	4	4	4
29802.361715351148	4	4	4	4
29813.101305158485	4	4	4	4
29823.840894965815	4	4	4	4
29834.580484773152	4	3	3	3
29845.320074580482	4	4	4	4
29856.05966438782	4	4	4	4
29866.79925419515	4	4	4	4
29877.538844002487	4	4	4	4
29888.278433809817	4	4	4	4
29899.018023617155	4	3	3	3
