Relative Time (Process)	Greedy Latency Heuristic - Run None (Profile ?) 69610ff2343f3358e1a3d387 - minikube	Greedy Latency Heuristic - Run None (Profile ?) 69610ff2343f3358e1a3d387 - minikube-m02	Greedy Latency Heuristic - Run None (Profile ?) 69610ff2343f3358e1a3d387 - minikube-m03	Greedy Latency Heuristic - Run None (Profile ?) 69610ff2343f3358e1a3d387 - minikube-m04
17786.117394927966	4	4	4	4
17796.404333849267	4	4	4	4
17806.691272770568	4	4	4	4
17816.97821169187	4	4	4	4
17827.26515061317	4	4	4	4
17837.55208953447	4	3	3	3
17847.839028455768	4	4	4	4
17858.12596737707	4	4	4	4
17868.41290629837	4	4	4	4
17878.699845219668	4	4	4	4
17888.98678414097	4	4	4	4
17899.27372306227	4	3	3	3
17909.560661983567	4	4	4	4
17919.847600904868	4	4	4	4
17930.13453982617	4	4	4	4
17940.42147874747	4	4	4	4
17950.70841766877	4	4	4	4
17960.995356590072	4	3	3	3
17971.28229551137	4	4	4	4
17981.56923443267	4	4	4	4
17991.856173353972	4	4	4	4
18002.14311227527	4	4	4	4
18012.43005119657	4	4	4	4
18022.71699011787	4	3	3	3
18033.00392903917	4	4	4	4
18043.29086796047	4	4	4	4
18053.57780688177	4	4	4	4
18063.864745803072	4	4	4	4
18074.151684724373	4	4	4	4
18084.438623645674	4	3	3	3
18094.72556256697	4	4	4	4
18105.012501488272	4	4	4	4
18115.299440409573	4	4	4	4
18125.58637933087	4	4	4	4
18135.873318252172	4	4	4	4
18146.160257173473	4	3	3	3
18156.447196094774	4	4	4	4
18166.73413501607	4	4	4	4
18177.021073937372	4	4	4	4
18187.308012858673	4	4	4	4
18197.594951779975	4	4	4	4
18207.881890701276	4	3	3	3
18218.168829622573	4	4	4	4
18228.455768543874	4	4	4	4
18238.742707465175	4	4	4	4
18249.029646386472	4	4	4	4
18259.316585307773	4	4	4	4
18269.603524229075	4	3	3	3
18279.890463150376	4	4	4	4
18290.177402071677	4	4	4	4
18300.464340992974	4	4	4	4
18310.751279914275	4	4	4	4
18321.038218835576	4	4	4	4
18331.325157756877	4	3	3	3
18341.612096678175	4	4	4	4
18351.899035599476	4	4	4	4
18362.185974520777	4	4	4	4
18372.472913442074	4	4	4	4
18382.759852363375	4	4	4	4
18393.046791284676	4	3	3	3
18403.333730205977	4	4	4	4
18413.62066912728	4	4	4	4
18423.90760804858	4	4	4	4
18434.19454696988	4	4	4	4
18444.481485891178	4	4	4	4
18454.76842481248	4	3	3	3
18465.05536373378	4	4	4	4
18475.342302655077	4	4	4	4
18485.62924157638	4	4	4	4
18495.91618049768	4	4	4	4
18506.203119418977	4	4	4	4
18516.490058340278	4	3	3	3
18526.77699726158	4	4	4	4
18537.06393618288	4	4	4	4
18547.35087510418	4	4	4	4
18557.637814025482	4	4	4	4
18567.92475294678	4	4	4	4
18578.21169186808	4	3	3	3
18588.49863078938	4	4	4	4
18598.78556971068	4	4	4	4
18609.07250863198	4	4	4	4
18619.35944755328	4	4	4	4
18629.64638647458	4	4	4	4
18639.93332539588	4	3	3	3
18650.22026431718	4	4	4	4
18660.50720323848	4	4	4	4
18670.794142159782	4	4	4	4
18681.081081081084	4	4	4	4
18691.36802000238	4	4	4	4
18701.654958923682	4	3	3	3
18711.941897844983	4	4	4	4
18722.22883676628	4	4	4	4
18732.51577568758	4	4	4	4
18742.802714608883	4	4	4	4
18753.08965353018	4	4	4	4
18763.37659245148	4	3	3	3
18773.663531372782	4	4	4	4
18783.950470294083	4	4	4	4
18794.237409215384	4	4	4	4
18804.524348136685	4	4	4	4
18814.811287057983	4	4	4	4
18825.098225979284	4	3	3	3
18835.385164900585	4	4	4	4
18845.672103821882	4	4	4	4
18855.959042743183	4	4	4	4
18866.245981664484	4	4	4	4
18876.53292058578	4	4	4	4
18886.819859507083	4	3	3	3
18897.106798428384	4	4	4	4
18907.393737349685	4	4	4	4
18917.680676270986	4	4	4	4
18927.967615192287	4	4	4	4
18938.254554113584	4	4	4	4
18948.541493034885	4	3	3	3
18958.828431956186	4	4	4	4
18969.115370877484	4	4	4	4
18979.402309798785	4	4	4	4
18989.689248720086	4	4	4	4
18999.976187641387	4	4	4	4
19010.263126562688	4	3	3	3
19020.550065483985	4	4	4	4
19030.837004405286	4	4	4	4
19041.123943326587	4	4	4	4
19051.41088224789	4	4	4	4
19061.697821169186	4	4	4	4
19071.984760090487	4	3	3	3
19082.271699011788	4	4	4	4
19092.558637933085	4	4	4	4
19102.845576854386	4	4	4	4
19113.132515775687	4	4	4	4
19123.41945469699	4	4	4	4
19133.70639361829	4	3	3	3
19143.99333253959	4	4	4	4
19154.280271460888	4	4	4	4
19164.56721038219	4	4	4	4
19174.85414930349	4	4	4	4
19185.141088224787	4	4	4	4
19195.42802714609	4	3	3	3
19205.71496606739	4	4	4	4
19216.001904988687	4	4	4	4
19226.288843909988	4	4	4	4
19236.57578283129	4	4	4	4
19246.86272175259	4	4	4	4
19257.14966067389	4	3	3	3
19267.436599595192	4	4	4	4
19277.72353851649	4	4	4	4
19288.01047743779	4	4	4	4
19298.29741635909	4	4	4	4
19308.58435528039	4	4	4	4
19318.87129420169	4	3	3	3
19329.15823312299	4	4	4	4
19339.44517204429	4	4	4	4
19349.73211096559	4	4	4	4
19360.01904988689	4	4	4	4
19370.30598880819	4	4	4	4
19380.592927729493	4	3	3	3
19390.879866650794	4	4	4	4
19401.16680557209	4	4	4	4
19411.453744493392	4	4	4	4
19421.740683414693	4	4	4	4
19432.02762233599	4	4	4	4
19442.31456125729	4	3	3	3
19452.601500178593	4	4	4	4
19462.88843909989	4	4	4	4
19473.17537802119	4	4	4	4
19483.462316942492	4	4	4	4
19493.749255863793	4	4	4	4
19504.036194785094	4	3	3	3
19514.323133706395	4	4	4	4
19524.610072627693	4	4	4	4
19534.897011548994	4	4	4	4
19545.183950470295	4	4	4	4
19555.470889391592	4	4	4	4
19565.757828312893	4	3	3	3
19576.044767234194	4	4	4	4
19586.331706155495	4	4	4	4
19596.618645076793	4	4	4	4
19606.905583998094	4	4	4	4
19617.192522919395	4	4	4	4
19627.479461840696	4	3	3	3
19637.766400761997	4	4	4	4
19648.053339683294	4	4	4	4
19658.340278604595	4	4	4	4
19668.627217525896	4	4	4	4
19678.914156447194	4	4	4	4
19689.201095368495	4	3	3	3
19699.488034289796	4	4	4	4
19709.774973211097	4	4	4	4
19720.061912132398	4	4	4	4
19730.3488510537	4	4	4	4
19740.635789974996	4	4	4	4
19750.922728896297	4	3	3	3
19761.2096678176	4	4	4	4
19771.4966067389	4	4	4	4
19781.783545660197	4	4	4	4
19792.070484581498	4	4	4	4
19802.3574235028	4	4	4	4
19812.644362424096	4	3	3	3
19822.931301345398	4	4	4	4
19833.2182402667	4	4	4	4
19843.505179188	4	4	4	4
19853.7921181093	4	4	4	4
19864.0790570306	4	4	4	4
19874.3659959519	4	3	3	3
19884.6529348732	4	4	4	4
19894.9398737945	4	4	4	4
19905.2268127158	4	4	4	4
19915.5137516371	4	4	4	4
19925.8006905584	4	4	4	4
19936.087629479698	4	3	3	3
19946.374568401	4	4	4	4
19956.6615073223	4	4	4	4
19966.9484462436	4	4	4	4
19977.235385164902	4	4	4	4
19987.522324086203	4	4	4	4
19997.8092630075	4	3	3	3
20008.0962019288	4	4	4	4
20018.383140850103	4	4	4	4
20028.6700797714	4	4	4	4
20038.9570186927	4	4	4	4
20049.243957614002	4	4	4	4
20059.5308965353	4	3	3	3
20069.8178354566	4	4	4	4
20080.1047743779	4	4	4	4
20090.391713299203	4	4	4	4
20100.678652220504	4	4	4	4
20110.965591141805	4	4	4	4
20121.252530063102	4	3	3	3
20131.539468984403	4	4	4	4
20141.826407905704	4	4	4	4
20152.113346827	4	4	4	4
20162.400285748303	4	4	4	4
20172.687224669604	4	4	4	4
20182.9741635909	4	3	3	3
20193.261102512202	4	4	4	4
20203.548041433503	4	4	4	4
20213.834980354804	4	4	4	4
20224.121919276105	4	4	4	4
20234.408858197407	4	4	4	4
20244.695797118704	4	3	3	3
20254.982736040005	4	4	4	4
20265.269674961306	4	4	4	4
20275.556613882603	4	4	4	4
20285.843552803904	4	4	4	4
20296.130491725206	4	4	4	4
20306.417430646507	4	3	3	3
20316.704369567804	4	4	4	4
20326.991308489105	4	4	4	4
20337.278247410406	4	4	4	4
20347.565186331707	4	4	4	4
20357.852125253008	4	4	4	4
20368.139064174306	4	3	3	3
20378.426003095607	4	4	4	4
20388.712942016908	4	4	4	4
20398.999880938205	4	4	4	4
20409.286819859506	4	4	4	4
20419.573758780807	4	4	4	4
20429.860697702108	4	3	3	3
20440.14763662341	4	4	4	4
20450.43457554471	4	4	4	4
20460.721514466008	4	4	4	4
20471.00845338731	4	4	4	4
20481.29539230861	4	4	4	4
20491.582331229907	4	3	3	3
20501.86927015121	4	4	4	4
20512.15620907251	4	4	4	4
20522.443147993807	4	4	4	4
20532.730086915108	4	4	4	4
20543.01702583641	4	4	4	4
20553.30396475771	4	3	3	3
20563.59090367901	4	4	4	4
20573.877842600312	4	4	4	4
20584.16478152161	4	4	4	4
20594.45172044291	4	4	4	4
20604.73865936421	4	4	4	4
20615.02559828551	4	3	3	3
20625.31253720681	4	4	4	4
20635.59947612811	4	4	4	4
20645.88641504941	4	4	4	4
20656.17335397071	4	4	4	4
20666.46029289201	4	4	4	4
20676.74723181331	4	3	3	3
20687.034170734612	4	4	4	4
20697.321109655913	4	4	4	4
20707.60804857721	4	4	4	4
20717.894987498512	4	4	4	4
20728.181926419813	4	4	4	4
20738.46886534111	4	3	3	3
20748.75580426241	4	4	4	4
20759.042743183712	4	4	4	4
20769.32968210501	4	4	4	4
20779.61662102631	4	4	4	4
20789.903559947612	4	4	4	4
20800.190498868913	4	3	3	3
20810.477437790214	4	4	4	4
20820.764376711515	4	4	4	4
20831.051315632812	4	4	4	4
20841.338254554114	4	4	4	4
20851.625193475415	4	4	4	4
20861.912132396712	4	3	3	3
20872.199071318013	4	4	4	4
20882.486010239314	4	4	4	4
20892.77294916061	4	4	4	4
20903.059888081913	4	4	4	4
20913.346827003214	4	4	4	4
20923.633765924515	4	3	3	3
20933.920704845816	4	4	4	4
20944.207643767117	4	4	4	4
20954.494582688414	4	4	4	4
20964.781521609715	4	4	4	4
20975.068460531016	4	4	4	4
20985.355399452317	4	3	3	3
20995.642338373615	4	4	4	4
21005.929277294916	4	4	4	4
21016.216216216217	4	4	4	4
21026.503155137514	4	4	4	4
21036.790094058815	4	4	4	4
21047.077032980116	4	3	3	3
21057.363971901417	4	4	4	4
21067.65091082272	4	4	4	4
21077.93784974402	4	4	4	4
21088.224788665317	4	4	4	4
21098.511727586618	4	4	4	4
21108.79866650792	4	3	3	3
21119.085605429216	4	4	4	4
21129.372544350517	4	4	4	4
21139.65948327182	4	4	4	4
21149.94642219312	4	4	4	4
21160.23336111442	4	4	4	4
21170.520300035718	4	3	3	3
21180.80723895702	4	4	4	4
21191.09417787832	4	4	4	4
21201.38111679962	4	4	4	4
21211.66805572092	4	4	4	4
21221.95499464222	4	4	4	4
21232.24193356352	4	3	3	3
21242.528872484818	4	4	4	4
21252.81581140612	4	4	4	4
21263.10275032742	4	4	4	4
21273.38968924872	4	4	4	4
21283.676628170022	4	4	4	4
21293.963567091323	4	3	3	3
21304.25050601262	4	4	4	4
21314.53744493392	4	4	4	4
21324.824383855223	4	4	4	4
21335.11132277652	4	4	4	4
21345.39826169782	4	4	4	4
21355.685200619122	4	3	3	3
21365.97213954042	4	4	4	4
21376.25907846172	4	4	4	4
21386.54601738302	4	4	4	4
21396.832956304323	4	4	4	4
21407.119895225624	4	4	4	4
21417.406834146925	4	3	3	3
21427.693773068222	4	4	4	4
21437.980711989523	4	4	4	4
21448.267650910824	4	4	4	4
21458.55458983212	4	4	4	4
21468.841528753423	4	4	4	4
21479.128467674724	4	3	3	3
21489.41540659602	4	4	4	4
21499.702345517322	4	4	4	4
21509.989284438623	4	4	4	4
21520.276223359924	4	4	4	4
21530.563162281225	4	4	4	4
21540.850101202526	4	3	3	3
21551.137040123824	4	4	4	4
21561.423979045125	4	4	4	4
21571.710917966426	4	4	4	4
21581.997856887723	4	4	4	4
21592.284795809024	4	4	4	4
21602.571734730325	4	3	3	3
21612.858673651623	4	4	4	4
21623.145612572927	4	4	4	4
21633.432551494225	4	4	4	4
21643.719490415526	4	4	4	4
21654.006429336827	4	4	4	4
21664.293368258128	4	3	3	3
21674.580307179425	4	4	4	4
21684.86724610073	4	4	4	4
21695.154185022027	4	4	4	4
21705.441123943325	4	4	4	4
21715.72806286463	4	4	4	4
21726.015001785927	4	3	3	3
21736.301940707228	4	4	4	4
21746.58887962853	4	4	4	4
21756.875818549826	4	4	4	4
21767.162757471127	4	4	4	4
21777.44969639243	4	4	4	4
21787.73663531373	4	3	3	3
21798.023574235027	4	4	4	4
21808.31051315633	4	4	4	4
21818.59745207763	4	4	4	4
21828.884390998926	4	4	4	4
21839.17132992023	4	4	4	4
21849.45826884153	4	3	3	3
21859.74520776283	4	4	4	4
21870.03214668413	4	4	4	4
21880.31908560543	4	4	4	4
21890.60602452673	4	4	4	4
21900.89296344803	4	4	4	4
21911.17990236933	4	3	3	3
21921.46684129063	4	4	4	4
21931.753780211933	4	4	4	4
21942.04071913323	4	4	4	4
21952.327658054528	4	4	4	4
21962.614596975833	4	4	4	4
21972.90153589713	4	3	3	3
21983.18847481843	4	4	4	4
21993.475413739732	4	4	4	4
22003.762352661033	4	4	4	4
22014.04929158233	4	4	4	4
22024.336230503635	4	4	4	4
22034.623169424933	4	3	3	3
22044.91010834623	4	4	4	4
22055.197047267535	4	4	4	4
22065.483986188832	4	4	4	4
22075.77092511013	4	4	4	4
22086.057864031434	4	4	4	4
22096.34480295273	4	3	3	3
22106.631741874033	4	4	4	4
22116.918680795334	4	4	4	4
22127.205619716635	4	4	4	4
22137.492558637932	4	4	4	4
22147.779497559237	4	4	4	4
22158.066436480534	4	3	3	3
22168.35337540183	4	4	4	4
22178.640314323136	4	4	4	4
22188.927253244434	4	4	4	4
22199.21419216573	4	4	4	4
22209.501131087036	4	4	4	4
22219.788070008333	4	3	3	3
22230.075008929634	4	4	4	4
22240.361947850935	4	4	4	4
22250.648886772236	4	4	4	4
22260.935825693534	4	4	4	4
22271.22276461484	4	4	4	4
22281.509703536136	4	3	3	3
22291.796642457433	4	4	4	4
22302.083581378738	4	4	4	4
22312.370520300035	4	4	4	4
22322.657459221333	4	4	4	4
22332.944398142638	4	4	4	4
22343.231337063935	4	3	3	3
22353.518275985236	4	4	4	4
22363.805214906537	4	4	4	4
22374.092153827838	4	4	4	4
22384.379092749135	4	4	4	4
22394.66603167044	4	4	4	4
22404.952970591738	4	3	3	3
22415.239909513035	4	4	4	4
22425.52684843434	4	4	4	4
22435.813787355637	4	4	4	4
22446.100726276938	4	4	4	4
22456.38766519824	4	4	4	4
22466.674604119537	4	3	3	3
22476.961543040838	4	4	4	4
22487.24848196214	4	4	4	4
22497.53542088344	4	4	4	4
22507.822359804737	4	4	4	4
22518.10929872604	4	4	4	4
22528.39623764734	4	3	3	3
22538.683176568637	4	4	4	4
22548.97011548994	4	4	4	4
22559.25705441124	4	4	4	4
22569.54399333254	4	4	4	4
22579.83093225384	4	4	4	4
22590.11787117514	4	3	3	3
22600.40481009644	4	4	4	4
22610.69174901774	4	4	4	4
22620.97868793904	4	4	4	4
22631.26562686034	4	4	4	4
22641.552565781643	4	4	4	4
22651.83950470294	4	3	3	3
22662.126443624238	4	4	4	4
22672.413382545543	4	4	4	4
22682.70032146684	4	4	4	4
22692.98726038814	4	4	4	4
22703.274199309442	4	4	4	4
22713.561138230743	4	3	3	3
22723.84807715204	4	4	4	4
22734.135016073345	4	4	4	4
22744.421954994643	4	4	4	4
22754.70889391594	4	4	4	4
22764.995832837245	4	4	4	4
22775.282771758542	4	3	3	3
22785.56971067984	4	4	4	4
22795.856649601144	4	4	4	4
22806.143588522442	4	4	4	4
22816.430527443743	4	4	4	4
22826.717466365044	4	4	4	4
22837.004405286345	4	3	3	3
22847.291344207642	4	4	4	4
22857.578283128947	4	4	4	4
22867.865222050244	4	4	4	4
22878.152160971542	4	4	4	4
22888.439099892847	4	4	4	4
22898.726038814144	4	3	3	3
22909.01297773544	4	4	4	4
22919.299916656746	4	4	4	4
22929.586855578043	4	4	4	4
22939.873794499345	4	4	4	4
22950.160733420646	4	4	4	4
22960.447672341947	4	3	3	3
22970.734611263244	4	4	4	4
22981.02155018455	4	4	4	4
22991.308489105846	4	4	4	4
23001.595428027143	4	4	4	4
23011.882366948448	4	4	4	4
23022.169305869746	4	3	3	3
23032.456244791047	4	4	4	4
23042.743183712348	4	4	4	4
23053.030122633645	4	4	4	4
23063.317061554946	4	4	4	4
23073.604000476247	4	4	4	4
23083.89093939755	4	3	3	3
23094.177878318846	4	4	4	4
23104.46481724015	4	4	4	4
23114.751756161448	4	4	4	4
23125.038695082745	4	4	4	4
23135.32563400405	4	4	4	4
23145.612572925347	4	3	3	3
23155.89951184665	4	4	4	4
23166.18645076795	4	4	4	4
23176.47338968925	4	4	4	4
23186.760328610548	4	4	4	4
23197.04726753185	4	4	4	4
23207.33420645315	4	3	3	3
23217.621145374447	4	4	4	4
23227.908084295752	4	4	4	4
23238.19502321705	4	4	4	4
23248.481962138347	4	4	4	4
23258.76890105965	4	4	4	4
23269.05583998095	4	3	3	3
23279.34277890225	4	4	4	4
23289.62971782355	4	4	4	4
23299.916656744852	4	4	4	4
23310.20359566615	4	4	4	4
23320.49053458745	4	4	4	4
23330.77747350875	4	3	3	3
23341.06441243005	4	4	4	4
23351.351351351354	4	4	4	4
23361.63829027265	4	4	4	4
23371.92522919395	4	4	4	4
23382.212168115253	4	4	4	4
23392.49910703655	4	3	3	3
23402.78604595785	4	4	4	4
23413.072984879153	4	4	4	4
23423.359923800454	4	4	4	4
23433.64686272175	4	4	4	4
23443.933801643056	4	4	4	4
23454.220740564353	4	3	3	3
23464.50767948565	4	4	4	4
23474.794618406955	4	4	4	4
23485.081557328253	4	4	4	4
23495.36849624955	4	4	4	4
23505.655435170855	4	4	4	4
23515.942374092152	4	3	3	3
23526.229313013453	4	4	4	4
23536.516251934754	4	4	4	4
23546.803190856055	4	4	4	4
23557.090129777353	4	4	4	4
23567.377068698657	4	4	4	4
23577.664007619955	4	3	3	3
23587.950946541252	4	4	4	4
23598.237885462557	4	4	4	4
23608.524824383854	4	4	4	4
23618.81176330515	4	4	4	4
23629.098702226456	4	4	4	4
23639.385641147754	4	3	3	3
23649.672580069055	4	4	4	4
23659.959518990356	4	4	4	4
23670.246457911657	4	4	4	4
23680.533396832954	4	4	4	4
23690.82033575426	4	4	4	4
23701.107274675556	4	3	3	3
23711.394213596854	4	4	4	4
23721.68115251816	4	4	4	4
23731.968091439456	4	4	4	4
23742.255030360757	4	4	4	4
23752.541969282058	4	4	4	4
23762.828908203355	4	3	3	3
23773.115847124656	4	4	4	4
23783.402786045957	4	4	4	4
23793.68972496726	4	4	4	4
23803.976663888556	4	4	4	4
23814.26360280986	4	4	4	4
23824.550541731158	4	3	3	3
23834.837480652455	4	4	4	4
23845.12441957376	4	4	4	4
23855.411358495057	4	4	4	4
23865.69829741636	4	4	4	4
23875.98523633766	4	4	4	4
23886.27217525896	4	3	3	3
23896.559114180258	4	4	4	4
23906.84605310156	4	4	4	4
23917.13299202286	4	4	4	4
23927.419930944157	4	4	4	4
23937.706869865462	4	4	4	4
23947.99380878676	4	3	3	3
23958.280747708057	4	4	4	4
23968.56768662936	4	4	4	4
23978.85462555066	4	4	4	4
23989.14156447196	4	4	4	4
23999.42850339326	4	4	4	4
24009.715442314562	4	3	3	3
24020.00238123586	4	4	4	4
24030.289320157164	4	4	4	4
24040.57625907846	4	4	4	4
24050.86319799976	4	4	4	4
24061.150136921064	4	4	4	4
24071.43707584236	4	3	3	3
24081.72401476366	4	4	4	4
24092.010953684963	4	4	4	4
24102.29789260626	4	4	4	4
24112.58483152756	4	4	4	4
24122.871770448863	4	4	4	4
24133.158709370164	4	3	3	3
24143.445648291465	4	4	4	4
24153.732587212766	4	4	4	4
24164.019526134063	4	4	4	4
24174.306465055368	4	4	4	4
24184.593403976665	4	4	4	4
24194.880342897963	4	3	3	3
24205.167281819267	4	4	4	4
24215.454220740565	4	4	4	4
24225.741159661862	4	4	4	4
24236.028098583167	4	4	4	4
24246.315037504464	4	4	4	4
24256.601976425765	4	3	3	3
24266.888915347066	4	4	4	4
24277.175854268367	4	4	4	4
24287.462793189665	4	4	4	4
24297.74973211097	4	4	4	4
24308.036671032267	4	4	4	4
24318.323609953564	4	3	3	3
24328.61054887487	4	4	4	4
24338.897487796166	4	4	4	4
24349.184426717464	4	4	4	4
24359.47136563877	4	4	4	4
24369.758304560066	4	4	4	4
24380.045243481367	4	3	3	3
24390.332182402668	4	4	4	4
24400.61912132397	4	4	4	4
24410.906060245266	4	4	4	4
24421.19299916657	4	4	4	4
24431.47993808787	4	4	4	4
24441.766877009166	4	3	3	3
24452.05381593047	4	4	4	4
24462.340754851768	4	4	4	4
24472.627693773065	4	4	4	4
24482.91463269437	4	4	4	4
24493.201571615667	4	4	4	4
24503.48851053697	4	3	3	3
24513.77544945827	4	4	4	4
24524.06238837957	4	4	4	4
24534.349327300868	4	4	4	4
24544.636266222173	4	4	4	4
24554.92320514347	4	4	4	4
24565.210144064768	4	3	3	3
24575.497082986072	4	4	4	4
24585.78402190737	4	4	4	4
24596.07096082867	4	4	4	4
24606.35789974997	4	4	4	4
24616.64483867127	4	4	4	4
24626.93177759257	4	3	3	3
24637.21871651387	4	4	4	4
24647.505655435172	4	4	4	4
24657.79259435647	4	4	4	4
24668.079533277774	4	4	4	4
24678.36647219907	4	4	4	4
24688.65341112037	4	3	3	3
24698.940350041674	4	4	4	4
24709.22728896297	4	4	4	4
24719.514227884272	4	4	4	4
24729.801166805573	4	4	4	4
24740.088105726874	4	4	4	4
24750.37504464817	4	3	3	3
24760.661983569473	4	4	4	4
24770.948922490774	4	4	4	4
24781.23586141207	4	4	4	4
24791.522800333376	4	4	4	4
24801.809739254673	4	4	4	4
24812.09667817597	4	3	3	3
24822.383617097275	4	4	4	4
24832.670556018573	4	4	4	4
24842.957494939874	4	4	4	4
24853.244433861175	4	4	4	4
24863.531372782476	4	4	4	4
24873.818311703773	4	3	3	3
24884.105250625078	4	4	4	4
24894.392189546375	4	4	4	4
24904.679128467673	4	4	4	4
24914.966067388978	4	4	4	4
24925.253006310275	4	4	4	4
24935.539945231572	4	3	3	3
24945.826884152877	4	4	4	4
24956.113823074174	4	4	4	4
24966.400761995475	4	4	4	4
24976.687700916777	4	4	4	4
24986.974639838078	4	4	4	4
24997.261578759375	4	3	3	3
25007.54851768068	4	4	4	4
25017.835456601977	4	4	4	4
25028.122395523274	4	4	4	4
25038.40933444458	4	4	4	4
25048.696273365877	4	4	4	4
25058.983212287174	4	3	3	3
25069.27015120848	4	4	4	4
25079.557090129776	4	4	4	4
25089.844029051077	4	4	4	4
25100.130967972378	4	4	4	4
25110.41790689368	4	4	4	4
25120.704845814977	4	3	3	3
25130.99178473628	4	4	4	4
25141.27872365758	4	4	4	4
25151.565662578876	4	4	4	4
25161.85260150018	4	4	4	4
25172.139540421478	4	4	4	4
25182.42647934278	4	3	3	3
25192.71341826408	4	4	4	4
25203.000357185378	4	4	4	4
25213.28729610668	4	4	4	4
25223.57423502798	4	4	4	4
25233.86117394928	4	4	4	4
25244.14811287058	4	3	3	3
25254.435051791883	4	4	4	4
25264.72199071318	4	4	4	4
25275.008929634478	4	4	4	4
25285.295868555782	4	4	4	4
25295.58280747708	4	4	4	4
25305.86974639838	4	3	3	3
25316.156685319682	4	4	4	4
25326.443624240983	4	4	4	4
25336.73056316228	4	4	4	4
25347.01750208358	4	4	4	4
25357.304441004882	4	4	4	4
25367.59137992618	4	3	3	3
25377.878318847484	4	4	4	4
25388.165257768782	4	4	4	4
25398.45219669008	4	4	4	4
25408.739135611384	4	4	4	4
25419.02607453268	4	4	4	4
25429.313013453982	4	3	3	3
25439.599952375283	4	4	4	4
25449.886891296585	4	4	4	4
25460.173830217882	4	4	4	4
25470.460769139187	4	4	4	4
25480.747708060484	4	4	4	4
25491.03464698178	4	3	3	3
25501.321585903086	4	4	4	4
25511.608524824383	4	4	4	4
25521.89546374568	4	4	4	4
25532.182402666986	4	4	4	4
25542.469341588283	4	4	4	4
25552.756280509584	4	3	3	3
25563.043219430885	4	4	4	4
25573.330158352186	4	4	4	4
25583.617097273484	4	4	4	4
25593.90403619479	4	4	4	4
25604.190975116086	4	4	4	4
25614.477914037383	4	3	3	3
25624.764852958688	4	4	4	4
25635.051791879985	4	4	4	4
25645.338730801283	4	4	4	4
25655.625669722587	4	4	4	4
25665.912608643885	4	4	4	4
25676.199547565186	4	3	3	3
25686.486486486487	4	4	4	4
25696.773425407788	4	4	4	4
25707.060364329085	4	4	4	4
25717.34730325039	4	4	4	4
25727.634242171687	4	4	4	4
25737.921181092985	4	3	3	3
25748.20812001429	4	4	4	4
25758.495058935587	4	4	4	4
25768.781997856884	4	4	4	4
25779.06893677819	4	4	4	4
25789.355875699486	4	4	4	4
25799.642814620787	4	3	3	3
25809.92975354209	4	4	4	4
25820.21669246339	4	4	4	4
25830.503631384687	4	4	4	4
25840.79057030599	4	4	4	4
25851.07750922729	4	4	4	4
25861.364448148586	4	3	3	3
25871.65138706989	4	4	4	4
25881.93832599119	4	4	4	4
25892.22526491249	4	4	4	4
25902.51220383379	4	4	4	4
25912.799142755088	4	4	4	4
25923.08608167639	4	3	3	3
25933.37302059769	4	4	4	4
25943.65995951899	4	4	4	4
25953.94689844029	4	4	4	4
25964.233837361593	4	4	4	4
25974.52077628289	4	4	4	4
25984.807715204188	4	3	3	3
25995.094654125493	4	4	4	4
26005.38159304679	4	4	4	4
26015.66853196809	4	4	4	4
26025.955470889392	4	4	4	4
26036.242409810693	4	4	4	4
26046.52934873199	4	3	3	3
26056.81628765329	4	4	4	4
26067.103226574593	4	4	4	4
26077.39016549589	4	4	4	4
26087.677104417195	4	4	4	4
26097.964043338492	4	4	4	4
26108.25098225979	4	3	3	3
26118.537921181094	4	4	4	4
26128.82486010239	4	4	4	4
26139.111799023693	4	4	4	4
26149.398737944994	4	4	4	4
26159.685676866295	4	4	4	4
26169.972615787592	4	3	3	3
26180.259554708897	4	4	4	4
26190.546493630194	4	4	4	4
26200.83343255149	4	4	4	4
26211.120371472796	4	4	4	4
26221.407310394094	4	4	4	4
26231.69424931539	4	3	3	3
26241.981188236696	4	4	4	4
26252.268127157993	4	4	4	4
26262.555066079294	4	4	4	4
26272.842005000595	4	4	4	4
26283.128943921896	4	4	4	4
26293.415882843194	4	3	3	3
26303.7028217645	4	4	4	4
26313.989760685796	4	4	4	4
26324.276699607093	4	4	4	4
26334.563638528398	4	4	4	4
26344.850577449695	4	4	4	4
26355.137516370993	4	3	3	3
26365.424455292297	4	4	4	4
26375.711394213595	4	4	4	4
26385.998333134896	4	4	4	4
26396.285272056197	4	4	4	4
26406.572210977498	4	4	4	4
26416.859149898795	4	3	3	3
26427.1460888201	4	4	4	4
26437.433027741397	4	4	4	4
26447.719966662695	4	4	4	4
26458.006905584	4	4	4	4
26468.293844505297	4	4	4	4
26478.580783426598	4	3	3	3
26488.8677223479	4	4	4	4
26499.154661269196	4	4	4	4
26509.441600190497	4	4	4	4
26519.7285391118	4	4	4	4
26530.0154780331	4	4	4	4
26540.302416954397	4	3	3	3
26550.5893558757	4	4	4	4
26560.876294797	4	4	4	4
26571.163233718296	4	4	4	4
26581.4501726396	4	4	4	4
26591.7371115609	4	4	4	4
26602.0240504822	4	3	3	3
26612.3109894035	4	4	4	4
26622.5979283248	4	4	4	4
26632.8848672461	4	4	4	4
26643.1718061674	4	4	4	4
