Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695c6acb8c72832fd1fbcc95 - minikube	Unknown Heuristic - Run None (Profile ?) 695c6acb8c72832fd1fbcc95 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695c6acb8c72832fd1fbcc95 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695c6acb8c72832fd1fbcc95 - minikube-m04
17282.04400283889	3	3	3	3
17292.264017033354	3	3	2	2
17302.48403122782	3	3	3	3
17312.704045422288	3	3	3	3
17322.92405961675	3	3	3	3
17333.144073811214	3	3	3	3
17343.364088005677	3	3	3	3
17353.58410220014	3	3	2	2
17363.804116394604	3	3	3	3
17374.02413058907	3	3	3	3
17384.244144783534	3	3	3	3
17394.464158978	3	3	3	3
17404.684173172463	3	3	3	3
17414.904187366927	3	3	2	2
17425.12420156139	3	3	3	3
17435.344215755853	3	3	3	3
17445.56422995032	3	3	3	3
17455.784244144783	3	3	3	3
17466.00425833925	3	3	3	3
17476.224272533713	3	3	2	2
17486.444286728176	3	3	3	3
17496.66430092264	3	3	3	3
17506.884315117102	3	3	3	3
17517.10432931157	3	3	3	3
17527.324343506032	3	3	3	3
17537.5443577005	3	3	2	2
17547.764371894962	3	3	3	3
17557.984386089425	3	3	3	3
17568.20440028389	3	3	3	3
17578.42441447835	3	3	3	3
17588.64442867282	3	3	3	3
17598.86444286728	3	3	2	2
17609.084457061745	3	3	3	3
17619.30447125621	3	3	3	3
17629.524485450675	3	3	3	3
17639.744499645138	3	3	3	3
17649.9645138396	3	3	3	3
17660.184528034068	3	3	2	2
17670.40454222853	3	3	3	3
17680.624556422994	3	3	3	3
17690.84457061746	3	3	3	3
17701.064584811924	3	3	3	3
17711.284599006387	3	3	3	3
17721.50461320085	3	3	2	2
17731.724627395317	3	3	3	3
17741.94464158978	3	3	3	3
17752.164655784243	3	3	3	3
17762.38466997871	3	3	3	3
17772.604684173173	3	3	3	3
17782.824698367636	3	3	2	2
17793.0447125621	3	3	3	3
17803.264726756566	3	3	3	3
17813.48474095103	3	3	3	3
17823.704755145493	3	3	3	3
17833.924769339956	3	3	3	3
17844.144783534422	3	3	2	2
17854.364797728886	3	3	3	3
17864.58481192335	3	3	3	3
17874.804826117816	3	3	3	3
17885.02484031228	3	3	3	3
17895.244854506742	3	3	3	3
17905.464868701205	3	3	2	2
17915.68488289567	3	3	3	3
17925.904897090135	3	3	3	3
17936.1249112846	3	3	3	3
17946.344925479065	3	3	3	3
17956.564939673528	3	3	3	3
17966.78495386799	3	3	2	2
17977.004968062454	3	3	3	3
17987.224982256917	3	3	3	3
17997.444996451384	3	3	3	3
18007.66501064585	3	3	3	3
18017.885024840314	3	3	3	3
18028.105039034777	3	3	2	2
18038.32505322924	3	3	3	3
18048.545067423704	3	3	3	3
18058.765081618167	3	3	3	3
18068.985095812634	3	3	3	3
18079.205110007097	3	3	3	3
18089.425124201563	3	3	2	2
18099.645138396027	3	3	3	3
18109.86515259049	3	3	3	3
18120.085166784953	3	3	3	3
18130.305180979416	3	3	3	3
18140.525195173883	3	3	3	3
18150.745209368346	3	3	2	2
18160.965223562813	3	3	3	3
18171.185237757276	3	3	3	3
18181.40525195174	3	3	3	3
18191.625266146202	3	3	3	3
18201.845280340665	3	3	3	3
18212.06529453513	3	3	2	2
18222.285308729595	3	3	3	3
18232.505322924062	3	3	3	3
18242.725337118525	3	3	3	3
18252.94535131299	3	3	3	3
18263.16536550745	3	3	3	3
18273.385379701915	3	3	2	2
18283.605393896378	3	3	3	3
18293.825408090845	3	3	3	3
18304.045422285308	3	3	3	3
18314.265436479775	3	3	3	3
18324.485450674238	3	3	3	3
18334.7054648687	3	3	2	2
18344.925479063164	3	3	3	3
18355.145493257627	3	3	3	3
18365.365507452094	3	3	3	3
18375.585521646557	3	3	3	3
18385.805535841024	3	3	3	3
18396.025550035487	3	3	2	2
18406.24556422995	3	3	3	3
18416.465578424413	3	3	3	3
18426.685592618876	3	3	3	3
18436.905606813343	3	3	3	3
18447.125621007806	3	3	3	3
18457.345635202273	3	3	2	2
18467.565649396736	3	3	3	3
18477.7856635912	3	3	3	3
18488.005677785663	3	3	3	3
18498.225691980126	3	3	3	3
18508.445706174592	3	3	3	3
18518.665720369056	3	3	2	2
18528.88573456352	3	3	3	3
18539.105748757986	3	3	3	3
18549.32576295245	3	3	3	3
18559.545777146912	3	3	3	3
18569.76579134138	3	3	3	3
18579.98580553584	3	3	2	2
18590.205819730305	3	3	3	3
18600.425833924768	3	3	3	3
18610.645848119235	3	3	3	3
18620.865862313698	3	3	3	3
18631.08587650816	3	3	3	3
18641.305890702628	3	3	2	2
18651.52590489709	3	3	3	3
18661.745919091554	3	3	3	3
18671.965933286017	3	3	3	3
18682.185947480484	3	3	3	3
18692.405961674947	3	3	3	3
18702.62597586941	3	3	2	2
18712.845990063877	3	3	3	3
18723.06600425834	3	3	3	3
18733.286018452804	3	3	3	3
18743.506032647267	3	3	3	3
18753.72604684173	3	3	3	3
18763.946061036197	3	3	2	2
18774.16607523066	3	3	3	3
18784.386089425127	3	3	3	3
18794.60610361959	3	3	3	3
18804.826117814053	3	3	3	3
18815.046132008516	3	3	3	3
18825.26614620298	3	3	2	2
18835.486160397446	3	3	3	3
18845.70617459191	3	3	3	3
18855.926188786376	3	3	3	3
18866.14620298084	3	3	3	3
18876.366217175302	3	3	3	3
18886.586231369765	3	3	2	2
18896.80624556423	3	3	3	3
18907.026259758695	3	3	3	3
18917.24627395316	3	3	3	3
18927.466288147625	3	3	3	3
18937.68630234209	3	3	3	3
18947.90631653655	3	3	2	2
18958.126330731015	3	3	3	3
18968.346344925478	3	3	3	3
18978.56635911994	3	3	3	3
18988.786373314408	3	3	3	3
18999.00638750887	3	3	3	3
19009.226401703338	3	3	2	2
19019.4464158978	3	3	3	3
19029.666430092264	3	3	3	3
19039.886444286727	3	3	3	3
19050.10645848119	3	3	3	3
19060.326472675657	3	3	3	3
19070.54648687012	3	3	2	2
19080.766501064587	3	3	3	3
19090.98651525905	3	3	3	3
19101.206529453513	3	3	3	3
19111.426543647976	3	3	3	3
19121.64655784244	3	3	3	3
19131.866572036903	3	3	2	2
19142.08658623137	3	3	3	3
19152.306600425836	3	3	3	3
19162.5266146203	3	3	3	3
19172.746628814763	3	3	3	3
19182.966643009226	3	3	3	3
19193.18665720369	3	3	2	2
19203.406671398152	3	3	3	3
19213.62668559262	3	3	3	3
19223.846699787082	3	3	3	3
19234.06671398155	3	3	3	3
19244.286728176012	3	3	3	3
19254.506742370475	3	3	2	2
19264.726756564938	3	3	3	3
19274.946770759405	3	3	3	3
19285.166784953868	3	3	3	3
19295.38679914833	3	3	3	3
19305.606813342798	3	3	3	3
19315.82682753726	3	3	2	2
19326.046841731724	3	3	3	3
19336.266855926187	3	3	3	3
19346.486870120654	3	3	3	3
19356.706884315117	3	3	3	3
19366.92689850958	3	3	3	3
19377.146912704047	3	3	2	2
19387.36692689851	3	3	3	3
19397.586941092974	3	3	3	3
19407.806955287437	3	3	3	3
19418.026969481904	3	3	3	3
19428.246983676367	3	3	3	3
19438.46699787083	3	3	2	2
19448.687012065293	3	3	3	3
19458.90702625976	3	3	3	3
19469.127040454223	3	3	3	3
19479.347054648686	3	3	3	3
19489.567068843153	3	3	3	3
19499.787083037616	3	3	2	2
19510.00709723208	3	3	3	3
19520.227111426542	3	3	3	3
19530.44712562101	3	3	3	3
19540.667139815472	3	3	3	3
19550.887154009935	3	3	3	3
19561.107168204402	3	3	2	2
19571.327182398865	3	3	3	3
19581.54719659333	3	3	3	3
19591.76721078779	3	3	3	3
19601.98722498226	3	3	3	3
19612.20723917672	3	3	3	3
19622.427253371185	3	3	2	2
19632.64726756565	3	3	3	3
19642.867281760115	3	3	3	3
19653.087295954578	3	3	3	3
19663.30731014904	3	3	3	3
19673.527324343504	3	3	3	3
19683.74733853797	3	3	2	2
19693.967352732434	3	3	3	3
19704.1873669269	3	3	3	3
19714.407381121364	3	3	3	3
19724.627395315827	3	3	3	3
19734.84740951029	3	3	3	3
19745.067423704753	3	3	2	2
19755.28743789922	3	3	3	3
19765.507452093683	3	3	3	3
19775.72746628815	3	3	3	3
19785.947480482613	3	3	3	3
19796.167494677076	3	3	3	3
19806.38750887154	3	3	2	2
19816.607523066003	3	3	3	3
19826.82753726047	3	3	3	3
19837.047551454933	3	3	3	3
19847.2675656494	3	3	3	3
19857.487579843862	3	3	3	3
19867.707594038326	3	3	2	2
19877.92760823279	3	3	3	3
19888.147622427252	3	3	3	3
19898.367636621715	3	3	3	3
19908.587650816182	3	3	3	3
19918.807665010645	3	3	3	3
19929.02767920511	3	3	2	2
19939.247693399575	3	3	3	3
19949.467707594038	3	3	3	3
19959.6877217885	3	3	3	3
19969.907735982964	3	3	3	3
19980.12775017743	3	3	3	3
19990.347764371894	3	3	2	2
20000.56777856636	3	3	3	3
20010.787792760824	3	3	3	3
20021.007806955287	3	3	3	3
20031.22782114975	3	3	3	3
20041.447835344214	3	3	3	3
20051.66784953868	3	3	2	2
20061.887863733144	3	3	3	3
20072.10787792761	3	3	3	3
20082.327892122074	3	3	3	3
20092.547906316537	3	3	3	3
20102.767920511	3	3	3	3
20112.987934705463	3	3	2	2
20123.20794889993	3	3	3	3
20133.427963094393	3	3	3	3
20143.647977288856	3	3	3	3
20153.867991483323	3	3	3	3
20164.088005677786	3	3	3	3
20174.30801987225	3	3	2	2
20184.528034066712	3	3	3	3
20194.74804826118	3	3	3	3
20204.968062455642	3	3	3	3
20215.188076650105	3	3	3	3
20225.408090844572	3	3	3	3
20235.628105039035	3	3	2	2
20245.8481192335	3	3	3	3
20256.06813342796	3	3	3	3
20266.28814762243	3	3	3	3
20276.50816181689	3	3	3	3
20286.728176011355	3	3	3	3
20296.94819020582	3	3	2	2
20307.168204400285	3	3	3	3
20317.388218594748	3	3	3	3
20327.60823278921	3	3	3	3
20337.828246983678	3	3	3	3
20348.04826117814	3	3	3	3
20358.268275372604	3	3	2	2
20368.488289567067	3	3	3	3
20378.708303761534	3	3	3	3
20388.928317955997	3	3	3	3
20399.14833215046	3	3	3	3
20409.368346344927	3	3	3	3
20419.58836053939	3	3	2	2
20429.808374733853	3	3	3	3
20440.028388928316	3	3	3	3
20450.248403122783	3	3	3	3
20460.468417317246	3	3	3	3
20470.68843151171	3	3	3	3
20480.908445706176	3	3	2	2
20491.12845990064	3	3	3	3
20501.348474095103	3	3	3	3
20511.568488289566	3	3	3	3
20521.788502484033	3	3	3	3
20532.008516678496	3	3	3	3
20542.22853087296	3	3	2	2
20552.448545067426	3	3	3	3
20562.66855926189	3	3	3	3
20572.888573456352	3	3	3	3
20583.108587650815	3	3	3	3
20593.328601845278	3	3	3	3
20603.548616039745	3	3	2	2
20613.768630234208	3	3	3	3
20623.988644428675	3	3	3	3
20634.208658623138	3	3	3	3
20644.4286728176	3	3	3	3
20654.648687012064	3	3	3	3
20664.868701206527	3	3	2	2
20675.088715400994	3	3	3	3
20685.308729595457	3	3	3	3
20695.528743789924	3	3	3	3
20705.748757984387	3	3	3	3
20715.96877217885	3	3	3	3
20726.188786373314	3	3	2	2
20736.408800567777	3	3	3	3
20746.628814762244	3	3	3	3
20756.848828956707	3	3	3	3
20767.068843151173	3	3	3	3
20777.288857345637	3	3	3	3
20787.5088715401	3	3	2	2
20797.728885734563	3	3	3	3
20807.948899929026	3	3	3	3
20818.16891412349	3	3	3	3
20828.388928317956	3	3	3	3
20838.60894251242	3	3	3	3
20848.828956706886	3	3	2	2
20859.04897090135	3	3	3	3
20869.268985095812	3	3	3	3
20879.488999290275	3	3	3	3
20889.70901348474	3	3	3	3
20899.929027679205	3	3	3	3
20910.14904187367	3	3	2	2
20920.369056068135	3	3	3	3
20930.5890702626	3	3	3	3
20940.80908445706	3	3	3	3
20951.029098651525	3	3	3	3
20961.249112845988	3	3	3	3
20971.469127040455	3	3	2	2
20981.689141234918	3	3	3	3
20991.909155429385	3	3	3	3
21002.129169623848	3	3	3	3
21012.34918381831	3	3	3	3
21022.569198012774	3	3	3	3
21032.789212207237	3	3	2	2
21043.009226401704	3	3	3	3
21053.229240596167	3	3	3	3
21063.44925479063	3	3	3	3
21073.669268985097	3	3	3	3
21083.88928317956	3	3	3	3
21094.109297374023	3	3	2	2
21104.329311568486	3	3	3	3
21114.549325762953	3	3	3	3
21124.769339957416	3	3	3	3
21134.98935415188	3	3	3	3
21145.209368346346	3	3	3	3
21155.42938254081	3	3	2	2
21165.649396735273	3	3	3	3
21175.869410929736	3	3	3	3
21186.089425124203	3	3	3	3
21196.309439318666	3	3	3	3
21206.52945351313	3	3	3	3
21216.749467707596	3	3	2	2
21226.96948190206	3	3	3	3
21237.189496096522	3	3	3	3
21247.409510290985	3	3	3	3
21257.629524485452	3	3	3	3
21267.849538679915	3	3	3	3
21278.069552874378	3	3	2	2
21288.28956706884	3	3	3	3
21298.509581263308	3	3	3	3
21308.72959545777	3	3	3	3
21318.949609652238	3	3	3	3
21329.1696238467	3	3	3	3
21339.389638041164	3	3	2	2
21349.609652235627	3	3	3	3
21359.82966643009	3	3	3	3
21370.049680624557	3	3	3	3
21380.26969481902	3	3	3	3
21390.489709013487	3	3	3	3
21400.70972320795	3	3	2	2
21410.929737402414	3	3	3	3
21421.149751596877	3	3	3	3
21431.36976579134	3	3	3	3
21441.589779985807	3	3	3	3
21451.80979418027	3	3	3	3
21462.029808374737	3	3	2	2
21472.2498225692	3	3	3	3
21482.469836763663	3	3	3	3
21492.689850958126	3	3	3	3
21502.90986515259	3	3	3	3
21513.129879347052	3	3	3	3
21523.34989354152	3	3	2	2
21533.569907735982	3	3	3	3
21543.78992193045	3	3	3	3
21554.009936124912	3	3	3	3
21564.229950319375	3	3	3	3
21574.44996451384	3	3	3	3
21584.6699787083	3	3	2	2
21594.88999290277	3	3	3	3
21605.11000709723	3	3	3	3
21615.3300212917	3	3	3	3
21625.550035486158	3	3	3	3
21635.770049680625	3	3	3	3
21645.99006387509	3	3	2	2
21656.21007806955	3	3	3	3
21666.430092264018	3	3	3	3
21676.65010645848	3	3	3	3
21686.870120652948	3	3	3	3
21697.090134847407	3	3	3	3
21707.310149041874	3	3	2	2
21717.53016323634	3	3	3	3
21727.7501774308	3	3	3	3
21737.970191625267	3	3	3	3
21748.19020581973	3	3	3	3
21758.410220014193	3	3	3	3
21768.630234208656	3	3	2	2
21778.850248403123	3	3	3	3
21789.07026259759	3	3	3	3
21799.29027679205	3	3	3	3
21809.510290986516	3	3	3	3
21819.73030518098	3	3	3	3
21829.950319375443	3	3	2	2
21840.170333569906	3	3	3	3
21850.390347764373	3	3	3	3
21860.61036195884	3	3	3	3
21870.8303761533	3	3	3	3
21881.050390347766	3	3	3	3
21891.27040454223	3	3	2	2
21901.490418736692	3	3	3	3
21911.710432931155	3	3	3	3
21921.930447125622	3	3	3	3
21932.15046132009	3	3	3	3
21942.370475514548	3	3	3	3
21952.590489709015	3	3	2	2
21962.810503903474	3	3	3	3
21973.03051809794	3	3	3	3
21983.250532292404	3	3	3	3
21993.47054648687	3	3	3	3
22003.690560681334	3	3	3	3
22013.910574875797	3	3	2	2
22024.130589070264	3	3	3	3
22034.350603264724	3	3	3	3
22044.57061745919	3	3	3	3
22054.790631653654	3	3	3	3
22065.01064584812	3	3	3	3
22075.230660042584	3	3	2	2
22085.450674237047	3	3	3	3
22095.670688431514	3	3	3	3
22105.890702625973	3	3	3	3
22116.11071682044	3	3	3	3
22126.330731014903	3	3	3	3
22136.55074520937	3	3	2	2
22146.770759403833	3	3	3	3
22156.990773598296	3	3	3	3
22167.210787792763	3	3	3	3
22177.430801987222	3	3	3	3
22187.65081618169	3	3	3	3
22197.870830376152	3	3	2	2
22208.090844570615	3	3	3	3
22218.310858765082	3	3	3	3
22228.530872959545	3	3	3	3
22238.750887154012	3	3	3	3
22248.97090134847	3	3	3	3
22259.19091554294	3	3	2	2
22269.4109297374	3	3	3	3
22279.630943931865	3	3	3	3
22289.85095812633	3	3	3	3
22300.070972320795	3	3	3	3
22310.29098651526	3	3	3	3
22320.51100070972	3	3	2	2
22330.731014904188	3	3	3	3
22340.951029098655	3	3	3	3
22351.171043293114	3	3	3	3
22361.39105748758	3	3	3	3
22371.611071682044	3	3	3	3
22381.83108587651	3	3	2	2
22392.05110007097	3	3	3	3
22402.271114265437	3	3	3	3
22412.491128459904	3	3	3	3
22422.711142654363	3	3	3	3
22432.93115684883	3	3	3	3
22443.151171043293	3	3	2	2
22453.371185237756	3	3	3	3
22463.59119943222	3	3	3	3
22473.811213626686	3	3	3	3
22484.031227821153	3	3	3	3
22494.251242015613	3	3	3	3
22504.47125621008	3	3	2	2
22514.691270404543	3	3	3	3
22524.911284599006	3	3	3	3
22535.13129879347	3	3	3	3
22545.351312987936	3	3	3	3
22555.571327182402	3	3	3	3
22565.791341376862	3	3	2	2
22576.01135557133	3	3	3	3
22586.231369765792	3	3	3	3
22596.451383960255	3	3	3	3
22606.67139815472	3	3	3	3
22616.891412349185	3	3	3	3
22627.11142654365	3	3	2	2
22637.33144073811	3	3	3	3
22647.551454932578	3	3	3	3
22657.771469127038	3	3	3	3
22667.991483321504	3	3	3	3
22678.211497515967	3	3	3	3
22688.431511710434	3	3	2	2
22698.6515259049	3	3	3	3
22708.87154009936	3	3	3	3
22719.091554293827	3	3	3	3
22729.311568488287	3	3	3	3
22739.531582682754	3	3	3	3
22749.751596877217	3	3	2	2
22759.971611071684	3	3	3	3
22770.191625266147	3	3	3	3
22780.41163946061	3	3	3	3
22790.631653655077	3	3	3	3
22800.851667849536	3	3	3	3
22811.071682044003	3	3	2	2
22821.291696238466	3	3	3	3
22831.511710432933	3	3	3	3
22841.731724627396	3	3	3	3
22851.95173882186	3	3	3	3
22862.171753016326	3	3	3	3
22872.391767210785	3	3	2	2
22882.611781405252	3	3	3	3
22892.831795599715	3	3	3	3
22903.05180979418	3	3	3	3
22913.271823988645	3	3	3	3
22923.49183818311	3	3	3	3
22933.711852377575	3	3	2	2
22943.931866572035	3	3	3	3
22954.1518807665	3	3	3	3
22964.371894960965	3	3	3	3
22974.591909155428	3	3	3	3
22984.811923349895	3	3	3	3
22995.031937544358	3	3	2	2
23005.251951738825	3	3	3	3
23015.471965933284	3	3	3	3
23025.69198012775	3	3	3	3
23035.911994322214	3	3	3	3
23046.132008516677	3	3	3	3
23056.352022711144	3	3	2	2
23066.572036905607	3	3	3	3
23076.792051100074	3	3	3	3
23087.012065294533	3	3	3	3
23097.232079489	3	3	3	3
23107.45209368346	3	3	3	3
23117.672107877926	3	3	2	2
23127.892122072393	3	3	3	3
23138.112136266856	3	3	3	3
23148.33215046132	3	3	3	3
23158.552164655783	3	3	3	3
23168.77217885025	3	3	3	3
23178.99219304471	3	3	2	2
23189.212207239176	3	3	3	3
23199.432221433643	3	3	3	3
23209.652235628106	3	3	3	3
23219.87224982257	3	3	3	3
23230.092264017032	3	3	3	3
23240.3122782115	3	3	2	2
23250.53229240596	3	3	3	3
23260.752306600425	3	3	3	3
23270.972320794892	3	3	3	3
23281.192334989355	3	3	3	3
23291.412349183818	3	3	3	3
23301.63236337828	3	3	2	2
23311.852377572748	3	3	3	3
23322.072391767208	3	3	3	3
23332.292405961674	3	3	3	3
23342.51242015614	3	3	3	3
23352.7324343506	3	3	3	3
23362.952448545067	3	3	2	2
23373.17246273953	3	3	3	3
23383.392476933997	3	3	3	3
23393.612491128457	3	3	3	3
23403.832505322924	3	3	3	3
23414.05251951739	3	3	3	3
23424.27253371185	3	3	2	2
23434.492547906317	3	3	3	3
23444.71256210078	3	3	3	3
23454.932576295247	3	3	3	3
23465.152590489706	3	3	3	3
23475.372604684173	3	3	3	3
23485.59261887864	3	3	2	2
23495.8126330731	3	3	3	3
23506.032647267566	3	3	3	3
23516.25266146203	3	3	3	3
23526.472675656496	3	3	3	3
23536.692689850956	3	3	3	3
23546.912704045422	3	3	2	2
23557.13271823989	3	3	3	3
23567.35273243435	3	3	3	3
23577.572746628815	3	3	3	3
23587.79276082328	3	3	3	3
23598.01277501774	3	3	3	3
23608.232789212205	3	3	2	2
23618.45280340667	3	3	3	3
23628.67281760114	3	3	3	3
23638.892831795598	3	3	3	3
23649.112845990065	3	3	3	3
23659.332860184528	3	3	3	3
23669.55287437899	3	3	2	2
23679.772888573458	3	3	3	3
23689.99290276792	3	3	3	3
23700.212916962388	3	3	3	3
23710.432931156847	3	3	3	3
23720.652945351314	3	3	3	3
23730.872959545777	3	3	2	2
23741.09297374024	3	3	3	3
23751.312987934707	3	3	3	3
23761.53300212917	3	3	3	3
23771.753016323637	3	3	3	3
23781.973030518096	3	3	3	3
23792.193044712563	3	3	2	2
23802.413058907023	3	3	3	3
23812.63307310149	3	3	3	3
23822.853087295956	3	3	3	3
23833.07310149042	3	3	3	3
23843.293115684886	3	3	3	3
23853.513129879346	3	3	2	2
23863.733144073813	3	3	3	3
23873.953158268272	3	3	3	3
23884.17317246274	3	3	3	3
23894.393186657206	3	3	3	3
23904.61320085167	3	3	3	3
23914.833215046132	3	3	2	2
23925.053229240595	3	3	3	3
23935.273243435062	3	3	3	3
23945.49325762952	3	3	3	3
23955.713271823988	3	3	3	3
23965.933286018455	3	3	3	3
23976.153300212918	3	3	2	2
23986.37331440738	3	3	3	3
23996.593328601844	3	3	3	3
24006.81334279631	3	3	3	3
24017.03335699077	3	3	3	3
24027.253371185237	3	3	3	3
24037.473385379704	3	3	2	2
24047.693399574164	3	3	3	3
24057.91341376863	3	3	3	3
24068.133427963094	3	3	3	3
24078.35344215756	3	3	3	3
24088.57345635202	3	3	3	3
24098.793470546487	3	3	2	2
24109.013484740954	3	3	3	3
24119.233498935413	3	3	3	3
24129.45351312988	3	3	3	3
24139.673527324343	3	3	3	3
24149.89354151881	3	3	3	3
24160.11355571327	3	3	2	2
24170.333569907736	3	3	3	3
24180.553584102203	3	3	3	3
24190.773598296662	3	3	3	3
24200.99361249113	3	3	3	3
24211.213626685592	3	3	3	3
24221.43364088006	3	3	2	2
24231.65365507452	3	3	3	3
24241.873669268985	3	3	3	3
24252.093683463452	3	3	3	3
24262.31369765791	3	3	3	3
24272.53371185238	3	3	3	3
24282.75372604684	3	3	2	2
24292.973740241305	3	3	3	3
24303.193754435768	3	3	3	3
24313.413768630235	3	3	3	3
24323.6337828247	3	3	3	3
24333.85379701916	3	3	3	3
24344.073811213628	3	3	2	2
24354.29382540809	3	3	3	3
24364.513839602554	3	3	3	3
24374.733853797017	3	3	3	3
24384.953867991484	3	3	3	3
24395.17388218595	3	3	3	3
24405.39389638041	3	3	2	2
24415.613910574877	3	3	3	3
24425.83392476934	3	3	3	3
24436.053938963803	3	3	3	3
24446.273953158267	3	3	3	3
24456.493967352733	3	3	3	3
24466.7139815472	3	3	2	2
24476.93399574166	3	3	3	3
24487.154009936126	3	3	3	3
24497.374024130586	3	3	3	3
24507.594038325053	3	3	3	3
24517.814052519516	3	3	3	3
24528.034066713983	3	3	2	2
24538.25408090845	3	3	3	3
24548.47409510291	3	3	3	3
24558.694109297376	3	3	3	3
24568.914123491835	3	3	3	3
24579.134137686302	3	3	3	3
24589.354151880765	3	3	2	2
24599.574166075232	3	3	3	3
24609.794180269695	3	3	3	3
24620.01419446416	3	3	3	3
24630.234208658625	3	3	3	3
24640.454222853085	3	3	3	3
24650.67423704755	3	3	2	2
24660.894251242014	3	3	3	3
24671.11426543648	3	3	3	3
24681.334279630944	3	3	3	3
24691.554293825408	3	3	3	3
24701.774308019874	3	3	3	3
24711.994322214334	3	3	2	2
24722.2143364088	3	3	3	3
24732.434350603264	3	3	3	3
24742.654364797727	3	3	3	3
24752.874378992194	3	3	3	3
24763.094393186657	3	3	3	3
24773.314407381124	3	3	2	2
24783.534421575583	3	3	3	3
24793.75443577005	3	3	3	3
24803.974449964513	3	3	3	3
24814.194464158976	3	3	3	3
24824.414478353443	3	3	3	3
24834.634492547906	3	3	2	2
24844.854506742373	3	3	3	3
24855.074520936832	3	3	3	3
24865.2945351313	3	3	3	3
24875.514549325762	3	3	3	3
24885.734563520225	3	3	3	3
24895.954577714692	3	3	2	2
24906.174591909155	3	3	3	3
24916.394606103622	3	3	3	3
24926.61462029808	3	3	3	3
24936.83463449255	3	3	3	3
24947.054648687008	3	3	3	3
24957.274662881475	3	3	2	2
24967.49467707594	3	3	3	3
24977.714691270405	3	3	3	3
24987.93470546487	3	3	3	3
24998.15471965933	3	3	3	3
25008.374733853798	3	3	3	3
25018.594748048265	3	3	2	2
25028.814762242724	3	3	3	3
25039.03477643719	3	3	3	3
25049.254790631654	3	3	3	3
25059.474804826117	3	3	3	3
25069.69481902058	3	3	3	3
25079.914833215047	3	3	2	2
25090.134847409514	3	3	3	3
25100.354861603973	3	3	3	3
25110.57487579844	3	3	3	3
25120.794889992903	3	3	3	3
25131.014904187366	3	3	3	3
25141.23491838183	3	3	2	2
25151.454932576296	3	3	3	3
25161.674946770763	3	3	3	3
25171.894960965223	3	3	3	3
25182.11497515969	3	3	3	3
25192.33498935415	3	3	3	3
25202.555003548616	3	3	2	2
25212.77501774308	3	3	3	3
25222.995031937546	3	3	3	3
25233.215046132013	3	3	3	3
25243.435060326472	3	3	3	3
25253.65507452094	3	3	3	3
25263.8750887154	3	3	2	2
25274.095102909865	3	3	3	3
25284.31511710433	3	3	3	3
25294.535131298795	3	3	3	3
25304.755145493258	3	3	3	3
25314.97515968772	3	3	3	3
25325.195173882188	3	3	2	2
25335.415188076648	3	3	3	3
25345.635202271114	3	3	3	3
25355.855216465578	3	3	3	3
25366.075230660044	3	3	3	3
25376.295244854507	3	3	3	3
25386.51525904897	3	3	2	2
25396.735273243437	3	3	3	3
25406.955287437897	3	3	3	3
25417.175301632364	3	3	3	3
25427.395315826827	3	3	3	3
25437.61533002129	3	3	3	3
25447.835344215757	3	3	2	2
25458.05535841022	3	3	3	3
25468.275372604687	3	3	3	3
25478.495386799146	3	3	3	3
25488.715400993613	3	3	3	3
25498.935415188076	3	3	3	3
25509.15542938254	3	3	2	2
25519.375443577006	3	3	3	3
25529.59545777147	3	3	3	3
25539.815471965936	3	3	3	3
25550.035486160396	3	3	3	3
25560.255500354862	3	3	3	3
25570.475514549325	3	3	2	2
25580.69552874379	3	3	3	3
25590.915542938255	3	3	3	3
25601.13555713272	3	3	3	3
25611.355571327185	3	3	3	3
25621.575585521645	3	3	3	3
25631.79559971611	3	3	2	2
25642.01561391057	3	3	3	3
25652.235628105038	3	3	3	3
25662.455642299505	3	3	3	3
25672.675656493968	3	3	3	3
25682.895670688435	3	3	3	3
25693.115684882894	3	3	2	2
25703.33569907736	3	3	3	3
25713.55571327182	3	3	3	3
25723.775727466287	3	3	3	3
25733.995741660754	3	3	3	3
25744.215755855217	3	3	3	3
25754.43577004968	3	3	2	2
25764.655784244143	3	3	3	3
25774.87579843861	3	3	3	3
25785.09581263307	3	3	3	3
25795.315826827537	3	3	3	3
25805.535841022003	3	3	3	3
25815.755855216466	3	3	2	2
25825.97586941093	3	3	3	3
25836.195883605393	3	3	3	3
25846.41589779986	3	3	3	3
25856.63591199432	3	3	3	3
25866.855926188786	3	3	3	3
25877.075940383253	3	3	2	2
25887.295954577712	3	3	3	3
25897.51596877218	3	3	3	3
25907.735982966642	3	3	3	3
25917.95599716111	3	3	3	3
25928.17601135557	3	3	3	3
25938.396025550035	3	3	2	2
25948.616039744502	3	3	3	3
25958.83605393896	3	3	3	3
25969.05606813343	3	3	3	3
25979.27608232789	3	3	3	3
25989.496096522358	3	3	3	3
25999.716110716818	3	3	2	2
26009.936124911284	3	3	3	3
26020.15613910575	3	3	3	3
26030.37615330021	3	3	3	3
26040.596167494678	3	3	3	3
26050.81618168914	3	3	3	3
26061.036195883607	3	3	2	2
26071.256210078067	3	3	3	3
26081.476224272534	3	3	3	3
26091.696238467	3	3	3	3
