Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695a6c3fbda4624da2f10204 - minikube	Unknown Heuristic - Run None (Profile ?) 695a6c3fbda4624da2f10204 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695a6c3fbda4624da2f10204 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695a6c3fbda4624da2f10204 - minikube-m04
15633.030000006458	3	3	3	3
15643.210000006462	3	3	3	3
15643.420000006467	3	3	2	2
15653.61000000647	3	3	3	3
15663.790000006475	3	3	3	3
15673.970000006479	3	3	3	3
15684.150000006483	3	3	3	3
15694.330000006486	3	3	3	3
15694.540000006491	3	3	2	2
15704.730000006495	3	3	3	3
15714.9100000065	3	3	3	3
15725.090000006503	3	3	3	3
15735.270000006507	3	3	3	3
15745.45000000651	3	3	3	3
15745.660000006515	3	3	2	2
15755.85000000652	3	3	3	3
15766.030000006524	3	3	3	3
15776.210000006527	3	3	3	3
15786.390000006531	3	3	3	3
15796.570000006535	3	3	3	3
15796.78000000654	3	3	2	2
15806.970000006544	3	3	3	3
15817.150000006548	3	3	3	3
15827.330000006552	3	3	3	3
15837.510000006556	3	3	3	3
15847.69000000656	3	3	3	3
15847.910000006565	3	3	2	2
15858.100000006569	3	3	3	3
15868.280000006573	3	3	3	3
15878.460000006577	3	3	3	3
15888.64000000658	3	3	3	3
15898.820000006584	3	3	3	3
15899.030000006589	3	3	2	2
15909.220000006593	3	3	3	3
15919.400000006597	3	3	3	3
15929.580000006601	3	3	3	3
15939.760000006605	3	3	3	3
15949.940000006609	3	3	3	3
15950.150000006613	3	3	2	2
15960.340000006618	3	3	3	3
15970.520000006622	3	3	3	3
15980.700000006625	3	3	3	3
15990.88000000663	3	3	3	3
16001.060000006633	3	3	3	3
16001.270000006638	3	3	2	2
16011.460000006642	3	3	3	3
16021.640000006646	3	3	3	3
16031.82000000665	3	3	3	3
16042.000000006654	3	3	3	3
16052.180000006658	3	3	3	3
16052.390000006662	3	3	2	2
16062.580000006667	3	3	3	3
16072.76000000667	3	3	3	3
16082.940000006674	3	3	3	3
16093.120000006678	3	3	3	3
16103.300000006682	3	3	3	3
16103.510000006687	3	3	2	2
16113.700000006691	3	3	3	3
16123.880000006695	3	3	3	3
16134.060000006699	3	3	3	3
16144.240000006703	3	3	3	3
16154.420000006707	3	3	3	3
16154.630000006711	3	3	2	2
16164.820000006715	3	3	3	3
16175.00000000672	3	3	3	3
16185.180000006723	3	3	3	3
16195.360000006727	3	3	3	3
16205.540000006731	3	3	3	3
16205.750000006736	3	3	2	2
16215.94000000674	3	3	3	3
16226.120000006744	3	3	3	3
16236.300000006748	3	3	3	3
16246.480000006752	3	3	3	3
16256.660000006756	3	3	3	3
16256.87000000676	3	3	2	2
16267.060000006764	3	3	3	3
16277.240000006768	3	3	3	3
16287.420000006772	3	3	3	3
16297.600000006776	3	3	3	3
16307.78000000678	3	3	3	3
16307.990000006785	3	3	2	2
16318.180000006789	3	3	3	3
16328.360000006793	3	3	3	3
16338.540000006797	3	3	3	3
16348.7200000068	3	3	3	3
16358.900000006804	3	3	3	3
16359.12000000681	3	3	2	2
16369.310000006813	3	3	3	3
16379.490000006817	3	3	3	3
16389.670000006823	3	3	3	3
16399.850000006794	3	3	3	3
16410.030000006765	3	3	3	3
16410.240000006732	3	3	2	2
16420.4300000067	3	3	3	3
16430.610000006673	3	3	3	3
16440.790000006644	3	3	3	3
16450.970000006615	3	3	3	3
16461.150000006586	3	3	3	3
16461.360000006553	3	3	2	2
16471.550000006522	3	3	3	3
16481.730000006493	3	3	3	3
16491.910000006465	3	3	3	3
16502.090000006436	3	3	3	3
16512.270000006407	3	3	3	3
16512.480000006373	3	3	2	2
16522.670000006343	3	3	3	3
16532.850000006314	3	3	3	3
16543.030000006285	3	3	3	3
16553.210000006256	3	3	3	3
16563.390000006228	3	3	3	3
16563.600000006194	3	3	2	2
16573.790000006164	3	3	3	3
16583.970000006135	3	3	3	3
16594.150000006106	3	3	3	3
16604.330000006077	3	3	3	3
16614.51000000605	3	3	3	3
16614.720000006015	3	3	2	2
16624.910000005984	3	3	3	3
16635.090000005956	3	3	3	3
16645.270000005927	3	3	3	3
16655.450000005898	3	3	3	3
16665.63000000587	3	3	3	3
16665.840000005835	3	3	2	2
16676.030000005805	3	3	3	3
16686.210000005776	3	3	3	3
16696.390000005747	3	3	3	3
16706.57000000572	3	3	3	3
16716.75000000569	3	3	3	3
16716.960000005656	3	3	2	2
16727.150000005626	3	3	3	3
16737.330000005597	3	3	3	3
16747.510000005568	3	3	3	3
16757.69000000554	3	3	3	3
16767.87000000551	3	3	3	3
16768.080000005477	3	3	2	2
16778.270000005446	3	3	3	3
16788.450000005418	3	3	3	3
16798.63000000539	3	3	3	3
16808.81000000536	3	3	3	3
16818.99000000533	3	3	3	3
16819.200000005298	3	3	2	2
16829.390000005267	3	3	3	3
16839.57000000524	3	3	3	3
16849.75000000521	3	3	3	3
16859.93000000518	3	3	3	3
16870.110000005152	3	3	3	3
16870.330000005117	3	3	2	2
16880.520000005086	3	3	3	3
16890.700000005058	3	3	3	3
16900.88000000503	3	3	3	3
16911.060000005	3	3	3	3
16921.24000000497	3	3	3	3
16921.450000004937	3	3	2	2
16931.640000004907	3	3	3	3
16941.82000000488	3	3	3	3
16952.00000000485	3	3	3	3
16962.18000000482	3	3	3	3
16972.36000000479	3	3	3	3
16972.57000000476	3	3	2	2
16982.760000004728	3	3	3	3
16992.9400000047	3	3	3	3
17003.12000000467	3	3	3	3
17013.30000000464	3	3	3	3
17023.480000004613	3	3	3	3
17023.69000000458	3	3	2	2
17033.88000000455	3	3	3	3
17044.06000000452	3	3	3	3
17054.24000000449	3	3	3	3
17064.420000004462	3	3	3	3
17074.600000004433	3	3	3	3
17074.8100000044	3	3	2	2
17085.00000000437	3	3	3	3
17095.18000000434	3	3	3	3
17105.36000000431	3	3	3	3
17115.540000004283	3	3	3	3
17125.720000004254	3	3	3	3
17125.93000000422	3	3	2	2
17136.12000000419	3	3	3	3
17146.30000000416	3	3	3	3
17156.480000004132	3	3	3	3
17166.660000004103	3	3	3	3
17176.840000004075	3	3	3	3
17177.05000000404	3	3	2	2
17187.24000000401	3	3	3	3
17197.420000003982	3	3	3	3
17207.600000003953	3	3	3	3
17217.780000003924	3	3	3	3
17227.960000003895	3	3	3	3
17228.17000000386	3	3	2	2
17238.36000000383	3	3	3	3
17248.540000003803	3	3	3	3
17258.720000003774	3	3	3	3
17268.900000003745	3	3	3	3
17279.080000003716	3	3	3	3
17279.290000003683	3	3	2	2
17289.480000003652	3	3	3	3
17299.660000003623	3	3	3	3
17309.840000003594	3	3	3	3
17320.020000003566	3	3	3	3
17330.200000003537	3	3	3	3
17330.410000003503	3	3	2	2
17340.600000003473	3	3	3	3
17350.780000003444	3	3	3	3
17360.960000003415	3	3	3	3
17371.140000003386	3	3	3	3
17381.320000003358	3	3	3	3
17381.540000003322	3	3	2	2
17391.730000003292	3	3	3	3
17401.910000003263	3	3	3	3
17412.090000003234	3	3	3	3
17422.270000003205	3	3	3	3
17432.450000003177	3	3	3	3
17432.660000003143	3	3	2	2
17442.850000003113	3	3	3	3
17453.030000003084	3	3	3	3
17463.210000003055	3	3	3	3
17473.390000003026	3	3	3	3
17483.570000002997	3	3	3	3
17483.780000002964	3	3	2	2
17493.970000002933	3	3	3	3
17504.150000002905	3	3	3	3
17514.330000002876	3	3	3	3
17524.510000002847	3	3	3	3
17534.690000002818	3	3	3	3
17534.900000002785	3	3	2	2
17545.090000002754	3	3	3	3
17555.270000002725	3	3	3	3
17565.450000002696	3	3	3	3
17575.630000002668	3	3	3	3
17585.81000000264	3	3	3	3
17586.020000002605	3	3	2	2
17596.210000002575	3	3	3	3
17606.390000002546	3	3	3	3
17616.570000002517	3	3	3	3
17626.75000000249	3	3	3	3
17636.93000000246	3	3	3	3
17637.140000002426	3	3	2	2
17647.330000002396	3	3	3	3
17657.510000002367	3	3	3	3
17667.690000002338	3	3	3	3
17677.87000000231	3	3	3	3
17688.05000000228	3	3	3	3
17688.260000002247	3	3	2	2
17698.450000002216	3	3	3	3
17708.630000002187	3	3	3	3
17718.81000000216	3	3	3	3
17728.99000000213	3	3	3	3
17739.1700000021	3	3	3	3
17739.380000002067	3	3	2	2
17749.570000002037	3	3	3	3
17759.750000002008	3	3	3	3
17769.93000000198	3	3	3	3
17780.11000000195	3	3	3	3
17790.29000000192	3	3	3	3
17790.500000001888	3	3	2	2
17800.690000001858	3	3	3	3
17810.87000000183	3	3	3	3
17821.0500000018	3	3	3	3
17831.23000000177	3	3	3	3
17841.410000001742	3	3	3	3
17841.62000000171	3	3	2	2
17851.81000000168	3	3	3	3
17861.99000000165	3	3	3	3
17872.17000000162	3	3	3	3
17882.350000001592	3	3	3	3
17892.530000001563	3	3	3	3
17892.750000001528	3	3	2	2
17902.940000001498	3	3	3	3
17913.12000000147	3	3	3	3
17923.30000000144	3	3	3	3
17933.48000000141	3	3	3	3
17943.660000001382	3	3	3	3
17943.87000000135	3	3	2	2
17954.06000000132	3	3	3	3
17964.24000000129	3	3	3	3
17974.42000000126	3	3	3	3
17984.600000001232	3	3	3	3
17994.780000001203	3	3	3	3
17994.99000000117	3	3	2	2
18005.18000000114	3	3	3	3
18015.36000000111	3	3	3	3
18025.54000000108	3	3	3	3
18035.720000001053	3	3	3	3
18045.900000001024	3	3	3	3
18046.11000000099	3	3	2	2
18056.30000000096	3	3	3	3
18066.48000000093	3	3	3	3
18076.660000000902	3	3	3	3
18086.840000000873	3	3	3	3
18097.020000000844	3	3	3	3
18097.23000000081	3	3	2	2
18107.42000000078	3	3	3	3
18117.60000000075	3	3	3	3
18127.780000000723	3	3	3	3
18137.960000000694	3	3	3	3
18148.140000000665	3	3	3	3
18148.35000000063	3	3	2	2
18158.5400000006	3	3	3	3
18168.720000000572	3	3	3	3
18178.900000000544	3	3	3	3
18189.080000000515	3	3	3	3
18199.260000000486	3	3	3	3
18199.470000000452	3	3	2	2
18209.660000000422	3	3	3	3
18219.840000000393	3	3	3	3
18230.020000000364	3	3	3	3
18240.200000000335	3	3	3	3
18250.380000000307	3	3	3	3
18250.590000000273	3	3	2	2
18260.780000000243	3	3	3	3
18270.960000000214	3	3	3	3
18281.140000000185	3	3	3	3
18291.320000000156	3	3	3	3
18301.500000000127	3	3	3	3
18301.710000000094	3	3	2	2
18311.900000000063	3	3	3	3
18322.080000000034	3	3	3	3
18332.260000000006	3	3	3	3
18342.439999999977	3	3	3	3
18352.619999999948	3	3	3	3
18352.829999999914	3	3	2	2
18363.019999999884	3	3	3	3
18373.199999999855	3	3	3	3
18383.379999999826	3	3	3	3
18393.559999999798	3	3	3	3
18403.73999999977	3	3	3	3
18403.959999999734	3	3	2	2
18414.149999999703	3	3	3	3
18424.329999999674	3	3	3	3
18434.509999999646	3	3	3	3
18444.689999999617	3	3	3	3
18454.869999999588	3	3	3	3
18455.079999999554	3	3	2	2
18465.269999999524	3	3	3	3
18475.449999999495	3	3	3	3
18485.629999999466	3	3	3	3
18495.809999999437	3	3	3	3
18505.98999999941	3	3	3	3
18506.199999999375	3	3	2	2
18516.389999999345	3	3	3	3
18526.569999999316	3	3	3	3
18536.749999999287	3	3	3	3
18546.929999999258	3	3	3	3
18557.10999999923	3	3	3	3
18557.319999999196	3	3	2	2
18567.509999999165	3	3	3	3
18577.689999999136	3	3	3	3
18587.869999999108	3	3	3	3
18598.04999999908	3	3	3	3
18608.22999999905	3	3	3	3
18608.439999999016	3	3	2	2
18618.629999998986	3	3	3	3
18628.809999998957	3	3	3	3
18638.98999999893	3	3	3	3
18649.1699999989	3	3	3	3
18659.34999999887	3	3	3	3
18659.559999998837	3	3	2	2
18669.749999998807	3	3	3	3
18679.929999998778	3	3	3	3
18690.10999999875	3	3	3	3
18700.28999999872	3	3	3	3
18710.46999999869	3	3	3	3
18710.679999998658	3	3	2	2
18720.869999998627	3	3	3	3
18731.0499999986	3	3	3	3
18741.22999999857	3	3	3	3
18751.40999999854	3	3	3	3
18761.589999998512	3	3	3	3
18761.79999999848	3	3	2	2
18771.98999999845	3	3	3	3
18782.16999999842	3	3	3	3
18792.34999999839	3	3	3	3
18802.52999999836	3	3	3	3
18812.709999998333	3	3	3	3
18812.9199999983	3	3	2	2
18823.10999999827	3	3	3	3
18833.28999999824	3	3	3	3
18843.46999999821	3	3	3	3
18853.649999998182	3	3	3	3
18863.829999998154	3	3	3	3
18864.03999999812	3	3	2	2
18874.22999999809	3	3	3	3
18884.40999999806	3	3	3	3
18894.589999998032	3	3	3	3
18904.769999998003	3	3	3	3
18914.949999997974	3	3	3	3
18915.16999999794	3	3	2	2
18925.35999999791	3	3	3	3
18935.53999999788	3	3	3	3
18945.71999999785	3	3	3	3
18955.899999997822	3	3	3	3
18966.079999997793	3	3	3	3
18966.28999999776	3	3	2	2
18976.47999999773	3	3	3	3
18986.6599999977	3	3	3	3
18996.839999997672	3	3	3	3
19007.019999997643	3	3	3	3
19017.199999997614	3	3	3	3
19017.40999999758	3	3	2	2
19027.59999999755	3	3	3	3
19037.77999999752	3	3	3	3
19047.959999997493	3	3	3	3
19058.139999997464	3	3	3	3
19068.319999997435	3	3	3	3
19068.5299999974	3	3	2	2
19078.71999999737	3	3	3	3
19088.899999997342	3	3	3	3
19099.079999997313	3	3	3	3
19109.259999997284	3	3	3	3
19119.439999997256	3	3	3	3
19119.649999997222	3	3	2	2
19129.83999999719	3	3	3	3
19140.019999997163	3	3	3	3
19150.199999997134	3	3	3	3
19160.379999997105	3	3	3	3
19170.559999997076	3	3	3	3
19170.769999997043	3	3	2	2
19180.959999997012	3	3	3	3
19191.139999996984	3	3	3	3
19201.319999996955	3	3	3	3
19211.499999996926	3	3	3	3
19221.679999996897	3	3	3	3
19221.889999996863	3	3	2	2
19232.079999996833	3	3	3	3
19242.259999996804	3	3	3	3
19252.439999996775	3	3	3	3
19262.619999996747	3	3	3	3
19272.799999996718	3	3	3	3
19273.009999996684	3	3	2	2
19283.199999996654	3	3	3	3
19293.379999996625	3	3	3	3
19303.559999996596	3	3	3	3
19313.739999996567	3	3	3	3
19323.91999999654	3	3	3	3
19324.129999996505	3	3	2	2
19334.319999996475	3	3	3	3
19344.499999996446	3	3	3	3
19354.679999996417	3	3	3	3
19364.859999996388	3	3	3	3
19375.03999999636	3	3	3	3
19375.249999996326	3	3	2	2
19385.439999996295	3	3	3	3
19395.619999996266	3	3	3	3
19405.799999996238	3	3	3	3
19415.97999999621	3	3	3	3
19426.15999999618	3	3	3	3
19426.379999996145	3	3	2	2
19436.569999996114	3	3	3	3
19446.749999996086	3	3	3	3
19456.929999996057	3	3	3	3
19467.109999996028	3	3	3	3
19477.289999996	3	3	3	3
19477.499999995965	3	3	2	2
19487.689999995935	3	3	3	3
19497.869999995906	3	3	3	3
19508.049999995877	3	3	3	3
19518.22999999585	3	3	3	3
19528.40999999582	3	3	3	3
19528.619999995786	3	3	2	2
19538.809999995756	3	3	3	3
19548.989999995727	3	3	3	3
19559.169999995698	3	3	3	3
19569.34999999567	3	3	3	3
19579.52999999564	3	3	3	3
19579.739999995607	3	3	2	2
19589.929999995577	3	3	3	3
19600.109999995548	3	3	3	3
19610.28999999552	3	3	3	3
19620.46999999549	3	3	3	3
19630.64999999546	3	3	3	3
19630.859999995428	3	3	2	2
19641.049999995397	3	3	3	3
19651.22999999537	3	3	3	3
19661.40999999534	3	3	3	3
19671.58999999531	3	3	3	3
19681.769999995282	3	3	3	3
19681.97999999525	3	3	2	2
19692.169999995218	3	3	3	3
19702.34999999519	3	3	3	3
19712.52999999516	3	3	3	3
19722.70999999513	3	3	3	3
19732.889999995103	3	3	3	3
19733.09999999507	3	3	2	2
19743.28999999504	3	3	3	3
19753.46999999501	3	3	3	3
19763.64999999498	3	3	3	3
19773.829999994952	3	3	3	3
19784.009999994923	3	3	3	3
19784.21999999489	3	3	2	2
19794.40999999486	3	3	3	3
19804.58999999483	3	3	3	3
19814.7699999948	3	3	3	3
19824.949999994773	3	3	3	3
19835.129999994744	3	3	3	3
19835.33999999471	3	3	2	2
19845.52999999468	3	3	3	3
19855.70999999465	3	3	3	3
19865.889999994622	3	3	3	3
19876.069999994594	3	3	3	3
19886.249999994565	3	3	3	3
19886.45999999453	3	3	2	2
19896.6499999945	3	3	3	3
19906.829999994472	3	3	3	3
19917.009999994443	3	3	3	3
19927.189999994414	3	3	3	3
19937.369999994386	3	3	3	3
19937.58999999435	3	3	2	2
19947.77999999432	3	3	3	3
19957.95999999429	3	3	3	3
19968.139999994262	3	3	3	3
19978.319999994234	3	3	3	3
19988.499999994205	3	3	3	3
19988.70999999417	3	3	2	2
19998.89999999414	3	3	3	3
20009.079999994112	3	3	3	3
20019.259999994083	3	3	3	3
20029.439999994054	3	3	3	3
20039.619999994025	3	3	3	3
20039.82999999399	3	3	2	2
20050.01999999396	3	3	3	3
20060.199999993933	3	3	3	3
20070.379999993904	3	3	3	3
20080.559999993875	3	3	3	3
20090.739999993846	3	3	3	3
20090.949999993813	3	3	2	2
20101.139999993782	3	3	3	3
20111.319999993753	3	3	3	3
20121.499999993724	3	3	3	3
20131.679999993696	3	3	3	3
20141.859999993667	3	3	3	3
20142.069999993633	3	3	2	2
20152.259999993603	3	3	3	3
20162.439999993574	3	3	3	3
20172.639999993542	3	3	3	3
20182.819999993513	3	3	3	3
20192.999999993484	3	3	3	3
20193.20999999345	3	3	2	2
20203.39999999342	3	3	3	3
20213.57999999339	3	3	3	3
20223.759999993363	3	3	3	3
20233.939999993334	3	3	3	3
20244.119999993305	3	3	3	3
20244.32999999327	3	3	2	2
20254.51999999324	3	3	3	3
20264.699999993212	3	3	3	3
20274.879999993183	3	3	3	3
20285.059999993155	3	3	3	3
20295.239999993126	3	3	3	3
20295.449999993092	3	3	2	2
20305.63999999306	3	3	3	3
20315.819999993033	3	3	3	3
20325.999999993004	3	3	3	3
20336.179999992975	3	3	3	3
20346.359999992947	3	3	3	3
20346.569999992913	3	3	2	2
20356.759999992883	3	3	3	3
20366.939999992854	3	3	3	3
20377.119999992825	3	3	3	3
20387.299999992796	3	3	3	3
20397.479999992767	3	3	3	3
20397.689999992734	3	3	2	2
20407.879999992703	3	3	3	3
20418.059999992674	3	3	3	3
20428.239999992646	3	3	3	3
20438.419999992617	3	3	3	3
20448.599999992588	3	3	3	3
20448.819999992553	3	3	2	2
20459.009999992522	3	3	3	3
20469.189999992494	3	3	3	3
20479.369999992465	3	3	3	3
20489.549999992436	3	3	3	3
20499.729999992407	3	3	3	3
20499.939999992373	3	3	2	2
20510.129999992343	3	3	3	3
20520.309999992314	3	3	3	3
20530.489999992285	3	3	3	3
20540.669999992257	3	3	3	3
20550.849999992228	3	3	3	3
20551.059999992194	3	3	2	2
20561.249999992164	3	3	3	3
20571.429999992135	3	3	3	3
20581.609999992106	3	3	3	3
20591.789999992077	3	3	3	3
20601.96999999205	3	3	3	3
20602.179999992015	3	3	2	2
20612.369999991985	3	3	3	3
20622.549999991956	3	3	3	3
20632.729999991927	3	3	3	3
20642.909999991898	3	3	3	3
20653.08999999187	3	3	3	3
20653.299999991836	3	3	2	2
20663.489999991805	3	3	3	3
20673.669999991776	3	3	3	3
20683.849999991748	3	3	3	3
20694.02999999172	3	3	3	3
20704.20999999169	3	3	3	3
20704.419999991656	3	3	2	2
20714.609999991626	3	3	3	3
20724.789999991597	3	3	3	3
20734.96999999157	3	3	3	3
20745.14999999154	3	3	3	3
20755.32999999151	3	3	3	3
20755.539999991477	3	3	2	2
20765.729999991447	3	3	3	3
20775.909999991418	3	3	3	3
20786.08999999139	3	3	3	3
20796.26999999136	3	3	3	3
20806.44999999133	3	3	3	3
20806.659999991298	3	3	2	2
20816.849999991267	3	3	3	3
20827.02999999124	3	3	3	3
20837.20999999121	3	3	3	3
20847.38999999118	3	3	3	3
20857.569999991152	3	3	3	3
20857.77999999112	3	3	2	2
20867.969999991088	3	3	3	3
20878.14999999106	3	3	3	3
20888.32999999103	3	3	3	3
20898.509999991	3	3	3	3
20908.689999990973	3	3	3	3
20908.89999999094	3	3	2	2
20919.08999999091	3	3	3	3
20929.26999999088	3	3	3	3
20939.44999999085	3	3	3	3
20949.629999990822	3	3	3	3
20959.809999990794	3	3	3	3
20960.02999999076	3	3	2	2
20970.219999990728	3	3	3	3
20980.3999999907	3	3	3	3
20990.57999999067	3	3	3	3
21000.75999999064	3	3	3	3
21010.939999990613	3	3	3	3
21011.14999999058	3	3	2	2
21021.33999999055	3	3	3	3
21031.51999999052	3	3	3	3
21041.69999999049	3	3	3	3
21051.879999990462	3	3	3	3
21062.059999990433	3	3	3	3
21062.2699999904	3	3	2	2
21072.45999999037	3	3	3	3
21082.63999999034	3	3	3	3
21092.81999999031	3	3	3	3
21102.999999990283	3	3	3	3
21113.179999990254	3	3	3	3
21113.38999999022	3	3	2	2
21123.57999999019	3	3	3	3
21133.75999999016	3	3	3	3
21143.939999990132	3	3	3	3
21154.119999990104	3	3	3	3
21164.299999990075	3	3	3	3
21164.50999999004	3	3	2	2
21174.69999999001	3	3	3	3
21184.879999989982	3	3	3	3
21195.059999989953	3	3	3	3
21205.239999989924	3	3	3	3
21215.419999989896	3	3	3	3
21215.629999989862	3	3	2	2
21225.81999998983	3	3	3	3
21235.999999989803	3	3	3	3
21246.179999989774	3	3	3	3
21256.359999989745	3	3	3	3
21266.539999989716	3	3	3	3
21266.749999989683	3	3	2	2
21276.939999989652	3	3	3	3
21287.119999989623	3	3	3	3
21297.299999989595	3	3	3	3
21307.479999989566	3	3	3	3
21317.659999989537	3	3	3	3
21317.869999989503	3	3	2	2
21328.059999989473	3	3	3	3
21338.239999989444	3	3	3	3
21348.419999989415	3	3	3	3
21358.599999989387	3	3	3	3
21368.779999989358	3	3	3	3
21368.989999989324	3	3	2	2
21379.179999989294	3	3	3	3
21389.359999989265	3	3	3	3
21399.539999989236	3	3	3	3
21409.719999989207	3	3	3	3
21419.89999998918	3	3	3	3
21420.109999989145	3	3	2	2
21430.299999989114	3	3	3	3
21440.479999989086	3	3	3	3
21450.659999989057	3	3	3	3
21460.839999989028	3	3	3	3
21471.019999989	3	3	3	3
21471.239999988964	3	3	2	2
21481.429999988934	3	3	3	3
21491.609999988905	3	3	3	3
21501.789999988876	3	3	3	3
21511.969999988847	3	3	3	3
21522.14999998882	3	3	3	3
21522.359999988785	3	3	2	2
21532.549999988754	3	3	3	3
21542.729999988725	3	3	3	3
21552.909999988697	3	3	3	3
21563.089999988668	3	3	3	3
21573.26999998864	3	3	3	3
21573.479999988605	3	3	2	2
21583.669999988575	3	3	3	3
21593.849999988546	3	3	3	3
21604.029999988517	3	3	3	3
21614.20999998849	3	3	3	3
21624.38999998846	3	3	3	3
21624.599999988426	3	3	2	2
21634.789999988396	3	3	3	3
21644.969999988367	3	3	3	3
21655.149999988338	3	3	3	3
21665.32999998831	3	3	3	3
21675.50999998828	3	3	3	3
21675.719999988247	3	3	2	2
21685.909999988216	3	3	3	3
21696.089999988188	3	3	3	3
21706.26999998816	3	3	3	3
21716.44999998813	3	3	3	3
21726.6299999881	3	3	3	3
21726.839999988068	3	3	2	2
21737.029999988037	3	3	3	3
21747.20999998801	3	3	3	3
21757.38999998798	3	3	3	3
21767.56999998795	3	3	3	3
21777.749999987922	3	3	3	3
21777.95999998789	3	3	2	2
21788.159999987856	3	3	3	3
21798.339999987827	3	3	3	3
21808.5199999878	3	3	3	3
21818.69999998777	3	3	3	3
21828.87999998774	3	3	3	3
21829.089999987707	3	3	2	2
21839.279999987677	3	3	3	3
21849.45999998765	3	3	3	3
21859.63999998762	3	3	3	3
21869.81999998759	3	3	3	3
21879.99999998756	3	3	3	3
21880.209999987528	3	3	2	2
21890.399999987498	3	3	3	3
21900.57999998747	3	3	3	3
21910.75999998744	3	3	3	3
21920.93999998741	3	3	3	3
21931.119999987382	3	3	3	3
21931.32999998735	3	3	2	2
21941.51999998732	3	3	3	3
21951.69999998729	3	3	3	3
21961.87999998726	3	3	3	3
21972.059999987232	3	3	3	3
21982.239999987203	3	3	3	3
21982.459999987168	3	3	2	2
21992.649999987138	3	3	3	3
22002.82999998711	3	3	3	3
22013.00999998708	3	3	3	3
22023.18999998705	3	3	3	3
22033.369999987022	3	3	3	3
22033.57999998699	3	3	2	2
22043.76999998696	3	3	3	3
22053.94999998693	3	3	3	3
22064.1299999869	3	3	3	3
22074.309999986872	3	3	3	3
22084.489999986843	3	3	3	3
22084.69999998681	3	3	2	2
22094.88999998678	3	3	3	3
22105.06999998675	3	3	3	3
22115.24999998672	3	3	3	3
22125.429999986693	3	3	3	3
22135.609999986664	3	3	3	3
22135.81999998663	3	3	2	2
22146.0099999866	3	3	3	3
22156.18999998657	3	3	3	3
22166.369999986542	3	3	3	3
22176.549999986513	3	3	3	3
22186.729999986484	3	3	3	3
22186.93999998645	3	3	2	2
22197.12999998642	3	3	3	3
22207.30999998639	3	3	3	3
22217.489999986363	3	3	3	3
22227.669999986334	3	3	3	3
22237.849999986305	3	3	3	3
22238.05999998627	3	3	2	2
22248.24999998624	3	3	3	3
22258.429999986212	3	3	3	3
22268.609999986184	3	3	3	3
22278.789999986155	3	3	3	3
22288.969999986126	3	3	3	3
22289.179999986092	3	3	2	2
22299.369999986062	3	3	3	3
22309.549999986033	3	3	3	3
22319.729999986004	3	3	3	3
22329.909999985975	3	3	3	3
22340.089999985947	3	3	3	3
22340.299999985913	3	3	2	2
22350.489999985883	3	3	3	3
22360.669999985854	3	3	3	3
22370.849999985825	3	3	3	3
22381.029999985796	3	3	3	3
22391.209999985767	3	3	3	3
22391.419999985734	3	3	2	2
22401.609999985703	3	3	3	3
22411.789999985675	3	3	3	3
22421.969999985646	3	3	3	3
22432.149999985617	3	3	3	3
22442.329999985588	3	3	3	3
22442.539999985554	3	3	2	2
22452.729999985524	3	3	3	3
22462.909999985495	3	3	3	3
22473.089999985466	3	3	3	3
22483.269999985438	3	3	3	3
22493.44999998541	3	3	3	3
22493.669999985374	3	3	2	2
22503.859999985343	3	3	3	3
22514.039999985314	3	3	3	3
22524.219999985286	3	3	3	3
22534.399999985257	3	3	3	3
22544.579999985228	3	3	3	3
22544.789999985194	3	3	2	2
22554.979999985164	3	3	3	3
22565.159999985135	3	3	3	3
22575.339999985106	3	3	3	3
22585.519999985077	3	3	3	3
22595.69999998505	3	3	3	3
22595.899999985017	3	3	2	2
22606.089999984986	3	3	3	3
22616.269999984957	3	3	3	3
22626.44999998493	3	3	3	3
22636.6299999849	3	3	3	3
22646.80999998487	3	3	3	3
22647.019999984837	3	3	2	2
22657.209999984807	3	3	3	3
22667.389999984778	3	3	3	3
22677.56999998475	3	3	3	3
22687.74999998472	3	3	3	3
22697.92999998469	3	3	3	3
22698.139999984658	3	3	2	2
22708.329999984628	3	3	3	3
22718.5099999846	3	3	3	3
22728.68999998457	3	3	3	3
22738.86999998454	3	3	3	3
22749.049999984512	3	3	3	3
22749.25999998448	3	3	2	2
22759.44999998445	3	3	3	3
22769.62999998442	3	3	3	3
22779.80999998439	3	3	3	3
22789.989999984362	3	3	3	3
22800.169999984333	3	3	3	3
22800.3799999843	3	3	2	2
22810.56999998427	3	3	3	3
22820.74999998424	3	3	3	3
22830.92999998421	3	3	3	3
22841.109999984183	3	3	3	3
22851.289999984154	3	3	3	3
22851.49999998412	3	3	2	2
22861.68999998409	3	3	3	3
22871.86999998406	3	3	3	3
22882.049999984032	3	3	3	3
22892.229999984003	3	3	3	3
22902.409999983975	3	3	3	3
22902.61999998394	3	3	2	2
22912.80999998391	3	3	3	3
22922.98999998388	3	3	3	3
22933.169999983853	3	3	3	3
22943.349999983824	3	3	3	3
22953.529999983795	3	3	3	3
22953.73999998376	3	3	2	2
22963.92999998373	3	3	3	3
22974.109999983702	3	3	3	3
