Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 69613120284eb5e6dc72fbcf - minikube	Unknown Heuristic - Run None (Profile ?) 69613120284eb5e6dc72fbcf - minikube-m02	Unknown Heuristic - Run None (Profile ?) 69613120284eb5e6dc72fbcf - minikube-m03	Unknown Heuristic - Run None (Profile ?) 69613120284eb5e6dc72fbcf - minikube-m04
20437.82886940033	3	3	2	2
20448.068262621477	3	3	2	2
20458.30765584262	2	2	2	2
20468.54704906376	3	3	2	2
20478.7864422849	3	3	2	2
20489.025835506043	3	3	2	2
20499.265228727185	3	3	2	2
20509.50462194833	3	3	2	2
20519.744015169472	2	2	2	2
20529.983408390613	3	3	2	2
20540.222801611755	3	3	2	2
20550.462194832897	3	3	2	2
20560.701588054042	3	3	2	2
20570.940981275184	3	3	2	2
20581.180374496325	2	2	2	2
20591.41976771747	3	3	2	2
20601.659160938612	3	3	2	2
20611.898554159754	3	3	2	2
20622.137947380896	3	3	2	2
20632.377340602037	3	3	2	2
20642.616733823183	2	2	2	2
20652.856127044324	3	3	2	2
20663.095520265466	3	3	2	2
20673.334913486608	3	3	2	2
20683.57430670775	3	3	2	2
20693.81369992889	3	3	2	2
20704.053093150036	2	2	2	2
20714.292486371178	3	3	2	2
20724.53187959232	3	3	2	2
20734.771272813465	3	3	2	2
20745.010666034606	3	3	2	2
20755.250059255748	3	3	2	2
20765.48945247689	2	2	2	2
20775.72884569803	3	3	2	2
20785.968238919177	3	3	2	2
20796.20763214032	3	3	2	2
20806.44702536146	3	3	2	2
20816.6864185826	3	3	2	2
20826.925811803743	2	2	2	2
20837.165205024885	3	3	2	2
20847.40459824603	3	3	2	2
20857.643991467172	3	3	2	2
20867.883384688317	3	3	2	2
20878.12277790946	3	3	2	2
20888.3621711306	2	2	2	2
20898.601564351742	3	3	2	2
20908.840957572884	3	3	2	2
20919.080350794025	3	3	2	2
20929.31974401517	3	3	2	2
20939.559137236312	3	3	2	2
20949.798530457454	2	2	2	2
20960.037923678596	3	3	2	2
20970.277316899737	3	3	2	2
20980.516710120883	3	3	2	2
20990.756103342024	3	3	2	2
21000.995496563166	3	3	2	2
21011.23488978431	2	2	2	2
21021.474283005453	3	3	2	2
21031.713676226595	3	3	2	2
21041.953069447736	3	3	2	2
21052.192462668878	3	3	2	2
21062.43185589002	3	3	2	2
21072.671249111165	2	2	2	2
21082.910642332306	3	3	2	2
21093.150035553448	3	3	2	2
21103.38942877459	3	3	2	2
21113.62882199573	3	3	2	2
21123.868215216877	3	3	2	2
21134.10760843802	2	2	2	2
21144.34700165916	3	3	2	2
21154.586394880305	3	3	2	2
21164.825788101447	3	3	2	2
21175.06518132259	3	3	2	2
21185.30457454373	3	3	2	2
21195.543967764872	2	2	2	2
21205.783360986017	3	3	2	2
21216.02275420716	3	3	2	2
21226.2621474283	3	3	2	2
21236.501540649442	3	3	2	2
21246.740933870584	3	3	2	2
21256.980327091725	2	2	2	2
21267.21972031287	3	3	2	2
21277.459113534012	3	3	2	2
21287.698506755154	3	3	2	2
21297.9378999763	3	3	2	2
21308.17729319744	3	3	2	2
21318.416686418583	2	2	2	2
21328.656079639724	3	3	2	2
21338.895472860866	3	3	2	2
21349.13486608201	3	3	2	2
21359.374259303153	3	3	2	2
21369.613652524295	3	3	2	2
21379.853045745436	2	2	2	2
21390.092438966578	3	3	2	2
21400.33183218772	3	3	2	2
21410.571225408865	3	3	2	2
21420.810618630007	3	3	2	2
21431.05001185115	3	3	2	2
21441.289405072293	2	2	2	2
21451.528798293435	3	3	2	2
21461.768191514577	3	3	2	2
21472.00758473572	3	3	2	2
21482.24697795686	3	3	2	2
21492.486371178005	3	3	2	2
21502.725764399147	2	2	2	2
21512.96515762029	3	3	2	2
21523.204550841434	3	3	2	2
21533.443944062572	3	3	2	2
21543.683337283717	3	3	2	2
21553.92273050486	3	3	2	2
21564.162123726	2	2	2	2
21574.401516947146	3	3	2	2
21584.640910168288	3	3	2	2
21594.88030338943	3	3	2	2
21605.11969661057	3	3	2	2
21615.359089831712	3	3	2	2
21625.598483052858	2	2	2	2
21635.837876273996	3	3	2	2
21646.07726949514	3	3	2	2
21656.316662716286	3	3	2	2
21666.556055937424	3	3	2	2
21676.795449158566	3	3	2	2
21687.03484237971	2	2	2	2
21697.27423560085	3	3	2	2
21707.513628821995	3	3	2	2
21717.75302204314	3	3	2	2
21727.99241526428	3	3	2	2
21738.231808485423	3	3	2	2
21748.471201706565	2	2	2	2
21758.71059492771	3	3	2	2
21768.94998814885	3	3	2	2
21779.189381369993	3	3	2	2
21789.42877459114	3	3	2	2
21799.668167812277	3	3	2	2
21809.907561033422	2	2	2	2
21820.146954254564	3	3	2	2
21830.3863474757	3	3	2	2
21840.625740696847	3	3	2	2
21850.865133917992	3	3	2	2
21861.10452713913	3	3	2	2
21871.343920360276	2	2	2	2
21881.583313581417	3	3	2	2
21891.82270680256	3	3	2	2
21902.0621000237	3	3	2	2
21912.301493244846	3	3	2	2
21922.540886465984	3	3	2	2
21932.78027968713	2	2	2	2
21943.019672908275	3	3	2	2
21953.259066129416	3	3	2	2
21963.498459350558	3	3	2	2
21973.7378525717	3	3	2	2
21983.977245792845	3	3	2	2
21994.216639013983	2	2	2	2
22004.456032235128	3	3	2	2
22014.69542545627	3	3	2	2
22024.93481867741	3	3	2	2
22035.174211898553	3	3	2	2
22045.4136051197	3	3	2	2
22055.652998340836	2	2	2	2
22065.89239156198	3	3	2	2
22076.131784783127	3	3	2	2
22086.371178004265	3	3	2	2
22096.61057122541	3	3	2	2
22106.849964446552	3	3	2	2
22117.08935766769	2	2	2	2
22127.328750888835	3	3	2	2
22137.56814410998	3	3	2	2
22147.80753733112	3	3	2	2
22158.046930552264	3	3	2	2
22168.286323773405	3	3	2	2
22178.52571699455	2	2	2	2
22188.76511021569	3	3	2	2
22199.004503436834	3	3	2	2
22209.24389665798	3	3	2	2
22219.483289879117	3	3	2	2
22229.722683100263	3	3	2	2
22239.962076321404	2	2	2	2
22250.201469542546	3	3	2	2
22260.440862763688	3	3	2	2
22270.680255984833	3	3	2	2
22280.91964920597	3	3	2	2
22291.159042427116	3	3	2	2
22301.398435648258	2	2	2	2
22311.6378288694	3	3	2	2
22321.87722209054	3	3	2	2
22332.116615311686	3	3	2	2
22342.356008532824	3	3	2	2
22352.59540175397	3	3	2	2
22362.834794975115	2	2	2	2
22373.074188196253	3	3	2	2
22383.3135814174	3	3	2	2
22393.55297463854	3	3	2	2
22403.792367859685	3	3	2	2
22414.031761080823	3	3	2	2
22424.27115430197	2	2	2	2
22434.51054752311	3	3	2	2
22444.749940744252	3	3	2	2
22454.989333965394	3	3	2	2
22465.22872718654	3	3	2	2
22475.468120407677	3	3	2	2
22485.707513628822	2	2	2	2
22495.946906849967	3	3	2	2
22506.186300071106	3	3	2	2
22516.42569329225	3	3	2	2
22526.665086513392	3	3	2	2
22536.904479734534	3	3	2	2
22547.143872955676	2	2	2	2
22557.38326617682	3	3	2	2
22567.62265939796	3	3	2	2
22577.862052619104	3	3	2	2
22588.101445840246	3	3	2	2
22598.340839061388	3	3	2	2
22608.58023228253	2	2	2	2
22618.819625503675	3	3	2	2
22629.05901872482	3	3	2	2
22639.298411945958	3	3	2	2
22649.537805167103	3	3	2	2
22659.777198388245	3	3	2	2
22670.016591609387	2	2	2	2
22680.255984830528	3	3	2	2
22690.495378051673	3	3	2	2
22700.73477127281	3	3	2	2
22710.974164493957	3	3	2	2
22721.2135577151	3	3	2	2
22731.45295093624	2	2	2	2
22741.69234415738	3	3	2	2
22751.931737378527	3	3	2	2
22762.171130599665	3	3	2	2
22772.41052382081	3	3	2	2
22782.649917041956	3	3	2	2
22792.889310263094	2	2	2	2
22803.12870348424	3	3	2	2
22813.36809670538	3	3	2	2
22823.607489926522	3	3	2	2
22833.846883147664	3	3	2	2
22844.08627636881	3	3	2	2
22854.32566958995	2	2	2	2
22864.565062811093	3	3	2	2
22874.804456032234	3	3	2	2
22885.04384925338	3	3	2	2
22895.283242474517	3	3	2	2
22905.522635695663	3	3	2	2
22915.762028916808	2	2	2	2
22926.001422137946	3	3	2	2
22936.24081535909	3	3	2	2
22946.480208580233	3	3	2	2
22956.719601801375	3	3	2	2
22966.958995022516	3	3	2	2
22977.19838824366	2	2	2	2
22987.4377814648	3	3	2	2
22997.677174685945	3	3	2	2
23007.916567907087	3	3	2	2
23018.15596112823	3	3	2	2
23028.39535434937	3	3	2	2
23038.634747570515	2	2	2	2
23048.874140791653	3	3	2	2
23059.1135340128	3	3	2	2
23069.352927233944	3	3	2	2
23079.592320455085	3	3	2	2
23089.831713676227	3	3	2	2
23100.07110689737	2	2	2	2
23110.310500118514	3	3	2	2
23120.549893339652	3	3	2	2
23130.789286560797	3	3	2	2
23141.02867978194	3	3	2	2
23151.26807300308	3	3	2	2
23161.507466224222	2	2	2	2
23171.746859445368	3	3	2	2
23181.986252666506	3	3	2	2
23192.22564588765	3	3	2	2
23202.465039108796	3	3	2	2
23212.704432329934	3	3	2	2
23222.94382555108	2	2	2	2
23233.18321877222	3	3	2	2
23243.422611993363	3	3	2	2
23253.662005214504	3	3	2	2
23263.90139843565	3	3	2	2
23274.140791656788	3	3	2	2
23284.380184877933	2	2	2	2
23294.619578099075	3	3	2	2
23304.858971320216	3	3	2	2
23315.098364541358	3	3	2	2
23325.337757762503	3	3	2	2
23335.57715098365	3	3	2	2
23345.816544204787	2	2	2	2
23356.055937425932	3	3	2	2
23366.295330647074	3	3	2	2
23376.534723868215	3	3	2	2
23386.774117089357	3	3	2	2
23397.013510310502	3	3	2	2
23407.25290353164	2	2	2	2
23417.492296752785	3	3	2	2
23427.73168997393	3	3	2	2
23437.97108319507	3	3	2	2
23448.21047641621	3	3	2	2
23458.449869637356	3	3	2	2
23468.689262858494	2	2	2	2
23478.92865607964	3	3	2	2
23489.168049300784	3	3	2	2
23499.407442521922	3	3	2	2
23509.646835743068	3	3	2	2
23519.88622896421	3	3	2	2
23530.12562218535	2	2	2	2
23540.365015406493	3	3	2	2
23550.604408627638	3	3	2	2
23560.843801848783	3	3	2	2
23571.08319506992	3	3	2	2
23581.322588291066	3	3	2	2
23591.561981512208	2	2	2	2
23601.801374733346	3	3	2	2
23612.04076795449	3	3	2	2
23622.280161175637	3	3	2	2
23632.519554396775	3	3	2	2
23642.75894761792	3	3	2	2
23652.99834083906	2	2	2	2
23663.237734060203	3	3	2	2
23673.477127281345	3	3	2	2
23683.71652050249	3	3	2	2
23693.95591372363	3	3	2	2
23704.195306944774	3	3	2	2
23714.43470016592	2	2	2	2
23724.674093387057	3	3	2	2
23734.9134866082	3	3	2	2
23745.152879829344	3	3	2	2
23755.392273050482	3	3	2	2
23765.631666271627	3	3	2	2
23775.871059492772	2	2	2	2
23786.110452713914	3	3	2	2
23796.349845935056	3	3	2	2
23806.589239156197	3	3	2	2
23816.828632377343	3	3	2	2
23827.06802559848	3	3	2	2
23837.307418819626	2	2	2	2
23847.54681204077	3	3	2	2
23857.78620526191	3	3	2	2
23868.025598483055	3	3	2	2
23878.264991704196	3	3	2	2
23888.504384925334	3	3	2	2
23898.74377814648	2	2	2	2
23908.983171367625	3	3	2	2
23919.222564588763	3	3	2	2
23929.46195780991	3	3	2	2
23939.70135103105	3	3	2	2
23949.94074425219	3	3	2	2
23960.180137473333	2	2	2	2
23970.41953069448	3	3	2	2
23980.658923915616	3	3	2	2
23990.89831713676	3	3	2	2
24001.137710357907	3	3	2	2
24011.37710357905	3	3	2	2
24021.61649680019	2	2	2	2
24031.855890021332	3	3	2	2
24042.095283242477	3	3	2	2
24052.334676463615	3	3	2	2
24062.57406968476	3	3	2	2
24072.813462905902	3	3	2	2
24083.052856127044	2	2	2	2
24093.292249348186	3	3	2	2
24103.53164256933	3	3	2	2
24113.77103579047	3	3	2	2
24124.010429011614	3	3	2	2
24134.24982223276	3	3	2	2
24144.489215453897	2	2	2	2
24154.728608675043	3	3	2	2
24164.968001896184	3	3	2	2
24175.207395117322	3	3	2	2
24185.446788338468	3	3	2	2
24195.686181559613	3	3	2	2
24205.92557478075	2	2	2	2
24216.164968001896	3	3	2	2
24226.404361223038	3	3	2	2
24236.643754444183	3	3	2	2
24246.88314766532	3	3	2	2
24257.122540886467	3	3	2	2
24267.361934107612	2	2	2	2
24277.60132732875	3	3	2	2
24287.840720549895	3	3	2	2
24298.080113771037	3	3	2	2
24308.31950699218	3	3	2	2
24318.55890021332	3	3	2	2
24328.798293434465	2	2	2	2
24339.037686655603	3	3	2	2
24349.27707987675	3	3	2	2
24359.51647309789	3	3	2	2
24369.755866319032	3	3	2	2
24379.995259540174	3	3	2	2
24390.23465276132	2	2	2	2
24400.474045982457	3	3	2	2
24410.713439203602	3	3	2	2
24420.952832424748	3	3	2	2
24431.192225645886	3	3	2	2
24441.43161886703	3	3	2	2
24451.671012088173	2	2	2	2
24461.910405309318	3	3	2	2
24472.149798530456	3	3	2	2
24482.3891917516	3	3	2	2
24492.628584972743	3	3	2	2
24502.867978193884	3	3	2	2
24513.107371415026	2	2	2	2
24523.34676463617	3	3	2	2
24533.58615785731	3	3	2	2
24543.825551078455	3	3	2	2
24554.0649442996	3	3	2	2
24564.304337520738	3	3	2	2
24574.543730741883	2	2	2	2
24584.783123963025	3	3	2	2
24595.022517184167	3	3	2	2
24605.26191040531	3	3	2	2
24615.501303626454	3	3	2	2
24625.74069684759	3	3	2	2
24635.980090068737	2	2	2	2
24646.21948328988	3	3	2	2
24656.45887651102	3	3	2	2
24666.698269732162	3	3	2	2
24676.937662953307	3	3	2	2
24687.177056174452	3	3	2	2
24697.41644939559	2	2	2	2
24707.655842616736	3	3	2	2
24717.895235837877	3	3	2	2
24728.13462905902	3	3	2	2
24738.37402228016	3	3	2	2
24748.613415501306	3	3	2	2
24758.852808722444	2	2	2	2
24769.09220194359	3	3	2	2
24779.33159516473	3	3	2	2
24789.570988385873	3	3	2	2
24799.810381607014	3	3	2	2
24810.04977482816	3	3	2	2
24820.289168049298	2	2	2	2
24830.528561270443	3	3	2	2
24840.767954491588	3	3	2	2
24851.007347712726	3	3	2	2
24861.24674093387	3	3	2	2
24871.486134155013	3	3	2	2
24881.725527376155	2	2	2	2
24891.964920597296	3	3	2	2
24902.20431381844	3	3	2	2
24912.443707039583	3	3	2	2
24922.683100260725	3	3	2	2
24932.922493481867	3	3	2	2
24943.161886703012	2	2	2	2
24953.40127992415	3	3	2	2
24963.640673145295	3	3	2	2
24973.88006636644	3	3	2	2
24984.11945958758	3	3	2	2
24994.358852808724	3	3	2	2
25004.598246029866	2	2	2	2
25014.837639251007	3	3	2	2
25025.07703247215	3	3	2	2
25035.316425693294	3	3	2	2
25045.555818914432	3	3	2	2
25055.795212135577	3	3	2	2
25066.03460535672	2	2	2	2
25076.27399857786	3	3	2	2
25086.513391799002	3	3	2	2
25096.752785020148	3	3	2	2
25106.992178241286	3	3	2	2
25117.23157146243	3	3	2	2
25127.470964683576	2	2	2	2
25137.710357904718	3	3	2	2
25147.94975112586	3	3	2	2
25158.189144347	3	3	2	2
25168.428537568147	3	3	2	2
25178.667930789285	3	3	2	2
25188.90732401043	2	2	2	2
25199.14671723157	3	3	2	2
25209.386110452713	3	3	2	2
25219.625503673855	3	3	2	2
25229.864896895	3	3	2	2
25240.104290116138	3	3	2	2
25250.343683337283	2	2	2	2
25260.58307655843	3	3	2	2
25270.822469779567	3	3	2	2
25281.061863000712	3	3	2	2
25291.301256221854	3	3	2	2
25301.540649442995	3	3	2	2
25311.780042664137	2	2	2	2
25322.019435885282	3	3	2	2
25332.25882910642	3	3	2	2
25342.498222327566	3	3	2	2
25352.737615548707	3	3	2	2
25362.977008769853	3	3	2	2
25373.21640199099	2	2	2	2
25383.455795212136	3	3	2	2
25393.69518843328	3	3	2	2
25403.93458165442	3	3	2	2
25414.173974875564	3	3	2	2
25424.413368096706	3	3	2	2
25434.652761317848	2	2	2	2
25444.89215453899	3	3	2	2
25455.131547760135	3	3	2	2
25465.370940981273	3	3	2	2
25475.610334202418	3	3	2	2
25485.849727423563	3	3	2	2
25496.0891206447	2	2	2	2
25506.328513865843	3	3	2	2
25516.56790708699	3	3	2	2
25526.807300308126	3	3	2	2
25537.04669352927	3	3	2	2
25547.286086750417	3	3	2	2
25557.525479971555	2	2	2	2
25567.7648731927	3	3	2	2
25578.004266413842	3	3	2	2
25588.243659634987	3	3	2	2
25598.483052856125	3	3	2	2
25608.72244607727	3	3	2	2
25618.961839298416	2	2	2	2
25629.201232519554	3	3	2	2
25639.4406257407	3	3	2	2
25649.68001896184	3	3	2	2
25659.91941218298	3	3	2	2
25670.158805404124	3	3	2	2
25680.39819862527	2	2	2	2
25690.637591846407	3	3	2	2
25700.876985067553	3	3	2	2
25711.116378288694	3	3	2	2
25721.355771509836	3	3	2	2
25731.595164730978	3	3	2	2
25741.834557952123	2	2	2	2
25752.07395117326	3	3	2	2
25762.313344394406	3	3	2	2
25772.55273761555	3	3	2	2
25782.79213083669	3	3	2	2
25793.03152405783	3	3	2	2
25803.270917278976	2	2	2	2
25813.51031050012	3	3	2	2
25823.74970372126	3	3	2	2
25833.989096942405	3	3	2	2
25844.228490163547	3	3	2	2
25854.46788338469	3	3	2	2
25864.70727660583	2	2	2	2
25874.946669826975	3	3	2	2
25885.186063048113	3	3	2	2
25895.42545626926	3	3	2	2
25905.664849490404	3	3	2	2
25915.904242711542	3	3	2	2
25926.143635932687	2	2	2	2
25936.38302915383	3	3	2	2
25946.622422374967	3	3	2	2
25956.861815596112	3	3	2	2
25967.101208817257	3	3	2	2
25977.340602038395	3	3	2	2
25987.57999525954	2	2	2	2
25997.819388480682	3	3	2	2
26008.058781701824	3	3	2	2
26018.298174922966	3	3	2	2
26028.53756814411	3	3	2	2
26038.776961365256	3	3	2	2
26049.016354586394	2	2	2	2
26059.25574780754	3	3	2	2
26069.49514102868	3	3	2	2
26079.734534249823	3	3	2	2
26089.973927470965	3	3	2	2
26100.21332069211	3	3	2	2
26110.452713913248	2	2	2	2
26120.692107134393	3	3	2	2
26130.931500355535	3	3	2	2
26141.170893576676	3	3	2	2
26151.410286797818	3	3	2	2
26161.649680018963	3	3	2	2
26171.8890732401	2	2	2	2
26182.128466461247	3	3	2	2
26192.367859682392	3	3	2	2
26202.60725290353	3	3	2	2
26212.846646124675	3	3	2	2
26223.086039345817	3	3	2	2
26233.325432566955	2	2	2	2
26243.5648257881	3	3	2	2
26253.804219009246	3	3	2	2
26264.043612230387	3	3	2	2
26274.28300545153	3	3	2	2
26284.52239867267	3	3	2	2
26294.761791893816	2	2	2	2
26305.001185114954	3	3	2	2
26315.2405783361	3	3	2	2
26325.479971557244	3	3	2	2
26335.719364778382	3	3	2	2
26345.958757999528	3	3	2	2
26356.19815122067	2	2	2	2
26366.43754444181	3	3	2	2
26376.676937662953	3	3	2	2
26386.916330884098	3	3	2	2
26397.155724105236	3	3	2	2
26407.39511732638	3	3	2	2
26417.634510547523	2	2	2	2
26427.873903768665	3	3	2	2
26438.113296989806	3	3	2	2
26448.35269021095	3	3	2	2
26458.59208343209	3	3	2	2
26468.831476653235	3	3	2	2
26479.07086987438	2	2	2	2
26489.31026309552	3	3	2	2
26499.549656316663	3	3	2	2
26509.789049537805	3	3	2	2
26520.02844275895	3	3	2	2
26530.26783598009	3	3	2	2
26540.507229201234	2	2	2	2
26550.746622422375	3	3	2	2
26560.986015643517	3	3	2	2
26571.22540886466	3	3	2	2
26581.464802085804	3	3	2	2
26591.704195306942	3	3	2	2
26601.943588528087	2	2	2	2
26612.182981749233	3	3	2	2
26622.42237497037	3	3	2	2
26632.661768191516	3	3	2	2
26642.901161412658	3	3	2	2
26653.1405546338	3	3	2	2
26663.37994785494	2	2	2	2
26673.619341076086	3	3	2	2
26683.858734297224	3	3	2	2
26694.09812751837	3	3	2	2
26704.33752073951	3	3	2	2
26714.576913960653	3	3	2	2
26724.816307181794	2	2	2	2
26735.05570040294	3	3	2	2
26745.295093624085	3	3	2	2
26755.534486845223	3	3	2	2
26765.77388006637	3	3	2	2
26776.01327328751	3	3	2	2
26786.25266650865	2	2	2	2
26796.492059729793	3	3	2	2
26806.73145295094	3	3	2	2
26816.970846172077	3	3	2	2
26827.210239393222	3	3	2	2
26837.449632614364	3	3	2	2
26847.689025835505	2	2	2	2
26857.928419056647	3	3	2	2
26868.167812277792	3	3	2	2
26878.40720549893	3	3	2	2
26888.646598720075	3	3	2	2
26898.88599194122	3	3	2	2
26909.12538516236	2	2	2	2
26919.364778383504	3	3	2	2
26929.604171604646	3	3	2	2
26939.843564825787	3	3	2	2
26950.08295804693	3	3	2	2
26960.322351268074	3	3	2	2
26970.561744489216	2	2	2	2
26980.801137710358	3	3	2	2
26991.0405309315	3	3	2	2
27001.279924152645	3	3	2	2
27011.519317373783	3	3	2	2
27021.758710594928	3	3	2	2
27031.998103816073	2	2	2	2
27042.23749703721	3	3	2	2
27052.476890258356	3	3	2	2
27062.716283479498	3	3	2	2
27072.95567670064	3	3	2	2
27083.19506992178	3	3	2	2
27093.434463142927	2	2	2	2
27103.673856364065	3	3	2	2
27113.91324958521	3	3	2	2
27124.15264280635	3	3	2	2
27134.392036027493	3	3	2	2
27144.631429248635	3	3	2	2
27154.87082246978	2	2	2	2
27165.11021569092	3	3	2	2
27175.349608912064	3	3	2	2
27185.58900213321	3	3	2	2
27195.82839535435	3	3	2	2
27206.067788575492	3	3	2	2
27216.307181796634	2	2	2	2
27226.54657501778	3	3	2	2
27236.785968238917	3	3	2	2
27247.025361460062	3	3	2	2
27257.264754681204	3	3	2	2
27267.504147902346	3	3	2	2
27277.743541123487	2	2	2	2
27287.982934344633	3	3	2	2
27298.22232756577	3	3	2	2
27308.461720786916	3	3	2	2
27318.70111400806	3	3	2	2
27328.9405072292	3	3	2	2
27339.179900450345	2	2	2	2
27349.419293671486	3	3	2	2
27359.658686892628	3	3	2	2
27369.89808011377	3	3	2	2
27380.137473334915	3	3	2	2
27390.376866556053	3	3	2	2
27400.616259777198	2	2	2	2
27410.85565299834	3	3	2	2
27421.095046219485	3	3	2	2
27431.334439440623	3	3	2	2
27441.57383266177	3	3	2	2
27451.813225882914	3	3	2	2
27462.05261910405	2	2	2	2
27472.292012325197	3	3	2	2
27482.53140554634	3	3	2	2
27492.77079876748	3	3	2	2
27503.010191988622	3	3	2	2
27513.249585209767	3	3	2	2
27523.488978430905	2	2	2	2
27533.72837165205	3	3	2	2
27543.967764873196	3	3	2	2
27554.207158094334	3	3	2	2
27564.446551315476	3	3	2	2
27574.68594453662	3	3	2	2
27584.92533775776	2	2	2	2
27595.164730978904	3	3	2	2
27605.40412420005	3	3	2	2
27615.643517421187	3	3	2	2
27625.882910642333	3	3	2	2
27636.122303863474	3	3	2	2
27646.36169708462	2	2	2	2
27656.601090305758	3	3	2	2
27666.840483526903	3	3	2	2
27677.07987674805	3	3	2	2
27687.319269969186	3	3	2	2
27697.558663190328	3	3	2	2
27707.798056411473	2	2	2	2
27718.03744963261	3	3	2	2
27728.276842853757	3	3	2	2
27738.516236074902	3	3	2	2
27748.75562929604	3	3	2	2
27758.995022517185	3	3	2	2
27769.234415738327	2	2	2	2
27779.47380895947	3	3	2	2
27789.71320218061	3	3	2	2
27799.952595401755	3	3	2	2
27810.191988622893	3	3	2	2
27820.43138184404	3	3	2	2
27830.670775065184	2	2	2	2
27840.910168286322	3	3	2	2
27851.149561507464	3	3	2	2
27861.38895472861	3	3	2	2
27871.628347949754	3	3	2	2
27881.867741170892	3	3	2	2
27892.107134392038	2	2	2	2
27902.34652761318	3	3	2	2
27912.58592083432	3	3	2	2
27922.825314055463	3	3	2	2
27933.064707276608	3	3	2	2
27943.304100497746	3	3	2	2
27953.54349371889	2	2	2	2
27963.782886940036	3	3	2	2
27974.022280161174	3	3	2	2
27984.26167338232	3	3	2	2
27994.50106660346	3	3	2	2
28004.7404598246	3	3	2	2
28014.979853045745	2	2	2	2
28025.21924626689	3	3	2	2
28035.458639488028	3	3	2	2
28045.698032709173	3	3	2	2
28055.937425930315	3	3	2	2
28066.176819151457	3	3	2	2
28076.4162123726	2	2	2	2
28086.655605593744	3	3	2	2
28096.89499881489	3	3	2	2
28107.134392036027	3	3	2	2
28117.373785257172	3	3	2	2
28127.613178478314	3	3	2	2
28137.852571699455	2	2	2	2
28148.091964920597	3	3	2	2
28158.331358141742	3	3	2	2
28168.57075136288	3	3	2	2
28178.810144584026	3	3	2	2
28189.049537805167	3	3	2	2
28199.28893102631	2	2	2	2
28209.52832424745	3	3	2	2
28219.767717468596	3	3	2	2
28230.007110689734	3	3	2	2
28240.24650391088	3	3	2	2
28250.485897132025	3	3	2	2
28260.725290353163	2	2	2	2
28270.964683574308	3	3	2	2
28281.20407679545	3	3	2	2
28291.443470016588	3	3	2	2
28301.682863237733	3	3	2	2
28311.922256458878	3	3	2	2
28322.16164968002	2	2	2	2
28332.40104290116	3	3	2	2
28342.640436122303	3	3	2	2
28352.87982934345	3	3	2	2
28363.119222564586	3	3	2	2
28373.35861578573	3	3	2	2
28383.598009006877	2	2	2	2
28393.837402228015	3	3	2	2
28404.07679544916	3	3	2	2
28414.316188670302	3	3	2	2
28424.555581891444	3	3	2	2
28434.794975112585	3	3	2	2
28445.03436833373	2	2	2	2
28455.27376155487	3	3	2	2
28465.513154776014	3	3	2	2
28475.752547997155	3	3	2	2
28485.991941218297	3	3	2	2
28496.23133443944	3	3	2	2
28506.470727660584	2	2	2	2
28516.710120881722	3	3	2	2
28526.949514102867	3	3	2	2
28537.188907324013	3	3	2	2
28547.428300545154	3	3	2	2
28557.667693766296	3	3	2	2
28567.907086987438	2	2	2	2
28578.146480208583	3	3	2	2
28588.38587342972	3	3	2	2
28598.625266650866	3	3	2	2
28608.864659872008	3	3	2	2
28619.10405309315	3	3	2	2
28629.34344631429	2	2	2	2
28639.582839535437	3	3	2	2
28649.822232756575	3	3	2	2
28660.06162597772	3	3	2	2
28670.301019198865	3	3	2	2
28680.540412420003	3	3	2	2
28690.77980564115	2	2	2	2
28701.01919886229	3	3	2	2
28711.25859208343	3	3	2	2
28721.497985304573	3	3	2	2
28731.73737852572	3	3	2	2
28741.976771746857	3	3	2	2
28752.216164968002	2	2	2	2
28762.455558189144	3	3	2	2
28772.69495141029	3	3	2	2
28782.934344631427	3	3	2	2
28793.173737852572	3	3	2	2
28803.413131073718	3	3	2	2
28813.652524294856	2	2	2	2
28823.891917516	3	3	2	2
28834.131310737142	3	3	2	2
28844.370703958284	3	3	2	2
28854.610097179426	3	3	2	2
28864.84949040057	3	3	2	2
28875.08888362171	2	2	2	2
28885.328276842854	3	3	2	2
28895.567670063996	3	3	2	2
28905.807063285138	3	3	2	2
28916.04645650628	3	3	2	2
28926.285849727425	3	3	2	2
28936.525242948563	2	2	2	2
28946.764636169708	3	3	2	2
28957.004029390853	3	3	2	2
28967.24342261199	3	3	2	2
28977.482815833137	3	3	2	2
28987.72220905428	3	3	2	2
28997.961602275424	2	2	2	2
29008.20099549656	3	3	2	2
29018.440388717707	3	3	2	2
29028.67978193885	3	3	2	2
29038.91917515999	3	3	2	2
29049.15856838113	3	3	2	2
29059.397961602277	2	2	2	2
29069.637354823415	3	3	2	2
29079.87674804456	3	3	2	2
29090.116141265706	3	3	2	2
29100.355534486844	3	3	2	2
29110.59492770799	3	3	2	2
29120.83432092913	2	2	2	2
29131.073714150272	3	3	2	2
29141.313107371414	3	3	2	2
29151.55250059256	3	3	2	2
29161.791893813697	3	3	2	2
29172.031287034843	3	3	2	2
29182.270680255984	2	2	2	2
29192.510073477126	3	3	2	2
29202.749466698267	3	3	2	2
29212.988859919413	3	3	2	2
29223.228253140558	3	3	2	2
29233.467646361696	3	3	2	2
29243.70703958284	2	2	2	2
29253.946432803983	3	3	2	2
29264.185826025125	3	3	2	2
