Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 69613120284eb5e6dc72fbcf - minikube	Unknown Heuristic - Run None (Profile ?) 69613120284eb5e6dc72fbcf - minikube-m02	Unknown Heuristic - Run None (Profile ?) 69613120284eb5e6dc72fbcf - minikube-m03	Unknown Heuristic - Run None (Profile ?) 69613120284eb5e6dc72fbcf - minikube-m04
42769.945484712014	3	3	2	2
42780.184877933156	3	3	2	2
42790.424271154305	3	3	2	2
42800.66366437544	3	3	2	2
42810.90305759659	3	3	2	2
42821.14245081773	2	2	2	2
42831.38184403887	3	3	2	2
42841.62123726001	3	3	2	2
42851.860630481155	3	3	2	2
42862.1000237023	3	3	2	2
42872.33941692344	3	3	2	2
42882.57881014459	2	2	2	2
42892.81820336573	3	3	2	2
42903.05759658687	3	3	2	2
42913.29698980801	3	3	2	2
42923.53638302915	3	3	2	2
42933.775776250295	3	3	2	2
42944.01516947144	2	2	2	2
42954.254562692586	3	3	2	2
42964.49395591372	3	3	2	2
42974.73334913487	3	3	2	2
42984.97274235601	3	3	2	2
42995.21213557715	3	3	2	2
43005.451528798294	2	2	2	2
43015.690922019436	3	3	2	2
43025.93031524058	3	3	2	2
43036.16970846172	3	3	2	2
43046.40910168287	3	3	2	2
43056.648494904	3	3	2	2
43066.887888125144	2	2	2	2
43077.12728134629	3	3	2	2
43087.366674567435	3	3	2	2
43097.606067788576	3	3	2	2
43107.84546100972	3	3	2	2
43118.08485423086	3	3	2	2
43128.324247452	2	2	2	2
43138.56364067314	3	3	2	2
43148.80303389429	3	3	2	2
43159.042427115426	3	3	2	2
43169.281820336575	3	3	2	2
43179.52121355772	3	3	2	2
43189.76060677886	2	2	2	2
43200.0	3	3	2	2
43210.23939322114	3	3	2	2
43220.47878644229	3	3	2	2
43230.718179663425	3	3	2	2
43240.95757288457	3	3	2	2
43251.196966105716	2	2	2	2
43261.43635932686	3	3	2	2
43271.67575254799	3	3	2	2
43281.91514576914	3	3	2	2
43292.15453899028	3	3	2	2
43302.393932211424	3	3	2	2
43312.63332543257	2	2	2	2
43322.87271865371	3	3	2	2
43333.11211187485	3	3	2	2
43343.351505096	3	3	2	2
43353.59089831713	3	3	2	2
43363.830291538274	3	3	2	2
43374.06968475942	2	2	2	2
43384.309077980564	3	3	2	2
43394.5484712017	3	3	2	2
43404.78786442285	3	3	2	2
43415.02725764399	3	3	2	2
43425.26665086513	3	3	2	2
43435.50604408628	2	2	2	2
43445.745437307414	3	3	2	2
43455.98483052856	3	3	2	2
43466.224223749705	3	3	2	2
43476.46361697085	3	3	2	2
43486.703010191995	3	3	2	2
43496.94240341313	2	2	2	2
43507.18179663427	3	3	2	2
43517.42118985542	3	3	2	2
43527.66058307656	3	3	2	2
43537.8999762977	3	3	2	2
43548.139369518845	3	3	2	2
43558.37876273999	2	2	2	2
43568.61815596113	3	3	2	2
43578.85754918228	3	3	2	2
43589.09694240341	3	3	2	2
43599.33633562455	3	3	2	2
43609.5757288457	3	3	2	2
43619.815122066844	2	2	2	2
43630.05451528798	3	3	2	2
43640.29390850913	3	3	2	2
43650.53330173027	3	3	2	2
43660.7726949514	3	3	2	2
43671.01208817255	3	3	2	2
43681.251481393694	2	2	2	2
43691.490874614836	3	3	2	2
43701.730267835985	3	3	2	2
43711.96966105712	3	3	2	2
43722.20905427826	3	3	2	2
43732.44844749941	3	3	2	2
43742.68784072055	2	2	2	2
43752.927233941686	3	3	2	2
43763.166627162835	3	3	2	2
43773.406020383976	3	3	2	2
43783.64541360512	3	3	2	2
43793.88480682627	3	3	2	2
43804.1242000474	2	2	2	2
43814.36359326854	3	3	2	2
43824.60298648969	3	3	2	2
43834.84237971083	3	3	2	2
43845.08177293197	3	3	2	2
43855.32116615312	3	3	2	2
43865.56055937426	2	2	2	2
43875.7999525954	3	3	2	2
43886.03934581655	3	3	2	2
43896.27873903768	3	3	2	2
43906.51813225883	3	3	2	2
43916.757525479974	3	3	2	2
43926.996918701116	2	2	2	2
43937.23631192226	3	3	2	2
43947.4757051434	3	3	2	2
43957.71509836454	3	3	2	2
43967.95449158569	3	3	2	2
43978.193884806824	3	3	2	2
43988.433278027966	2	2	2	2
43998.672671249115	3	3	2	2
44008.912064470256	3	3	2	2
44019.15145769139	3	3	2	2
44029.39085091254	3	3	2	2
44039.63024413368	3	3	2	2
44049.86963735482	2	2	2	2
44060.10903057597	3	3	2	2
44070.348423797106	3	3	2	2
44080.58781701825	3	3	2	2
44090.8272102394	3	3	2	2
44101.06660346054	3	3	2	2
44111.30599668167	2	2	2	2
44121.54538990282	3	3	2	2
44131.78478312396	3	3	2	2
44142.024176345105	3	3	2	2
44152.263569566254	3	3	2	2
44162.50296278739	3	3	2	2
44172.74235600853	2	2	2	2
44182.98174922968	3	3	2	2
44193.22114245082	3	3	2	2
44203.460535671955	3	3	2	2
44213.699928893104	3	3	2	2
44223.939322114245	3	3	2	2
44234.17871533538	2	2	2	2
44244.41810855653	3	3	2	2
44254.65750177767	3	3	2	2
44264.89689499881	3	3	2	2
44275.13628821996	3	3	2	2
44285.375681441095	3	3	2	2
44295.61507466224	2	2	2	2
44305.854467883386	3	3	2	2
44316.09386110453	3	3	2	2
44326.33325432566	3	3	2	2
44336.57264754681	3	3	2	2
44346.81204076795	3	3	2	2
44357.0514339891	2	2	2	2
44367.29082721024	3	3	2	2
44377.53022043138	3	3	2	2
44387.76961365253	3	3	2	2
44398.00900687367	3	3	2	2
44408.24840009481	3	3	2	2
44418.48779331596	2	2	2	2
44428.72718653709	3	3	2	2
44438.966579758235	3	3	2	2
44449.205972979384	3	3	2	2
44459.445366200525	3	3	2	2
44469.68475942166	3	3	2	2
44479.92415264281	2	2	2	2
44490.16354586395	3	3	2	2
44500.40293908509	3	3	2	2
44510.64233230624	3	3	2	2
44520.881725527375	3	3	2	2
44531.12111874852	3	3	2	2
44541.360511969666	2	2	2	2
44551.5999051908	3	3	2	2
44561.83929841194	3	3	2	2
44572.07869163309	3	3	2	2
44582.31808485423	3	3	2	2
44592.55747807537	3	3	2	2
44602.796871296516	2	2	2	2
44613.03626451766	3	3	2	2
44623.2756577388	3	3	2	2
44633.51505095995	3	3	2	2
44643.75444418108	3	3	2	2
44653.993837402224	3	3	2	2
44664.23323062337	2	2	2	2
44674.472623844515	3	3	2	2
44684.71201706565	3	3	2	2
44694.9514102868	3	3	2	2
44705.19080350794	3	3	2	2
44715.43019672908	3	3	2	2
44725.66958995023	2	2	2	2
44735.908983171365	3	3	2	2
44746.148376392506	3	3	2	2
44756.387769613655	3	3	2	2
44766.6271628348	3	3	2	2
44776.86655605593	3	3	2	2
44787.10594927708	2	2	2	2
44797.34534249822	3	3	2	2
44807.58473571937	3	3	2	2
44817.824128940505	3	3	2	2
44828.06352216165	3	3	2	2
44838.302915382796	3	3	2	2
44848.54230860394	2	2	2	2
44858.78170182507	3	3	2	2
44869.02109504622	3	3	2	2
44879.26048826736	3	3	2	2
44889.499881488504	3	3	2	2
44899.73927470965	3	3	2	2
44909.97866793079	2	2	2	2
44920.21806115193	3	3	2	2
44930.45745437308	3	3	2	2
44940.69684759422	3	3	2	2
44950.936240815354	3	3	2	2
44961.1756340365	3	3	2	2
44971.415027257644	2	2	2	2
44981.654420478786	3	3	2	2
44991.893813699935	3	3	2	2
45002.13320692107	3	3	2	2
45012.37260014221	3	3	2	2
45022.61199336336	3	3	2	2
45032.8513865845	2	2	2	2
45043.090779805636	3	3	2	2
45053.330173026785	3	3	2	2
45063.56956624793	3	3	2	2
45073.80895946907	3	3	2	2
45084.04835269022	3	3	2	2
45094.28774591135	2	2	2	2
45104.52713913249	3	3	2	2
45114.76653235364	3	3	2	2
45125.00592557478	3	3	2	2
45135.24531879592	3	3	2	2
45145.48471201707	3	3	2	2
45155.72410523821	2	2	2	2
45165.96349845934	3	3	2	2
45176.20289168049	3	3	2	2
45186.442284901634	3	3	2	2
45196.681678122775	3	3	2	2
45206.921071343924	3	3	2	2
45217.16046456506	2	2	2	2
45227.3998577862	3	3	2	2
45237.63925100735	3	3	2	2
45247.87864422849	3	3	2	2
45258.11803744964	3	3	2	2
45268.357430670774	3	3	2	2
45278.596823891916	2	2	2	2
45288.836217113065	3	3	2	2
45299.07561033421	3	3	2	2
45309.31500355534	3	3	2	2
45319.55439677649	3	3	2	2
45329.79378999763	3	3	2	2
45340.03318321877	2	2	2	2
45350.27257643992	3	3	2	2
45360.511969661056	3	3	2	2
45370.7513628822	3	3	2	2
45380.99075610335	3	3	2	2
45391.23014932449	3	3	2	2
45401.46954254562	2	2	2	2
45411.70893576677	3	3	2	2
45421.94832898791	3	3	2	2
45432.18772220905	3	3	2	2
45442.4271154302	3	3	2	2
45452.66650865134	3	3	2	2
45462.90590187248	2	2	2	2
45473.14529509363	3	3	2	2
45483.38468831476	3	3	2	2
45493.624081535905	3	3	2	2
45503.863474757054	3	3	2	2
45514.102867978196	3	3	2	2
45524.34226119933	2	2	2	2
45534.58165442048	3	3	2	2
45544.82104764162	3	3	2	2
45555.06044086276	3	3	2	2
45565.29983408391	3	3	2	2
45575.539227305046	3	3	2	2
45585.77862052619	2	2	2	2
45596.018013747336	3	3	2	2
45606.25740696848	3	3	2	2
45616.49680018961	3	3	2	2
45626.73619341076	3	3	2	2
45636.9755866319	3	3	2	2
45647.214979853044	2	2	2	2
45657.45437307419	3	3	2	2
45667.69376629533	3	3	2	2
45677.93315951647	3	3	2	2
45688.17255273762	3	3	2	2
45698.41194595876	3	3	2	2
45708.6513391799	2	2	2	2
45718.89073240104	3	3	2	2
45729.130125622185	3	3	2	2
45739.369518843334	3	3	2	2
45749.60891206447	3	3	2	2
45759.84830528561	3	3	2	2
45770.08769850676	2	2	2	2
45780.3270917279	3	3	2	2
45790.566484949035	3	3	2	2
45800.805878170184	3	3	2	2
45811.045271391326	3	3	2	2
45821.28466461247	3	3	2	2
45831.524057833616	2	2	2	2
45841.76345105475	3	3	2	2
45852.00284427589	3	3	2	2
45862.24223749704	3	3	2	2
45872.48163071818	3	3	2	2
45882.72102393932	3	3	2	2
45892.960417160466	2	2	2	2
45903.19981038161	3	3	2	2
45913.43920360275	3	3	2	2
45923.6785968239	3	3	2	2
45933.91799004503	3	3	2	2
45944.157383266174	3	3	2	2
45954.39677648732	2	2	2	2
45964.636169708465	3	3	2	2
45974.8755629296	3	3	2	2
45985.11495615075	3	3	2	2
45995.35434937189	3	3	2	2
46005.593742593024	3	3	2	2
46015.83313581417	2	2	2	2
46026.072529035315	3	3	2	2
46036.31192225646	3	3	2	2
46046.551315477605	3	3	2	2
46056.79070869874	3	3	2	2
46067.03010191988	3	3	2	2
46077.26949514103	2	2	2	2
46087.50888836217	3	3	2	2
46097.74828158331	3	3	2	2
46107.987674804455	3	3	2	2
46118.2270680256	3	3	2	2
46128.46646124674	3	3	2	2
46138.70585446789	2	2	2	2
46148.94524768902	3	3	2	2
46159.18464091017	3	3	2	2
46169.42403413131	3	3	2	2
46179.663427352454	3	3	2	2
46189.9028205736	3	3	2	2
46200.14221379474	2	2	2	2
46210.38160701588	3	3	2	2
46220.62100023703	3	3	2	2
46230.86039345817	3	3	2	2
46241.099786679304	3	3	2	2
46251.33917990045	3	3	2	2
46261.578573121595	2	2	2	2
46271.817966342736	3	3	2	2
46282.05735956388	3	3	2	2
46292.29675278502	3	3	2	2
46302.53614600616	3	3	2	2
46312.77553922731	3	3	2	2
46323.014932448445	2	2	2	2
46333.254325669586	3	3	2	2
46343.493718890735	3	3	2	2
46353.73311211188	3	3	2	2
46363.97250533301	3	3	2	2
46374.21189855416	3	3	2	2
46384.4512917753	2	2	2	2
46394.69068499644	3	3	2	2
46404.93007821759	3	3	2	2
46415.16947143873	3	3	2	2
46425.40886465987	3	3	2	2
46435.64825788102	3	3	2	2
46445.88765110216	2	2	2	2
46456.12704432329	3	3	2	2
46466.36643754444	3	3	2	2
46476.605830765584	3	3	2	2
46486.845223986726	3	3	2	2
46497.084617207875	3	3	2	2
46507.32401042901	2	2	2	2
46517.56340365015	3	3	2	2
46527.8027968713	3	3	2	2
46538.04219009244	3	3	2	2
46548.281583313576	3	3	2	2
46558.520976534724	3	3	2	2
46568.760369755866	2	2	2	2
46578.99976297701	3	3	2	2
46589.23915619815	3	3	2	2
46599.47854941929	3	3	2	2
46609.71794264043	3	3	2	2
46619.95733586158	3	3	2	2
46630.196729082716	2	2	2	2
46640.436122303865	3	3	2	2
46650.67551552501	3	3	2	2
46660.91490874615	3	3	2	2
46671.1543019673	3	3	2	2
46681.39369518843	3	3	2	2
46691.63308840957	2	2	2	2
46701.87248163072	3	3	2	2
46712.111874851864	3	3	2	2
46722.351268073	3	3	2	2
46732.59066129415	3	3	2	2
46742.83005451529	3	3	2	2
46753.06944773643	2	2	2	2
46763.30884095758	3	3	2	2
46773.548234178714	3	3	2	2
46783.787627399855	3	3	2	2
46794.027020621004	3	3	2	2
46804.266413842146	3	3	2	2
46814.50580706328	2	2	2	2
46824.74520028443	3	3	2	2
46834.98459350557	3	3	2	2
46845.22398672671	3	3	2	2
46855.46337994786	3	3	2	2
46865.702773168996	3	3	2	2
46875.94216639014	2	2	2	2
46886.18155961129	3	3	2	2
46896.42095283242	3	3	2	2
46906.66034605356	3	3	2	2
46916.89973927471	3	3	2	2
46927.13913249585	3	3	2	2
46937.37852571699	2	2	2	2
46947.61791893814	3	3	2	2
46957.85731215928	3	3	2	2
46968.09670538042	3	3	2	2
46978.33609860157	3	3	2	2
46988.5754918227	3	3	2	2
46998.814885043845	2	2	2	2
47009.05427826499	3	3	2	2
47019.293671486135	3	3	2	2
47029.53306470727	3	3	2	2
47039.77245792842	3	3	2	2
47050.01185114956	3	3	2	2
47060.2512443707	2	2	2	2
47070.49063759185	3	3	2	2
47080.730030812985	3	3	2	2
47090.969424034134	3	3	2	2
47101.208817255276	3	3	2	2
47111.44821047642	3	3	2	2
47121.68760369757	2	2	2	2
47131.9269969187	3	3	2	2
47142.16639013984	3	3	2	2
47152.40578336099	3	3	2	2
47162.64517658213	3	3	2	2
47172.88456980327	3	3	2	2
47183.123963024416	2	2	2	2
47193.36335624556	3	3	2	2
47203.60274946669	3	3	2	2
47213.84214268784	3	3	2	2
47224.08153590898	3	3	2	2
47234.320929130125	3	3	2	2
47244.56032235127	2	2	2	2
47254.79971557241	3	3	2	2
47265.03910879355	3	3	2	2
47275.2785020147	3	3	2	2
47285.51789523584	3	3	2	2
47295.757288456974	3	3	2	2
47305.99668167812	2	2	2	2
47316.236074899265	3	3	2	2
47326.47546812041	3	3	2	2
47336.714861341556	3	3	2	2
47346.95425456269	3	3	2	2
47357.19364778383	3	3	2	2
47367.43304100498	2	2	2	2
47377.67243422612	3	3	2	2
47387.91182744726	3	3	2	2
47398.151220668406	3	3	2	2
47408.39061388955	3	3	2	2
47418.63000711069	3	3	2	2
47428.86940033184	2	2	2	2
47439.10879355297	3	3	2	2
47449.348186774114	3	3	2	2
47459.58757999526	3	3	2	2
47469.8269732164	3	3	2	2
47480.06636643754	3	3	2	2
47490.30575965869	2	2	2	2
47500.54515287983	3	3	2	2
47510.784546100964	3	3	2	2
47521.02393932211	3	3	2	2
47531.263332543254	3	3	2	2
47541.5027257644	3	3	2	2
47551.742118985545	2	2	2	2
47561.98151220668	3	3	2	2
47572.22090542783	3	3	2	2
47582.46029864897	3	3	2	2
47592.69969187011	3	3	2	2
47602.93908509126	3	3	2	2
47613.178478312395	2	2	2	2
47623.41787153354	3	3	2	2
47633.657264754685	3	3	2	2
47643.89665797583	3	3	2	2
47654.13605119696	3	3	2	2
47664.37544441811	3	3	2	2
47674.61483763925	2	2	2	2
47684.854230860394	3	3	2	2
47695.09362408154	3	3	2	2
47705.33301730268	3	3	2	2
47715.57241052382	3	3	2	2
47725.81180374497	3	3	2	2
47736.05119696611	2	2	2	2
47746.290590187244	3	3	2	2
47756.52998340839	3	3	2	2
47766.769376629534	3	3	2	2
47777.00876985067	3	3	2	2
47787.24816307182	3	3	2	2
47797.48755629296	2	2	2	2
47807.7269495141	3	3	2	2
47817.96634273525	3	3	2	2
47828.205735956384	3	3	2	2
47838.445129177526	3	3	2	2
47848.684522398675	3	3	2	2
47858.92391561982	2	2	2	2
47869.16330884095	3	3	2	2
47879.4027020621	3	3	2	2
47889.64209528324	3	3	2	2
47899.88148850438	3	3	2	2
47910.12088172553	3	3	2	2
47920.360274946666	2	2	2	2
47930.59966816781	3	3	2	2
47940.83906138896	3	3	2	2
47951.0784546101	3	3	2	2
47961.31784783123	3	3	2	2
47971.55724105238	3	3	2	2
47981.79663427352	2	2	2	2
47992.03602749467	3	3	2	2
48002.275420715814	3	3	2	2
48012.51481393695	3	3	2	2
48022.7542071581	3	3	2	2
48032.99360037924	3	3	2	2
48043.23299360038	2	2	2	2
48053.47238682152	3	3	2	2
48063.711780042664	3	3	2	2
48073.951173263806	3	3	2	2
48084.190566484955	3	3	2	2
48094.42995970609	3	3	2	2
48104.66935292723	2	2	2	2
48114.90874614838	3	3	2	2
48125.14813936952	3	3	2	2
48135.387532590656	3	3	2	2
48145.626925811805	3	3	2	2
48155.866319032946	3	3	2	2
48166.10571225409	2	2	2	2
48176.34510547524	3	3	2	2
48186.58449869637	3	3	2	2
48196.82389191751	3	3	2	2
48207.06328513866	3	3	2	2
48217.3026783598	3	3	2	2
48227.54207158094	2	2	2	2
48237.78146480209	3	3	2	2
48248.02085802323	3	3	2	2
48258.26025124437	3	3	2	2
48268.49964446552	3	3	2	2
48278.73903768665	3	3	2	2
48288.978430907795	2	2	2	2
48299.217824128944	3	3	2	2
48309.457217350086	3	3	2	2
48319.69661057122	3	3	2	2
48329.93600379237	3	3	2	2
48340.17539701351	3	3	2	2
48350.414790234645	2	2	2	2
48360.654183455794	3	3	2	2
48370.893576676935	3	3	2	2
48381.13296989808	3	3	2	2
48391.372363119226	3	3	2	2
48401.61175634036	3	3	2	2
48411.8511495615	2	2	2	2
48422.09054278265	3	3	2	2
48432.32993600379	3	3	2	2
48442.56932922494	3	3	2	2
48452.808722446076	3	3	2	2
48463.04811566722	3	3	2	2
48473.28750888837	2	2	2	2
48483.52690210951	3	3	2	2
48493.76629533064	3	3	2	2
48504.00568855179	3	3	2	2
48514.24508177293	3	3	2	2
48524.484474994075	3	3	2	2
48534.723868215224	2	2	2	2
48544.96326143636	3	3	2	2
48555.2026546575	3	3	2	2
48565.44204787865	3	3	2	2
48575.68144109979	3	3	2	2
48585.920834320925	3	3	2	2
48596.160227542074	2	2	2	2
48606.399620763215	3	3	2	2
48616.63901398436	3	3	2	2
48626.878407205506	3	3	2	2
48637.11780042664	3	3	2	2
48647.35719364778	3	3	2	2
48657.59658686893	2	2	2	2
48667.835980090065	3	3	2	2
48678.07537331121	3	3	2	2
48688.314766532356	3	3	2	2
48698.5541597535	3	3	2	2
48708.79355297463	3	3	2	2
48719.03294619578	2	2	2	2
48729.27233941692	3	3	2	2
48739.511732638064	3	3	2	2
48749.75112585921	3	3	2	2
48759.99051908035	3	3	2	2
48770.22991230149	3	3	2	2
48780.46930552264	2	2	2	2
48790.70869874378	3	3	2	2
48800.948091964914	3	3	2	2
48811.18748518606	3	3	2	2
48821.426878407205	3	3	2	2
48831.666271628346	3	3	2	2
48841.905664849495	2	2	2	2
48852.14505807063	3	3	2	2
48862.38445129177	3	3	2	2
48872.62384451292	3	3	2	2
48882.86323773406	3	3	2	2
48893.10263095521	3	3	2	2
48903.342024176345	2	2	2	2
48913.58141739749	3	3	2	2
48923.820810618636	3	3	2	2
48934.06020383977	3	3	2	2
48944.29959706091	3	3	2	2
48954.53899028206	3	3	2	2
48964.7783835032	2	2	2	2
48975.01777672434	3	3	2	2
48985.257169945486	3	3	2	2
48995.49656316663	3	3	2	2
49005.73595638777	3	3	2	2
49015.97534960892	3	3	2	2
49026.21474283005	2	2	2	2
49036.454136051194	3	3	2	2
49046.69352927234	3	3	2	2
49056.932922493485	3	3	2	2
49067.17231571462	3	3	2	2
49077.41170893577	3	3	2	2
49087.65110215691	2	2	2	2
49097.89049537805	3	3	2	2
49108.1298885992	3	3	2	2
49118.369281820334	3	3	2	2
49128.608675041476	3	3	2	2
49138.848068262625	3	3	2	2
49149.08746148377	2	2	2	2
49159.3268547049	3	3	2	2
49169.56624792605	3	3	2	2
49179.80564114719	3	3	2	2
49190.04503436833	3	3	2	2
49200.28442758948	3	3	2	2
49210.52382081062	2	2	2	2
49220.76321403176	3	3	2	2
49231.00260725291	3	3	2	2
49241.24200047404	3	3	2	2
49251.48139369518	3	3	2	2
49261.72078691633	3	3	2	2
49271.960180137474	2	2	2	2
49282.19957335861	3	3	2	2
49292.43896657976	3	3	2	2
49302.6783598009	3	3	2	2
49312.91775302204	3	3	2	2
49323.15714624319	3	3	2	2
49333.396539464324	2	2	2	2
49343.63593268547	3	3	2	2
49353.875325906614	3	3	2	2
49364.114719127756	3	3	2	2
49374.354112348905	3	3	2	2
49384.59350557004	3	3	2	2
49394.83289879118	2	2	2	2
49405.07229201233	3	3	2	2
49415.31168523347	3	3	2	2
49425.551078454606	3	3	2	2
49435.790471675755	3	3	2	2
49446.0298648969	3	3	2	2
49456.26925811804	2	2	2	2
49466.50865133919	3	3	2	2
49476.74804456032	3	3	2	2
49486.98743778146	3	3	2	2
49497.22683100261	3	3	2	2
49507.466224223754	3	3	2	2
49517.70561744489	2	2	2	2
49527.94501066604	3	3	2	2
49538.18440388718	3	3	2	2
49548.42379710831	3	3	2	2
49558.66319032946	3	3	2	2
49568.9025835506	3	3	2	2
49579.141976771745	2	2	2	2
49589.381369992894	3	3	2	2
49599.62076321403	3	3	2	2
49609.86015643517	3	3	2	2
49620.09954965632	3	3	2	2
49630.33894287746	3	3	2	2
49640.578336098595	2	2	2	2
49650.817729319744	3	3	2	2
49661.057122540886	3	3	2	2
49671.29651576203	3	3	2	2
49681.535908983176	3	3	2	2
49691.77530220431	3	3	2	2
49702.01469542545	2	2	2	2
49712.2540886466	3	3	2	2
49722.49348186774	3	3	2	2
49732.73287508888	3	3	2	2
49742.972268310026	3	3	2	2
49753.21166153117	3	3	2	2
49763.45105475231	2	2	2	2
49773.69044797346	3	3	2	2
49783.92984119459	3	3	2	2
49794.16923441574	3	3	2	2
49804.40862763688	3	3	2	2
49814.64802085802	3	3	2	2
49824.88741407917	2	2	2	2
49835.12680730031	3	3	2	2
49845.36620052145	3	3	2	2
49855.6055937426	3	3	2	2
49865.84498696373	3	3	2	2
49876.084380184875	3	3	2	2
49886.323773406024	2	2	2	2
49896.563166627166	3	3	2	2
49906.8025598483	3	3	2	2
49917.04195306945	3	3	2	2
49927.28134629059	3	3	2	2
49937.52073951173	3	3	2	2
49947.76013273288	2	2	2	2
49957.999525954016	3	3	2	2
49968.23891917516	3	3	2	2
49978.478312396306	3	3	2	2
49988.71770561745	3	3	2	2
49998.95709883858	3	3	2	2
50009.19649205973	2	2	2	2
50019.43588528087	3	3	2	2
50029.675278502014	3	3	2	2
50039.91467172316	3	3	2	2
50050.1540649443	3	3	2	2
50060.39345816544	3	3	2	2
50070.63285138659	2	2	2	2
50080.87224460773	3	3	2	2
50091.111637828864	3	3	2	2
50101.35103105001	3	3	2	2
50111.590424271155	3	3	2	2
50121.82981749229	3	3	2	2
50132.06921071344	2	2	2	2
50142.30860393458	3	3	2	2
50152.54799715572	3	3	2	2
50162.78739037687	3	3	2	2
50173.026783598005	3	3	2	2
50183.26617681915	3	3	2	2
50193.505570040295	2	2	2	2
50203.74496326144	3	3	2	2
50213.98435648257	3	3	2	2
50224.22374970372	3	3	2	2
50234.46314292486	3	3	2	2
50244.702536146004	3	3	2	2
50254.94192936715	2	2	2	2
50265.18132258829	3	3	2	2
50275.420715809436	3	3	2	2
50285.66010903058	3	3	2	2
50295.89950225172	3	3	2	2
50306.13889547287	3	3	2	2
50316.378288694	2	2	2	2
50326.617681915144	3	3	2	2
50336.85707513629	3	3	2	2
50347.096468357435	3	3	2	2
50357.33586157857	3	3	2	2
50367.57525479972	3	3	2	2
50377.81464802086	2	2	2	2
50388.054041242	3	3	2	2
50398.29343446314	3	3	2	2
50408.532827684285	3	3	2	2
50418.77222090543	3	3	2	2
50429.011614126575	3	3	2	2
50439.25100734771	2	2	2	2
50449.49040056885	3	3	2	2
50459.72979379	3	3	2	2
50469.96918701114	3	3	2	2
50480.208580232276	3	3	2	2
50490.447973453425	3	3	2	2
50500.68736667457	2	2	2	2
50510.92675989571	3	3	2	2
50521.16615311686	3	3	2	2
50531.40554633799	3	3	2	2
50541.64493955913	3	3	2	2
50551.88433278028	3	3	2	2
50562.123726001424	2	2	2	2
50572.36311922256	3	3	2	2
50582.60251244371	3	3	2	2
50592.84190566485	3	3	2	2
50603.08129888599	3	3	2	2
50613.32069210714	3	3	2	2
50623.560085328274	2	2	2	2
50633.799478549416	3	3	2	2
50644.038871770565	3	3	2	2
50654.278264991706	3	3	2	2
50664.51765821284	3	3	2	2
50674.75705143399	3	3	2	2
50684.99644465513	2	2	2	2
50695.23583787627	3	3	2	2
50705.475231097415	3	3	2	2
50715.714624318556	3	3	2	2
50725.954017539705	3	3	2	2
50736.19341076085	3	3	2	2
50746.43280398198	2	2	2	2
50756.67219720313	3	3	2	2
50766.91159042427	3	3	2	2
50777.15098364541	3	3	2	2
50787.39037686656	3	3	2	2
50797.6297700877	3	3	2	2
50807.86916330884	2	2	2	2
50818.10855652999	3	3	2	2
50828.34794975113	3	3	2	2
50838.58734297226	3	3	2	2
50848.82673619341	3	3	2	2
50859.066129414554	3	3	2	2
50869.305522635696	2	2	2	2
50879.544915856844	3	3	2	2
50889.78430907798	3	3	2	2
50900.02370229912	3	3	2	2
50910.26309552027	3	3	2	2
50920.50248874141	3	3	2	2
50930.741881962545	2	2	2	2
50940.981275183694	3	3	2	2
50951.220668404836	3	3	2	2
50961.46006162598	3	3	2	2
50971.69945484713	3	3	2	2
50981.93884806826	3	3	2	2
50992.1782412894	2	2	2	2
51002.41763451055	3	3	2	2
51012.657027731686	3	3	2	2
51022.89642095283	3	3	2	2
51033.13581417398	3	3	2	2
51043.37520739512	3	3	2	2
51053.61460061625	2	2	2	2
51063.8539938374	3	3	2	2
51074.09338705854	3	3	2	2
51084.332780279685	3	3	2	2
51094.572173500834	3	3	2	2
51104.81156672197	3	3	2	2
51115.05095994311	2	2	2	2
51125.29035316426	3	3	2	2
51135.5297463854	3	3	2	2
51145.769139606535	3	3	2	2
51156.008532827684	3	3	2	2
51166.247926048825	3	3	2	2
51176.487319269974	2	2	2	2
51186.726712491116	3	3	2	2
51196.96610571225	3	3	2	2
51207.2054989334	3	3	2	2
51217.44489215454	3	3	2	2
51227.68428537568	3	3	2	2
51237.92367859683	2	2	2	2
51248.163071817966	3	3	2	2
51258.40246503911	3	3	2	2
51268.64185826026	3	3	2	2
51278.8812514814	3	3	2	2
51289.12064470253	3	3	2	2
51299.36003792368	2	2	2	2
51309.59943114482	3	3	2	2
51319.83882436596	3	3	2	2
51330.078217587106	3	3	2	2
51340.31761080825	3	3	2	2
51350.55700402939	3	3	2	2
51360.79639725054	2	2	2	2
51371.03579047167	3	3	2	2
51381.275183692815	3	3	2	2
51391.51457691396	3	3	2	2
51401.753970135105	3	3	2	2
51411.99336335624	3	3	2	2
51422.23275657739	2	2	2	2
51432.47214979853	3	3	2	2
51442.71154301967	3	3	2	2
51452.95093624082	3	3	2	2
51463.190329461955	3	3	2	2
51473.4297226831	3	3	2	2
51483.669115904246	2	2	2	2
51493.90850912539	3	3	2	2
51504.14790234652	3	3	2	2
51514.38729556767	3	3	2	2
51524.62668878881	3	3	2	2
51534.866082009954	3	3	2	2
51545.1054752311	2	2	2	2
51555.34486845224	3	3	2	2
51565.58426167338	3	3	2	2
51575.82365489453	3	3	2	2
51586.06304811566	3	3	2	2
51596.302441336804	3	3	2	2
