Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 6959243f2504a606259c88de - minikube	Unknown Heuristic - Run None (Profile ?) 6959243f2504a606259c88de - minikube-m02	Unknown Heuristic - Run None (Profile ?) 6959243f2504a606259c88de - minikube-m03	Unknown Heuristic - Run None (Profile ?) 6959243f2504a606259c88de - minikube-m04
17916.906344410876	2	2	2	2
17927.34743202417	3	3	2	2
17937.788519637463	3	3	2	2
17948.229607250756	3	3	2	2
17958.67069486405	3	3	2	2
17969.111782477343	3	3	2	2
17979.552870090632	2	2	2	2
17989.993957703926	3	3	2	2
18000.43504531722	3	3	2	2
18010.876132930516	3	3	2	2
18021.317220543806	3	3	2	2
18031.7583081571	3	3	2	2
18042.199395770393	2	2	2	2
18052.640483383686	3	3	2	2
18063.08157099698	3	3	2	2
18073.52265861027	3	3	2	2
18083.963746223566	3	3	2	2
18094.40483383686	3	3	2	2
18104.845921450153	2	2	2	2
18115.287009063442	3	3	2	2
18125.728096676736	3	3	2	2
18136.16918429003	3	3	2	2
18146.610271903326	3	3	2	2
18157.051359516616	3	3	2	2
18167.49244712991	2	2	2	2
18177.933534743202	3	3	2	2
18188.374622356496	3	3	2	2
18198.81570996979	3	3	2	2
18209.256797583083	3	3	2	2
18219.697885196376	3	3	2	2
18230.13897280967	2	2	2	2
18240.580060422963	3	3	2	2
18251.021148036252	3	3	2	2
18261.462235649546	3	3	2	2
18271.90332326284	3	3	2	2
18282.344410876132	3	3	2	2
18292.785498489426	2	2	2	2
18303.22658610272	3	3	2	2
18313.667673716012	3	3	2	2
18324.108761329306	3	3	2	2
18334.5498489426	3	3	2	2
18344.990936555892	3	3	2	2
18355.432024169186	2	2	2	2
18365.87311178248	3	3	2	2
18376.31419939577	3	3	2	2
18386.755287009062	3	3	2	2
18397.196374622356	3	3	2	2
18407.63746223565	3	3	2	2
18418.078549848942	2	2	2	2
18428.519637462236	3	3	2	2
18438.96072507553	3	3	2	2
18449.401812688822	3	3	2	2
18459.842900302116	3	3	2	2
18470.283987915405	3	3	2	2
18480.725075528702	2	2	2	2
18491.166163141996	3	3	2	2
18501.60725075529	3	3	2	2
18512.04833836858	3	3	2	2
18522.489425981872	3	3	2	2
18532.930513595165	3	3	2	2
18543.37160120846	2	2	2	2
18553.812688821752	3	3	2	2
18564.253776435045	3	3	2	2
18574.69486404834	3	3	2	2
18585.135951661632	3	3	2	2
18595.577039274925	3	3	2	2
18606.018126888215	2	2	2	2
18616.459214501512	3	3	2	2
18626.900302114806	3	3	2	2
18637.341389728095	3	3	2	2
18647.78247734139	3	3	2	2
18658.223564954682	3	3	2	2
18668.664652567975	2	2	2	2
18679.10574018127	3	3	2	2
18689.546827794562	3	3	2	2
18699.987915407855	3	3	2	2
18710.42900302115	3	3	2	2
18720.870090634442	3	3	2	2
18731.31117824773	2	2	2	2
18741.752265861025	3	3	2	2
18752.193353474322	3	3	2	2
18762.634441087615	3	3	2	2
18773.075528700905	3	3	2	2
18783.5166163142	3	3	2	2
18793.957703927492	2	2	2	2
18804.398791540785	3	3	2	2
18814.83987915408	3	3	2	2
18825.280966767372	3	3	2	2
18835.722054380665	3	3	2	2
18846.16314199396	3	3	2	2
18856.604229607252	2	2	2	2
18867.04531722054	3	3	2	2
18877.48640483384	3	3	2	2
18887.927492447132	3	3	2	2
18898.36858006042	3	3	2	2
18908.809667673715	3	3	2	2
18919.25075528701	2	2	2	2
18929.6918429003	3	3	2	2
18940.132930513595	3	3	2	2
18950.57401812689	3	3	2	2
18961.01510574018	3	3	2	2
18971.456193353475	3	3	2	2
18981.89728096677	2	2	2	2
18992.338368580058	3	3	2	2
19002.77945619335	3	3	2	2
19013.22054380665	3	3	2	2
19023.661631419942	3	3	2	2
19034.10271903323	3	3	2	2
19044.543806646525	2	2	2	2
19054.98489425982	3	3	2	2
19065.42598187311	3	3	2	2
19075.867069486405	3	3	2	2
19086.3081570997	3	3	2	2
19096.74924471299	3	3	2	2
19107.190332326285	2	2	2	2
19117.63141993958	3	3	2	2
19128.072507552868	3	3	2	2
19138.51359516616	3	3	2	2
19148.95468277946	3	3	2	2
19159.395770392748	3	3	2	2
19169.83685800604	2	2	2	2
19180.277945619335	3	3	2	2
19190.719033232628	3	3	2	2
19201.16012084592	3	3	2	2
19211.601208459215	3	3	2	2
19222.042296072508	3	3	2	2
19232.4833836858	2	2	2	2
19242.924471299095	3	3	2	2
19253.365558912385	3	3	2	2
19263.806646525678	3	3	2	2
19274.24773413897	3	3	2	2
19284.68882175227	3	3	2	2
19295.129909365558	2	2	2	2
19305.57099697885	3	3	2	2
19316.012084592145	3	3	2	2
19326.453172205438	3	3	2	2
19336.89425981873	3	3	2	2
19347.335347432025	3	3	2	2
19357.776435045318	2	2	2	2
19368.21752265861	3	3	2	2
19378.658610271905	3	3	2	2
19389.099697885194	3	3	2	2
19399.540785498488	3	3	2	2
19409.98187311178	3	3	2	2
19420.422960725078	2	2	2	2
19430.864048338368	3	3	2	2
19441.30513595166	3	3	2	2
19451.746223564955	3	3	2	2
19462.187311178248	3	3	2	2
19472.62839879154	3	3	2	2
19483.069486404835	2	2	2	2
19493.510574018128	3	3	2	2
19503.95166163142	3	3	2	2
19514.392749244715	3	3	2	2
19524.833836858004	3	3	2	2
19535.274924471298	3	3	2	2
19545.716012084595	2	2	2	2
19556.157099697884	3	3	2	2
19566.598187311178	3	3	2	2
19577.03927492447	3	3	2	2
19587.480362537764	3	3	2	2
19597.921450151058	3	3	2	2
19608.36253776435	2	2	2	2
19618.803625377644	3	3	2	2
19629.244712990938	3	3	2	2
19639.68580060423	3	3	2	2
19650.12688821752	3	3	2	2
19660.567975830814	3	3	2	2
19671.009063444108	2	2	2	2
19681.450151057405	3	3	2	2
19691.891238670694	3	3	2	2
19702.332326283988	3	3	2	2
19712.77341389728	3	3	2	2
19723.214501510574	3	3	2	2
19733.655589123868	2	2	2	2
19744.096676737157	3	3	2	2
19754.537764350454	3	3	2	2
19764.978851963748	3	3	2	2
19775.41993957704	3	3	2	2
19785.86102719033	3	3	2	2
19796.302114803624	2	2	2	2
19806.743202416917	3	3	2	2
19817.18429003021	3	3	2	2
19827.625377643504	3	3	2	2
19838.066465256798	3	3	2	2
19848.50755287009	3	3	2	2
19858.948640483384	2	2	2	2
19869.389728096678	3	3	2	2
19879.83081570997	3	3	2	2
19890.271903323264	3	3	2	2
19900.712990936558	3	3	2	2
19911.154078549847	3	3	2	2
19921.59516616314	2	2	2	2
19932.036253776434	3	3	2	2
19942.477341389727	3	3	2	2
19952.91842900302	3	3	2	2
19963.359516616314	3	3	2	2
19973.800604229607	3	3	2	2
19984.2416918429	2	2	2	2
19994.682779456194	3	3	2	2
20005.123867069484	3	3	2	2
20015.56495468278	3	3	2	2
20026.006042296074	3	3	2	2
20036.447129909368	3	3	2	2
20046.888217522657	2	2	2	2
20057.32930513595	3	3	2	2
20067.770392749244	3	3	2	2
20078.211480362537	3	3	2	2
20088.65256797583	3	3	2	2
20099.093655589124	3	3	2	2
20109.534743202417	2	2	2	2
20119.97583081571	3	3	2	2
20130.416918429004	3	3	2	2
20140.858006042294	3	3	2	2
20151.29909365559	3	3	2	2
20161.740181268884	3	3	2	2
20172.181268882174	2	2	2	2
20182.622356495467	3	3	2	2
20193.06344410876	3	3	2	2
20203.504531722054	3	3	2	2
20213.945619335347	3	3	2	2
20224.38670694864	3	3	2	2
20234.827794561934	2	2	2	2
20245.268882175227	3	3	2	2
20255.70996978852	3	3	2	2
20266.15105740181	3	3	2	2
20276.592145015104	3	3	2	2
20287.0332326284	3	3	2	2
20297.474320241694	2	2	2	2
20307.915407854984	3	3	2	2
20318.356495468277	3	3	2	2
20328.79758308157	3	3	2	2
20339.238670694864	3	3	2	2
20349.679758308157	3	3	2	2
20360.12084592145	2	2	2	2
20370.561933534744	3	3	2	2
20381.003021148037	3	3	2	2
20391.44410876133	3	3	2	2
20401.88519637462	3	3	2	2
20412.326283987913	3	3	2	2
20422.76737160121	2	2	2	2
20433.208459214504	3	3	2	2
20443.649546827794	3	3	2	2
20454.090634441087	3	3	2	2
20464.53172205438	3	3	2	2
20474.972809667674	3	3	2	2
20485.413897280967	2	2	2	2
20495.85498489426	3	3	2	2
20506.296072507554	3	3	2	2
20516.737160120847	3	3	2	2
20527.17824773414	3	3	2	2
20537.61933534743	3	3	2	2
20548.060422960727	2	2	2	2
20558.50151057402	3	3	2	2
20568.94259818731	3	3	2	2
20579.383685800603	3	3	2	2
20589.824773413897	3	3	2	2
20600.26586102719	3	3	2	2
20610.706948640483	2	2	2	2
20621.148036253777	3	3	2	2
20631.58912386707	3	3	2	2
20642.030211480364	3	3	2	2
20652.471299093657	3	3	2	2
20662.912386706947	3	3	2	2
20673.35347432024	2	2	2	2
20683.794561933537	3	3	2	2
20694.23564954683	3	3	2	2
20704.67673716012	3	3	2	2
20715.117824773413	3	3	2	2
20725.558912386707	3	3	2	2
20736.0	2	2	2	2
20746.441087613293	3	3	2	2
20756.882175226587	3	3	2	2
20767.32326283988	3	3	2	2
20777.764350453173	3	3	2	2
20788.205438066467	3	3	2	2
20798.646525679756	2	2	2	2
20809.08761329305	3	3	2	2
20819.528700906347	3	3	2	2
20829.969788519636	3	3	2	2
20840.41087613293	3	3	2	2
20850.851963746223	3	3	2	2
20861.293051359517	2	2	2	2
20871.73413897281	3	3	2	2
20882.175226586103	3	3	2	2
20892.616314199397	3	3	2	2
20903.05740181269	3	3	2	2
20913.498489425983	3	3	2	2
20923.939577039273	2	2	2	2
20934.380664652566	3	3	2	2
20944.82175226586	3	3	2	2
20955.262839879157	3	3	2	2
20965.703927492446	3	3	2	2
20976.14501510574	3	3	2	2
20986.586102719033	2	2	2	2
20997.027190332326	3	3	2	2
21007.46827794562	3	3	2	2
21017.909365558913	3	3	2	2
21028.350453172206	3	3	2	2
21038.7915407855	3	3	2	2
21049.232628398793	2	2	2	2
21059.673716012083	3	3	2	2
21070.114803625376	3	3	2	2
21080.55589123867	3	3	2	2
21090.996978851963	3	3	2	2
21101.438066465256	3	3	2	2
21111.87915407855	2	2	2	2
21122.320241691843	3	3	2	2
21132.761329305136	3	3	2	2
21143.20241691843	3	3	2	2
21153.643504531723	3	3	2	2
21164.084592145016	3	3	2	2
21174.52567975831	2	2	2	2
21184.9667673716	3	3	2	2
21195.407854984893	3	3	2	2
21205.848942598186	3	3	2	2
21216.290030211483	3	3	2	2
21226.731117824773	3	3	2	2
21237.172205438066	2	2	2	2
21247.61329305136	3	3	2	2
21258.054380664653	3	3	2	2
21268.495468277946	3	3	2	2
21278.936555891236	3	3	2	2
21289.377643504533	3	3	2	2
21299.818731117826	2	2	2	2
21310.25981873112	3	3	2	2
21320.70090634441	3	3	2	2
21331.141993957703	3	3	2	2
21341.583081570996	3	3	2	2
21352.02416918429	3	3	2	2
21362.465256797583	2	2	2	2
21372.906344410876	3	3	2	2
21383.34743202417	3	3	2	2
21393.788519637463	3	3	2	2
21404.229607250756	3	3	2	2
21414.670694864046	3	3	2	2
21425.111782477343	2	2	2	2
21435.552870090636	3	3	2	2
21445.993957703926	3	3	2	2
21456.43504531722	3	3	2	2
21466.876132930513	3	3	2	2
21477.317220543806	3	3	2	2
21487.7583081571	2	2	2	2
21498.199395770393	3	3	2	2
21508.640483383686	3	3	2	2
21519.08157099698	3	3	2	2
21529.522658610273	3	3	2	2
21539.963746223562	3	3	2	2
21550.40483383686	2	2	2	2
21560.845921450153	3	3	2	2
21571.287009063446	3	3	2	2
21581.728096676736	3	3	2	2
21592.16918429003	3	3	2	2
21602.610271903322	3	3	2	2
21613.05135951662	2	2	2	2
21623.49244712991	3	3	2	2
21633.933534743202	3	3	2	2
21644.374622356492	3	3	2	2
21654.81570996979	3	3	2	2
21665.256797583083	3	3	2	2
21675.697885196372	2	2	2	2
21686.13897280967	3	3	2	2
21696.58006042296	3	3	2	2
21707.021148036256	3	3	2	2
21717.46223564955	3	3	2	2
21727.90332326284	3	3	2	2
21738.344410876136	2	2	2	2
21748.785498489426	3	3	2	2
21759.22658610272	3	3	2	2
21769.66767371601	3	3	2	2
21780.108761329306	3	3	2	2
21790.5498489426	3	3	2	2
21800.990936555892	2	2	2	2
21811.432024169186	3	3	2	2
21821.873111782475	3	3	2	2
21832.314199395772	3	3	2	2
21842.755287009062	3	3	2	2
21853.196374622356	3	3	2	2
21863.637462235652	2	2	2	2
21874.078549848942	3	3	2	2
21884.519637462236	3	3	2	2
21894.96072507553	3	3	2	2
21905.401812688822	3	3	2	2
21915.842900302112	3	3	2	2
21926.28398791541	2	2	2	2
21936.725075528702	3	3	2	2
21947.166163141992	3	3	2	2
21957.60725075529	3	3	2	2
21968.04833836858	3	3	2	2
21978.489425981872	3	3	2	2
21988.93051359517	2	2	2	2
21999.37160120846	3	3	2	2
22009.812688821752	3	3	2	2
22020.253776435045	3	3	2	2
22030.69486404834	3	3	2	2
22041.13595166163	3	3	2	2
22051.577039274925	2	2	2	2
22062.01812688822	3	3	2	2
22072.45921450151	3	3	2	2
22082.900302114806	3	3	2	2
22093.341389728095	3	3	2	2
22103.78247734139	3	3	2	2
22114.223564954682	2	2	2	2
22124.664652567975	3	3	2	2
22135.105740181272	3	3	2	2
22145.546827794562	3	3	2	2
22155.987915407855	3	3	2	2
22166.429003021145	3	3	2	2
22176.870090634442	2	2	2	2
22187.311178247735	3	3	2	2
22197.752265861025	3	3	2	2
22208.193353474322	3	3	2	2
22218.63444108761	3	3	2	2
22229.07552870091	3	3	2	2
22239.5166163142	2	2	2	2
22249.957703927492	3	3	2	2
22260.39879154079	3	3	2	2
22270.83987915408	3	3	2	2
22281.280966767372	3	3	2	2
22291.72205438066	3	3	2	2
22302.16314199396	2	2	2	2
22312.60422960725	3	3	2	2
22323.045317220545	3	3	2	2
22333.48640483384	3	3	2	2
22343.92749244713	3	3	2	2
22354.368580060425	3	3	2	2
22364.809667673715	2	2	2	2
22375.25075528701	3	3	2	2
22385.691842900305	3	3	2	2
22396.132930513595	3	3	2	2
22406.57401812689	3	3	2	2
22417.01510574018	3	3	2	2
22427.456193353475	2	2	2	2
22437.897280966765	3	3	2	2
22448.33836858006	3	3	2	2
22458.779456193355	3	3	2	2
22469.220543806645	3	3	2	2
22479.661631419942	3	3	2	2
22490.10271903323	2	2	2	2
22500.543806646525	3	3	2	2
22510.98489425982	3	3	2	2
22521.42598187311	3	3	2	2
22531.867069486405	3	3	2	2
22542.3081570997	3	3	2	2
22552.74924471299	2	2	2	2
22563.19033232628	3	3	2	2
22573.63141993958	3	3	2	2
22584.072507552868	3	3	2	2
22594.51359516616	3	3	2	2
22604.95468277946	3	3	2	2
22615.395770392748	2	2	2	2
22625.83685800604	3	3	2	2
22636.277945619335	3	3	2	2
22646.719033232628	3	3	2	2
22657.160120845925	3	3	2	2
22667.601208459215	3	3	2	2
22678.042296072508	2	2	2	2
22688.483383685798	3	3	2	2
22698.924471299095	3	3	2	2
22709.365558912385	3	3	2	2
22719.806646525678	3	3	2	2
22730.247734138975	3	3	2	2
22740.688821752265	2	2	2	2
22751.12990936556	3	3	2	2
22761.57099697885	3	3	2	2
22772.012084592145	3	3	2	2
22782.453172205434	3	3	2	2
22792.89425981873	3	3	2	2
22803.335347432025	2	2	2	2
22813.776435045314	3	3	2	2
22824.21752265861	3	3	2	2
22834.6586102719	3	3	2	2
22845.099697885198	3	3	2	2
22855.54078549849	3	3	2	2
22865.98187311178	2	2	2	2
22876.422960725078	3	3	2	2
22886.864048338368	3	3	2	2
22897.30513595166	3	3	2	2
22907.74622356495	3	3	2	2
22918.187311178248	3	3	2	2
22928.62839879154	2	2	2	2
22939.069486404835	3	3	2	2
22949.510574018128	3	3	2	2
22959.951661631418	3	3	2	2
22970.392749244715	3	3	2	2
22980.833836858004	3	3	2	2
22991.274924471298	2	2	2	2
23001.716012084595	3	3	2	2
23012.157099697884	3	3	2	2
23022.598187311178	3	3	2	2
23033.03927492447	3	3	2	2
23043.480362537764	3	3	2	2
23053.92145015106	2	2	2	2
23064.36253776435	3	3	2	2
23074.803625377644	3	3	2	2
23085.244712990934	3	3	2	2
23095.68580060423	3	3	2	2
23106.12688821752	3	3	2	2
23116.567975830814	2	2	2	2
23127.00906344411	3	3	2	2
23137.4501510574	3	3	2	2
23147.891238670698	3	3	2	2
23158.332326283988	3	3	2	2
23168.77341389728	3	3	2	2
23179.21450151057	2	2	2	2
23189.655589123868	3	3	2	2
23200.09667673716	3	3	2	2
23210.53776435045	3	3	2	2
23220.978851963748	3	3	2	2
23231.419939577037	3	3	2	2
23241.861027190334	2	2	2	2
23252.302114803624	3	3	2	2
23262.743202416917	3	3	2	2
23273.184290030214	3	3	2	2
23283.625377643504	3	3	2	2
23294.066465256798	3	3	2	2
23304.507552870087	2	2	2	2
23314.948640483384	3	3	2	2
23325.389728096678	3	3	2	2
23335.83081570997	3	3	2	2
23346.271903323264	3	3	2	2
23356.712990936554	3	3	2	2
23367.15407854985	2	2	2	2
23377.59516616314	3	3	2	2
23388.036253776434	3	3	2	2
23398.47734138973	3	3	2	2
23408.91842900302	3	3	2	2
23419.359516616314	3	3	2	2
23429.800604229607	2	2	2	2
23440.2416918429	3	3	2	2
23450.68277945619	3	3	2	2
23461.123867069487	3	3	2	2
23471.56495468278	3	3	2	2
23482.00604229607	3	3	2	2
23492.447129909368	2	2	2	2
23502.888217522657	3	3	2	2
23513.32930513595	3	3	2	2
23523.770392749248	3	3	2	2
23534.211480362537	3	3	2	2
23544.65256797583	3	3	2	2
23555.093655589124	2	2	2	2
23565.534743202417	3	3	2	2
23575.975830815707	3	3	2	2
23586.416918429004	3	3	2	2
23596.858006042297	3	3	2	2
23607.299093655587	3	3	2	2
23617.740181268884	2	2	2	2
23628.181268882174	3	3	2	2
23638.622356495467	3	3	2	2
23649.06344410876	3	3	2	2
23659.504531722054	3	3	2	2
23669.94561933535	3	3	2	2
23680.38670694864	2	2	2	2
23690.827794561934	3	3	2	2
23701.268882175224	3	3	2	2
23711.70996978852	3	3	2	2
23722.151057401814	3	3	2	2
23732.592145015104	3	3	2	2
23743.0332326284	2	2	2	2
23753.47432024169	3	3	2	2
23763.915407854987	3	3	2	2
23774.356495468277	3	3	2	2
23784.79758308157	3	3	2	2
23795.238670694867	3	3	2	2
23805.679758308157	2	2	2	2
23816.12084592145	3	3	2	2
23826.56193353474	3	3	2	2
23837.003021148037	3	3	2	2
23847.444108761327	3	3	2	2
23857.885196374624	3	3	2	2
23868.326283987917	2	2	2	2
23878.767371601207	3	3	2	2
23889.208459214504	3	3	2	2
23899.649546827794	3	3	2	2
23910.090634441087	3	3	2	2
23920.531722054377	3	3	2	2
23930.972809667674	2	2	2	2
23941.413897280967	3	3	2	2
23951.85498489426	3	3	2	2
23962.296072507554	3	3	2	2
23972.737160120843	3	3	2	2
23983.17824773414	3	3	2	2
23993.619335347434	2	2	2	2
24004.060422960723	3	3	2	2
24014.50151057402	3	3	2	2
24024.94259818731	3	3	2	2
24035.383685800603	3	3	2	2
24045.824773413897	3	3	2	2
24056.26586102719	2	2	2	2
24066.706948640487	3	3	2	2
24077.148036253777	3	3	2	2
24087.58912386707	3	3	2	2
24098.03021148036	3	3	2	2
24108.471299093657	3	3	2	2
24118.912386706947	2	2	2	2
24129.35347432024	3	3	2	2
24139.794561933537	3	3	2	2
24150.235649546827	3	3	2	2
24160.676737160124	3	3	2	2
24171.117824773413	3	3	2	2
24181.558912386707	2	2	2	2
24192.000000000004	3	3	2	2
24202.441087613293	3	3	2	2
24212.882175226587	3	3	2	2
24223.323262839876	3	3	2	2
24233.764350453173	3	3	2	2
24244.205438066463	2	2	2	2
24254.64652567976	3	3	2	2
24265.087613293053	3	3	2	2
24275.528700906343	3	3	2	2
24285.96978851964	3	3	2	2
24296.41087613293	3	3	2	2
24306.851963746223	2	2	2	2
24317.293051359513	3	3	2	2
24327.73413897281	3	3	2	2
24338.175226586103	3	3	2	2
24348.616314199397	3	3	2	2
24359.05740181269	3	3	2	2
24369.49848942598	2	2	2	2
24379.939577039277	3	3	2	2
24390.38066465257	3	3	2	2
24400.82175226586	3	3	2	2
24411.262839879157	3	3	2	2
24421.703927492446	3	3	2	2
24432.14501510574	2	2	2	2
24442.586102719033	3	3	2	2
24453.027190332326	3	3	2	2
24463.46827794562	3	3	2	2
24473.909365558913	3	3	2	2
24484.350453172206	3	3	2	2
24494.791540785496	2	2	2	2
24505.232628398793	3	3	2	2
24515.673716012083	3	3	2	2
24526.114803625376	3	3	2	2
24536.555891238673	3	3	2	2
24546.996978851963	3	3	2	2
24557.438066465256	2	2	2	2
24567.87915407855	3	3	2	2
24578.320241691843	3	3	2	2
24588.761329305133	3	3	2	2
24599.20241691843	3	3	2	2
24609.643504531723	3	3	2	2
24620.084592145013	2	2	2	2
24630.52567975831	3	3	2	2
24640.9667673716	3	3	2	2
24651.407854984893	3	3	2	2
24661.84894259819	3	3	2	2
24672.29003021148	3	3	2	2
24682.731117824776	2	2	2	2
24693.172205438066	3	3	2	2
24703.61329305136	3	3	2	2
24714.05438066465	3	3	2	2
24724.495468277946	3	3	2	2
24734.93655589124	3	3	2	2
24745.37764350453	2	2	2	2
24755.818731117826	3	3	2	2
24766.259818731116	3	3	2	2
24776.700906344413	3	3	2	2
24787.141993957703	3	3	2	2
24797.583081570996	3	3	2	2
24808.024169184293	2	2	2	2
24818.465256797583	3	3	2	2
24828.906344410876	3	3	2	2
24839.347432024166	3	3	2	2
24849.788519637463	3	3	2	2
24860.229607250756	3	3	2	2
24870.67069486405	2	2	2	2
24881.111782477343	3	3	2	2
24891.552870090632	3	3	2	2
24901.99395770393	3	3	2	2
24912.43504531722	3	3	2	2
24922.876132930513	3	3	2	2
24933.31722054381	2	2	2	2
24943.7583081571	3	3	2	2
24954.199395770393	3	3	2	2
24964.640483383686	3	3	2	2
24975.08157099698	3	3	2	2
24985.52265861027	3	3	2	2
24995.963746223566	2	2	2	2
25006.40483383686	3	3	2	2
25016.84592145015	3	3	2	2
25027.287009063446	3	3	2	2
25037.728096676736	3	3	2	2
25048.16918429003	3	3	2	2
25058.610271903326	2	2	2	2
25069.051359516616	3	3	2	2
25079.492447129913	3	3	2	2
25089.933534743202	3	3	2	2
25100.374622356496	3	3	2	2
25110.815709969786	3	3	2	2
25121.256797583083	2	2	2	2
25131.697885196376	3	3	2	2
25142.138972809666	3	3	2	2
25152.580060422963	3	3	2	2
25163.021148036252	3	3	2	2
25173.46223564955	3	3	2	2
25183.90332326284	2	2	2	2
25194.344410876132	3	3	2	2
25204.78549848943	3	3	2	2
25215.22658610272	3	3	2	2
25225.667673716012	3	3	2	2
25236.108761329302	3	3	2	2
25246.5498489426	2	2	2	2
25256.99093655589	3	3	2	2
25267.432024169186	3	3	2	2
25277.87311178248	3	3	2	2
25288.31419939577	3	3	2	2
25298.755287009066	3	3	2	2
25309.196374622356	2	2	2	2
25319.63746223565	3	3	2	2
25330.078549848946	3	3	2	2
25340.519637462236	3	3	2	2
25350.96072507553	3	3	2	2
25361.401812688822	3	3	2	2
25371.842900302116	2	2	2	2
25382.283987915405	3	3	2	2
25392.725075528702	3	3	2	2
25403.166163141996	3	3	2	2
25413.607250755285	3	3	2	2
25424.048338368582	3	3	2	2
25434.489425981872	2	2	2	2
25444.930513595165	3	3	2	2
25455.37160120846	3	3	2	2
25465.812688821752	3	3	2	2
25476.253776435045	3	3	2	2
25486.69486404834	3	3	2	2
25497.135951661632	2	2	2	2
25507.577039274922	3	3	2	2
25518.01812688822	3	3	2	2
25528.459214501512	3	3	2	2
25538.900302114802	3	3	2	2
25549.3413897281	3	3	2	2
25559.78247734139	2	2	2	2
25570.223564954682	3	3	2	2
25580.664652567975	3	3	2	2
25591.10574018127	3	3	2	2
25601.546827794566	3	3	2	2
25611.987915407855	3	3	2	2
25622.42900302115	2	2	2	2
25632.87009063444	3	3	2	2
25643.311178247735	3	3	2	2
25653.752265861025	3	3	2	2
25664.19335347432	3	3	2	2
25674.634441087615	3	3	2	2
25685.075528700905	2	2	2	2
25695.516616314202	3	3	2	2
25705.957703927492	3	3	2	2
25716.398791540785	3	3	2	2
25726.839879154082	3	3	2	2
25737.280966767372	3	3	2	2
25747.722054380665	2	2	2	2
25758.163141993955	3	3	2	2
25768.604229607252	3	3	2	2
25779.04531722054	3	3	2	2
25789.48640483384	3	3	2	2
25799.927492447132	3	3	2	2
25810.36858006042	2	2	2	2
25820.80966767372	3	3	2	2
25831.25075528701	3	3	2	2
25841.6918429003	3	3	2	2
25852.13293051359	3	3	2	2
25862.57401812689	3	3	2	2
25873.01510574018	2	2	2	2
25883.456193353475	3	3	2	2
25893.89728096677	3	3	2	2
25904.338368580058	3	3	2	2
25914.779456193355	3	3	2	2
25925.220543806645	3	3	2	2
25935.66163141994	2	2	2	2
25946.102719033235	3	3	2	2
25956.543806646525	3	3	2	2
25966.98489425982	3	3	2	2
25977.42598187311	3	3	2	2
25987.867069486405	3	3	2	2
25998.308157099702	2	2	2	2
26008.74924471299	3	3	2	2
26019.190332326285	3	3	2	2
26029.631419939575	3	3	2	2
26040.07250755287	3	3	2	2
26050.51359516616	3	3	2	2
26060.954682779455	2	2	2	2
26071.39577039275	3	3	2	2
26081.83685800604	3	3	2	2
26092.277945619335	3	3	2	2
26102.719033232628	3	3	2	2
26113.16012084592	3	3	2	2
26123.60120845921	2	2	2	2
26134.042296072508	3	3	2	2
26144.4833836858	3	3	2	2
26154.92447129909	3	3	2	2
26165.36555891239	3	3	2	2
26175.806646525678	3	3	2	2
26186.24773413897	2	2	2	2
26196.68882175227	3	3	2	2
26207.129909365558	3	3	2	2
26217.570996978855	3	3	2	2
26228.012084592145	3	3	2	2
26238.453172205438	3	3	2	2
26248.894259818728	2	2	2	2
26259.335347432025	3	3	2	2
26269.776435045318	3	3	2	2
26280.217522658608	3	3	2	2
26290.658610271905	3	3	2	2
26301.099697885194	3	3	2	2
26311.54078549849	2	2	2	2
26321.98187311178	3	3	2	2
26332.422960725075	3	3	2	2
26342.86404833837	3	3	2	2
26353.30513595166	3	3	2	2
26363.746223564955	3	3	2	2
26374.187311178244	2	2	2	2
26384.62839879154	3	3	2	2
26395.069486404835	3	3	2	2
26405.510574018128	3	3	2	2
26415.95166163142	3	3	2	2
26426.39274924471	3	3	2	2
26436.833836858008	2	2	2	2
26447.274924471298	3	3	2	2
26457.71601208459	3	3	2	2
26468.157099697888	3	3	2	2
26478.598187311178	3	3	2	2
26489.03927492447	3	3	2	2
26499.480362537764	2	2	2	2
26509.921450151058	3	3	2	2
26520.362537764348	3	3	2	2
26530.803625377644	3	3	2	2
26541.244712990938	3	3	2	2
26551.685800604228	3	3	2	2
26562.126888217525	2	2	2	2
26572.567975830814	3	3	2	2
26583.009063444108	3	3	2	2
26593.4501510574	3	3	2	2
26603.891238670694	3	3	2	2
26614.33232628399	3	3	2	2
26624.77341389728	2	2	2	2
26635.214501510574	3	3	2	2
26645.655589123864	3	3	2	2
26656.09667673716	3	3	2	2
26666.537764350454	3	3	2	2
26676.978851963744	3	3	2	2
26687.41993957704	2	2	2	2
26697.86102719033	3	3	2	2
26708.302114803628	3	3	2	2
26718.743202416917	3	3	2	2
26729.18429003021	3	3	2	2
26739.625377643508	3	3	2	2
26750.066465256798	2	2	2	2
26760.50755287009	3	3	2	2
26770.94864048338	3	3	2	2
26781.389728096678	3	3	2	2
26791.830815709967	3	3	2	2
26802.271903323264	3	3	2	2
26812.712990936558	2	2	2	2
26823.154078549847	3	3	2	2
26833.595166163144	3	3	2	2
26844.036253776434	3	3	2	2
26854.477341389727	3	3	2	2
26864.918429003024	3	3	2	2
26875.359516616314	2	2	2	2
26885.800604229607	3	3	2	2
26896.2416918429	3	3	2	2
26906.682779456194	3	3	2	2
26917.123867069484	3	3	2	2
26927.56495468278	3	3	2	2
