Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 69673bd752742e81ad8c3537 - minikube	Unknown Heuristic - Run None (Profile ?) 69673bd752742e81ad8c3537 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 69673bd752742e81ad8c3537 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 69673bd752742e81ad8c3537 - minikube-m04
11748.984814878006	3	3	3	2
11763.726326565431	3	2	2	2
11778.467838252856	3	2	2	2
11793.209349940284	2	2	2	2
11807.950861627709	3	3	3	2
11822.692373315134	3	3	2	2
11837.43388500256	3	3	3	2
11852.175396689985	3	3	2	2
11866.91690837741	3	3	3	2
11881.658420064836	2	2	2	1
11896.399931752261	4	3	3	3
11911.141443439687	3	3	2	2
11925.882955127112	3	3	2	2
11940.624466814537	2	2	2	2
11955.365978501963	3	3	3	3
11970.107490189388	3	2	2	2
11984.849001876813	3	2	2	2
11999.590513564239	2	2	1	1
12014.332025251662	3	2	2	2
12029.073536939088	3	2	2	2
12043.815048626513	3	3	3	2
12058.556560313938	3	3	3	3
12073.298072001364	3	3	3	2
12088.03958368879	3	3	3	2
12102.781095376215	4	3	3	3
12117.52260706364	3	3	2	2
12132.264118751067	4	4	3	3
12147.005630438493	4	4	3	3
12161.747142125918	2	2	2	2
12176.488653813343	4	3	3	3
12191.230165500769	3	3	3	2
12205.971677188194	3	3	2	2
12220.71318887562	3	2	2	2
12235.454700563045	3	2	2	2
12250.19621225047	3	3	3	3
12264.937723937895	4	4	3	3
12279.67923562532	3	3	3	3
12294.420747312744	3	2	2	2
12309.16225900017	3	2	2	2
12323.903770687595	3	3	3	2
12338.64528237502	3	3	3	3
12353.386794062446	3	3	3	3
12368.128305749871	3	3	3	2
12382.869817437297	3	3	3	2
12397.611329124722	3	2	2	2
12412.352840812147	3	3	2	2
12427.094352499573	3	3	3	2
12441.835864186998	4	3	3	3
12456.577375874425	3	3	2	2
12471.31888756185	3	2	2	2
12486.060399249276	3	3	2	2
12500.801910936701	4	3	3	3
12515.543422624127	3	2	2	2
12530.284934311552	3	3	3	3
12545.026445998978	3	3	3	2
12559.767957686403	3	2	2	2
12574.509469373827	3	3	3	2
12589.250981061252	3	3	2	2
12603.992492748677	3	3	3	2
12618.734004436103	2	2	2	2
12633.475516123528	2	2	2	2
12648.217027810953	2	2	2	1
12662.958539498379	3	3	3	2
12677.700051185804	3	3	2	2
12692.44156287323	3	3	2	2
12707.183074560655	3	3	2	2
12721.92458624808	3	3	2	2
12736.666097935506	2	2	2	1
12751.407609622931	2	2	2	1
12766.149121310356	2	2	2	1
12780.890632997782	3	3	3	3
12795.632144685209	4	3	3	3
12810.373656372634	3	3	2	2
12825.11516806006	3	2	2	2
12839.856679747485	2	2	2	2
12854.598191434907	2	2	2	2
12869.339703122334	3	3	3	2
12884.08121480976	3	3	3	2
12898.822726497185	2	1	1	1
12913.56423818461	2	1	1	1
12928.305749872035	2	2	2	1
12943.04726155946	3	3	3	2
12957.788773246886	3	3	3	2
12972.530284934312	2	2	2	2
12987.271796621737	3	2	2	2
13002.013308309162	3	2	2	2
13016.754819996588	2	2	2	2
13031.496331684013	3	3	3	3
13046.237843371438	3	2	2	2
13060.979355058864	3	3	3	3
13075.72086674629	3	2	2	2
13090.462378433715	2	2	2	1
13105.20389012114	3	3	2	2
13119.945401808567	3	2	2	2
13134.686913495989	3	3	3	2
13149.428425183414	3	3	3	2
13164.16993687084	3	2	2	2
13178.911448558265	2	2	1	1
13193.65296024569	3	3	3	3
13208.394471933118	3	2	2	2
13223.135983620543	3	3	3	3
13237.877495307968	4	4	3	3
13252.619006995394	4	3	3	3
13267.360518682819	3	3	2	2
13282.102030370244	2	2	2	2
13296.84354205767	3	3	2	2
13311.585053745095	3	3	2	2
13326.32656543252	3	3	3	3
13341.068077119946	3	3	3	2
13355.809588807371	3	3	2	2
13370.551100494797	2	2	2	2
13385.292612182222	3	3	3	2
13400.034123869647	3	3	3	2
13414.775635557071	3	3	2	2
13429.517147244496	3	2	2	2
13444.258658931922	2	2	2	1
13459.000170619347	3	2	2	2
13473.741682306772	3	2	2	2
13488.483193994198	3	3	3	2
13503.224705681623	3	3	3	2
13517.966217369049	3	3	3	3
13532.707729056476	3	3	2	2
13547.449240743901	4	3	3	3
13562.190752431326	2	2	2	1
13576.932264118752	3	3	3	2
13591.673775806177	3	2	2	2
13606.415287493603	3	3	3	2
13621.156799181028	2	2	2	2
13635.898310868453	3	3	3	3
13650.639822555879	3	3	3	2
13665.381334243304	2	2	2	2
13680.12284593073	3	3	2	2
13694.864357618153	3	3	3	2
13709.605869305578	3	3	2	2
13724.347380993004	3	3	3	2
13739.08889268043	3	3	3	2
13753.830404367854	4	3	3	3
13768.57191605528	4	4	4	3
13783.313427742705	4	3	3	3
13798.05493943013	3	3	2	2
13812.796451117556	3	3	3	2
13827.537962804981	3	3	3	3
13842.279474492407	4	3	3	3
13857.020986179832	3	3	3	2
13871.76249786726	3	3	3	2
13886.504009554685	3	3	2	2
13901.24552124211	3	2	2	2
13915.987032929535	3	3	3	3
13930.72854461696	3	2	2	2
13945.470056304386	3	2	2	2
13960.211567991812	3	3	3	2
13974.953079679237	3	3	2	2
13989.69459136666	4	3	3	3
14004.436103054086	3	3	3	2
14019.177614741511	3	3	3	2
14033.919126428937	3	2	2	2
14048.660638116362	3	3	3	2
14063.402149803787	3	2	2	2
14078.143661491213	3	3	3	3
14092.885173178638	2	2	2	2
14107.626684866063	3	3	2	2
14122.368196553489	3	3	2	2
14137.109708240914	4	3	3	3
14151.85121992834	3	3	2	2
14166.592731615765	3	3	2	2
14181.33424330319	3	3	3	2
14196.075754990617	2	2	1	1
14210.817266678043	3	3	2	2
14225.558778365468	3	3	3	2
14240.300290052894	3	3	3	2
14255.041801740319	2	2	2	1
14269.78331342774	3	3	3	3
14284.524825115168	2	2	2	1
14299.266336802593	3	3	2	2
14314.007848490019	4	3	3	3
14328.749360177444	3	3	3	2
14343.49087186487	4	3	3	3
14358.232383552295	2	2	2	1
14372.97389523972	3	2	2	2
14387.715406927146	3	3	3	2
14402.45691861457	2	2	2	2
14417.198430301996	2	2	2	2
14431.939941989422	3	3	2	2
14446.681453676847	3	3	3	3
14461.422965364272	4	3	3	3
14476.164477051698	3	3	2	2
14490.905988739123	4	3	3	3
14505.647500426549	3	3	3	2
14520.389012113974	2	2	1	1
14535.130523801401	3	3	2	2
14549.872035488823	3	3	3	2
14564.613547176248	3	3	2	2
14579.355058863674	4	3	3	3
14594.096570551099	3	3	2	2
14608.838082238526	3	3	3	2
14623.579593925951	4	4	3	3
14638.321105613377	3	2	2	2
14653.062617300802	3	3	3	2
14667.804128988228	4	4	3	3
14682.545640675653	4	3	3	3
14697.287152363078	3	3	3	2
14712.028664050504	3	3	3	3
14726.77017573793	3	2	2	2
14741.511687425354	2	2	2	1
14756.25319911278	3	2	2	2
14770.994710800205	2	2	2	2
14785.73622248763	3	3	3	2
14800.477734175056	3	3	3	2
14815.219245862481	3	3	2	2
14829.960757549905	3	3	2	2
14844.70226923733	3	3	3	2
14859.443780924756	2	2	2	2
14874.185292612181	3	2	2	2
14888.926804299606	3	2	2	2
14903.668315987032	2	2	2	2
14918.409827674457	3	3	3	2
14933.151339361882	3	3	2	2
14947.89285104931	2	2	2	1
14962.634362736735	3	3	3	2
14977.37587442416	4	3	3	3
14992.117386111586	2	2	2	1
15006.858897799011	3	2	2	2
15021.600409486437	3	2	2	2
15036.341921173862	3	2	2	2
15051.083432861287	3	2	2	2
15065.824944548713	2	2	2	2
15080.566456236138	3	3	3	3
15095.307967923563	4	4	4	4
15110.049479610987	4	3	3	3
15124.790991298412	3	3	2	2
15139.532502985838	2	2	2	2
15154.274014673263	3	3	3	3
15169.015526360688	3	3	3	3
15183.757038048114	4	3	3	3
15198.49854973554	3	3	3	3
15213.240061422965	3	2	2	2
15227.98157311039	2	2	2	1
15242.723084797815	3	2	2	2
15257.46459648524	3	3	2	2
15272.206108172668	4	4	3	3
15286.947619860093	4	3	3	3
15301.689131547519	3	3	2	2
15316.430643234944	4	4	3	3
15331.17215492237	4	3	3	3
15345.913666609795	3	3	3	2
15360.65517829722	3	3	3	2
15375.396689984645	3	3	3	3
15390.138201672069	3	2	2	2
15404.879713359494	3	3	2	2
15419.62122504692	4	3	3	3
15434.362736734345	3	3	3	2
15449.10424842177	2	2	2	2
15463.845760109196	2	2	1	1
15478.587271796621	2	2	1	1
15493.328783484047	2	2	2	1
15508.070295171472	3	3	3	2
15522.811806858897	3	3	3	2
15537.553318546323	2	2	2	2
15552.294830233748	2	2	2	2
15567.036341921174	2	2	2	2
15581.777853608599	3	3	3	2
15596.519365296024	4	4	3	3
15611.260876983451	3	3	2	2
15626.002388670877	3	3	3	2
15640.743900358302	3	3	2	2
15655.485412045728	3	2	2	2
15670.226923733153	3	3	3	2
15684.968435420576	3	3	3	3
15699.709947108002	3	3	2	2
15714.451458795427	4	4	3	3
15729.192970482853	4	3	3	3
15743.934482170278	3	3	3	2
15758.675993857703	3	3	3	2
15773.417505545129	2	2	2	1
15788.159017232554	2	2	2	1
15802.90052891998	2	2	2	1
15817.642040607405	3	3	2	2
15832.38355229483	2	2	2	1
15847.125063982256	3	3	2	2
15861.866575669681	3	3	2	2
15876.608087357106	3	2	2	2
15891.349599044532	3	3	3	3
15906.091110731957	2	2	2	1
15920.832622419382	2	2	2	1
15935.57413410681	3	3	2	2
15950.315645794235	2	2	2	2
15965.057157481657	2	2	2	2
15979.798669169082	2	2	1	1
15994.540180856508	4	3	3	3
16009.281692543933	3	3	2	2
16024.02320423136	4	3	3	3
16038.764715918785	4	4	3	3
16053.50622760621	3	3	3	2
16068.247739293636	2	2	2	2
16082.989250981062	3	3	2	2
16097.730762668487	2	2	2	2
16112.472274355912	2	1	1	1
16127.213786043338	2	2	2	1
16141.955297730763	3	3	3	2
16156.696809418188	2	1	1	1
16171.438321105614	3	3	2	2
16186.17983279304	3	3	2	2
16200.921344480465	2	2	2	2
16215.66285616789	3	3	2	2
16230.404367855315	4	4	3	3
16245.145879542739	3	3	3	3
16259.887391230164	4	3	3	3
16274.62890291759	3	3	3	3
16289.370414605015	3	3	3	3
16304.11192629244	4	4	3	3
16318.853437979866	3	3	3	2
16333.594949667291	3	3	2	2
16348.336461354718	2	2	2	1
16363.077973042144	2	2	1	1
16377.819484729569	2	2	2	1
16392.560996416993	3	2	2	2
16407.302508104418	3	3	2	2
16422.044019791843	3	3	3	3
16436.78553147927	3	3	2	2
16451.527043166694	3	2	2	2
16466.26855485412	2	2	2	2
16481.01006654155	3	3	2	2
16495.751578228974	4	4	3	3
16510.4930899164	3	3	3	2
16525.23460160382	2	2	1	1
16539.976113291246	2	2	1	1
16554.71762497867	2	1	1	1
16569.459136666097	3	3	2	2
16584.200648353522	3	3	3	2
16598.942160040948	3	3	2	2
16613.683671728373	3	3	2	2
16628.4251834158	3	2	2	2
16643.166695103224	3	3	3	3
16657.90820679065	3	3	2	2
16672.649718478075	2	2	2	1
16687.3912301655	2	2	2	1
16702.132741852925	3	2	2	2
16716.87425354035	2	2	2	1
16731.615765227776	2	2	2	1
16746.3572769152	3	3	3	3
16761.098788602627	3	3	3	3
16775.840300290052	2	2	2	1
16790.581811977478	3	3	2	2
16805.323323664903	3	3	2	2
16820.06483535233	4	3	3	3
16834.806347039754	4	4	3	3
16849.54785872718	3	3	2	2
16864.289370414604	2	2	1	1
16879.03088210203	3	2	2	2
16893.772393789455	2	2	1	1
16908.51390547688	3	2	2	2
16923.255417164306	3	2	2	2
16937.99692885173	3	3	2	2
16952.738440539157	3	2	2	2
16967.479952226582	2	2	1	1
16982.221463914007	2	2	1	1
16996.962975601433	4	3	3	3
17011.70448728886	3	3	2	2
17026.445998976284	3	3	3	2
17041.18751066371	2	2	2	1
17055.929022351134	3	3	2	2
17070.67053403856	3	3	2	2
17085.412045725985	3	3	2	2
17100.15355741341	3	3	2	2
17114.895069100836	3	2	2	2
17129.63658078826	3	3	3	2
17144.378092475687	3	3	3	2
17159.119604163112	2	2	2	2
17173.861115850537	2	2	2	1
17188.602627537963	3	3	3	2
17203.344139225388	2	2	2	1
17218.085650912813	2	2	2	1
17232.82716260024	2	2	1	1
17247.568674287664	2	2	1	1
17262.31018597509	3	3	2	2
17277.051697662515	3	3	2	2
17291.79320934994	3	3	2	2
17306.534721037366	3	3	2	2
17321.27623272479	3	3	3	2
17336.017744412216	3	3	2	2
17350.75925609964	3	3	3	2
17365.500767787067	3	2	2	2
17380.242279474493	4	3	3	3
17394.983791161918	2	2	2	1
17409.725302849343	3	2	2	2
17424.46681453677	2	2	2	1
17439.208326224194	4	3	3	3
17453.94983791162	3	3	2	2
17468.691349599045	2	2	2	1
17483.43286128647	2	2	2	1
17498.174372973896	4	3	3	3
17512.91588466132	3	3	2	2
17527.657396348746	3	3	3	3
17542.39890803617	3	3	2	2
17557.140419723597	3	3	3	3
17571.881931411022	4	4	4	3
17586.623443098448	4	3	3	3
17601.364954785873	3	3	2	2
17616.1064664733	3	3	3	2
17630.847978160724	3	2	2	2
17645.58948984815	2	2	2	2
17660.331001535575	3	3	3	2
17675.072513223	2	1	1	1
17689.814024910425	1	1	1	1
17704.55553659785	2	1	1	1
17719.297048285276	2	2	2	2
17734.0385599727	3	3	3	2
17748.780071660127	3	2	2	2
17763.521583347552	3	3	3	2
17778.263095034978	3	3	2	2
17793.004606722403	3	2	2	2
17807.74611840983	2	2	2	2
17822.487630097254	3	3	2	2
17837.22914178468	3	2	2	2
17851.970653472104	3	3	2	2
17866.71216515953	3	2	2	2
17881.453676846955	3	3	3	2
17896.19518853438	2	2	2	2
17910.936700221806	3	3	3	2
17925.67821190923	3	3	2	2
17940.419723596653	2	2	2	1
17955.16123528408	2	2	1	1
17969.902746971507	2	2	2	2
17984.644258658933	3	2	2	2
17999.38577034636	2	2	2	1
18014.127282033784	3	3	3	2
18028.86879372121	4	4	3	3
18043.610305408634	3	3	3	2
18058.35181709606	3	3	2	2
18073.093328783485	3	3	2	2
18087.83484047091	3	3	3	3
18102.576352158336	3	3	3	3
18117.31786384576	3	2	2	2
18132.059375533187	2	2	1	1
18146.800887220612	2	2	2	1
18161.542398908037	3	3	2	2
18176.283910595463	3	3	2	2
18191.025422282888	3	3	3	2
18205.766933970313	2	2	2	2
18220.508445657735	2	2	2	1
18235.24995734516	2	2	2	1
18249.991469032586	3	3	3	3
18264.73298072001	3	2	2	2
18279.474492407437	2	2	2	2
18294.216004094866	2	1	1	1
18308.95751578229	2	1	1	1
18323.699027469716	3	2	2	2
18338.44053915714	3	3	2	2
18353.182050844567	3	3	3	2
18367.923562531993	3	2	2	2
18382.665074219418	4	3	3	3
18397.406585906843	3	3	2	2
18412.14809759427	2	2	2	1
18426.889609281694	3	3	3	2
18441.63112096912	3	3	3	3
18456.372632656545	4	4	3	3
18471.11414434397	3	3	2	2
18485.855656031395	2	2	2	2
18500.597167718817	3	3	3	3
18515.338679406243	3	3	3	3
18530.080191093668	3	2	2	2
18544.821702781093	4	3	3	3
18559.56321446852	3	3	3	2
18574.304726155944	3	2	2	2
18589.04623784337	3	2	2	2
18603.787749530795	3	3	2	2
18618.52926121822	3	3	2	2
18633.27077290565	3	3	3	2
18648.012284593075	2	2	2	2
18662.7537962805	2	2	1	1
18677.495307967925	2	2	2	1
18692.23681965535	3	3	2	2
18706.978331342776	3	3	3	2
18721.7198430302	3	2	2	2
18736.461354717627	2	2	2	2
18751.202866405052	2	2	1	1
18765.944378092478	2	2	2	2
18780.6858897799	3	3	3	3
18795.427401467325	4	3	3	3
18810.16891315475	2	2	1	1
18824.910424842175	3	3	3	2
18839.6519365296	2	2	2	2
18854.393448217026	3	3	3	2
18869.13495990445	3	2	2	2
18883.876471591877	3	3	3	3
18898.617983279302	4	4	3	3
18913.359494966728	3	3	3	2
18928.101006654153	3	3	2	2
18942.84251834158	2	2	2	1
18957.584030029007	3	3	2	2
18972.325541716433	3	3	3	2
18987.067053403858	2	2	2	2
19001.808565091284	2	2	1	1
19016.55007677871	2	2	1	1
19031.291588466134	3	2	2	2
19046.03310015356	3	3	2	2
19060.77461184098	3	3	2	2
19075.516123528407	3	3	3	2
19090.257635215832	3	3	2	2
19104.999146903257	2	2	2	1
19119.740658590683	2	2	2	1
19134.48217027811	3	3	3	2
19149.223681965534	2	2	2	1
19163.96519365296	2	2	1	1
19178.706705340384	3	3	2	2
19193.44821702781	3	3	2	2
19208.189728715235	4	3	3	3
19222.93124040266	3	3	3	3
19237.672752090086	2	2	2	1
19252.41426377751	2	1	1	1
19267.155775464937	2	2	2	1
19281.897287152362	2	2	2	1
19296.63879883979	3	3	2	2
19311.380310527216	2	2	2	1
19326.12182221464	3	3	3	2
19340.863333902067	3	3	2	2
19355.60484558949	3	3	3	3
19370.346357276914	3	3	3	2
19385.08786896434	4	4	3	3
19399.829380651765	4	3	3	3
19414.57089233919	3	3	3	3
19429.312404026616	4	3	3	3
19444.05391571404	2	2	2	2
19458.795427401466	2	1	1	1
19473.53693908889	3	3	2	2
19488.278450776317	2	2	1	1
19503.019962463743	3	3	3	3
19517.761474151168	3	3	3	2
19532.502985838593	3	3	2	2
19547.24449752602	2	2	2	1
19561.986009213444	3	3	3	2
19576.72752090087	3	3	2	2
19591.469032588295	3	2	2	2
19606.21054427572	3	3	3	2
19620.95205596315	2	2	1	1
19635.69356765057	2	1	1	1
19650.435079337996	4	3	3	3
19665.17659102542	3	3	2	2
19679.918102712847	1	1	1	1
19694.659614400272	2	2	2	2
19709.401126087698	3	3	3	2
19724.142637775123	3	3	2	2
19738.88414946255	3	3	3	2
19753.625661149974	3	2	2	2
19768.3671728374	3	3	2	2
19783.108684524825	3	3	3	2
19797.85019621225	4	3	3	3
19812.591707899675	3	3	2	2
19827.3332195871	3	3	2	2
19842.074731274526	3	3	2	2
19856.81624296195	3	2	2	2
19871.557754649377	3	3	3	2
19886.299266336802	3	2	2	2
19901.040778024228	3	2	2	2
19915.782289711653	3	3	2	2
19930.52380139908	4	4	3	3
19945.265313086504	4	4	3	3
19960.00682477393	3	3	2	2
19974.748336461354	2	2	1	1
19989.48984814878	2	2	1	1
20004.231359836205	3	3	2	2
20018.97287152363	3	3	3	2
20033.714383211056	3	3	3	2
20048.45589489848	3	3	2	2
20063.197406585907	3	3	2	2
20077.938918273332	2	2	2	2
20092.680429960757	3	3	2	2
20107.421941648183	3	3	2	2
20122.16345333561	2	2	1	1
20136.904965023034	3	3	3	2
20151.64647671046	3	3	3	3
20166.387988397884	3	2	2	2
20181.12950008531	3	2	2	2
20195.871011772735	3	3	3	2
20210.61252346016	4	4	3	3
20225.354035147586	4	3	3	3
20240.09554683501	3	2	2	2
20254.837058522437	2	2	2	2
20269.578570209862	3	2	2	2
20284.320081897287	3	3	3	2
20299.061593584713	2	2	2	2
20313.803105272138	4	4	3	3
20328.544616959563	2	2	2	2
20343.28612864699	2	2	2	1
20358.027640334414	3	3	2	2
20372.76915202184	2	2	2	2
20387.510663709265	2	2	1	1
20402.25217539669	2	2	2	2
20416.993687084116	3	3	3	2
20431.73519877154	2	2	2	2
20446.476710458966	3	2	2	2
20461.21822214639	2	2	2	1
20475.959733833817	2	2	2	2
20490.701245521243	3	3	2	2
20505.442757208668	4	3	3	3
20520.184268896093	3	3	3	2
20534.92578058352	3	2	2	2
20549.667292270944	2	2	1	1
20564.40880395837	2	1	1	1
20579.150315645795	2	1	1	1
20593.89182733322	3	3	2	2
20608.633339020646	3	2	2	2
20623.37485070807	3	2	2	2
20638.116362395496	3	3	2	2
20652.85787408292	3	3	2	2
20667.599385770347	3	3	3	2
20682.340897457772	3	3	2	2
20697.082409145198	2	2	2	2
20711.823920832623	3	3	2	2
20726.56543252005	3	3	3	2
20741.306944207474	3	3	3	3
20756.048455894896	4	4	3	3
20770.78996758232	2	2	2	1
20785.53147926975	2	2	2	1
20800.272990957175	4	3	3	3
20815.0145026446	3	3	3	2
20829.756014332026	2	2	2	2
20844.49752601945	2	2	2	2
20859.239037706877	2	2	1	1
20873.980549394302	2	2	1	1
20888.722061081728	1	1	1	1
20903.463572769153	3	2	2	2
20918.20508445658	3	2	2	2
20932.946596144004	2	2	2	1
20947.68810783143	2	2	2	1
20962.429619518854	2	1	1	1
20977.17113120628	2	2	2	1
20991.912642893705	3	3	3	3
21006.65415458113	3	3	3	2
21021.395666268556	3	3	2	2
21036.137177955978	3	3	2	2
21050.878689643403	2	2	2	2
21065.62020133083	3	3	3	3
21080.361713018254	2	2	2	2
21095.10322470568	2	2	2	1
21109.844736393108	3	3	2	2
21124.586248080534	2	2	2	1
21139.32775976796	1	1	1	1
21154.069271455384	2	2	2	1
21168.81078314281	2	2	1	1
21183.552294830235	2	2	2	2
21198.29380651766	3	3	3	2
21213.035318205086	3	3	3	2
21227.77682989251	3	2	2	2
21242.518341579937	2	1	1	1
21257.259853267362	3	3	3	2
21272.001364954787	3	3	3	2
21286.742876642213	4	4	3	3
21301.484388329638	3	3	2	2
21316.225900017063	3	2	2	2
21330.967411704485	2	2	2	2
21345.70892339191	3	3	3	3
21360.450435079336	3	3	2	2
21375.19194676676	2	2	2	1
21389.933458454187	2	2	2	2
21404.674970141612	2	2	2	2
21419.416481829037	1	1	1	1
21434.157993516463	2	2	2	1
21448.89950520389	2	2	2	2
21463.641016891317	3	3	2	2
21478.382528578742	3	3	3	3
21493.124040266168	3	3	3	3
21507.865551953593	2	2	2	2
21522.60706364102	3	3	3	3
21537.348575328444	3	2	2	2
21552.09008701587	3	3	3	2
21566.831598703295	3	2	2	2
21581.57311039072	3	2	2	2
21596.314622078145	3	3	2	2
21611.05613376557	3	2	2	2
21625.797645452996	3	3	2	2
21640.53915714042	3	3	2	2
21655.280668827847	3	3	3	2
21670.022180515272	3	3	2	2
21684.763692202698	4	4	3	3
21699.505203890123	3	3	3	2
21714.24671557755	3	2	2	2
21728.988227264974	3	2	2	2
21743.729738952396	2	2	2	2
21758.47125063982	2	2	2	2
21773.212762327246	3	3	2	2
21787.95427401467	4	3	3	3
21802.695785702097	3	2	2	2
21817.437297389522	3	3	3	2
21832.178809076948	3	3	2	2
21846.920320764373	2	2	2	1
21861.6618324518	4	3	3	3
21876.403344139224	2	2	2	1
21891.14485582665	3	2	2	2
21905.886367514075	3	3	3	2
21920.6278792015	3	3	2	2
21935.369390888925	3	2	2	2
21950.11090257635	3	3	2	2
21964.852414263776	2	2	2	2
21979.5939259512	2	2	2	1
21994.335437638627	3	3	3	2
22009.076949326052	3	3	2	2
22023.818461013478	3	3	2	2
22038.559972700903	3	3	3	3
22053.30148438833	3	3	2	2
22068.042996075754	3	2	2	2
22082.78450776318	3	3	3	2
22097.526019450605	3	3	2	2
22112.267531138034	2	2	2	1
22127.00904282546	2	2	2	2
22141.750554512884	3	2	2	2
22156.49206620031	3	3	3	2
22171.233577887735	2	2	2	1
22185.97508957516	3	3	3	2
22200.716601262586	2	2	2	2
22215.45811295001	2	2	2	2
22230.199624637437	3	3	3	2
22244.941136324862	4	3	3	3
22259.682648012287	3	3	2	2
22274.424159699713	3	3	3	3
22289.165671387138	3	2	2	2
22303.907183074563	3	2	2	2
22318.648694761985	3	3	3	2
22333.39020644941	3	3	2	2
22348.131718136836	3	3	3	2
22362.87322982426	2	2	2	2
22377.614741511687	2	2	2	1
22392.356253199112	3	2	2	2
22407.097764886537	2	2	2	2
22421.839276573963	3	3	3	3
22436.580788261388	3	3	3	3
22451.322299948813	3	3	3	2
22466.06381163624	3	3	2	2
22480.805323323664	3	3	3	3
22495.54683501109	3	2	2	2
22510.288346698515	3	3	3	2
22525.02985838594	4	3	3	3
22539.771370073366	4	4	3	3
22554.51288176079	3	3	3	2
22569.254393448216	2	2	2	2
22583.99590513564	2	2	2	2
22598.737416823067	3	2	2	2
22613.478928510493	3	2	2	2
22628.220440197918	3	2	2	2
22642.961951885343	2	2	2	2
22657.70346357277	2	2	2	2
22672.444975260194	3	3	2	2
22687.18648694762	3	2	2	2
22701.927998635045	3	3	3	3
22716.66951032247	3	2	2	2
22731.411022009896	2	2	2	2
22746.15253369732	2	2	2	2
22760.894045384746	2	2	2	2
22775.635557072175	4	3	3	3
22790.3770687596	3	3	2	2
22805.118580447026	3	3	3	2
22819.86009213445	3	3	2	2
22834.601603821877	3	2	2	2
22849.343115509302	3	2	2	2
22864.084627196728	3	2	2	2
22878.826138884146	3	2	2	2
22893.56765057157	3	3	3	2
22908.309162258996	3	3	3	2
22923.050673946425	3	2	2	2
22937.79218563385	3	3	2	2
22952.533697321276	3	2	2	2
22967.2752090087	3	3	2	2
22982.016720696127	3	3	2	2
22996.758232383552	2	2	2	2
23011.499744070978	2	2	2	2
23026.241255758403	4	4	3	3
23040.98276744583	3	3	3	3
23055.724279133254	3	3	2	2
23070.46579082068	3	3	2	2
23085.207302508104	3	3	2	2
23099.94881419553	3	3	2	2
23114.690325882955	3	3	3	2
23129.43183757038	3	3	3	2
23144.173349257806	2	2	2	1
23158.91486094523	3	2	2	2
23173.656372632657	2	2	2	2
23188.397884320082	2	2	2	1
23203.139396007507	3	2	2	2
23217.880907694933	3	3	3	2
23232.62241938236	3	3	2	2
23247.363931069784	3	3	2	2
23262.10544275721	3	3	2	2
23276.846954444634	4	4	3	3
23291.58846613206	4	4	3	3
23306.329977819485	4	3	3	3
23321.07148950691	4	3	3	3
23335.813001194336	3	2	2	2
23350.55451288176	2	2	2	2
23365.296024569187	4	4	3	3
23380.037536256612	4	3	3	3
23394.779047944037	2	2	2	2
23409.520559631463	2	2	2	2
23424.262071318888	3	2	2	2
23439.00358300631	3	2	2	2
23453.745094693735	3	3	2	2
23468.48660638116	3	3	3	2
23483.228118068586	3	3	3	3
23497.96962975601	3	3	3	2
23512.711141443437	2	2	1	1
23527.452653130862	2	1	1	1
23542.194164818287	3	3	2	2
23556.935676505713	3	3	3	3
23571.677188193138	3	3	2	2
23586.418699880567	1	1	1	1
23601.160211567993	2	2	2	1
23615.901723255418	2	2	2	1
23630.643234942843	3	2	2	2
23645.38474663027	3	3	2	2
23660.126258317694	2	2	2	2
23674.86777000512	3	2	2	2
23689.609281692545	2	2	2	2
23704.35079337997	2	2	2	2
23719.092305067396	2	2	2	2
23733.83381675482	3	2	2	2
23748.575328442246	3	3	2	2
23763.31684012967	3	3	3	2
23778.058351817097	3	3	2	2
23792.799863504522	2	2	2	1
23807.541375191948	3	3	2	2
23822.282886879373	4	3	3	3
23837.0243985668	4	4	4	3
23851.765910254224	2	2	2	1
23866.50742194165	2	2	2	2
23881.248933629075	2	2	2	2
23895.9904453165	4	3	3	3
23910.731957003925	3	3	3	3
23925.47346869135	2	2	2	2
23940.214980378776	2	1	1	1
23954.9564920662	4	3	3	3
23969.698003753627	3	3	2	2
23984.439515441052	2	2	1	1
23999.181027128478	2	2	2	2
24013.9225388159	3	2	2	2
24028.664050503325	3	3	2	2
24043.40556219075	2	2	2	2
24058.147073878175	2	1	1	1
24072.8885855656	3	3	2	2
24087.630097253026	2	2	2	2
24102.37160894045	3	3	2	2
24117.113120627877	2	2	2	2
24131.854632315302	4	3	3	3
24146.596144002728	3	3	2	2
24161.337655690153	3	3	3	3
24176.07916737758	3	3	2	2
24190.820679065004	3	3	3	2
24205.56219075243	3	3	3	3
24220.303702439855	3	2	2	2
24235.04521412728	2	2	2	2
24249.78672581471	3	3	3	2
24264.528237502134	3	2	2	2
24279.26974918956	3	3	3	3
24294.011260876985	4	3	3	3
24308.75277256441	3	2	2	2
24323.494284251836	3	2	2	2
24338.23579593926	4	4	4	3
24352.977307626687	2	2	2	2
24367.718819314112	4	3	3	3
24382.460331001537	3	3	3	3
24397.201842688963	3	3	3	3
24411.943354376388	3	3	2	2
24426.684866063813	3	3	2	2
24441.42637775124	3	2	2	2
24456.167889438664	3	2	2	2
