Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 6964999c042c898bacbaff30 - minikube	Unknown Heuristic - Run None (Profile ?) 6964999c042c898bacbaff30 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 6964999c042c898bacbaff30 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 6964999c042c898bacbaff30 - minikube-m04
12201.060445387062	3	3	3	2
12216.330858960764	4	3	3	3
12231.601272534464	3	3	3	2
12246.871686108165	3	3	3	2
12262.142099681865	3	3	3	3
12277.412513255567	3	3	3	2
12292.682926829268	3	2	2	2
12307.953340402968	3	3	2	2
12323.22375397667	2	1	1	1
12338.49416755037	3	3	2	2
12353.76458112407	3	3	3	3
12369.034994697773	3	3	2	2
12384.305408271473	3	3	2	2
12399.575821845174	3	3	3	2
12414.846235418876	3	3	2	2
12430.116648992576	2	2	2	1
12445.387062566277	2	2	2	1
12460.65747613998	2	2	1	1
12475.92788971368	3	3	3	3
12491.19830328738	2	2	2	1
12506.46871686108	2	2	2	1
12521.739130434784	3	2	2	2
12537.009544008482	3	2	2	2
12552.279957582183	3	2	2	2
12567.550371155887	3	3	2	2
12582.820784729587	3	3	2	2
12598.091198303286	3	3	3	2
12613.36161187699	3	2	2	2
12628.63202545069	2	2	1	1
12643.90243902439	2	1	1	1
12659.172852598093	3	3	3	2
12674.443266171793	2	2	2	1
12689.713679745493	3	3	3	2
12704.984093319195	3	3	2	2
12720.254506892896	3	3	3	3
12735.524920466596	3	2	2	2
12750.795334040298	3	3	3	3
12766.065747613999	3	2	2	2
12781.336161187699	3	3	3	2
12796.6065747614	2	2	2	2
12811.876988335101	3	2	2	2
12827.147401908802	2	2	2	2
12842.417815482502	4	4	3	3
12857.688229056204	2	2	2	2
12872.958642629905	3	3	3	2
12888.229056203605	4	3	3	3
12903.499469777307	3	3	3	3
12918.769883351008	3	3	3	3
12934.040296924708	3	3	2	2
12949.31071049841	3	3	3	2
12964.58112407211	3	2	2	2
12979.85153764581	2	2	1	1
12995.121951219513	3	3	3	2
13010.392364793213	3	2	2	2
13025.662778366914	2	2	1	1
13040.933191940614	3	2	2	2
13056.203605514316	3	3	3	3
13071.474019088017	3	2	2	2
13086.744432661717	3	3	2	2
13102.01484623542	2	2	2	2
13117.28525980912	3	3	3	2
13132.55567338282	3	3	3	2
13147.826086956522	4	3	3	3
13163.096500530222	3	2	2	2
13178.366914103923	3	2	2	2
13193.637327677625	3	2	2	2
13208.907741251325	3	3	2	2
13224.178154825026	3	2	2	2
13239.448568398728	2	2	2	1
13254.718981972428	2	2	2	1
13269.989395546128	2	2	2	2
13285.259809119829	2	2	2	1
13300.530222693531	2	2	2	2
13315.800636267231	2	2	1	1
13331.071049840932	3	3	2	2
13346.341463414636	2	2	1	1
13361.611876988334	3	2	2	2
13376.882290562035	2	2	1	1
13392.152704135739	3	3	2	2
13407.423117709439	3	2	2	2
13422.693531283137	3	3	2	2
13437.963944856841	2	2	2	2
13453.234358430542	3	3	2	2
13468.504772004242	2	2	2	2
13483.775185577944	2	2	1	1
13499.045599151645	2	2	2	2
13514.316012725345	2	2	2	1
13529.586426299045	3	3	3	3
13544.856839872748	3	3	3	2
13560.127253446448	3	2	2	2
13575.397667020148	3	3	3	2
13590.66808059385	3	3	2	2
13605.93849416755	2	2	2	2
13621.208907741251	2	2	2	2
13636.479321314953	2	2	2	1
13651.749734888654	2	2	1	1
13667.020148462354	3	3	2	2
13682.290562036056	2	2	2	1
13697.560975609756	2	2	2	2
13712.831389183457	3	3	3	2
13728.101802757159	3	3	3	3
13743.37221633086	3	3	3	2
13758.64262990456	3	3	2	2
13773.91304347826	2	2	2	2
13789.183457051962	3	3	3	3
13804.453870625663	2	2	2	1
13819.724284199363	2	2	1	1
13834.994697773065	2	2	1	1
13850.265111346765	3	3	3	3
13865.535524920466	3	2	2	2
13880.805938494168	4	3	3	3
13896.076352067868	4	3	3	3
13911.346765641569	3	3	2	2
13926.61717921527	2	2	2	1
13941.887592788971	2	2	1	1
13957.158006362672	3	3	3	3
13972.428419936374	3	3	3	2
13987.698833510074	3	3	2	2
14002.969247083774	3	3	3	3
14018.239660657477	3	2	2	2
14033.510074231177	2	2	2	1
14048.780487804877	3	3	3	3
14064.050901378578	2	2	2	1
14079.32131495228	2	2	2	2
14094.59172852598	3	3	3	3
14109.86214209968	3	3	2	2
14125.132555673383	3	2	2	2
14140.402969247083	3	2	2	2
14155.673382820783	2	2	2	1
14170.943796394487	2	2	2	1
14186.214209968186	3	3	3	3
14201.484623541886	3	3	3	3
14216.75503711559	1	1	1	1
14232.02545068929	2	2	1	1
14247.29586426299	3	3	3	2
14262.566277836693	3	2	2	2
14277.836691410394	2	2	2	1
14293.107104984092	2	2	2	1
14308.377518557792	3	3	3	3
14323.647932131496	3	2	2	2
14338.918345705197	4	4	3	3
14354.188759278895	2	2	2	2
14369.4591728526	3	3	3	2
14384.7295864263	3	3	3	2
14400.0	2	2	2	2
14415.270413573702	3	3	2	2
14430.540827147403	4	3	3	3
14445.811240721103	4	4	3	3
14461.081654294805	4	3	3	3
14476.352067868505	3	3	3	2
14491.622481442206	3	3	2	2
14506.892895015908	4	3	3	3
14522.163308589608	3	3	3	3
14537.433722163309	4	4	3	3
14552.704135737009	3	3	3	2
14567.974549310711	3	2	2	2
14583.244962884412	2	2	2	2
14598.515376458112	4	4	3	3
14613.785790031814	3	3	3	2
14629.056203605514	2	2	2	1
14644.326617179215	2	2	2	1
14659.597030752917	2	2	1	1
14674.867444326617	3	3	2	2
14690.137857900318	3	3	2	2
14705.40827147402	4	4	4	3
14720.67868504772	3	3	3	3
14735.94909862142	2	2	2	1
14751.219512195123	2	2	2	1
14766.489925768823	4	3	3	3
14781.760339342523	4	3	3	3
14797.030752916224	2	2	2	1
14812.301166489926	3	2	2	2
14827.571580063626	3	3	3	3
14842.841993637327	3	3	2	2
14858.112407211029	4	3	3	3
14873.38282078473	2	1	1	1
14888.65323435843	4	4	3	3
14903.923647932132	3	3	3	3
14919.194061505832	3	2	2	2
14934.464475079532	3	2	2	2
14949.734888653235	2	2	2	2
14965.005302226935	4	3	3	3
14980.275715800635	3	3	3	2
14995.54612937434	3	3	2	2
15010.816542948038	3	3	3	3
15026.086956521738	3	3	2	2
15041.357370095438	2	2	2	2
15056.62778366914	3	3	2	2
15071.898197242841	4	3	3	3
15087.168610816541	3	3	3	3
15102.439024390245	2	2	2	1
15117.709437963944	2	2	2	1
15132.979851537644	3	2	2	2
15148.250265111348	2	2	1	1
15163.520678685049	2	2	2	2
15178.791092258747	2	2	1	1
15194.061505832451	3	3	3	2
15209.331919406151	3	3	3	2
15224.602332979852	3	3	3	2
15239.872746553554	3	3	3	3
15255.143160127254	3	3	3	2
15270.413573700955	3	3	2	2
15285.683987274655	4	3	3	3
15300.954400848357	4	3	3	3
15316.224814422058	3	3	2	2
15331.495227995758	2	2	2	2
15346.76564156946	2	2	1	1
15362.03605514316	2	2	2	2
15377.30646871686	4	3	3	3
15392.576882290563	3	3	3	2
15407.847295864263	4	3	3	3
15423.117709437964	3	3	3	2
15438.388123011666	3	3	3	2
15453.658536585366	3	3	3	3
15468.928950159067	3	3	3	2
15484.199363732769	3	3	3	2
15499.469777306469	3	3	3	3
15514.74019088017	3	2	2	2
15530.010604453872	3	3	3	3
15545.281018027572	3	3	3	2
15560.551431601272	4	3	3	3
15575.821845174973	3	3	3	2
15591.092258748675	3	3	2	2
15606.362672322375	2	1	1	1
15621.633085896075	2	2	2	2
15636.903499469778	2	2	2	2
15652.173913043478	3	3	3	2
15667.444326617178	3	3	3	2
15682.71474019088	4	3	3	3
15697.98515376458	2	2	2	2
15713.255567338281	2	2	2	2
15728.525980911983	3	2	2	2
15743.796394485684	2	2	1	1
15759.066808059384	2	2	1	1
15774.337221633086	4	4	3	3
15789.607635206787	3	3	3	3
15804.878048780487	3	2	2	2
15820.148462354187	3	3	2	2
15835.41887592789	3	2	2	2
15850.68928950159	3	2	2	2
15865.95970307529	4	3	3	3
15881.230116648992	3	3	3	2
15896.500530222693	3	3	3	2
15911.770943796393	3	3	3	2
15927.041357370097	2	2	2	1
15942.311770943796	2	1	1	1
15957.582184517496	3	3	2	2
15972.8525980912	3	3	3	3
15988.1230116649	3	3	3	2
16003.393425238599	3	3	3	3
16018.663838812303	3	2	2	2
16033.934252386003	2	2	2	2
16049.204665959704	2	2	2	2
16064.475079533402	3	2	2	2
16079.745493107106	3	2	2	2
16095.015906680806	3	3	3	2
16110.286320254507	3	3	2	2
16125.556733828209	3	2	2	2
16140.82714740191	4	3	3	3
16156.09756097561	4	4	4	3
16171.367974549312	3	3	3	2
16186.638388123012	3	3	2	2
16201.908801696713	4	4	4	3
16217.179215270415	3	3	3	3
16232.449628844115	3	3	3	2
16247.720042417815	3	3	3	2
16262.990455991518	2	2	2	1
16278.260869565218	4	3	3	3
16293.531283138918	3	2	2	2
16308.801696712619	2	2	1	1
16324.07211028632	3	3	3	2
16339.342523860021	3	3	3	2
16354.612937433722	3	2	2	2
16369.883351007424	3	3	2	2
16385.153764581122	3	3	3	3
16400.424178154823	3	3	2	2
16415.694591728527	3	3	2	2
16430.965005302227	4	4	3	3
16446.235418875927	3	2	2	2
16461.50583244963	3	3	3	2
16476.77624602333	2	2	1	1
16492.046659597032	2	1	1	1
16507.317073170732	2	2	2	2
16522.587486744433	3	3	3	3
16537.857900318133	3	2	2	2
16553.128313891833	2	2	1	1
16568.398727465537	3	2	2	2
16583.669141039238	2	2	2	1
16598.939554612938	2	2	1	1
16614.20996818664	2	2	2	1
16629.48038176034	3	3	3	2
16644.75079533404	3	3	3	3
16660.021208907743	3	3	2	2
16675.291622481443	2	2	2	2
16690.562036055144	3	3	3	2
16705.832449628844	3	2	2	2
16721.102863202545	4	3	3	3
16736.373276776245	2	2	2	1
16751.64369034995	3	3	2	2
16766.91410392365	3	3	2	2
16782.18451749735	3	2	2	2
16797.45493107105	3	3	2	2
16812.72534464475	3	3	3	2
16827.99575821845	3	3	2	2
16843.26617179215	3	3	3	2
16858.536585365855	3	3	3	2
16873.806998939555	4	4	3	3
16889.077412513256	3	3	3	2
16904.347826086956	3	3	3	2
16919.618239660656	3	3	2	2
16934.888653234357	2	2	2	2
16950.15906680806	2	2	2	2
16965.42948038176	2	2	2	2
16980.69989395546	2	2	2	2
16995.97030752916	3	3	3	3
17011.240721102862	3	2	2	2
17026.511134676563	3	3	2	2
17041.781548250266	3	2	2	2
17057.051961823967	3	3	3	3
17072.322375397667	3	2	2	2
17087.592788971368	4	3	3	3
17102.863202545068	3	3	3	2
17118.13361611877	3	3	2	2
17133.40402969247	3	2	2	2
17148.674443266173	2	2	2	2
17163.944856839873	3	3	3	2
17179.215270413573	3	3	2	2
17194.485683987277	3	3	3	2
17209.756097560974	3	2	2	2
17225.026511134674	3	2	2	2
17240.29692470838	2	2	2	1
17255.56733828208	2	2	2	2
17270.83775185578	3	3	3	3
17286.108165429483	3	3	3	2
17301.378579003183	3	2	2	2
17316.64899257688	2	2	2	2
17331.91940615058	3	2	2	2
17347.189819724284	3	2	2	2
17362.460233297985	3	3	2	2
17377.730646871685	4	4	3	3
17393.00106044539	3	3	2	2
17408.27147401909	3	3	2	2
17423.54188759279	4	3	3	3
17438.81230116649	3	2	2	2
17454.08271474019	3	2	2	2
17469.35312831389	3	3	3	3
17484.623541887595	3	3	2	2
17499.893955461295	3	2	2	2
17515.164369034996	4	4	3	3
17530.434782608696	4	4	3	3
17545.705196182396	3	2	2	2
17560.975609756097	3	3	3	2
17576.246023329797	3	3	3	2
17591.5164369035	3	3	2	2
17606.7868504772	2	2	1	1
17622.0572640509	2	2	2	1
17637.327677624602	3	2	2	2
17652.598091198302	3	3	2	2
17667.868504772003	3	3	3	2
17683.138918345707	3	3	3	2
17698.409331919407	4	3	3	3
17713.679745493107	3	2	2	2
17728.950159066808	2	2	2	1
17744.220572640508	3	2	2	2
17759.49098621421	3	3	2	2
17774.761399787913	3	3	2	2
17790.031813361613	2	2	2	1
17805.302226935313	4	3	3	3
17820.572640509014	4	3	3	3
17835.843054082714	4	3	3	3
17851.113467656414	3	3	2	2
17866.383881230115	3	3	2	2
17881.65429480382	2	2	1	1
17896.92470837752	3	3	3	2
17912.19512195122	2	2	2	1
17927.46553552492	3	3	2	2
17942.73594909862	4	3	3	3
17958.00636267232	3	3	3	2
17973.276776246024	4	4	3	3
17988.547189819725	3	3	3	3
18003.817603393425	3	3	3	3
18019.088016967125	3	3	3	3
18034.358430540826	2	1	1	1
18049.628844114526	2	1	1	1
18064.899257688226	4	3	3	3
18080.16967126193	3	3	2	2
18095.44008483563	3	2	2	2
18110.71049840933	2	2	2	2
18125.980911983035	3	3	3	2
18141.251325556732	2	2	2	2
18156.521739130432	3	2	2	2
18171.792152704136	3	2	2	2
18187.062566277837	3	3	2	2
18202.332979851537	3	2	2	2
18217.60339342524	2	2	2	2
18232.87380699894	2	2	2	2
18248.14422057264	3	3	3	3
18263.414634146342	3	2	2	2
18278.685047720042	4	3	3	3
18293.955461293743	3	3	2	2
18309.225874867447	3	3	2	2
18324.496288441147	2	2	2	1
18339.766702014847	3	3	3	3
18355.037115588548	3	3	2	2
18370.307529162248	3	2	2	2
18385.57794273595	4	3	3	3
18400.84835630965	3	3	3	3
18416.118769883353	3	3	3	2
18431.389183457053	3	3	3	3
18446.659597030754	3	3	2	2
18461.930010604454	3	2	2	2
18477.200424178154	2	2	1	1
18492.470837751855	3	3	2	2
18507.74125132556	3	2	2	2
18523.01166489926	3	3	3	2
18538.28207847296	4	3	3	3
18553.55249204666	3	2	2	2
18568.82290562036	2	2	2	1
18584.09331919406	3	3	3	2
18599.36373276776	3	2	2	2
18614.634146341465	2	2	2	1
18629.904559915165	2	1	1	1
18645.174973488865	4	4	3	3
18660.445387062566	4	3	3	3
18675.715800636266	2	2	2	2
18690.986214209966	2	2	2	2
18706.25662778367	2	2	2	1
18721.52704135737	3	2	2	2
18736.79745493107	3	3	3	2
18752.06786850477	3	3	2	2
18767.338282078472	4	4	3	3
18782.608695652172	4	3	3	3
18797.879109225876	3	3	3	2
18813.149522799577	3	3	3	3
18828.419936373277	4	4	4	3
18843.690349946977	2	2	2	2
18858.960763520678	3	3	2	2
18874.231177094378	3	3	2	2
18889.50159066808	4	4	3	3
18904.772004241782	3	2	2	2
18920.042417815483	3	3	2	2
18935.312831389183	2	2	2	2
18950.583244962887	3	2	2	2
18965.853658536584	2	2	2	2
18981.124072110284	2	2	2	1
18996.394485683988	4	3	3	3
19011.66489925769	4	4	3	3
19026.93531283139	4	4	3	3
19042.205726405093	3	3	2	2
19057.476139978793	2	2	2	2
19072.746553552493	3	3	2	2
19088.01696712619	3	3	2	2
19103.287380699894	2	2	2	2
19118.557794273594	3	2	2	2
19133.828207847295	3	3	3	3
19149.098621421	3	3	3	2
19164.3690349947	2	2	1	1
19179.6394485684	3	3	2	2
19194.9098621421	3	3	2	2
19210.1802757158	3	3	3	2
19225.4506892895	4	4	3	3
19240.721102863205	3	3	3	2
19255.991516436905	3	3	3	3
19271.261930010605	2	2	2	1
19286.532343584306	2	2	1	1
19301.802757158006	3	3	3	2
19317.073170731706	3	3	3	2
19332.343584305407	3	3	2	2
19347.61399787911	3	2	2	2
19362.88441145281	2	2	2	2
19378.15482502651	4	4	4	3
19393.42523860021	3	2	2	2
19408.695652173912	2	2	2	2
19423.966065747612	2	1	1	1
19439.236479321316	3	2	2	2
19454.506892895017	3	3	2	2
19469.777306468717	3	3	3	3
19485.047720042417	2	2	2	1
19500.318133616118	3	2	2	2
19515.58854718982	2	2	1	1
19530.858960763522	4	3	3	3
19546.129374337223	2	2	2	1
19561.399787910923	3	3	3	2
19576.670201484623	2	2	2	2
19591.940615058324	3	2	2	2
19607.211028632024	2	2	2	2
19622.481442205724	3	3	2	2
19637.75185577943	2	2	2	2
19653.02226935313	3	2	2	2
19668.29268292683	3	3	2	2
19683.56309650053	3	2	2	2
19698.83351007423	2	2	2	1
19714.10392364793	3	3	3	2
19729.374337221634	3	2	2	2
19744.644750795334	3	3	2	2
19759.915164369035	3	3	2	2
19775.18557794274	3	2	2	2
19790.455991516435	2	2	2	2
19805.726405090136	3	3	3	2
19820.99681866384	2	2	2	1
19836.26723223754	3	2	2	2
19851.53764581124	4	3	3	3
19866.80805938494	3	2	2	2
19882.078472958645	2	2	2	2
19897.348886532345	2	2	2	1
19912.619300106042	3	2	2	2
19927.889713679746	3	3	3	2
19943.160127253446	2	2	1	1
19958.430540827147	2	2	2	1
19973.70095440085	1	1	1	1
19988.97136797455	2	2	2	1
20004.24178154825	3	3	2	2
20019.51219512195	3	3	3	3
20034.782608695652	3	3	3	2
20050.053022269352	4	3	3	3
20065.323435843056	3	3	3	2
20080.593849416757	4	4	3	3
20095.864262990457	3	3	2	2
20111.134676564157	2	2	2	1
20126.405090137858	3	3	2	2
20141.675503711558	3	3	2	2
20156.94591728526	2	2	2	1
20172.216330858962	3	3	2	2
20187.486744432663	2	2	2	2
20202.757158006363	3	3	3	3
20218.027571580064	3	3	3	2
20233.297985153764	2	1	1	1
20248.568398727464	2	1	1	1
20263.83881230117	3	2	2	2
20279.10922587487	3	3	2	2
20294.37963944857	3	3	3	2
20309.65005302227	4	4	3	3
20324.92046659597	2	1	1	1
20340.19088016967	1	1	1	1
20355.46129374337	3	3	2	2
20370.731707317074	3	3	3	2
20386.002120890775	3	3	3	2
20401.272534464475	3	3	3	3
20416.542948038175	2	2	2	2
20431.813361611876	2	2	1	1
20447.083775185576	4	4	3	3
20462.35418875928	3	3	3	2
20477.62460233298	3	3	2	2
20492.89501590668	2	2	2	1
20508.16542948038	2	2	2	1
20523.43584305408	2	2	1	1
20538.706256627782	3	3	2	2
20553.976670201486	3	2	2	2
20569.247083775186	3	2	2	2
20584.517497348887	3	3	3	3
20599.787910922587	4	4	3	3
20615.058324496287	3	3	3	3
20630.328738069988	3	3	2	2
20645.599151643688	3	3	2	2
20660.869565217392	3	3	2	2
20676.139978791092	2	2	2	2
20691.410392364793	4	3	3	3
20706.680805938497	3	3	3	2
20721.951219512193	2	2	1	1
20737.221633085894	3	3	2	2
20752.492046659598	3	3	3	2
20767.762460233298	3	3	2	2
20783.032873807	3	3	2	2
20798.303287380702	3	3	2	2
20813.573700954403	3	3	3	3
20828.844114528103	4	4	3	3
20844.1145281018	4	4	4	3
20859.384941675504	3	3	2	2
20874.655355249204	4	3	3	3
20889.925768822905	3	3	3	2
20905.19618239661	2	2	2	2
20920.46659597031	2	2	2	2
20935.73700954401	2	2	2	1
20951.00742311771	3	2	2	2
20966.27783669141	2	2	2	1
20981.54825026511	2	2	1	1
20996.818663838814	3	2	2	2
21012.089077412515	3	2	2	2
21027.359490986215	3	2	2	2
21042.629904559915	3	2	2	2
21057.900318133616	2	2	1	1
21073.170731707316	2	2	1	1
21088.44114528102	3	3	3	2
21103.71155885472	3	3	3	3
21118.98197242842	4	3	3	3
21134.25238600212	3	3	2	2
21149.52279957582	4	3	3	3
21164.79321314952	3	3	3	2
21180.063626723222	3	3	3	2
21195.334040296926	3	3	3	3
21210.604453870626	3	3	2	2
21225.874867444327	2	2	2	1
21241.145281018027	2	2	2	2
21256.415694591728	2	2	2	2
21271.686108165428	2	2	2	2
21286.956521739132	3	2	2	2
21302.226935312832	3	3	2	2
21317.497348886533	2	2	2	2
21332.767762460233	2	2	2	2
21348.038176033933	2	2	2	2
21363.308589607634	2	2	2	2
21378.579003181334	3	2	2	2
21393.849416755038	2	2	2	1
21409.11983032874	3	3	2	2
21424.39024390244	2	2	1	1
21439.66065747614	2	2	1	1
21454.93107104984	3	3	2	2
21470.20148462354	3	3	3	2
21485.471898197244	3	2	2	2
21500.742311770944	3	2	2	2
21516.012725344644	2	1	1	1
21531.28313891835	2	1	1	1
21546.553552492045	3	3	3	3
21561.823966065745	3	2	2	2
21577.09437963945	2	2	2	2
21592.36479321315	3	2	2	2
21607.635206786854	2	2	2	2
21622.905620360554	2	2	2	2
21638.176033934255	2	2	1	1
21653.446447507955	3	2	2	2
21668.71686108165	3	3	2	2
21683.987274655352	3	3	2	2
21699.25768822906	2	2	2	2
21714.52810180276	2	2	2	2
21729.79851537646	4	4	3	3
21745.06892895016	4	3	3	3
21760.33934252386	3	3	3	2
21775.60975609756	4	4	4	4
21790.880169671258	4	4	3	3
21806.150583244966	3	3	3	3
21821.420996818666	3	3	3	3
21836.691410392366	3	3	2	2
21851.961823966067	4	3	3	3
21867.232237539767	3	2	2	2
21882.502651113467	3	3	2	2
21897.77306468717	3	2	2	2
21913.04347826087	2	2	2	1
21928.313891834572	3	3	3	2
21943.584305408272	3	2	2	2
21958.854718981973	3	3	3	3
21974.125132555673	3	3	3	2
21989.395546129374	3	2	2	2
22004.665959703078	3	2	2	2
22019.936373276778	2	2	2	2
22035.20678685048	2	2	2	2
22050.47720042418	3	2	2	2
22065.74761399788	2	2	1	1
22081.01802757158	2	2	1	1
22096.288441145283	3	2	2	2
22111.558854718984	3	2	2	2
22126.829268292684	3	3	3	3
22142.099681866384	3	3	2	2
22157.370095440085	3	3	2	2
22172.640509013785	3	2	2	2
22187.91092258749	3	2	2	2
22203.18133616119	2	1	1	1
22218.45174973489	4	4	4	4
22233.72216330859	3	3	3	2
22248.99257688229	3	3	3	2
22264.26299045599	3	3	3	2
22279.53340402969	4	3	3	3
22294.803817603395	4	3	3	3
22310.074231177095	4	3	3	3
22325.344644750796	3	2	2	2
22340.615058324496	3	2	2	2
22355.885471898197	2	2	2	1
22371.155885471897	3	3	3	3
22386.4262990456	2	2	2	2
22401.6967126193	3	2	2	2
22416.967126193	3	2	2	2
22432.237539766702	2	2	2	1
22447.507953340402	2	1	1	1
22462.778366914103	3	3	2	2
22478.048780487807	2	2	2	1
22493.319194061507	2	2	2	2
22508.589607635207	3	3	2	2
22523.860021208908	4	3	3	3
22539.130434782608	3	3	3	2
22554.40084835631	4	4	3	3
22569.67126193001	3	3	3	3
22584.941675503713	3	3	3	3
22600.212089077413	3	2	2	2
22615.482502651113	3	3	2	2
22630.752916224814	3	3	2	2
22646.023329798514	3	2	2	2
22661.293743372215	4	3	3	3
22676.56415694592	4	3	3	3
22691.83457051962	3	2	2	2
22707.10498409332	2	2	2	2
22722.37539766702	2	2	2	2
22737.64581124072	3	3	2	2
22752.91622481442	3	3	3	2
22768.18663838812	3	3	3	2
22783.457051961825	3	3	3	2
22798.727465535525	3	3	3	3
22813.997879109225	3	3	2	2
22829.268292682926	3	2	2	2
22844.538706256626	3	2	2	2
22859.809119830326	3	3	3	2
22875.07953340403	4	4	3	3
22890.34994697773	3	3	2	2
22905.62036055143	3	2	2	2
22920.89077412513	3	3	3	2
22936.16118769883	3	3	2	2
22951.431601272532	3	3	2	2
22966.702014846236	2	2	2	1
22981.972428419936	3	3	3	3
22997.242841993637	3	2	2	2
23012.513255567337	3	2	2	2
23027.783669141038	3	3	3	2
23043.054082714738	2	2	2	2
23058.32449628844	3	2	2	2
23073.594909862142	4	3	3	3
23088.865323435843	3	3	3	3
23104.135737009543	3	3	2	2
23119.406150583243	4	3	3	3
23134.676564156944	2	2	2	2
23149.946977730644	2	2	2	1
23165.21739130435	3	3	2	2
23180.487804878052	3	2	2	2
23195.75821845175	3	3	3	3
23211.02863202545	4	3	3	3
23226.29904559915	3	3	3	3
23241.56945917285	3	3	2	2
23256.83987274655	2	2	2	2
23272.110286320258	2	2	2	2
23287.380699893958	2	2	2	1
23302.651113467655	3	3	2	2
23317.921527041355	3	2	2	2
23333.191940615056	3	3	3	3
23348.462354188756	3	3	3	2
23363.732767762463	3	3	2	2
23379.003181336164	3	3	3	3
23394.273594909864	4	4	4	3
23409.544008483565	3	3	3	2
23424.81442205726	2	1	1	1
23440.08483563096	3	3	3	3
23455.35524920467	3	3	3	3
23470.62566277837	2	2	2	1
23485.89607635207	2	2	2	2
23501.16648992577	3	2	2	2
23516.43690349947	4	4	3	3
23531.70731707317	3	3	3	2
23546.977730646868	2	2	2	2
23562.248144220575	4	4	3	3
23577.518557794276	3	3	3	2
23592.788971367976	3	3	3	2
23608.059384941676	3	2	2	2
23623.329798515377	3	2	2	2
23638.600212089077	2	2	2	2
23653.87062566278	2	2	2	1
23669.14103923648	3	3	2	2
23684.41145281018	3	3	3	3
23699.681866383882	3	3	3	3
23714.952279957583	3	2	2	2
23730.222693531283	2	2	2	2
23745.493107104987	2	2	2	1
23760.763520678687	2	2	1	1
23776.033934252388	2	2	2	2
23791.304347826088	3	3	2	2
23806.57476139979	3	3	2	2
23821.84517497349	3	2	2	2
23837.11558854719	3	2	2	2
23852.386002120893	3	3	2	2
23867.656415694593	3	2	2	2
23882.926829268294	3	2	2	2
23898.197242841994	2	2	2	2
23913.467656415694	2	2	2	1
23928.738069989395	3	3	3	3
23944.0084835631	4	3	3	3
23959.2788971368	3	3	3	2
23974.5493107105	3	3	3	3
23989.8197242842	3	3	3	2
24005.0901378579	3	2	2	2
24020.3605514316	4	4	3	3
24035.6309650053	4	3	3	3
24050.901378579005	2	2	2	2
24066.171792152705	2	2	2	1
24081.442205726406	3	3	3	2
24096.712619300106	3	3	2	2
24111.983032873806	3	3	2	2
24127.253446447507	3	2	2	2
24142.52386002121	3	3	3	3
24157.79427359491	3	3	2	2
24173.06468716861	2	2	2	2
24188.33510074231	2	2	2	2
24203.605514316012	3	3	3	2
24218.875927889712	4	4	4	3
24234.146341463416	3	2	2	2
24249.416755037117	4	4	3	3
24264.687168610817	4	4	3	3
24279.957582184517	3	3	3	2
24295.227995758218	2	2	2	1
24310.498409331918	3	3	2	2
24325.76882290562	4	3	3	3
24341.039236479322	3	3	2	2
24356.309650053023	4	3	3	3
24371.580063626723	3	3	2	2
24386.850477200423	3	3	3	2
24402.120890774124	2	2	2	1
24417.391304347824	3	3	3	3
24432.661717921528	2	2	2	2
24447.93213149523	3	3	3	2
24463.20254506893	3	2	2	2
24478.47295864263	3	2	2	2
24493.74337221633	3	3	3	2
24509.01378579003	4	4	3	3
24524.28419936373	3	3	3	2
24539.554612937434	2	2	2	1
24554.825026511135	2	2	1	1
24570.095440084835	2	2	2	2
24585.365853658535	3	3	2	2
24600.636267232236	3	2	2	2
24615.906680805936	2	2	2	2
24631.17709437964	3	3	3	2
24646.44750795334	3	2	2	2
24661.71792152704	2	2	2	2
24676.98833510074	2	2	2	2
24692.25874867444	3	3	3	2
24707.52916224814	3	3	3	2
24722.799575821846	3	3	3	2
24738.069989395546	3	2	2	2
24753.340402969246	3	3	2	2
24768.610816542947	3	3	2	2
24783.881230116647	4	3	3	3
24799.151643690348	4	3	3	3
24814.422057264048	4	4	3	3
24829.692470837752	3	3	3	3
24844.962884411452	2	2	2	1
24860.233297985153	3	3	3	3
24875.503711558853	3	3	3	3
24890.774125132553	3	3	2	2
24906.044538706254	4	3	3	3
24921.31495227996	3	3	3	3
24936.58536585366	3	2	2	2
24951.85577942736	2	2	2	2
24967.12619300106	2	2	2	1
24982.39660657476	3	3	2	2
24997.66702014846	4	4	4	3
25012.93743372216	3	3	3	3
25028.207847295867	3	3	3	3
25043.478260869568	3	3	3	3
25058.748674443268	3	2	2	2
25074.019088016965	2	2	2	1
25089.289501590665	3	2	2	2
25104.559915164366	2	2	1	1
25119.830328738073	2	2	2	2
25135.100742311774	3	3	2	2
25150.371155885474	2	2	2	2
25165.641569459174	3	2	2	2
25180.911983032875	3	3	3	2
25196.18239660657	3	3	2	2
25211.45281018028	4	3	3	3
25226.72322375398	3	3	3	2
25241.99363732768	3	3	2	2
25257.26405090138	4	3	3	3
25272.53446447508	4	4	3	3
25287.80487804878	3	3	3	3
25303.075291622477	3	3	3	3
25318.345705196185	3	2	2	2
25333.616118769885	3	2	2	2
25348.886532343586	3	3	2	2
25364.156945917286	3	3	2	2
25379.427359490986	2	2	2	2
