Relative Time (Process)	Static Heuristic - Run None (Profile ?) 696115601f10a0f571a4b7f0 - minikube	Static Heuristic - Run None (Profile ?) 696115601f10a0f571a4b7f0 - minikube-m02	Static Heuristic - Run None (Profile ?) 696115601f10a0f571a4b7f0 - minikube-m03	Static Heuristic - Run None (Profile ?) 696115601f10a0f571a4b7f0 - minikube-m04
19654.39773931473	3	3	2	2
19664.570823030732	3	3	3	3
19674.74390674673	3	3	3	3
19684.916990462734	3	3	3	3
19695.090074178734	3	3	3	3
19705.263157894737	3	3	3	3
19715.43624161074	3	3	2	2
19725.60932532674	3	3	3	3
19735.782409042742	3	3	3	3
19745.95549275874	3	3	3	3
19756.128576474744	3	3	3	3
19766.301660190744	3	3	3	3
19776.474743906747	3	3	2	2
19786.64782762275	3	3	3	3
19796.82091133875	3	3	3	3
19806.993995054752	3	3	3	3
19817.16707877075	3	3	3	3
19827.340162486755	3	3	3	3
19837.513246202754	3	3	2	2
19847.686329918757	3	3	3	3
19857.85941363476	3	3	3	3
19868.03249735076	3	3	3	3
19878.20558106676	3	3	3	3
19888.378664782762	3	3	3	3
19898.55174849876	3	3	2	2
19908.724832214764	3	3	3	3
19918.897915930767	3	3	3	3
19929.070999646767	3	3	3	3
19939.24408336277	3	3	3	3
19949.41716707877	3	3	3	3
19959.590250794772	3	3	2	2
19969.76333451077	3	3	3	3
19979.936418226775	3	3	3	3
19990.109501942778	3	3	3	3
20000.282585658777	3	3	3	3
20010.45566937478	3	3	3	3
20020.62875309078	3	3	2	2
20030.801836806782	3	3	3	3
20040.97492052278	3	3	3	3
20051.148004238785	3	3	3	3
20061.321087954788	3	3	3	3
20071.494171670787	3	3	3	3
20081.66725538679	3	3	2	2
20091.84033910279	3	3	3	3
20102.013422818793	3	3	3	3
20112.186506534792	3	3	3	3
20122.359590250795	3	3	3	3
20132.532673966798	3	3	3	3
20142.705757682797	3	3	2	2
20152.878841398797	3	3	3	3
20163.0519251148	3	3	3	3
20173.225008830803	3	3	3	3
20183.398092546802	3	3	3	3
20193.571176262805	3	3	3	3
20203.74425997881	3	3	2	2
20213.917343694808	3	3	3	3
20224.090427410807	3	3	3	3
20234.26351112681	3	3	3	3
20244.436594842813	3	3	3	3
20254.609678558812	3	3	3	3
20264.782762274815	3	3	2	2
20274.955845990815	3	3	3	3
20285.128929706818	3	3	3	3
20295.302013422817	3	3	3	3
20305.47509713882	3	3	3	3
20315.648180854823	3	3	3	3
20325.821264570823	3	3	2	2
20335.994348286826	3	3	3	3
20346.167432002825	3	3	3	3
20356.340515718828	3	3	3	3
20366.513599434827	3	3	3	3
20376.68668315083	3	3	3	3
20386.859766866834	3	3	2	2
20397.032850582833	3	3	3	3
20407.205934298836	3	3	3	3
20417.379018014835	3	3	3	3
20427.55210173084	3	3	3	3
20437.725185446838	3	3	3	3
20447.89826916284	3	3	2	2
20458.071352878844	3	3	3	3
20468.244436594843	3	3	3	3
20478.417520310846	3	3	3	3
20488.590604026846	3	3	3	3
20498.763687742845	3	3	3	3
20508.936771458848	3	3	2	2
20519.10985517485	3	3	3	3
20529.28293889085	3	3	3	3
20539.456022606853	3	3	3	3
20549.629106322853	3	3	3	3
20559.802190038856	3	3	3	3
20569.975273754855	3	3	2	2
20580.148357470858	3	3	3	3
20590.32144118686	3	3	3	3
20600.49452490286	3	3	3	3
20610.667608618864	3	3	3	3
20620.840692334863	3	3	3	3
20631.013776050866	3	3	2	2
20641.186859766865	3	3	3	3
20651.35994348287	3	3	3	3
20661.53302719887	3	3	3	3
20671.70611091487	3	3	3	3
20681.879194630874	3	3	3	3
20692.052278346873	3	3	2	2
20702.225362062876	3	3	3	3
20712.398445778876	3	3	3	3
20722.57152949488	3	3	3	3
20732.74461321088	3	3	3	3
20742.91769692688	3	3	3	3
20753.090780642884	3	3	2	2
20763.263864358883	3	3	3	3
20773.436948074883	3	3	3	3
20783.610031790886	3	3	3	3
20793.78311550689	3	3	3	3
20803.956199222892	3	3	3	3
20814.12928293889	3	3	2	2
20824.302366654894	3	3	3	3
20834.475450370894	3	3	3	3
20844.648534086893	3	3	3	3
20854.821617802896	3	3	3	3
20864.9947015189	3	3	3	3
20875.167785234902	3	3	2	2
20885.3408689509	3	3	3	3
20895.5139526669	3	3	3	3
20905.687036382904	3	3	3	3
20915.860120098903	3	3	3	3
20926.033203814906	3	3	3	3
20936.20628753091	3	3	2	2
20946.37937124691	3	3	3	3
20956.55245496291	3	3	3	3
20966.72553867891	3	3	3	3
20976.898622394914	3	3	3	3
20987.071706110914	3	3	3	3
20997.244789826917	3	3	2	2
21007.41787354292	3	3	3	3
21017.59095725892	3	3	3	3
21027.764040974922	3	3	3	3
21037.93712469092	3	3	3	3
21048.110208406924	3	3	3	3
21058.283292122924	3	3	2	2
21068.456375838927	3	3	3	3
21078.62945955493	3	3	3	3
21088.80254327093	3	3	3	3
21098.975626986932	3	3	3	3
21109.14871070293	3	3	3	3
21119.32179441893	3	3	2	2
21129.494878134934	3	3	3	3
21139.667961850937	3	3	3	3
21149.84104556694	3	3	3	3
21160.01412928294	3	3	3	3
21170.18721299894	3	3	3	3
21180.36029671494	3	3	2	2
21190.53338043094	3	3	3	3
21200.706464146944	3	3	3	3
21210.879547862947	3	3	3	3
21221.052631578947	3	3	3	3
21231.22571529495	3	3	3	3
21241.39879901095	3	3	2	2
21251.571882726952	3	3	3	3
21261.74496644295	3	3	3	3
21271.918050158954	3	3	3	3
21282.091133874957	3	3	3	3
21292.264217590957	3	3	3	3
21302.43730130696	3	3	2	2
21312.61038502296	3	3	3	3
21322.783468738962	3	3	3	3
21332.95655245496	3	3	3	3
21343.129636170965	3	3	3	3
21353.302719886968	3	3	3	3
21363.475803602967	3	3	2	2
21373.64888731897	3	3	3	3
21383.82197103497	3	3	3	3
21393.99505475097	3	3	3	3
21404.168138466972	3	3	3	3
21414.341222182975	3	3	3	3
21424.514305898978	3	3	2	2
21434.687389614977	3	3	3	3
21444.86047333098	3	3	3	3
21455.03355704698	3	3	3	3
21465.20664076298	3	3	3	3
21475.379724478982	3	3	3	3
21485.552808194985	3	3	2	2
21495.725891910988	3	3	3	3
21505.898975626988	3	3	3	3
21516.072059342987	3	3	3	3
21526.24514305899	3	3	3	3
21536.41822677499	3	3	3	3
21546.591310490992	3	3	2	2
21556.764394206995	3	3	3	3
21566.937477922995	3	3	3	3
21577.110561638998	3	3	3	3
21587.283645354997	3	3	3	3
21597.456729071	3	3	3	3
21607.629812787	3	3	2	2
21617.802896503003	3	3	3	3
21627.975980219002	3	3	3	3
21638.149063935005	3	3	3	3
21648.322147651008	3	3	3	3
21658.49523136701	3	3	3	3
21668.668315083007	3	3	2	2
21678.84139879901	3	3	3	3
21689.014482515013	3	3	3	3
21699.187566231012	3	3	3	3
21709.360649947015	3	3	3	3
21719.53373366302	3	3	3	3
21729.706817379014	3	3	2	2
21739.879901095017	3	3	3	3
21750.05298481102	3	3	3	3
21760.226068527023	3	3	3	3
21770.399152243022	3	3	3	3
21780.572235959025	3	3	3	3
21790.74531967503	3	3	2	2
21800.918403391024	3	3	3	3
21811.091487107027	3	3	3	3
21821.26457082303	3	3	3	3
21831.437654539033	3	3	3	3
21841.610738255033	3	3	3	3
21851.783821971036	3	3	2	2
21861.95690568704	3	3	3	3
21872.129989403034	3	3	3	3
21882.303073119037	3	3	3	3
21892.47615683504	3	3	3	3
21902.64924055104	3	3	3	3
21912.822324267043	3	3	2	2
21922.995407983046	3	3	3	3
21933.16849169905	3	3	3	3
21943.341575415045	3	3	3	3
21953.514659131048	3	3	3	3
21963.68774284705	3	3	3	3
21973.86082656305	3	3	2	2
21984.033910279053	3	3	3	3
21994.206993995056	3	3	3	3
22004.38007771106	3	3	3	3
22014.553161427055	3	3	3	3
22024.726245143058	3	3	3	3
22034.89932885906	3	3	2	2
22045.07241257506	3	3	3	3
22055.245496291063	3	3	3	3
22065.418580007066	3	3	3	3
22075.591663723062	3	3	3	3
22085.764747439065	3	3	3	3
22095.937831155068	3	3	2	2
22106.11091487107	3	3	3	3
22116.28399858707	3	3	3	3
22126.457082303074	3	3	3	3
22136.630166019077	3	3	3	3
22146.803249735072	3	3	3	3
22156.976333451075	3	3	2	2
22167.14941716708	3	3	3	3
22177.322500883078	3	3	3	3
22187.49558459908	3	3	3	3
22197.668668315084	3	3	3	3
22207.841752031087	3	3	3	3
22218.014835747083	3	3	2	2
22228.187919463086	3	3	3	3
22238.36100317909	3	3	3	3
22248.534086895088	3	3	3	3
22258.70717061109	3	3	3	3
22268.880254327094	3	3	3	3
22279.053338043097	3	3	2	2
22289.226421759093	3	3	3	3
22299.399505475096	3	3	3	3
22309.5725891911	3	3	3	3
22319.7456729071	3	3	3	3
22329.9187566231	3	3	3	3
22340.091840339104	3	3	2	2
22350.264924055104	3	3	3	3
22360.438007771103	3	3	3	3
22370.611091487106	3	3	3	3
22380.78417520311	3	3	3	3
22390.95725891911	3	3	3	3
22401.13034263511	3	3	2	2
22411.303426351114	3	3	3	3
22421.476510067114	3	3	3	3
22431.649593783113	3	3	3	3
22441.822677499116	3	3	3	3
22451.99576121512	3	3	3	3
22462.16884493112	3	3	2	2
22472.34192864712	3	3	3	3
22482.515012363125	3	3	3	3
22492.688096079124	3	3	3	3
22502.861179795123	3	3	3	3
22513.034263511126	3	3	3	3
22523.207347227126	3	3	2	2
22533.38043094313	3	3	3	3
22543.553514659132	3	3	3	3
22553.726598375135	3	3	3	3
22563.899682091134	3	3	3	3
22574.072765807134	3	3	3	3
22584.245849523137	3	3	2	2
22594.418933239136	3	3	3	3
22604.59201695514	3	3	3	3
22614.765100671142	3	3	3	3
22624.938184387145	3	3	3	3
22635.111268103145	3	3	3	3
22645.284351819144	3	3	2	2
22655.457435535147	3	3	3	3
22665.630519251146	3	3	3	3
22675.80360296715	3	3	3	3
22685.976686683152	3	3	3	3
22696.14977039915	3	3	3	3
22706.32285411515	3	3	2	2
22716.495937831154	3	3	3	3
22726.669021547157	3	3	3	3
22736.842105263157	3	3	3	3
22747.01518897916	3	3	3	3
22757.188272695163	3	3	3	3
22767.361356411162	3	3	2	2
22777.53444012716	3	3	3	3
22787.707523843164	3	3	3	3
22797.880607559164	3	3	3	3
22808.053691275167	3	3	3	3
22818.22677499117	3	3	3	3
22828.399858707173	3	3	2	2
22838.572942423172	3	3	3	3
22848.74602613917	3	3	3	3
22858.919109855175	3	3	3	3
22869.092193571174	3	3	3	3
22879.265277287177	3	3	3	3
22889.43836100318	3	3	2	2
22899.611444719183	3	3	3	3
22909.784528435182	3	3	3	3
22919.957612151182	3	3	3	3
22930.130695867185	3	3	3	3
22940.303779583184	3	3	3	3
22950.476863299187	3	3	2	2
22960.64994701519	3	3	3	3
22970.82303073119	3	3	3	3
22980.996114447193	3	3	3	3
22991.169198163192	3	3	3	3
23001.342281879195	3	3	3	3
23011.515365595194	3	3	2	2
23021.688449311197	3	3	3	3
23031.8615330272	3	3	3	3
23042.0346167432	3	3	3	3
23052.207700459203	3	3	3	3
23062.380784175202	3	3	3	3
23072.553867891205	3	3	2	2
23082.726951607205	3	3	3	3
23092.900035323208	3	3	3	3
23103.07311903921	3	3	3	3
23113.24620275521	3	3	3	3
23123.419286471213	3	3	3	3
23133.592370187213	3	3	2	2
23143.765453903212	3	3	3	3
23153.938537619215	3	3	3	3
23164.111621335218	3	3	3	3
23174.28470505122	3	3	3	3
23184.45778876722	3	3	3	3
23194.630872483223	3	3	2	2
23204.803956199223	3	3	3	3
23214.977039915222	3	3	3	3
23225.150123631225	3	3	3	3
23235.323207347228	3	3	3	3
23245.49629106323	3	3	3	3
23255.66937477923	3	3	2	2
23265.842458495234	3	3	3	3
23276.015542211233	3	3	3	3
23286.188625927232	3	3	3	3
23296.361709643235	3	3	3	3
23306.53479335924	3	3	3	3
23316.707877075238	3	3	2	2
23326.88096079124	3	3	3	3
23337.05404450724	3	3	3	3
23347.227128223243	3	3	3	3
23357.400211939243	3	3	3	3
23367.573295655246	3	3	3	3
23377.74637937125	3	3	2	2
23387.919463087248	3	3	3	3
23398.09254680325	3	3	3	3
23408.26563051925	3	3	3	3
23418.43871423525	3	3	3	3
23428.611797951253	3	3	3	3
23438.784881667256	3	3	2	2
23448.95796538326	3	3	3	3
23459.13104909926	3	3	3	3
23469.30413281526	3	3	3	3
23479.47721653126	3	3	3	3
23489.65030024726	3	3	3	3
23499.823383963263	3	3	2	2
23509.996467679266	3	3	3	3
23520.16955139527	3	3	3	3
23530.34263511127	3	3	3	3
23540.51571882727	3	3	3	3
23550.68880254327	3	3	3	3
23560.86188625927	3	3	2	2
23571.034969975273	3	3	3	3
23581.208053691276	3	3	3	3
23591.381137407276	3	3	3	3
23601.55422112328	3	3	3	3
23611.72730483928	3	3	3	3
23621.90038855528	3	3	2	2
23632.07347227128	3	3	3	3
23642.246555987284	3	3	3	3
23652.419639703287	3	3	3	3
23662.592723419286	3	3	3	3
23672.76580713529	3	3	3	3
23682.938890851292	3	3	2	2
23693.11197456729	3	3	3	3
23703.28505828329	3	3	3	3
23713.458141999294	3	3	3	3
23723.631225715297	3	3	3	3
23733.804309431296	3	3	3	3
23743.9773931473	3	3	2	2
23754.150476863302	3	3	3	3
23764.323560579298	3	3	3	3
23774.4966442953	3	3	3	3
23784.669728011304	3	3	3	3
23794.842811727307	3	3	3	3
23805.015895443306	3	3	2	2
23815.18897915931	3	3	3	3
23825.362062875312	3	3	3	3
23835.535146591308	3	3	3	3
23845.70823030731	3	3	3	3
23855.881314023314	3	3	3	3
23866.054397739314	3	3	2	2
23876.227481455317	3	3	3	3
23886.40056517132	3	3	3	3
23896.573648887323	3	3	3	3
23906.74673260332	3	3	3	3
23916.91981631932	3	3	3	3
23927.092900035324	3	3	2	2
23937.265983751324	3	3	3	3
23947.439067467327	3	3	3	3
23957.61215118333	3	3	3	3
23967.78523489933	3	3	3	3
23977.95831861533	3	3	3	3
23988.13140233133	3	3	2	2
23998.304486047335	3	3	3	3
24008.477569763334	3	3	3	3
24018.650653479337	3	3	3	3
24028.82373719534	3	3	3	3
24038.996820911336	3	3	3	3
24049.16990462734	3	3	2	2
24059.342988343342	3	3	3	3
24069.516072059345	3	3	3	3
24079.689155775344	3	3	3	3
24089.862239491347	3	3	3	3
24100.03532320735	3	3	3	3
24110.208406923346	3	3	2	2
24120.38149063935	3	3	3	3
24130.554574355352	3	3	3	3
24140.727658071355	3	3	3	3
24150.900741787354	3	3	3	3
24161.073825503358	3	3	3	3
24171.24690921936	3	3	2	2
24181.419992935356	3	3	3	3
24191.59307665136	3	3	3	3
24201.766160367362	3	3	3	3
24211.93924408336	3	3	3	3
24222.112327799365	3	3	3	3
24232.285411515368	3	3	2	2
24242.45849523137	3	3	3	3
24252.631578947367	3	3	3	3
24262.80466266337	3	3	3	3
24272.977746379373	3	3	3	3
24283.150830095372	3	3	3	3
24293.323913811375	3	3	2	2
24303.496997527378	3	3	3	3
24313.67008124338	3	3	3	3
24323.843164959377	3	3	3	3
24334.01624867538	3	3	3	3
24344.189332391383	3	3	3	3
24354.362416107382	3	3	2	2
24364.535499823385	3	3	3	3
24374.70858353939	3	3	3	3
24384.881667255384	3	3	3	3
24395.054750971387	3	3	3	3
24405.22783468739	3	3	3	3
24415.400918403393	3	3	2	2
24425.574002119392	3	3	3	3
24435.747085835395	3	3	3	3
24445.9201695514	3	3	3	3
24456.093253267394	3	3	3	3
24466.266336983397	3	3	3	3
24476.4394206994	3	3	2	2
24486.6125044154	3	3	3	3
24496.785588131403	3	3	3	3
24506.958671847406	3	3	3	3
24517.13175556341	3	3	3	3
24527.304839279404	3	3	3	3
24537.477922995407	3	3	2	2
24547.65100671141	3	3	3	3
24557.82409042741	3	3	3	3
24567.997174143413	3	3	3	3
24578.170257859416	3	3	3	3
24588.34334157542	3	3	3	3
24598.516425291415	3	3	2	2
24608.689509007418	3	3	3	3
24618.86259272342	3	3	3	3
24629.03567643942	3	3	3	3
24639.208760155423	3	3	3	3
24649.381843871426	3	3	3	3
24659.554927587422	3	3	2	2
24669.728011303425	3	3	3	3
24679.901095019428	3	3	3	3
24690.07417873543	3	3	3	3
24700.24726245143	3	3	3	3
24710.420346167433	3	3	3	3
24720.593429883436	3	3	2	2
24730.766513599432	3	3	3	3
24740.939597315435	3	3	3	3
24751.112681031438	3	3	3	3
24761.28576474744	3	3	3	3
24771.45884846344	3	3	3	3
24781.631932179444	3	3	2	2
24791.805015895447	3	3	3	3
24801.978099611442	3	3	3	3
24812.151183327445	3	3	3	3
24822.32426704345	3	3	3	3
24832.497350759448	3	3	3	3
24842.67043447545	3	3	2	2
24852.843518191454	3	3	3	3
24863.016601907457	3	3	3	3
24873.189685623453	3	3	3	3
24883.362769339456	3	3	3	3
24893.53585305546	3	3	3	3
24903.708936771458	3	3	2	2
24913.88202048746	3	3	3	3
24924.055104203464	3	3	3	3
24934.228187919467	3	3	3	3
24944.401271635463	3	3	3	3
24954.574355351466	3	3	3	3
24964.74743906747	3	3	2	2
24974.92052278347	3	3	3	3
24985.09360649947	3	3	3	3
24995.266690215474	3	3	3	3
25005.43977393147	3	3	3	3
25015.612857647473	3	3	3	3
25025.785941363476	3	3	2	2
25035.95902507948	3	3	3	3
25046.13210879548	3	3	3	3
25056.30519251148	3	3	3	3
25066.478276227484	3	3	3	3
25076.65135994348	3	3	3	3
25086.824443659483	3	3	2	2
25096.997527375486	3	3	3	3
25107.170611091486	3	3	3	3
25117.34369480749	3	3	3	3
25127.51677852349	3	3	3	3
25137.689862239495	3	3	3	3
25147.86294595549	3	3	2	2
25158.036029671493	3	3	3	3
25168.209113387496	3	3	3	3
25178.382197103496	3	3	3	3
25188.5552808195	3	3	3	3
25198.728364535502	3	3	3	3
25208.901448251505	3	3	2	2
25219.0745319675	3	3	3	3
25229.247615683504	3	3	3	3
25239.420699399507	3	3	3	3
25249.593783115506	3	3	3	3
25259.76686683151	3	3	3	3
25269.939950547512	3	3	2	2
25280.113034263508	3	3	3	3
25290.28611797951	3	3	3	3
25300.459201695514	3	3	3	3
25310.632285411517	3	3	3	3
25320.805369127516	3	3	3	3
25330.97845284352	3	3	2	2
25341.151536559522	3	3	3	3
25351.324620275518	3	3	3	3
25361.49770399152	3	3	3	3
25371.670787707524	3	3	3	3
25381.843871423527	3	3	3	3
25392.016955139527	3	3	2	2
25402.19003885553	3	3	3	3
25412.363122571533	3	3	3	3
25422.53620628753	3	3	3	3
25432.70929000353	3	3	3	3
25442.882373719534	3	3	3	3
25453.055457435534	3	3	2	2
25463.228541151537	3	3	3	3
25473.40162486754	3	3	3	3
25483.574708583543	3	3	3	3
25493.74779229954	3	3	3	3
25503.92087601554	3	3	3	3
25514.093959731545	3	3	2	2
25524.267043447544	3	3	3	3
25534.440127163547	3	3	3	3
25544.61321087955	3	3	3	3
25554.786294595546	3	3	3	3
25564.95937831155	3	3	3	3
25575.13246202755	3	3	2	2
25585.305545743555	3	3	3	3
25595.478629459554	3	3	3	3
25605.651713175557	3	3	3	3
25615.82479689156	3	3	3	3
25625.997880607556	3	3	3	3
25636.17096432356	3	3	2	2
25646.344048039562	3	3	3	3
25656.517131755565	3	3	3	3
25666.690215471564	3	3	3	3
25676.863299187567	3	3	3	3
25687.03638290357	3	3	3	3
25697.209466619566	3	3	2	2
25707.38255033557	3	3	3	3
25717.555634051572	3	3	3	3
25727.72871776757	3	3	3	3
25737.901801483575	3	3	3	3
25748.074885199578	3	3	3	3
25758.24796891558	3	3	2	2
25768.421052631576	3	3	3	3
25778.59413634758	3	3	3	3
25788.767220063582	3	3	3	3
25798.940303779582	3	3	3	3
25809.113387495585	3	3	3	3
25819.286471211588	3	3	2	2
25829.45955492759	3	3	3	3
25839.632638643587	3	3	3	3
25849.80572235959	3	3	3	3
25859.978806075593	3	3	3	3
25870.151889791592	3	3	3	3
25880.324973507595	3	3	2	2
25890.498057223598	3	3	3	3
25900.671140939594	3	3	3	3
25910.844224655597	3	3	3	3
25921.0173083716	3	3	3	3
25931.190392087603	3	3	3	3
25941.363475803602	3	3	2	2
25951.536559519605	3	3	3	3
25961.70964323561	3	3	3	3
25971.882726951604	3	3	3	3
25982.055810667607	3	3	3	3
25992.22889438361	3	3	3	3
26002.401978099613	3	3	2	2
26012.575061815613	3	3	3	3
26022.748145531616	3	3	3	3
26032.92122924762	3	3	3	3
26043.094312963614	3	3	3	3
26053.267396679617	3	3	3	3
26063.44048039562	3	3	2	2
26073.61356411162	3	3	3	3
26083.786647827623	3	3	3	3
26093.959731543626	3	3	3	3
26104.13281525963	3	3	3	3
26114.305898975625	3	3	3	3
26124.478982691628	3	3	2	2
26134.65206640763	3	3	3	3
26144.82515012363	3	3	3	3
26154.998233839633	3	3	3	3
26165.171317555636	3	3	3	3
26175.34440127163	3	3	3	3
26185.517484987635	3	3	2	2
26195.690568703638	3	3	3	3
26205.86365241964	3	3	3	3
26216.03673613564	3	3	3	3
26226.209819851643	3	3	3	3
26236.382903567646	3	3	3	3
26246.555987283642	3	3	2	2
26256.729070999645	3	3	3	3
26266.902154715648	3	3	3	3
26277.07523843165	3	3	3	3
26287.24832214765	3	3	3	3
26297.421405863653	3	3	3	3
26307.594489579657	3	3	2	2
26317.767573295652	3	3	3	3
26327.940657011655	3	3	3	3
26338.11374072766	3	3	3	3
26348.286824443658	3	3	3	3
26358.45990815966	3	3	3	3
26368.632991875664	3	3	2	2
26378.806075591667	3	3	3	3
26388.979159307662	3	3	3	3
26399.152243023666	3	3	3	3
26409.32532673967	3	3	3	3
26419.498410455668	3	3	3	3
26429.67149417167	3	3	2	2
26439.844577887674	3	3	3	3
26450.017661603677	3	3	3	3
26460.190745319673	3	3	3	3
26470.363829035676	3	3	3	3
26480.53691275168	3	3	3	3
26490.709996467678	3	3	2	2
26500.88308018368	3	3	3	3
26511.056163899684	3	3	3	3
26521.22924761568	3	3	3	3
26531.402331331683	3	3	3	3
26541.575415047686	3	3	3	3
26551.74849876369	3	3	2	2
26561.92158247969	3	3	3	3
26572.09466619569	3	3	3	3
26582.267749911694	3	3	3	3
26592.44083362769	3	3	3	3
26602.613917343693	3	3	3	3
26612.787001059696	3	3	2	2
26622.9600847757	3	3	3	3
26633.1331684917	3	3	3	3
26643.3062522077	3	3	3	3
26653.479335923705	3	3	3	3
26663.6524196397	3	3	3	3
26673.825503355703	3	3	2	2
26683.998587071706	3	3	3	3
26694.171670787706	3	3	3	3
26704.34475450371	3	3	3	3
26714.517838219712	3	3	3	3
26724.690921935715	3	3	3	3
26734.86400565171	3	3	2	2
26745.037089367714	3	3	3	3
26755.210173083717	3	3	3	3
26765.383256799716	3	3	3	3
26775.55634051572	3	3	3	3
26785.729424231722	3	3	3	3
26795.902507947718	3	3	2	2
26806.07559166372	3	3	3	3
26816.248675379724	3	3	3	3
26826.421759095727	3	3	3	3
26836.594842811726	3	3	3	3
26846.76792652773	3	3	3	3
26856.941010243732	3	3	2	2
26867.114093959728	3	3	3	3
26877.28717767573	3	3	3	3
26887.460261391734	3	3	3	3
26897.633345107737	3	3	3	3
26907.806428823736	3	3	3	3
26917.97951253974	3	3	2	2
26928.152596255743	3	3	3	3
26938.32567997174	3	3	3	3
26948.49876368774	3	3	3	3
26958.671847403744	3	3	3	3
26968.844931119744	3	3	3	3
26979.018014835747	3	3	2	2
26989.19109855175	3	3	3	3
26999.364182267753	3	3	3	3
27009.53726598375	3	3	3	3
27019.71034969975	3	3	3	3
27029.883433415755	3	3	3	3
27040.056517131754	3	3	2	2
27050.229600847757	3	3	3	3
27060.40268456376	3	3	3	3
27070.575768279763	3	3	3	3
27080.74885199576	3	3	3	3
27090.92193571176	3	3	3	3
27101.095019427765	3	3	2	2
27111.268103143764	3	3	3	3
27121.441186859767	3	3	3	3
27131.61427057577	3	3	3	3
27141.787354291766	3	3	3	3
27151.96043800777	3	3	3	3
27162.133521723772	3	3	2	2
27172.306605439775	3	3	3	3
27182.479689155774	3	3	3	3
27192.652772871777	3	3	3	3
27202.82585658778	3	3	3	3
27212.998940303776	3	3	3	3
27223.17202401978	3	3	2	2
27233.345107735782	3	3	3	3
27243.51819145178	3	3	3	3
27253.691275167785	3	3	3	3
27263.864358883788	3	3	3	3
27274.03744259979	3	3	3	3
27284.210526315786	3	3	2	2
27294.38361003179	3	3	3	3
27304.556693747792	3	3	3	3
27314.729777463792	3	3	3	3
27324.902861179795	3	3	3	3
27335.075944895798	3	3	3	3
27345.2490286118	3	3	2	2
27355.422112327797	3	3	3	3
27365.5951960438	3	3	3	3
27375.768279759803	3	3	3	3
27385.941363475802	3	3	3	3
27396.114447191805	3	3	3	3
27406.287530907808	3	3	2	2
27416.460614623804	3	3	3	3
27426.633698339807	3	3	3	3
27436.80678205581	3	3	3	3
27446.979865771813	3	3	3	3
27457.152949487812	3	3	3	3
27467.326033203815	3	3	2	2
27477.49911691982	3	3	3	3
27487.672200635814	3	3	3	3
27497.845284351817	3	3	3	3
27508.01836806782	3	3	3	3
27518.191451783823	3	3	3	3
27528.364535499823	3	3	2	2
27538.537619215826	3	3	3	3
27548.71070293183	3	3	3	3
27558.883786647824	3	3	3	3
27569.056870363827	3	3	3	3
27579.22995407983	3	3	3	3
27589.40303779583	3	3	2	2
27599.576121511833	3	3	3	3
27609.749205227836	3	3	3	3
27619.92228894384	3	3	3	3
27630.095372659835	3	3	3	3
27640.268456375838	3	3	3	3
27650.44154009184	3	3	2	2
27660.61462380784	3	3	3	3
27670.787707523843	3	3	3	3
27680.960791239846	3	3	3	3
27691.13387495585	3	3	3	3
27701.306958671845	3	3	3	3
27711.480042387848	3	3	2	2
27721.65312610385	3	3	3	3
27731.82620981985	3	3	3	3
27741.999293535853	3	3	3	3
27752.172377251856	3	3	3	3
27762.345460967852	3	3	3	3
27772.518544683855	3	3	2	2
27782.691628399858	3	3	3	3
27792.86471211586	3	3	3	3
27803.03779583186	3	3	3	3
27813.210879547863	3	3	3	3
27823.383963263866	3	3	3	3
27833.557046979862	3	3	2	2
27843.730130695865	3	3	3	3
27853.90321441187	3	3	3	3
27864.076298127868	3	3	3	3
27874.24938184387	3	3	3	3
27884.422465559874	3	3	3	3
27894.595549275877	3	3	2	2
27904.768632991872	3	3	3	3
27914.941716707875	3	3	3	3
27925.11480042388	3	3	3	3
27935.287884139878	3	3	3	3
27945.46096785588	3	3	3	3
27955.634051571884	3	3	2	2
27965.807135287887	3	3	3	3
27975.980219003883	3	3	3	3
27986.153302719886	3	3	3	3
27996.32638643589	3	3	3	3
28006.499470151888	3	3	3	3
28016.67255386789	3	3	2	2
28026.845637583894	3	3	3	3
28037.018721299894	3	3	3	3
28047.191805015893	3	3	3	3
28057.364888731896	3	3	3	3
28067.5379724479	3	3	3	3
28077.7110561639	3	3	2	2
28087.8841398799	3	3	3	3
28098.057223595904	3	3	3	3
28108.230307311904	3	3	3	3
28118.403391027903	3	3	3	3
28128.576474743906	3	3	3	3
28138.74955845991	3	3	2	2
28148.92264217591	3	3	3	3
28159.09572589191	3	3	3	3
28169.268809607915	3	3	3	3
28179.441893323914	3	3	3	3
28189.614977039913	3	3	3	3
28199.788060755916	3	3	2	2
28209.961144471916	3	3	3	3
28220.13422818792	3	3	3	3
28230.30731190392	3	3	3	3
28240.480395619925	3	3	3	3
28250.653479335924	3	3	3	3
28260.826563051924	3	3	2	2
28270.999646767927	3	3	3	3
28281.172730483926	3	3	3	3
28291.34581419993	3	3	3	3
28301.518897915932	3	3	3	3
28311.691981631935	3	3	3	3
28321.86506534793	3	3	2	2
28332.038149063934	3	3	3	3
28342.211232779937	3	3	3	3
28352.384316495936	3	3	3	3
28362.55740021194	3	3	3	3
28372.730483927942	3	3	3	3
28382.90356764394	3	3	2	2
28393.07665135994	3	3	3	3
28403.249735075944	3	3	3	3
28413.422818791947	3	3	3	3
28423.595902507946	3	3	3	3
