Relative Time (Process)	Static Heuristic - Run None (Profile ?) 69610c7d8c0f63fb515b69c8 - minikube	Static Heuristic - Run None (Profile ?) 69610c7d8c0f63fb515b69c8 - minikube-m02	Static Heuristic - Run None (Profile ?) 69610c7d8c0f63fb515b69c8 - minikube-m03	Static Heuristic - Run None (Profile ?) 69610c7d8c0f63fb515b69c8 - minikube-m04
21874.45671535447	3	3	3	3
21884.716779479873	3	3	3	3
21894.976843605273	3	3	3	3
21905.236907730676	3	3	3	3
21915.496971856075	3	3	2	2
21925.757035981478	3	3	3	3
21936.017100106877	3	3	3	3
21946.277164232277	3	3	3	3
21956.53722835768	3	3	3	3
21966.797292483076	3	3	3	3
21977.05735660848	3	3	2	2
21987.317420733878	3	3	3	3
21997.577484859277	3	3	3	3
22007.83754898468	3	3	3	3
22018.09761311008	3	3	3	3
22028.357677235483	3	3	3	3
22038.617741360882	3	3	2	2
22048.877805486285	3	3	3	3
22059.137869611684	3	3	3	3
22069.397933737087	3	3	3	3
22079.657997862487	3	3	3	3
22089.91806198789	3	3	3	3
22100.17812611329	3	3	2	2
22110.438190238692	3	3	3	3
22120.69825436409	3	3	3	3
22130.958318489495	3	3	3	3
22141.21838261489	3	3	3	3
22151.47844674029	3	3	3	3
22161.738510865693	3	3	2	2
22171.998574991092	3	3	3	3
22182.258639116495	3	3	3	3
22192.518703241894	3	3	3	3
22202.778767367294	3	3	3	3
22213.038831492697	3	3	3	3
22223.298895618096	3	3	2	2
22233.5589597435	3	3	3	3
22243.8190238689	3	3	3	3
22254.0790879943	3	3	3	3
22264.3391521197	3	3	3	3
22274.599216245104	3	3	3	3
22284.859280370503	3	3	2	2
22295.119344495906	3	3	3	3
22305.379408621306	3	3	3	3
22315.63947274671	3	3	3	3
22325.899536872104	3	3	3	3
22336.159600997504	3	3	3	3
22346.419665122907	3	3	2	2
22356.679729248306	3	3	3	3
22366.93979337371	3	3	3	3
22377.19985749911	3	3	3	3
22387.459921624508	3	3	3	3
22397.71998574991	3	3	3	3
22407.98004987531	3	3	2	2
22418.240114000713	3	3	3	3
22428.500178126113	3	3	3	3
22438.760242251516	3	3	3	3
22449.020306376915	3	3	3	3
22459.280370502318	3	3	3	3
22469.540434627717	3	3	2	2
22479.80049875312	3	3	3	3
22490.06056287852	3	3	3	3
22500.320627003915	3	3	3	3
22510.58069112932	3	3	3	3
22520.840755254718	3	3	3	3
22531.10081938012	3	3	2	2
22541.36088350552	3	3	3	3
22551.620947630923	3	3	3	3
22561.881011756323	3	3	3	3
22572.141075881726	3	3	3	3
22582.401140007125	3	3	3	3
22592.661204132524	3	3	2	2
22602.921268257927	3	3	3	3
22613.181332383327	3	3	3	3
22623.44139650873	3	3	3	3
22633.70146063413	3	3	3	3
22643.961524759532	3	3	3	3
22654.22158888493	3	3	2	2
22664.481653010334	3	3	3	3
22674.741717135734	3	3	3	3
22685.00178126113	3	3	3	3
22695.261845386533	3	3	3	3
22705.521909511932	3	3	3	3
22715.781973637335	3	3	2	2
22726.042037762734	3	3	3	3
22736.302101888137	3	3	3	3
22746.562166013537	3	3	3	3
22756.82223013894	3	3	3	3
22767.08229426434	3	3	3	3
22777.342358389742	3	3	2	2
22787.60242251514	3	3	3	3
22797.86248664054	3	3	3	3
22808.122550765944	3	3	3	3
22818.382614891343	3	3	3	3
22828.642679016746	3	3	3	3
22838.902743142145	3	3	2	2
22849.16280726755	3	3	3	3
22859.422871392944	3	3	3	3
22869.682935518344	3	3	3	3
22879.942999643747	3	3	3	3
22890.203063769146	3	3	3	3
22900.46312789455	3	3	2	2
22910.72319201995	3	3	3	3
22920.98325614535	3	3	3	3
22931.24332027075	3	3	3	3
22941.503384396154	3	3	3	3
22951.763448521553	3	3	3	3
22962.023512646956	3	3	2	2
22972.283576772355	3	3	3	3
22982.543640897755	3	3	3	3
22992.803705023158	3	3	3	3
23003.063769148557	3	3	3	3
23013.32383327396	3	3	3	3
23023.58389739936	3	3	2	2
23033.843961524763	3	3	3	3
23044.10402565016	3	3	3	3
23054.364089775558	3	3	3	3
23064.62415390096	3	3	3	3
23074.88421802636	3	3	3	3
23085.144282151763	3	3	2	2
23095.404346277162	3	3	3	3
23105.664410402565	3	3	3	3
23115.924474527965	3	3	3	3
23126.184538653368	3	3	3	3
23136.444602778767	3	3	3	3
23146.70466690417	3	3	2	2
23156.96473102957	3	3	3	3
23167.224795154973	3	3	3	3
23177.484859280372	3	3	3	3
23187.74492340577	3	3	3	3
23198.004987531174	3	3	3	3
23208.265051656574	3	3	2	2
23218.525115781973	3	3	3	3
23228.785179907372	3	3	3	3
23239.04524403277	3	3	3	3
23249.305308158175	3	3	3	3
23259.565372283574	3	3	3	3
23269.825436408977	3	3	2	2
23280.085500534376	3	3	3	3
23290.34556465978	3	3	3	3
23300.60562878518	3	3	3	3
23310.865692910582	3	3	3	3
23321.12575703598	3	3	3	3
23331.385821161384	3	3	2	2
23341.645885286784	3	3	3	3
23351.905949412187	3	3	3	3
23362.166013537586	3	3	3	3
23372.42607766299	3	3	3	3
23382.68614178839	3	3	3	3
23392.946205913784	3	3	2	2
23403.206270039187	3	3	3	3
23413.466334164586	3	3	3	3
23423.72639828999	3	3	3	3
23433.98646241539	3	3	3	3
23444.24652654079	3	3	3	3
23454.50659066619	3	3	2	2
23464.76665479159	3	3	3	3
23475.026718916994	3	3	3	3
23485.286783042393	3	3	3	3
23495.546847167796	3	3	3	3
23505.806911293195	3	3	3	3
23516.0669754186	3	3	2	2
23526.327039543998	3	3	3	3
23536.5871036694	3	3	3	3
23546.8471677948	3	3	3	3
23557.107231920203	3	3	3	3
23567.367296045602	3	3	3	3
23577.627360170998	3	3	2	2
23587.8874242964	3	3	3	3
23598.1474884218	3	3	3	3
23608.407552547204	3	3	3	3
23618.667616672603	3	3	3	3
23628.927680798006	3	3	3	3
23639.187744923405	3	3	2	2
23649.447809048805	3	3	3	3
23659.707873174208	3	3	3	3
23669.967937299607	3	3	3	3
23680.22800142501	3	3	3	3
23690.48806555041	3	3	3	3
23700.748129675812	3	3	2	2
23711.00819380121	3	3	3	3
23721.268257926615	3	3	3	3
23731.528322052014	3	3	3	3
23741.788386177417	3	3	3	3
23752.048450302813	3	3	3	3
23762.308514428212	3	3	2	2
23772.568578553615	3	3	3	3
23782.828642679015	3	3	3	3
23793.088706804418	3	3	3	3
23803.348770929817	3	3	3	3
23813.60883505522	3	3	3	3
23823.86889918062	3	3	2	2
23834.12896330602	3	3	3	3
23844.38902743142	3	3	3	3
23854.64909155682	3	3	3	3
23864.909155682224	3	3	3	3
23875.169219807623	3	3	3	3
23885.429283933026	3	3	2	2
23895.689348058426	3	3	3	3
23905.94941218383	3	3	3	3
23916.20947630923	3	3	3	3
23926.46954043463	3	3	3	3
23936.729604560027	3	3	3	3
23946.989668685426	3	3	2	2
23957.24973281083	3	3	3	3
23967.50979693623	3	3	3	3
23977.76986106163	3	3	3	3
23988.02992518703	3	3	3	3
23998.289989312434	3	3	3	3
24008.550053437833	3	3	2	2
24018.810117563236	3	3	3	3
24029.070181688636	3	3	3	3
24039.330245814035	3	3	3	3
24049.590309939438	3	3	3	3
24059.850374064838	3	3	3	3
24070.11043819024	3	3	2	2
24080.37050231564	3	3	3	3
24090.630566441043	3	3	3	3
24100.890630566442	3	3	3	3
24111.150694691838	3	3	3	3
24121.41075881724	3	3	3	3
24131.67082294264	3	3	2	2
24141.930887068043	3	3	3	3
24152.190951193443	3	3	3	3
24162.451015318846	3	3	3	3
24172.711079444245	3	3	3	3
24182.971143569648	3	3	3	3
24193.231207695047	3	3	2	2
24203.49127182045	3	3	3	3
24213.75133594585	3	3	3	3
24224.011400071253	3	3	3	3
24234.271464196652	3	3	3	3
24244.53152832205	3	3	3	3
24254.791592447455	3	3	2	2
24265.051656572854	3	3	3	3
24275.311720698257	3	3	3	3
24285.571784823656	3	3	3	3
24295.831848949052	3	3	3	3
24306.091913074455	3	3	3	3
24316.351977199854	3	3	2	2
24326.612041325257	3	3	3	3
24336.872105450657	3	3	3	3
24347.13216957606	3	3	3	3
24357.39223370146	3	3	3	3
24367.652297826862	3	3	3	3
24377.91236195226	3	3	2	2
24388.172426077665	3	3	3	3
24398.432490203064	3	3	3	3
24408.692554328467	3	3	3	3
24418.952618453866	3	3	3	3
24429.212682579266	3	3	3	3
24439.47274670467	3	3	2	2
24449.732810830068	3	3	3	3
24459.99287495547	3	3	3	3
24470.252939080867	3	3	3	3
24480.51300320627	3	3	3	3
24490.77306733167	3	3	3	3
24501.03313145707	3	3	2	2
24511.29319558247	3	3	3	3
24521.55325970787	3	3	3	3
24531.813323833274	3	3	3	3
24542.073387958673	3	3	3	3
24552.333452084076	3	3	3	3
24562.593516209476	3	3	2	2
24572.85358033488	3	3	3	3
24583.113644460278	3	3	3	3
24593.37370858568	3	3	3	3
24603.63377271108	3	3	3	3
24613.893836836483	3	3	3	3
24624.153900961883	3	3	2	2
24634.413965087282	3	3	3	3
24644.674029212685	3	3	3	3
24654.93409333808	3	3	3	3
24665.194157463484	3	3	3	3
24675.454221588883	3	3	3	3
24685.714285714283	3	3	2	2
24695.974349839686	3	3	3	3
24706.234413965085	3	3	3	3
24716.494478090488	3	3	3	3
24726.754542215887	3	3	3	3
24737.01460634129	3	3	3	3
24747.27467046669	3	3	2	2
24757.534734592093	3	3	3	3
24767.794798717492	3	3	3	3
24778.054862842895	3	3	3	3
24788.314926968294	3	3	3	3
24798.574991093697	3	3	3	3
24808.835055219097	3	3	2	2
24819.0951193445	3	3	3	3
24829.355183469896	3	3	3	3
24839.615247595295	3	3	3	3
24849.875311720698	3	3	3	3
24860.135375846097	3	3	3	3
24870.3954399715	3	3	2	2
24880.6555040969	3	3	3	3
24890.9155682223	3	3	3	3
24901.175632347702	3	3	3	3
24911.4356964731	3	3	3	3
24921.695760598504	3	3	3	3
24931.955824723904	3	3	2	2
24942.215888849307	3	3	3	3
24952.475952974706	3	3	3	3
24962.73601710011	3	3	3	3
24972.99608122551	3	3	3	3
24983.25614535091	3	3	3	3
24993.51620947631	3	3	2	2
25003.776273601714	3	3	3	3
25014.03633772711	3	3	3	3
25024.29640185251	3	3	3	3
25034.556465977912	3	3	3	3
25044.81653010331	3	3	3	3
25055.076594228714	3	3	2	2
25065.336658354114	3	3	3	3
25075.596722479517	3	3	3	3
25085.856786604916	3	3	3	3
25096.116850730315	3	3	3	3
25106.37691485572	3	3	3	3
25116.636978981118	3	3	2	2
25126.89704310652	3	3	3	3
25137.15710723192	3	3	3	3
25147.417171357323	3	3	3	3
25157.677235482723	3	3	3	3
25167.937299608126	3	3	3	3
25178.197363733525	3	3	2	2
25188.45742785892	3	3	3	3
25198.717491984324	3	3	3	3
25208.977556109723	3	3	3	3
25219.237620235126	3	3	3	3
25229.497684360525	3	3	3	3
25239.75774848593	3	3	2	2
25250.017812611328	3	3	3	3
25260.27787673673	3	3	3	3
25270.53794086213	3	3	3	3
25280.79800498753	3	3	3	3
25291.058069112933	3	3	3	3
25301.318133238332	3	3	2	2
25311.578197363735	3	3	3	3
25321.838261489134	3	3	3	3
25332.098325614537	3	3	3	3
25342.358389739937	3	3	3	3
25352.61845386534	3	3	3	3
25362.87851799074	3	3	2	2
25373.138582116135	3	3	3	3
25383.398646241538	3	3	3	3
25393.658710366937	3	3	3	3
25403.91877449234	3	3	3	3
25414.17883861774	3	3	3	3
25424.438902743143	3	3	2	2
25434.698966868542	3	3	3	3
25444.959030993945	3	3	3	3
25455.219095119344	3	3	3	3
25465.479159244747	3	3	3	3
25475.739223370147	3	3	3	3
25485.999287495546	3	3	2	2
25496.25935162095	3	3	3	3
25506.51941574635	3	3	3	3
25516.77947987175	3	3	3	3
25527.03954399715	3	3	3	3
25537.299608122554	3	3	3	3
25547.55967224795	3	3	2	2
25557.81973637335	3	3	3	3
25568.079800498752	3	3	3	3
25578.33986462415	3	3	3	3
25588.599928749554	3	3	3	3
25598.859992874954	3	3	3	3
25609.120057000357	3	3	2	2
25619.380121125756	3	3	3	3
25629.64018525116	3	3	3	3
25639.90024937656	3	3	3	3
25650.16031350196	3	3	3	3
25660.42037762736	3	3	3	3
25670.680441752764	3	3	2	2
25680.940505878163	3	3	3	3
25691.200570003562	3	3	3	3
25701.460634128965	3	3	3	3
25711.720698254365	3	3	3	3
25721.980762379768	3	3	3	3
25732.240826505164	3	3	2	2
25742.500890630563	3	3	3	3
25752.760954755966	3	3	3	3
25763.021018881365	3	3	3	3
25773.28108300677	3	3	3	3
25783.541147132168	3	3	3	3
25793.80121125757	3	3	2	2
25804.06127538297	3	3	3	3
25814.321339508373	3	3	3	3
25824.581403633772	3	3	3	3
25834.841467759175	3	3	3	3
25845.101531884575	3	3	3	3
25855.361596009978	3	3	2	2
25865.621660135377	3	3	3	3
25875.881724260777	3	3	3	3
25886.14178838618	3	3	3	3
25896.40185251158	3	3	3	3
25906.66191663698	3	3	3	3
25916.921980762378	3	3	2	2
25927.182044887777	3	3	3	3
25937.44210901318	3	3	3	3
25947.70217313858	3	3	3	3
25957.962237263982	3	3	3	3
25968.22230138938	3	3	3	3
25978.482365514785	3	3	2	2
25988.742429640184	3	3	3	3
25999.002493765587	3	3	3	3
26009.262557890986	3	3	3	3
26019.52262201639	3	3	3	3
26029.78268614179	3	3	3	3
26040.042750267192	3	3	2	2
26050.30281439259	3	3	3	3
26060.562878517994	3	3	3	3
26070.822942643394	3	3	3	3
26081.083006768793	3	3	3	3
26091.343070894192	3	3	3	3
26101.60313501959	3	3	2	2
26111.863199144995	3	3	3	3
26122.123263270394	3	3	3	3
26132.383327395793	3	3	3	3
26142.643391521196	3	3	3	3
26152.903455646596	3	3	3	3
26163.163519772	3	3	2	2
26173.4235838974	3	3	3	3
26183.6836480228	3	3	3	3
26193.9437121482	3	3	3	3
26204.203776273604	3	3	3	3
26214.463840399003	3	3	3	3
26224.723904524406	3	3	2	2
26234.983968649805	3	3	3	3
26245.24403277521	3	3	3	3
26255.504096900608	3	3	3	3
26265.764161026003	3	3	3	3
26276.024225151406	3	3	3	3
26286.284289276806	3	3	2	2
26296.54435340221	3	3	3	3
26306.804417527608	3	3	3	3
26317.06448165301	3	3	3	3
26327.32454577841	3	3	3	3
26337.58460990381	3	3	3	3
26347.844674029213	3	3	2	2
26358.104738154612	3	3	3	3
26368.364802280015	3	3	3	3
26378.624866405415	3	3	3	3
26388.884930530818	3	3	3	3
26399.144994656217	3	3	3	3
26409.40505878162	3	3	2	2
26419.66512290702	3	3	3	3
26429.925187032422	3	3	3	3
26440.185251157818	3	3	3	3
26450.445315283217	3	3	3	3
26460.70537940862	3	3	3	3
26470.96544353402	3	3	2	2
26481.225507659423	3	3	3	3
26491.485571784822	3	3	3	3
26501.745635910225	3	3	3	3
26512.005700035625	3	3	3	3
26522.265764161028	3	3	3	3
26532.525828286427	3	3	2	2
26542.785892411826	3	3	3	3
26553.04595653723	3	3	3	3
26563.30602066263	3	3	3	3
26573.56608478803	3	3	3	3
26583.82614891343	3	3	3	3
26594.086213038834	3	3	2	2
26604.346277164233	3	3	3	3
26614.606341289636	3	3	3	3
26624.866405415032	3	3	3	3
26635.12646954043	3	3	3	3
26645.386533665835	3	3	3	3
26655.646597791234	3	3	2	2
26665.906661916637	3	3	3	3
26676.166726042036	3	3	3	3
26686.42679016744	3	3	3	3
26696.68685429284	3	3	3	3
26706.94691841824	3	3	3	3
26717.20698254364	3	3	2	2
26727.46704666904	3	3	3	3
26737.727110794443	3	3	3	3
26747.987174919843	3	3	3	3
26758.247239045246	3	3	3	3
26768.507303170645	3	3	3	3
26778.767367296048	3	3	2	2
26789.027431421448	3	3	3	3
26799.287495546843	3	3	3	3
26809.547559672246	3	3	3	3
26819.807623797646	3	3	3	3
26830.06768792305	3	3	3	3
26840.327752048448	3	3	2	2
26850.58781617385	3	3	3	3
26860.84788029925	3	3	3	3
26871.107944424653	3	3	3	3
26881.368008550053	3	3	3	3
26891.628072675456	3	3	3	3
26901.888136800855	3	3	2	2
26912.148200926258	3	3	3	3
26922.408265051658	3	3	3	3
26932.668329177057	3	3	3	3
26942.92839330246	3	3	3	3
26953.18845742786	3	3	3	3
26963.448521553262	3	3	2	2
26973.70858567866	3	3	3	3
26983.968649804057	3	3	3	3
26994.22871392946	3	3	3	3
27004.48877805486	3	3	3	3
27014.748842180263	3	3	3	3
27025.008906305662	3	3	2	2
27035.268970431065	3	3	3	3
27045.529034556464	3	3	3	3
27055.789098681867	3	3	3	3
27066.049162807267	3	3	3	3
27076.30922693267	3	3	3	3
27086.56929105807	3	3	2	2
27096.829355183472	3	3	3	3
27107.08941930887	3	3	3	3
27117.349483434275	3	3	3	3
27127.609547559674	3	3	3	3
27137.869611685073	3	3	3	3
27148.129675810476	3	3	2	2
27158.389739935872	3	3	3	3
27168.649804061275	3	3	3	3
27178.909868186674	3	3	3	3
27189.169932312074	3	3	3	3
27199.429996437477	3	3	3	3
27209.690060562876	3	3	2	2
27219.95012468828	3	3	3	3
27230.21018881368	3	3	3	3
27240.47025293908	3	3	3	3
27250.73031706448	3	3	3	3
27260.990381189884	3	3	3	3
27271.250445315283	3	3	2	2
27281.510509440686	3	3	3	3
27291.770573566086	3	3	3	3
27302.03063769149	3	3	3	3
27312.290701816888	3	3	3	3
27322.550765942287	3	3	3	3
27332.81083006769	3	3	2	2
27343.070894193086	3	3	3	3
27353.33095831849	3	3	3	3
27363.59102244389	3	3	3	3
27373.851086569288	3	3	3	3
27384.11115069469	3	3	3	3
27394.37121482009	3	3	2	2
27404.631278945493	3	3	3	3
27414.891343070893	3	3	3	3
27425.151407196296	3	3	3	3
27435.411471321695	3	3	3	3
27445.671535447098	3	3	3	3
27455.931599572497	3	3	2	2
27466.1916636979	3	3	3	3
27476.4517278233	3	3	3	3
27486.711791948703	3	3	3	3
27496.971856074102	3	3	3	3
27507.231920199505	3	3	3	3
27517.4919843249	3	3	2	2
27527.7520484503	3	3	3	3
27538.012112575703	3	3	3	3
27548.272176701103	3	3	3	3
27558.532240826506	3	3	3	3
27568.792304951905	3	3	3	3
27579.052369077304	3	3	2	2
27589.312433202707	3	3	3	3
27599.572497328107	3	3	3	3
27609.83256145351	3	3	3	3
27620.09262557891	3	3	3	3
27630.352689704312	3	3	3	3
27640.61275382971	3	3	2	2
27650.872817955114	3	3	3	3
27661.132882080514	3	3	3	3
27671.392946205917	3	3	3	3
27681.653010331316	3	3	3	3
27691.91307445672	3	3	3	3
27702.173138582115	3	3	2	2
27712.433202707514	3	3	3	3
27722.693266832917	3	3	3	3
27732.953330958317	3	3	3	3
27743.21339508372	3	3	3	3
27753.47345920912	3	3	3	3
27763.733523334522	3	3	2	2
27773.99358745992	3	3	3	3
27784.25365158532	3	3	3	3
27794.513715710724	3	3	3	3
27804.773779836123	3	3	3	3
27815.033843961526	3	3	3	3
27825.293908086926	3	3	2	2
27835.55397221233	3	3	3	3
27845.814036337728	3	3	3	3
27856.07410046313	3	3	3	3
27866.33416458853	3	3	3	3
27876.594228713926	3	3	3	3
27886.85429283933	3	3	2	2
27897.11435696473	3	3	3	3
27907.37442109013	3	3	3	3
27917.63448521553	3	3	3	3
27927.894549340934	3	3	3	3
27938.154613466333	3	3	3	3
27948.414677591736	3	3	2	2
27958.674741717135	3	3	3	3
27968.93480584254	3	3	3	3
27979.194869967938	3	3	3	3
27989.454934093337	3	3	3	3
27999.71499821874	3	3	3	3
28009.97506234414	3	3	2	2
28020.235126469543	3	3	3	3
28030.495190594942	3	3	3	3
28040.755254720345	3	3	3	3
28051.015318845744	3	3	3	3
28061.27538297114	3	3	3	3
28071.535447096543	3	3	2	2
28081.795511221942	3	3	3	3
28092.055575347345	3	3	3	3
28102.315639472745	3	3	3	3
28112.575703598148	3	3	3	3
28122.835767723547	3	3	3	3
28133.09583184895	3	3	2	2
28143.35589597435	3	3	3	3
28153.615960099753	3	3	3	3
28163.876024225152	3	3	3	3
28174.13608835055	3	3	3	3
28184.396152475954	3	3	3	3
28194.656216601354	3	3	2	2
28204.916280726757	3	3	3	3
28215.176344852156	3	3	3	3
28225.43640897756	3	3	3	3
28235.696473102955	3	3	3	3
28245.956537228354	3	3	3	3
28256.216601353757	3	3	2	2
28266.476665479157	3	3	3	3
28276.73672960456	3	3	3	3
28286.99679372996	3	3	3	3
28297.256857855362	3	3	3	3
28307.51692198076	3	3	3	3
28317.776986106164	3	3	2	2
28328.037050231564	3	3	3	3
28338.297114356967	3	3	3	3
28348.557178482366	3	3	3	3
28358.81724260777	3	3	3	3
28369.07730673317	3	3	3	3
28379.337370858568	3	3	2	2
28389.59743498397	3	3	3	3
28399.85749910937	3	3	3	3
28410.117563234773	3	3	3	3
28420.37762736017	3	3	3	3
28430.63769148557	3	3	3	3
28440.89775561097	3	3	2	2
28451.15781973637	3	3	3	3
28461.417883861774	3	3	3	3
28471.677947987173	3	3	3	3
28481.938012112576	3	3	3	3
28492.198076237975	3	3	3	3
28502.45814036338	3	3	2	2
28512.718204488778	3	3	3	3
28522.97826861418	3	3	3	3
28533.23833273958	3	3	3	3
28543.498396864983	3	3	3	3
28553.758460990382	3	3	3	3
28564.018525115785	3	3	2	2
28574.278589241185	3	3	3	3
28584.538653366584	3	3	3	3
28594.798717491984	3	3	3	3
28605.058781617383	3	3	3	3
28615.318845742786	3	3	3	3
28625.578909868185	3	3	2	2
28635.838973993585	3	3	3	3
28646.099038118988	3	3	3	3
28656.359102244387	3	3	3	3
28666.61916636979	3	3	3	3
28676.87923049519	3	3	3	3
28687.139294620592	3	3	2	2
28697.39935874599	3	3	3	3
28707.659422871395	3	3	3	3
28717.919486996794	3	3	3	3
28728.179551122197	3	3	3	3
28738.439615247597	3	3	3	3
28748.699679373	3	3	2	2
28758.9597434984	3	3	3	3
28769.2198076238	3	3	3	3
28779.479871749198	3	3	3	3
28789.739935874597	3	3	3	3
28800.0	3	3	3	3
28810.2600641254	3	3	2	2
28820.5201282508	3	3	3	3
28830.7801923762	3	3	3	3
28841.0402565016	3	3	3	3
28851.300320627004	3	3	3	3
28861.560384752403	3	3	3	3
28871.820448877806	3	3	2	2
28882.080513003206	3	3	3	3
28892.34057712861	3	3	3	3
28902.60064125401	3	3	3	3
28912.86070537941	3	3	3	3
28923.12076950481	3	3	3	3
28933.380833630214	3	3	2	2
28943.640897755613	3	3	3	3
28953.90096188101	3	3	3	3
28964.16102600641	3	3	3	3
28974.42109013181	3	3	3	3
28984.681154257214	3	3	3	3
28994.941218382613	3	3	2	2
29005.201282508016	3	3	3	3
29015.461346633416	3	3	3	3
29025.721410758815	3	3	3	3
29035.98147488422	3	3	3	3
29046.241539009618	3	3	3	3
29056.50160313502	3	3	2	2
29066.76166726042	3	3	3	3
29077.021731385823	3	3	3	3
29087.281795511222	3	3	3	3
29097.541859636625	3	3	3	3
29107.801923762025	3	3	3	3
29118.061987887428	3	3	2	2
29128.322052012827	3	3	3	3
29138.582116138223	3	3	3	3
29148.842180263626	3	3	3	3
29159.102244389025	3	3	3	3
29169.362308514428	3	3	3	3
29179.622372639828	3	3	2	2
29189.88243676523	3	3	3	3
29200.14250089063	3	3	3	3
29210.402565016033	3	3	3	3
29220.662629141432	3	3	3	3
29230.92269326683	3	3	3	3
29241.182757392235	3	3	2	2
29251.442821517634	3	3	3	3
29261.702885643037	3	3	3	3
29271.962949768436	3	3	3	3
29282.22301389384	3	3	3	3
29292.48307801924	3	3	3	3
29302.74314214464	3	3	2	2
29313.003206270037	3	3	3	3
29323.263270395437	3	3	3	3
29333.52333452084	3	3	3	3
29343.78339864624	3	3	3	3
29354.043462771642	3	3	3	3
29364.30352689704	3	3	2	2
29374.563591022445	3	3	3	3
29384.823655147844	3	3	3	3
29395.083719273247	3	3	3	3
29405.343783398646	3	3	3	3
29415.603847524046	3	3	3	3
29425.86391164945	3	3	2	2
29436.123975774848	3	3	3	3
29446.38403990025	3	3	3	3
29456.64410402565	3	3	3	3
29466.904168151053	3	3	3	3
29477.164232276453	3	3	3	3
29487.42429640185	3	3	2	2
29497.68436052725	3	3	3	3
29507.94442465265	3	3	3	3
29518.204488778054	3	3	3	3
29528.464552903453	3	3	3	3
29538.724617028856	3	3	3	3
29548.984681154256	3	3	2	2
29559.24474527966	3	3	3	3
29569.504809405058	3	3	3	3
29579.76487353046	3	3	3	3
29590.02493765586	3	3	3	3
29600.285001781263	3	3	3	3
29610.545065906663	3	3	2	2
29620.805130032062	3	3	3	3
29631.065194157465	3	3	3	3
29641.325258282865	3	3	3	3
29651.585322408268	3	3	3	3
29661.845386533667	3	3	3	3
29672.105450659063	3	3	2	2
29682.365514784466	3	3	3	3
29692.625578909865	3	3	3	3
29702.885643035268	3	3	3	3
29713.145707160667	3	3	3	3
29723.40577128607	3	3	3	3
29733.66583541147	3	3	2	2
29743.925899536873	3	3	3	3
29754.185963662272	3	3	3	3
29764.446027787675	3	3	3	3
29774.706091913074	3	3	3	3
29784.966156038477	3	3	3	3
29795.226220163877	3	3	2	2
29805.48628428928	3	3	3	3
29815.74634841468	3	3	3	3
29826.00641254008	3	3	3	3
29836.26647666548	3	3	3	3
29846.526540790877	3	3	3	3
29856.78660491628	3	3	2	2
29867.04666904168	3	3	3	3
29877.30673316708	3	3	3	3
29887.566797292482	3	3	3	3
29897.82686141788	3	3	3	3
29908.086925543284	3	3	3	3
29918.346989668684	3	3	2	2
29928.607053794087	3	3	3	3
29938.867117919486	3	3	3	3
29949.12718204489	3	3	3	3
29959.38724617029	3	3	3	3
29969.64731029569	3	3	3	3
29979.90737442109	3	3	2	2
29990.167438546494	3	3	3	3
30000.427502671893	3	3	3	3
30010.687566797296	3	3	3	3
30020.947630922696	3	3	3	3
30031.20769504809	3	3	3	3
30041.467759173494	3	3	2	2
30051.727823298894	3	3	3	3
30061.987887424297	3	3	3	3
30072.247951549696	3	3	3	3
30082.508015675096	3	3	3	3
30092.7680798005	3	3	3	3
30103.028143925898	3	3	2	2
30113.2882080513	3	3	3	3
30123.5482721767	3	3	3	3
30133.808336302103	3	3	3	3
30144.068400427503	3	3	3	3
30154.328464552906	3	3	3	3
30164.588528678305	3	3	2	2
30174.848592803708	3	3	3	3
30185.108656929107	3	3	3	3
30195.36872105451	3	3	3	3
30205.628785179906	3	3	3	3
30215.888849305305	3	3	3	3
30226.14891343071	3	3	2	2
30236.408977556108	3	3	3	3
30246.66904168151	3	3	3	3
30256.92910580691	3	3	3	3
30267.18916993231	3	3	3	3
30277.449234057713	3	3	3	3
30287.709298183112	3	3	2	2
30297.969362308515	3	3	3	3
30308.229426433914	3	3	3	3
30318.489490559317	3	3	3	3
30328.749554684717	3	3	3	3
30339.00961881012	3	3	3	3
30349.26968293552	3	3	2	2
30359.529747060922	3	3	3	3
30369.78981118632	3	3	3	3
30380.049875311724	3	3	3	3
30390.30993943712	3	3	3	3
30400.57000356252	3	3	3	3
30410.830067687923	3	3	2	2
30421.090131813322	3	3	3	3
30431.350195938725	3	3	3	3
30441.610260064124	3	3	3	3
30451.870324189527	3	3	3	3
30462.130388314927	3	3	3	3
30472.390452440326	3	3	2	2
30482.65051656573	3	3	3	3
30492.91058069113	3	3	3	3
30503.17064481653	3	3	3	3
30513.43070894193	3	3	3	3
30523.690773067334	3	3	3	3
30533.950837192733	3	3	2	2
30544.210901318136	3	3	3	3
30554.470965443536	3	3	3	3
30564.73102956893	3	3	3	3
30574.991093694334	3	3	3	3
30585.251157819734	3	3	3	3
30595.511221945137	3	3	2	2
30605.771286070536	3	3	3	3
30616.03135019594	3	3	3	3
30626.29141432134	3	3	3	3
30636.55147844674	3	3	3	3
30646.81154257214	3	3	3	3
30657.071606697544	3	3	2	2
30667.331670822943	3	3	3	3
30677.591734948342	3	3	3	3
30687.851799073745	3	3	3	3
30698.111863199145	3	3	3	3
30708.371927324548	3	3	3	3
30718.631991449947	3	3	2	2
