Relative Time (Process)	Static Heuristic - Run None (Profile ?) 69610c7d8c0f63fb515b69c8 - minikube	Static Heuristic - Run None (Profile ?) 69610c7d8c0f63fb515b69c8 - minikube-m02	Static Heuristic - Run None (Profile ?) 69610c7d8c0f63fb515b69c8 - minikube-m03	Static Heuristic - Run None (Profile ?) 69610c7d8c0f63fb515b69c8 - minikube-m04
44764.65977912362	3	3	3	3
44774.919843249016	3	3	3	3
44785.17990737442	3	3	3	3
44795.43997149982	3	3	3	3
44805.700035625225	3	3	3	3
44815.96009975062	3	3	2	2
44826.22016387602	3	3	3	3
44836.48022800143	3	3	3	3
44846.74029212683	3	3	3	3
44857.000356252225	3	3	3	3
44867.26042037763	3	3	3	3
44877.52048450303	3	3	2	2
44887.780548628434	3	3	3	3
44898.04061275383	3	3	3	3
44908.30067687923	3	3	3	3
44918.560741004636	3	3	3	3
44928.82080513003	3	3	3	3
44939.080869255435	3	3	2	2
44949.34093338084	3	3	3	3
44959.60099750624	3	3	3	3
44969.86106163164	3	3	3	3
44980.12112575704	3	3	3	3
44990.38118988244	3	3	3	3
45000.64125400783	3	3	2	2
45010.901318133234	3	3	3	3
45021.16138225864	3	3	3	3
45031.42144638403	3	3	3	3
45041.681510509436	3	3	3	3
45051.94157463484	3	3	3	3
45062.20163876024	3	3	2	2
45072.46170288564	3	3	3	3
45082.72176701104	3	3	3	3
45092.98183113644	3	3	3	3
45103.24189526185	3	3	3	3
45113.50195938724	3	3	3	3
45123.762023512645	3	3	2	2
45134.02208763805	3	3	3	3
45144.28215176345	3	3	3	3
45154.54221588885	3	3	3	3
45164.80228001425	3	3	3	3
45175.06234413965	3	3	3	3
45185.32240826505	3	3	2	2
45195.58247239045	3	3	3	3
45205.842536515855	3	3	3	3
45216.10260064126	3	3	3	3
45226.36266476665	3	3	3	3
45236.622728892056	3	3	3	3
45246.88279301746	3	3	2	2
45257.14285714286	3	3	3	3
45267.40292126826	3	3	3	3
45277.66298539366	3	3	3	3
45287.923049519064	3	3	3	3
45298.18311364447	3	3	3	3
45308.44317776986	3	3	2	2
45318.703241895266	3	3	3	3
45328.96330602067	3	3	3	3
45339.223370146065	3	3	3	3
45349.48343427147	3	3	3	3
45359.74349839686	3	3	3	3
45370.00356252226	3	3	2	2
45380.26362664766	3	3	3	3
45390.523690773065	3	3	3	3
45400.78375489847	3	3	3	3
45411.043819023864	3	3	3	3
45421.30388314927	3	3	3	3
45431.56394727467	3	3	2	2
45441.824011400066	3	3	3	3
45452.08407552547	3	3	3	3
45462.34413965087	3	3	3	3
45472.604203776275	3	3	3	3
45482.86426790167	3	3	3	3
45493.12433202707	3	3	2	2
45503.384396152476	3	3	3	3
45513.64446027788	3	3	3	3
45523.904524403275	3	3	3	3
45534.16458852868	3	3	3	3
45544.42465265408	3	3	3	3
45554.684716779484	3	3	2	2
45564.94478090488	3	3	3	3
45575.20484503028	3	3	3	3
45585.464909155686	3	3	3	3
45595.72497328108	3	3	3	3
45605.985037406484	3	3	3	3
45616.24510153189	3	3	2	2
45626.50516565729	3	3	3	3
45636.765229782686	3	3	3	3
45647.02529390809	3	3	3	3
45657.28535803349	3	3	3	3
45667.545422158895	3	3	3	3
45677.80548628429	3	3	2	2
45688.065550409694	3	3	3	3
45698.3256145351	3	3	3	3
45708.5856786605	3	3	3	3
45718.84574278589	3	3	3	3
45729.10580691129	3	3	3	3
45739.36587103669	3	3	2	2
45749.62593516209	3	3	3	3
45759.88599928749	3	3	3	3
45770.146063412896	3	3	3	3
45780.40612753829	3	3	3	3
45790.666191663695	3	3	3	3
45800.9262557891	3	3	2	2
45811.1863199145	3	3	3	3
45821.4463840399	3	3	3	3
45831.7064481653	3	3	3	3
45841.9665122907	3	3	3	3
45852.2265764161	3	3	3	3
45862.4866405415	3	3	2	2
45872.746704666904	3	3	3	3
45883.00676879231	3	3	3	3
45893.2668329177	3	3	3	3
45903.526897043106	3	3	3	3
45913.78696116851	3	3	3	3
45924.04702529391	3	3	2	2
45934.30708941931	3	3	3	3
45944.56715354471	3	3	3	3
45954.827217670114	3	3	3	3
45965.08728179551	3	3	3	3
45975.34734592091	3	3	3	3
45985.607410046316	3	3	2	2
45995.86747417172	3	3	3	3
46006.127538297114	3	3	3	3
46016.38760242252	3	3	3	3
46026.64766654792	3	3	3	3
46036.90773067332	3	3	3	3
46047.16779479872	3	3	2	2
46057.42785892412	3	3	3	3
46067.687923049525	3	3	3	3
46077.94798717491	3	3	3	3
46088.20805130032	3	3	3	3
46098.46811542572	3	3	3	3
46108.728179551115	3	3	2	2
46118.98824367652	3	3	3	3
46129.24830780192	3	3	3	3
46139.508371927324	3	3	3	3
46149.76843605272	3	3	3	3
46160.02850017812	3	3	3	3
46170.288564303526	3	3	2	2
46180.54862842893	3	3	3	3
46190.808692554325	3	3	3	3
46201.06875667973	3	3	3	3
46211.32882080513	3	3	3	3
46221.58888493053	3	3	3	3
46231.84894905593	3	3	2	2
46242.10901318133	3	3	3	3
46252.369077306736	3	3	3	3
46262.62914143213	3	3	3	3
46272.889205557534	3	3	3	3
46283.14926968294	3	3	3	3
46293.40933380834	3	3	2	2
46303.669397933736	3	3	3	3
46313.92946205914	3	3	3	3
46324.18952618454	3	3	3	3
46334.449590309945	3	3	3	3
46344.70965443534	3	3	3	3
46354.969718560744	3	3	2	2
46365.22978268615	3	3	3	3
46375.48984681154	3	3	3	3
46385.749910936946	3	3	3	3
46396.00997506235	3	3	3	3
46406.27003918775	3	3	3	3
46416.53010331315	3	3	2	2
46426.79016743854	3	3	3	3
46437.050231563946	3	3	3	3
46447.31029568934	3	3	3	3
46457.570359814745	3	3	3	3
46467.83042394015	3	3	3	3
46478.09048806554	3	3	2	2
46488.35055219095	3	3	3	3
46498.61061631635	3	3	3	3
46508.87068044175	3	3	3	3
46519.13074456715	3	3	3	3
46529.39080869255	3	3	3	3
46539.650872817954	3	3	2	2
46549.91093694336	3	3	3	3
46560.17100106875	3	3	3	3
46570.431065194156	3	3	3	3
46580.69112931956	3	3	3	3
46590.95119344496	3	3	3	3
46601.21125757036	3	3	2	2
46611.47132169576	3	3	3	3
46621.731385821164	3	3	3	3
46631.99144994656	3	3	3	3
46642.25151407196	3	3	3	3
46652.511578197365	3	3	3	3
46662.77164232277	3	3	2	2
46673.031706448164	3	3	3	3
46683.29177057357	3	3	3	3
46693.55183469897	3	3	3	3
46703.81189882437	3	3	3	3
46714.07196294977	3	3	3	3
46724.33202707517	3	3	2	2
46734.592091200575	3	3	3	3
46744.85215532598	3	3	3	3
46755.112219451374	3	3	3	3
46765.37228357678	3	3	3	3
46775.63234770218	3	3	3	3
46785.89241182757	3	3	2	2
46796.15247595297	3	3	3	3
46806.412540078374	3	3	3	3
46816.67260420377	3	3	3	3
46826.93266832917	3	3	3	3
46837.192732454576	3	3	3	3
46847.45279657998	3	3	2	2
46857.712860705375	3	3	3	3
46867.97292483078	3	3	3	3
46878.23298895618	3	3	3	3
46888.49305308158	3	3	3	3
46898.75311720698	3	3	3	3
46909.01318133238	3	3	2	2
46919.273245457785	3	3	3	3
46929.53330958318	3	3	3	3
46939.793373708584	3	3	3	3
46950.05343783399	3	3	3	3
46960.31350195939	3	3	3	3
46970.573566084786	3	3	2	2
46980.83363021019	3	3	3	3
46991.09369433559	3	3	3	3
47001.353758460995	3	3	3	3
47011.61382258639	3	3	3	3
47021.87388671179	3	3	3	3
47032.1339508372	3	3	2	2
47042.39401496259	3	3	3	3
47052.654079087995	3	3	3	3
47062.9141432134	3	3	3	3
47073.1742073388	3	3	3	3
47083.4342714642	3	3	3	3
47093.6943355896	3	3	2	2
47103.954399715	3	3	3	3
47114.214463840406	3	3	3	3
47124.4745279658	3	3	3	3
47134.734592091205	3	3	3	3
47144.99465621659	3	3	3	3
47155.254720341996	3	3	2	2
47165.5147844674	3	3	3	3
47175.7748485928	3	3	3	3
47186.0349127182	3	3	3	3
47196.2949768436	3	3	3	3
47206.555040969004	3	3	3	3
47216.81510509441	3	3	2	2
47227.0751692198	3	3	3	3
47237.335233345206	3	3	3	3
47247.59529747061	3	3	3	3
47257.85536159601	3	3	3	3
47268.11542572141	3	3	3	3
47278.37548984681	3	3	2	2
47288.63555397221	3	3	3	3
47298.89561809761	3	3	3	3
47309.15568222301	3	3	3	3
47319.415746348415	3	3	3	3
47329.67581047382	3	3	3	3
47339.935874599214	3	3	2	2
47350.19593872462	3	3	3	3
47360.45600285002	3	3	3	3
47370.71606697542	3	3	3	3
47380.97613110082	3	3	3	3
47391.23619522622	3	3	3	3
47401.496259351625	3	3	2	2
47411.75632347702	3	3	3	3
47422.01638760242	3	3	3	3
47432.27645172783	3	3	3	3
47442.53651585323	3	3	3	3
47452.796579978625	3	3	3	3
47463.05664410403	3	3	2	2
47473.31670822943	3	3	3	3
47483.576772354834	3	3	3	3
47493.83683648023	3	3	3	3
47504.096900605626	3	3	3	3
47514.35696473103	3	3	3	3
47524.617028856424	3	3	2	2
47534.87709298183	3	3	3	3
47545.13715710723	3	3	3	3
47555.397221232626	3	3	3	3
47565.65728535803	3	3	3	3
47575.91734948343	3	3	3	3
47586.177413608835	3	3	2	2
47596.43747773423	3	3	3	3
47606.697541859634	3	3	3	3
47616.95760598504	3	3	3	3
47627.21767011044	3	3	3	3
47637.477734235836	3	3	3	3
47647.73779836124	3	3	2	2
47657.99786248664	3	3	3	3
47668.25792661204	3	3	3	3
47678.51799073744	3	3	3	3
47688.77805486284	3	3	3	3
47699.03811898825	3	3	3	3
47709.29818311364	3	3	2	2
47719.558247239045	3	3	3	3
47729.81831136445	3	3	3	3
47740.07837548985	3	3	3	3
47750.33843961525	3	3	3	3
47760.59850374065	3	3	3	3
47770.85856786605	3	3	2	2
47781.118631991456	3	3	3	3
47791.37869611685	3	3	3	3
47801.638760242255	3	3	3	3
47811.89882436766	3	3	3	3
47822.15888849305	3	3	3	3
47832.41895261846	3	3	2	2
47842.67901674386	3	3	3	3
47852.93908086926	3	3	3	3
47863.19914499465	3	3	3	3
47873.459209120054	3	3	3	3
47883.71927324546	3	3	3	3
47893.97933737085	3	3	2	2
47904.239401496256	3	3	3	3
47914.49946562166	3	3	3	3
47924.759529747054	3	3	3	3
47935.01959387246	3	3	3	3
47945.27965799786	3	3	3	3
47955.53972212326	3	3	2	2
47965.79978624866	3	3	3	3
47976.05985037406	3	3	3	3
47986.319914499465	3	3	3	3
47996.57997862487	3	3	3	3
48006.840042750264	3	3	3	3
48017.10010687567	3	3	2	2
48027.36017100107	3	3	3	3
48037.62023512647	3	3	3	3
48047.88029925187	3	3	3	3
48058.14036337727	3	3	3	3
48068.400427502675	3	3	3	3
48078.66049162807	3	3	2	2
48088.92055575347	3	3	3	3
48099.180619878876	3	3	3	3
48109.44068400428	3	3	3	3
48119.700748129675	3	3	3	3
48129.96081225508	3	3	3	3
48140.22087638048	3	3	2	2
48150.480940505884	3	3	3	3
48160.74100463128	3	3	3	3
48171.00106875668	3	3	3	3
48181.261132882086	3	3	3	3
48191.52119700749	3	3	3	3
48201.781261132885	3	3	2	2
48212.04132525829	3	3	3	3
48222.301389383676	3	3	3	3
48232.56145350908	3	3	3	3
48242.82151763448	3	3	3	3
48253.081581759885	3	3	3	3
48263.34164588528	3	3	2	2
48273.601710010684	3	3	3	3
48283.86177413609	3	3	3	3
48294.12183826149	3	3	3	3
48304.381902386885	3	3	3	3
48314.64196651229	3	3	3	3
48324.90203063769	3	3	2	2
48335.16209476309	3	3	3	3
48345.42215888849	3	3	3	3
48355.68222301389	3	3	3	3
48365.942287139296	3	3	3	3
48376.20235126469	3	3	3	3
48386.462415390095	3	3	2	2
48396.7224795155	3	3	3	3
48406.9825436409	3	3	3	3
48417.2426077663	3	3	3	3
48427.5026718917	3	3	3	3
48437.7627360171	3	3	3	3
48448.022800142506	3	3	2	2
48458.2828642679	3	3	3	3
48468.542928393304	3	3	3	3
48478.80299251871	3	3	3	3
48489.0630566441	3	3	3	3
48499.323120769506	3	3	3	3
48509.58318489491	3	3	2	2
48519.84324902031	3	3	3	3
48530.10331314571	3	3	3	3
48540.36337727111	3	3	3	3
48550.623441396514	3	3	3	3
48560.88350552192	3	3	3	3
48571.14356964731	3	3	2	2
48581.40363377271	3	3	3	3
48591.663697898104	3	3	3	3
48601.92376202351	3	3	3	3
48612.18382614891	3	3	3	3
48622.44389027431	3	3	3	3
48632.70395439971	3	3	2	2
48642.96401852511	3	3	3	3
48653.224082650515	3	3	3	3
48663.48414677592	3	3	3	3
48673.74421090131	3	3	3	3
48684.00427502672	3	3	3	3
48694.26433915212	3	3	2	2
48704.52440327752	3	3	3	3
48714.78446740292	3	3	3	3
48725.04453152832	3	3	3	3
48735.304595653724	3	3	3	3
48745.56465977912	3	3	3	3
48755.82472390452	3	3	2	2
48766.084788029926	3	3	3	3
48776.34485215533	3	3	3	3
48786.604916280725	3	3	3	3
48796.86498040613	3	3	3	3
48807.12504453153	3	3	3	3
48817.385108656934	3	3	2	2
48827.64517278233	3	3	3	3
48837.90523690773	3	3	3	3
48848.165301033136	3	3	3	3
48858.42536515853	3	3	3	3
48868.685429283934	3	3	3	3
48878.94549340934	3	3	2	2
48889.20555753474	3	3	3	3
48899.465621660136	3	3	3	3
48909.72568578554	3	3	3	3
48919.98574991094	3	3	3	3
48930.245814036345	3	3	3	3
48940.50587816173	3	3	2	2
48950.76594228714	3	3	3	3
48961.02600641254	3	3	3	3
48971.286070537935	3	3	3	3
48981.54613466334	3	3	3	3
48991.80619878874	3	3	3	3
49002.06626291414	3	3	2	2
49012.32632703954	3	3	3	3
49022.58639116494	3	3	3	3
49032.846455290346	3	3	3	3
49043.10651941574	3	3	3	3
49053.366583541145	3	3	3	3
49063.62664766655	3	3	2	2
49073.88671179195	3	3	3	3
49084.14677591735	3	3	3	3
49094.40684004275	3	3	3	3
49104.66690416815	3	3	3	3
49114.92696829355	3	3	3	3
49125.18703241895	3	3	2	2
49135.447096544354	3	3	3	3
49145.70716066976	3	3	3	3
49155.96722479515	3	3	3	3
49166.227288920556	3	3	3	3
49176.48735304596	3	3	3	3
49186.74741717136	3	3	2	2
49197.00748129676	3	3	3	3
49207.26754542216	3	3	3	3
49217.527609547564	3	3	3	3
49227.78767367297	3	3	3	3
49238.04773779836	3	3	3	3
49248.307801923766	3	3	2	2
49258.56786604917	3	3	3	3
49268.827930174564	3	3	3	3
49279.08799429997	3	3	3	3
49289.34805842537	3	3	3	3
49299.60812255076	3	3	3	3
49309.86818667616	3	3	2	2
49320.128250801565	3	3	3	3
49330.38831492697	3	3	3	3
49340.64837905236	3	3	3	3
49350.90844317777	3	3	3	3
49361.16850730317	3	3	3	3
49371.428571428565	3	3	2	2
49381.68863555397	3	3	3	3
49391.94869967937	3	3	3	3
49402.208763804774	3	3	3	3
49412.46882793017	3	3	3	3
49422.72889205557	3	3	3	3
49432.988956180976	3	3	2	2
49443.24902030638	3	3	3	3
49453.509084431775	3	3	3	3
49463.76914855718	3	3	3	3
49474.02921268258	3	3	3	3
49484.289276807984	3	3	3	3
49494.54934093338	3	3	2	2
49504.80940505878	3	3	3	3
49515.069469184185	3	3	3	3
49525.32953330958	3	3	3	3
49535.589597434984	3	3	3	3
49545.84966156039	3	3	3	3
49556.10972568579	3	3	2	2
49566.369789811186	3	3	3	3
49576.62985393659	3	3	3	3
49586.88991806199	3	3	3	3
49597.149982187395	3	3	3	3
49607.41004631279	3	3	3	3
49617.670110438194	3	3	2	2
49627.9301745636	3	3	3	3
49638.190238689	3	3	3	3
49648.450302814395	3	3	3	3
49658.71036693979	3	3	3	3
49668.97043106519	3	3	3	3
49679.23049519059	3	3	2	2
49689.49055931599	3	3	3	3
49699.750623441396	3	3	3	3
49710.01068756679	3	3	3	3
49720.270751692195	3	3	3	3
49730.5308158176	3	3	3	3
49740.790879943	3	3	2	2
49751.050944068396	3	3	3	3
49761.3110081938	3	3	3	3
49771.5710723192	3	3	3	3
49781.8311364446	3	3	3	3
49792.09120057	3	3	3	3
49802.351264695404	3	3	2	2
49812.61132882081	3	3	3	3
49822.8713929462	3	3	3	3
49833.131457071606	3	3	3	3
49843.39152119701	3	3	3	3
49853.65158532241	3	3	3	3
49863.91164944781	3	3	2	2
49874.17171357321	3	3	3	3
49884.43177769861	3	3	3	3
49894.69184182402	3	3	3	3
49904.95190594941	3	3	3	3
49915.211970074815	3	3	3	3
49925.47203420022	3	3	2	2
49935.732098325614	3	3	3	3
49945.99216245102	3	3	3	3
49956.25222657642	3	3	3	3
49966.51229070182	3	3	3	3
49976.77235482722	3	3	3	3
49987.03241895262	3	3	2	2
49997.292483078025	3	3	3	3
50007.55254720343	3	3	3	3
50017.812611328816	3	3	3	3
50028.07267545422	3	3	3	3
50038.332739579615	3	3	3	3
50048.59280370502	3	3	2	2
50058.85286783042	3	3	3	3
50069.112931955824	3	3	3	3
50079.37299608122	3	3	3	3
50089.63306020662	3	3	3	3
50099.893124332026	3	3	3	3
50110.15318845743	3	3	2	2
50120.413252582824	3	3	3	3
50130.67331670823	3	3	3	3
50140.93338083363	3	3	3	3
50151.19344495903	3	3	3	3
50161.45350908443	3	3	3	3
50171.71357320983	3	3	2	2
50181.973637335235	3	3	3	3
50192.23370146063	3	3	3	3
50202.493765586034	3	3	3	3
50212.75382971144	3	3	3	3
50223.01389383684	3	3	3	3
50233.273957962236	3	3	2	2
50243.53402208764	3	3	3	3
50253.79408621304	3	3	3	3
50264.054150338445	3	3	3	3
50274.31421446384	3	3	3	3
50284.57427858924	3	3	3	3
50294.83434271465	3	3	2	2
50305.09440684004	3	3	3	3
50315.354470965445	3	3	3	3
50325.61453509085	3	3	3	3
50335.87459921625	3	3	3	3
50346.13466334165	3	3	3	3
50356.39472746705	3	3	2	2
50366.65479159245	3	3	3	3
50376.91485571784	3	3	3	3
50387.174919843244	3	3	3	3
50397.43498396865	3	3	3	3
50407.69504809404	3	3	3	3
50417.955112219446	3	3	2	2
50428.21517634485	3	3	3	3
50438.47524047025	3	3	3	3
50448.73530459565	3	3	3	3
50458.99536872105	3	3	3	3
50469.255432846454	3	3	3	3
50479.51549697186	3	3	2	2
50489.77556109725	3	3	3	3
50500.035625222656	3	3	3	3
50510.29568934806	3	3	3	3
50520.55575347346	3	3	3	3
50530.81581759886	3	3	3	3
50541.07588172426	3	3	2	2
50551.33594584966	3	3	3	3
50561.59600997506	3	3	3	3
50571.85607410046	3	3	3	3
50582.116138225865	3	3	3	3
50592.37620235127	3	3	3	3
50602.636266476664	3	3	2	2
50612.89633060207	3	3	3	3
50623.15639472747	3	3	3	3
50633.41645885287	3	3	3	3
50643.67652297827	3	3	3	3
50653.93658710367	3	3	3	3
50664.196651229075	3	3	2	2
50674.45671535448	3	3	3	3
50684.71677947987	3	3	3	3
50694.97684360528	3	3	3	3
50705.23690773068	3	3	3	3
50715.496971856075	3	3	3	3
50725.75703598148	3	3	2	2
50736.017100106874	3	3	3	3
50746.27716423227	3	3	3	3
50756.53722835767	3	3	3	3
50766.797292483076	3	3	3	3
50777.05735660848	3	3	3	3
50787.317420733874	3	3	2	2
50797.57748485928	3	3	3	3
50807.83754898468	3	3	3	3
50818.097613110076	3	3	3	3
50828.35767723548	3	3	3	3
50838.61774136088	3	3	3	3
50848.877805486285	3	3	2	2
50859.13786961168	3	3	3	3
50869.397933737084	3	3	3	3
50879.65799786249	3	3	3	3
50889.91806198789	3	3	3	3
50900.178126113286	3	3	3	3
50910.43819023869	3	3	2	2
50920.69825436409	3	3	3	3
50930.958318489495	3	3	3	3
50941.21838261489	3	3	3	3
50951.47844674029	3	3	3	3
50961.738510865696	3	3	3	3
50971.99857499109	3	3	2	2
50982.258639116495	3	3	3	3
50992.5187032419	3	3	3	3
51002.7787673673	3	3	3	3
51013.0388314927	3	3	3	3
51023.2988956181	3	3	3	3
51033.5589597435	3	3	2	2
51043.819023868906	3	3	3	3
51054.0790879943	3	3	3	3
51064.339152119705	3	3	3	3
51074.59921624511	3	3	3	3
51084.85928037051	3	3	3	3
51095.1193444959	3	3	2	2
51105.3794086213	3	3	3	3
51115.6394727467	3	3	3	3
51125.8995368721	3	3	3	3
51136.159600997504	3	3	3	3
51146.41966512291	3	3	3	3
51156.6797292483	3	3	2	2
51166.939793373705	3	3	3	3
51177.19985749911	3	3	3	3
51187.45992162451	3	3	3	3
51197.71998574991	3	3	3	3
51207.98004987531	3	3	3	3
51218.24011400071	3	3	2	2
51228.50017812611	3	3	3	3
51238.76024225151	3	3	3	3
51249.020306376915	3	3	3	3
51259.28037050232	3	3	3	3
51269.540434627714	3	3	3	3
51279.80049875312	3	3	2	2
51290.06056287852	3	3	3	3
51300.32062700392	3	3	3	3
51310.58069112932	3	3	3	3
51320.84075525472	3	3	3	3
51331.100819380124	3	3	3	3
51341.36088350553	3	3	2	2
51351.62094763092	3	3	3	3
51361.881011756326	3	3	3	3
51372.14107588173	3	3	3	3
51382.401140007125	3	3	3	3
51392.66120413253	3	3	3	3
51402.92126825793	3	3	2	2
51413.181332383334	3	3	3	3
51423.44139650873	3	3	3	3
51433.70146063413	3	3	3	3
51443.961524759536	3	3	3	3
51454.221588884924	3	3	3	3
51464.48165301033	3	3	2	2
51474.74171713573	3	3	3	3
51485.001781261126	3	3	3	3
51495.26184538653	3	3	3	3
51505.52190951193	3	3	3	3
51515.781973637335	3	3	3	3
51526.04203776273	3	3	2	2
51536.30210188813	3	3	3	3
51546.56216601354	3	3	3	3
51556.82223013894	3	3	3	3
51567.082294264335	3	3	3	3
51577.34235838974	3	3	3	3
51587.60242251514	3	3	2	2
51597.862486640544	3	3	3	3
51608.12255076594	3	3	3	3
51618.38261489134	3	3	3	3
51628.642679016746	3	3	3	3
51638.90274314214	3	3	3	3
51649.162807267545	3	3	2	2
51659.42287139295	3	3	3	3
51669.68293551835	3	3	3	3
51679.94299964375	3	3	3	3
51690.20306376915	3	3	3	3
51700.46312789455	3	3	3	3
51710.723192019956	3	3	2	2
51720.98325614535	3	3	3	3
51731.243320270754	3	3	3	3
51741.50338439616	3	3	3	3
51751.76344852155	3	3	3	3
51762.023512646956	3	3	3	3
51772.28357677236	3	3	2	2
51782.54364089776	3	3	3	3
51792.80370502316	3	3	3	3
51803.06376914856	3	3	3	3
51813.32383327396	3	3	3	3
51823.58389739935	3	3	3	3
51833.843961524755	3	3	2	2
51844.10402565016	3	3	3	3
51854.364089775554	3	3	3	3
51864.62415390096	3	3	3	3
51874.88421802636	3	3	3	3
51885.14428215176	3	3	3	3
51895.40434627716	3	3	2	2
51905.66441040256	3	3	3	3
51915.924474527965	3	3	3	3
51926.18453865337	3	3	3	3
51936.44460277876	3	3	3	3
51946.70466690417	3	3	3	3
51956.96473102957	3	3	2	2
51967.22479515497	3	3	3	3
51977.48485928037	3	3	3	3
51987.74492340577	3	3	3	3
51998.004987531174	3	3	3	3
52008.26505165657	3	3	3	3
52018.52511578197	3	3	2	2
52028.785179907376	3	3	3	3
52039.04524403278	3	3	3	3
52049.305308158175	3	3	3	3
52059.56537228358	3	3	3	3
52069.82543640898	3	3	3	3
52080.085500534384	3	3	2	2
52090.34556465978	3	3	3	3
52100.60562878518	3	3	3	3
52110.865692910585	3	3	3	3
52121.12575703599	3	3	3	3
52131.385821161384	3	3	3	3
52141.64588528679	3	3	2	2
52151.90594941219	3	3	3	3
52162.166013537586	3	3	3	3
52172.42607766298	3	3	3	3
52182.686141788385	3	3	3	3
52192.94620591378	3	3	3	3
52203.20627003918	3	3	2	2
52213.46633416459	3	3	3	3
52223.72639828999	3	3	3	3
52233.986462415385	3	3	3	3
52244.24652654079	3	3	3	3
52254.50659066619	3	3	3	3
52264.76665479159	3	3	2	2
52275.02671891699	3	3	3	3
52285.28678304239	3	3	3	3
52295.546847167796	3	3	3	3
52305.80691129319	3	3	3	3
52316.066975418595	3	3	3	3
52326.327039544	3	3	2	2
52336.5871036694	3	3	3	3
52346.8471677948	3	3	3	3
52357.1072319202	3	3	3	3
52367.3672960456	3	3	3	3
52377.627360171005	3	3	3	3
52387.8874242964	3	3	2	2
52398.147488421804	3	3	3	3
52408.40755254721	3	3	3	3
52418.6676166726	3	3	3	3
52428.927680798006	3	3	3	3
52439.18774492341	3	3	3	3
52449.44780904881	3	3	2	2
52459.70787317421	3	3	3	3
52469.96793729961	3	3	3	3
52480.228001425014	3	3	3	3
52490.48806555042	3	3	3	3
52500.74812967581	3	3	3	3
52511.008193801215	3	3	2	2
52521.268257926604	3	3	3	3
52531.52832205201	3	3	3	3
52541.78838617741	3	3	3	3
52552.04845030281	3	3	3	3
52562.30851442821	3	3	3	3
52572.56857855361	3	3	2	2
52582.828642679015	3	3	3	3
52593.08870680442	3	3	3	3
52603.34877092981	3	3	3	3
52613.608835055216	3	3	3	3
52623.86889918062	3	3	3	3
52634.12896330602	3	3	2	2
52644.38902743142	3	3	3	3
52654.64909155682	3	3	3	3
52664.909155682224	3	3	3	3
52675.16921980762	3	3	3	3
52685.42928393302	3	3	3	3
52695.689348058426	3	3	2	2
52705.94941218383	3	3	3	3
52716.209476309225	3	3	3	3
52726.46954043463	3	3	3	3
52736.72960456003	3	3	3	3
52746.98966868543	3	3	3	3
52757.24973281083	3	3	2	2
52767.50979693623	3	3	3	3
52777.769861061635	3	3	3	3
52788.02992518704	3	3	3	3
52798.289989312434	3	3	3	3
52808.55005343784	3	3	3	3
52818.81011756324	3	3	2	2
52829.070181688636	3	3	3	3
52839.33024581404	3	3	3	3
52849.59030993944	3	3	3	3
52859.850374064845	3	3	3	3
52870.11043819024	3	3	3	3
52880.370502315636	3	3	2	2
52890.63056644104	3	3	3	3
52900.890630566435	3	3	3	3
52911.15069469184	3	3	3	3
52921.41075881724	3	3	3	3
52931.67082294264	3	3	3	3
52941.93088706804	3	3	2	2
52952.19095119344	3	3	3	3
52962.451015318846	3	3	3	3
52972.71107944424	3	3	3	3
52982.971143569644	3	3	3	3
52993.23120769505	3	3	3	3
53003.49127182045	3	3	2	2
53013.751335945846	3	3	3	3
53024.01140007125	3	3	3	3
53034.27146419665	3	3	3	3
53044.531528322055	3	3	3	3
53054.79159244745	3	3	3	3
53065.051656572854	3	3	2	2
53075.31172069826	3	3	3	3
53085.57178482365	3	3	3	3
53095.831848949056	3	3	3	3
53106.09191307446	3	3	3	3
53116.35197719986	3	3	3	3
53126.61204132526	3	3	2	2
53136.87210545066	3	3	3	3
53147.13216957606	3	3	3	3
53157.39223370147	3	3	3	3
53167.65229782686	3	3	3	3
53177.912361952265	3	3	3	3
53188.17242607767	3	3	2	2
53198.432490203064	3	3	3	3
53208.69255432847	3	3	3	3
53218.95261845387	3	3	3	3
53229.21268257927	3	3	3	3
53239.47274670466	3	3	3	3
53249.732810830064	3	3	2	2
53259.99287495547	3	3	3	3
53270.25293908086	3	3	3	3
53280.513003206266	3	3	3	3
53290.77306733167	3	3	3	3
53301.033131457065	3	3	3	3
53311.29319558247	3	3	2	2
53321.55325970787	3	3	3	3
53331.813323833274	3	3	3	3
53342.07338795867	3	3	3	3
53352.33345208407	3	3	3	3
53362.593516209476	3	3	3	3
53372.85358033488	3	3	2	2
53383.113644460274	3	3	3	3
53393.37370858568	3	3	3	3
53403.63377271108	3	3	3	3
53413.89383683648	3	3	3	3
53424.15390096188	3	3	3	3
53434.41396508728	3	3	2	2
53444.674029212685	3	3	3	3
53454.93409333808	3	3	3	3
53465.194157463484	3	3	3	3
53475.45422158889	3	3	3	3
53485.71428571429	3	3	3	3
53495.974349839686	3	3	2	2
53506.23441396509	3	3	3	3
53516.49447809049	3	3	3	3
53526.754542215895	3	3	3	3
53537.01460634129	3	3	3	3
53547.27467046669	3	3	3	3
53557.534734592096	3	3	2	2
53567.7947987175	3	3	3	3
53578.054862842895	3	3	3	3
53588.3149269683	3	3	3	3
53598.57499109369	3	3	3	3
53608.83505521909	3	3	3	3
