Relative Time (Process)	Optimized Balance Heuristic - Run None (Profile ?) 695d40131ad7974abf0bee63 - minikube	Optimized Balance Heuristic - Run None (Profile ?) 695d40131ad7974abf0bee63 - minikube-m02	Optimized Balance Heuristic - Run None (Profile ?) 695d40131ad7974abf0bee63 - minikube-m03	Optimized Balance Heuristic - Run None (Profile ?) 695d40131ad7974abf0bee63 - minikube-m04
10880.727981800455	1	1	1	1
10894.76763080923	1	1	1	1
10908.807279818004	4	4	4	4
10922.846928826779	1	1	1	1
10936.886577835554	1	1	1	1
10950.926226844329	1	1	1	1
10964.965875853104	1	1	1	1
10979.00552486188	1	1	1	1
10993.045173870654	4	4	4	4
11007.084822879428	1	1	1	1
11021.124471888203	1	1	1	1
11035.164120896978	1	1	1	1
11049.203769905753	1	1	1	1
11063.243418914528	1	1	1	1
11077.283067923303	4	4	4	4
11091.322716932076	1	1	1	1
11105.362365940851	1	1	1	1
11119.402014949626	1	1	1	1
11133.441663958401	1	1	1	1
11147.481312967177	1	1	1	1
11161.520961975952	4	4	4	4
11175.560610984725	1	1	1	1
11189.6002599935	1	1	1	1
11203.639909002275	1	1	1	1
11217.67955801105	1	1	1	1
11231.719207019825	1	1	1	1
11245.7588560286	4	4	4	4
11259.798505037374	1	1	1	1
11273.838154046149	1	1	1	1
11287.877803054924	1	1	1	1
11301.917452063699	1	1	1	1
11315.957101072474	1	1	1	1
11329.996750081249	4	4	4	4
11344.036399090022	1	1	1	1
11358.076048098797	1	1	1	1
11372.115697107572	1	1	1	1
11386.155346116348	1	1	1	1
11400.194995125123	1	1	1	1
11414.234644133898	4	4	4	4
11428.274293142673	1	1	1	1
11442.313942151446	1	1	1	1
11456.353591160221	1	1	1	1
11470.393240168996	1	1	1	1
11484.432889177771	1	1	1	1
11498.472538186546	4	4	4	4
11512.512187195322	1	1	1	1
11526.551836204095	1	1	1	1
11540.59148521287	1	1	1	1
11554.631134221645	1	1	1	1
11568.67078323042	1	1	1	1
11582.710432239195	4	4	4	4
11596.75008124797	1	1	1	1
11610.789730256742	1	1	1	1
11624.829379265519	1	1	1	1
11638.869028274294	1	1	1	1
11652.908677283069	1	1	1	1
11666.948326291844	4	4	4	4
11680.987975300619	1	1	1	1
11695.02762430939	1	1	1	1
11709.067273318165	1	1	1	1
11723.106922326942	1	1	1	1
11737.146571335717	1	1	1	1
11751.186220344493	4	4	4	4
11765.225869353268	1	1	1	1
11779.265518362039	1	1	1	1
11793.305167370814	1	1	1	1
11807.34481637959	1	1	1	1
11821.384465388366	1	1	1	1
11835.424114397141	4	4	4	4
11849.463763405916	1	1	1	1
11863.503412414691	1	1	1	1
11877.543061423463	1	1	1	1
11891.582710432238	1	1	1	1
11905.622359441013	1	1	1	1
11919.66200844979	4	4	4	4
11933.701657458565	1	1	1	1
11947.74130646734	1	1	1	1
11961.780955476112	1	1	1	1
11975.820604484887	1	1	1	1
11989.860253493662	1	1	1	1
12003.899902502437	4	4	4	4
12017.939551511214	1	1	1	1
12031.979200519989	1	1	1	1
12046.01884952876	1	1	1	1
12060.058498537535	1	1	1	1
12074.09814754631	1	1	1	1
12088.137796555086	4	4	4	4
12102.17744556386	1	1	1	1
12116.217094572638	1	1	1	1
12130.256743581409	1	1	1	1
12144.296392590184	1	1	1	1
12158.33604159896	1	1	1	1
12172.375690607734	4	4	4	4
12186.41533961651	1	1	1	1
12200.454988625284	1	1	1	1
12214.494637634058	1	1	1	1
12228.534286642833	1	1	1	1
12242.573935651608	1	1	1	1
12256.613584660383	4	4	4	4
12270.653233669158	1	1	1	1
12284.692882677933	1	1	1	1
12298.732531686708	1	1	1	1
12312.772180695481	1	1	1	1
12326.811829704257	1	1	1	1
12340.851478713032	4	4	4	4
12354.891127721807	1	1	1	1
12368.930776730582	1	1	1	1
12382.970425739357	1	1	1	1
12397.01007474813	1	1	1	1
12411.049723756905	1	1	1	1
12425.08937276568	4	4	4	4
12439.129021774455	1	1	1	1
12453.16867078323	1	1	1	1
12467.208319792006	1	1	1	1
12481.247968800779	1	1	1	1
12495.287617809554	1	1	1	1
12509.327266818329	4	4	4	4
12523.366915827104	1	1	1	1
12537.40656483588	1	1	1	1
12551.446213844654	1	1	1	1
12565.485862853428	1	1	1	1
12579.525511862203	1	1	1	1
12593.565160870978	4	4	4	4
12607.604809879753	1	1	1	1
12621.644458888528	1	1	1	1
12635.684107897303	1	1	1	1
12649.723756906076	1	1	1	1
12663.763405914851	1	1	1	1
12677.803054923626	4	4	4	4
12691.842703932401	1	1	1	1
12705.882352941177	1	1	1	1
12719.922001949952	1	1	1	1
12733.961650958727	1	1	1	1
12748.0012999675	1	1	1	1
12762.040948976275	4	4	4	4
12776.08059798505	1	1	1	1
12790.120246993825	1	1	1	1
12804.1598960026	1	1	1	1
12818.199545011375	1	1	1	1
12832.239194020149	1	1	1	1
12846.278843028924	4	4	4	4
12860.318492037699	1	1	1	1
12874.358141046474	1	1	1	1
12888.397790055249	1	1	1	1
12902.437439064024	1	1	1	1
12916.477088072797	1	1	1	1
12930.516737081573	4	4	4	4
12944.556386090348	1	1	1	1
12958.596035099123	1	1	1	1
12972.635684107898	1	1	1	1
12986.675333116673	1	1	1	1
13000.714982125446	1	1	1	1
13014.754631134221	4	4	4	4
13028.794280142996	1	1	1	1
13042.833929151771	1	1	1	1
13056.873578160546	1	1	1	1
13070.913227169322	1	1	1	1
13084.952876178095	1	1	1	1
13098.99252518687	4	4	4	4
13113.032174195645	1	1	1	1
13127.07182320442	1	1	1	1
13141.111472213195	1	1	1	1
13155.15112122197	1	1	1	1
13169.190770230744	1	1	1	1
13183.230419239519	4	4	4	4
13197.270068248294	1	1	1	1
13211.309717257069	1	1	1	1
13225.349366265844	1	1	1	1
13239.389015274619	1	1	1	1
13253.428664283394	1	1	1	1
13267.468313292167	4	4	4	4
13281.507962300942	1	1	1	1
13295.547611309717	1	1	1	1
13309.587260318493	1	1	1	1
13323.626909327268	1	1	1	1
13337.666558336043	1	1	1	1
13351.706207344816	4	4	4	4
13365.745856353591	1	1	1	1
13379.785505362366	1	1	1	1
13393.825154371141	1	1	1	1
13407.864803379916	1	1	1	1
13421.904452388691	1	1	1	1
13435.944101397465	4	4	4	4
13449.98375040624	1	1	1	1
13464.023399415015	1	1	1	1
13478.06304842379	1	1	1	1
13492.102697432565	1	1	1	1
13506.14234644134	1	1	1	1
13520.181995450113	4	4	4	4
13534.221644458888	1	1	1	1
13548.261293467664	1	1	1	1
13562.300942476439	1	1	1	1
13576.340591485214	1	1	1	1
13590.380240493989	1	1	1	1
13604.419889502762	4	4	4	4
13618.459538511537	1	1	1	1
13632.499187520312	1	1	1	1
13646.538836529087	1	1	1	1
13660.578485537862	1	1	1	1
13674.618134546638	1	1	1	1
13688.657783555413	4	4	4	4
13702.697432564186	1	1	1	1
13716.737081572961	1	1	1	1
13730.776730581736	1	1	1	1
13744.816379590511	1	1	1	1
13758.856028599286	1	1	1	1
13772.895677608061	4	4	4	4
13786.935326616833	1	1	1	1
13800.97497562561	1	1	1	1
13815.014624634385	1	1	1	1
13829.05427364316	1	1	1	1
13843.093922651935	1	1	1	1
13857.13357166071	4	4	4	4
13871.173220669481	1	1	1	1
13885.212869678257	1	1	1	1
13899.252518687033	1	1	1	1
13913.292167695809	1	1	1	1
13927.331816704584	1	1	1	1
13941.371465713359	4	4	4	4
13955.41111472213	1	1	1	1
13969.450763730905	1	1	1	1
13983.49041273968	1	1	1	1
13997.530061748457	1	1	1	1
14011.569710757232	1	1	1	1
14025.609359766007	4	4	4	4
14039.649008774779	1	1	1	1
14053.688657783554	1	1	1	1
14067.728306792329	1	1	1	1
14081.767955801104	1	1	1	1
14095.807604809881	1	1	1	1
14109.847253818656	4	4	4	4
14123.886902827431	1	1	1	1
14137.926551836203	1	1	1	1
14151.966200844978	1	1	1	1
14166.005849853753	1	1	1	1
14180.045498862528	1	1	1	1
14194.085147871305	4	4	4	4
14208.12479688008	1	1	1	1
14222.164445888851	1	1	1	1
14236.204094897626	1	1	1	1
14250.243743906402	1	1	1	1
14264.283392915177	1	1	1	1
14278.323041923952	4	4	4	4
14292.362690932729	1	1	1	1
14306.4023399415	1	1	1	1
14320.441988950275	1	1	1	1
14334.48163795905	1	1	1	1
14348.521286967825	1	1	1	1
14362.5609359766	4	4	4	4
14376.600584985375	1	1	1	1
14390.640233994149	1	1	1	1
14404.679883002924	1	1	1	1
14418.719532011699	1	1	1	1
14432.759181020474	1	1	1	1
14446.798830029249	4	4	4	4
14460.838479038024	1	1	1	1
14474.878128046797	1	1	1	1
14488.917777055573	1	1	1	1
14502.957426064348	1	1	1	1
14516.997075073123	1	1	1	1
14531.036724081898	4	4	4	4
14545.076373090673	1	1	1	1
14559.116022099448	1	1	1	1
14573.155671108221	1	1	1	1
14587.195320116996	1	1	1	1
14601.234969125771	1	1	1	1
14615.274618134546	4	4	4	4
14629.314267143322	1	1	1	1
14643.353916152097	1	1	1	1
14657.39356516087	1	1	1	1
14671.433214169645	1	1	1	1
14685.47286317842	1	1	1	1
14699.512512187195	4	4	4	4
14713.55216119597	1	1	1	1
14727.591810204745	1	1	1	1
14741.631459213519	1	1	1	1
14755.671108222294	1	1	1	1
14769.710757231069	1	1	1	1
14783.750406239844	4	4	4	4
14797.790055248619	1	1	1	1
14811.829704257394	1	1	1	1
14825.869353266167	1	1	1	1
14839.909002274942	1	1	1	1
14853.948651283717	1	1	1	1
14867.988300292493	4	4	4	4
14882.027949301268	1	1	1	1
14896.067598310043	1	1	1	1
14910.107247318816	1	1	1	1
14924.146896327591	1	1	1	1
14938.186545336366	1	1	1	1
14952.226194345141	4	4	4	4
14966.265843353916	1	1	1	1
14980.305492362691	1	1	1	1
14994.345141371465	1	1	1	1
15008.38479038024	1	1	1	1
15022.424439389015	1	1	1	1
15036.46408839779	4	4	4	4
15050.503737406565	1	1	1	1
15064.54338641534	1	1	1	1
15078.583035424115	1	1	1	1
15092.622684432888	1	1	1	1
15106.662333441664	1	1	1	1
15120.701982450439	4	4	4	4
15134.741631459214	1	1	1	1
15148.781280467989	1	1	1	1
15162.820929476764	1	1	1	1
15176.860578485537	1	1	1	1
15190.900227494312	1	1	1	1
15204.939876503087	4	4	4	4
15218.979525511862	1	1	1	1
15233.019174520638	1	1	1	1
15247.058823529413	1	1	1	1
15261.098472538186	1	1	1	1
15275.138121546961	1	1	1	1
15289.177770555736	4	4	4	4
15303.217419564511	1	1	1	1
15317.257068573286	1	1	1	1
15331.296717582061	1	1	1	1
15345.336366590835	1	1	1	1
15359.37601559961	1	1	1	1
15373.415664608385	4	4	4	4
15387.45531361716	1	1	1	1
15401.494962625935	1	1	1	1
15415.53461163471	1	1	1	1
15429.574260643483	1	1	1	1
15443.613909652258	1	1	1	1
15457.653558661033	4	4	4	4
15471.693207669809	1	1	1	1
15485.732856678584	1	1	1	1
15499.772505687359	1	1	1	1
15513.812154696134	1	1	1	1
15527.851803704907	1	1	1	1
15541.891452713682	4	4	4	4
15555.931101722457	1	1	1	1
15569.970750731232	1	1	1	1
15584.010399740007	1	1	1	1
15598.050048748783	1	1	1	1
15612.089697757556	1	1	1	1
15626.12934676633	4	4	4	4
15640.168995775106	1	1	1	1
15654.208644783881	1	1	1	1
15668.248293792656	1	1	1	1
15682.287942801431	1	1	1	1
15696.327591810204	1	1	1	1
15710.36724081898	4	4	4	4
15724.406889827755	1	1	1	1
15738.44653883653	1	1	1	1
15752.486187845305	1	1	1	1
15766.52583685408	1	1	1	1
15780.565485862853	1	1	1	1
15794.605134871628	4	4	4	4
15808.644783880403	1	1	1	1
15822.684432889178	1	1	1	1
15836.724081897954	1	1	1	1
15850.763730906729	1	1	1	1
15864.803379915502	1	1	1	1
15878.843028924277	4	4	4	4
15892.882677933052	1	1	1	1
15906.922326941827	1	1	1	1
15920.961975950602	1	1	1	1
15935.001624959377	1	1	1	1
15949.041273968152	1	1	1	1
15963.080922976924	4	4	4	4
15977.1205719857	1	1	1	1
15991.160220994476	1	1	1	1
16005.19987000325	1	1	1	1
16019.239519012026	1	1	1	1
16033.279168020801	1	1	1	1
16047.318817029573	4	4	4	4
16061.358466038348	1	1	1	1
16075.398115047125	1	1	1	1
16089.4377640559	1	1	1	1
16103.477413064675	1	1	1	1
16117.51706207345	1	1	1	1
16131.556711082221	4	4	4	4
16145.596360090996	1	1	1	1
16159.636009099771	1	1	1	1
16173.675658108548	1	1	1	1
16187.715307117323	1	1	1	1
16201.754956126098	1	1	1	1
16215.79460513487	4	4	4	4
16229.834254143645	1	1	1	1
16243.87390315242	1	1	1	1
16257.913552161195	1	1	1	1
16271.953201169972	1	1	1	1
16285.992850178747	1	1	1	1
16300.032499187519	4	4	4	4
16314.072148196294	1	1	1	1
16328.111797205069	1	1	1	1
16342.151446213844	1	1	1	1
16356.191095222619	1	1	1	1
16370.230744231396	1	1	1	1
16384.27039324017	4	4	4	4
16398.310042248944	1	1	1	1
16412.349691257717	1	1	1	1
16426.389340266494	1	1	1	1
16440.428989275268	1	1	1	1
16454.468638284045	1	1	1	1
16468.508287292818	4	4	4	4
16482.54793630159	1	1	1	1
16496.587585310368	1	1	1	1
16510.62723431914	1	1	1	1
16524.66688332792	1	1	1	1
16538.70653233669	1	1	1	1
16552.74618134547	4	4	4	4
16566.78583035424	1	1	1	1
16580.825479363015	1	1	1	1
16594.86512837179	1	1	1	1
16608.904777380565	1	1	1	1
16622.944426389342	1	1	1	1
16636.984075398115	4	4	4	4
16651.02372440689	1	1	1	1
16665.063373415665	1	1	1	1
16679.10302242444	1	1	1	1
16693.142671433216	1	1	1	1
16707.18232044199	1	1	1	1
16721.221969450766	4	4	4	4
16735.26161845954	1	1	1	1
16749.301267468312	1	1	1	1
16763.34091647709	1	1	1	1
16777.380565485862	1	1	1	1
16791.42021449464	1	1	1	1
16805.459863503413	4	4	4	4
16819.499512512186	1	1	1	1
16833.539161520963	1	1	1	1
16847.578810529736	1	1	1	1
16861.618459538513	1	1	1	1
16875.658108547286	1	1	1	1
16889.697757556063	4	4	4	4
16903.737406564836	1	1	1	1
16917.77705557361	1	1	1	1
16931.816704582387	1	1	1	1
16945.85635359116	1	1	1	1
16959.896002599937	1	1	1	1
16973.93565160871	4	4	4	4
16987.975300617487	1	1	1	1
17002.01494962626	1	1	1	1
17016.054598635033	1	1	1	1
17030.09424764381	1	1	1	1
17044.133896652584	1	1	1	1
17058.17354566136	4	4	4	4
17072.213194670134	1	1	1	1
17086.252843678907	1	1	1	1
17100.29249268768	1	1	1	1
17114.332141696457	1	1	1	1
17128.371790705234	1	1	1	1
17142.411439714007	4	4	4	4
17156.451088722784	1	1	1	1
17170.490737731554	1	1	1	1
17184.53038674033	1	1	1	1
17198.570035749104	1	1	1	1
17212.60968475788	1	1	1	1
17226.649333766658	4	4	4	4
17240.68898277543	1	1	1	1
17254.728631784204	1	1	1	1
17268.768280792978	1	1	1	1
17282.807929801755	1	1	1	1
17296.847578810528	1	1	1	1
17310.887227819305	4	4	4	4
17324.92687682808	1	1	1	1
17338.966525836855	1	1	1	1
17353.00617484563	1	1	1	1
17367.0458238544	1	1	1	1
17381.08547286318	1	1	1	1
17395.12512187195	4	4	4	4
17409.16477088073	1	1	1	1
17423.204419889506	1	1	1	1
17437.244068898275	1	1	1	1
17451.283717907052	1	1	1	1
17465.323366915825	1	1	1	1
17479.363015924602	4	4	4	4
17493.402664933375	1	1	1	1
17507.442313942152	1	1	1	1
17521.481962950926	1	1	1	1
17535.5216119597	1	1	1	1
17549.561260968476	1	1	1	1
17563.60090997725	4	4	4	4
17577.640558986026	1	1	1	1
17591.6802079948	1	1	1	1
17605.719857003573	1	1	1	1
17619.75950601235	1	1	1	1
17633.799155021123	1	1	1	1
17647.8388040299	4	4	4	4
17661.878453038673	1	1	1	1
17675.91810204745	1	1	1	1
17689.957751056223	1	1	1	1
17703.997400064996	1	1	1	1
17718.037049073773	1	1	1	1
17732.076698082546	4	4	4	4
17746.116347091323	1	1	1	1
17760.155996100097	1	1	1	1
17774.195645108874	1	1	1	1
17788.235294117647	1	1	1	1
17802.27494312642	1	1	1	1
17816.314592135197	4	4	4	4
17830.35424114397	1	1	1	1
17844.393890152747	1	1	1	1
17858.43353916152	1	1	1	1
17872.473188170294	1	1	1	1
17886.51283717907	1	1	1	1
17900.552486187844	4	4	4	4
17914.59213519662	1	1	1	1
17928.631784205394	1	1	1	1
17942.67143321417	1	1	1	1
17956.711082222944	1	1	1	1
17970.750731231718	1	1	1	1
17984.790380240494	4	4	4	4
17998.830029249268	1	1	1	1
18012.869678258045	1	1	1	1
18026.909327266818	1	1	1	1
18040.94897627559	1	1	1	1
18054.988625284368	1	1	1	1
18069.02827429314	4	4	4	4
18083.06792330192	1	1	1	1
18097.10757231069	1	1	1	1
18111.14722131947	1	1	1	1
18125.18687032824	1	1	1	1
18139.226519337015	1	1	1	1
18153.26616834579	4	4	4	4
18167.305817354565	1	1	1	1
18181.345466363342	1	1	1	1
18195.385115372115	1	1	1	1
18209.424764380892	1	1	1	1
18223.464413389665	1	1	1	1
18237.50406239844	4	4	4	4
18251.543711407216	1	1	1	1
18265.58336041599	1	1	1	1
18279.623009424766	1	1	1	1
18293.66265843354	1	1	1	1
18307.702307442312	1	1	1	1
18321.74195645109	4	4	4	4
18335.781605459862	1	1	1	1
18349.82125446864	1	1	1	1
18363.860903477413	1	1	1	1
18377.90055248619	1	1	1	1
18391.940201494963	1	1	1	1
18405.979850503736	4	4	4	4
18420.019499512513	1	1	1	1
18434.059148521286	1	1	1	1
18448.098797530063	1	1	1	1
18462.138446538836	1	1	1	1
18476.17809554761	1	1	1	1
18490.217744556387	4	4	4	4
18504.25739356516	1	1	1	1
18518.297042573937	1	1	1	1
18532.33669158271	1	1	1	1
18546.376340591487	1	1	1	1
18560.41598960026	1	1	1	1
18574.455638609033	4	4	4	4
18588.49528761781	1	1	1	1
18602.534936626584	1	1	1	1
18616.57458563536	1	1	1	1
18630.614234644134	1	1	1	1
18644.65388365291	1	1	1	1
18658.693532661684	4	4	4	4
18672.733181670457	1	1	1	1
18686.772830679234	1	1	1	1
18700.812479688007	1	1	1	1
18714.852128696784	1	1	1	1
18728.891777705558	1	1	1	1
18742.93142671433	4	4	4	4
18756.971075723108	1	1	1	1
18771.01072473188	1	1	1	1
18785.050373740658	1	1	1	1
18799.09002274943	1	1	1	1
18813.129671758208	1	1	1	1
18827.16932076698	4	4	4	4
18841.208969775755	1	1	1	1
18855.24861878453	1	1	1	1
18869.288267793305	1	1	1	1
18883.32791680208	1	1	1	1
18897.367565810855	1	1	1	1
18911.40721481963	4	4	4	4
18925.446863828405	1	1	1	1
18939.48651283718	1	1	1	1
18953.526161845955	1	1	1	1
18967.56581085473	1	1	1	1
18981.605459863506	1	1	1	1
18995.64510887228	4	4	4	4
19009.684757881052	1	1	1	1
19023.72440688983	1	1	1	1
19037.764055898602	1	1	1	1
19051.80370490738	1	1	1	1
19065.843353916152	1	1	1	1
19079.883002924926	4	4	4	4
19093.922651933703	1	1	1	1
19107.962300942476	1	1	1	1
19122.001949951253	1	1	1	1
19136.041598960026	1	1	1	1
19150.081247968803	1	1	1	1
19164.120896977576	4	4	4	4
19178.16054598635	1	1	1	1
19192.200194995126	1	1	1	1
19206.2398440039	1	1	1	1
19220.279493012677	1	1	1	1
19234.31914202145	1	1	1	1
19248.358791030227	4	4	4	4
19262.398440038996	1	1	1	1
19276.438089047773	1	1	1	1
19290.47773805655	1	1	1	1
19304.517387065323	1	1	1	1
19318.5570360741	1	1	1	1
19332.596685082874	4	4	4	4
19346.636334091647	1	1	1	1
19360.67598310042	1	1	1	1
19374.715632109197	1	1	1	1
19388.755281117974	1	1	1	1
19402.794930126747	1	1	1	1
19416.834579135524	4	4	4	4
19430.874228144294	1	1	1	1
19444.91387715307	1	1	1	1
19458.953526161844	1	1	1	1
19472.99317517062	1	1	1	1
19487.032824179398	1	1	1	1
19501.07247318817	4	4	4	4
19515.112122196944	1	1	1	1
19529.151771205718	1	1	1	1
19543.191420214494	1	1	1	1
19557.231069223268	1	1	1	1
19571.270718232045	1	1	1	1
19585.31036724082	4	4	4	4
19599.350016249595	1	1	1	1
19613.389665258368	1	1	1	1
19627.42931426714	1	1	1	1
19641.46896327592	1	1	1	1
19655.50861228469	1	1	1	1
19669.54826129347	4	4	4	4
19683.587910302245	1	1	1	1
19697.627559311015	1	1	1	1
19711.667208319792	1	1	1	1
19725.706857328565	1	1	1	1
19739.746506337342	1	1	1	1
19753.786155346115	4	4	4	4
19767.825804354892	1	1	1	1
19781.865453363665	1	1	1	1
19795.90510237244	1	1	1	1
19809.944751381216	1	1	1	1
19823.98440038999	1	1	1	1
19838.024049398766	4	4	4	4
19852.06369840754	1	1	1	1
19866.103347416312	1	1	1	1
19880.14299642509	1	1	1	1
19894.182645433862	1	1	1	1
19908.22229444264	1	1	1	1
19922.261943451413	4	4	4	4
19936.30159246019	1	1	1	1
19950.341241468963	1	1	1	1
19964.380890477736	1	1	1	1
19978.420539486513	1	1	1	1
19992.460188495286	1	1	1	1
20006.499837504063	4	4	4	4
20020.539486512836	1	1	1	1
20034.579135521613	1	1	1	1
20048.618784530387	1	1	1	1
20062.65843353916	1	1	1	1
20076.698082547937	1	1	1	1
20090.73773155671	4	4	4	4
20104.777380565487	1	1	1	1
20118.81702957426	1	1	1	1
20132.856678583033	1	1	1	1
20146.89632759181	1	1	1	1
20160.935976600584	1	1	1	1
20174.97562560936	4	4	4	4
20189.015274618134	1	1	1	1
20203.05492362691	1	1	1	1
20217.094572635684	1	1	1	1
20231.134221644457	1	1	1	1
20245.173870653234	1	1	1	1
20259.213519662007	4	4	4	4
20273.253168670784	1	1	1	1
20287.292817679558	1	1	1	1
20301.33246668833	1	1	1	1
20315.372115697108	1	1	1	1
20329.41176470588	1	1	1	1
20343.451413714658	4	4	4	4
20357.49106272343	1	1	1	1
20371.530711732208	1	1	1	1
20385.57036074098	1	1	1	1
20399.610009749755	1	1	1	1
20413.64965875853	1	1	1	1
20427.689307767305	4	4	4	4
20441.72895677608	1	1	1	1
20455.768605784855	1	1	1	1
20469.808254793632	1	1	1	1
20483.847903802405	1	1	1	1
20497.88755281118	1	1	1	1
20511.927201819955	4	4	4	4
20525.96685082873	1	1	1	1
20540.006499837506	1	1	1	1
20554.04614884628	1	1	1	1
20568.085797855052	1	1	1	1
20582.12544686383	1	1	1	1
20596.165095872602	4	4	4	4
20610.20474488138	1	1	1	1
20624.244393890152	1	1	1	1
20638.28404289893	1	1	1	1
20652.323691907703	1	1	1	1
20666.363340916476	1	1	1	1
20680.402989925253	4	4	4	4
20694.442638934026	1	1	1	1
20708.482287942803	1	1	1	1
20722.521936951576	1	1	1	1
20736.56158596035	1	1	1	1
20750.601234969126	1	1	1	1
20764.6408839779	4	4	4	4
20778.680532986677	1	1	1	1
20792.72018199545	1	1	1	1
20806.759831004227	1	1	1	1
20820.799480013	1	1	1	1
20834.839129021773	1	1	1	1
20848.87877803055	4	4	4	4
20862.918427039323	1	1	1	1
20876.9580760481	1	1	1	1
20890.997725056874	1	1	1	1
20905.037374065647	1	1	1	1
20919.077023074424	1	1	1	1
20933.116672083197	4	4	4	4
20947.156321091974	1	1	1	1
20961.195970100747	1	1	1	1
20975.235619109524	1	1	1	1
20989.275268118297	1	1	1	1
21003.31491712707	1	1	1	1
21017.354566135848	4	4	4	4
21031.39421514462	1	1	1	1
21045.433864153398	1	1	1	1
21059.47351316217	1	1	1	1
21073.513162170948	1	1	1	1
21087.55281117972	1	1	1	1
21101.592460188494	4	4	4	4
21115.63210919727	1	1	1	1
21129.671758206045	1	1	1	1
21143.71140721482	1	1	1	1
21157.751056223595	1	1	1	1
21171.790705232368	1	1	1	1
21185.830354241145	4	4	4	4
21199.87000324992	1	1	1	1
21213.909652258695	1	1	1	1
21227.94930126747	1	1	1	1
21241.988950276245	1	1	1	1
21256.02859928502	1	1	1	1
21270.068248293792	4	4	4	4
21284.10789730257	1	1	1	1
21298.147546311342	1	1	1	1
21312.18719532012	1	1	1	1
21326.226844328892	1	1	1	1
21340.266493337665	1	1	1	1
21354.306142346442	4	4	4	4
21368.345791355216	1	1	1	1
21382.385440363993	1	1	1	1
21396.425089372766	1	1	1	1
21410.464738381543	1	1	1	1
21424.504387390316	1	1	1	1
21438.54403639909	4	4	4	4
21452.583685407866	1	1	1	1
21466.62333441664	1	1	1	1
21480.662983425416	1	1	1	1
21494.70263243419	1	1	1	1
21508.742281442966	1	1	1	1
21522.781930451736	4	4	4	4
21536.821579460513	1	1	1	1
21550.86122846929	1	1	1	1
21564.900877478063	1	1	1	1
21578.94052648684	1	1	1	1
21592.980175495613	1	1	1	1
21607.019824504387	4	4	4	4
21621.059473513164	1	1	1	1
21635.099122521937	1	1	1	1
21649.13877153071	1	1	1	1
21663.178420539487	1	1	1	1
21677.21806954826	1	1	1	1
21691.257718557037	4	4	4	4
21705.29736756581	1	1	1	1
21719.337016574587	1	1	1	1
21733.37666558336	1	1	1	1
21747.416314592134	1	1	1	1
21761.45596360091	1	1	1	1
21775.495612609684	4	4	4	4
21789.53526161846	1	1	1	1
21803.574910627234	1	1	1	1
21817.614559636007	1	1	1	1
21831.654208644784	1	1	1	1
21845.693857653558	1	1	1	1
21859.733506662335	4	4	4	4
21873.773155671108	1	1	1	1
21887.812804679885	1	1	1	1
21901.852453688658	1	1	1	1
21915.89210269743	1	1	1	1
21929.931751706208	1	1	1	1
21943.97140071498	4	4	4	4
21958.01104972376	1	1	1	1
21972.05069873253	1	1	1	1
21986.09034774131	1	1	1	1
22000.12999675008	1	1	1	1
22014.169645758855	1	1	1	1
22028.209294767632	4	4	4	4
22042.248943776405	1	1	1	1
22056.288592785182	1	1	1	1
22070.328241793955	1	1	1	1
22084.36789080273	1	1	1	1
22098.407539811506	1	1	1	1
22112.44718882028	4	4	4	4
22126.486837829056	1	1	1	1
22140.52648683783	1	1	1	1
22154.566135846606	1	1	1	1
22168.60578485538	1	1	1	1
22182.645433864152	1	1	1	1
22196.68508287293	4	4	4	4
22210.724731881703	1	1	1	1
22224.76438089048	1	1	1	1
22238.804029899253	1	1	1	1
22252.843678908026	1	1	1	1
22266.883327916803	1	1	1	1
22280.922976925576	4	4	4	4
22294.962625934353	1	1	1	1
22309.002274943126	1	1	1	1
22323.041923951903	1	1	1	1
22337.081572960677	1	1	1	1
22351.12122196945	1	1	1	1
22365.160870978227	4	4	4	4
22379.200519987	1	1	1	1
22393.240168995777	1	1	1	1
22407.27981800455	1	1	1	1
22421.319467013327	1	1	1	1
22435.3591160221	1	1	1	1
22449.398765030874	4	4	4	4
22463.43841403965	1	1	1	1
22477.478063048424	1	1	1	1
22491.5177120572	1	1	1	1
22505.557361065974	1	1	1	1
22519.597010074747	1	1	1	1
22533.636659083524	4	4	4	4
22547.676308092297	1	1	1	1
22561.715957101074	1	1	1	1
22575.755606109848	1	1	1	1
22589.795255118624	1	1	1	1
22603.834904127398	1	1	1	1
22617.87455313617	4	4	4	4
22631.914202144948	1	1	1	1
22645.95385115372	1	1	1	1
22659.993500162498	1	1	1	1
22674.03314917127	1	1	1	1
22688.072798180045	1	1	1	1
22702.11244718882	4	4	4	4
22716.152096197595	1	1	1	1
22730.19174520637	1	1	1	1
22744.231394215145	1	1	1	1
22758.271043223922	1	1	1	1
22772.310692232695	1	1	1	1
22786.35034124147	4	4	4	4
22800.389990250245	1	1	1	1
22814.42963925902	1	1	1	1
22828.469288267795	1	1	1	1
22842.50893727657	1	1	1	1
22856.548586285346	1	1	1	1
22870.58823529412	4	4	4	4
22884.627884302892	1	1	1	1
22898.66753331167	1	1	1	1
22912.707182320442	1	1	1	1
22926.74683132922	1	1	1	1
22940.786480337993	1	1	1	1
22954.826129346766	4	4	4	4
22968.865778355543	1	1	1	1
