Relative Time (Process)	Optimized Balance Heuristic - Run None (Profile ?) 695e6691d7b750641eaea21b - minikube	Optimized Balance Heuristic - Run None (Profile ?) 695e6691d7b750641eaea21b - minikube-m02	Optimized Balance Heuristic - Run None (Profile ?) 695e6691d7b750641eaea21b - minikube-m03	Optimized Balance Heuristic - Run None (Profile ?) 695e6691d7b750641eaea21b - minikube-m04
11094.592438985484	1	1	1	1
11108.374541394161	1	1	1	1
11122.15664380284	4	4	4	4
11135.938746211517	1	1	1	1
11149.720848620193	1	1	1	1
11163.502951028873	1	1	1	1
11177.285053437548	1	1	1	1
11191.067155846229	1	1	1	1
11204.849258254904	4	4	4	4
11218.631360663581	1	1	1	1
11232.41346307226	1	1	1	1
11246.195565480937	1	1	1	1
11259.977667889616	1	1	1	1
11273.759770298293	1	1	1	1
11287.54187270697	4	4	4	4
11301.323975115649	1	1	1	1
11315.106077524326	1	1	1	1
11328.888179933003	1	1	1	1
11342.670282341682	1	1	1	1
11356.452384750359	1	1	1	1
11370.234487159038	4	4	4	4
11384.016589567715	1	1	1	1
11397.798691976392	1	1	1	1
11411.58079438507	1	1	1	1
11425.362896793747	1	1	1	1
11439.144999202426	1	1	1	1
11452.927101611102	4	4	4	4
11466.709204019779	1	1	1	1
11480.491306428457	1	1	1	1
11494.273408837134	1	1	1	1
11508.055511245811	1	1	1	1
11521.83761365449	1	1	1	1
11535.619716063167	4	4	4	4
11549.401818471846	1	1	1	1
11563.183920880523	1	1	1	1
11576.9660232892	1	1	1	1
11590.748125697879	1	1	1	1
11604.530228106556	1	1	1	1
11618.312330515235	4	4	4	4
11632.094432923912	1	1	1	1
11645.876535332589	1	1	1	1
11659.658637741268	1	1	1	1
11673.440740149945	1	1	1	1
11687.22284255862	1	1	1	1
11701.0049449673	4	4	4	4
11714.787047375976	1	1	1	1
11728.569149784656	1	1	1	1
11742.351252193332	1	1	1	1
11756.133354602009	1	1	1	1
11769.915457010688	1	1	1	1
11783.697559419365	4	4	4	4
11797.479661828043	1	1	1	1
11811.26176423672	1	1	1	1
11825.043866645397	1	1	1	1
11838.825969054076	1	1	1	1
11852.608071462753	1	1	1	1
11866.39017387143	4	4	4	4
11880.17227628011	1	1	1	1
11893.954378688786	1	1	1	1
11907.736481097465	1	1	1	1
11921.518583506142	1	1	1	1
11935.300685914817	1	1	1	1
11949.082788323498	4	4	4	4
11962.864890732173	1	1	1	1
11976.646993140854	1	1	1	1
11990.429095549529	1	1	1	1
12004.211197958206	1	1	1	1
12017.993300366885	1	1	1	1
12031.775402775562	4	4	4	4
12045.557505184239	1	1	1	1
12059.339607592918	1	1	1	1
12073.121710001595	1	1	1	1
12086.903812410274	1	1	1	1
12100.68591481895	1	1	1	1
12114.468017227628	4	4	4	4
12128.250119636306	1	1	1	1
12142.032222044983	1	1	1	1
12155.814324453662	1	1	1	1
12169.59642686234	1	1	1	1
12183.378529271016	1	1	1	1
12197.160631679695	4	4	4	4
12210.94273408837	1	1	1	1
12224.724836497047	1	1	1	1
12238.506938905726	1	1	1	1
12252.289041314403	1	1	1	1
12266.071143723082	1	1	1	1
12279.853246131759	4	4	4	4
12293.635348540436	1	1	1	1
12307.417450949115	1	1	1	1
12321.199553357792	1	1	1	1
12334.981655766469	1	1	1	1
12348.763758175148	1	1	1	1
12362.545860583825	4	4	4	4
12376.327962992504	1	1	1	1
12390.11006540118	1	1	1	1
12403.892167809858	1	1	1	1
12417.674270218537	1	1	1	1
12431.456372627214	1	1	1	1
12445.238475035892	4	4	4	4
12459.02057744457	1	1	1	1
12472.802679853245	1	1	1	1
12486.584782261925	1	1	1	1
12500.3668846706	1	1	1	1
12514.148987079278	1	1	1	1
12527.931089487956	4	4	4	4
12541.713191896633	1	1	1	1
12555.495294305312	1	1	1	1
12569.27739671399	1	1	1	1
12583.059499122666	1	1	1	1
12596.841601531345	1	1	1	1
12610.623703940022	4	4	4	4
12624.405806348701	1	1	1	1
12638.187908757378	1	1	1	1
12651.970011166055	1	1	1	1
12665.752113574734	1	1	1	1
12679.53421598341	1	1	1	1
12693.316318392086	4	4	4	4
12707.098420800767	1	1	1	1
12720.880523209442	1	1	1	1
12734.662625618123	1	1	1	1
12748.444728026798	1	1	1	1
12762.226830435475	1	1	1	1
12776.008932844154	4	4	4	4
12789.79103525283	1	1	1	1
12803.57313766151	1	1	1	1
12817.355240070186	1	1	1	1
12831.137342478864	1	1	1	1
12844.919444887542	1	1	1	1
12858.70154729622	4	4	4	4
12872.483649704896	1	1	1	1
12886.265752113575	1	1	1	1
12900.047854522252	1	1	1	1
12913.829956930931	1	1	1	1
12927.612059339608	1	1	1	1
12941.394161748285	4	4	4	4
12955.176264156964	1	1	1	1
12968.958366565641	1	1	1	1
12982.74046897432	1	1	1	1
12996.522571382995	1	1	1	1
13010.304673791672	1	1	1	1
13024.08677620035	4	4	4	4
13037.868878609028	1	1	1	1
13051.650981017705	1	1	1	1
13065.433083426384	1	1	1	1
13079.21518583506	1	1	1	1
13092.99728824374	1	1	1	1
13106.779390652417	4	4	4	4
13120.561493061094	1	1	1	1
13134.343595469772	1	1	1	1
13148.12569787845	1	1	1	1
13161.907800287128	1	1	1	1
13175.689902695805	1	1	1	1
13189.472005104482	4	4	4	4
13203.254107513161	1	1	1	1
13217.036209921838	1	1	1	1
13230.818312330513	1	1	1	1
13244.600414739194	1	1	1	1
13258.38251714787	1	1	1	1
13272.16461955655	4	4	4	4
13285.946721965225	1	1	1	1
13299.728824373902	1	1	1	1
13313.510926782581	1	1	1	1
13327.293029191258	1	1	1	1
13341.075131599937	1	1	1	1
13354.857234008614	4	4	4	4
13368.63933641729	1	1	1	1
13382.42143882597	1	1	1	1
13396.203541234647	1	1	1	1
13409.985643643324	1	1	1	1
13423.767746052003	1	1	1	1
13437.54984846068	4	4	4	4
13451.331950869358	1	1	1	1
13465.114053278035	1	1	1	1
13478.89615568671	1	1	1	1
13492.678258095391	1	1	1	1
13506.460360504067	1	1	1	1
13520.242462912747	4	4	4	4
13534.024565321422	1	1	1	1
13547.8066677301	1	1	1	1
13561.588770138778	1	1	1	1
13575.370872547455	1	1	1	1
13589.152974956132	1	1	1	1
13602.935077364811	4	4	4	4
13616.717179773488	1	1	1	1
13630.499282182167	1	1	1	1
13644.281384590844	1	1	1	1
13658.063486999521	1	1	1	1
13671.8455894082	1	1	1	1
13685.627691816877	4	4	4	4
13699.409794225554	1	1	1	1
13713.191896634233	1	1	1	1
13726.97399904291	1	1	1	1
13740.756101451589	1	1	1	1
13754.538203860266	1	1	1	1
13768.32030626894	4	4	4	4
13782.10240867762	1	1	1	1
13795.884511086297	1	1	1	1
13809.666613494976	1	1	1	1
13823.448715903653	1	1	1	1
13837.23081831233	1	1	1	1
13851.012920721008	4	4	4	4
13864.795023129685	1	1	1	1
13878.577125538362	1	1	1	1
13892.359227947041	1	1	1	1
13906.141330355718	1	1	1	1
13919.923432764397	1	1	1	1
13933.705535173074	4	4	4	4
13947.487637581751	1	1	1	1
13961.26973999043	1	1	1	1
13975.051842399107	1	1	1	1
13988.833944807786	1	1	1	1
14002.616047216463	1	1	1	1
14016.398149625138	4	4	4	4
14030.180252033819	1	1	1	1
14043.962354442494	1	1	1	1
14057.744456851171	1	1	1	1
14071.52655925985	1	1	1	1
14085.308661668527	1	1	1	1
14099.090764077206	4	4	4	4
14112.872866485883	1	1	1	1
14126.65496889456	1	1	1	1
14140.437071303239	1	1	1	1
14154.219173711916	1	1	1	1
14168.001276120594	1	1	1	1
14181.783378529271	4	4	4	4
14195.565480937948	1	1	1	1
14209.347583346627	1	1	1	1
14223.129685755304	1	1	1	1
14236.91178816398	1	1	1	1
14250.69389057266	1	1	1	1
14264.475992981335	4	4	4	4
14278.258095390016	1	1	1	1
14292.040197798691	1	1	1	1
14305.822300207368	1	1	1	1
14319.604402616047	1	1	1	1
14333.386505024724	1	1	1	1
14347.168607433403	4	4	4	4
14360.95070984208	1	1	1	1
14374.732812250757	1	1	1	1
14388.514914659436	1	1	1	1
14402.297017068113	1	1	1	1
14416.07911947679	1	1	1	1
14429.861221885469	4	4	4	4
14443.643324294146	1	1	1	1
14457.425426702825	1	1	1	1
14471.207529111502	1	1	1	1
14484.989631520179	1	1	1	1
14498.771733928857	1	1	1	1
14512.553836337534	4	4	4	4
14526.335938746213	1	1	1	1
14540.118041154888	1	1	1	1
14553.900143563566	1	1	1	1
14567.682245972244	1	1	1	1
14581.464348380921	1	1	1	1
14595.246450789598	4	4	4	4
14609.028553198277	1	1	1	1
14622.810655606954	1	1	1	1
14636.592758015633	1	1	1	1
14650.37486042431	1	1	1	1
14664.156962832987	1	1	1	1
14677.939065241666	4	4	4	4
14691.721167650343	1	1	1	1
14705.503270059022	1	1	1	1
14719.285372467699	1	1	1	1
14733.067474876376	1	1	1	1
14746.849577285055	1	1	1	1
14760.631679693732	4	4	4	4
14774.413782102407	1	1	1	1
14788.195884511088	1	1	1	1
14801.977986919763	1	1	1	1
14815.760089328443	1	1	1	1
14829.542191737119	1	1	1	1
14843.324294145796	4	4	4	4
14857.106396554474	1	1	1	1
14870.888498963152	1	1	1	1
14884.670601371829	1	1	1	1
14898.452703780507	1	1	1	1
14912.234806189184	1	1	1	1
14926.016908597863	4	4	4	4
14939.79901100654	1	1	1	1
14953.581113415217	1	1	1	1
14967.363215823896	1	1	1	1
14981.145318232573	1	1	1	1
14994.927420641252	1	1	1	1
15008.709523049929	4	4	4	4
15022.491625458604	1	1	1	1
15036.273727867285	1	1	1	1
15050.05583027596	1	1	1	1
15063.837932684637	1	1	1	1
15077.620035093316	1	1	1	1
15091.402137501993	4	4	4	4
15105.184239910672	1	1	1	1
15118.966342319349	1	1	1	1
15132.748444728026	1	1	1	1
15146.530547136705	1	1	1	1
15160.312649545382	1	1	1	1
15174.09475195406	4	4	4	4
15187.876854362738	1	1	1	1
15201.658956771415	1	1	1	1
15215.441059180093	1	1	1	1
15229.22316158877	1	1	1	1
15243.005263997447	1	1	1	1
15256.787366406126	4	4	4	4
15270.569468814803	1	1	1	1
15284.351571223482	1	1	1	1
15298.13367363216	1	1	1	1
15311.915776040834	1	1	1	1
15325.697878449513	1	1	1	1
15339.47998085819	4	4	4	4
15353.262083266869	1	1	1	1
15367.044185675546	1	1	1	1
15380.826288084223	1	1	1	1
15394.608390492902	1	1	1	1
15408.390492901579	1	1	1	1
15422.172595310256	4	4	4	4
15435.954697718935	1	1	1	1
15449.736800127612	1	1	1	1
15463.51890253629	1	1	1	1
15477.301004944968	1	1	1	1
15491.083107353645	1	1	1	1
15504.865209762324	4	4	4	4
15518.647312171	1	1	1	1
15532.42941457968	1	1	1	1
15546.211516988356	1	1	1	1
15559.993619397032	1	1	1	1
15573.775721805712	1	1	1	1
15587.557824214387	4	4	4	4
15601.339926623064	1	1	1	1
15615.122029031743	1	1	1	1
15628.90413144042	1	1	1	1
15642.6862338491	1	1	1	1
15656.468336257776	1	1	1	1
15670.250438666453	4	4	4	4
15684.032541075132	1	1	1	1
15697.814643483809	1	1	1	1
15711.596745892488	1	1	1	1
15725.378848301165	1	1	1	1
15739.160950709842	1	1	1	1
15752.94305311852	4	4	4	4
15766.725155527198	1	1	1	1
15780.507257935873	1	1	1	1
15794.289360344554	1	1	1	1
15808.071462753229	1	1	1	1
15821.85356516191	1	1	1	1
15835.635667570585	4	4	4	4
15849.417769979262	1	1	1	1
15863.19987238794	1	1	1	1
15876.981974796618	1	1	1	1
15890.764077205296	1	1	1	1
15904.546179613973	1	1	1	1
15918.32828202265	4	4	4	4
15932.11038443133	1	1	1	1
15945.892486840006	1	1	1	1
15959.674589248683	1	1	1	1
15973.456691657362	1	1	1	1
15987.23879406604	1	1	1	1
16001.020896474718	4	4	4	4
16014.802998883395	1	1	1	1
16028.585101292072	1	1	1	1
16042.36720370075	1	1	1	1
16056.149306109428	1	1	1	1
16069.931408518107	1	1	1	1
16083.713510926782	4	4	4	4
16097.495613335459	1	1	1	1
16111.277715744138	1	1	1	1
16125.059818152815	1	1	1	1
16138.841920561492	1	1	1	1
16152.62402297017	1	1	1	1
16166.406125378848	4	4	4	4
16180.188227787527	1	1	1	1
16193.970330196204	1	1	1	1
16207.75243260488	1	1	1	1
16221.53453501356	1	1	1	1
16235.316637422236	1	1	1	1
16249.098739830913	4	4	4	4
16262.880842239592	1	1	1	1
16276.66294464827	1	1	1	1
16290.445047056948	1	1	1	1
16304.227149465625	1	1	1	1
16318.0092518743	1	1	1	1
16331.791354282981	4	4	4	4
16345.573456691656	1	1	1	1
16359.355559100337	1	1	1	1
16373.137661509012	1	1	1	1
16386.91976391769	1	1	1	1
16400.70186632637	1	1	1	1
16414.483968735047	4	4	4	4
16428.26607114372	1	1	1	1
16442.0481735524	1	1	1	1
16455.830275961078	1	1	1	1
16469.61237836976	1	1	1	1
16483.394480778432	1	1	1	1
16497.17658318711	4	4	4	4
16510.95868559579	1	1	1	1
16524.740788004467	1	1	1	1
16538.522890413144	1	1	1	1
16552.30499282182	1	1	1	1
16566.087095230498	1	1	1	1
16579.86919763918	4	4	4	4
16593.651300047855	1	1	1	1
16607.433402456532	1	1	1	1
16621.21550486521	1	1	1	1
16634.997607273886	1	1	1	1
16648.779709682567	1	1	1	1
16662.561812091244	4	4	4	4
16676.34391449992	1	1	1	1
16690.126016908598	1	1	1	1
16703.908119317275	1	1	1	1
16717.690221725956	1	1	1	1
16731.47232413463	1	1	1	1
16745.254426543306	4	4	4	4
16759.036528951987	1	1	1	1
16772.818631360664	1	1	1	1
16786.60073376934	1	1	1	1
16800.382836178018	1	1	1	1
16814.164938586695	1	1	1	1
16827.947040995376	4	4	4	4
16841.729143404053	1	1	1	1
16855.51124581273	1	1	1	1
16869.293348221407	1	1	1	1
16883.075450630084	1	1	1	1
16896.857553038764	1	1	1	1
16910.63965544744	4	4	4	4
16924.42175785612	1	1	1	1
16938.203860264795	1	1	1	1
16951.985962673472	1	1	1	1
16965.76806508215	1	1	1	1
16979.55016749083	1	1	1	1
16993.332269899503	4	4	4	4
17007.114372308184	1	1	1	1
17020.89647471686	1	1	1	1
17034.678577125538	1	1	1	1
17048.460679534215	1	1	1	1
17062.242781942892	1	1	1	1
17076.024884351573	4	4	4	4
17089.80698676025	1	1	1	1
17103.589089168927	1	1	1	1
17117.371191577604	1	1	1	1
17131.15329398628	1	1	1	1
17144.935396394958	1	1	1	1
17158.71749880364	4	4	4	4
17172.499601212316	1	1	1	1
17186.281703620993	1	1	1	1
17200.06380602967	1	1	1	1
17213.845908438347	1	1	1	1
17227.628010847027	1	1	1	1
17241.4101132557	4	4	4	4
17255.19221566438	1	1	1	1
17268.97431807306	1	1	1	1
17282.756420481735	1	1	1	1
17296.538522890412	1	1	1	1
17310.32062529909	1	1	1	1
17324.102727707766	4	4	4	4
17337.884830116447	1	1	1	1
17351.666932525124	1	1	1	1
17365.4490349338	1	1	1	1
17379.231137342478	1	1	1	1
17393.013239751155	1	1	1	1
17406.795342159836	4	4	4	4
17420.577444568513	1	1	1	1
17434.35954697719	1	1	1	1
17448.141649385867	1	1	1	1
17461.923751794544	1	1	1	1
17475.705854203225	1	1	1	1
17489.487956611898	4	4	4	4
17503.270059020575	1	1	1	1
17517.052161429256	1	1	1	1
17530.834263837933	1	1	1	1
17544.61636624661	1	1	1	1
17558.398468655287	1	1	1	1
17572.180571063964	4	4	4	4
17585.962673472644	1	1	1	1
17599.74477588132	1	1	1	1
17613.52687829	1	1	1	1
17627.308980698675	1	1	1	1
17641.091083107352	1	1	1	1
17654.873185516033	4	4	4	4
17668.65528792471	1	1	1	1
17682.437390333387	1	1	1	1
17696.219492742064	1	1	1	1
17710.00159515074	1	1	1	1
17723.783697559422	1	1	1	1
17737.5657999681	4	4	4	4
17751.347902376772	1	1	1	1
17765.130004785453	1	1	1	1
17778.91210719413	1	1	1	1
17792.694209602807	1	1	1	1
17806.476312011484	1	1	1	1
17820.25841442016	4	4	4	4
17834.04051682884	1	1	1	1
17847.82261923752	1	1	1	1
17861.604721646196	1	1	1	1
17875.386824054873	1	1	1	1
17889.16892646355	1	1	1	1
17902.95102887223	4	4	4	4
17916.733131280907	1	1	1	1
17930.515233689584	1	1	1	1
17944.29733609826	1	1	1	1
17958.07943850694	1	1	1	1
17971.861540915615	1	1	1	1
17985.643643324296	4	4	4	4
17999.42574573297	1	1	1	1
18013.20784814165	1	1	1	1
18026.989950550327	1	1	1	1
18040.772052959004	1	1	1	1
18054.55415536768	1	1	1	1
18068.33625777636	4	4	4	4
18082.11836018504	1	1	1	1
18095.900462593716	1	1	1	1
18109.682565002393	1	1	1	1
18123.46466741107	1	1	1	1
18137.246769819747	1	1	1	1
18151.028872228424	4	4	4	4
18164.810974637105	1	1	1	1
18178.59307704578	1	1	1	1
18192.37517945446	1	1	1	1
18206.157281863136	1	1	1	1
18219.939384271813	1	1	1	1
18233.721486680493	4	4	4	4
18247.503589089167	1	1	1	1
18261.285691497847	1	1	1	1
18275.067793906524	1	1	1	1
18288.8498963152	1	1	1	1
18302.63199872388	1	1	1	1
18316.414101132556	4	4	4	4
18330.196203541233	1	1	1	1
18343.978305949913	1	1	1	1
18357.76040835859	1	1	1	1
18371.542510767267	1	1	1	1
18385.324613175944	1	1	1	1
18399.10671558462	4	4	4	4
18412.888817993302	1	1	1	1
18426.67092040198	1	1	1	1
18440.453022810656	1	1	1	1
18454.235125219333	1	1	1	1
18468.01722762801	1	1	1	1
18481.79933003669	4	4	4	4
18495.581432445368	1	1	1	1
18509.36353485404	1	1	1	1
18523.14563726272	1	1	1	1
18536.9277396714	1	1	1	1
18550.709842080076	1	1	1	1
18564.491944488753	4	4	4	4
18578.27404689743	1	1	1	1
18592.05614930611	1	1	1	1
18605.838251714787	1	1	1	1
18619.620354123464	1	1	1	1
18633.40245653214	1	1	1	1
18647.18455894082	4	4	4	4
18660.9666613495	1	1	1	1
18674.748763758176	1	1	1	1
18688.530866166853	1	1	1	1
18702.31296857553	1	1	1	1
18716.095070984207	1	1	1	1
18729.877173392888	4	4	4	4
18743.659275801565	1	1	1	1
18757.44137821024	1	1	1	1
18771.22348061892	1	1	1	1
18785.005583027596	1	1	1	1
18798.787685436273	1	1	1	1
18812.56978784495	4	4	4	4
18826.351890253627	1	1	1	1
18840.133992662308	1	1	1	1
18853.916095070985	1	1	1	1
18867.69819747966	1	1	1	1
18881.48029988834	1	1	1	1
18895.262402297016	4	4	4	4
18909.044504705696	1	1	1	1
18922.826607114373	1	1	1	1
18936.60870952305	1	1	1	1
18950.390811931728	1	1	1	1
18964.172914340405	1	1	1	1
18977.95501674908	4	4	4	4
18991.737119157762	1	1	1	1
19005.51922156644	1	1	1	1
19019.301323975116	1	1	1	1
19033.083426383793	1	1	1	1
19046.86552879247	1	1	1	1
19060.647631201147	4	4	4	4
19074.429733609824	1	1	1	1
19088.211836018505	1	1	1	1
19101.993938427182	1	1	1	1
19115.77604083586	1	1	1	1
19129.558143244536	1	1	1	1
19143.340245653213	4	4	4	4
19157.12234806189	1	1	1	1
19170.90445047057	1	1	1	1
19184.686552879248	1	1	1	1
19198.468655287925	1	1	1	1
19212.2507576966	1	1	1	1
19226.03286010528	4	4	4	4
19239.81496251396	1	1	1	1
19253.597064922636	1	1	1	1
19267.379167331314	1	1	1	1
19281.16126973999	1	1	1	1
19294.943372148668	1	1	1	1
19308.72547455735	4	4	4	4
19322.50757696602	1	1	1	1
19336.2896793747	1	1	1	1
19350.07178178338	1	1	1	1
19363.853884192056	1	1	1	1
19377.635986600733	1	1	1	1
19391.41808900941	4	4	4	4
19405.200191418087	1	1	1	1
19418.982293826768	1	1	1	1
19432.764396235445	1	1	1	1
19446.546498644122	1	1	1	1
19460.3286010528	1	1	1	1
19474.110703461476	4	4	4	4
19487.892805870157	1	1	1	1
19501.674908278834	1	1	1	1
19515.457010687507	1	1	1	1
19529.239113096188	1	1	1	1
19543.021215504865	1	1	1	1
19556.803317913545	4	4	4	4
19570.58542032222	1	1	1	1
19584.367522730896	1	1	1	1
19598.149625139577	1	1	1	1
19611.931727548254	1	1	1	1
19625.71382995693	1	1	1	1
19639.495932365608	4	4	4	4
19653.278034774285	1	1	1	1
19667.060137182965	1	1	1	1
19680.842239591642	1	1	1	1
19694.62434200032	1	1	1	1
19708.406444408996	1	1	1	1
19722.188546817673	4	4	4	4
19735.970649226354	1	1	1	1
19749.75275163503	1	1	1	1
19763.534854043708	1	1	1	1
19777.316956452385	1	1	1	1
19791.099058861062	1	1	1	1
19804.881161269743	4	4	4	4
19818.663263678416	1	1	1	1
19832.445366087093	1	1	1	1
19846.227468495774	1	1	1	1
19860.00957090445	1	1	1	1
19873.791673313128	1	1	1	1
19887.573775721805	4	4	4	4
19901.355878130482	1	1	1	1
19915.137980539163	1	1	1	1
19928.92008294784	1	1	1	1
19942.702185356517	1	1	1	1
19956.484287765194	1	1	1	1
19970.26639017387	4	4	4	4
19984.04849258255	1	1	1	1
19997.83059499123	1	1	1	1
20011.612697399905	1	1	1	1
20025.394799808582	1	1	1	1
20039.17690221726	1	1	1	1
20052.959004625936	4	4	4	4
20066.741107034617	1	1	1	1
20080.52320944329	1	1	1	1
20094.30531185197	1	1	1	1
20108.087414260648	1	1	1	1
20121.869516669325	1	1	1	1
20135.651619078002	4	4	4	4
20149.43372148668	1	1	1	1
20163.215823895356	1	1	1	1
20176.997926304037	1	1	1	1
20190.780028712714	1	1	1	1
20204.56213112139	1	1	1	1
20218.344233530068	4	4	4	4
20232.126335938745	1	1	1	1
20245.908438347426	1	1	1	1
20259.690540756103	1	1	1	1
20273.47264316478	1	1	1	1
20287.254745573457	1	1	1	1
20301.036847982134	4	4	4	4
20314.818950390814	1	1	1	1
20328.601052799488	1	1	1	1
20342.383155208165	1	1	1	1
20356.165257616845	1	1	1	1
20369.947360025522	1	1	1	1
20383.7294624342	4	4	4	4
20397.511564842876	1	1	1	1
20411.293667251553	1	1	1	1
20425.075769660234	1	1	1	1
20438.85787206891	1	1	1	1
20452.639974477588	1	1	1	1
20466.422076886265	4	4	4	4
20480.204179294942	1	1	1	1
20493.986281703623	1	1	1	1
20507.7683841123	1	1	1	1
20521.550486520977	1	1	1	1
20535.332588929654	1	1	1	1
20549.11469133833	4	4	4	4
20562.89679374701	1	1	1	1
20576.678896155685	1	1	1	1
20590.460998564362	1	1	1	1
20604.243100973043	1	1	1	1
20618.02520338172	1	1	1	1
20631.807305790397	4	4	4	4
20645.589408199074	1	1	1	1
20659.37151060775	1	1	1	1
20673.15361301643	1	1	1	1
20686.93571542511	1	1	1	1
20700.717817833785	1	1	1	1
20714.499920242462	4	4	4	4
20728.28202265114	1	1	1	1
20742.06412505982	1	1	1	1
20755.846227468497	1	1	1	1
20769.628329877174	1	1	1	1
20783.41043228585	1	1	1	1
20797.192534694528	4	4	4	4
20810.97463710321	1	1	1	1
20824.756739511886	1	1	1	1
20838.53884192056	1	1	1	1
20852.32094432924	1	1	1	1
20866.103046737917	1	1	1	1
20879.885149146594	4	4	4	4
20893.66725155527	1	1	1	1
20907.449353963948	1	1	1	1
20921.23145637263	1	1	1	1
20935.013558781306	1	1	1	1
20948.795661189983	1	1	1	1
20962.57776359866	4	4	4	4
20976.359866007337	1	1	1	1
20990.141968416017	1	1	1	1
21003.924070824694	1	1	1	1
21017.70617323337	1	1	1	1
21031.48827564205	1	1	1	1
21045.270378050725	4	4	4	4
21059.052480459402	1	1	1	1
21072.834582868083	1	1	1	1
21086.616685276756	1	1	1	1
21100.398787685437	1	1	1	1
21114.180890094114	1	1	1	1
21127.96299250279	4	4	4	4
21141.74509491147	1	1	1	1
21155.527197320145	1	1	1	1
21169.309299728826	1	1	1	1
21183.091402137503	1	1	1	1
21196.87350454618	1	1	1	1
21210.655606954857	4	4	4	4
21224.437709363534	1	1	1	1
21238.21981177221	1	1	1	1
21252.00191418089	1	1	1	1
21265.78401658957	1	1	1	1
21279.566118998246	1	1	1	1
21293.348221406923	4	4	4	4
21307.1303238156	1	1	1	1
21320.91242622428	1	1	1	1
21334.694528632954	1	1	1	1
21348.47663104163	1	1	1	1
21362.25873345031	1	1	1	1
21376.04083585899	4	4	4	4
21389.822938267665	1	1	1	1
21403.605040676342	1	1	1	1
21417.38714308502	1	1	1	1
21431.1692454937	1	1	1	1
21444.951347902377	1	1	1	1
21458.733450311054	4	4	4	4
21472.51555271973	1	1	1	1
21486.29765512841	1	1	1	1
21500.07975753709	1	1	1	1
21513.861859945766	1	1	1	1
21527.643962354443	1	1	1	1
21541.42606476312	4	4	4	4
21555.208167171797	1	1	1	1
21568.990269580478	1	1	1	1
21582.772371989155	1	1	1	1
21596.554474397828	1	1	1	1
21610.33657680651	1	1	1	1
21624.118679215186	4	4	4	4
21637.900781623863	1	1	1	1
21651.68288403254	1	1	1	1
21665.46498644122	1	1	1	1
21679.247088849897	1	1	1	1
21693.029191258574	1	1	1	1
21706.81129366725	4	4	4	4
21720.59339607593	1	1	1	1
21734.37549848461	1	1	1	1
21748.157600893286	1	1	1	1
21761.939703301963	1	1	1	1
21775.72180571064	1	1	1	1
21789.503908119317	4	4	4	4
21803.286010527998	1	1	1	1
21817.068112936675	1	1	1	1
21830.850215345352	1	1	1	1
21844.632317754025	1	1	1	1
21858.414420162702	1	1	1	1
21872.196522571387	4	4	4	4
21885.978624980064	1	1	1	1
21899.760727388737	1	1	1	1
21913.542829797414	1	1	1	1
21927.32493220609	1	1	1	1
21941.107034614768	1	1	1	1
21954.88913702345	4	4	4	4
21968.671239432126	1	1	1	1
21982.453341840803	1	1	1	1
21996.23544424948	1	1	1	1
22010.017546658157	1	1	1	1
22023.799649066837	1	1	1	1
22037.581751475514	4	4	4	4
22051.36385388419	1	1	1	1
22065.14595629287	1	1	1	1
22078.928058701546	1	1	1	1
22092.710161110226	1	1	1	1
22106.492263518903	1	1	1	1
22120.27436592758	4	4	4	4
22134.056468336257	1	1	1	1
22147.838570744934	1	1	1	1
22161.620673153615	1	1	1	1
22175.402775562292	1	1	1	1
22189.18487797097	1	1	1	1
22202.966980379646	4	4	4	4
22216.749082788323	1	1	1	1
22230.531185197004	1	1	1	1
22244.31328760568	1	1	1	1
22258.095390014358	1	1	1	1
22271.877492423035	1	1	1	1
22285.65959483171	4	4	4	4
22299.441697240385	1	1	1	1
22313.22379964907	1	1	1	1
22327.005902057746	1	1	1	1
22340.788004466423	1	1	1	1
22354.570106875097	1	1	1	1
22368.352209283774	4	4	4	4
22382.134311692458	1	1	1	1
22395.916414101135	1	1	1	1
22409.69851650981	1	1	1	1
22423.480618918486	1	1	1	1
22437.262721327163	1	1	1	1
22451.044823735843	4	4	4	4
22464.82692614452	1	1	1	1
22478.609028553197	1	1	1	1
22492.391130961874	1	1	1	1
22506.17323337055	1	1	1	1
22519.955335779232	1	1	1	1
22533.73743818791	4	4	4	4
22547.519540596586	1	1	1	1
22561.301643005263	1	1	1	1
22575.08374541394	1	1	1	1
22588.86584782262	1	1	1	1
22602.647950231298	1	1	1	1
22616.430052639975	4	4	4	4
22630.21215504865	1	1	1	1
22643.99425745733	1	1	1	1
22657.776359866006	1	1	1	1
22671.558462274686	1	1	1	1
22685.340564683363	1	1	1	1
22699.12266709204	4	4	4	4
22712.904769500718	1	1	1	1
22726.686871909395	1	1	1	1
22740.468974318075	1	1	1	1
22754.251076726752	1	1	1	1
22768.03317913543	1	1	1	1
22781.815281544106	4	4	4	4
22795.597383952783	1	1	1	1
22809.379486361464	1	1	1	1
22823.16158877014	1	1	1	1
22836.943691178818	1	1	1	1
22850.725793587495	1	1	1	1
22864.50789599617	4	4	4	4
22878.289998404853	1	1	1	1
22892.07210081353	1	1	1	1
22905.854203222203	1	1	1	1
22919.63630563088	1	1	1	1
22933.418408039557	1	1	1	1
22947.20051044824	4	4	4	4
22960.982612856915	1	1	1	1
22974.76471526559	1	1	1	1
