Relative Time (Process)	Optimized Balance Heuristic - Run None (Profile ?) 695e6241bdbf9c98406a584d - minikube	Optimized Balance Heuristic - Run None (Profile ?) 695e6241bdbf9c98406a584d - minikube-m02	Optimized Balance Heuristic - Run None (Profile ?) 695e6241bdbf9c98406a584d - minikube-m03	Optimized Balance Heuristic - Run None (Profile ?) 695e6241bdbf9c98406a584d - minikube-m04
11049.085414347066	1	1	1	1
11062.82805789725	1	1	1	1
11076.570701447432	1	1	1	1
11090.313344997616	4	4	4	4
11104.055988547796	1	1	1	1
11117.798632097982	1	1	1	1
11131.541275648162	1	1	1	1
11145.283919198346	1	1	1	1
11159.026562748528	1	1	1	1
11172.769206298712	4	4	4	4
11186.511849848894	1	1	1	1
11200.254493399078	1	1	1	1
11213.99713694926	1	1	1	1
11227.739780499443	1	1	1	1
11241.482424049625	1	1	1	1
11255.22506759981	4	4	4	4
11268.967711149991	1	1	1	1
11282.710354700175	1	1	1	1
11296.452998250359	1	1	1	1
11310.195641800541	1	1	1	1
11323.938285350725	1	1	1	1
11337.680928900907	4	4	4	4
11351.42357245109	1	1	1	1
11365.166216001271	1	1	1	1
11378.908859551457	1	1	1	1
11392.651503101637	1	1	1	1
11406.39414665182	1	1	1	1
11420.136790202003	4	4	4	4
11433.879433752187	1	1	1	1
11447.622077302369	1	1	1	1
11461.364720852553	1	1	1	1
11475.107364402735	1	1	1	1
11488.850007952919	1	1	1	1
11502.592651503102	4	4	4	4
11516.335295053284	1	1	1	1
11530.077938603468	1	1	1	1
11543.82058215365	1	1	1	1
11557.563225703834	1	1	1	1
11571.305869254016	1	1	1	1
11585.0485128042	4	4	4	4
11598.791156354382	1	1	1	1
11612.533799904566	1	1	1	1
11626.276443454748	1	1	1	1
11640.019087004932	1	1	1	1
11653.761730555112	1	1	1	1
11667.504374105298	4	4	4	4
11681.247017655478	1	1	1	1
11694.989661205662	1	1	1	1
11708.732304755844	1	1	1	1
11722.474948306028	1	1	1	1
11736.217591856212	1	1	1	1
11749.960235406394	4	4	4	4
11763.702878956577	1	1	1	1
11777.44552250676	1	1	1	1
11791.188166056943	1	1	1	1
11804.930809607125	1	1	1	1
11818.67345315731	1	1	1	1
11832.416096707491	4	4	4	4
11846.158740257675	1	1	1	1
11859.901383807857	1	1	1	1
11873.644027358041	1	1	1	1
11887.386670908223	1	1	1	1
11901.129314458407	1	1	1	1
11914.871958008587	4	4	4	4
11928.614601558773	1	1	1	1
11942.357245108957	1	1	1	1
11956.099888659137	1	1	1	1
11969.842532209323	1	1	1	1
11983.585175759503	1	1	1	1
11997.327819309687	4	4	4	4
12011.070462859869	1	1	1	1
12024.813106410053	1	1	1	1
12038.555749960235	1	1	1	1
12052.298393510418	1	1	1	1
12066.0410370606	1	1	1	1
12079.783680610784	4	4	4	4
12093.526324160966	1	1	1	1
12107.26896771115	1	1	1	1
12121.011611261332	1	1	1	1
12134.754254811516	1	1	1	1
12148.496898361698	1	1	1	1
12162.239541911882	4	4	4	4
12175.982185462066	1	1	1	1
12189.724829012248	1	1	1	1
12203.467472562432	1	1	1	1
12217.210116112614	1	1	1	1
12230.952759662798	1	1	1	1
12244.695403212978	4	4	4	4
12258.438046763164	1	1	1	1
12272.180690313344	1	1	1	1
12285.923333863528	1	1	1	1
12299.66597741371	1	1	1	1
12313.408620963894	1	1	1	1
12327.151264514076	4	4	4	4
12340.89390806426	1	1	1	1
12354.636551614441	1	1	1	1
12368.379195164625	1	1	1	1
12382.12183871481	1	1	1	1
12395.864482264991	1	1	1	1
12409.607125815175	4	4	4	4
12423.349769365357	1	1	1	1
12437.092412915541	1	1	1	1
12450.835056465723	1	1	1	1
12464.577700015907	1	1	1	1
12478.320343566089	1	1	1	1
12492.062987116273	4	4	4	4
12505.805630666453	1	1	1	1
12519.548274216639	1	1	1	1
12533.290917766819	1	1	1	1
12547.033561317003	1	1	1	1
12560.776204867185	1	1	1	1
12574.518848417369	4	4	4	4
12588.26149196755	1	1	1	1
12602.004135517735	1	1	1	1
12615.746779067918	1	1	1	1
12629.4894226181	1	1	1	1
12643.232066168284	1	1	1	1
12656.974709718466	4	4	4	4
12670.71735326865	1	1	1	1
12684.459996818832	1	1	1	1
12698.202640369016	1	1	1	1
12711.945283919198	1	1	1	1
12725.687927469382	1	1	1	1
12739.430571019564	4	4	4	4
12753.173214569748	1	1	1	1
12766.91585811993	1	1	1	1
12780.658501670114	1	1	1	1
12794.401145220294	1	1	1	1
12808.14378877048	1	1	1	1
12821.886432320664	4	4	4	4
12835.629075870844	1	1	1	1
12849.37171942103	1	1	1	1
12863.11436297121	1	1	1	1
12876.857006521393	1	1	1	1
12890.599650071576	1	1	1	1
12904.34229362176	4	4	4	4
12918.084937171941	1	1	1	1
12931.827580722125	1	1	1	1
12945.570224272307	1	1	1	1
12959.312867822491	1	1	1	1
12973.055511372673	1	1	1	1
12986.798154922857	4	4	4	4
13000.54079847304	1	1	1	1
13014.283442023223	1	1	1	1
13028.026085573405	1	1	1	1
13041.768729123589	1	1	1	1
13055.511372673773	1	1	1	1
13069.254016223955	4	4	4	4
13082.996659774139	1	1	1	1
13096.739303324319	1	1	1	1
13110.481946874505	1	1	1	1
13124.224590424685	1	1	1	1
13137.967233974869	1	1	1	1
13151.70987752505	4	4	4	4
13165.452521075234	1	1	1	1
13179.195164625417	1	1	1	1
13192.9378081756	1	1	1	1
13206.680451725782	1	1	1	1
13220.423095275966	1	1	1	1
13234.165738826148	4	4	4	4
13247.908382376332	1	1	1	1
13261.651025926516	1	1	1	1
13275.393669476698	1	1	1	1
13289.136313026882	1	1	1	1
13302.878956577064	1	1	1	1
13316.621600127248	4	4	4	4
13330.36424367743	1	1	1	1
13344.106887227614	1	1	1	1
13357.849530777796	1	1	1	1
13371.59217432798	1	1	1	1
13385.33481787816	1	1	1	1
13399.077461428345	4	4	4	4
13412.820104978526	1	1	1	1
13426.56274852871	1	1	1	1
13440.305392078892	1	1	1	1
13454.048035629075	1	1	1	1
13467.790679179257	1	1	1	1
13481.533322729441	4	4	4	4
13495.275966279625	1	1	1	1
13509.018609829807	1	1	1	1
13522.761253379991	1	1	1	1
13536.503896930173	1	1	1	1
13550.246540480357	1	1	1	1
13563.989184030539	4	4	4	4
13577.731827580723	1	1	1	1
13591.474471130905	1	1	1	1
13605.217114681089	1	1	1	1
13618.95975823127	1	1	1	1
13632.702401781455	1	1	1	1
13646.445045331635	4	4	4	4
13660.18768888182	1	1	1	1
13673.930332432	1	1	1	1
13687.672975982185	1	1	1	1
13701.41561953237	1	1	1	1
13715.15826308255	1	1	1	1
13728.900906632734	4	4	4	4
13742.643550182916	1	1	1	1
13756.3861937331	1	1	1	1
13770.128837283282	1	1	1	1
13783.871480833466	1	1	1	1
13797.614124383648	1	1	1	1
13811.356767933832	4	4	4	4
13825.099411484014	1	1	1	1
13838.842055034198	1	1	1	1
13852.58469858438	1	1	1	1
13866.327342134564	1	1	1	1
13880.069985684746	1	1	1	1
13893.81262923493	4	4	4	4
13907.555272785112	1	1	1	1
13921.297916335296	1	1	1	1
13935.04055988548	1	1	1	1
13948.783203435662	1	1	1	1
13962.525846985845	1	1	1	1
13976.268490536026	4	4	4	4
13990.011134086211	1	1	1	1
14003.753777636392	1	1	1	1
14017.496421186575	1	1	1	1
14031.239064736757	1	1	1	1
14044.981708286941	1	1	1	1
14058.724351837123	4	4	4	4
14072.466995387307	1	1	1	1
14086.20963893749	1	1	1	1
14099.952282487673	1	1	1	1
14113.694926037855	1	1	1	1
14127.437569588039	1	1	1	1
14141.180213138221	4	4	4	4
14154.922856688405	1	1	1	1
14168.665500238589	1	1	1	1
14182.40814378877	1	1	1	1
14196.150787338955	1	1	1	1
14209.893430889137	1	1	1	1
14223.63607443932	4	4	4	4
14237.3787179895	1	1	1	1
14251.121361539686	1	1	1	1
14264.864005089867	1	1	1	1
14278.60664864005	1	1	1	1
14292.349292190233	1	1	1	1
14306.091935740416	4	4	4	4
14319.834579290598	1	1	1	1
14333.577222840782	1	1	1	1
14347.319866390964	1	1	1	1
14361.062509941148	1	1	1	1
14374.805153491332	1	1	1	1
14388.547797041514	4	4	4	4
14402.290440591698	1	1	1	1
14416.03308414188	1	1	1	1
14429.775727692064	1	1	1	1
14443.518371242246	1	1	1	1
14457.26101479243	1	1	1	1
14471.003658342612	4	4	4	4
14484.746301892796	1	1	1	1
14498.488945442978	1	1	1	1
14512.231588993161	1	1	1	1
14525.974232543342	1	1	1	1
14539.716876093527	1	1	1	1
14553.459519643708	4	4	4	4
14567.202163193891	1	1	1	1
14580.944806744074	1	1	1	1
14594.687450294257	1	1	1	1
14608.430093844441	1	1	1	1
14622.172737394623	1	1	1	1
14635.915380944807	4	4	4	4
14649.65802449499	1	1	1	1
14663.400668045173	1	1	1	1
14677.143311595355	1	1	1	1
14690.885955145539	1	1	1	1
14704.628598695721	1	1	1	1
14718.371242245905	4	4	4	4
14732.113885796087	1	1	1	1
14745.85652934627	1	1	1	1
14759.599172896453	1	1	1	1
14773.341816446637	1	1	1	1
14787.084459996819	1	1	1	1
14800.827103547002	4	4	4	4
14814.569747097186	1	1	1	1
14828.312390647367	1	1	1	1
14842.055034197552	1	1	1	1
14855.797677747732	1	1	1	1
14869.540321297916	1	1	1	1
14883.282964848098	4	4	4	4
14897.025608398282	1	1	1	1
14910.768251948464	1	1	1	1
14924.510895498648	1	1	1	1
14938.25353904883	1	1	1	1
14951.996182599014	1	1	1	1
14965.738826149196	4	4	4	4
14979.48146969938	1	1	1	1
14993.224113249562	1	1	1	1
15006.966756799746	1	1	1	1
15020.709400349928	1	1	1	1
15034.452043900112	1	1	1	1
15048.194687450296	4	4	4	4
15061.937331000478	1	1	1	1
15075.679974550661	1	1	1	1
15089.422618100843	1	1	1	1
15103.165261651027	1	1	1	1
15116.907905201208	1	1	1	1
15130.650548751393	4	4	4	4
15144.393192301573	1	1	1	1
15158.135835851757	1	1	1	1
15171.87847940194	1	1	1	1
15185.621122952123	1	1	1	1
15199.363766502305	1	1	1	1
15213.106410052489	4	4	4	4
15226.849053602671	1	1	1	1
15240.591697152855	1	1	1	1
15254.334340703039	1	1	1	1
15268.07698425322	1	1	1	1
15281.819627803405	1	1	1	1
15295.562271353587	4	4	4	4
15309.30491490377	1	1	1	1
15323.047558453953	1	1	1	1
15336.790202004137	1	1	1	1
15350.532845554319	1	1	1	1
15364.275489104502	1	1	1	1
15378.018132654684	4	4	4	4
15391.760776204868	1	1	1	1
15405.503419755049	1	1	1	1
15419.246063305232	1	1	1	1
15432.988706855414	1	1	1	1
15446.731350405598	1	1	1	1
15460.47399395578	4	4	4	4
15474.216637505964	1	1	1	1
15487.959281056148	1	1	1	1
15501.70192460633	1	1	1	1
15515.444568156514	1	1	1	1
15529.187211706696	1	1	1	1
15542.92985525688	4	4	4	4
15556.672498807062	1	1	1	1
15570.415142357246	1	1	1	1
15584.157785907428	1	1	1	1
15597.900429457612	1	1	1	1
15611.643073007794	1	1	1	1
15625.385716557978	4	4	4	4
15639.12836010816	1	1	1	1
15652.871003658343	1	1	1	1
15666.613647208524	1	1	1	1
15680.35629075871	1	1	1	1
15694.098934308893	1	1	1	1
15707.841577859073	4	4	4	4
15721.584221409259	1	1	1	1
15735.32686495944	1	1	1	1
15749.069508509623	1	1	1	1
15762.812152059805	1	1	1	1
15776.554795609989	1	1	1	1
15790.297439160171	4	4	4	4
15804.040082710355	1	1	1	1
15817.782726260537	1	1	1	1
15831.52536981072	1	1	1	1
15845.268013360903	1	1	1	1
15859.010656911087	1	1	1	1
15872.753300461269	4	4	4	4
15886.495944011453	1	1	1	1
15900.238587561635	1	1	1	1
15913.981231111818	1	1	1	1
15927.723874662002	1	1	1	1
15941.466518212184	1	1	1	1
15955.209161762368	4	4	4	4
15968.95180531255	1	1	1	1
15982.694448862734	1	1	1	1
15996.437092412914	1	1	1	1
16010.179735963098	1	1	1	1
16023.92237951328	1	1	1	1
16037.665023063464	4	4	4	4
16051.407666613646	1	1	1	1
16065.15031016383	1	1	1	1
16078.892953714012	1	1	1	1
16092.635597264196	1	1	1	1
16106.378240814378	1	1	1	1
16120.120884364562	4	4	4	4
16133.863527914746	1	1	1	1
16147.606171464928	1	1	1	1
16161.348815015112	1	1	1	1
16175.091458565294	1	1	1	1
16188.834102115477	1	1	1	1
16202.57674566566	4	4	4	4
16216.319389215843	1	1	1	1
16230.062032766025	1	1	1	1
16243.80467631621	1	1	1	1
16257.54731986639	1	1	1	1
16271.289963416575	1	1	1	1
16285.032606966755	4	4	4	4
16298.77525051694	1	1	1	1
16312.517894067121	1	1	1	1
16326.260537617305	1	1	1	1
16340.003181167487	1	1	1	1
16353.745824717671	1	1	1	1
16367.488468267855	4	4	4	4
16381.231111818037	1	1	1	1
16394.97375536822	1	1	1	1
16408.7163989184	1	1	1	1
16422.45904246859	1	1	1	1
16436.20168601877	1	1	1	1
16449.944329568953	4	4	4	4
16463.686973119133	1	1	1	1
16477.429616669317	1	1	1	1
16491.1722602195	1	1	1	1
16504.914903769684	1	1	1	1
16518.657547319865	1	1	1	1
16532.40019087005	4	4	4	4
16546.142834420232	1	1	1	1
16559.885477970416	1	1	1	1
16573.6281215206	1	1	1	1
16587.37076507078	1	1	1	1
16601.113408620964	1	1	1	1
16614.856052171148	4	4	4	4
16628.59869572133	1	1	1	1
16642.341339271512	1	1	1	1
16656.083982821696	1	1	1	1
16669.82662637188	1	1	1	1
16683.569269922064	1	1	1	1
16697.311913472244	4	4	4	4
16711.054557022428	1	1	1	1
16724.797200572608	1	1	1	1
16738.53984412279	1	1	1	1
16752.282487672976	1	1	1	1
16766.02513122316	1	1	1	1
16779.76777477334	4	4	4	4
16793.510418323523	1	1	1	1
16807.253061873707	1	1	1	1
16820.99570542389	1	1	1	1
16834.738348974075	1	1	1	1
16848.480992524255	1	1	1	1
16862.22363607444	4	4	4	4
16875.966279624623	1	1	1	1
16889.708923174807	1	1	1	1
16903.451566724987	1	1	1	1
16917.19421027517	1	1	1	1
16930.936853825355	1	1	1	1
16944.67949737554	4	4	4	4
16958.42214092572	1	1	1	1
16972.164784475903	1	1	1	1
16985.907428026083	1	1	1	1
16999.650071576267	1	1	1	1
17013.39271512645	1	1	1	1
17027.135358676634	4	4	4	4
17040.87800222682	1	1	1	1
17054.620645777	1	1	1	1
17068.363289327182	1	1	1	1
17082.105932877366	1	1	1	1
17095.84857642755	1	1	1	1
17109.59121997773	4	4	4	4
17123.333863527914	1	1	1	1
17137.076507078098	1	1	1	1
17150.819150628282	1	1	1	1
17164.561794178462	1	1	1	1
17178.304437728646	1	1	1	1
17192.04708127883	4	4	4	4
17205.789724829014	1	1	1	1
17219.532368379194	1	1	1	1
17233.275011929378	1	1	1	1
17247.01765547956	1	1	1	1
17260.760299029746	1	1	1	1
17274.50294257993	4	4	4	4
17288.24558613011	1	1	1	1
17301.988229680293	1	1	1	1
17315.730873230474	1	1	1	1
17329.473516780658	1	1	1	1
17343.21616033084	1	1	1	1
17356.958803881025	4	4	4	4
17370.701447431205	1	1	1	1
17384.44409098139	1	1	1	1
17398.186734531573	1	1	1	1
17411.929378081757	1	1	1	1
17425.672021631937	1	1	1	1
17439.41466518212	4	4	4	4
17453.157308732305	1	1	1	1
17466.89995228249	1	1	1	1
17480.642595832673	1	1	1	1
17494.385239382853	1	1	1	1
17508.127882933037	1	1	1	1
17521.87052648322	4	4	4	4
17535.613170033404	1	1	1	1
17549.355813583585	1	1	1	1
17563.09845713377	1	1	1	1
17576.84110068395	1	1	1	1
17590.583744234133	1	1	1	1
17604.326387784316	4	4	4	4
17618.0690313345	1	1	1	1
17631.81167488468	1	1	1	1
17645.554318434864	1	1	1	1
17659.29696198505	1	1	1	1
17673.039605535232	1	1	1	1
17686.782249085416	4	4	4	4
17700.524892635596	1	1	1	1
17714.26753618578	1	1	1	1
17728.010179735964	1	1	1	1
17741.752823286148	1	1	1	1
17755.495466836328	1	1	1	1
17769.238110386512	4	4	4	4
17782.980753936696	1	1	1	1
17796.72339748688	1	1	1	1
17810.46604103706	1	1	1	1
17824.208684587244	1	1	1	1
17837.951328137424	1	1	1	1
17851.69397168761	4	4	4	4
17865.43661523779	1	1	1	1
17879.179258787975	1	1	1	1
17892.921902338156	1	1	1	1
17906.66454588834	1	1	1	1
17920.407189438523	1	1	1	1
17934.149832988707	4	4	4	4
17947.89247653889	1	1	1	1
17961.63512008907	1	1	1	1
17975.377763639255	1	1	1	1
17989.12040718944	1	1	1	1
18002.863050739623	1	1	1	1
18016.605694289803	4	4	4	4
18030.348337839987	1	1	1	1
18044.09098139017	1	1	1	1
18057.833624940355	1	1	1	1
18071.576268490535	1	1	1	1
18085.31891204072	1	1	1	1
18099.061555590903	4	4	4	4
18112.804199141086	1	1	1	1
18126.54684269127	1	1	1	1
18140.28948624145	1	1	1	1
18154.032129791634	1	1	1	1
18167.774773341815	1	1	1	1
18181.517416892	4	4	4	4
18195.260060442182	1	1	1	1
18209.002703992366	1	1	1	1
18222.745347542546	1	1	1	1
18236.48799109273	1	1	1	1
18250.230634642914	1	1	1	1
18263.973278193098	4	4	4	4
18277.715921743278	1	1	1	1
18291.458565293462	1	1	1	1
18305.201208843646	1	1	1	1
18318.94385239383	1	1	1	1
18332.68649594401	1	1	1	1
18346.429139494194	4	4	4	4
18360.171783044378	1	1	1	1
18373.91442659456	1	1	1	1
18387.657070144745	1	1	1	1
18401.399713694926	1	1	1	1
18415.14235724511	1	1	1	1
18428.88500079529	4	4	4	4
18442.627644345477	1	1	1	1
18456.370287895657	1	1	1	1
18470.11293144584	1	1	1	1
18483.85557499602	1	1	1	1
18497.598218546205	1	1	1	1
18511.34086209639	4	4	4	4
18525.083505646573	1	1	1	1
18538.826149196753	1	1	1	1
18552.568792746937	1	1	1	1
18566.31143629712	1	1	1	1
18580.054079847305	1	1	1	1
18593.79672339749	4	4	4	4
18607.53936694767	1	1	1	1
18621.282010497853	1	1	1	1
18635.024654048037	1	1	1	1
18648.76729759822	1	1	1	1
18662.5099411484	1	1	1	1
18676.252584698585	4	4	4	4
18689.99522824877	1	1	1	1
18703.737871798952	1	1	1	1
18717.480515349132	1	1	1	1
18731.223158899316	1	1	1	1
18744.965802449497	1	1	1	1
18758.70844599968	4	4	4	4
18772.451089549864	1	1	1	1
18786.193733100048	1	1	1	1
18799.936376650232	1	1	1	1
18813.679020200412	1	1	1	1
18827.421663750596	1	1	1	1
18841.16430730078	4	4	4	4
18854.906950850964	1	1	1	1
18868.649594401144	1	1	1	1
18882.392237951328	1	1	1	1
18896.13488150151	1	1	1	1
18909.877525051696	1	1	1	1
18923.620168601876	4	4	4	4
18937.36281215206	1	1	1	1
18951.105455702243	1	1	1	1
18964.848099252427	1	1	1	1
18978.590742802608	1	1	1	1
18992.33338635279	1	1	1	1
19006.076029902975	4	4	4	4
19019.818673453155	1	1	1	1
19033.561317003343	1	1	1	1
19047.303960553523	1	1	1	1
19061.046604103707	1	1	1	1
19074.789247653887	1	1	1	1
19088.53189120407	4	4	4	4
19102.274534754255	1	1	1	1
19116.01717830444	1	1	1	1
19129.75982185462	1	1	1	1
19143.502465404803	1	1	1	1
19157.245108954987	1	1	1	1
19170.98775250517	4	4	4	4
19184.73039605535	1	1	1	1
19198.473039605535	1	1	1	1
19212.21568315572	1	1	1	1
19225.958326705902	1	1	1	1
19239.700970256086	1	1	1	1
19253.443613806267	4	4	4	4
19267.18625735645	1	1	1	1
19280.928900906634	1	1	1	1
19294.671544456818	1	1	1	1
19308.414188007	1	1	1	1
19322.156831557182	1	1	1	1
19335.899475107362	4	4	4	4
19349.642118657546	1	1	1	1
19363.38476220773	1	1	1	1
19377.127405757914	1	1	1	1
19390.870049308094	1	1	1	1
19404.612692858278	1	1	1	1
19418.355336408462	4	4	4	4
19432.097979958646	1	1	1	1
19445.84062350883	1	1	1	1
19459.58326705901	1	1	1	1
19473.325910609194	1	1	1	1
19487.068554159378	1	1	1	1
19500.81119770956	4	4	4	4
19514.55384125974	1	1	1	1
19528.296484809925	1	1	1	1
19542.03912836011	1	1	1	1
19555.781771910293	1	1	1	1
19569.524415460473	1	1	1	1
19583.267059010657	4	4	4	4
19597.009702560837	1	1	1	1
19610.75234611102	1	1	1	1
19624.494989661205	1	1	1	1
19638.23763321139	1	1	1	1
19651.98027676157	1	1	1	1
19665.722920311753	4	4	4	4
19679.465563861937	1	1	1	1
19693.20820741212	1	1	1	1
19706.950850962305	1	1	1	1
19720.693494512485	1	1	1	1
19734.43613806267	1	1	1	1
19748.178781612853	4	4	4	4
19761.921425163036	1	1	1	1
19775.664068713217	1	1	1	1
19789.4067122634	1	1	1	1
19803.149355813584	1	1	1	1
19816.89199936377	1	1	1	1
19830.63464291395	4	4	4	4
19844.377286464132	1	1	1	1
19858.119930014313	1	1	1	1
19871.8625735645	1	1	1	1
19885.60521711468	1	1	1	1
19899.347860664864	1	1	1	1
19913.090504215048	4	4	4	4
19926.83314776523	1	1	1	1
19940.575791315412	1	1	1	1
19954.318434865596	1	1	1	1
19968.06107841578	1	1	1	1
19981.80372196596	1	1	1	1
19995.546365516144	4	4	4	4
20009.289009066328	1	1	1	1
20023.03165261651	1	1	1	1
20036.77429616669	1	1	1	1
20050.516939716876	1	1	1	1
20064.25958326706	1	1	1	1
20078.002226817243	4	4	4	4
20091.744870367424	1	1	1	1
20105.487513917607	1	1	1	1
20119.23015746779	1	1	1	1
20132.972801017975	1	1	1	1
20146.71544456816	1	1	1	1
20160.45808811834	4	4	4	4
20174.200731668523	1	1	1	1
20187.943375218703	1	1	1	1
20201.686018768887	1	1	1	1
20215.42866231907	1	1	1	1
20229.171305869255	1	1	1	1
20242.913949419435	4	4	4	4
20256.65659296962	1	1	1	1
20270.399236519803	1	1	1	1
20284.141880069987	1	1	1	1
20297.884523620167	1	1	1	1
20311.62716717035	1	1	1	1
20325.369810720535	4	4	4	4
20339.11245427072	1	1	1	1
20352.855097820902	1	1	1	1
20366.597741371083	1	1	1	1
20380.340384921266	1	1	1	1
20394.08302847145	1	1	1	1
20407.825672021634	4	4	4	4
20421.568315571814	1	1	1	1
20435.310959121998	1	1	1	1
20449.05360267218	1	1	1	1
20462.796246222366	1	1	1	1
20476.538889772546	1	1	1	1
20490.28153332273	4	4	4	4
20504.02417687291	1	1	1	1
20517.766820423094	1	1	1	1
20531.509463973278	1	1	1	1
20545.25210752346	1	1	1	1
20558.994751073646	1	1	1	1
20572.737394623826	4	4	4	4
20586.48003817401	1	1	1	1
20600.222681724194	1	1	1	1
20613.965325274377	1	1	1	1
20627.707968824558	1	1	1	1
20641.45061237474	1	1	1	1
20655.193255924925	4	4	4	4
20668.93589947511	1	1	1	1
20682.67854302529	1	1	1	1
20696.421186575473	1	1	1	1
20710.163830125653	1	1	1	1
20723.90647367584	1	1	1	1
20737.64911722602	4	4	4	4
20751.391760776205	1	1	1	1
20765.134404326385	1	1	1	1
20778.87704787657	1	1	1	1
20792.619691426753	1	1	1	1
20806.362334976937	1	1	1	1
20820.10497852712	4	4	4	4
20833.8476220773	1	1	1	1
20847.590265627485	1	1	1	1
20861.33290917767	1	1	1	1
20875.075552727852	1	1	1	1
20888.818196278033	1	1	1	1
20902.560839828217	4	4	4	4
20916.3034833784	1	1	1	1
20930.046126928584	1	1	1	1
20943.788770478764	1	1	1	1
20957.53141402895	1	1	1	1
20971.274057579132	1	1	1	1
20985.016701129316	4	4	4	4
20998.7593446795	1	1	1	1
21012.50198822968	1	1	1	1
21026.244631779864	1	1	1	1
21039.987275330044	1	1	1	1
21053.72991888023	1	1	1	1
21067.472562430412	4	4	4	4
21081.215205980596	1	1	1	1
21094.957849530776	1	1	1	1
21108.70049308096	1	1	1	1
21122.443136631144	1	1	1	1
21136.185780181328	1	1	1	1
21149.928423731508	4	4	4	4
21163.67106728169	1	1	1	1
21177.413710831876	1	1	1	1
21191.15635438206	1	1	1	1
21204.89899793224	1	1	1	1
21218.641641482423	1	1	1	1
21232.384285032607	4	4	4	4
21246.12692858279	1	1	1	1
21259.869572132975	1	1	1	1
21273.612215683155	1	1	1	1
21287.35485923334	1	1	1	1
21301.09750278352	1	1	1	1
21314.840146333707	4	4	4	4
21328.582789883887	1	1	1	1
21342.32543343407	1	1	1	1
21356.06807698425	1	1	1	1
21369.810720534435	1	1	1	1
21383.55336408462	1	1	1	1
21397.296007634803	4	4	4	4
21411.038651184983	1	1	1	1
21424.781294735167	1	1	1	1
21438.52393828535	1	1	1	1
21452.266581835534	1	1	1	1
21466.00922538572	1	1	1	1
21479.7518689359	4	4	4	4
21493.494512486082	1	1	1	1
21507.237156036266	1	1	1	1
21520.97979958645	1	1	1	1
21534.72244313663	1	1	1	1
21548.465086686814	1	1	1	1
21562.207730236998	4	4	4	4
21575.950373787182	1	1	1	1
21589.693017337362	1	1	1	1
21603.435660887542	1	1	1	1
21617.178304437726	1	1	1	1
21630.92094798791	1	1	1	1
21644.663591538098	4	4	4	4
21658.40623508828	1	1	1	1
21672.148878638458	1	1	1	1
21685.891522188642	1	1	1	1
21699.634165738826	1	1	1	1
21713.37680928901	1	1	1	1
21727.11945283919	4	4	4	4
21740.862096389374	1	1	1	1
21754.604739939557	1	1	1	1
21768.34738348974	1	1	1	1
21782.09002703992	1	1	1	1
21795.832670590105	1	1	1	1
21809.57531414029	4	4	4	4
21823.317957690473	1	1	1	1
21837.060601240653	1	1	1	1
21850.803244790837	1	1	1	1
21864.54588834102	1	1	1	1
21878.288531891205	1	1	1	1
21892.03117544139	4	4	4	4
21905.77381899157	1	1	1	1
21919.516462541753	1	1	1	1
21933.259106091937	1	1	1	1
21947.00174964212	1	1	1	1
21960.7443931923	1	1	1	1
21974.487036742485	4	4	4	4
21988.22968029267	1	1	1	1
22001.972323842852	1	1	1	1
22015.714967393033	1	1	1	1
22029.457610943216	1	1	1	1
22043.2002544934	1	1	1	1
22056.942898043584	4	4	4	4
22070.685541593764	1	1	1	1
22084.42818514395	1	1	1	1
22098.170828694132	1	1	1	1
22111.913472244316	1	1	1	1
22125.6561157945	1	1	1	1
22139.398759344676	4	4	4	4
22153.141402894864	1	1	1	1
22166.884046445048	1	1	1	1
22180.62668999523	1	1	1	1
22194.369333545408	1	1	1	1
22208.111977095592	1	1	1	1
22221.854620645776	4	4	4	4
22235.597264195963	1	1	1	1
22249.33990774614	1	1	1	1
22263.082551296324	1	1	1	1
22276.825194846508	1	1	1	1
22290.56783839669	1	1	1	1
22304.31048194687	4	4	4	4
22318.053125497056	1	1	1	1
22331.79576904724	1	1	1	1
22345.538412597423	1	1	1	1
22359.281056147607	1	1	1	1
22373.023699697787	1	1	1	1
22386.76634324797	4	4	4	4
22400.508986798155	1	1	1	1
22414.25163034834	1	1	1	1
22427.99427389852	1	1	1	1
22441.736917448703	1	1	1	1
22455.479560998887	1	1	1	1
22469.22220454907	4	4	4	4
22482.96484809925	1	1	1	1
22496.707491649435	1	1	1	1
22510.45013519962	1	1	1	1
22524.192778749803	1	1	1	1
22537.935422299983	1	1	1	1
22551.678065850167	4	4	4	4
22565.42070940035	1	1	1	1
22579.163352950534	1	1	1	1
22592.905996500718	1	1	1	1
22606.6486400509	1	1	1	1
22620.391283601082	1	1	1	1
22634.133927151266	4	4	4	4
22647.87657070145	1	1	1	1
22661.61921425163	1	1	1	1
22675.361857801814	1	1	1	1
22689.104501351998	1	1	1	1
22702.84714490218	1	1	1	1
22716.58978845236	4	4	4	4
22730.332432002542	1	1	1	1
22744.07507555273	1	1	1	1
22757.817719102914	1	1	1	1
22771.560362653097	1	1	1	1
22785.303006203274	1	1	1	1
22799.045649753458	4	4	4	4
22812.78829330364	1	1	1	1
22826.53093685383	1	1	1	1
22840.273580404006	1	1	1	1
22854.01622395419	1	1	1	1
22867.758867504373	1	1	1	1
22881.501511054557	4	4	4	4
22895.244154604738	1	1	1	1
