Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695c7302c05fc25fbbedff03 - minikube	Unknown Heuristic - Run None (Profile ?) 695c7302c05fc25fbbedff03 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695c7302c05fc25fbbedff03 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695c7302c05fc25fbbedff03 - minikube-m04
18078.882773899422	4	4	4	4
18089.06280924674	4	4	4	4
18099.242844594053	4	4	4	4
18099.45284532319	4	3	3	3
18109.64288070523	4	4	4	4
18119.822916052544	4	4	4	4
18130.00295139986	4	4	4	4
18140.182986747175	4	4	4	4
18150.363022094494	4	4	4	4
18150.573022823628	4	3	3	3
18160.773058240386	4	4	4	4
18170.953093587705	4	4	4	4
18181.133128935016	4	4	4	4
18191.313164282332	4	4	4	4
18201.49319962965	4	4	4	4
18201.703200358785	4	3	3	3
18211.893235740823	4	4	4	4
18222.07327108814	4	4	4	4
18232.253306435454	4	4	4	4
18242.433341782773	4	4	4	4
18252.613377130085	4	4	4	4
18252.823377859222	4	3	3	3
18263.01341324126	4	4	4	4
18273.193448588576	4	4	4	4
18283.37348393589	4	4	4	4
18293.553519283207	4	4	4	4
18303.733554630526	4	4	4	4
18303.94355535966	4	3	3	3
18314.143590776417	4	4	4	4
18324.323626123733	4	4	4	4
18334.503661471048	4	4	4	4
18344.683696818367	4	4	4	4
18354.863732165682	4	4	4	4
18355.07373289482	4	3	3	3
18365.273768311577	4	4	4	4
18375.45380365889	4	4	4	4
18385.63383900621	4	4	4	4
18395.813874353524	4	4	4	4
18405.99390970084	4	4	4	4
18406.213910464696	4	3	3	3
18416.403945846734	4	4	4	4
18426.58398119405	4	4	4	4
18436.764016541365	4	4	4	4
18446.94405188868	4	4	4	4
18457.124087236	4	4	4	4
18457.334087965133	4	3	3	3
18467.53412338189	4	4	4	4
18477.714158729206	4	4	4	4
18487.89419407652	4	4	4	4
18498.07422942384	4	4	4	4
18508.254264771156	4	4	4	4
18508.46426550029	4	3	3	3
18518.65430088233	4	4	4	4
18528.834336229644	4	4	4	4
18539.01437157696	4	4	4	4
18549.194406924278	4	4	4	4
18559.37444227159	4	4	4	4
18559.584443000727	4	3	3	3
18569.774478382766	4	4	4	4
18579.95451373008	4	4	4	4
18590.134549077397	4	4	4	4
18600.314584424712	4	4	4	4
18610.49461977203	4	4	4	4
18610.704620501165	4	3	3	3
18620.904655917922	4	4	4	4
18631.084691265238	4	4	4	4
18641.264726612553	4	4	4	4
18651.444761959872	4	4	4	4
18661.624797307188	4	4	4	4
18661.834798036325	4	3	3	3
18672.02483341836	4	4	4	4
18682.204868765675	4	4	4	4
18692.384904112994	4	4	4	4
18702.564939460306	4	4	4	4
18712.744974807625	4	4	4	4
18712.95497553676	4	3	3	3
18723.155010953516	4	4	4	4
18733.335046300836	4	4	4	4
18743.51508164815	4	4	4	4
18753.695116995466	4	4	4	4
18763.87515234278	4	4	4	4
18764.085153071916	4	3	3	3
18774.275188453954	4	4	4	4
18784.45522380127	4	4	4	4
18794.63525914859	4	4	4	4
18804.815294495904	4	4	4	4
18814.99532984322	4	4	4	4
18815.205330572357	4	3	3	3
18825.40536598911	4	4	4	4
18835.585401336426	4	4	4	4
18845.765436683745	4	4	4	4
18855.94547203106	4	4	4	4
18866.125507378376	4	4	4	4
18866.335508107513	4	3	3	3
18876.525543489548	4	4	4	4
18886.705578836867	4	4	4	4
18896.885614184182	4	4	4	4
18907.065649531498	4	4	4	4
18917.245684878813	4	4	4	4
18917.46568564267	4	3	3	3
18927.665721059428	4	4	4	4
18937.845756406743	4	4	4	4
18948.02579175406	4	4	4	4
18958.205827101378	4	4	4	4
18968.385862448693	4	4	4	4
18968.59586317783	4	3	3	3
18978.795898594584	4	4	4	4
18988.9759339419	4	4	4	4
18999.15596928922	4	4	4	4
19009.336004636534	4	4	4	4
19019.51603998385	4	4	4	4
19019.726040712987	4	3	3	3
19029.91607609502	4	4	4	4
19040.09611144234	4	4	4	4
19050.276146789656	4	4	4	4
19060.45618213697	4	4	4	4
19070.636217484287	4	4	4	4
19070.846218213424	4	3	3	3
19081.046253630182	4	4	4	4
19091.226288977497	4	4	4	4
19101.406324324813	4	4	4	4
19111.58635967213	4	4	4	4
19121.766395019444	4	4	4	4
19121.97639574858	4	3	3	3
19132.166431130616	4	4	4	4
19142.346466477935	4	4	4	4
19152.52650182525	4	4	4	4
19162.706537172566	4	4	4	4
19172.886572519885	4	4	4	4
19173.09657324902	4	3	3	3
19183.296608665776	4	4	4	4
19193.47664401309	4	4	4	4
19203.656679360407	4	4	4	4
19213.836714707726	4	4	4	4
19224.01675005504	4	4	4	4
19224.226750784175	4	3	3	3
19234.416786166214	4	4	4	4
19244.59682151353	4	4	4	4
19254.776856860844	4	4	4	4
19264.95689220816	4	4	4	4
19275.136927555475	4	4	4	4
19275.346928284613	4	3	3	3
19285.54696370137	4	4	4	4
19295.726999048686	4	4	4	4
19305.907034396	4	4	4	4
19316.087069743317	4	4	4	4
19326.267105090636	4	4	4	4
19326.47710581977	4	3	3	3
19336.677141236527	4	4	4	4
19346.857176583846	4	4	4	4
19357.037211931158	4	4	4	4
19367.217247278477	4	4	4	4
19377.397282625792	4	4	4	4
19377.60728335493	4	3	3	3
19387.807318771687	4	4	4	4
19397.987354119003	4	4	4	4
19408.167389466318	4	4	4	4
19418.347424813634	4	4	4	4
19428.52746016095	4	4	4	4
19428.74746092481	4	3	3	3
19438.947496341563	4	4	4	4
19449.12753168888	4	4	4	4
19459.307567036198	4	4	4	4
19469.487602383513	4	4	4	4
19479.66763773083	4	4	4	4
19479.877638459962	4	3	3	3
19490.067673842	4	4	4	4
19500.24770918932	4	4	4	4
19510.42774453663	4	4	4	4
19520.60777988395	4	4	4	4
19530.787815231266	4	4	4	4
19530.9978159604	4	3	3	3
19541.19785137716	4	4	4	4
19551.377886724476	4	4	4	4
19561.557922071792	4	4	4	4
19571.737957419107	4	4	4	4
19581.917992766423	4	4	4	4
19582.12799349556	4	3	3	3
19592.328028912318	4	4	4	4
19602.508064259633	4	4	4	4
19612.68809960695	4	4	4	4
19622.868134954264	4	4	4	4
19633.048170301583	4	4	4	4
19633.258171030717	4	3	3	3
19643.44820641275	4	4	4	4
19653.62824176007	4	4	4	4
19663.808277107386	4	4	4	4
19673.9883124547	4	4	4	4
19684.168347802017	4	4	4	4
19684.378348531154	4	3	3	3
19694.57838394791	4	4	4	4
19704.758419295227	4	4	4	4
19714.938454642543	4	4	4	4
19725.11848998986	4	4	4	4
19735.298525337173	4	4	4	4
19735.50852606631	4	3	3	3
19745.70856148307	4	4	4	4
19755.888596830384	4	4	4	4
19766.068632177703	4	4	4	4
19776.24866752502	4	4	4	4
19786.428702872334	4	4	4	4
19786.638703601468	4	3	3	3
19796.838739018225	4	4	4	4
19807.018774365544	4	4	4	4
19817.19880971286	4	4	4	4
19827.378845060175	4	4	4	4
19837.55888040749	4	4	4	4
19837.768881136628	4	3	3	3
19847.968916553385	4	4	4	4
19858.1489519007	4	4	4	4
19868.328987248016	4	4	4	4
19878.509022595335	4	4	4	4
19888.689057942647	4	4	4	4
19888.899058671785	4	3	3	3
19899.089094053823	4	4	4	4
19909.26912940114	4	4	4	4
19919.449164748454	4	4	4	4
19929.62920009577	4	4	4	4
19939.80923544309	4	4	4	4
19940.02923620694	4	3	3	3
19950.2292716237	4	4	4	4
19960.409306971018	4	4	4	4
19970.589342318333	4	4	4	4
19980.76937766565	4	4	4	4
19990.949413012964	4	4	4	4
19991.1594137421	4	3	3	3
20001.35944915886	4	4	4	4
20011.539484506175	4	4	4	4
20021.71951985349	4	4	4	4
20031.89955520081	4	4	4	4
20042.07959054812	4	4	4	4
20042.28959127726	4	3	3	3
20052.479626659297	4	4	4	4
20062.659662006612	4	4	4	4
20072.839697353927	4	4	4	4
20083.019732701243	4	4	4	4
20093.199768048562	4	4	4	4
20093.409768777696	4	3	3	3
20103.59980415973	4	4	4	4
20113.77983950705	4	4	4	4
20123.959874854365	4	4	4	4
20134.13991020168	4	4	4	4
20144.319945548996	4	4	4	4
20144.529946278133	4	3	3	3
20154.72998169489	4	4	4	4
20164.910017042206	4	4	4	4
20175.09005238952	4	4	4	4
20185.27008773684	4	4	4	4
20195.450123084152	4	4	4	4
20195.66012381329	4	3	3	3
20205.860159230047	4	4	4	4
20216.040194577363	4	4	4	4
20226.220229924682	4	4	4	4
20236.400265271997	4	4	4	4
20246.580300619313	4	4	4	4
20246.790301348447	4	3	3	3
20256.990336765204	4	4	4	4
20267.170372112523	4	4	4	4
20277.35040745984	4	4	4	4
20287.530442807154	4	4	4	4
20297.71047815447	4	4	4	4
20297.920478883607	4	3	3	3
20308.120514300364	4	4	4	4
20318.30054964768	4	4	4	4
20328.480584994995	4	4	4	4
20338.660620342314	4	4	4	4
20348.840655689626	4	4	4	4
20349.050656418764	4	3	3	3
20359.25069183552	4	4	4	4
20369.430727182837	4	4	4	4
20379.610762530156	4	4	4	4
20389.79079787747	4	4	4	4
20399.970833224786	4	4	4	4
20400.18083395392	4	3	3	3
20410.380869370678	4	4	4	4
20420.560904717997	4	4	4	4
20430.740940065312	4	4	4	4
20440.920975412628	4	4	4	4
20451.101010759943	4	4	4	4
20451.3210115238	4	3	3	3
20461.511046905838	4	4	4	4
20471.691082253154	4	4	4	4
20481.87111760047	4	4	4	4
20492.051152947784	4	4	4	4
20502.2311882951	4	4	4	4
20502.441189024237	4	3	3	3
20512.631224406276	4	4	4	4
20522.81125975359	4	4	4	4
20532.991295100906	4	4	4	4
20543.171330448222	4	4	4	4
20553.35136579554	4	4	4	4
20553.561366524675	4	3	3	3
20563.75140190671	4	4	4	4
20573.93143725403	4	4	4	4
20584.111472601344	4	4	4	4
20594.29150794866	4	4	4	4
20604.471543295975	4	4	4	4
20604.681544025112	4	3	3	3
20614.88157944187	4	4	4	4
20625.061614789185	4	4	4	4
20635.2416501365	4	4	4	4
20645.421685483816	4	4	4	4
20655.60172083113	4	4	4	4
20655.81172156027	4	3	3	3
20666.011756977026	4	4	4	4
20676.19179232434	4	4	4	4
20686.37182767166	4	4	4	4
20696.551863018973	4	4	4	4
20706.73189836629	4	4	4	4
20706.941899095425	4	3	3	3
20717.141934512183	4	4	4	4
20727.321969859502	4	4	4	4
20737.502005206818	4	4	4	4
20747.682040554133	4	4	4	4
20757.86207590145	4	4	4	4
20758.072076630586	4	3	3	3
20768.272112047343	4	4	4	4
20778.45214739466	4	4	4	4
20788.632182741974	4	4	4	4
20798.81221808929	4	4	4	4
20808.992253436605	4	4	4	4
20809.202254165742	4	3	3	3
20819.4022895825	4	4	4	4
20829.582324929816	4	4	4	4
20839.762360277135	4	4	4	4
20849.942395624446	4	4	4	4
20860.122430971765	4	4	4	4
20860.3324317009	4	3	3	3
20870.522467082938	4	4	4	4
20880.702502430253	4	4	4	4
20890.88253777757	4	4	4	4
20901.062573124887	4	4	4	4
20911.242608472203	4	4	4	4
20911.452609201337	4	3	3	3
20921.652644618094	4	4	4	4
20931.83267996541	4	4	4	4
20942.01271531273	4	4	4	4
20952.192750660044	4	4	4	4
20962.37278600736	4	4	4	4
20962.592786771216	4	3	3	3
20972.78282215325	4	4	4	4
20982.96285750057	4	4	4	4
20993.142892847885	4	4	4	4
21003.3229281952	4	4	4	4
21013.502963542516	4	4	4	4
21013.712964271654	4	3	3	3
21023.912999688408	4	4	4	4
21034.093035035727	4	4	4	4
21044.273070383042	4	4	4	4
21054.453105730357	4	4	4	4
21064.633141077677	4	4	4	4
21064.84314180681	4	3	3	3
21075.043177223568	4	4	4	4
21085.223212570883	4	4	4	4
21095.4032479182	4	4	4	4
21105.583283265518	4	4	4	4
21115.763318612833	4	4	4	4
21115.97331934197	4	3	3	3
21126.173354758725	4	4	4	4
21136.35339010604	4	4	4	4
21146.53342545336	4	4	4	4
21156.713460800675	4	4	4	4
21166.89349614799	4	4	4	4
21167.103496877127	4	3	3	3
21177.30353229388	4	4	4	4
21187.4835676412	4	4	4	4
21197.663602988516	4	4	4	4
21207.84363833583	4	4	4	4
21218.02367368315	4	4	4	4
21218.233674412284	4	3	3	3
21228.43370982904	4	4	4	4
21238.613745176357	4	4	4	4
21248.793780523672	4	4	4	4
21258.97381587099	4	4	4	4
21269.153851218307	4	4	4	4
21269.363851947444	4	3	3	3
21279.5638873642	4	4	4	4
21289.743922711514	4	4	4	4
21299.923958058833	4	4	4	4
21310.10399340615	4	4	4	4
21320.284028753464	4	4	4	4
21320.4940294826	4	3	3	3
21330.694064899355	4	4	4	4
21340.874100246674	4	4	4	4
21351.05413559399	4	4	4	4
21361.234170941305	4	4	4	4
21371.414206288624	4	4	4	4
21371.624207017758	4	3	3	3
21381.824242434515	4	4	4	4
21392.00427778183	4	4	4	4
21402.184313129146	4	4	4	4
21412.364348476465	4	4	4	4
21422.54438382378	4	4	4	4
21422.754384552914	4	3	3	3
21432.954419969672	4	4	4	4
21443.134455316987	4	4	4	4
21453.314490664307	4	4	4	4
21463.494526011622	4	4	4	4
21473.674561358937	4	4	4	4
21473.894562122794	4	3	3	3
21484.09459753955	4	4	4	4
21494.274632886867	4	4	4	4
21504.454668234182	4	4	4	4
21514.634703581498	4	4	4	4
21524.814738928817	4	4	4	4
21525.02473965795	4	3	3	3
21535.22477507471	4	4	4	4
21545.404810422027	4	4	4	4
21555.58484576934	4	4	4	4
21565.76488111666	4	4	4	4
21575.944916463974	4	4	4	4
21576.154917193107	4	3	3	3
21586.35495260987	4	4	4	4
21596.534987957184	4	4	4	4
21606.7150233045	4	4	4	4
21616.89505865182	4	4	4	4
21627.075093999134	4	4	4	4
21627.285094728268	4	3	3	3
21637.485130145025	4	4	4	4
21647.66516549234	4	4	4	4
21657.84520083966	4	4	4	4
21668.025236186975	4	4	4	4
21678.20527153429	4	4	4	4
21678.41527226342	4	3	3	3
21688.615307680182	4	4	4	4
21698.7953430275	4	4	4	4
21708.975378374817	4	4	4	4
21719.155413722132	4	4	4	4
21729.33544906945	4	4	4	4
21729.54544979858	4	3	3	3
21739.73548518062	4	4	4	4
21749.915520527935	4	4	4	4
21760.09555587525	4	4	4	4
21770.27559122257	4	4	4	4
21780.455626569885	4	4	4	4
21780.665627299022	4	3	3	3
21790.855662681053	4	4	4	4
21801.035698028372	4	4	4	4
21811.215733375688	4	4	4	4
21821.395768723003	4	4	4	4
21831.575804070322	4	4	4	4
21831.785804799456	4	3	3	3
21841.975840181494	4	4	4	4
21852.155875528813	4	4	4	4
21862.335910876125	4	4	4	4
21872.51594622344	4	4	4	4
21882.695981570756	4	4	4	4
21882.905982299893	4	3	3	3
21893.09601768193	4	4	4	4
21903.276053029247	4	4	4	4
21913.456088376566	4	4	4	4
21923.63612372388	4	4	4	4
21933.816159071193	4	4	4	4
21934.026159800327	4	3	3	3
21944.22619521709	4	4	4	4
21954.406230564404	4	4	4	4
21964.586265911723	4	4	4	4
21974.76630125904	4	4	4	4
21984.94633660635	4	4	4	4
21985.166337370207	4	3	3	3
21995.366372786968	4	4	4	4
22005.546408134287	4	4	4	4
22015.7264434816	4	4	4	4
22025.906478828914	4	4	4	4
22036.08651417623	4	4	4	4
22036.296514905367	4	3	3	3
22046.486550287405	4	4	4	4
22056.66658563472	4	4	4	4
22066.846620982036	4	4	4	4
22077.026656329355	4	4	4	4
22087.206691676667	4	4	4	4
22087.4166924058	4	3	3	3
22097.60672778784	4	4	4	4
22107.78676313516	4	4	4	4
22117.966798482474	4	4	4	4
22128.14683382979	4	4	4	4
22138.326869177108	4	4	4	4
22138.536869906242	4	3	3	3
22148.736905323	4	4	4	4
22158.916940670315	4	4	4	4
22169.09697601763	4	4	4	4
22179.27701136495	4	4	4	4
22189.457046712265	4	4	4	4
22189.667047441402	4	3	3	3
22199.867082858156	4	4	4	4
22210.04711820547	4	4	4	4
22220.22715355279	4	4	4	4
22230.407188900106	4	4	4	4
22240.58722424742	4	4	4	4
22240.79722497656	4	3	3	3
22250.997260393313	4	4	4	4
22261.177295740632	4	4	4	4
22271.357331087947	4	4	4	4
22281.537366435263	4	4	4	4
22291.717401782582	4	4	4	4
22291.927402511716	4	3	3	3
22302.127437928473	4	4	4	4
22312.30747327579	4	4	4	4
22322.487508623104	4	4	4	4
22332.667543970423	4	4	4	4
22342.84757931774	4	4	4	4
22343.057580046872	4	3	3	3
22353.25761546363	4	4	4	4
22363.437650810945	4	4	4	4
22373.617686158264	4	4	4	4
22383.79772150558	4	4	4	4
22393.977756852895	4	4	4	4
22394.187757582033	4	3	3	3
22404.377792964064	4	4	4	4
22414.557828311383	4	4	4	4
22424.7378636587	4	4	4	4
22434.917899006014	4	4	4	4
22445.097934353333	4	4	4	4
22445.307935082466	4	3	3	3
22455.507970499224	4	4	4	4
22465.68800584654	4	4	4	4
22475.868041193855	4	4	4	4
22486.048076541174	4	4	4	4
22496.22811188849	4	4	4	4
22496.448112652346	4	3	3	3
22506.648148069104	4	4	4	4
22516.82818341642	4	4	4	4
22527.008218763734	4	4	4	4
22537.188254111054	4	4	4	4
22547.36828945837	4	4	4	4
22547.578290187506	4	3	3	3
22557.77832560426	4	4	4	4
22567.958360951576	4	4	4	4
22578.138396298895	4	4	4	4
22588.31843164621	4	4	4	4
22598.498466993526	4	4	4	4
22598.708467722663	4	3	3	3
22608.908503139417	4	4	4	4
22619.088538486736	4	4	4	4
22629.26857383405	4	4	4	4
22639.448609181367	4	4	4	4
22649.628644528686	4	4	4	4
22649.83864525782	4	3	3	3
22660.038680674577	4	4	4	4
22670.218716021893	4	4	4	4
22680.39875136921	4	4	4	4
22690.578786716527	4	4	4	4
22700.758822063843	4	4	4	4
22700.96882279298	4	3	3	3
22711.168858209734	4	4	4	4
22721.34889355705	4	4	4	4
22731.52892890437	4	4	4	4
22741.708964251684	4	4	4	4
22751.888999599	4	4	4	4
22752.099000328137	4	3	3	3
22762.29903574489	4	4	4	4
22772.47907109221	4	4	4	4
22782.659106439525	4	4	4	4
22792.83914178684	4	4	4	4
22803.01917713416	4	4	4	4
22803.229177863293	4	3	3	3
22813.42921328005	4	4	4	4
22823.609248627366	4	4	4	4
22833.789283974682	4	4	4	4
22843.969319322	4	4	4	4
22854.149354669316	4	4	4	4
22854.359355398454	4	3	3	3
22864.559390815208	4	4	4	4
22874.739426162523	4	4	4	4
22884.919461509842	4	4	4	4
22895.099496857158	4	4	4	4
22905.279532204473	4	4	4	4
22905.48953293361	4	3	3	3
22915.689568350364	4	4	4	4
22925.869603697683	4	4	4	4
22936.049639045	4	4	4	4
22946.229674392314	4	4	4	4
22956.409709739633	4	4	4	4
22956.619710468767	4	3	3	3
22966.819745885525	4	4	4	4
22976.99978123284	4	4	4	4
22987.179816580156	4	4	4	4
22997.359851927475	4	4	4	4
23007.53988727479	4	4	4	4
23007.759888038643	4	3	3	3
23017.959923455404	4	4	4	4
23028.13995880272	4	4	4	4
23038.319994150035	4	4	4	4
23048.500029497347	4	4	4	4
23058.680064844666	4	4	4	4
23058.8900655738	4	3	3	3
23069.09010099056	4	4	4	4
23079.270136337876	4	4	4	4
23089.450171685196	4	4	4	4
23099.630207032507	4	4	4	4
23109.810242379823	4	4	4	4
23110.020243108956	4	3	3	3
23120.220278525718	4	4	4	4
23130.400313873037	4	4	4	4
23140.580349220352	4	4	4	4
23150.760384567664	4	4	4	4
23160.94041991498	4	4	4	4
23161.150420644117	4	3	3	3
23171.340456026155	4	4	4	4
23181.52049137347	4	4	4	4
23191.700526720786	4	4	4	4
23201.880562068105	4	4	4	4
23212.06059741542	4	4	4	4
23212.270598144558	4	3	3	3
23222.46063352659	4	4	4	4
23232.640668873908	4	4	4	4
23242.820704221223	4	4	4	4
23253.00073956854	4	4	4	4
23263.180774915858	4	4	4	4
23263.39077564499	4	3	3	3
23273.580811027026	4	4	4	4
23283.76084637434	4	4	4	4
23293.94088172166	4	4	4	4
23304.120917068976	4	4	4	4
23314.30095241629	4	4	4	4
23314.51095314543	4	3	3	3
23324.700988527467	4	4	4	4
23334.881023874783	4	4	4	4
23345.061059222102	4	4	4	4
23355.241094569414	4	4	4	4
23365.42112991673	4	4	4	4
23365.631130645863	4	3	3	3
23375.831166062624	4	4	4	4
23386.011201409943	4	4	4	4
23396.191236757255	4	4	4	4
23406.37127210457	4	4	4	4
23416.551307451886	4	4	4	4
23416.761308181023	4	3	3	3
23426.96134359778	4	4	4	4
23437.1413789451	4	4	4	4
23447.32141429241	4	4	4	4
23457.501449639727	4	4	4	4
23467.681484987042	4	4	4	4
23467.89148571618	4	3	3	3
23478.08152109822	4	4	4	4
23488.261556445534	4	4	4	4
23498.441591792853	4	4	4	4
23508.621627140168	4	4	4	4
23518.801662487484	4	4	4	4
23519.021663251337	4	3	3	3
23529.221698668098	4	4	4	4
23539.401734015413	4	4	4	4
23549.581769362725	4	4	4	4
23559.761804710044	4	4	4	4
23569.94184005736	4	4	4	4
23570.151840786497	4	3	3	3
23580.341876168535	4	4	4	4
23590.52191151585	4	4	4	4
23600.701946863166	4	4	4	4
23610.881982210485	4	4	4	4
23621.0620175578	4	4	4	4
23621.27201828693	4	3	3	3
23631.46205366897	4	4	4	4
23641.642089016288	4	4	4	4
23651.822124363604	4	4	4	4
23662.00215971092	4	4	4	4
23672.182195058238	4	4	4	4
23672.39219578737	4	3	3	3
23682.59223120413	4	4	4	4
23692.772266551445	4	4	4	4
23702.95230189876	4	4	4	4
23713.13233724608	4	4	4	4
23723.312372593395	4	4	4	4
23723.52237332253	4	3	3	3
23733.722408739286	4	4	4	4
23743.9024440866	4	4	4	4
23754.08247943392	4	4	4	4
23764.262514781236	4	4	4	4
23774.44255012855	4	4	4	4
23774.65255085769	4	3	3	3
23784.84258623972	4	4	4	4
23795.02262158704	4	4	4	4
23805.202656934354	4	4	4	4
23815.38269228167	4	4	4	4
23825.56272762899	4	4	4	4
23825.772728358123	4	3	3	3
23835.96276374016	4	4	4	4
23846.14279908748	4	4	4	4
23856.32283443479	4	4	4	4
23866.502869782107	4	4	4	4
23876.682905129423	4	4	4	4
23876.89290585856	4	3	3	3
23887.0829412406	4	4	4	4
23897.262976587914	4	4	4	4
23907.443011935233	4	4	4	4
23917.62304728255	4	4	4	4
23927.80308262986	4	4	4	4
23928.013083358997	4	3	3	3
23938.213118775755	4	4	4	4
23948.393154123074	4	4	4	4
23958.57318947039	4	4	4	4
23968.753224817705	4	4	4	4
23978.933260165017	4	4	4	4
23979.143260894154	4	3	3	3
23989.343296310915	4	4	4	4
23999.52333165823	4	4	4	4
24009.703367005546	4	4	4	4
24019.883402352865	4	4	4	4
24030.063437700177	4	4	4	4
24030.283438464034	4	3	3	3
24040.483473880795	4	4	4	4
24050.663509228107	4	4	4	4
24060.843544575422	4	4	4	4
24071.023579922738	4	4	4	4
24081.203615270057	4	4	4	4
24081.41361599919	4	3	3	3
24091.61365141595	4	4	4	4
24101.793686763263	4	4	4	4
24111.97372211058	4	4	4	4
24122.153757457898	4	4	4	4
24132.333792805213	4	4	4	4
24132.543793534347	4	3	3	3
24142.74382895111	4	4	4	4
24152.92386429842	4	4	4	4
24163.10389964574	4	4	4	4
24173.283934993055	4	4	4	4
24183.46397034037	4	4	4	4
24183.673971069507	4	3	3	3
24193.87400648627	4	4	4	4
24204.05404183358	4	4	4	4
24214.234077180896	4	4	4	4
24224.41411252821	4	4	4	4
24234.59414787553	4	4	4	4
24234.804148604664	4	3	3	3
24244.994183986702	4	4	4	4
24255.174219334018	4	4	4	4
24265.354254681337	4	4	4	4
24275.534290028652	4	4	4	4
24285.714325375964	4	4	4	4
24285.9243261051	4	3	3	3
24296.11436148714	4	4	4	4
24306.294396834455	4	4	4	4
24316.47443218177	4	4	4	4
24326.65446752909	4	4	4	4
24336.834502876405	4	4	4	4
24337.044503605543	4	3	3	3
24347.234538987574	4	4	4	4
24357.414574334893	4	4	4	4
24367.594609682208	4	4	4	4
24377.774645029524	4	4	4	4
24387.954680376843	4	4	4	4
24388.164681105976	4	3	3	3
24398.354716488015	4	4	4	4
24408.534751835326	4	4	4	4
24418.714787182646	4	4	4	4
24428.89482252996	4	4	4	4
24439.074857877276	4	4	4	4
24439.284858606414	4	3	3	3
24449.48489402317	4	4	4	4
24459.664929370487	4	4	4	4
24469.844964717802	4	4	4	4
24480.025000065118	4	4	4	4
24490.205035412433	4	4	4	4
24490.41503614157	4	3	3	3
24500.60507152361	4	4	4	4
24510.785106870924	4	4	4	4
24520.965142218243	4	4	4	4
24531.145177565555	4	4	4	4
24541.32521291287	4	4	4	4
24541.545213676727	4	3	3	3
24551.74524909349	4	4	4	4
24561.9252844408	4	4	4	4
24572.105319788116	4	4	4	4
24582.285355135435	4	4	4	4
24592.46539048275	4	4	4	4
24592.675391211887	4	3	3	3
24602.875426628645	4	4	4	4
24613.055461975957	4	4	4	4
24623.235497323276	4	4	4	4
24633.41553267059	4	4	4	4
24643.595568017907	4	4	4	4
24643.805568747044	4	3	3	3
24654.005604163805	4	4	4	4
24664.185639511117	4	4	4	4
24674.365674858433	4	4	4	4
24684.545710205748	4	4	4	4
24694.725745553067	4	4	4	4
24694.9357462822	4	3	3	3
24705.13578169896	4	4	4	4
24715.315817046274	4	4	4	4
24725.49585239359	4	4	4	4
24735.67588774091	4	4	4	4
24745.855923088224	4	4	4	4
24746.06592381736	4	3	3	3
24756.265959234115	4	4	4	4
24766.44599458143	4	4	4	4
24776.62602992875	4	4	4	4
24786.806065276065	4	4	4	4
24796.98610062338	4	4	4	4
24797.196101352518	4	3	3	3
24807.386136734556	4	4	4	4
24817.56617208187	4	4	4	4
24827.74620742919	4	4	4	4
24837.926242776502	4	4	4	4
24848.106278123818	4	4	4	4
24848.31627885295	4	3	3	3
24858.516314269713	4	4	4	4
24868.696349617032	4	4	4	4
24878.876384964347	4	4	4	4
24889.05642031166	4	4	4	4
24899.236455658975	4	4	4	4
24899.446456388112	4	3	3	3
24909.646491804873	4	4	4	4
24919.82652715219	4	4	4	4
24930.006562499504	4	4	4	4
24940.186597846816	4	4	4	4
24950.366633194135	4	4	4	4
24950.57663392327	4	3	3	3
24960.77666934003	4	4	4	4
24970.956704687345	4	4	4	4
24981.136740034664	4	4	4	4
24991.316775381976	4	4	4	4
25001.49681072929	4	4	4	4
25001.706811458425	4	3	3	3
25011.906846875187	4	4	4	4
25022.086882222502	4	4	4	4
25032.26691756982	4	4	4	4
25042.446952917133	4	4	4	4
25052.62698826445	4	4	4	4
25052.846989028305	4	3	3	3
25063.047024445063	4	4	4	4
25073.227059792378	4	4	4	4
25083.407095139697	4	4	4	4
25093.587130487012	4	4	4	4
25103.767165834328	4	4	4	4
25103.977166563465	4	3	3	3
25114.17720198022	4	4	4	4
25124.357237327535	4	4	4	4
25134.537272674854	4	4	4	4
25144.71730802217	4	4	4	4
25154.897343369485	4	4	4	4
25155.107344098622	4	3	3	3
25165.307379515376	4	4	4	4
25175.487414862695	4	4	4	4
25185.66745021001	4	4	4	4
25195.847485557326	4	4	4	4
25206.027520904645	4	4	4	4
25206.23752163378	4	3	3	3
25216.427557015817	4	4	4	4
25226.607592363136	4	4	4	4
25236.787627710448	4	4	4	4
25246.967663057763	4	4	4	4
25257.14769840508	4	4	4	4
25257.357699134216	4	3	3	3
25267.547734516254	4	4	4	4
25277.72776986357	4	4	4	4
25287.90780521089	4	4	4	4
25298.087840558204	4	4	4	4
25308.26787590552	4	4	4	4
25308.477876634657	4	3	3	3
25318.67791205141	4	4	4	4
25328.85794739873	4	4	4	4
25339.037982746046	4	4	4	4
25349.21801809336	4	4	4	4
25359.39805344068	4	4	4	4
25359.60805416981	4	3	3	3
25369.79808955185	4	4	4	4
25379.978124899164	4	4	4	4
25390.158160246483	4	4	4	4
25400.3381955938	4	4	4	4
25410.518230941114	4	4	4	4
25410.72823167025	4	3	3	3
25420.918267052282	4	4	4	4
