Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695c73f648d10596ad0b15e9 - minikube	Unknown Heuristic - Run None (Profile ?) 695c73f648d10596ad0b15e9 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695c73f648d10596ad0b15e9 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695c73f648d10596ad0b15e9 - minikube-m04
34419.69999995647	4	4	4	4
34429.87999995651	4	4	4	4
34440.059999956546	4	4	4	4
34450.23999995658	4	4	4	4
34460.41999995662	4	4	4	4
34460.62999995666	4	3	3	3
34470.8199999567	4	4	4	4
34480.99999995674	4	4	4	4
34491.179999956774	4	4	4	4
34501.35999995681	4	4	4	4
34511.53999995685	4	4	4	4
34511.74999995689	4	3	3	3
34521.93999995693	4	4	4	4
34532.119999956965	4	4	4	4
34542.299999957	4	4	4	4
34552.47999995704	4	4	4	4
34562.659999957075	4	4	4	4
34562.86999995712	4	3	3	3
34573.05999995716	4	4	4	4
34583.23999995719	4	4	4	4
34593.41999995723	4	4	4	4
34603.59999995727	4	4	4	4
34613.7799999573	4	4	4	4
34613.989999957346	4	3	3	3
34624.179999957385	4	4	4	4
34634.35999995742	4	4	4	4
34644.53999995746	4	4	4	4
34654.719999957495	4	4	4	4
34664.89999995753	4	4	4	4
34665.109999957574	4	3	3	3
34675.29999995761	4	4	4	4
34685.47999995765	4	4	4	4
34695.65999995769	4	4	4	4
34705.83999995772	4	4	4	4
34716.01999995776	4	4	4	4
34716.2299999578	4	3	3	3
34726.41999995784	4	4	4	4
34736.59999995788	4	4	4	4
34746.779999957915	4	4	4	4
34756.95999995795	4	4	4	4
34767.13999995799	4	4	4	4
34767.35999995803	4	3	3	3
34777.54999995807	4	4	4	4
34787.72999995811	4	4	4	4
34797.909999958145	4	4	4	4
34808.08999995818	4	4	4	4
34818.26999995822	4	4	4	4
34818.47999995826	4	3	3	3
34828.6799999583	4	4	4	4
34838.85999995834	4	4	4	4
34849.039999958375	4	4	4	4
34859.21999995841	4	4	4	4
34869.39999995845	4	4	4	4
34869.60999995849	4	3	3	3
34879.79999995853	4	4	4	4
34889.97999995857	4	4	4	4
34900.1599999586	4	4	4	4
34910.33999995864	4	4	4	4
34920.51999995868	4	4	4	4
34920.72999995872	4	3	3	3
34930.91999995876	4	4	4	4
34941.099999958795	4	4	4	4
34951.27999995883	4	4	4	4
34961.45999995887	4	4	4	4
34971.639999958905	4	4	4	4
34971.84999995895	4	3	3	3
34982.04999995899	4	4	4	4
34992.229999959025	4	4	4	4
35002.40999995906	4	4	4	4
35012.5899999591	4	4	4	4
35022.769999959135	4	4	4	4
35022.97999995918	4	3	3	3
35033.17999995922	4	4	4	4
35043.359999959255	4	4	4	4
35053.53999995929	4	4	4	4
35063.71999995933	4	4	4	4
35073.899999959365	4	4	4	4
35074.10999995941	4	3	3	3
35084.30999995945	4	4	4	4
35094.489999959485	4	4	4	4
35104.66999995952	4	4	4	4
35114.84999995956	4	4	4	4
35125.029999959595	4	4	4	4
35125.23999995964	4	3	3	3
35135.43999995968	4	4	4	4
35145.619999959716	4	4	4	4
35155.79999995975	4	4	4	4
35165.97999995979	4	4	4	4
35176.159999959826	4	4	4	4
35176.36999995987	4	3	3	3
35186.56999995991	4	4	4	4
35196.749999959946	4	4	4	4
35206.92999995998	4	4	4	4
35217.10999996002	4	4	4	4
35227.289999960056	4	4	4	4
35227.4999999601	4	3	3	3
35237.69999996014	4	4	4	4
35247.879999960176	4	4	4	4
35258.05999996021	4	4	4	4
35268.23999996025	4	4	4	4
35278.419999960286	4	4	4	4
35278.63999996033	4	3	3	3
35288.82999996037	4	4	4	4
35299.009999960406	4	4	4	4
35309.18999996044	4	4	4	4
35319.36999996048	4	4	4	4
35329.549999960516	4	4	4	4
35329.75999996056	4	3	3	3
35339.9499999606	4	4	4	4
35350.129999960634	4	4	4	4
35360.30999996067	4	4	4	4
35370.48999996071	4	4	4	4
35380.669999960744	4	4	4	4
35380.87999996079	4	3	3	3
35391.069999960826	4	4	4	4
35401.24999996086	4	4	4	4
35411.4299999609	4	4	4	4
35421.609999960936	4	4	4	4
35431.78999996097	4	4	4	4
35431.999999961015	4	3	3	3
35442.199999961056	4	4	4	4
35452.37999996109	4	4	4	4
35462.55999996113	4	4	4	4
35472.739999961166	4	4	4	4
35482.9199999612	4	4	4	4
35483.129999961246	4	3	3	3
35493.32999996129	4	4	4	4
35503.50999996132	4	4	4	4
35513.68999996136	4	4	4	4
35523.8699999614	4	4	4	4
35534.04999996143	4	4	4	4
35534.259999961476	4	3	3	3
35544.449999961515	4	4	4	4
35554.62999996155	4	4	4	4
35564.80999996159	4	4	4	4
35574.989999961625	4	4	4	4
35585.16999996166	4	4	4	4
35585.379999961704	4	3	3	3
35595.56999996174	4	4	4	4
35605.74999996178	4	4	4	4
35615.929999961816	4	4	4	4
35626.10999996185	4	4	4	4
35636.28999996189	4	4	4	4
35636.49999996193	4	3	3	3
35646.68999996197	4	4	4	4
35656.86999996201	4	4	4	4
35667.049999962044	4	4	4	4
35677.22999996208	4	4	4	4
35687.40999996212	4	4	4	4
35687.61999996216	4	3	3	3
35697.8099999622	4	4	4	4
35707.989999962236	4	4	4	4
35718.16999996227	4	4	4	4
35728.34999996231	4	4	4	4
35738.529999962346	4	4	4	4
35738.73999996239	4	3	3	3
35748.92999996243	4	4	4	4
35759.109999962464	4	4	4	4
35769.2899999625	4	4	4	4
35779.46999996254	4	4	4	4
35789.649999962574	4	4	4	4
35789.86999996262	4	3	3	3
35800.05999996266	4	4	4	4
35810.239999962694	4	4	4	4
35820.41999996273	4	4	4	4
35830.59999996277	4	4	4	4
35840.779999962804	4	4	4	4
35840.98999996285	4	3	3	3
35851.18999996289	4	4	4	4
35861.369999962924	4	4	4	4
35871.54999996296	4	4	4	4
35881.729999963	4	4	4	4
35891.909999963034	4	4	4	4
35892.11999996308	4	3	3	3
35902.309999963116	4	4	4	4
35912.48999996315	4	4	4	4
35922.66999996319	4	4	4	4
35932.849999963226	4	4	4	4
35943.02999996326	4	4	4	4
35943.239999963305	4	3	3	3
35953.429999963344	4	4	4	4
35963.60999996338	4	4	4	4
35973.78999996342	4	4	4	4
35983.969999963454	4	4	4	4
35994.14999996349	4	4	4	4
35994.35999996353	4	3	3	3
36004.54999996357	4	4	4	4
36014.72999996361	4	4	4	4
36024.909999963646	4	4	4	4
36035.08999996368	4	4	4	4
36045.26999996372	4	4	4	4
36045.47999996376	4	3	3	3
36055.6699999638	4	4	4	4
36065.84999996384	4	4	4	4
36076.029999963874	4	4	4	4
36086.20999996391	4	4	4	4
36096.38999996395	4	4	4	4
36096.59999996399	4	3	3	3
36106.78999996403	4	4	4	4
36116.969999964065	4	4	4	4
36127.1499999641	4	4	4	4
36137.32999996414	4	4	4	4
36147.509999964175	4	4	4	4
36147.71999996422	4	3	3	3
36157.90999996426	4	4	4	4
36168.08999996429	4	4	4	4
36178.26999996433	4	4	4	4
36188.44999996437	4	4	4	4
36198.6299999644	4	4	4	4
36198.839999964446	4	3	3	3
36209.029999964485	4	4	4	4
36219.20999996452	4	4	4	4
36229.38999996456	4	4	4	4
36239.569999964595	4	4	4	4
36249.74999996463	4	4	4	4
36249.959999964674	4	3	3	3
36260.14999996471	4	4	4	4
36270.32999996475	4	4	4	4
36280.50999996479	4	4	4	4
36290.68999996482	4	4	4	4
36300.86999996486	4	4	4	4
36301.089999964905	4	3	3	3
36311.289999964945	4	4	4	4
36321.46999996498	4	4	4	4
36331.64999996502	4	4	4	4
36341.829999965055	4	4	4	4
36352.00999996509	4	4	4	4
36352.219999965135	4	3	3	3
36362.419999965176	4	4	4	4
36372.59999996521	4	4	4	4
36382.77999996525	4	4	4	4
36392.959999965286	4	4	4	4
36403.13999996532	4	4	4	4
36403.349999965365	4	3	3	3
36413.549999965406	4	4	4	4
36423.72999996544	4	4	4	4
36433.90999996548	4	4	4	4
36444.089999965516	4	4	4	4
36454.26999996555	4	4	4	4
36454.479999965595	4	3	3	3
36464.679999965636	4	4	4	4
36474.85999996567	4	4	4	4
36485.03999996571	4	4	4	4
36495.219999965746	4	4	4	4
36505.39999996578	4	4	4	4
36505.609999965825	4	3	3	3
36515.809999965866	4	4	4	4
36525.9899999659	4	4	4	4
36536.16999996594	4	4	4	4
36546.349999965976	4	4	4	4
36556.52999996601	4	4	4	4
36556.739999966056	4	3	3	3
36566.9399999661	4	4	4	4
36577.11999996613	4	4	4	4
36587.29999996617	4	4	4	4
36597.47999996621	4	4	4	4
36607.65999996624	4	4	4	4
36607.869999966286	4	3	3	3
36618.06999996633	4	4	4	4
36628.24999996636	4	4	4	4
36638.4299999664	4	4	4	4
36648.60999996644	4	4	4	4
36658.78999996647	4	4	4	4
36658.999999966516	4	3	3	3
36669.19999996656	4	4	4	4
36679.37999996659	4	4	4	4
36689.55999996663	4	4	4	4
36699.73999996667	4	4	4	4
36709.9199999667	4	4	4	4
36710.129999966746	4	3	3	3
36720.32999996679	4	4	4	4
36730.509999966824	4	4	4	4
36740.68999996686	4	4	4	4
36750.8699999669	4	4	4	4
36761.049999966934	4	4	4	4
36761.25999996698	4	3	3	3
36771.45999996702	4	4	4	4
36781.639999967054	4	4	4	4
36791.81999996709	4	4	4	4
36801.99999996713	4	4	4	4
36812.179999967164	4	4	4	4
36812.39999996721	4	3	3	3
36822.59999996725	4	4	4	4
36832.779999967286	4	4	4	4
36842.95999996732	4	4	4	4
36853.13999996736	4	4	4	4
36863.319999967396	4	4	4	4
36863.52999996744	4	3	3	3
36873.72999996748	4	4	4	4
36883.909999967516	4	4	4	4
36894.08999996755	4	4	4	4
36904.26999996759	4	4	4	4
36914.449999967626	4	4	4	4
36914.65999996767	4	3	3	3
36924.85999996771	4	4	4	4
36935.03999996775	4	4	4	4
36945.21999996778	4	4	4	4
36955.39999996782	4	4	4	4
36965.57999996786	4	4	4	4
36965.7899999679	4	3	3	3
36975.98999996794	4	4	4	4
36986.16999996798	4	4	4	4
36996.34999996801	4	4	4	4
37006.52999996805	4	4	4	4
37016.70999996809	4	4	4	4
37016.91999996813	4	3	3	3
37027.11999996817	4	4	4	4
37037.29999996821	4	4	4	4
37047.479999968244	4	4	4	4
37057.65999996828	4	4	4	4
37067.83999996832	4	4	4	4
37068.04999996836	4	3	3	3
37078.2399999684	4	4	4	4
37088.419999968435	4	4	4	4
37098.59999996847	4	4	4	4
37108.77999996851	4	4	4	4
37118.959999968545	4	4	4	4
37119.16999996859	4	3	3	3
37129.36999996863	4	4	4	4
37139.549999968665	4	4	4	4
37149.7299999687	4	4	4	4
37159.90999996874	4	4	4	4
37170.089999968775	4	4	4	4
37170.29999996882	4	3	3	3
37180.48999996886	4	4	4	4
37190.66999996889	4	4	4	4
37200.84999996893	4	4	4	4
37211.02999996897	4	4	4	4
37221.209999969	4	4	4	4
37221.419999969046	4	3	3	3
37231.61999996909	4	4	4	4
37241.799999969124	4	4	4	4
37251.97999996916	4	4	4	4
37262.1599999692	4	4	4	4
37272.339999969234	4	4	4	4
37272.54999996928	4	3	3	3
37282.74999996932	4	4	4	4
37292.929999969354	4	4	4	4
37303.10999996939	4	4	4	4
37313.28999996943	4	4	4	4
37323.469999969464	4	4	4	4
37323.68999996951	4	3	3	3
37333.87999996955	4	4	4	4
37344.059999969584	4	4	4	4
37354.23999996962	4	4	4	4
37364.41999996966	4	4	4	4
37374.599999969694	4	4	4	4
37374.80999996974	4	3	3	3
37385.00999996978	4	4	4	4
37395.189999969814	4	4	4	4
37405.36999996985	4	4	4	4
37415.54999996989	4	4	4	4
37425.729999969924	4	4	4	4
37425.93999996997	4	3	3	3
37436.13999997001	4	4	4	4
37446.319999970045	4	4	4	4
37456.49999997008	4	4	4	4
37466.67999997012	4	4	4	4
37476.859999970155	4	4	4	4
37477.0699999702	4	3	3	3
37487.259999970236	4	4	4	4
37497.43999997027	4	4	4	4
37507.61999997031	4	4	4	4
37517.799999970346	4	4	4	4
37527.97999997038	4	4	4	4
37528.189999970426	4	3	3	3
37538.389999970466	4	4	4	4
37548.5699999705	4	4	4	4
37558.74999997054	4	4	4	4
37568.929999970576	4	4	4	4
37579.10999997061	4	4	4	4
37579.319999970656	4	3	3	3
37589.5199999707	4	4	4	4
37599.69999997073	4	4	4	4
37609.87999997077	4	4	4	4
37620.05999997081	4	4	4	4
37630.23999997084	4	4	4	4
37630.449999970886	4	3	3	3
37640.64999997093	4	4	4	4
37650.82999997096	4	4	4	4
37661.009999971	4	4	4	4
37671.18999997104	4	4	4	4
37681.36999997107	4	4	4	4
37681.579999971116	4	3	3	3
37691.769999971155	4	4	4	4
37701.94999997119	4	4	4	4
37712.12999997123	4	4	4	4
37722.309999971265	4	4	4	4
37732.4899999713	4	4	4	4
37732.699999971344	4	3	3	3
37742.88999997138	4	4	4	4
37753.06999997142	4	4	4	4
37763.24999997146	4	4	4	4
37773.42999997149	4	4	4	4
37783.60999997153	4	4	4	4
37783.81999997157	4	3	3	3
37794.01999997161	4	4	4	4
37804.19999997165	4	4	4	4
37814.37999997169	4	4	4	4
37824.55999997172	4	4	4	4
37834.73999997176	4	4	4	4
37834.959999971805	4	3	3	3
37845.159999971846	4	4	4	4
37855.33999997188	4	4	4	4
37865.51999997192	4	4	4	4
37875.699999971956	4	4	4	4
37885.87999997199	4	4	4	4
37886.089999972035	4	3	3	3
37896.289999972076	4	4	4	4
37906.46999997211	4	4	4	4
37916.64999997215	4	4	4	4
37926.829999972186	4	4	4	4
37937.00999997222	4	4	4	4
37937.219999972265	4	3	3	3
37947.419999972306	4	4	4	4
37957.59999997234	4	4	4	4
37967.77999997238	4	4	4	4
37977.959999972416	4	4	4	4
37988.13999997245	4	4	4	4
37988.349999972495	4	3	3	3
37998.539999972534	4	4	4	4
38008.71999997257	4	4	4	4
38018.89999997261	4	4	4	4
38029.079999972644	4	4	4	4
38039.25999997268	4	4	4	4
38039.46999997272	4	3	3	3
38049.669999972764	4	4	4	4
38059.8499999728	4	4	4	4
38070.02999997284	4	4	4	4
38080.209999972874	4	4	4	4
38090.38999997291	4	4	4	4
38090.599999972954	4	3	3	3
38100.78999997299	4	4	4	4
38110.96999997303	4	4	4	4
38121.149999973066	4	4	4	4
38131.3299999731	4	4	4	4
38141.50999997314	4	4	4	4
38141.71999997318	4	3	3	3
38151.91999997322	4	4	4	4
38162.09999997326	4	4	4	4
38172.279999973296	4	4	4	4
38182.45999997333	4	4	4	4
38192.63999997337	4	4	4	4
38192.84999997341	4	3	3	3
38203.04999997345	4	4	4	4
38213.22999997349	4	4	4	4
38223.409999973526	4	4	4	4
38233.58999997356	4	4	4	4
38243.7699999736	4	4	4	4
38243.97999997364	4	3	3	3
38254.17999997368	4	4	4	4
38264.35999997372	4	4	4	4
38274.53999997376	4	4	4	4
38284.71999997379	4	4	4	4
38294.89999997383	4	4	4	4
38295.10999997387	4	3	3	3
38305.30999997391	4	4	4	4
38315.48999997395	4	4	4	4
38325.66999997399	4	4	4	4
38335.84999997402	4	4	4	4
38346.02999997406	4	4	4	4
38346.249999974105	4	3	3	3
38356.449999974146	4	4	4	4
38366.62999997418	4	4	4	4
38376.80999997422	4	4	4	4
38386.989999974256	4	4	4	4
38397.16999997429	4	4	4	4
38397.379999974335	4	3	3	3
38407.579999974376	4	4	4	4
38417.75999997441	4	4	4	4
38427.93999997445	4	4	4	4
38438.119999974486	4	4	4	4
38448.29999997452	4	4	4	4
38448.509999974565	4	3	3	3
38458.699999974604	4	4	4	4
38468.87999997464	4	4	4	4
38479.05999997468	4	4	4	4
38489.239999974714	4	4	4	4
38499.41999997475	4	4	4	4
38499.62999997479	4	3	3	3
38509.829999974834	4	4	4	4
38520.00999997487	4	4	4	4
38530.18999997491	4	4	4	4
38540.369999974944	4	4	4	4
38550.54999997498	4	4	4	4
38550.759999975024	4	3	3	3
38560.959999975064	4	4	4	4
38571.1399999751	4	4	4	4
38581.31999997514	4	4	4	4
38591.499999975174	4	4	4	4
38601.67999997521	4	4	4	4
38601.889999975254	4	3	3	3
38612.07999997529	4	4	4	4
38622.25999997533	4	4	4	4
38632.439999975366	4	4	4	4
38642.6199999754	4	4	4	4
38652.79999997544	4	4	4	4
38653.00999997548	4	3	3	3
38663.20999997552	4	4	4	4
38673.38999997556	4	4	4	4
38683.569999975596	4	4	4	4
38693.74999997563	4	4	4	4
38703.92999997567	4	4	4	4
38704.13999997571	4	3	3	3
38714.33999997575	4	4	4	4
38724.51999997579	4	4	4	4
38734.699999975826	4	4	4	4
38744.87999997586	4	4	4	4
38755.0599999759	4	4	4	4
38755.26999997594	4	3	3	3
38765.46999997598	4	4	4	4
38775.64999997602	4	4	4	4
38785.82999997606	4	4	4	4
38796.00999997609	4	4	4	4
38806.18999997613	4	4	4	4
38806.39999997617	4	3	3	3
38816.59999997621	4	4	4	4
38826.77999997625	4	4	4	4
38836.95999997629	4	4	4	4
38847.13999997632	4	4	4	4
38857.31999997636	4	4	4	4
38857.539999976405	4	3	3	3
38867.729999976444	4	4	4	4
38877.90999997648	4	4	4	4
38888.08999997652	4	4	4	4
38898.269999976554	4	4	4	4
38908.44999997659	4	4	4	4
38908.65999997663	4	3	3	3
38918.859999976674	4	4	4	4
38929.03999997671	4	4	4	4
38939.21999997675	4	4	4	4
38949.399999976784	4	4	4	4
38959.57999997682	4	4	4	4
38959.78999997686	4	3	3	3
38969.989999976904	4	4	4	4
38980.16999997694	4	4	4	4
38990.34999997698	4	4	4	4
39000.529999977014	4	4	4	4
39010.70999997705	4	4	4	4
39010.91999997709	4	3	3	3
39021.119999977134	4	4	4	4
39031.29999997717	4	4	4	4
39041.47999997721	4	4	4	4
39051.659999977244	4	4	4	4
39061.83999997728	4	4	4	4
39062.049999977324	4	3	3	3
39072.249999977364	4	4	4	4
39082.4299999774	4	4	4	4
39092.60999997744	4	4	4	4
39102.789999977475	4	4	4	4
39112.96999997751	4	4	4	4
39113.179999977554	4	3	3	3
39123.36999997759	4	4	4	4
39133.54999997763	4	4	4	4
39143.729999977666	4	4	4	4
39153.9099999777	4	4	4	4
39164.08999997774	4	4	4	4
39164.29999997778	4	3	3	3
39174.49999997782	4	4	4	4
39184.67999997786	4	4	4	4
39194.859999977896	4	4	4	4
39205.03999997793	4	4	4	4
39215.21999997797	4	4	4	4
39215.42999997801	4	3	3	3
39225.61999997805	4	4	4	4
39235.79999997809	4	4	4	4
39245.979999978124	4	4	4	4
39256.15999997816	4	4	4	4
39266.3399999782	4	4	4	4
39266.54999997824	4	3	3	3
39276.74999997828	4	4	4	4
39286.92999997832	4	4	4	4
39297.109999978355	4	4	4	4
39307.28999997839	4	4	4	4
39317.46999997843	4	4	4	4
39317.67999997847	4	3	3	3
39327.87999997851	4	4	4	4
39338.05999997855	4	4	4	4
39348.239999978585	4	4	4	4
39358.41999997862	4	4	4	4
39368.59999997866	4	4	4	4
39368.8199999787	4	3	3	3
39379.00999997874	4	4	4	4
39389.18999997878	4	4	4	4
39399.369999978815	4	4	4	4
39409.54999997885	4	4	4	4
39419.72999997889	4	4	4	4
39419.93999997893	4	3	3	3
39430.13999997897	4	4	4	4
39440.31999997901	4	4	4	4
39450.499999979045	4	4	4	4
39460.67999997908	4	4	4	4
39470.85999997912	4	4	4	4
39471.06999997916	4	3	3	3
39481.2699999792	4	4	4	4
39491.44999997924	4	4	4	4
39501.629999979275	4	4	4	4
39511.80999997931	4	4	4	4
39521.98999997935	4	4	4	4
39522.19999997939	4	3	3	3
39532.39999997943	4	4	4	4
39542.57999997947	4	4	4	4
39552.759999979506	4	4	4	4
39562.93999997954	4	4	4	4
39573.11999997958	4	4	4	4
39573.32999997962	4	3	3	3
39583.52999997966	4	4	4	4
39593.7099999797	4	4	4	4
39603.889999979736	4	4	4	4
39614.06999997977	4	4	4	4
39624.24999997981	4	4	4	4
39624.45999997985	4	3	3	3
39634.65999997989	4	4	4	4
39644.83999997993	4	4	4	4
39655.019999979966	4	4	4	4
39665.19999998	4	4	4	4
39675.37999998004	4	4	4	4
39675.58999998008	4	3	3	3
39685.77999998012	4	4	4	4
39695.95999998016	4	4	4	4
39706.139999980194	4	4	4	4
39716.31999998023	4	4	4	4
39726.49999998027	4	4	4	4
39726.70999998031	4	3	3	3
39736.90999998035	4	4	4	4
39747.08999998039	4	4	4	4
39757.269999980424	4	4	4	4
39767.44999998046	4	4	4	4
39777.6299999805	4	4	4	4
39777.83999998054	4	3	3	3
39788.02999998058	4	4	4	4
39798.209999980616	4	4	4	4
39808.38999998065	4	4	4	4
39818.56999998069	4	4	4	4
39828.749999980726	4	4	4	4
39828.95999998077	4	3	3	3
39839.15999998081	4	4	4	4
39849.339999980846	4	4	4	4
39859.51999998088	4	4	4	4
39869.69999998092	4	4	4	4
39879.879999980956	4	4	4	4
39880.099999981	4	3	3	3
39890.29999998104	4	4	4	4
39900.47999998108	4	4	4	4
39910.659999981115	4	4	4	4
39920.83999998115	4	4	4	4
39931.01999998119	4	4	4	4
39931.22999998123	4	3	3	3
39941.41999998127	4	4	4	4
39951.59999998131	4	4	4	4
39961.77999998134	4	4	4	4
39971.95999998138	4	4	4	4
39982.13999998142	4	4	4	4
39982.34999998146	4	3	3	3
39992.5499999815	4	4	4	4
40002.72999998154	4	4	4	4
40012.90999998157	4	4	4	4
40023.08999998161	4	4	4	4
40033.26999998165	4	4	4	4
40033.47999998169	4	3	3	3
40043.67999998173	4	4	4	4
40053.85999998177	4	4	4	4
40064.039999981804	4	4	4	4
40074.21999998184	4	4	4	4
40084.39999998188	4	4	4	4
40084.60999998192	4	3	3	3
40094.79999998196	4	4	4	4
40104.979999981995	4	4	4	4
40115.15999998203	4	4	4	4
40125.33999998207	4	4	4	4
40135.519999982105	4	4	4	4
40135.72999998215	4	3	3	3
40145.91999998219	4	4	4	4
40156.09999998222	4	4	4	4
40166.27999998226	4	4	4	4
40176.4599999823	4	4	4	4
40186.63999998233	4	4	4	4
40186.849999982376	4	3	3	3
40197.04999998242	4	4	4	4
40207.22999998245	4	4	4	4
40217.40999998249	4	4	4	4
40227.58999998253	4	4	4	4
40237.76999998256	4	4	4	4
40237.97999998261	4	3	3	3
40248.169999982645	4	4	4	4
40258.34999998268	4	4	4	4
40268.52999998272	4	4	4	4
40278.709999982755	4	4	4	4
40288.88999998279	4	4	4	4
40289.099999982835	4	3	3	3
40299.299999982875	4	4	4	4
40309.47999998291	4	4	4	4
40319.65999998295	4	4	4	4
40329.839999982985	4	4	4	4
40340.01999998302	4	4	4	4
40340.229999983065	4	3	3	3
40350.429999983106	4	4	4	4
40360.60999998314	4	4	4	4
40370.78999998318	4	4	4	4
40380.969999983216	4	4	4	4
40391.14999998325	4	4	4	4
40391.3699999833	4	3	3	3
40401.559999983336	4	4	4	4
40411.73999998337	4	4	4	4
40421.91999998341	4	4	4	4
40432.099999983446	4	4	4	4
40442.27999998348	4	4	4	4
40442.489999983525	4	3	3	3
40452.689999983566	4	4	4	4
40462.8699999836	4	4	4	4
40473.04999998364	4	4	4	4
40483.229999983676	4	4	4	4
40493.40999998371	4	4	4	4
40493.619999983755	4	3	3	3
40503.819999983796	4	4	4	4
40513.99999998383	4	4	4	4
40524.17999998387	4	4	4	4
40534.359999983906	4	4	4	4
40544.53999998394	4	4	4	4
40544.749999983986	4	3	3	3
40554.939999984024	4	4	4	4
40565.11999998406	4	4	4	4
40575.2999999841	4	4	4	4
40585.479999984134	4	4	4	4
40595.65999998417	4	4	4	4
40595.869999984214	4	3	3	3
40606.069999984255	4	4	4	4
40616.24999998429	4	4	4	4
40626.42999998433	4	4	4	4
40636.609999984365	4	4	4	4
40646.7899999844	4	4	4	4
40646.999999984444	4	3	3	3
40657.199999984485	4	4	4	4
40667.37999998452	4	4	4	4
40677.55999998456	4	4	4	4
40687.739999984595	4	4	4	4
40697.91999998463	4	4	4	4
40698.129999984674	4	3	3	3
40708.31999998471	4	4	4	4
40718.49999998475	4	4	4	4
40728.679999984786	4	4	4	4
40738.85999998482	4	4	4	4
40749.03999998486	4	4	4	4
40749.2499999849	4	3	3	3
40759.43999998494	4	4	4	4
40769.61999998498	4	4	4	4
40779.799999985014	4	4	4	4
40789.97999998505	4	4	4	4
40800.15999998509	4	4	4	4
40800.36999998513	4	3	3	3
40810.56999998517	4	4	4	4
40820.74999998521	4	4	4	4
40830.929999985245	4	4	4	4
40841.10999998528	4	4	4	4
40851.28999998532	4	4	4	4
40851.49999998536	4	3	3	3
40861.6899999854	4	4	4	4
40871.869999985436	4	4	4	4
40882.04999998547	4	4	4	4
40892.22999998551	4	4	4	4
40902.409999985546	4	4	4	4
40902.62999998559	4	3	3	3
40912.81999998563	4	4	4	4
40922.99999998567	4	4	4	4
40933.1799999857	4	4	4	4
40943.35999998574	4	4	4	4
40953.53999998578	4	4	4	4
40953.74999998582	4	3	3	3
40963.93999998586	4	4	4	4
40974.119999985895	4	4	4	4
40984.29999998593	4	4	4	4
40994.47999998597	4	4	4	4
41004.659999986005	4	4	4	4
41004.86999998605	4	3	3	3
41015.059999986086	4	4	4	4
41025.23999998612	4	4	4	4
41035.41999998616	4	4	4	4
41045.599999986196	4	4	4	4
41055.77999998623	4	4	4	4
41055.989999986276	4	3	3	3
41066.189999986316	4	4	4	4
41076.36999998635	4	4	4	4
41086.54999998639	4	4	4	4
41096.729999986426	4	4	4	4
41106.90999998646	4	4	4	4
41107.119999986506	4	3	3	3
41117.31999998655	4	4	4	4
41127.49999998658	4	4	4	4
41137.67999998662	4	4	4	4
41147.85999998666	4	4	4	4
41158.03999998669	4	4	4	4
41158.249999986736	4	3	3	3
41168.44999998678	4	4	4	4
41178.62999998681	4	4	4	4
41188.80999998685	4	4	4	4
41198.98999998689	4	4	4	4
41209.16999998692	4	4	4	4
41209.379999986966	4	3	3	3
41219.57999998701	4	4	4	4
41229.75999998704	4	4	4	4
41239.93999998708	4	4	4	4
41250.11999998712	4	4	4	4
41260.29999998715	4	4	4	4
41260.509999987196	4	3	3	3
41270.70999998724	4	4	4	4
41280.889999987274	4	4	4	4
41291.06999998731	4	4	4	4
41301.24999998735	4	4	4	4
41311.429999987384	4	4	4	4
41311.63999998743	4	3	3	3
41321.83999998747	4	4	4	4
41332.019999987504	4	4	4	4
41342.19999998754	4	4	4	4
41352.37999998758	4	4	4	4
41362.559999987614	4	4	4	4
41362.76999998766	4	3	3	3
41372.959999987695	4	4	4	4
41383.13999998773	4	4	4	4
41393.31999998777	4	4	4	4
41403.499999987805	4	4	4	4
41413.67999998784	4	4	4	4
41413.89999998789	4	3	3	3
41424.089999987926	4	4	4	4
41434.26999998796	4	4	4	4
41444.449999988	4	4	4	4
41454.629999988036	4	4	4	4
41464.80999998807	4	4	4	4
41465.019999988115	4	3	3	3
41475.219999988156	4	4	4	4
41485.39999998819	4	4	4	4
41495.57999998823	4	4	4	4
41505.759999988266	4	4	4	4
41515.9399999883	4	4	4	4
41516.149999988345	4	3	3	3
41526.349999988386	4	4	4	4
41536.52999998842	4	4	4	4
41546.70999998846	4	4	4	4
41556.889999988496	4	4	4	4
41567.06999998853	4	4	4	4
41567.279999988576	4	3	3	3
41577.479999988616	4	4	4	4
41587.65999998865	4	4	4	4
41597.83999998869	4	4	4	4
41608.019999988726	4	4	4	4
41618.19999998876	4	4	4	4
41618.409999988806	4	3	3	3
41628.60999998885	4	4	4	4
41638.78999998888	4	4	4	4
41648.96999998892	4	4	4	4
41659.14999998896	4	4	4	4
41669.32999998899	4	4	4	4
41669.539999989036	4	3	3	3
41679.73999998908	4	4	4	4
41689.91999998911	4	4	4	4
41700.09999998915	4	4	4	4
41710.27999998919	4	4	4	4
41720.45999998922	4	4	4	4
41720.669999989266	4	3	3	3
41730.86999998931	4	4	4	4
41741.04999998934	4	4	4	4
41751.22999998938	4	4	4	4
41761.40999998942	4	4	4	4
41771.589999989454	4	4	4	4
