Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695c73f648d10596ad0b15e9 - minikube	Unknown Heuristic - Run None (Profile ?) 695c73f648d10596ad0b15e9 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695c73f648d10596ad0b15e9 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695c73f648d10596ad0b15e9 - minikube-m04
17659.950000002376	4	4	4	4
17670.130000002348	4	4	4	4
17680.31000000232	4	4	4	4
17690.49000000229	4	4	4	4
17690.700000002256	4	3	3	3
17700.900000002224	4	4	4	4
17711.080000002195	4	4	4	4
17721.260000002167	4	4	4	4
17731.440000002138	4	4	4	4
17741.62000000211	4	4	4	4
17741.830000002075	4	3	3	3
17752.020000002045	4	4	4	4
17762.200000002016	4	4	4	4
17772.380000001987	4	4	4	4
17782.56000000196	4	4	4	4
17792.74000000193	4	4	4	4
17792.950000001896	4	3	3	3
17803.150000001864	4	4	4	4
17813.330000001835	4	4	4	4
17823.510000001806	4	4	4	4
17833.690000001778	4	4	4	4
17843.87000000175	4	4	4	4
17844.080000001715	4	3	3	3
17854.270000001685	4	4	4	4
17864.450000001656	4	4	4	4
17874.630000001627	4	4	4	4
17884.8100000016	4	4	4	4
17894.99000000157	4	4	4	4
17895.210000001534	4	3	3	3
17905.400000001504	4	4	4	4
17915.580000001475	4	4	4	4
17925.760000001446	4	4	4	4
17935.940000001418	4	4	4	4
17946.12000000139	4	4	4	4
17946.330000001355	4	3	3	3
17956.520000001325	4	4	4	4
17966.700000001296	4	4	4	4
17976.880000001267	4	4	4	4
17987.06000000124	4	4	4	4
17997.24000000121	4	4	4	4
17997.450000001176	4	3	3	3
18007.650000001144	4	4	4	4
18017.830000001115	4	4	4	4
18028.010000001086	4	4	4	4
18038.190000001057	4	4	4	4
18048.37000000103	4	4	4	4
18048.580000000995	4	3	3	3
18058.780000000963	4	4	4	4
18068.960000000934	4	4	4	4
18079.140000000905	4	4	4	4
18089.320000000876	4	4	4	4
18099.500000000848	4	4	4	4
18099.710000000814	4	3	3	3
18109.910000000782	4	4	4	4
18120.090000000753	4	4	4	4
18130.270000000724	4	4	4	4
18140.450000000696	4	4	4	4
18150.630000000667	4	4	4	4
18150.840000000633	4	3	3	3
18161.0400000006	4	4	4	4
18171.220000000572	4	4	4	4
18181.400000000544	4	4	4	4
18191.580000000515	4	4	4	4
18201.760000000486	4	4	4	4
18201.970000000452	4	3	3	3
18212.17000000042	4	4	4	4
18222.35000000039	4	4	4	4
18232.530000000363	4	4	4	4
18242.710000000334	4	4	4	4
18252.890000000305	4	4	4	4
18253.10000000027	4	3	3	3
18263.30000000024	4	4	4	4
18273.48000000021	4	4	4	4
18283.66000000018	4	4	4	4
18293.840000000153	4	4	4	4
18304.020000000124	4	4	4	4
18304.23000000009	4	3	3	3
18314.43000000006	4	4	4	4
18324.61000000003	4	4	4	4
18334.79	4	4	4	4
18344.969999999972	4	4	4	4
18355.149999999943	4	4	4	4
18355.35999999991	4	3	3	3
18365.559999999878	4	4	4	4
18375.73999999985	4	4	4	4
18385.91999999982	4	4	4	4
18396.09999999979	4	4	4	4
18406.279999999762	4	4	4	4
18406.499999999727	4	3	3	3
18416.699999999695	4	4	4	4
18426.879999999666	4	4	4	4
18437.059999999638	4	4	4	4
18447.23999999961	4	4	4	4
18457.41999999958	4	4	4	4
18457.629999999546	4	3	3	3
18467.829999999514	4	4	4	4
18478.009999999485	4	4	4	4
18488.189999999457	4	4	4	4
18498.369999999428	4	4	4	4
18508.5499999994	4	4	4	4
18508.759999999365	4	3	3	3
18518.949999999335	4	4	4	4
18529.129999999306	4	4	4	4
18539.309999999277	4	4	4	4
18549.48999999925	4	4	4	4
18559.66999999922	4	4	4	4
18559.879999999186	4	3	3	3
18570.079999999154	4	4	4	4
18580.259999999125	4	4	4	4
18590.439999999096	4	4	4	4
18600.619999999068	4	4	4	4
18610.79999999904	4	4	4	4
18611.009999999005	4	3	3	3
18621.209999998973	4	4	4	4
18631.389999998944	4	4	4	4
18641.569999998916	4	4	4	4
18651.749999998887	4	4	4	4
18661.929999998858	4	4	4	4
18662.139999998824	4	3	3	3
18672.339999998792	4	4	4	4
18682.519999998764	4	4	4	4
18692.699999998735	4	4	4	4
18702.879999998706	4	4	4	4
18713.059999998677	4	4	4	4
18713.269999998643	4	3	3	3
18723.459999998613	4	4	4	4
18733.639999998584	4	4	4	4
18743.819999998555	4	4	4	4
18753.999999998527	4	4	4	4
18764.179999998498	4	4	4	4
18764.389999998464	4	3	3	3
18774.589999998432	4	4	4	4
18784.769999998403	4	4	4	4
18794.949999998375	4	4	4	4
18805.129999998346	4	4	4	4
18815.309999998317	4	4	4	4
18815.519999998283	4	3	3	3
18825.709999998253	4	4	4	4
18835.889999998224	4	4	4	4
18846.069999998195	4	4	4	4
18856.249999998166	4	4	4	4
18866.429999998138	4	4	4	4
18866.639999998104	4	3	3	3
18876.829999998074	4	4	4	4
18887.009999998045	4	4	4	4
18897.189999998016	4	4	4	4
18907.369999997987	4	4	4	4
18917.54999999796	4	4	4	4
18917.769999997923	4	3	3	3
18927.96999999789	4	4	4	4
18938.149999997862	4	4	4	4
18948.329999997834	4	4	4	4
18958.509999997805	4	4	4	4
18968.689999997776	4	4	4	4
18968.899999997742	4	3	3	3
18979.09999999771	4	4	4	4
18989.27999999768	4	4	4	4
18999.459999997653	4	4	4	4
19009.639999997624	4	4	4	4
19019.819999997595	4	4	4	4
19020.02999999756	4	3	3	3
19030.22999999753	4	4	4	4
19040.4099999975	4	4	4	4
19050.58999999747	4	4	4	4
19060.769999997443	4	4	4	4
19070.949999997414	4	4	4	4
19071.15999999738	4	3	3	3
19081.35999999735	4	4	4	4
19091.53999999732	4	4	4	4
19101.71999999729	4	4	4	4
19111.899999997262	4	4	4	4
19122.079999997233	4	4	4	4
19122.2899999972	4	3	3	3
19132.47999999717	4	4	4	4
19142.65999999714	4	4	4	4
19152.83999999711	4	4	4	4
19163.019999997083	4	4	4	4
19173.199999997054	4	4	4	4
19173.40999999702	4	3	3	3
19183.60999999699	4	4	4	4
19193.78999999696	4	4	4	4
19203.96999999693	4	4	4	4
19214.149999996902	4	4	4	4
19224.329999996873	4	4	4	4
19224.53999999684	4	3	3	3
19234.72999999681	4	4	4	4
19244.90999999678	4	4	4	4
19255.08999999675	4	4	4	4
19265.269999996723	4	4	4	4
19275.449999996694	4	4	4	4
19275.65999999666	4	3	3	3
19285.859999996628	4	4	4	4
19296.0399999966	4	4	4	4
19306.21999999657	4	4	4	4
19316.39999999654	4	4	4	4
19326.579999996513	4	4	4	4
19326.78999999648	4	3	3	3
19336.97999999645	4	4	4	4
19347.15999999642	4	4	4	4
19357.33999999639	4	4	4	4
19367.519999996362	4	4	4	4
19377.699999996334	4	4	4	4
19377.9099999963	4	3	3	3
19388.109999996268	4	4	4	4
19398.28999999624	4	4	4	4
19408.46999999621	4	4	4	4
19418.64999999618	4	4	4	4
19428.829999996153	4	4	4	4
19429.049999996118	4	3	3	3
19439.249999996086	4	4	4	4
19449.429999996057	4	4	4	4
19459.609999996028	4	4	4	4
19469.789999996	4	4	4	4
19479.96999999597	4	4	4	4
19480.179999995937	4	3	3	3
19490.369999995906	4	4	4	4
19500.549999995877	4	4	4	4
19510.72999999585	4	4	4	4
19520.90999999582	4	4	4	4
19531.08999999579	4	4	4	4
19531.299999995757	4	3	3	3
19541.499999995725	4	4	4	4
19551.679999995697	4	4	4	4
19561.859999995668	4	4	4	4
19572.03999999564	4	4	4	4
19582.21999999561	4	4	4	4
19582.429999995577	4	3	3	3
19592.619999995546	4	4	4	4
19602.799999995517	4	4	4	4
19612.97999999549	4	4	4	4
19623.15999999546	4	4	4	4
19633.33999999543	4	4	4	4
19633.549999995397	4	3	3	3
19643.749999995365	4	4	4	4
19653.929999995336	4	4	4	4
19664.109999995308	4	4	4	4
19674.28999999528	4	4	4	4
19684.46999999525	4	4	4	4
19684.679999995216	4	3	3	3
19694.889999995183	4	4	4	4
19705.069999995154	4	4	4	4
19715.249999995125	4	4	4	4
19725.429999995096	4	4	4	4
19735.609999995067	4	4	4	4
19735.819999995034	4	3	3	3
19746.019999995002	4	4	4	4
19756.199999994973	4	4	4	4
19766.379999994944	4	4	4	4
19776.559999994915	4	4	4	4
19786.739999994887	4	4	4	4
19786.949999994853	4	3	3	3
19797.14999999482	4	4	4	4
19807.329999994792	4	4	4	4
19817.509999994763	4	4	4	4
19827.689999994735	4	4	4	4
19837.869999994706	4	4	4	4
19838.079999994672	4	3	3	3
19848.26999999464	4	4	4	4
19858.449999994613	4	4	4	4
19868.629999994584	4	4	4	4
19878.809999994555	4	4	4	4
19888.989999994526	4	4	4	4
19889.199999994493	4	3	3	3
19899.39999999446	4	4	4	4
19909.579999994432	4	4	4	4
19919.759999994403	4	4	4	4
19929.939999994374	4	4	4	4
19940.119999994346	4	4	4	4
19940.33999999431	4	3	3	3
19950.52999999428	4	4	4	4
19960.70999999425	4	4	4	4
19970.889999994222	4	4	4	4
19981.069999994193	4	4	4	4
19991.249999994165	4	4	4	4
19991.45999999413	4	3	3	3
20001.6499999941	4	4	4	4
20011.829999994072	4	4	4	4
20022.009999994043	4	4	4	4
20032.189999994014	4	4	4	4
20042.369999993985	4	4	4	4
20042.57999999395	4	3	3	3
20052.77999999392	4	4	4	4
20062.95999999389	4	4	4	4
20073.139999993862	4	4	4	4
20083.319999993833	4	4	4	4
20093.499999993805	4	4	4	4
20093.70999999377	4	3	3	3
20103.90999999374	4	4	4	4
20114.08999999371	4	4	4	4
20124.26999999368	4	4	4	4
20134.449999993652	4	4	4	4
20144.629999993624	4	4	4	4
20144.83999999359	4	3	3	3
20155.02999999356	4	4	4	4
20165.20999999353	4	4	4	4
20175.389999993502	4	4	4	4
20185.569999993473	4	4	4	4
20195.749999993444	4	4	4	4
20195.95999999341	4	3	3	3
20206.15999999338	4	4	4	4
20216.33999999335	4	4	4	4
20226.51999999332	4	4	4	4
20236.699999993292	4	4	4	4
20246.879999993263	4	4	4	4
20247.08999999323	4	3	3	3
20257.289999993198	4	4	4	4
20267.46999999317	4	4	4	4
20277.64999999314	4	4	4	4
20287.82999999311	4	4	4	4
20298.009999993083	4	4	4	4
20298.21999999305	4	3	3	3
20308.40999999302	4	4	4	4
20318.58999999299	4	4	4	4
20328.76999999296	4	4	4	4
20338.949999992932	4	4	4	4
20349.129999992903	4	4	4	4
20349.33999999287	4	3	3	3
20359.539999992838	4	4	4	4
20369.71999999281	4	4	4	4
20379.89999999278	4	4	4	4
20390.07999999275	4	4	4	4
20400.259999992722	4	4	4	4
20400.46999999269	4	3	3	3
20410.65999999266	4	4	4	4
20420.83999999263	4	4	4	4
20431.0199999926	4	4	4	4
20441.199999992572	4	4	4	4
20451.379999992543	4	4	4	4
20451.599999992508	4	3	3	3
20461.799999992476	4	4	4	4
20471.979999992447	4	4	4	4
20482.15999999242	4	4	4	4
20492.33999999239	4	4	4	4
20502.51999999236	4	4	4	4
20502.729999992327	4	3	3	3
20512.929999992295	4	4	4	4
20523.109999992266	4	4	4	4
20533.289999992237	4	4	4	4
20543.46999999221	4	4	4	4
20553.64999999218	4	4	4	4
20553.859999992146	4	3	3	3
20564.049999992116	4	4	4	4
20574.229999992087	4	4	4	4
20584.409999992058	4	4	4	4
20594.58999999203	4	4	4	4
20604.769999992	4	4	4	4
20604.979999991967	4	3	3	3
20615.179999991935	4	4	4	4
20625.359999991906	4	4	4	4
20635.539999991877	4	4	4	4
20645.71999999185	4	4	4	4
20655.89999999182	4	4	4	4
20656.109999991786	4	3	3	3
20666.309999991754	4	4	4	4
20676.489999991725	4	4	4	4
20686.669999991696	4	4	4	4
20696.849999991668	4	4	4	4
20707.02999999164	4	4	4	4
20707.239999991605	4	3	3	3
20717.429999991575	4	4	4	4
20727.609999991546	4	4	4	4
20737.789999991517	4	4	4	4
20747.96999999149	4	4	4	4
20758.14999999146	4	4	4	4
20758.359999991426	4	3	3	3
20768.559999991394	4	4	4	4
20778.739999991365	4	4	4	4
20788.919999991336	4	4	4	4
20799.099999991307	4	4	4	4
20809.27999999128	4	4	4	4
20809.489999991245	4	3	3	3
20819.679999991215	4	4	4	4
20829.859999991186	4	4	4	4
20840.039999991157	4	4	4	4
20850.219999991128	4	4	4	4
20860.3999999911	4	4	4	4
20860.609999991066	4	3	3	3
20870.799999991035	4	4	4	4
20880.979999991006	4	4	4	4
20891.159999990978	4	4	4	4
20901.33999999095	4	4	4	4
20911.51999999092	4	4	4	4
20911.729999990886	4	3	3	3
20921.929999990854	4	4	4	4
20932.109999990826	4	4	4	4
20942.289999990797	4	4	4	4
20952.469999990768	4	4	4	4
20962.64999999074	4	4	4	4
20962.869999990704	4	3	3	3
20973.059999990674	4	4	4	4
20983.239999990645	4	4	4	4
20993.419999990616	4	4	4	4
21003.599999990587	4	4	4	4
21013.77999999056	4	4	4	4
21013.989999990525	4	3	3	3
21024.179999990494	4	4	4	4
21034.359999990465	4	4	4	4
21044.539999990437	4	4	4	4
21054.719999990408	4	4	4	4
21064.89999999038	4	4	4	4
21065.109999990345	4	3	3	3
21075.309999990313	4	4	4	4
21085.489999990285	4	4	4	4
21095.669999990256	4	4	4	4
21105.849999990227	4	4	4	4
21116.029999990198	4	4	4	4
21116.239999990165	4	3	3	3
21126.439999990132	4	4	4	4
21136.619999990104	4	4	4	4
21146.799999990075	4	4	4	4
21156.979999990046	4	4	4	4
21167.159999990017	4	4	4	4
21167.369999989984	4	3	3	3
21177.559999989953	4	4	4	4
21187.739999989924	4	4	4	4
21197.919999989896	4	4	4	4
21208.099999989867	4	4	4	4
21218.279999989838	4	4	4	4
21218.489999989804	4	3	3	3
21228.689999989772	4	4	4	4
21238.869999989744	4	4	4	4
21249.049999989715	4	4	4	4
21259.229999989686	4	4	4	4
21269.409999989657	4	4	4	4
21269.619999989623	4	3	3	3
21279.809999989593	4	4	4	4
21289.989999989564	4	4	4	4
21300.169999989535	4	4	4	4
21310.349999989507	4	4	4	4
21320.529999989478	4	4	4	4
21320.739999989444	4	3	3	3
21330.929999989414	4	4	4	4
21341.109999989385	4	4	4	4
21351.289999989356	4	4	4	4
21361.469999989327	4	4	4	4
21371.6499999893	4	4	4	4
21371.859999989265	4	3	3	3
21382.059999989233	4	4	4	4
21392.239999989204	4	4	4	4
21402.419999989175	4	4	4	4
21412.599999989146	4	4	4	4
21422.779999989118	4	4	4	4
21422.989999989084	4	3	3	3
21433.179999989054	4	4	4	4
21443.359999989025	4	4	4	4
21453.539999988996	4	4	4	4
21463.719999988967	4	4	4	4
21473.89999998894	4	4	4	4
21474.119999988903	4	3	3	3
21484.309999988873	4	4	4	4
21494.489999988844	4	4	4	4
21504.669999988815	4	4	4	4
21514.849999988786	4	4	4	4
21525.029999988757	4	4	4	4
21525.239999988724	4	3	3	3
21535.439999988692	4	4	4	4
21545.619999988663	4	4	4	4
21555.799999988634	4	4	4	4
21565.979999988605	4	4	4	4
21576.159999988577	4	4	4	4
21576.369999988543	4	3	3	3
21586.6399999885	4	4	4	4
21596.839999988468	4	4	4	4
21607.01999998844	4	4	4	4
21617.19999998841	4	4	4	4
21627.37999998838	4	4	4	4
21627.589999988348	4	3	3	3
21637.779999988317	4	4	4	4
21647.95999998829	4	4	4	4
21658.13999998826	4	4	4	4
21668.31999998823	4	4	4	4
21678.499999988202	4	4	4	4
21678.69999998817	4	3	3	3
21688.88999998814	4	4	4	4
21699.06999998811	4	4	4	4
21709.249999988082	4	4	4	4
21719.429999988053	4	4	4	4
21729.609999988024	4	4	4	4
21729.81999998799	4	3	3	3
21740.01999998796	4	4	4	4
21750.19999998793	4	4	4	4
21760.3799999879	4	4	4	4
21770.559999987872	4	4	4	4
21780.739999987843	4	4	4	4
21780.94999998781	4	3	3	3
21791.149999987778	4	4	4	4
21801.32999998775	4	4	4	4
21811.50999998772	4	4	4	4
21821.68999998769	4	4	4	4
21831.869999987663	4	4	4	4
21832.07999998763	4	3	3	3
21842.279999987597	4	4	4	4
21852.459999987568	4	4	4	4
21862.63999998754	4	4	4	4
21872.81999998751	4	4	4	4
21882.99999998748	4	4	4	4
21883.209999987448	4	3	3	3
21893.399999987418	4	4	4	4
21903.57999998739	4	4	4	4
21913.75999998736	4	4	4	4
21923.93999998733	4	4	4	4
21934.119999987302	4	4	4	4
21934.32999998727	4	3	3	3
21944.51999998724	4	4	4	4
21954.69999998721	4	4	4	4
21964.87999998718	4	4	4	4
21975.059999987152	4	4	4	4
21985.239999987123	4	4	4	4
21985.459999987088	4	3	3	3
21995.659999987056	4	4	4	4
22005.839999987027	4	4	4	4
22016.019999987	4	4	4	4
22026.19999998697	4	4	4	4
22036.37999998694	4	4	4	4
22036.589999986907	4	3	3	3
22046.779999986877	4	4	4	4
22056.959999986848	4	4	4	4
22067.13999998682	4	4	4	4
22077.31999998679	4	4	4	4
22087.49999998676	4	4	4	4
22087.709999986728	4	3	3	3
22097.899999986697	4	4	4	4
22108.07999998667	4	4	4	4
22118.25999998664	4	4	4	4
22128.43999998661	4	4	4	4
22138.619999986582	4	4	4	4
22138.82999998655	4	3	3	3
22149.029999986516	4	4	4	4
22159.209999986488	4	4	4	4
22169.38999998646	4	4	4	4
22179.56999998643	4	4	4	4
22189.7499999864	4	4	4	4
22189.959999986368	4	3	3	3
22200.159999986336	4	4	4	4
22210.339999986307	4	4	4	4
22220.519999986278	4	4	4	4
22230.69999998625	4	4	4	4
22240.87999998622	4	4	4	4
22241.089999986187	4	3	3	3
22251.289999986155	4	4	4	4
22261.469999986126	4	4	4	4
22271.649999986097	4	4	4	4
22281.82999998607	4	4	4	4
22292.00999998604	4	4	4	4
22292.219999986006	4	3	3	3
22302.419999985974	4	4	4	4
22312.599999985945	4	4	4	4
22322.779999985916	4	4	4	4
22332.959999985887	4	4	4	4
22343.13999998586	4	4	4	4
22343.349999985825	4	3	3	3
22353.539999985795	4	4	4	4
22363.719999985766	4	4	4	4
22373.899999985737	4	4	4	4
22384.079999985708	4	4	4	4
22394.25999998568	4	4	4	4
22394.469999985646	4	3	3	3
22404.669999985614	4	4	4	4
22414.849999985585	4	4	4	4
22425.029999985556	4	4	4	4
22435.209999985527	4	4	4	4
22445.3899999855	4	4	4	4
22445.599999985465	4	3	3	3
22455.799999985433	4	4	4	4
22465.979999985404	4	4	4	4
22476.159999985375	4	4	4	4
22486.339999985346	4	4	4	4
22496.519999985318	4	4	4	4
22496.739999985282	4	3	3	3
22506.93999998525	4	4	4	4
22517.11999998522	4	4	4	4
22527.299999985193	4	4	4	4
22537.479999985164	4	4	4	4
22547.659999985135	4	4	4	4
22547.8699999851	4	3	3	3
22558.06999998507	4	4	4	4
22568.24999998504	4	4	4	4
22578.42999998501	4	4	4	4
22588.609999984983	4	4	4	4
22598.789999984954	4	4	4	4
22598.99999998492	4	3	3	3
22609.18999998489	4	4	4	4
22619.36999998486	4	4	4	4
22629.549999984833	4	4	4	4
22639.729999984804	4	4	4	4
22649.909999984775	4	4	4	4
22650.11999998474	4	3	3	3
22660.30999998471	4	4	4	4
22670.489999984682	4	4	4	4
22680.669999984653	4	4	4	4
22690.849999984624	4	4	4	4
22701.029999984596	4	4	4	4
22701.239999984562	4	3	3	3
22711.43999998453	4	4	4	4
22721.6199999845	4	4	4	4
22731.799999984472	4	4	4	4
22741.979999984444	4	4	4	4
22752.159999984415	4	4	4	4
22752.36999998438	4	3	3	3
22762.56999998435	4	4	4	4
22772.74999998432	4	4	4	4
22782.92999998429	4	4	4	4
22793.109999984263	4	4	4	4
22803.289999984234	4	4	4	4
22803.4999999842	4	3	3	3
22813.68999998417	4	4	4	4
22823.86999998414	4	4	4	4
22834.049999984112	4	4	4	4
22844.229999984083	4	4	4	4
22854.409999984055	4	4	4	4
22854.61999998402	4	3	3	3
22864.80999998399	4	4	4	4
22874.98999998396	4	4	4	4
22885.169999983933	4	4	4	4
22895.349999983904	4	4	4	4
22905.529999983875	4	4	4	4
22905.73999998384	4	3	3	3
22915.93999998381	4	4	4	4
22926.11999998378	4	4	4	4
22936.299999983752	4	4	4	4
22946.479999983723	4	4	4	4
22956.659999983694	4	4	4	4
22956.86999998366	4	3	3	3
22967.06999998363	4	4	4	4
22977.2499999836	4	4	4	4
22987.42999998357	4	4	4	4
22997.609999983542	4	4	4	4
23007.789999983514	4	4	4	4
23008.00999998348	4	3	3	3
23018.199999983448	4	4	4	4
23028.37999998342	4	4	4	4
23038.55999998339	4	4	4	4
23048.73999998336	4	4	4	4
23058.919999983333	4	4	4	4
23059.1299999833	4	3	3	3
23069.31999998327	4	4	4	4
23079.49999998324	4	4	4	4
23089.67999998321	4	4	4	4
23099.859999983182	4	4	4	4
23110.039999983153	4	4	4	4
23110.24999998312	4	3	3	3
23120.449999983088	4	4	4	4
23130.62999998306	4	4	4	4
23140.80999998303	4	4	4	4
23150.989999983	4	4	4	4
23161.169999982973	4	4	4	4
23161.37999998294	4	3	3	3
23171.579999982907	4	4	4	4
23181.759999982878	4	4	4	4
23191.93999998285	4	4	4	4
23202.11999998282	4	4	4	4
23212.29999998279	4	4	4	4
23212.509999982758	4	3	3	3
23222.709999982726	4	4	4	4
23232.889999982697	4	4	4	4
23243.06999998267	4	4	4	4
23253.24999998264	4	4	4	4
23263.42999998261	4	4	4	4
23263.639999982577	4	3	3	3
23273.839999982545	4	4	4	4
23284.019999982516	4	4	4	4
23294.199999982487	4	4	4	4
23304.37999998246	4	4	4	4
23314.55999998243	4	4	4	4
23314.769999982396	4	3	3	3
23324.959999982366	4	4	4	4
23335.139999982337	4	4	4	4
23345.31999998231	4	4	4	4
23355.49999998228	4	4	4	4
23365.67999998225	4	4	4	4
23365.889999982217	4	3	3	3
23376.079999982187	4	4	4	4
23386.259999982158	4	4	4	4
23396.43999998213	4	4	4	4
23406.6199999821	4	4	4	4
23416.79999998207	4	4	4	4
23417.009999982038	4	3	3	3
23427.209999982006	4	4	4	4
23437.389999981977	4	4	4	4
23447.569999981948	4	4	4	4
23457.74999998192	4	4	4	4
23467.92999998189	4	4	4	4
23468.139999981857	4	3	3	3
23478.339999981825	4	4	4	4
23488.519999981796	4	4	4	4
23498.699999981767	4	4	4	4
23508.87999998174	4	4	4	4
23519.05999998171	4	4	4	4
23519.279999981674	4	3	3	3
23529.469999981644	4	4	4	4
23539.649999981615	4	4	4	4
23549.829999981586	4	4	4	4
23560.009999981557	4	4	4	4
23570.18999998153	4	4	4	4
23570.399999981495	4	3	3	3
23580.599999981463	4	4	4	4
23590.779999981434	4	4	4	4
23600.959999981405	4	4	4	4
23611.139999981377	4	4	4	4
23621.319999981348	4	4	4	4
23621.529999981314	4	3	3	3
23631.729999981282	4	4	4	4
23641.909999981253	4	4	4	4
23652.089999981225	4	4	4	4
23662.269999981196	4	4	4	4
23672.449999981167	4	4	4	4
23672.659999981133	4	3	3	3
23682.8599999811	4	4	4	4
23693.039999981072	4	4	4	4
23703.219999981044	4	4	4	4
23713.399999981015	4	4	4	4
23723.579999980986	4	4	4	4
23723.789999980952	4	3	3	3
23733.98999998092	4	4	4	4
23744.16999998089	4	4	4	4
23754.349999980863	4	4	4	4
23764.529999980834	4	4	4	4
23774.709999980805	4	4	4	4
23774.91999998077	4	3	3	3
23785.11999998074	4	4	4	4
23795.29999998071	4	4	4	4
23805.479999980682	4	4	4	4
23815.659999980653	4	4	4	4
23825.839999980624	4	4	4	4
23826.04999998059	4	3	3	3
23836.23999998056	4	4	4	4
23846.41999998053	4	4	4	4
23856.599999980503	4	4	4	4
23866.779999980474	4	4	4	4
23876.959999980445	4	4	4	4
23877.16999998041	4	3	3	3
23887.35999998038	4	4	4	4
23897.539999980352	4	4	4	4
23907.719999980323	4	4	4	4
23917.899999980295	4	4	4	4
23928.079999980266	4	4	4	4
23928.289999980232	4	3	3	3
23938.4899999802	4	4	4	4
23948.66999998017	4	4	4	4
23958.849999980142	4	4	4	4
23969.029999980114	4	4	4	4
23979.209999980085	4	4	4	4
23979.41999998005	4	3	3	3
23989.61999998002	4	4	4	4
23999.79999997999	4	4	4	4
24009.97999997996	4	4	4	4
24020.159999979933	4	4	4	4
24030.339999979904	4	4	4	4
24030.55999997987	4	3	3	3
24040.759999979837	4	4	4	4
24050.939999979808	4	4	4	4
24061.11999997978	4	4	4	4
24071.29999997975	4	4	4	4
24081.47999997972	4	4	4	4
24081.689999979688	4	3	3	3
24091.889999979656	4	4	4	4
24102.069999979627	4	4	4	4
24112.2499999796	4	4	4	4
24122.42999997957	4	4	4	4
24132.60999997954	4	4	4	4
24132.819999979507	4	3	3	3
24143.019999979475	4	4	4	4
24153.199999979446	4	4	4	4
24163.379999979417	4	4	4	4
24173.55999997939	4	4	4	4
24183.73999997936	4	4	4	4
24183.949999979326	4	3	3	3
24194.149999979294	4	4	4	4
24204.329999979265	4	4	4	4
24214.509999979236	4	4	4	4
24224.689999979208	4	4	4	4
24234.86999997918	4	4	4	4
24235.079999979145	4	3	3	3
24245.269999979115	4	4	4	4
24255.449999979086	4	4	4	4
24265.629999979057	4	4	4	4
24275.80999997903	4	4	4	4
24285.989999979	4	4	4	4
24286.199999978966	4	3	3	3
24296.389999978936	4	4	4	4
24306.569999978907	4	4	4	4
24316.749999978878	4	4	4	4
24326.92999997885	4	4	4	4
24337.10999997882	4	4	4	4
24337.319999978787	4	3	3	3
24347.509999978756	4	4	4	4
24357.689999978727	4	4	4	4
24367.8699999787	4	4	4	4
24378.04999997867	4	4	4	4
24388.22999997864	4	4	4	4
24388.439999978607	4	3	3	3
24398.629999978577	4	4	4	4
24408.809999978548	4	4	4	4
24418.98999997852	4	4	4	4
24429.16999997849	4	4	4	4
24439.34999997846	4	4	4	4
24439.559999978428	4	3	3	3
24449.759999978396	4	4	4	4
24459.939999978367	4	4	4	4
24470.11999997834	4	4	4	4
24480.29999997831	4	4	4	4
24490.47999997828	4	4	4	4
24490.689999978247	4	3	3	3
24500.889999978215	4	4	4	4
24511.069999978186	4	4	4	4
24521.249999978158	4	4	4	4
24531.42999997813	4	4	4	4
24541.6099999781	4	4	4	4
24541.829999978065	4	3	3	3
24552.029999978033	4	4	4	4
24562.209999978004	4	4	4	4
24572.389999977975	4	4	4	4
24582.569999977946	4	4	4	4
24592.749999977917	4	4	4	4
24592.959999977884	4	3	3	3
24603.159999977852	4	4	4	4
24613.339999977823	4	4	4	4
24623.519999977794	4	4	4	4
24633.699999977765	4	4	4	4
24643.879999977737	4	4	4	4
24644.089999977703	4	3	3	3
24654.279999977673	4	4	4	4
24664.459999977644	4	4	4	4
24674.639999977615	4	4	4	4
24684.819999977586	4	4	4	4
24694.999999977557	4	4	4	4
24695.209999977524	4	3	3	3
24705.399999977493	4	4	4	4
24715.579999977464	4	4	4	4
24725.759999977436	4	4	4	4
24735.939999977407	4	4	4	4
24746.119999977378	4	4	4	4
24746.329999977344	4	3	3	3
24756.519999977314	4	4	4	4
24766.699999977285	4	4	4	4
24776.879999977256	4	4	4	4
24787.059999977228	4	4	4	4
24797.2399999772	4	4	4	4
24797.449999977165	4	3	3	3
24807.649999977133	4	4	4	4
24817.829999977104	4	4	4	4
24828.009999977075	4	4	4	4
24838.189999977047	4	4	4	4
24848.369999977018	4	4	4	4
24848.579999976984	4	3	3	3
24858.779999976952	4	4	4	4
24868.959999976923	4	4	4	4
24879.139999976895	4	4	4	4
24889.319999976866	4	4	4	4
24899.499999976837	4	4	4	4
24899.709999976803	4	3	3	3
24909.90999997677	4	4	4	4
24920.089999976743	4	4	4	4
24930.269999976714	4	4	4	4
24940.449999976685	4	4	4	4
24950.629999976656	4	4	4	4
24950.839999976622	4	3	3	3
24961.03999997659	4	4	4	4
24971.21999997656	4	4	4	4
24981.399999976533	4	4	4	4
24991.579999976504	4	4	4	4
25001.759999976475	4	4	4	4
25001.96999997644	4	3	3	3
