Relative Time (Process)	Unknown Heuristic - Run None (Profile ?) 695a77f8a6ad729ca8d877d7 - minikube	Unknown Heuristic - Run None (Profile ?) 695a77f8a6ad729ca8d877d7 - minikube-m02	Unknown Heuristic - Run None (Profile ?) 695a77f8a6ad729ca8d877d7 - minikube-m03	Unknown Heuristic - Run None (Profile ?) 695a77f8a6ad729ca8d877d7 - minikube-m04
14663.580000006028	4	4	4	4
14673.760000006032	4	4	4	4
14673.970000006037	4	3	3	3
14684.16000000604	4	4	4	4
14694.340000006045	4	4	4	4
14704.520000006049	4	4	4	4
14714.700000006053	4	4	4	4
14724.880000006056	4	4	4	4
14725.090000006061	4	3	3	3
14735.290000006065	4	4	4	4
14745.47000000607	4	4	4	4
14755.650000006073	4	4	4	4
14765.830000006077	4	4	4	4
14776.010000006081	4	4	4	4
14776.220000006086	4	3	3	3
14786.42000000609	4	4	4	4
14796.600000006094	4	4	4	4
14806.780000006098	4	4	4	4
14816.960000006102	4	4	4	4
14827.140000006106	4	4	4	4
14827.36000000611	4	3	3	3
14837.550000006115	4	4	4	4
14847.730000006119	4	4	4	4
14857.910000006123	4	4	4	4
14868.090000006127	4	4	4	4
14878.27000000613	4	4	4	4
14878.480000006135	4	3	3	3
14888.68000000614	4	4	4	4
14898.860000006143	4	4	4	4
14909.040000006147	4	4	4	4
14919.220000006151	4	4	4	4
14929.400000006155	4	4	4	4
14929.61000000616	4	3	3	3
14939.810000006164	4	4	4	4
14949.990000006168	4	4	4	4
14960.170000006172	4	4	4	4
14970.350000006176	4	4	4	4
14980.53000000618	4	4	4	4
14980.740000006184	4	3	3	3
14990.930000006188	4	4	4	4
15001.110000006192	4	4	4	4
15011.290000006196	4	4	4	4
15021.4700000062	4	4	4	4
15031.650000006204	4	4	4	4
15031.860000006209	4	3	3	3
15042.060000006213	4	4	4	4
15052.240000006217	4	4	4	4
15062.420000006221	4	4	4	4
15072.600000006225	4	4	4	4
15082.780000006229	4	4	4	4
15082.990000006233	4	3	3	3
15093.190000006238	4	4	4	4
15103.370000006242	4	4	4	4
15113.550000006246	4	4	4	4
15123.73000000625	4	4	4	4
15133.910000006254	4	4	4	4
15134.120000006258	4	3	3	3
15144.320000006262	4	4	4	4
15154.500000006266	4	4	4	4
15164.68000000627	4	4	4	4
15174.860000006274	4	4	4	4
15185.040000006278	4	4	4	4
15185.250000006283	4	3	3	3
15195.440000006287	4	4	4	4
15205.62000000629	4	4	4	4
15215.800000006295	4	4	4	4
15225.980000006299	4	4	4	4
15236.160000006303	4	4	4	4
15236.370000006307	4	3	3	3
15246.570000006312	4	4	4	4
15256.750000006316	4	4	4	4
15266.93000000632	4	4	4	4
15277.110000006323	4	4	4	4
15287.290000006327	4	4	4	4
15287.500000006332	4	3	3	3
15297.700000006336	4	4	4	4
15307.88000000634	4	4	4	4
15318.060000006344	4	4	4	4
15328.240000006348	4	4	4	4
15338.420000006352	4	4	4	4
15338.640000006357	4	3	3	3
15348.830000006361	4	4	4	4
15359.010000006365	4	4	4	4
15369.190000006369	4	4	4	4
15379.370000006373	4	4	4	4
15389.550000006377	4	4	4	4
15389.760000006381	4	3	3	3
15399.960000006386	4	4	4	4
15410.14000000639	4	4	4	4
15420.320000006393	4	4	4	4
15430.500000006397	4	4	4	4
15440.680000006401	4	4	4	4
15440.890000006406	4	3	3	3
15451.08000000641	4	4	4	4
15461.260000006414	4	4	4	4
15471.440000006418	4	4	4	4
15481.620000006422	4	4	4	4
15491.800000006426	4	4	4	4
15492.01000000643	4	3	3	3
15502.200000006434	4	4	4	4
15512.380000006438	4	4	4	4
15522.560000006442	4	4	4	4
15532.740000006446	4	4	4	4
15542.92000000645	4	4	4	4
15543.130000006455	4	3	3	3
15553.320000006459	4	4	4	4
15563.500000006463	4	4	4	4
15573.680000006467	4	4	4	4
15583.86000000647	4	4	4	4
15594.040000006475	4	4	4	4
15594.25000000648	4	3	3	3
15604.450000006484	4	4	4	4
15614.630000006488	4	4	4	4
15624.810000006491	4	4	4	4
15634.990000006495	4	4	4	4
15645.1700000065	4	4	4	4
15645.380000006504	4	3	3	3
15655.580000006508	4	4	4	4
15665.760000006512	4	4	4	4
15675.940000006516	4	4	4	4
15686.12000000652	4	4	4	4
15696.300000006524	4	4	4	4
15696.510000006529	4	3	3	3
15706.700000006533	4	4	4	4
15716.880000006537	4	4	4	4
15727.06000000654	4	4	4	4
15737.240000006545	4	4	4	4
15747.420000006548	4	4	4	4
15747.630000006553	4	3	3	3
15757.820000006557	4	4	4	4
15768.000000006561	4	4	4	4
15778.180000006565	4	4	4	4
15788.360000006569	4	4	4	4
15798.540000006573	4	4	4	4
15798.750000006577	4	3	3	3
15808.950000006582	4	4	4	4
15819.130000006586	4	4	4	4
15829.31000000659	4	4	4	4
15839.490000006594	4	4	4	4
15849.670000006598	4	4	4	4
15849.890000006602	4	3	3	3
15860.080000006606	4	4	4	4
15870.26000000661	4	4	4	4
15880.440000006614	4	4	4	4
15890.620000006618	4	4	4	4
15900.800000006622	4	4	4	4
15901.010000006627	4	3	3	3
15911.210000006631	4	4	4	4
15921.390000006635	4	4	4	4
15931.570000006639	4	4	4	4
15941.750000006643	4	4	4	4
15951.930000006647	4	4	4	4
15952.140000006651	4	3	3	3
15962.340000006656	4	4	4	4
15972.52000000666	4	4	4	4
15982.700000006664	4	4	4	4
15992.880000006668	4	4	4	4
16003.060000006672	4	4	4	4
16003.270000006676	4	3	3	3
16013.47000000668	4	4	4	4
16023.650000006684	4	4	4	4
16033.830000006688	4	4	4	4
16044.010000006692	4	4	4	4
16054.190000006696	4	4	4	4
16054.4000000067	4	3	3	3
16064.600000006705	4	4	4	4
16074.780000006709	4	4	4	4
16084.960000006713	4	4	4	4
16095.140000006717	4	4	4	4
16105.32000000672	4	4	4	4
16105.530000006725	4	3	3	3
16115.72000000673	4	4	4	4
16125.900000006734	4	4	4	4
16136.080000006737	4	4	4	4
16146.260000006741	4	4	4	4
16156.440000006745	4	4	4	4
16156.65000000675	4	3	3	3
16166.850000006754	4	4	4	4
16177.030000006758	4	4	4	4
16187.210000006762	4	4	4	4
16197.390000006766	4	4	4	4
16207.57000000677	4	4	4	4
16207.780000006775	4	3	3	3
16217.970000006779	4	4	4	4
16228.150000006783	4	4	4	4
16238.330000006787	4	4	4	4
16248.51000000679	4	4	4	4
16258.690000006794	4	4	4	4
16258.900000006799	4	3	3	3
16269.100000006803	4	4	4	4
16279.280000006807	4	4	4	4
16289.460000006811	4	4	4	4
16299.640000006815	4	4	4	4
16309.82000000682	4	4	4	4
16310.030000006824	4	3	3	3
16320.230000006828	4	4	4	4
16330.410000006832	4	4	4	4
16340.590000006836	4	4	4	4
16350.77000000684	4	4	4	4
16360.950000006844	4	4	4	4
16361.170000006849	4	3	3	3
16371.370000006853	4	4	4	4
16381.550000006857	4	4	4	4
16391.73000000686	4	4	4	4
16401.910000006832	4	4	4	4
16412.090000006803	4	4	4	4
16412.30000000677	4	3	3	3
16422.500000006738	4	4	4	4
16432.68000000671	4	4	4	4
16442.86000000668	4	4	4	4
16453.04000000665	4	4	4	4
16463.220000006622	4	4	4	4
16463.43000000659	4	3	3	3
16473.62000000656	4	4	4	4
16483.80000000653	4	4	4	4
16493.9800000065	4	4	4	4
16504.16000000647	4	4	4	4
16514.340000006443	4	4	4	4
16514.55000000641	4	3	3	3
16524.750000006377	4	4	4	4
16534.93000000635	4	4	4	4
16545.11000000632	4	4	4	4
16555.29000000629	4	4	4	4
16565.470000006262	4	4	4	4
16565.68000000623	4	3	3	3
16575.870000006198	4	4	4	4
16586.05000000617	4	4	4	4
16596.23000000614	4	4	4	4
16606.41000000611	4	4	4	4
16616.590000006083	4	4	4	4
16616.80000000605	4	3	3	3
16627.000000006017	4	4	4	4
16637.18000000599	4	4	4	4
16647.36000000596	4	4	4	4
16657.54000000593	4	4	4	4
16667.720000005902	4	4	4	4
16667.93000000587	4	3	3	3
16678.120000005838	4	4	4	4
16688.30000000581	4	4	4	4
16698.48000000578	4	4	4	4
16708.66000000575	4	4	4	4
16718.840000005723	4	4	4	4
16719.05000000569	4	3	3	3
16729.250000005657	4	4	4	4
16739.43000000563	4	4	4	4
16749.6100000056	4	4	4	4
16759.79000000557	4	4	4	4
16769.97000000554	4	4	4	4
16770.18000000551	4	3	3	3
16780.370000005478	4	4	4	4
16790.55000000545	4	4	4	4
16800.73000000542	4	4	4	4
16810.91000000539	4	4	4	4
16821.090000005363	4	4	4	4
16821.30000000533	4	3	3	3
16831.500000005297	4	4	4	4
16841.680000005268	4	4	4	4
16851.86000000524	4	4	4	4
16862.04000000521	4	4	4	4
16872.22000000518	4	4	4	4
16872.440000005146	4	3	3	3
16882.630000005116	4	4	4	4
16892.810000005087	4	4	4	4
16902.99000000506	4	4	4	4
16913.17000000503	4	4	4	4
16923.350000005	4	4	4	4
16923.560000004967	4	3	3	3
16933.760000004935	4	4	4	4
16943.940000004906	4	4	4	4
16954.120000004878	4	4	4	4
16964.30000000485	4	4	4	4
16974.48000000482	4	4	4	4
16974.690000004786	4	3	3	3
16984.890000004754	4	4	4	4
16995.070000004725	4	4	4	4
17005.250000004697	4	4	4	4
17015.430000004668	4	4	4	4
17025.61000000464	4	4	4	4
17025.820000004605	4	3	3	3
17036.020000004573	4	4	4	4
17046.200000004545	4	4	4	4
17056.380000004516	4	4	4	4
17066.560000004487	4	4	4	4
17076.740000004458	4	4	4	4
17076.950000004425	4	3	3	3
17087.140000004394	4	4	4	4
17097.320000004365	4	4	4	4
17107.500000004336	4	4	4	4
17117.680000004308	4	4	4	4
17127.86000000428	4	4	4	4
17128.070000004245	4	3	3	3
17138.270000004213	4	4	4	4
17148.450000004184	4	4	4	4
17158.630000004156	4	4	4	4
17168.810000004127	4	4	4	4
17178.990000004098	4	4	4	4
17179.200000004064	4	3	3	3
17189.390000004034	4	4	4	4
17199.570000004005	4	4	4	4
17209.750000003976	4	4	4	4
17219.930000003947	4	4	4	4
17230.11000000392	4	4	4	4
17230.320000003885	4	3	3	3
17240.520000003853	4	4	4	4
17250.700000003824	4	4	4	4
17260.880000003795	4	4	4	4
17271.060000003767	4	4	4	4
17281.240000003738	4	4	4	4
17281.450000003704	4	3	3	3
17291.640000003674	4	4	4	4
17301.820000003645	4	4	4	4
17312.000000003616	4	4	4	4
17322.180000003587	4	4	4	4
17332.36000000356	4	4	4	4
17332.570000003525	4	3	3	3
17342.770000003493	4	4	4	4
17352.950000003464	4	4	4	4
17363.130000003435	4	4	4	4
17373.310000003406	4	4	4	4
17383.490000003378	4	4	4	4
17383.710000003342	4	3	3	3
17393.900000003312	4	4	4	4
17404.080000003283	4	4	4	4
17414.260000003254	4	4	4	4
17424.440000003226	4	4	4	4
17434.620000003197	4	4	4	4
17434.830000003163	4	3	3	3
17445.03000000313	4	4	4	4
17455.210000003102	4	4	4	4
17465.390000003074	4	4	4	4
17475.570000003045	4	4	4	4
17485.750000003016	4	4	4	4
17485.960000002982	4	3	3	3
17496.16000000295	4	4	4	4
17506.34000000292	4	4	4	4
17516.520000002893	4	4	4	4
17526.700000002864	4	4	4	4
17536.880000002835	4	4	4	4
17537.0900000028	4	3	3	3
17547.29000000277	4	4	4	4
17557.47000000274	4	4	4	4
17567.65000000271	4	4	4	4
17577.830000002683	4	4	4	4
17588.010000002654	4	4	4	4
17588.22000000262	4	3	3	3
17598.42000000259	4	4	4	4
17608.60000000256	4	4	4	4
17618.78000000253	4	4	4	4
17628.960000002502	4	4	4	4
17639.140000002473	4	4	4	4
17639.35000000244	4	3	3	3
17649.54000000241	4	4	4	4
17659.72000000238	4	4	4	4
17669.90000000235	4	4	4	4
17680.080000002323	4	4	4	4
17690.260000002294	4	4	4	4
17690.47000000226	4	3	3	3
17700.67000000223	4	4	4	4
17710.8500000022	4	4	4	4
17721.03000000217	4	4	4	4
17731.210000002142	4	4	4	4
17741.390000002113	4	4	4	4
17741.60000000208	4	3	3	3
17751.79000000205	4	4	4	4
17761.97000000202	4	4	4	4
17772.15000000199	4	4	4	4
17782.330000001963	4	4	4	4
17792.510000001934	4	4	4	4
17792.7200000019	4	3	3	3
17802.920000001868	4	4	4	4
17813.10000000184	4	4	4	4
17823.28000000181	4	4	4	4
17833.46000000178	4	4	4	4
17843.640000001753	4	4	4	4
17843.85000000172	4	3	3	3
17854.04000000169	4	4	4	4
17864.22000000166	4	4	4	4
17874.40000000163	4	4	4	4
17884.580000001602	4	4	4	4
17894.760000001574	4	4	4	4
17894.98000000154	4	3	3	3
17905.180000001506	4	4	4	4
17915.360000001478	4	4	4	4
17925.54000000145	4	4	4	4
17935.72000000142	4	4	4	4
17945.90000000139	4	4	4	4
17946.110000001358	4	3	3	3
17956.300000001327	4	4	4	4
17966.4800000013	4	4	4	4
17976.66000000127	4	4	4	4
17986.84000000124	4	4	4	4
17997.020000001212	4	4	4	4
17997.23000000118	4	3	3	3
18007.430000001146	4	4	4	4
18017.610000001117	4	4	4	4
18027.79000000109	4	4	4	4
18037.97000000106	4	4	4	4
18048.15000000103	4	4	4	4
18048.360000000997	4	3	3	3
18058.550000000967	4	4	4	4
18068.730000000938	4	4	4	4
18078.91000000091	4	4	4	4
18089.09000000088	4	4	4	4
18099.27000000085	4	4	4	4
18099.480000000818	4	3	3	3
18109.680000000786	4	4	4	4
18119.860000000757	4	4	4	4
18130.04000000073	4	4	4	4
18140.2200000007	4	4	4	4
18150.40000000067	4	4	4	4
18150.610000000637	4	3	3	3
18160.810000000605	4	4	4	4
18170.990000000576	4	4	4	4
18181.170000000548	4	4	4	4
18191.35000000052	4	4	4	4
18201.53000000049	4	4	4	4
18201.740000000456	4	3	3	3
18211.940000000424	4	4	4	4
18222.120000000396	4	4	4	4
18232.300000000367	4	4	4	4
18242.480000000338	4	4	4	4
18252.66000000031	4	4	4	4
18252.870000000275	4	3	3	3
18263.060000000245	4	4	4	4
18273.240000000216	4	4	4	4
18283.420000000187	4	4	4	4
18293.60000000016	4	4	4	4
18303.78000000013	4	4	4	4
18303.990000000096	4	3	3	3
18314.190000000064	4	4	4	4
18324.370000000035	4	4	4	4
18334.550000000007	4	4	4	4
18344.729999999978	4	4	4	4
18354.90999999995	4	4	4	4
18355.119999999915	4	3	3	3
18365.309999999885	4	4	4	4
18375.489999999856	4	4	4	4
18385.669999999827	4	4	4	4
18395.8499999998	4	4	4	4
18406.02999999977	4	4	4	4
18406.249999999734	4	3	3	3
18416.449999999702	4	4	4	4
18426.629999999674	4	4	4	4
18436.809999999645	4	4	4	4
18446.989999999616	4	4	4	4
18457.169999999587	4	4	4	4
18457.379999999554	4	3	3	3
18467.57999999952	4	4	4	4
18477.759999999493	4	4	4	4
18487.939999999464	4	4	4	4
18498.119999999435	4	4	4	4
18508.299999999406	4	4	4	4
18508.509999999373	4	3	3	3
18518.699999999342	4	4	4	4
18528.879999999313	4	4	4	4
18539.059999999285	4	4	4	4
18549.239999999256	4	4	4	4
18559.419999999227	4	4	4	4
18559.629999999193	4	3	3	3
18569.82999999916	4	4	4	4
18580.009999999133	4	4	4	4
18590.189999999104	4	4	4	4
18600.369999999075	4	4	4	4
18610.549999999046	4	4	4	4
18610.759999999013	4	3	3	3
18620.95999999898	4	4	4	4
18631.13999999895	4	4	4	4
18641.319999998923	4	4	4	4
18651.499999998894	4	4	4	4
18661.679999998865	4	4	4	4
18661.88999999883	4	3	3	3
18672.0799999988	4	4	4	4
18682.259999998772	4	4	4	4
18692.439999998744	4	4	4	4
18702.619999998715	4	4	4	4
18712.799999998686	4	4	4	4
18713.009999998652	4	3	3	3
18723.20999999862	4	4	4	4
18733.38999999859	4	4	4	4
18743.569999998563	4	4	4	4
18753.749999998534	4	4	4	4
18763.929999998505	4	4	4	4
18764.13999999847	4	3	3	3
18774.33999999844	4	4	4	4
18784.51999999841	4	4	4	4
18794.699999998382	4	4	4	4
18804.879999998353	4	4	4	4
18815.059999998324	4	4	4	4
18815.26999999829	4	3	3	3
18825.45999999826	4	4	4	4
18835.63999999823	4	4	4	4
18845.819999998203	4	4	4	4
18855.999999998174	4	4	4	4
18866.179999998145	4	4	4	4
18866.38999999811	4	3	3	3
18876.58999999808	4	4	4	4
18886.76999999805	4	4	4	4
18896.94999999802	4	4	4	4
18907.129999997993	4	4	4	4
18917.309999997964	4	4	4	4
18917.52999999793	4	3	3	3
18927.729999997897	4	4	4	4
18937.909999997868	4	4	4	4
18948.08999999784	4	4	4	4
18958.26999999781	4	4	4	4
18968.44999999778	4	4	4	4
18968.659999997748	4	3	3	3
18978.849999997718	4	4	4	4
18989.02999999769	4	4	4	4
18999.20999999766	4	4	4	4
19009.38999999763	4	4	4	4
19019.569999997602	4	4	4	4
19019.77999999757	4	3	3	3
19029.979999997537	4	4	4	4
19040.159999997508	4	4	4	4
19050.33999999748	4	4	4	4
19060.51999999745	4	4	4	4
19070.69999999742	4	4	4	4
19070.909999997388	4	3	3	3
19081.109999997356	4	4	4	4
19091.289999997327	4	4	4	4
19101.469999997298	4	4	4	4
19111.64999999727	4	4	4	4
19121.82999999724	4	4	4	4
19122.039999997207	4	3	3	3
19132.229999997176	4	4	4	4
19142.409999997148	4	4	4	4
19152.58999999712	4	4	4	4
19162.76999999709	4	4	4	4
19172.94999999706	4	4	4	4
19173.159999997028	4	3	3	3
19183.359999996996	4	4	4	4
19193.539999996967	4	4	4	4
19203.719999996938	4	4	4	4
19213.89999999691	4	4	4	4
19224.07999999688	4	4	4	4
19224.289999996847	4	3	3	3
19234.489999996815	4	4	4	4
19244.669999996786	4	4	4	4
19254.849999996757	4	4	4	4
19265.02999999673	4	4	4	4
19275.2099999967	4	4	4	4
19275.419999996666	4	3	3	3
19285.619999996634	4	4	4	4
19295.799999996605	4	4	4	4
19305.979999996576	4	4	4	4
19316.159999996547	4	4	4	4
19326.33999999652	4	4	4	4
19326.549999996485	4	3	3	3
19336.749999996453	4	4	4	4
19346.929999996424	4	4	4	4
19357.109999996395	4	4	4	4
19367.289999996367	4	4	4	4
19377.469999996338	4	4	4	4
19377.679999996304	4	3	3	3
19387.869999996274	4	4	4	4
19398.049999996245	4	4	4	4
19408.229999996216	4	4	4	4
19418.409999996187	4	4	4	4
19428.58999999616	4	4	4	4
19428.809999996123	4	3	3	3
19438.999999996093	4	4	4	4
19449.179999996064	4	4	4	4
19459.359999996035	4	4	4	4
19469.539999996006	4	4	4	4
19479.719999995978	4	4	4	4
19479.929999995944	4	3	3	3
19490.129999995912	4	4	4	4
19500.309999995883	4	4	4	4
19510.489999995854	4	4	4	4
19520.669999995825	4	4	4	4
19530.849999995797	4	4	4	4
19531.059999995763	4	3	3	3
19541.25999999573	4	4	4	4
19551.439999995702	4	4	4	4
19561.619999995673	4	4	4	4
19571.799999995645	4	4	4	4
19581.979999995616	4	4	4	4
19582.189999995582	4	3	3	3
19592.38999999555	4	4	4	4
19602.56999999552	4	4	4	4
19612.749999995493	4	4	4	4
19622.929999995464	4	4	4	4
19633.109999995435	4	4	4	4
19633.3199999954	4	3	3	3
19643.51999999537	4	4	4	4
19653.69999999534	4	4	4	4
19663.87999999531	4	4	4	4
19674.059999995283	4	4	4	4
19684.239999995254	4	4	4	4
19684.44999999522	4	3	3	3
19694.63999999519	4	4	4	4
19704.81999999516	4	4	4	4
19714.999999995132	4	4	4	4
19725.179999995104	4	4	4	4
19735.359999995075	4	4	4	4
19735.56999999504	4	3	3	3
19745.76999999501	4	4	4	4
19755.94999999498	4	4	4	4
19766.12999999495	4	4	4	4
19776.309999994923	4	4	4	4
19786.489999994894	4	4	4	4
19786.69999999486	4	3	3	3
19796.89999999483	4	4	4	4
19807.0799999948	4	4	4	4
19817.25999999477	4	4	4	4
19827.43999999474	4	4	4	4
19837.619999994713	4	4	4	4
19837.82999999468	4	3	3	3
19848.029999994647	4	4	4	4
19858.20999999462	4	4	4	4
19868.38999999459	4	4	4	4
19878.56999999456	4	4	4	4
19888.749999994532	4	4	4	4
19888.9599999945	4	3	3	3
19899.159999994466	4	4	4	4
19909.339999994438	4	4	4	4
19919.51999999441	4	4	4	4
19929.69999999438	4	4	4	4
19939.87999999435	4	4	4	4
19940.099999994316	4	3	3	3
19950.299999994284	4	4	4	4
19960.479999994255	4	4	4	4
19970.659999994226	4	4	4	4
19980.839999994198	4	4	4	4
19991.01999999417	4	4	4	4
19991.229999994135	4	3	3	3
20001.429999994103	4	4	4	4
20011.609999994074	4	4	4	4
20021.789999994046	4	4	4	4
20031.969999994017	4	4	4	4
20042.149999993988	4	4	4	4
20042.359999993954	4	3	3	3
20052.549999993924	4	4	4	4
20062.729999993895	4	4	4	4
20072.909999993866	4	4	4	4
20083.089999993837	4	4	4	4
20093.26999999381	4	4	4	4
20093.479999993775	4	3	3	3
20103.669999993745	4	4	4	4
20113.849999993716	4	4	4	4
20124.029999993687	4	4	4	4
20134.209999993658	4	4	4	4
20144.38999999363	4	4	4	4
20144.599999993596	4	3	3	3
20154.799999993564	4	4	4	4
20164.979999993535	4	4	4	4
20175.159999993506	4	4	4	4
20185.339999993477	4	4	4	4
20195.51999999345	4	4	4	4
20195.729999993415	4	3	3	3
20205.929999993383	4	4	4	4
20216.109999993354	4	4	4	4
20226.289999993325	4	4	4	4
20236.469999993296	4	4	4	4
20246.649999993268	4	4	4	4
20246.859999993234	4	3	3	3
20257.049999993204	4	4	4	4
20267.229999993175	4	4	4	4
20277.409999993146	4	4	4	4
20287.589999993117	4	4	4	4
20297.76999999309	4	4	4	4
20297.979999993055	4	3	3	3
20308.179999993023	4	4	4	4
20318.359999992994	4	4	4	4
20328.539999992965	4	4	4	4
20338.719999992936	4	4	4	4
20348.899999992907	4	4	4	4
20349.109999992874	4	3	3	3
20359.299999992843	4	4	4	4
20369.479999992815	4	4	4	4
20379.659999992786	4	4	4	4
20389.839999992757	4	4	4	4
20400.019999992728	4	4	4	4
20400.229999992695	4	3	3	3
20410.429999992662	4	4	4	4
20420.609999992634	4	4	4	4
20430.789999992605	4	4	4	4
20440.969999992576	4	4	4	4
20451.149999992547	4	4	4	4
20451.369999992512	4	3	3	3
20461.55999999248	4	4	4	4
20471.739999992453	4	4	4	4
20481.919999992424	4	4	4	4
20492.099999992395	4	4	4	4
20502.279999992366	4	4	4	4
20502.489999992333	4	3	3	3
20512.679999992302	4	4	4	4
20522.859999992274	4	4	4	4
20533.039999992245	4	4	4	4
20543.219999992216	4	4	4	4
20553.399999992187	4	4	4	4
20553.609999992153	4	3	3	3
20563.80999999212	4	4	4	4
20573.989999992093	4	4	4	4
20584.169999992064	4	4	4	4
20594.349999992035	4	4	4	4
20604.529999992006	4	4	4	4
20604.739999991973	4	3	3	3
20614.93999999194	4	4	4	4
20625.11999999191	4	4	4	4
20635.299999991883	4	4	4	4
20645.479999991854	4	4	4	4
20655.659999991825	4	4	4	4
20655.86999999179	4	3	3	3
20666.06999999176	4	4	4	4
20676.24999999173	4	4	4	4
20686.429999991702	4	4	4	4
20696.609999991673	4	4	4	4
20706.789999991644	4	4	4	4
20706.99999999161	4	3	3	3
20717.19999999158	4	4	4	4
20727.37999999155	4	4	4	4
20737.55999999152	4	4	4	4
20747.739999991492	4	4	4	4
20757.919999991464	4	4	4	4
20758.12999999143	4	3	3	3
20768.3199999914	4	4	4	4
20778.49999999137	4	4	4	4
20788.679999991342	4	4	4	4
20798.859999991313	4	4	4	4
20809.039999991284	4	4	4	4
20809.24999999125	4	3	3	3
20819.43999999122	4	4	4	4
20829.61999999119	4	4	4	4
20839.799999991163	4	4	4	4
20849.979999991134	4	4	4	4
20860.159999991105	4	4	4	4
20860.36999999107	4	3	3	3
20870.56999999104	4	4	4	4
20880.74999999101	4	4	4	4
20890.92999999098	4	4	4	4
20901.109999990953	4	4	4	4
20911.289999990924	4	4	4	4
20911.49999999089	4	3	3	3
20921.68999999086	4	4	4	4
20931.86999999083	4	4	4	4
20942.049999990802	4	4	4	4
20952.229999990774	4	4	4	4
20962.409999990745	4	4	4	4
20962.62999999071	4	3	3	3
20972.829999990678	4	4	4	4
20983.00999999065	4	4	4	4
20993.18999999062	4	4	4	4
21003.36999999059	4	4	4	4
21013.549999990562	4	4	4	4
21013.75999999053	4	3	3	3
21023.9499999905	4	4	4	4
21034.12999999047	4	4	4	4
21044.30999999044	4	4	4	4
21054.489999990412	4	4	4	4
21064.669999990383	4	4	4	4
21064.87999999035	4	3	3	3
21075.079999990317	4	4	4	4
21085.25999999029	4	4	4	4
21095.43999999026	4	4	4	4
21105.61999999023	4	4	4	4
21115.799999990202	4	4	4	4
21116.00999999017	4	3	3	3
21126.199999990138	4	4	4	4
21136.37999999011	4	4	4	4
21146.55999999008	4	4	4	4
21156.73999999005	4	4	4	4
21166.919999990023	4	4	4	4
21167.12999998999	4	3	3	3
21177.31999998996	4	4	4	4
21187.49999998993	4	4	4	4
21197.6799999899	4	4	4	4
21207.859999989872	4	4	4	4
21218.039999989844	4	4	4	4
21218.24999998981	4	3	3	3
21228.449999989778	4	4	4	4
21238.62999998975	4	4	4	4
21248.80999998972	4	4	4	4
21258.98999998969	4	4	4	4
21269.169999989663	4	4	4	4
21269.37999998963	4	3	3	3
21279.579999989597	4	4	4	4
21289.75999998957	4	4	4	4
21299.93999998954	4	4	4	4
21310.11999998951	4	4	4	4
21320.299999989482	4	4	4	4
21320.50999998945	4	3	3	3
21330.709999989416	4	4	4	4
21340.889999989387	4	4	4	4
21351.06999998936	4	4	4	4
21361.24999998933	4	4	4	4
21371.4299999893	4	4	4	4
21371.639999989267	4	3	3	3
21381.839999989235	4	4	4	4
21392.019999989207	4	4	4	4
21402.199999989178	4	4	4	4
21412.37999998915	4	4	4	4
21422.55999998912	4	4	4	4
21422.769999989087	4	3	3	3
21432.959999989056	4	4	4	4
21443.139999989027	4	4	4	4
21453.319999989	4	4	4	4
21463.49999998897	4	4	4	4
21473.67999998894	4	4	4	4
21473.899999988906	4	3	3	3
21484.099999988874	4	4	4	4
21494.279999988845	4	4	4	4
21504.459999988816	4	4	4	4
21514.639999988787	4	4	4	4
21524.81999998876	4	4	4	4
21525.029999988725	4	3	3	3
21535.229999988693	4	4	4	4
21545.409999988664	4	4	4	4
21555.589999988635	4	4	4	4
21565.769999988606	4	4	4	4
21575.949999988577	4	4	4	4
21576.159999988544	4	3	3	3
21586.349999988513	4	4	4	4
21596.529999988485	4	4	4	4
21606.709999988456	4	4	4	4
21616.889999988427	4	4	4	4
21627.0699999884	4	4	4	4
21627.279999988365	4	3	3	3
21637.479999988333	4	4	4	4
21647.659999988304	4	4	4	4
21657.839999988275	4	4	4	4
21668.019999988246	4	4	4	4
21678.199999988217	4	4	4	4
21678.409999988184	4	3	3	3
21688.60999998815	4	4	4	4
21698.789999988123	4	4	4	4
21708.969999988094	4	4	4	4
21719.149999988065	4	4	4	4
21729.329999988036	4	4	4	4
21729.539999988003	4	3	3	3
21739.729999987972	4	4	4	4
21749.909999987944	4	4	4	4
21760.089999987915	4	4	4	4
21770.269999987886	4	4	4	4
21780.449999987857	4	4	4	4
21780.659999987824	4	3	3	3
21790.849999987793	4	4	4	4
21801.029999987764	4	4	4	4
21811.209999987736	4	4	4	4
21821.389999987707	4	4	4	4
21831.569999987678	4	4	4	4
21831.779999987644	4	3	3	3
21841.979999987612	4	4	4	4
21852.159999987583	4	4	4	4
21862.339999987555	4	4	4	4
21872.519999987526	4	4	4	4
21882.699999987497	4	4	4	4
21882.909999987463	4	3	3	3
21893.10999998743	4	4	4	4
21903.289999987403	4	4	4	4
21913.469999987374	4	4	4	4
21923.649999987345	4	4	4	4
21933.829999987316	4	4	4	4
21934.039999987282	4	3	3	3
21944.229999987252	4	4	4	4
21954.409999987223	4	4	4	4
21964.589999987194	4	4	4	4
21974.769999987166	4	4	4	4
21984.949999987137	4	4	4	4
21985.1699999871	4	3	3	3
21995.36999998707	4	4	4	4
